i,period,date,win,pnl,reason,mfe_r,mae_r,pre_range_pos2h,pre_taker2h,pre_taker6h,pre_close_vs_ema7,pre_close_vs_ema20,pre_ema_spread,pre_ret2h,pre_ret6h,cp120_alive,cp120_progress_r,cp120_mfe_r,cp120_mae_r,cp120_taker,cp120_tail30_taker,cp120_close_vs_ema7_r,cp120_close_vs_ema20_r,cp120_above7,cp120_above20,cp120_green_frac,cp120_last3_slope_r,cp240_alive,cp240_progress_r,cp240_mfe_r,cp240_mae_r,cp240_taker,cp240_tail30_taker,cp240_close_vs_ema7_r,cp240_close_vs_ema20_r,cp240_above7,cp240_above20,cp240_green_frac,cp240_last3_slope_r,cp360_alive,cp360_progress_r,cp360_mfe_r,cp360_mae_r,cp360_taker,cp360_tail30_taker,cp360_close_vs_ema7_r,cp360_close_vs_ema20_r,cp360_above7,cp360_above20,cp360_green_frac,cp360_last3_slope_r
0,D,2023-12-03,False,-7.699536725601946,SL,0.04804998649160508,1.1885572130282565,0.055,0.03015135162381788,0.027936095767735036,-0.0006906542002286242,-0.0009591919850119313,-0.00026872337971417526,-0.0003248211580382243,0.0011334497279467115,True,-0.2636403032407435,0.013055090669416331,0.2643655860557243,0.08977136942671549,0.30095161254279934,0.07836447939900205,0.13657655503394672,1.0,1.0,0.75,0.03635480110025271,True,0.0003626414074824653,0.04804998649160508,0.2643655860557243,-0.032864837684805415,-0.2391721595044587,-0.053239118349424075,-0.10233248045153433,0.0,0.0,0.5833333333333334,-0.008975374835219534,True,-0.24206313949545358,0.04804998649160508,0.7212937594853435,0.008914143525165397,-0.12942085049494956,-0.13258229869709892,-0.12329406403574097,0.0,0.0,0.5694444444444444,-0.09102299327844283
1,D,2023-12-10,True,11.943680114806734,TP,2.3641714440966424,0.48842474133057945,0.11743999999999069,-0.06771663340056244,-0.005507260438309292,-0.0008504464530371125,-0.002055536959087778,-0.0012061162433317785,-0.0032179366972224788,0.0005002524104629202,True,0.11921151449504183,0.28653164291079064,0.07762610246190135,-0.0817616495745026,0.12303192958883957,0.04135722251801572,0.020884296915887494,1.0,1.0,0.4583333333333333,0.03595915040513857,True,-0.18330197304026818,0.28653164291079064,0.2335306275744266,-0.007680152231782644,0.16063568588193777,0.11560695223352838,0.1846806322995942,1.0,1.0,0.5625,0.07102136055073971,True,-0.10110962925708693,0.28653164291079064,0.24347851045295307,-0.009295282009002537,-0.0329660759361744,-0.01763257269216112,0.0021349592798885248,0.0,1.0,0.5,-0.05308255535997297
2,D,2023-12-17,True,11.865836000367446,TP,1.888012890288726,0.9497999865044626,0.631283490686401,-0.0846730336340159,-0.04071460875060362,0.0008110025524861175,0.0006167976850357526,-0.00019404749443696634,-0.002332405924311054,0.000666017359419957,True,-0.08247276524366219,0.13154746852913782,0.20106996485023754,0.02021347731083334,-0.08566550764339875,-0.002552252889832994,0.014628726830271228,0.0,1.0,0.375,0.012779870647261257,True,-0.09440064451444423,0.13154746852913782,0.20106996485023754,0.004459828773830443,0.06017322699277883,0.021779992236134076,0.027197630135906384,1.0,1.0,0.4375,0.02104418699915439,True,0.46365370708263887,0.7201031114043418,0.20106996485023754,-0.04924991929448519,-0.122532652329857,-0.11769642643577605,-0.2634021874241951,0.0,0.0,0.4027777777777778,-0.05163067741493423
3,D,2023-12-24,True,11.848751643487457,TP,1.8158211866855274,0.4063879473580334,0.7340848806366196,0.069459760267095,-0.02358588680727791,-0.00014119220553410194,0.0001571565541858,0.0002983908901879051,0.0016242630021336968,-0.005265328348245224,True,0.07313019825646741,0.3908457352006273,0.1195932324954566,-0.06248910449243905,-0.06689991146844165,0.035283945888158516,-0.005559294949450003,1.0,0.0,0.4583333333333333,0.03705590582793334,True,-0.028957595282747786,0.3908457352006273,0.1195932324954566,-0.045545851352587596,0.15420739318998367,0.028950979642188606,0.052516226766322456,1.0,1.0,0.5625,0.014315195408143399,True,-0.16687427790064632,0.3908457352006273,0.4063879473580334,-0.007474927564118494,-0.016039816073896596,-0.04599531213951767,-0.03514526430067491,0.0,0.0,0.5416666666666666,0.003844652481047798
4,D,2023-12-31,False,-1.6366953095032644,TIMEOUT,0.7254599479913438,0.7326843059727306,0.5175596578118031,0.0007674501436933934,0.03973995588447887,0.001193363645479506,0.001247589026003748,5.416074705788532e-05,0.005339424723097119,0.009387553538020343,True,-0.3024149852673487,0.0512425391703026,0.7326843059727306,0.06710642082948448,0.08012027161337909,-0.03789050646000959,-0.02329996264505141,0.0,0.0,0.4583333333333333,-0.029485461063565397,True,0.08047598774614727,0.2249631473738816,0.7326843059727306,0.007969827128174733,-0.11166488871943292,-0.11389597311422289,-0.19423730113435742,0.0,0.0,0.4791666666666667,-0.08644028328891876,True,-0.08417217089941507,0.2249631473738816,0.7326843059727306,0.01235918619870402,0.09139052078868604,0.0222840818414933,0.045367044085087294,1.0,1.0,0.5277777777777778,0.007560374631683749
5,D,2024-01-07,True,6.7436570097704935,TIMEOUT,1.3826403090206805,0.7740123997792717,0.1652892561983471,-0.05318403858761023,-0.016305775047415594,-0.0011285249841423983,-0.0012071048067889834,-7.866860212957238e-05,-0.00012268461194175906,0.0018712566330585378,True,0.09510825461745658,0.2389067419742192,0.08066348557145275,-0.04424339417826395,-0.01824708408120701,0.012477346449126157,-0.004690440723027172,1.0,0.0,0.4583333333333333,0.023127860551173437,True,-0.11507125004057388,0.2389067419742192,0.2077449930210719,0.002465725622402548,0.018835637348587397,-2.6248354561315373e-05,0.04318531034195962,0.0,1.0,0.5625,0.0009738046547897926,True,-0.6410880644009488,0.2389067419742192,0.7740123997792717,0.04032442534663638,0.03789653369513846,0.04693936625491509,0.1109111711900931,1.0,1.0,0.5833333333333334,0.03473236602071194
6,D,2024-01-14,True,11.75000000000001,TP,1.908345589957521,0.16113294065622785,0.629818594104295,-0.12522763804759518,-0.03966960700468514,0.0006880416814929458,0.001080993503156602,0.0003926816403276856,5.581836703361098e-05,0.005051083493638808,True,0.1730933238801976,0.29053764248222164,0.16113294065622785,0.003149765359239165,-0.07800752027964042,-0.06261283274831632,-0.09411969508924375,0.0,0.0,0.3333333333333333,-0.006727715563480684,True,0.39668604359492454,0.47974426042803253,0.16113294065622785,-0.002289239561020451,0.034113319080593785,-0.06311495564332541,-0.1114412006366004,0.0,0.0,0.375,-0.04036629338089016,True,0.29269715611987146,0.47974426042803253,0.16113294065622785,0.012101001156584745,-0.03744087916741412,-0.08356169671841496,-0.07699457843926957,0.0,0.0,0.4861111111111111,-0.05689487853068021
7,D,2024-01-21,True,3.503422796562018,TIMEOUT,0.6948561443764687,0.3730587145727001,0.6004566210045706,0.10305189762796796,-0.010010328220991904,-0.00025096030419480275,-0.00012095096147679563,0.000130041978092299,0.0014277507637505682,-0.0009759255706885961,True,-0.21464591481848824,0.000685769695910451,0.27979403592952906,0.037793327593080406,-0.1585869267740313,0.01338426192912642,0.06556990938790173,1.0,1.0,0.4583333333333333,-0.018858666637407154,True,-0.12515296950278895,0.000685769695910451,0.27979403592952906,-0.01304446664530401,-0.05507351340381539,-0.018720278923998825,-0.020895468174329603,0.0,0.0,0.4583333333333333,-0.021944630268981625,True,-0.19681590272492752,0.000685769695910451,0.3730587145727001,-0.010481754884372974,-0.034182947291063415,-0.04328622319634981,-0.046046029353985496,0.0,0.0,0.5138888888888888,-0.035745745399089125
8,D,2024-01-28,True,2.345059823143878,TIMEOUT,1.471783198531981,0.3578558782536704,0.5824690531950408,-0.0038149267619584926,0.03122504732240028,-0.0003812656566034578,0.0004458111178844426,0.0008273922307300285,0.002040643003071496,0.00931969992562287,True,-0.1844773958854676,0.12175171797726822,0.3578558782536704,0.02432904135421965,0.044299099060902014,0.004997280572111811,0.04374737039024103,1.0,1.0,0.5,-0.025056638092005652,True,0.12124722190830811,0.348102287586979,0.3578558782536704,-0.031026807141029344,0.03540350955932969,0.05482821346913802,0.007296611119232489,1.0,1.0,0.4375,0.06592081967830762,True,0.34288916154097604,0.42898982397795593,0.3578558782536704,-0.03689998200557998,-0.20889852993635705,-0.17403221073718816,-0.20517023689387015,0.0,0.0,0.4305555555555556,-0.14125889931065658
9,D,2024-02-04,True,3.3890422518091947,TIMEOUT,1.0099468663430762,0.5518059833466505,0.5477178423236368,0.052506328387674106,-0.048227016892880226,-0.00017659958215920923,-0.0004402331660821046,-0.000263680149727219,0.001216954991387631,-0.00510683422788194,True,-0.24292820144308383,0.09984265598828035,0.31956328354779523,0.045386551562699884,-0.013950116922634037,0.03642062617070785,0.06606784826522295,1.0,1.0,0.4583333333333333,0.045496862469579714,True,-0.3217337760692868,0.09984265598828035,0.5518059833466505,0.0076945245771455895,-0.23450561355806554,-0.07706873443674711,-0.07680683979385419,0.0,0.0,0.4791666666666667,-0.03639748997566256,True,-0.12305022987186513,0.09984265598828035,0.5518059833466505,-0.03161599399426218,-0.17721015679921315,-0.093520737571684,-0.1590449707065043,0.0,0.0,0.4305555555555556,-0.030971258671951215
10,D,2024-02-11,False,-7.649805624526015,SL,0.3211640266607696,1.06485762074447,0.2666002656042555,-0.09599033308052973,0.01573170763266707,-5.3772215892311515e-05,-0.0007491471509092351,-0.0006954123288789305,-0.0018064692755042078,0.007692452644516123,True,-0.023003892852321454,0.3211640266607696,0.13906224259756833,-0.00724616521905086,-0.06984381831865338,0.07309162555922478,0.030363541830788092,1.0,1.0,0.5,0.08593067071931162,True,-0.22113419580616078,0.3211640266607696,0.5057888183271273,-0.013879169762292087,-0.2074715160485433,-0.049340617972689786,-0.042959462958743914,0.0,0.0,0.4791666666666667,-0.024859045501700063,True,-0.1460376165592438,0.3211640266607696,0.5057888183271273,-0.02123967207942179,0.139344344582772,0.10448681950332121,0.12489716432099016,1.0,1.0,0.5277777777777778,0.05283474745436277
