i,period,date,win,pnl,reason,mfe_r,mae_r,pre_range_pos2h,pre_taker2h,pre_taker6h,pre_close_vs_ema7,pre_close_vs_ema20,pre_ema_spread,pre_ret2h,pre_ret6h,cp120_alive,cp120_progress_r,cp120_mfe_r,cp120_mae_r,cp120_taker,cp120_tail30_taker,cp120_close_vs_ema7_r,cp120_close_vs_ema20_r,cp120_above7,cp120_above20,cp120_green_frac,cp120_last3_slope_r,cp240_alive,cp240_progress_r,cp240_mfe_r,cp240_mae_r,cp240_taker,cp240_tail30_taker,cp240_close_vs_ema7_r,cp240_close_vs_ema20_r,cp240_above7,cp240_above20,cp240_green_frac,cp240_last3_slope_r,cp360_alive,cp360_progress_r,cp360_mfe_r,cp360_mae_r,cp360_taker,cp360_tail30_taker,cp360_close_vs_ema7_r,cp360_close_vs_ema20_r,cp360_above7,cp360_above20,cp360_green_frac,cp360_last3_slope_r
11,D,2024-02-18,False,-4.115703573975951,TIMEOUT,0.35136579150071445,0.9260397753243974,0.9586592178770869,0.09094993259163187,0.03856760370011236,0.0008482435902699148,0.0017548621608034498,0.000905850188916979,0.005249506767518453,0.009971407243108743,True,-0.06933581527064041,0.014335834568874566,0.3985086321022394,0.003136818792872642,-0.1505010594925389,-0.017409494385413535,-0.02989244289689338,0.0,0.0,0.5,-0.001447367913203238,True,0.3109773344941684,0.35136579150071445,0.3985086321022394,-0.046653175819214465,-0.21615215375161723,-0.15766016027897653,-0.2551975497165586,0.0,0.0,0.5,-0.06981827124171135,True,-0.13936085335710033,0.35136579150071445,0.3985086321022394,-0.005997902837128977,0.06403768064506554,0.05892231855286756,0.1740012039899787,1.0,1.0,0.5416666666666666,-0.0028258135448263246
12,D,2024-02-25,True,1.1471846780681167,TIMEOUT,0.4609401629946386,0.5760368663594465,0.11014070839397017,-0.13396592288111042,-0.03403125507400684,-0.0009325924934426855,-0.0017514171129496825,-0.0008195889620207231,-0.0031450001447974607,1.1620475277362985e-05,True,0.03430767119526929,0.11565005290021484,0.11883181272880666,-0.0979650386075489,-0.07685428419065665,-0.01745867963151174,-0.04705953254161407,0.0,0.0,0.625,-0.006086844889482012,True,-0.07663891065396682,0.11565005290021484,0.14580760257993614,-0.04289028053077326,0.12961060138257618,0.04048793412203544,0.04364243635714336,1.0,1.0,0.6041666666666666,0.0176380164411214,True,-0.20294094211078686,0.11565005290021484,0.2694812237435633,0.02597074701808899,0.17584436975271633,0.028582329033434637,0.0918009742141766,1.0,1.0,0.5833333333333334,-0.012796208006303758
13,D,2024-03-03,False,-7.750000000000006,SL,0.053748979754012334,1.2182715949847607,0.5287469287469335,-0.10475102365848654,-0.06911209496416337,-0.00034513039968220305,-0.0006065252731236592,-0.00026148511990542467,-0.004280819152749804,-0.003321598634507761,True,-0.07147224247461281,0.053748979754012334,0.3483258235351513,0.03811343299665082,-0.11449386347670454,-0.05688840984322382,-0.06504623288048192,0.0,0.0,0.5,-0.022298876298808185,False,,,,,,,,,,,,False,,,,,,,,,,,
14,D,2024-03-10,True,12.19609973468022,TP,2.8011264734158727,0.27153933817331793,0.8682719546742084,0.05206719846113228,0.03353037178598428,0.0014204544270901565,0.00266859298199984,0.0012463681457592912,0.004740244677310379,0.012317416260441139,True,-0.1256804103880262,0.5197248592573945,0.27153933817331793,-0.012696776553624778,0.042219422642932214,0.043325283290318595,0.0799602758319822,1.0,1.0,0.4583333333333333,0.08148228725645261,True,-0.11390107282108605,0.5197248592573945,0.27153933817331793,-0.00923058411579758,-0.03268528794768155,0.051439432359840734,0.08133458587019796,1.0,1.0,0.4791666666666667,0.0010755047343673691,True,0.41207195679790076,1.0875913590057367,0.27153933817331793,-0.02381102813876612,-0.029382341124247424,0.06569670302100253,-0.06989350044208008,1.0,0.0,0.4444444444444444,0.02893619880571857
15,D,2024-03-17,False,-7.750000000000006,SL,0.25669951390212237,1.1169433698550644,0.894506084466713,0.030643831160123813,-0.02192840478132496,0.0044776329775346735,0.009488444585294298,0.00498847504737987,0.023877391854120633,0.0023538093158441686,True,-0.7148308788052108,0.25669951390212237,0.9832278203893192,0.0017703799427621902,-0.06850483397046137,0.1607287901487231,0.42258520820372325,1.0,1.0,0.625,0.0672870381340482,False,,,,,,,,,,,,False,,,,,,,,,,,
16,D,2024-03-24,False,-7.670065131609785,SL,0.7223228274360616,1.208247104199803,0.9816302186878739,0.11449256665383811,0.08330919162430561,0.004310376886027534,0.008467713908747898,0.004139494242417996,0.016058932547815097,0.015231117751964174,True,0.17229417737571076,0.48712760117716347,0.150524944805703,0.01067968654670337,0.09615847003594902,-0.01843056752764178,0.07298893837366054,0.0,1.0,0.5,-0.05803305466527701,True,-0.4252110904503979,0.48712760117716347,0.5996931303959523,0.029803512875356875,0.034951586446838157,0.046717371017119494,0.2375976199097764,1.0,1.0,0.5416666666666666,-0.0006016622067120018,True,-0.4341813269867727,0.48712760117716347,0.7432169149781239,0.01205147183288191,-0.06183178397163247,0.017911074864818133,0.07002133434860383,1.0,1.0,0.5,0.006727677402291102
17,D,2024-03-31,False,-7.750000000000006,SL,0.1441934710821007,1.0572833950048028,0.36251920122887865,0.012275621295791517,0.0388383945725046,-0.00043493662577287484,-0.00042693176529973176,8.008343594934075e-06,0.0007170121081152558,0.0040165171058812454,True,0.017262598650670733,0.1441934710821007,0.0459997481691486,-0.15816827044126325,-0.058784807486509494,-0.009425940544451259,-0.007949559148409271,0.0,0.0,0.4583333333333333,-0.027061662002381682,True,-0.23629451211834177,0.1441934710821007,0.3806910725963223,-0.012774576366648804,-0.09127859500090552,0.02785672646621329,0.07553831474749195,1.0,1.0,0.5416666666666666,-0.0053818689910954546,True,-0.2636100358655976,0.1441934710821007,0.48944544409558677,-0.04165021064153451,-0.20316423499843828,-0.01711157056710766,-0.024892067578917234,0.0,0.0,0.5,0.01152532321677947
18,D,2024-04-07,True,1.062683115989905,TIMEOUT,0.6341367856685535,0.921605276675825,0.7683939307185986,0.06500239878216241,-0.00471209855962762,-4.8019733955850796e-05,0.0006823130835402758,0.0007303678895680399,0.0036145396046964873,0.0027283495865633167,True,0.16783555445652543,0.28500183252170136,0.021069374564348334,-0.10782016673248473,-0.17382528910014383,-0.05023291536644064,-0.045960681054787615,0.0,0.0,0.375,-0.05267343641088035,True,0.16845221907792393,0.30833231069783895,0.021069374564348334,-0.06784998268576836,0.015715496250603866,0.0045302479166263255,0.0052725853710062455,1.0,1.0,0.4166666666666667,0.04337207837149263,True,-0.09969411379230829,0.30833231069783895,0.19394102342894037,0.017041731348838463,0.21721750333173917,0.09893815980526505,0.1782004837625869,1.0,1.0,0.4583333333333333,0.0654178385863924
19,D,2024-04-14,True,11.799729740203384,TP,2.0792366425737008,0.3699201034580435,0.42441243366186726,-0.07406674090503151,-0.023000093345517447,-0.0007599941589367942,-0.0007998941026168271,-3.993029046756025e-05,-0.001882918663174138,0.022620274233177362,True,0.07573341836734716,0.6823758149093037,0.22000336592970754,0.0044574637190419875,0.09021738095025689,0.010434415898319394,0.07481145334141205,1.0,1.0,0.4583333333333333,-0.012843679138324413,True,0.013175843253966844,0.7329754818594103,0.35630137471655476,-0.006761323598144742,-0.0013705374846327834,0.028029970512813814,0.17010430127370071,1.0,1.0,0.4375,-0.13502471301020488,True,0.6776147959183639,1.19955534297052,0.3699201034580435,-0.030406856237584434,-0.07128948209397934,0.05499251143234066,-0.14878821236362955,1.0,0.0,0.4166666666666667,0.12290072278911564
20,D,2024-04-21,True,0.2634379647475298,TIMEOUT,0.7521739742962139,0.8335109024502708,0.1076286221170934,-0.045749373047118014,-0.02555748845201411,-0.0007669443752112981,-0.0015074827705976457,-0.0007411067830650486,-0.0019316954934281982,-0.005812385866434622,True,-0.030377526617751473,0.18633750928935344,0.08221743617198296,0.04149482920767533,0.1625083658073665,0.019780363513291883,0.03749058820333241,1.0,1.0,0.5833333333333334,-0.008144699165632204,True,-0.08673003976375096,0.18633750928935344,0.5804749108045324,0.04360558136744541,-0.119630758197808,-0.12292939557225134,-0.15883440350091974,0.0,0.0,0.5833333333333334,-0.09316875464467739,True,0.035440447720715335,0.18633750928935344,0.5804749108045324,0.04743484492185068,0.00016551627325478435,-0.022680584188987978,-0.0746442468129081,0.0,0.0,0.5416666666666666,0.03505522546288547
21,D,2024-04-28,True,7.123449824019988,TIMEOUT,1.3023173171859415,0.33225356533203176,0.10748466257667641,-0.12512518429721864,-0.05138261522482812,-0.0010190400331248073,-0.0021592999319873796,-0.001141423054650037,-0.004035297908214219,-0.0037797601354204735,True,0.015591912755273465,0.5014089929217178,0.14010287072913868,-0.1252237058333523,0.13625423799871017,0.03848412813932191,0.007258403629663488,1.0,1.0,0.625,0.025294793714510634,True,0.14582364447387633,0.5014089929217178,0.14010287072913868,-0.07891981106433055,0.007963707716879265,-0.0006237103179881512,0.005443190253021487,0.0,1.0,0.5625,-5.6086017108602476e-05,True,0.11710760371593956,0.5014089929217178,0.1730814487870745,-0.04595321685813858,0.047331064347647445,0.009885602100610593,-0.03430420136038955,1.0,0.0,0.5555555555555556,0.05070175946322623
22,D,2024-05-05,False,-7.750000000000006,SL,0.13300343990668706,1.1276671398671008,0.5203931203931156,0.09285991077407951,0.04951828970102512,-0.0008898476954881662,-0.0003193964681791339,0.0005709592941212094,0.004650714893496,0.008236718113808994,True,-0.027274123120107113,0.13300343990668706,0.20247949838960086,0.015635917567881963,0.006344885493109631,0.021651974538945087,0.015976045774063988,1.0,1.0,0.5,0.05269629960860032,True,-0.0717208422787996,0.13300343990668706,0.30113774621910927,0.021094394927240412,-0.005958566376490393,0.003577079681206717,-0.016342979306146636,1.0,0.0,0.5416666666666666,0.02177440282016841,True,-0.48105716745997346,0.13300343990668706,0.703066284873837,0.038368933275708006,0.05423832101394499,0.1224974008574258,0.173041463585512,1.0,1.0,0.5277777777777778,0.044166121184202635
23,D,2024-05-12,False,-0.5940303459258807,TIMEOUT,0.19449815964015357,0.951660068708647,0.8986676674798263,0.06199666104386137,0.030045942999234132,0.0009258339049493802,0.0018970431226688067,0.0009703108710166219,0.001909061063690043,0.0022561983878197633,True,-0.13083570546190693,0.13539974169895258,0.38115553907821664,-0.006661740598958521,-0.1341723745090494,-0.006901408158003061,0.05837930203322905,0.0,1.0,0.5,0.003861876815958951,True,-0.1213565532772901,0.13539974169895258,0.38115553907821664,-0.019068541151010643,0.07424783159026016,0.011792146132021715,0.024470393381349962,1.0,1.0,0.5416666666666666,-0.03779958216833298,True,-0.13785729967275007,0.13539974169895258,0.38115553907821664,-0.032226616911514405,-0.07927937593683165,0.0009635592218401204,-0.0005112109948373395,1.0,0.0,0.5138888888888888,0.025745845439732018
24,D,2024-05-19,True,2.9387547704702888,TIMEOUT,1.371019266204603,0.665929724302112,0.4733458344494929,0.030162906360988728,-0.0249804642436261,-0.0004948783407933144,-0.0004835693718099332,1.1314568318265827e-05,0.0019419591546732118,-0.0007487949314175513,True,-0.13056819618387625,0.1853706583148413,0.665929724302112,0.03858002220302148,0.054182716881969295,-0.06728965523386929,0.006223088198531457,0.0,1.0,0.5833333333333334,0.02628389931329545,True,0.3460536055337867,0.39819575396907564,0.665929724302112,-0.02058199537011174,-0.049626657471892766,-0.10019330894859133,-0.22975612833673964,0.0,0.0,0.5416666666666666,-0.04304387559606679,True,0.2429398466893194,0.537170541431304,0.665929724302112,-0.01003900680491121,-0.13753808004414536,-0.02071502742658136,-0.05274510817654399,0.0,0.0,0.5416666666666666,0.0036712329000325302
25,D,2024-05-26,False,-0.28066817668684374,TIMEOUT,1.0606552749557543,0.25078668965905493,0.20047031158142725,0.00828400780470151,0.031597936975390484,-0.00029481722810509314,-0.0008413996285802083,-0.0005467435899048079,0.0008130081300812275,0.0037301360462298483,True,-0.05503059102028386,0.20824897202236553,0.09385142070813693,0.012315846456846025,0.2380646978936647,0.04128824905509048,0.06799856817155511,1.0,1.0,0.625,0.025295487429588204,True,0.18636063187921215,0.23509316276396472,0.09385142070813693,-0.06323607971442669,0.0009485512485327696,-0.022437160456840424,-0.07369902927831637,0.0,0.0,0.5,0.0008259750997446604,True,-0.1255482151607217,0.23509316276396472,0.15559305941383247,0.0009989317703973377,0.11617000089621898,0.07552350433684804,0.15402235213202164,1.0,1.0,0.5,-0.006711047685400952
26,D,2024-06-02,False,-7.6496932433887705,SL,0.5200943334795006,1.0506200565486725,0.5275099262620446,0.08301380249617818,0.02317918559763954,-0.00013570343752089542,-0.0001239702235679152,1.1734806406593634e-05,-0.0011066070778648074,0.00037925574380603955,True,0.22390608967665093,0.40029140455604445,0.018017854745755457,0.010853115369027,0.11446072865790136,0.03633461036925808,-0.00019872199336079532,1.0,0.0,0.5,0.02117888189411965,True,-0.19967154820577093,0.40029140455604445,0.6090245639205032,0.07073748643287359,-0.15664144180858175,-0.06498062962351225,-0.002144688744622401,0.0,0.0,0.5416666666666666,-0.05073448573144109,True,-0.5327384420730219,0.40029140455604445,0.7965788413908222,0.0739348307862473,-0.0713348635290787,0.025815162498491313,0.08669960398848581,1.0,1.0,0.5694444444444444,0.06669767283074292
27,D,2024-06-09,False,-3.299061684802147,TIMEOUT,0.10315115453113366,0.5085496041754567,0.49307844429798514,-0.07128463332901691,0.045231167058390476,0.00018787359045102647,0.00024161043050563435,5.372674621795248e-05,-0.0004854599697199369,0.0025444704366057724,True,0.00329424844809832,0.02553042547277982,0.06022297944182789,0.0016317365468494494,-0.04284528839259083,0.000260843577277419,-0.0010171695729984823,1.0,0.0,0.5,0.0023677410720749754,True,-0.3599995882189415,0.033045429745010804,0.4241344876928986,0.08905390657274337,0.1645652500387924,0.11288745965352755,0.23270841728723862,1.0,1.0,0.5,0.019919908584604067,True,-0.1317699379240121,0.10315115453113366,0.4489442963176517,-0.0032088394881542026,0.1626475851782141,0.02832966534473323,0.02710960213744443,1.0,1.0,0.5416666666666666,0.006742914792207981
28,D,2024-06-16,False,-1.121749710994776,TIMEOUT,0.13905878974440622,0.7529656173369378,0.3131914893617269,0.043443000986801206,0.061371358017310085,4.1808797313303e-05,-3.2201544136412075e-05,-7.400724729578201e-05,-0.0006228969686183916,0.0019612260914139146,True,-0.46816459213949724,0.09960490056111691,0.558606704229073,0.11741062520872214,0.17783743962833265,0.12853365579823528,0.26051600613148057,1.0,1.0,0.625,0.05939642879780961,True,-0.3397777560266395,0.09960490056111691,0.558606704229073,0.04726550003277952,0.12456378827875647,0.03332905016270196,0.04586536048069499,1.0,1.0,0.5,0.030560594490338263,True,-0.25839063489715586,0.09960490056111691,0.558606704229073,0.010545831717355902,-0.16935235658668746,-0.06482786932150907,-0.10327239011331812,0.0,0.0,0.5277777777777778,-0.04511325853335724
29,D,2024-06-23,True,11.773275414335378,TP,1.9108008804977523,0.05482579049579225,0.2530949105914019,0.12187984601720858,0.00446465939287477,2.939015363656594e-05,-5.4711657810790904e-05,-8.409933975483952e-05,0.00011188376519943866,-0.0018641468116421533,True,0.09400292419013491,0.11397993287280496,0.04861072112784447,-0.13548351016450322,-0.4038117498368129,-0.031061961539759406,-0.06481571307802897,0.0,0.0,0.4583333333333333,-0.009988504341336938,True,0.010765388012328498,0.16425540472420858,0.04861072112784447,-0.029858128390583105,0.3587548570334522,0.022652075433393648,0.03819161379061052,1.0,1.0,0.5833333333333334,0.009100637288774461,True,0.21441989319403204,0.27568271982089265,0.05482579049579225,-0.062498556359279256,-0.1334393537534685,-0.03636906808410619,-0.0810888858340321,0.0,0.0,0.5138888888888888,-0.008712195453275602
30,D,2024-06-30,False,-7.6998603587942345,SL,0.26180550172192973,1.6223585612023765,0.676128188358406,0.04662409908562126,0.06558381894168863,0.0004702463532026968,0.0014670064218849088,0.0009962915662065086,0.008282428179913426,0.011817870974953903,True,0.012185096489718867,0.05872056022663909,0.1965862233674422,0.022175659125807767,-0.0645599099476194,-0.00709700184462322,-0.016871354706349262,0.0,0.0,0.4583333333333333,0.0031333105259281763,True,0.06498718127849269,0.26180550172192973,0.1965862233674422,-0.011088895499591245,-0.03045609811174077,0.008667606559566363,-0.04139749628576502,1.0,0.0,0.4791666666666667,0.01740728069959629,True,-0.03609109531716686,0.26180550172192973,0.37274790404736735,0.00448518263748765,0.15551161658170298,-0.015973150900437463,-0.03125158032812087,0.0,0.0,0.5,0.00586045116886324
31,D,2024-07-07,True,11.799289801074897,TP,1.796228750121785,0.34112356085399687,0.9155150753768803,-0.06082681609761187,-0.05394922975758065,0.0017547651425018351,0.0026256779611020242,0.0008693872481617682,-2.2559222296769654e-05,-0.012240546187878065,True,0.17291692129044783,0.1859321734305871,0.34112356085399687,0.01007606587744192,-0.029832093637314316,-0.11091333434734166,-0.15308823833409813,0.0,0.0,0.5,-0.017849488649338437,True,0.37446739728920686,0.5509790072659805,0.34112356085399687,-0.008057693140621769,-0.19960987990543766,-0.01706583824260889,-0.1044355978356916,0.0,0.0,0.5,0.029129373837459088,True,1.0890667171741093,1.325820351342393,0.34112356085399687,-0.014688133097841116,0.06615784307545236,0.023151476455675533,-0.10515996386338346,1.0,0.0,0.4722222222222222,0.044437789449909185
32,D,2024-07-14,False,-7.708370066496263,SL,0.8675592665966434,1.167786057130701,0.6207240119561686,0.0855298851622337,0.03431795899107537,-0.0003845360246934604,0.0006138369522181719,0.0009987570349714314,0.005331671397947213,0.014105349380857835,True,0.31827126351199486,0.3436759820467015,0.20015119368937168,-0.1975707468764254,-0.28184167134390625,-0.10275985222980248,-0.1975199415410308,0.0,0.0,0.3333333333333333,-0.052115287087566804,True,0.7152496690263791,0.7280707419317475,0.20015119368937168,-0.09362300820479219,-0.06705056905618523,-0.146777760436748,-0.31160610924507726,0.0,0.0,0.4375,-0.10737648558246263,True,0.21404068933686007,0.8675592665966434,0.20015119368937168,-0.02210768642760641,0.2185156809396478,0.1954937415967433,0.298427270557717,1.0,1.0,0.5138888888888888,0.06624221001107274
