event_ts,utc_date,session,session_wib,side,manip_side,acc_high,acc_low,manip_open,manip_high,manip_low,manip_close,displacement_ok,fvg,fvg_low,fvg_high,baseline_entry_idx,baseline_entry_ts,baseline_entry,baseline_signed1h,baseline_signed3h,fvg_entry_idx,fvg_entry_ts,fvg_entry,fvg_signed1h,fvg_signed3h
2026-08-02 00:00:00+00:00,2026-08-02,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,62844.9,62631.8,62792.3,62950.0,62782.3,62807.5,False,False,,,57721,2026-08-02 01:00:00+00:00,62807.5,-0.002440791306770773,-0.01001791187358192,,,,,
2026-08-03 07:00:00+00:00,2026-08-03,LONDON_OPEN,14:00,LONG,LOW_SWEEP,62976.8,62576.2,62594.8,62671.6,62520.0,62591.0,False,False,,,57752,2026-08-03 08:00:00+00:00,62591.0,-0.0012557715965554328,0.0018820597210462697,,,,,
2026-08-04 07:00:00+00:00,2026-08-04,LONDON_OPEN,14:00,LONG,LOW_SWEEP,64239.8,63630.0,63653.3,63736.9,63480.0,63666.5,False,False,,,57776,2026-08-04 08:00:00+00:00,63666.5,-0.0016774913023333005,0.0012062858803296717,,,,,
2026-08-04 13:00:00+00:00,2026-08-04,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,64034.3,63428.8,63875.2,64080.0,63625.5,63663.7,False,False,,,57782,2026-08-04 14:00:00+00:00,63663.7,-0.006853198918693071,-0.004165639131875842,,,,,
2026-08-05 07:00:00+00:00,2026-08-05,LONDON_OPEN,14:00,LONG,LOW_SWEEP,64500.0,64052.4,64226.0,64247.8,63962.4,64141.0,False,False,,,57800,2026-08-05 08:00:00+00:00,64141.0,-0.0006969021374783058,-0.0016837903992765746,,,,,
2026-08-05 13:00:00+00:00,2026-08-05,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,64575.2,63982.2,64295.3,64387.0,63847.0,64387.0,True,False,,,57806,2026-08-05 14:00:00+00:00,64386.9,0.000875954580823235,0.0038051218493202477,,,,,
2026-08-06 00:00:00+00:00,2026-08-06,ASIA_OPEN,07:00,LONG,LOW_SWEEP,64804.3,64535.6,64634.0,64696.0,64533.9,64614.8,False,False,,,57817,2026-08-06 01:00:00+00:00,64614.8,-0.0008481029114073557,-0.0018354927973158741,,,,,
2026-08-06 13:00:00+00:00,2026-08-06,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,64656.0,64360.2,64392.4,64501.0,64111.0,64404.8,True,True,64501.0,64588.5,57830,2026-08-06 14:00:00+00:00,64404.8,0.005331900727896022,0.004943730902044585,57832.0,2026-08-06 16:00:00+00:00,64604.2,0.00184198550558623,-0.003334148553809091
2026-08-08 00:00:00+00:00,2026-08-08,ASIA_OPEN,07:00,LONG,LOW_SWEEP,65078.7,64815.3,64885.5,64927.6,64784.3,64890.3,False,False,,,57865,2026-08-08 01:00:00+00:00,64890.3,-0.00014948305062545408,0.0016905454282072352,,,,,
2026-08-08 07:00:00+00:00,2026-08-08,LONDON_OPEN,14:00,LONG,LOW_SWEEP,65040.1,64931.8,64978.3,64983.0,64919.5,64936.3,True,False,,,57872,2026-08-08 08:00:00+00:00,64936.3,0.0004142521209244965,0.0006822070244223433,,,,,
2026-08-10 00:00:00+00:00,2026-08-10,ASIA_OPEN,07:00,LONG,LOW_SWEEP,65482.7,64805.1,64867.8,65300.0,64794.4,64945.3,True,False,,,57913,2026-08-10 01:00:00+00:00,64945.3,0.003504487622660868,1.6937330338029355e-05,,,,,
2026-08-10 07:00:00+00:00,2026-08-10,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,65313.2,64892.1,65273.1,65348.4,65173.1,65183.0,False,False,,,57920,2026-08-10 08:00:00+00:00,65183.0,-0.0005768375189849628,0.002980838562201882,,,,,
2026-08-11 00:00:00+00:00,2026-08-11,ASIA_OPEN,07:00,LONG,LOW_SWEEP,64129.7,63881.6,63939.3,64032.6,63863.9,64006.1,True,False,,,57937,2026-08-11 01:00:00+00:00,64006.1,0.00032028197312450324,0.00163421923847884,,,,,
2026-08-11 13:00:00+00:00,2026-08-11,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,64470.0,64172.0,64303.1,64345.9,64020.2,64174.4,False,False,,,57950,2026-08-11 14:00:00+00:00,64174.4,-0.006659976563863523,-0.010688062529606857,,,,,
2026-08-12 00:00:00+00:00,2026-08-12,ASIA_OPEN,07:00,LONG,LOW_SWEEP,63757.5,63527.3,63571.9,63722.4,63505.3,63717.2,True,False,,,57961,2026-08-12 01:00:00+00:00,63717.2,0.0012367147332275064,0.001301061565793793,,,,,
2026-08-13 00:00:00+00:00,2026-08-13,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,63629.8,63337.5,63454.6,63694.9,63437.0,63530.1,True,False,,,57985,2026-08-13 01:00:00+00:00,63530.0,0.0015929482134424688,-0.0014717456319848221,,,,,
2026-08-13 13:00:00+00:00,2026-08-13,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,63800.0,63318.1,63669.2,63828.0,63534.0,63699.9,False,False,,,57998,2026-08-13 14:00:00+00:00,63700.0,-0.002128728414442671,0.008806907378336004,,,,,
2026-08-15 13:00:00+00:00,2026-08-15,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,63031.4,62920.9,63028.8,63058.2,62992.2,63031.3,True,False,,,58046,2026-08-15 14:00:00+00:00,63031.2,0.00030937059741842354,-0.0005568670753532956,,,,,
2026-08-16 00:00:00+00:00,2026-08-16,ASIA_OPEN,07:00,LONG,LOW_SWEEP,63141.6,63049.9,63053.9,63057.4,63032.9,63051.1,True,False,,,58057,2026-08-16 01:00:00+00:00,63051.0,4.7580530047053315e-06,0.0007232240567158765,,,,,
2026-08-17 13:00:00+00:00,2026-08-17,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,63753.0,63265.3,63526.6,63776.0,63412.5,63647.0,False,False,,,58094,2026-08-17 14:00:00+00:00,63646.9,-0.0035319866324989846,-0.006837725010958806,,,,,
2026-08-18 13:00:00+00:00,2026-08-18,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,64380.0,64100.1,64194.6,64262.5,63979.2,64187.5,True,True,64262.5,64615.0,58118,2026-08-18 14:00:00+00:00,64187.6,0.00772734920763507,0.0096140064436121,58120.0,2026-08-18 16:00:00+00:00,64823.9,-0.0002961870544661016,-0.0012217715996724055
