excluded_year,n,event_rate,win_rate,mean_r,median_r,pf_r,cum_r,max_dd_r,max_loss_streak,median_hold_min,stop_rate,structural_exit_rate,pass_mean_gt_0,pass_pf_ge_1_10
2020,272,0.6286764705882353,0.5845588235294118,0.15360837142597733,0.24405368671423916,1.4164254523480768,41.78147702786583,5.841860024669529,6,165.0,0.35294117647058826,0.6470588235294118,True,True
2021,231,0.658008658008658,0.6060606060606061,0.2013877982084908,0.28952380952381146,1.5839874596094312,46.520581386161375,5.513851283375695,6,165.0,0.329004329004329,0.670995670995671,True,True
2022,239,0.6401673640167364,0.5983263598326359,0.175511604459104,0.27572016460905147,1.4820515013142292,41.94727346572586,5.392205331868211,6,160.0,0.3514644351464435,0.6485355648535565,True,True
2023,236,0.6398305084745762,0.5889830508474576,0.17781307020236212,0.24405368671423916,1.4975937220218754,41.96388456775746,5.84186002466953,6,165.0,0.3389830508474576,0.6610169491525424,True,True
2024,229,0.6157205240174672,0.5807860262008734,0.1489521107138793,0.27572016460905147,1.4004233866487716,34.11003335347836,5.84186002466953,5,165.0,0.3537117903930131,0.6462882096069869,True,True
2025,227,0.6343612334801763,0.5947136563876652,0.17575675393098428,0.3095238095238122,1.477545892956993,39.89678314233343,5.84186002466953,5,175.0,0.3524229074889868,0.6475770925110133,True,True
2026,240,0.625,0.5875,0.16533343755038848,0.2582987009592502,1.451290530739103,39.68002501209324,5.84186002466953,6,170.0,0.3541666666666667,0.6458333333333334,True,True
