rule,source_tf,boundary,setup,weeks,n,coverage,tp,sl,time,wr,exp,pf,max_ls,wilson,fullcov,wr_sort,pf_sort,rank
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,156,156,1.0,71,85,0,0.4551282051282051,-0.000897435897435837,0.8352941176470697,6,0.37899770803741434,1,0.4551282051282051,0.8352941176470697,1
H4|VAH_BREAK_LONG,H4,VAH,VAH_BREAK_LONG,156,156,1.0,70,86,0,0.44871794871794873,-0.001025641025640971,0.8139534883721028,10,0.372835198349192,1,0.44871794871794873,0.8139534883721028,2
H4|VAL_BREAK_SHORT,H4,VAL,VAL_BREAK_SHORT,156,156,1.0,69,87,0,0.4423076923076923,-0.0011538461538461492,0.7931034482758625,5,0.36668531762994294,1,0.4423076923076923,0.7931034482758625,3
H1|VAL_BREAK_SHORT,H1,VAL,VAL_BREAK_SHORT,156,156,1.0,68,88,0,0.4358974358974359,-0.0012820512820512781,0.7727272727272726,6,0.3605481182644886,1,0.4358974358974359,0.7727272727272726,4
W1|VAH_BREAK_LONG,W1,VAH,VAH_BREAK_LONG,156,82,0.5256410256410257,49,33,0,0.5975609756097561,0.001951219512195186,1.4848484848485037,4,0.489362574712238,0,0.5975609756097561,1.4848484848485037,5
D1|VAH_BREAK_LONG,D1,VAH,VAH_BREAK_LONG,156,154,0.9871794871794872,82,72,0,0.5324675324675324,0.0006493506493507113,1.138888888888903,7,0.4538342195157801,0,0.5324675324675324,1.138888888888903,6
D1|VAL_BREAK_SHORT,D1,VAL,VAL_BREAK_SHORT,156,149,0.9551282051282052,63,86,0,0.4228187919463087,-0.0015436241610738137,0.7325581395348852,6,0.3464154337700474,0,0.4228187919463087,0.7325581395348852,7
W1|VAL_BREAK_SHORT,W1,VAL,VAL_BREAK_SHORT,156,83,0.532051282051282,30,53,0,0.3614457831325301,-0.0027710843373493807,0.5660377358490573,10,0.2663447744940311,0,0.3614457831325301,0.5660377358490573,8
