character_rule,dev_lb,dev_hold,dev_n,dev_wr,dev_net,dev_exp,dev_pf,dev_dd,dev_ls,dev_H1_exp,dev_H1_pf,dev_H2_exp,dev_H2_pf,dev_positive_anchors,test_2023_opened
DRIVE_DOWN__STR_B80_100,120,240,80,0.575,230.13019465452106,2.8766274331815134,1.9584868526657038,124.0894139530682,12,2.0251167208489953,1.9966971700408165,3.9173627482545905,1.9358187277082435,4,False
