hour_wib,anchor_utc_min,lookback_min,hold_min,character_rule,entry_ts,exit_ts,gross,net
2,1170,150,300,RV_HIGH__RANGE_MID,2024-04-16 19:30:00+00:00,2024-04-17 00:30:00+00:00,2.5675636022183745,1.8175636022183745
2,1185,150,300,RV_HIGH__RANGE_MID,2024-04-16 19:45:00+00:00,2024-04-17 00:45:00+00:00,4.7756585338728,4.0256585338728
2,1155,150,300,RV_HIGH__RANGE_MID,2024-05-21 19:15:00+00:00,2024-05-22 00:15:00+00:00,7.812604585286724,7.062604585286724
2,1140,150,300,RV_HIGH__RANGE_MID,2024-05-28 19:00:00+00:00,2024-05-29 00:00:00+00:00,5.814152240854774,5.064152240854774
2,1155,150,300,RV_HIGH__RANGE_MID,2024-05-28 19:15:00+00:00,2024-05-29 00:15:00+00:00,4.399318747543552,3.6493187475435516
2,1170,150,300,RV_HIGH__RANGE_MID,2024-05-28 19:30:00+00:00,2024-05-29 00:30:00+00:00,3.8906331763474333,3.1406331763474333
2,1185,150,300,RV_HIGH__RANGE_MID,2024-05-28 19:45:00+00:00,2024-05-29 00:45:00+00:00,2.0681201752555975,1.3181201752555975
2,1140,150,300,RV_HIGH__RANGE_MID,2024-06-14 19:00:00+00:00,2024-06-15 00:00:00+00:00,13.846771645638388,13.096771645638388
2,1155,150,300,RV_HIGH__RANGE_MID,2024-06-14 19:15:00+00:00,2024-06-15 00:15:00+00:00,16.66242196661885,15.91242196661885
2,1170,150,300,RV_HIGH__RANGE_MID,2024-06-14 19:30:00+00:00,2024-06-15 00:30:00+00:00,13.189913595485837,12.439913595485837
2,1185,150,300,RV_HIGH__RANGE_MID,2024-06-14 19:45:00+00:00,2024-06-15 00:45:00+00:00,14.289623435394383,13.539623435394383
2,1170,150,300,RV_HIGH__RANGE_MID,2024-06-17 19:30:00+00:00,2024-06-18 00:30:00+00:00,-8.438504207303495,-9.188504207303495
2,1185,150,300,RV_HIGH__RANGE_MID,2024-06-17 19:45:00+00:00,2024-06-18 00:45:00+00:00,-10.19078339976129,-10.94078339976129
2,1140,150,300,RV_HIGH__RANGE_MID,2024-06-18 19:00:00+00:00,2024-06-19 00:00:00+00:00,11.997424082476396,11.247424082476396
2,1185,150,300,RV_HIGH__RANGE_MID,2024-06-24 19:45:00+00:00,2024-06-25 00:45:00+00:00,7.839168838734941,7.089168838734941
2,1185,150,300,RV_HIGH__RANGE_MID,2024-07-08 19:45:00+00:00,2024-07-09 00:45:00+00:00,4.311842034948993,3.5618420349489934
2,1155,150,300,RV_HIGH__RANGE_MID,2024-07-12 19:15:00+00:00,2024-07-13 00:15:00+00:00,0.16913238278805887,-0.5808676172119411
2,1140,150,300,RV_HIGH__RANGE_MID,2024-07-15 19:00:00+00:00,2024-07-16 00:00:00+00:00,12.80382008371896,12.05382008371896
2,1155,150,300,RV_HIGH__RANGE_MID,2024-07-15 19:15:00+00:00,2024-07-16 00:15:00+00:00,12.848047750781497,12.098047750781497
2,1185,150,300,RV_HIGH__RANGE_MID,2024-07-19 19:45:00+00:00,2024-07-20 00:45:00+00:00,-4.798025045292594,-5.548025045292594
2,1140,150,300,RV_HIGH__RANGE_MID,2024-07-31 19:00:00+00:00,2024-08-01 00:00:00+00:00,-12.874973619946383,-13.624973619946383
2,1155,150,300,RV_HIGH__RANGE_MID,2024-07-31 19:15:00+00:00,2024-08-01 00:15:00+00:00,-10.388486422039426,-11.138486422039426
2,1140,150,300,RV_HIGH__RANGE_MID,2024-08-01 19:00:00+00:00,2024-08-02 00:00:00+00:00,17.87019843554889,17.12019843554889
2,1155,150,300,RV_HIGH__RANGE_MID,2024-08-01 19:15:00+00:00,2024-08-02 00:15:00+00:00,15.923679595875099,15.173679595875099
2,1170,150,300,RV_HIGH__RANGE_MID,2024-08-01 19:30:00+00:00,2024-08-02 00:30:00+00:00,12.922041503084667,12.172041503084667
2,1185,150,300,RV_HIGH__RANGE_MID,2024-08-01 19:45:00+00:00,2024-08-02 00:45:00+00:00,13.184772516248787,12.434772516248787
2,1140,150,300,RV_HIGH__RANGE_MID,2024-08-02 19:00:00+00:00,2024-08-03 00:00:00+00:00,-4.31306194220497,-5.06306194220497
2,1155,150,300,RV_HIGH__RANGE_MID,2024-08-02 19:15:00+00:00,2024-08-03 00:15:00+00:00,-2.698074510662906,-3.448074510662906
2,1170,150,300,RV_HIGH__RANGE_MID,2024-08-02 19:30:00+00:00,2024-08-03 00:30:00+00:00,-3.7791527527899644,-4.529152752789964
2,1155,150,300,RV_HIGH__RANGE_MID,2024-08-08 19:15:00+00:00,2024-08-09 00:15:00+00:00,17.954601835772735,17.204601835772735
2,1140,150,300,RV_HIGH__RANGE_MID,2024-08-09 19:00:00+00:00,2024-08-10 00:00:00+00:00,2.4601863707221963,1.7101863707221963
2,1155,150,300,RV_HIGH__RANGE_MID,2024-08-13 19:15:00+00:00,2024-08-14 00:15:00+00:00,2.784525700595557,2.034525700595557
2,1140,150,300,RV_HIGH__RANGE_MID,2024-09-13 19:00:00+00:00,2024-09-14 00:00:00+00:00,3.7541477444121822,3.0041477444121822
2,1140,150,300,RV_HIGH__RANGE_MID,2024-09-16 19:00:00+00:00,2024-09-17 00:00:00+00:00,1.291125966706058,0.541125966706058
2,1170,150,300,RV_HIGH__RANGE_MID,2024-09-16 19:30:00+00:00,2024-09-17 00:30:00+00:00,0.8696374180071795,0.11963741800717953
2,1140,150,300,RV_HIGH__RANGE_MID,2024-09-19 19:00:00+00:00,2024-09-20 00:00:00+00:00,-1.9159023940695985,-2.6659023940695983
2,1155,150,300,RV_HIGH__RANGE_MID,2024-09-19 19:15:00+00:00,2024-09-20 00:15:00+00:00,-0.8130806632791207,-1.5630806632791208
2,1170,150,300,RV_HIGH__RANGE_MID,2024-09-19 19:30:00+00:00,2024-09-20 00:30:00+00:00,-1.9118285767633822,-2.6618285767633822
2,1185,150,300,RV_HIGH__RANGE_MID,2024-09-19 19:45:00+00:00,2024-09-20 00:45:00+00:00,-2.8014270655963087,-3.5514270655963087
2,1185,150,300,RV_HIGH__RANGE_MID,2024-10-28 19:45:00+00:00,2024-10-29 00:45:00+00:00,12.506473329880881,11.756473329880881
2,1140,150,300,RV_HIGH__RANGE_MID,2024-10-29 19:00:00+00:00,2024-10-30 00:00:00+00:00,-4.923973843850941,-5.673973843850941
2,1155,150,300,RV_HIGH__RANGE_MID,2024-10-29 19:15:00+00:00,2024-10-30 00:15:00+00:00,-5.95481238031347,-6.70481238031347
2,1170,150,300,RV_HIGH__RANGE_MID,2024-10-29 19:30:00+00:00,2024-10-30 00:30:00+00:00,-1.1548001001206274,-1.9048001001206274
2,1140,150,300,RV_HIGH__RANGE_MID,2024-11-13 19:00:00+00:00,2024-11-14 00:00:00+00:00,-12.773109243697464,-13.523109243697464
2,1140,150,300,RV_HIGH__RANGE_MID,2024-11-18 19:00:00+00:00,2024-11-19 00:00:00+00:00,6.78293044062999,6.03293044062999
2,1185,150,300,RV_HIGH__RANGE_MID,2024-11-25 19:45:00+00:00,2024-11-26 00:45:00+00:00,-4.065215829921739,-4.815215829921739
2,1140,150,300,RV_HIGH__RANGE_MID,2024-12-05 19:00:00+00:00,2024-12-06 00:00:00+00:00,-11.065037270753242,-11.815037270753242
2,1140,150,300,RV_HIGH__RANGE_MID,2024-12-13 19:00:00+00:00,2024-12-14 00:00:00+00:00,-0.8320339459624964,-1.5820339459624964
2,1155,150,300,RV_HIGH__RANGE_MID,2024-12-18 19:15:00+00:00,2024-12-19 00:15:00+00:00,-27.249816098384812,-27.999816098384812
2,1170,150,300,RV_HIGH__RANGE_MID,2024-12-18 19:30:00+00:00,2024-12-19 00:30:00+00:00,-23.997022818121263,-24.747022818121263
2,1185,150,300,RV_HIGH__RANGE_MID,2024-12-18 19:45:00+00:00,2024-12-19 00:45:00+00:00,-26.668785925343066,-27.418785925343066
