family,variant,parameter,events,resolved,win_rate,mean_close_r,median_close_r,mean_mfe,mean_mae,median_mfe_mae_ratio,min_year_mean_close_r,max_clock_share,check_N>=180,check_resolved>=120,check_each_year_N>=40,check_WR4h>55%,check_mean_close_R4h>0,check_median_MFE_MAE>=1.15,check_3of4_horizons_positive,check_each_year_mean_R4h>0,check_max_clock_share<=25%,pass,fail_reasons
COMPRESSION_EXPANSION,COMPRESSION_EXPANSION_4,4,1660,1623,0.492298213185459,-0.07481779687925752,-0.1634344929681696,2.093645288816648,2.0132440205784095,0.9712643678161015,-0.1512081089085654,0.06686746987951807,True,True,True,False,False,False,False,False,True,False,WR4h>55%;mean_close_R4h>0;median_MFE_MAE>=1.15;3of4_horizons_positive;each_year_mean_R4h>0
COMPRESSION_EXPANSION,COMPRESSION_EXPANSION_6,6,1596,1559,0.48749198203976907,0.004819178784246717,-0.092389421411252,2.165723924112414,2.023502166862943,0.9340974212034393,-0.027775758409146773,0.08020050125313283,True,True,True,False,True,False,False,False,True,False,WR4h>55%;median_MFE_MAE>=1.15;3of4_horizons_positive;each_year_mean_R4h>0
COMPRESSION_EXPANSION,COMPRESSION_EXPANSION_8,8,1447,1414,0.5035360678925035,0.009775113049413317,-0.13086078051480926,2.2616134087547546,2.0140814927106088,1.0384615384615585,-0.0807636512564058,0.08223911541119558,True,True,True,False,True,False,True,False,True,False,WR4h>55%;median_MFE_MAE>=1.15;each_year_mean_R4h>0
IMPULSE_PULLBACK,IMPULSE_PULLBACK_3,3,2834,2781,0.5127651923768428,-0.014152730340119615,-0.07557979827249041,2.249901250462525,2.153558364036047,1.027440713172926,-0.05644551826797059,0.06104446012702894,True,True,True,False,False,False,False,False,True,False,WR4h>55%;mean_close_R4h>0;median_MFE_MAE>=1.15;3of4_horizons_positive;each_year_mean_R4h>0
IMPULSE_PULLBACK,IMPULSE_PULLBACK_4,4,2952,2914,0.5185312285518188,0.06782434067931391,0.048653229301724374,2.266838180393717,2.077414408780276,1.0545555362069032,-0.002339123637244466,0.056571815718157184,True,True,True,False,True,False,True,False,True,False,WR4h>55%;median_MFE_MAE>=1.15;each_year_mean_R4h>0
IMPULSE_PULLBACK,IMPULSE_PULLBACK_6,6,2674,2627,0.5199847735059002,0.09385253151474315,-0.037904711766255685,2.2778085161213104,2.0195380793374023,1.0769230769230662,-0.060286436091869844,0.05011219147344802,True,True,True,False,True,False,True,False,True,False,WR4h>55%;median_MFE_MAE>=1.15;each_year_mean_R4h>0
SWEEP_RECLAIM,SWEEP_RECLAIM_12,12,2772,2737,0.47972232371209356,-0.07187414811181664,0.002814734910215432,2.0780618857675686,2.352257050878834,0.8774475760557149,-0.17185802572322437,0.051587301587301584,True,True,True,False,False,False,False,False,True,False,WR4h>55%;mean_close_R4h>0;median_MFE_MAE>=1.15;3of4_horizons_positive;each_year_mean_R4h>0
SWEEP_RECLAIM,SWEEP_RECLAIM_20,20,2220,2185,0.480091533180778,-0.07672467361428083,0.030001005041412357,2.111324806270481,2.414401090920381,0.8997607655502323,-0.2682677711780136,0.05765765765765766,True,True,True,False,False,False,False,False,True,False,WR4h>55%;mean_close_R4h>0;median_MFE_MAE>=1.15;3of4_horizons_positive;each_year_mean_R4h>0
SWEEP_RECLAIM,SWEEP_RECLAIM_8,8,3206,3159,0.48306426084203863,-0.024628157352382826,0.0016184939719070897,2.0819843217868272,2.244468438316254,0.9407940704635505,-0.13485805562143877,0.05021834061135371,True,True,True,False,False,False,False,False,True,False,WR4h>55%;mean_close_R4h>0;median_MFE_MAE>=1.15;3of4_horizons_positive;each_year_mean_R4h>0
