role,partition,dev_block,execution_start,H,L,R,parent_entry_ts,parent_exit_ts,parent_pnl,parent_pnl_5bps,signal_ts,confirm_ts,reentry_ts,reentry_price,reentry_R,exit_ts,exit_price,exit_reason,floor_close_ts,recovery_pnl,recovery_pnl_5bps,combined_episode_pnl,combined_episode_pnl_5bps,rescued,rescued_5bps,ref_width_pct,parent_mfe_R,parent_mae_R,parent_hold_min,exit_to_signal_min,signal_to_confirm_min,confirm_to_e20_min,confirm_close_R,confirm_body_R,running_mfe_R_to_confirm,running_mae_R_to_confirm,preconfirm_30m_return_R,preexit_60m_return_R,preexit_60m_range_R,preentry_30m_return_R,preentry_30m_range_R,preentry_60m_return_R,preentry_60m_range_R,last_completed_close_R_before_e20,lane,scope
CLOCK_SUPPORT,reference_validation,,2025-01-25 16:00:00+00:00,254.47,246.11,8.359999999999985,2025-01-25 16:05:00+00:00,2025-01-25 16:15:00+00:00,-0.25543286045504043,-0.5054328604550404,2025-01-25 16:20:00+00:00,2025-01-25 16:30:00+00:00,2025-01-25 16:40:00+00:00,256.142,0.2,2025-01-25 16:45:00+00:00,254.71,E10_FLOOR_ENTRY_BAR,2025-01-25 16:40:00+00:00,-2.7953244684588707,-3.0453244684588707,-3.050757328913911,-3.550757328913911,False,False,0.032852595590835795,0.1399521531100466,0.08732057416267835,10.0,5.0,10.0,10.0,0.13277511961722674,-0.008373205741625993,0.16507177033492798,0.022727272727272495,0.20095693779904422,0.3373205741626792,0.46172248803827654,0.17464114832536012,0.26196172248803845,0.296650717703352,0.41626794258373495,0.15909090909091086,G_MAE145,OOS
CLOCK_SUPPORT,reference_validation,,2025-04-04 16:00:00+00:00,120.97,113.19,7.780000000000001,2025-04-04 16:55:00+00:00,2025-04-04 17:10:00+00:00,-3.265272381582196,-3.5152723815821965,2025-04-04 17:25:00+00:00,2025-04-04 17:35:00+00:00,2025-04-04 17:40:00+00:00,122.526,0.2,2025-04-04 18:20:00+00:00,121.68,E10_FLOOR,2025-04-04 18:15:00+00:00,-3.4523284853826275,-3.702328485382628,-6.7176008669648235,-7.217600866964824,False,False,0.0643134661486319,0.24035989717223705,0.11439588688946022,15.0,15.0,10.0,5.0,0.22622107969151733,0.13367609254498794,0.25964010282776295,0.17866323907455017,0.32776349614395844,0.059125964010281966,0.6002570694087405,0.3123393316195381,0.4383033419023131,0.4781491002570692,0.5694087403598962,0.22622107969151733,G_MAE145,OOS
CLOCK_SUPPORT,reference_validation,,2025-06-19 16:00:00+00:00,146.45,142.83,3.619999999999976,2025-06-19 22:05:00+00:00,2025-06-19 22:25:00+00:00,0.0,-0.25,2025-06-19 22:30:00+00:00,2025-06-19 22:40:00+00:00,2025-06-19 22:45:00+00:00,147.17399999999998,0.2,2025-06-19 22:55:00+00:00,146.76,E10_FLOOR,2025-06-19 22:50:00+00:00,-1.406498430429226,-1.656498430429226,-1.406498430429226,-1.906498430429226,False,False,0.02471833390235559,0.058011049723759485,0.1408839779005509,20.0,5.0,10.0,5.0,0.18784530386740644,0.008287292817679927,0.2734806629834297,0.002762430939224025,0.17955801104972652,0.29558011049723765,0.41712707182320463,0.14917127071823083,0.32320441988950144,0.3674033149171251,0.5745856353591154,0.18784530386740644,G_MAE145,OOS
CLOCK_SUPPORT,reference_validation,,2025-08-26 16:00:00+00:00,192.47,186.54,5.930000000000007,2025-08-26 16:40:00+00:00,2025-08-26 17:45:00+00:00,-0.05195614901026824,-0.30195614901026824,2025-08-26 17:50:00+00:00,2025-08-26 18:00:00+00:00,2025-08-26 18:05:00+00:00,193.656,0.2,2025-08-26 18:40:00+00:00,194.842,TARGET,,3.0621307886148363,2.8121307886148363,3.010174639604568,2.510174639604568,True,True,0.030809996363069605,0.28836424957841583,0.06745362563237862,65.0,5.0,10.0,5.0,0.2124789207419881,0.01517706576728555,0.2664418212478939,0.04890387858347246,0.08937605396290059,0.04215851602023604,0.338954468802701,0.17875210792580118,0.31703204047217903,0.08094435075885147,0.338954468802701,0.2124789207419881,G_MAE145,OOS
CLOCK_SUPPORT,reference_validation,,2025-08-27 16:00:00+00:00,209.43,202.48,6.950000000000017,2025-08-27 17:35:00+00:00,2025-08-27 17:50:00+00:00,-0.28649190660362533,-0.5364919066036253,2025-08-27 18:15:00+00:00,2025-08-27 18:25:00+00:00,2025-08-27 18:30:00+00:00,210.82000000000002,0.2,2025-08-27 18:55:00+00:00,209.6,E10_FLOOR,2025-08-27 18:50:00+00:00,-2.893463618252601,-3.143463618252601,-3.179955524856226,-3.679955524856226,False,False,0.03318531251492153,0.07913669064747937,0.09784172661870577,15.0,25.0,10.0,5.0,0.2359712230215802,-0.04028776978417273,0.33381294964028596,0.08633093525179752,0.279136690647481,0.17410071942446115,0.3755395683453207,0.2359712230215802,0.4201438848920835,0.31510791366906366,0.446043165467624,0.2359712230215802,G_MAE145,OOS
CLOCK_SUPPORT,reference_validation,,2025-09-26 16:00:00+00:00,198.18,190.72,7.460000000000008,2025-09-26 16:10:00+00:00,2025-09-26 16:35:00+00:00,-0.378443838934317,-0.628443838934317,2025-09-26 16:40:00+00:00,2025-09-26 16:50:00+00:00,2025-09-26 17:00:00+00:00,199.672,0.2,2025-09-26 17:25:00+00:00,201.16400000000002,TARGET,,3.7361272486878816,3.4861272486878816,3.3576834097535646,2.8576834097535646,True,True,0.03764254717933196,0.14209115281501355,0.1005361930294905,25.0,5.0,10.0,10.0,0.14209115281501355,-0.020107238605895052,0.19839142091152656,0.034852546916892636,0.045576407506702825,0.33378016085790974,0.47989276139410303,0.19034852546916703,0.2386058981233243,0.35790884718498456,0.5321715817694362,0.17024128686326817,G_MAE145,OOS
CLOCK_SUPPORT,reference_validation,,2025-10-03 16:00:00+00:00,234.88,227.0,7.8799999999999955,2025-10-03 16:00:00+00:00,2025-10-03 16:20:00+00:00,-1.0643732970027076,-1.3143732970027076,2025-10-03 16:25:00+00:00,2025-10-03 16:35:00+00:00,2025-10-03 16:40:00+00:00,236.456,0.2,2025-10-03 16:50:00+00:00,234.96,E10_FLOOR,2025-10-03 16:45:00+00:00,-3.163379233345698,-3.4133792333456983,-4.227752530348406,-4.727752530348406,False,False,0.03354904632152587,0.20050761421319968,0.14086294416243475,20.0,5.0,10.0,5.0,0.16370558375634425,0.11167512690355279,0.2271573604060905,0.14086294416243475,0.09010152284263705,0.42385786802030523,0.7157360406091393,0.12817258883248622,0.36802030456852525,0.35406091370558296,0.47715736040609047,0.16370558375634425,G_MAE145,OOS
CLOCK_SUPPORT,reference_validation,,2026-01-12 16:00:00+00:00,142.7,138.59,4.109999999999985,2026-01-12 16:00:00+00:00,2026-01-12 16:15:00+00:00,-0.07007708479322972,-0.3200770847932297,2026-01-12 16:25:00+00:00,2026-01-12 16:35:00+00:00,2026-01-12 16:40:00+00:00,143.522,0.2,2026-01-12 16:50:00+00:00,142.82,E10_FLOOR,2026-01-12 16:45:00+00:00,-2.4456180933933314,-2.695618093393332,-2.515695178186561,-3.0156951781865615,False,False,0.028801681850034937,0.07299270072993004,0.10948905109488814,15.0,10.0,10.0,5.0,0.18734793187348248,0.026763990267636404,0.37956204379562236,0.15815085158150355,0.12408759124087415,0.3163017031630209,0.6447688564476922,0.19464720194647547,0.5377128953771259,0.32116788321167833,0.610705596107056,0.18734793187348248,G_MAE145,OOS
CLOCK_SUPPORT,reference_validation,,2026-06-17 16:00:00+00:00,73.83,71.54,2.289999999999992,2026-06-17 16:00:00+00:00,2026-06-17 16:10:00+00:00,-0.3386157388595157,-0.5886157388595157,2026-06-17 16:15:00+00:00,2026-06-17 16:25:00+00:00,2026-06-17 16:30:00+00:00,74.288,0.2,2026-06-17 16:35:00+00:00,74.01,E10_FLOOR_ENTRY_BAR,2026-06-17 16:30:00+00:00,-1.8710962739607595,-2.1210962739607595,-2.209712012820275,-2.709712012820275,False,False,0.031017201679533958,0.03930131004366975,0.06986899563318652,10.0,5.0,10.0,5.0,0.2576419213973823,0.19650655021834254,0.3624454148471621,0.06986899563318652,0.28820960698689907,0.4978165938864649,0.6943231441048074,0.2314410480349358,0.43231441048034863,0.5502183406113579,0.786026200873364,0.2576419213973823,G_MAE145,OOS
CLOCK_SUPPORT,reference_validation,,2026-07-03 16:00:00+00:00,82.1,80.83,1.269999999999996,2026-07-03 18:55:00+00:00,2026-07-03 19:15:00+00:00,-0.24360535931783334,-0.49360535931783334,2026-07-03 19:20:00+00:00,2026-07-03 19:30:00+00:00,2026-07-03 19:35:00+00:00,82.354,0.2,2026-07-03 19:40:00+00:00,82.60799999999999,TARGET,,1.542123029846687,1.292123029846687,1.2985176705288537,0.7985176705288537,True,True,0.01546894031668692,0.22834645669291903,0.133858267716526,20.0,5.0,10.0,5.0,0.1653543307086682,0.007874015748035548,0.29133858267716983,0.031496062992119815,0.1338582677165372,0.37795275590551614,0.5748031496063042,0.11023622047244173,0.33858267716534957,0.40944881889763596,0.559055118110233,0.1653543307086682,G_MAE145,OOS
CLOCK_SUPPORT,reference_validation,,2026-07-17 16:00:00+00:00,74.97,73.32,1.6500000000000057,2026-07-17 16:40:00+00:00,2026-07-17 16:55:00+00:00,-0.13338668800849662,-0.3833866880084966,2026-07-17 17:05:00+00:00,2026-07-17 17:15:00+00:00,2026-07-17 17:25:00+00:00,75.3,0.2,2026-07-17 18:20:00+00:00,75.04,E10_FLOOR,2026-07-17 18:15:00+00:00,-1.7264276228419195,-1.9764276228419198,-1.8598143108504162,-2.3598143108504166,False,False,0.02200880352140864,0.07272727272727524,0.10303030303030371,15.0,10.0,10.0,10.0,0.13939393939394132,-0.042424242424238146,0.3696969696969681,0.05454545454545642,0.1333333333333322,0.10303030303030371,0.32727272727272994,0.151515151515151,0.4242424242424245,0.2242424242424176,0.5878787878787851,0.11515151515151338,G_MAE145,OOS
REF_SUPPORT,external,,2020-09-21 15:00:00+00:00,2.7324,2.4576,0.2748000000000004,2020-09-21 18:10:00+00:00,2020-09-21 18:40:00+00:00,-0.27448397013613013,-0.5244839701361301,2020-09-21 18:50:00+00:00,2020-09-21 19:00:00+00:00,2020-09-21 19:05:00+00:00,2.78736,0.2,2020-09-21 20:10:00+00:00,2.8423200000000004,TARGET,,9.85879111417265,9.608791114172648,9.58430714403652,9.084307144036519,True,True,0.10057092665788331,0.09425036390101892,0.02729257641921497,30.0,10.0,10.0,5.0,0.24999999999999878,0.09679767103347779,0.25254730713245926,0.02729257641921497,0.2416302765647733,0.05494905385735033,0.19359534206695883,0.25982532751091714,0.2798398835516743,0.2583697234352243,0.2922125181950515,0.24999999999999878,G_MAE145,OOS
REF_SUPPORT,external,,2020-12-05 15:00:00+00:00,1.9308,1.8848,0.04600000000000004,2020-12-05 15:00:00+00:00,2020-12-05 16:05:00+00:00,-0.8804640563497279,-1.130464056349728,2020-12-05 16:15:00+00:00,2020-12-05 16:25:00+00:00,2020-12-05 16:30:00+00:00,1.9400000000000002,0.2,2020-12-05 16:35:00+00:00,1.9492,TARGET,,2.371134020618504,2.121134020618504,1.490669964268776,0.990669964268776,True,True,0.0238243215247566,0.2521739130434744,0.13913043478260773,65.0,10.0,10.0,5.0,0.20869565217390917,-0.02608695652174106,0.3260869565217367,0.1021739130434814,0.1586956521739099,-0.2826086956521715,0.380434782608692,0.29130434782608355,0.45434782608695434,0.19565217391304107,0.45434782608695434,0.20869565217390917,G_MAE145,OOS
REF_SUPPORT,external,,2021-04-18 15:00:00+00:00,27.4772,24.9075,2.569700000000001,2021-04-18 15:15:00+00:00,2021-04-18 15:40:00+00:00,-5.78843550288971,-6.038435502889711,2021-04-18 15:45:00+00:00,2021-04-18 15:55:00+00:00,2021-04-18 16:00:00+00:00,27.99114,0.2,2021-04-18 16:15:00+00:00,28.50508,TARGET,,9.180404942421006,8.930404942421005,3.3919694395312963,2.8919694395312936,True,True,0.09352117391873993,0.14698213799276205,0.13818733704323463,25.0,5.0,10.0,5.0,0.24843366929991847,0.01879596840098109,0.33700431957037763,0.13818733704323463,0.23524146787562802,0.21344904074405452,0.42872708876522575,0.10713312838074535,0.47519165661361223,0.464334358096276,0.6187492703428413,0.24843366929991847,G_MAE145,OOS
REF_SUPPORT,external,,2021-05-20 15:00:00+00:00,45.001,39.601,5.399999999999999,2021-05-20 15:10:00+00:00,2021-05-20 15:20:00+00:00,-0.9666451856624736,-1.2166451856624736,2021-05-20 15:40:00+00:00,2021-05-20 15:50:00+00:00,2021-05-20 15:55:00+00:00,46.080999999999996,0.2,2021-05-20 16:05:00+00:00,44.427,E10_FLOOR,2021-05-20 16:00:00+00:00,-17.946659143681764,-18.196659143681764,-18.913304329344236,-19.413304329344236,False,False,0.11999733339259125,0.05000000000000059,0.13703703703703612,10.0,20.0,10.0,5.0,0.1435185185185196,0.024259259259259307,0.23129629629629678,0.13148148148148167,0.17277777777777778,0.19185185185185216,0.3729629629629636,0.13777777777777908,0.3627777777777785,0.4024074074074078,0.5346296296296299,0.1435185185185196,G_MAE145,OOS
REF_SUPPORT,external,,2021-07-25 15:00:00+00:00,28.444,26.526,1.9179999999999993,2021-07-26 00:20:00+00:00,2021-07-26 00:30:00+00:00,-0.33398959358738045,-0.5839895935873805,2021-07-26 00:35:00+00:00,2021-07-26 00:45:00+00:00,2021-07-26 00:50:00+00:00,28.8276,0.2,2021-07-26 00:55:00+00:00,29.211199999999998,TARGET,,6.653346098877466,6.403346098877466,6.319356505290086,5.819356505290086,True,True,0.06743074110532975,0.09906152241918736,0.06517205422314915,10.0,5.0,10.0,5.0,0.29197080291970934,0.13138686131386995,0.31074035453597515,0.011991657977059278,0.33263816475495406,0.35766423357664245,0.42231491136600574,0.2825860271115755,0.3759124087591243,0.49530761209593493,0.540145985401459,0.29197080291970934,G_MAE145,OOS
REF_SUPPORT,external,,2021-09-06 15:00:00+00:00,146.336,135.721,10.615000000000009,2021-09-06 15:10:00+00:00,2021-09-06 15:20:00+00:00,-0.9430352066477354,-1.1930352066477354,2021-09-06 15:30:00+00:00,2021-09-06 15:40:00+00:00,2021-09-06 15:45:00+00:00,148.459,0.2,2021-09-06 15:55:00+00:00,150.58200000000002,TARGET,,7.150122255976443,6.900122255976443,6.207087049328708,5.707087049328708,True,True,0.07253854143888044,0.14432406971266895,0.10419218087612077,10.0,10.0,10.0,5.0,0.2961846443711704,0.02138483278379686,0.3213377296278849,0.0780028261893549,0.2608572774375859,0.19670277908619802,0.3870937352802643,0.32218558643428963,0.3993405558172398,0.49420631182288993,0.5558172397550637,0.2961846443711704,G_MAE145,OOS
REF_SUPPORT,external,,2021-11-13 15:00:00+00:00,235.16,225.411,9.748999999999995,2021-11-13 15:00:00+00:00,2021-11-13 15:25:00+00:00,-0.04890287463854559,-0.2989028746385456,2021-11-13 15:30:00+00:00,2021-11-13 15:40:00+00:00,2021-11-13 15:45:00+00:00,237.1098,0.2,2021-11-13 16:00:00+00:00,233.736,E10_FLOOR,2021-11-13 15:55:00+00:00,-7.114425468706942,-7.364425468706942,-7.163328343345488,-7.663328343345488,False,False,0.04145688042184043,0.18873730639039946,0.09713816801723286,25.0,5.0,10.0,5.0,0.17817212021745776,0.03333675248743346,0.20422607446917784,0.09713816801723286,0.06062160221560981,0.21017540260539622,0.4015796491947886,0.07405887783362194,0.3013642424864107,0.3154169658426495,0.39819468663452734,0.17817212021745776,G_MAE145,OOS
REF_SUPPORT,reference_validation,,2025-01-22 15:00:00+00:00,264.9,252.08,12.819999999999965,2025-01-22 19:50:00+00:00,2025-01-22 20:05:00+00:00,-0.3963759909399456,-0.6463759909399456,2025-01-22 20:10:00+00:00,2025-01-22 20:20:00+00:00,2025-01-22 20:25:00+00:00,267.46399999999994,0.2,2025-01-22 20:30:00+00:00,270.02799999999996,TARGET,,4.793168426405092,4.543168426405092,4.396792435465146,3.8967924354651466,True,True,0.04839562098905234,0.1638065522620927,0.12636505460218478,15.0,5.0,10.0,5.0,0.18096723868955197,-0.03120124804992031,0.37441497659906586,0.033541341653662335,0.17706708268331084,0.938377535101409,1.0366614664586606,0.15678627145086219,0.4680187207488312,0.8611544461778511,1.126365054602187,0.18096723868955197,G_MAE145,OOS
REF_SUPPORT,reference_validation,,2025-05-04 15:00:00+00:00,146.6,144.67,1.9300000000000068,2025-05-04 15:00:00+00:00,2025-05-04 15:45:00+00:00,-0.03410641200540798,-0.284106412005408,2025-05-04 15:50:00+00:00,2025-05-04 16:00:00+00:00,2025-05-04 16:05:00+00:00,146.986,0.2,2025-05-04 16:15:00+00:00,146.7,E10_FLOOR,2025-05-04 16:10:00+00:00,-0.9728817710530357,-1.2228817710530357,-1.0069881830584437,-1.5069881830584437,False,False,0.013165075034106459,0.3005181347150313,0.1398963730569849,45.0,5.0,10.0,5.0,0.21243523316061924,0.14507772020725396,0.2383419689119204,0.1398963730569849,0.1502590673575083,0.2538860103626981,0.4922279792746185,0.18134715025906378,0.37823834196890527,0.062176165803110944,0.44041450777201624,0.21243523316061924,G_MAE145,OOS
REF_SUPPORT,reference_validation,,2025-06-19 15:00:00+00:00,146.45,142.84,3.609999999999985,2025-06-19 22:05:00+00:00,2025-06-19 22:25:00+00:00,0.0,-0.25,2025-06-19 22:30:00+00:00,2025-06-19 22:40:00+00:00,2025-06-19 22:45:00+00:00,147.172,0.2,2025-06-19 22:55:00+00:00,146.76,E10_FLOOR,2025-06-19 22:50:00+00:00,-1.399722773353651,-1.649722773353651,-1.399722773353651,-1.899722773353651,False,False,0.024650051212017656,0.05817174515235701,0.14127423822714488,20.0,5.0,10.0,5.0,0.18836565096953176,0.008310249307479574,0.27423822714681806,0.002770083102490567,0.18005540166205217,0.29639889196675834,0.41828254847645346,0.14958448753462444,0.3240997229916876,0.36842105263157604,0.5761772853185575,0.18836565096953176,G_MAE145,OOS
REF_SUPPORT,reference_validation,,2025-07-02 15:00:00+00:00,150.59,147.03,3.5600000000000023,2025-07-02 15:10:00+00:00,2025-07-02 15:30:00+00:00,-0.23241915133803692,-0.4824191513380369,2025-07-02 15:50:00+00:00,2025-07-02 16:00:00+00:00,2025-07-02 16:05:00+00:00,151.302,0.2,2025-07-02 16:10:00+00:00,152.014,TARGET,,2.352910073892045,2.102910073892045,2.120490922554008,1.620490922554008,True,True,0.023640347964672303,0.2219101123595482,0.13202247191011196,20.0,20.0,10.0,5.0,0.2837078651685366,0.10393258426966413,0.2977528089887645,0.13202247191011196,0.2949438202247141,0.26685393258427426,0.654494382022467,0.2977528089887645,0.3483146067415754,0.36797752808988804,0.42977528089887646,0.2837078651685366,G_MAE145,OOS
REF_SUPPORT,reference_validation,,2025-09-26 15:00:00+00:00,198.18,190.72,7.460000000000008,2025-09-26 16:10:00+00:00,2025-09-26 16:35:00+00:00,-0.378443838934317,-0.628443838934317,2025-09-26 16:40:00+00:00,2025-09-26 16:50:00+00:00,2025-09-26 17:00:00+00:00,199.672,0.2,2025-09-26 17:25:00+00:00,201.16400000000002,TARGET,,3.7361272486878816,3.4861272486878816,3.3576834097535646,2.8576834097535646,True,True,0.03764254717933196,0.14209115281501355,0.1005361930294905,25.0,5.0,10.0,10.0,0.14209115281501355,-0.020107238605895052,0.19839142091152656,0.034852546916892636,0.045576407506702825,0.33378016085790974,0.47989276139410303,0.19034852546916703,0.2386058981233243,0.35790884718498456,0.5321715817694362,0.17024128686326817,G_MAE145,OOS
REF_SUPPORT,reference_validation,,2025-10-12 15:00:00+00:00,188.82,178.02,10.799999999999983,2025-10-12 15:05:00+00:00,2025-10-12 15:45:00+00:00,-0.34424319457682095,-0.594243194576821,2025-10-12 15:50:00+00:00,2025-10-12 16:00:00+00:00,2025-10-12 16:05:00+00:00,190.98,0.2,2025-10-12 16:10:00+00:00,193.14,TARGET,,5.655042412818112,5.405042412818112,5.310799218241291,4.810799218241291,True,True,0.057197330791229656,0.24907407407407425,0.13703703703703632,40.0,5.0,10.0,5.0,0.3759259259259267,0.1777777777777769,0.3944444444444469,0.013888888888889436,0.37407407407407395,0.5000000000000013,1.0907407407407426,0.3342592592592584,0.5138888888888907,0.39629629629629703,0.5314814814814831,0.3759259259259267,G_MAE145,OOS
REF_SUPPORT,reference_validation,,2026-07-17 15:00:00+00:00,74.97,73.32,1.6500000000000057,2026-07-17 16:40:00+00:00,2026-07-17 16:55:00+00:00,-0.13338668800849662,-0.3833866880084966,2026-07-17 17:05:00+00:00,2026-07-17 17:15:00+00:00,2026-07-17 17:25:00+00:00,75.3,0.2,2026-07-17 18:20:00+00:00,75.04,E10_FLOOR,2026-07-17 18:15:00+00:00,-1.7264276228419195,-1.9764276228419198,-1.8598143108504162,-2.3598143108504166,False,False,0.02200880352140864,0.07272727272727524,0.10303030303030371,15.0,10.0,10.0,10.0,0.13939393939394132,-0.042424242424238146,0.3696969696969681,0.05454545454545642,0.1333333333333322,0.10303030303030371,0.32727272727272994,0.151515151515151,0.4242424242424245,0.2242424242424176,0.5878787878787851,0.11515151515151338,G_MAE145,OOS
