stage_a_n,stage_b_n,stage_c_n,stage_d_n,a_to_b,b_to_c,continuation,invalidated,ambiguous,unresolved,resolved,continuation_rate_resolved,median_reclaim_to_bos_h1_bars,median_bos_to_return_min,median_return_to_resolution_min
1275,413,383,383,0.323921568627451,0.927360774818402,110,225,9,39,335,0.3283582089552239,6.0,325.0,135.0
