phase,group,n,mfe_median,mfe_p25,mfe_p75,mae_median,time_to_mfe_median_min,terminal_r_median,giveback_median,reached_050r_rate,static_sl_hit_rate
DISCOVERY_2020_2024,POSITIVE,113,0.9786297925832816,0.4648910411622282,1.4018691588785044,0.2612500000000005,110.0,0.7507246376811629,0.1827411167512677,0.7433628318584071,0.07079646017699115
DISCOVERY_2020_2024,NEGATIVE,71,0.3885698660103878,0.1785714285714266,0.7233633047542598,0.9075232459847848,35.0,-1.0,1.2967914438502701,0.4084507042253521,0.8591549295774648
RETROSPECTIVE_2025,POSITIVE,28,0.8101033215449709,0.4044880264244428,1.3130179246982592,0.16957349081364348,45.0,0.5960837256531042,0.2142955610697526,0.6428571428571429,0.03571428571428571
RETROSPECTIVE_2025,NEGATIVE,20,0.16354484294081006,0.07850145760095534,0.4791500114207397,0.9271581119885139,25.0,-1.0,1.116270150083381,0.25,0.85
