component,breakeven_slippage_bps_per_taker_leg_mean0,max_slippage_bps_per_taker_leg_pf_ge_1_10
ALL,5.070816030160463,1.7182130961918007
BUY_SIDE,5.947198558841626,2.7558413200312604
SELL_SIDE,4.437614521033973,0.974356822663891
SCORE3_ALL,1.7912321589530489,0.0
SCORE3_BUY_SIDE_SHORT,5.947198558841626,2.7558413200312604
SCORE3_SELL_SIDE_LONG,0.0,0.0
SCORE4_SELL_SIDE_LONG,50.0,47.989485650720695
