hour_wib,lookback_min,hold_min,character_rule,trades,net_wins,net_losses,win_rate,gross_pnl,fees,net_pnl,expectancy,net_per_100,pf,max_dd,max_loss_streak,max_win_streak,evaluable_anchors,supportive_anchors,a1140_trades,a1140_wr,a1140_net,a1140_exp,a1140_pf,a1140_dd,a1140_evaluable,a1140_supportive,a1155_trades,a1155_wr,a1155_net,a1155_exp,a1155_pf,a1155_dd,a1155_evaluable,a1155_supportive,a1170_trades,a1170_wr,a1170_net,a1170_exp,a1170_pf,a1170_dd,a1170_evaluable,a1170_supportive,a1185_trades,a1185_wr,a1185_net,a1185_exp,a1185_pf,a1185_dd,a1185_evaluable,a1185_supportive,y2022_trades,y2022_wr,y2022_net,y2022_exp,y2022_pf,y2023_trades,y2023_wr,y2023_net,y2023_exp,y2023_pf,y2024_trades,y2024_wr,y2024_net,y2024_exp,y2024_pf,years_wr55,min_year_exp,anchor_gate,pooled_gate,era_gate,candidate_gate,study,is_center,distance,is_axial,economically_supportive
2,120,270,RV_HIGH__RANGE_MID,232,116,116,0.5,163.49318847978768,174.0,-10.506811520212324,-0.0452879806905703,-4.528798069057037,0.9854783717138736,169.58023722104747,8,11,4,0,60,0.4833333333333333,3.0928424761596744,0.0515473746026612,1.0156078853153478,58.94872899475696,True,False,52,0.5192307692307693,1.9278753105992843,0.0370745252038323,1.0113574517565551,48.992207166764814,True,False,59,0.4915254237288136,-47.49449108288346,-0.8049913742861604,0.7409368842660802,76.8709863534955,True,False,61,0.5081967213114754,31.966961775912143,0.5240485537034778,1.185539062162114,82.19835930815785,True,False,79,0.5063291139240507,15.213211832890837,0.1925723016821625,1.0458839876394692,83,0.4819277108433735,-62.36204078807037,-0.7513498890128961,0.7388119631698182,70,0.5142857142857142,36.642017434967165,0.5234573919281024,1.2391662990518733,0,-0.7513498890128961,False,False,False,False,PRIMARY_RV_HIGH_RANGE_MID,False,2.0,False,False
2,120,300,RV_HIGH__RANGE_MID,232,117,115,0.5043103448275862,174.5089065527784,174.0,0.5089065527783845,0.002193562727493,0.2193562727493036,1.0007153732506386,173.34850002791586,8,11,4,0,60,0.5166666666666667,-10.605864557056965,-0.1767644092842827,0.9472273151192282,59.85724882384601,True,False,52,0.5,0.1149205029813689,0.0022100096727186,1.0007238197204391,50.93192101039874,True,False,59,0.5084745762711864,-9.382455842090632,-0.1590246752896717,0.9469362939386072,56.26058112242845,True,False,61,0.4918032786885246,20.3823064489446,0.3341361712941737,1.1165842499354874,85.06109209224431,True,False,79,0.5316455696202531,4.403304688427494,0.0557380340307277,1.0137159132509774,83,0.5180722891566265,-31.31703690248639,-0.3773136976203179,0.8627123016892853,70,0.4571428571428571,27.422638766837277,0.3917519823833896,1.1690278759876551,0,-0.3773136976203179,False,False,False,False,PRIMARY_RV_HIGH_RANGE_MID,False,1.0,True,False
2,120,330,RV_HIGH__RANGE_MID,232,113,119,0.4870689655172414,212.8895368792522,174.0,38.88953687925228,0.167627314134708,16.762731413470807,1.0515615078356737,145.23602573814733,9,11,4,0,60,0.5166666666666667,24.81546227252404,0.4135910378754007,1.1321826442196536,52.51720709534308,True,False,52,0.5,22.550023281266547,0.4336542938705105,1.1409301176885538,46.0104961874289,True,False,59,0.423728813559322,-29.63295684403797,-0.5022535058311521,0.8616869926712691,53.79477054820085,True,False,61,0.5081967213114754,21.15700816949967,0.3468361994999945,1.1100520332642734,75.1616538498366,True,False,79,0.5189873417721519,43.81768028455093,0.5546541808171004,1.138741072918304,83,0.4939759036144578,32.49243068108839,0.3914750684468481,1.148038599564842,70,0.4428571428571428,-37.42057408638707,-0.5345796298055295,0.8290722033984589,0,-0.5345796298055295,False,False,False,False,PRIMARY_RV_HIGH_RANGE_MID,False,2.0,False,False
2,150,270,RV_HIGH__RANGE_MID,230,131,99,0.5695652173913044,350.1450385506066,172.5,177.6450385506066,0.7723697328287245,77.23697328287244,1.2533992115939137,134.53752939072106,11,14,4,2,61,0.5081967213114754,70.43671545991526,1.1547002534412338,1.3565630686275767,49.03026762170776,True,False,55,0.5272727272727272,-19.57632340494375,-0.3559331528171591,0.905644638534704,74.18234657382189,True,False,58,0.6206896551724138,39.62255019052159,0.6831474170779586,1.2921281862846392,34.035055290690224,True,True,56,0.625,87.16209630511347,1.5564660054484547,1.543417882764972,36.53586259817637,True,True,82,0.5609756097560976,95.89182316166232,1.1694124775812478,1.3159239526039463,74,0.5540540540540541,9.904882692637443,0.1338497661167222,1.059729134417931,74,0.5945945945945946,71.84833269630681,0.9709234148149568,1.3101055578287952,3,0.1338497661167222,False,False,True,False,PRIMARY_RV_HIGH_RANGE_MID,False,1.0,True,False
2,150,300,RV_HIGH__RANGE_MID,230,137,93,0.5956521739130435,405.5246203610319,172.5,233.0246203610319,1.0131505233088345,101.31505233088345,1.3449750143758414,120.15167701583914,7,14,4,3,61,0.5901639344262295,51.8131358595731,0.8493956698290672,1.244656919861453,52.51736445415442,True,True,55,0.509090909090909,-1.5205105709678293,-0.0276456467448696,0.9916927443057992,67.4187705081402,True,False,58,0.6551724137931034,83.68225603109065,1.4427975177774248,1.6882794323594303,33.72316682978807,True,True,56,0.625,99.04973904133595,1.7687453400238566,1.6226097056332518,33.03663896236031,True,True,82,0.6097560975609756,107.70846601061166,1.3135178781781909,1.3902927312991702,74,0.581081081081081,50.74580966402745,0.6857541846490196,1.305870448662284,74,0.5945945945945946,74.57034468639276,1.0077073606269291,1.3192114762673992,3,0.6857541846490196,True,True,True,True,PRIMARY_RV_HIGH_RANGE_MID,True,0.0,False,True
2,150,330,RV_HIGH__RANGE_MID,230,131,99,0.5695652173913044,418.6235888709703,172.5,246.12358887097037,1.0701025603085668,107.01025603085668,1.350131912429509,135.55081572047123,7,14,4,3,61,0.5901639344262295,74.13553939684338,1.215336711423662,1.3997063086552437,49.10203448330443,True,True,55,0.5454545454545454,-9.186868086703718,-0.1670339652127948,0.95377380574948,77.87725595714043,True,False,58,0.5344827586206896,81.38105173974026,1.4031215817196596,1.559001131120447,48.718372221100125,True,True,56,0.6071428571428571,99.79386582109046,1.7820333182337582,1.5763433429469675,34.88012343020835,True,True,82,0.5853658536585366,127.60391680971784,1.5561453269477783,1.4686870946693416,74,0.5540540540540541,109.20964024113358,1.475805949204508,1.752780100913799,74,0.5675675675675675,9.310031820118972,0.1258112408124185,1.0325967805458336,3,0.1258112408124185,True,False,False,False,PRIMARY_RV_HIGH_RANGE_MID,False,1.0,True,True
2,180,270,RV_HIGH__RANGE_MID,244,128,116,0.5245901639344263,157.7507979167975,183.0,-25.249202083202555,-0.1034803364065678,-10.348033640656784,0.9676405577781648,140.9132418575348,9,13,4,2,58,0.5344827586206896,50.26406353410639,0.8666217850707999,1.3912696599190488,26.853616678319923,True,True,59,0.4915254237288136,-37.74843019872127,-0.639803901673242,0.8324438105181161,70.95462644734243,True,False,60,0.5166666666666667,-62.95162262170573,-1.049193710361762,0.7087332895482398,91.51172415271635,True,False,67,0.5522388059701493,25.18678720311809,0.375922197061464,1.1197145260309036,43.993633363941335,True,True,89,0.4943820224719101,28.10724310153612,0.3158117202419789,1.0858633488390097,82,0.5609756097560976,-55.11277196667332,-0.6721069752033332,0.7639746626652033,73,0.5205479452054794,1.75632678193465,0.0240592709854061,1.008004372746251,1,-0.6721069752033332,False,False,False,False,PRIMARY_RV_HIGH_RANGE_MID,False,2.0,False,False
2,180,300,RV_HIGH__RANGE_MID,244,132,112,0.5409836065573771,252.29740330674403,183.0,69.29740330674406,0.2840057512571478,28.400575125714777,1.0923210680892832,130.75404637204667,8,13,4,2,58,0.5517241379310345,41.098645145831256,0.7085973301005389,1.294467109614406,32.01226612500115,True,True,59,0.5254237288135594,6.589820009892385,0.1116918645744472,1.0338978887141108,57.93352840845364,True,False,60,0.5166666666666667,-20.316261879135435,-0.3386043646522572,0.8949324556704373,70.8681999494456,True,False,67,0.5671641791044776,41.925200030155885,0.6257492541814311,1.1877715999408098,41.56834185674179,True,True,89,0.5280898876404494,76.05219150325868,0.8545190056545919,1.2479592620151527,82,0.5975609756097561,-19.47050810974878,-0.2374452208505948,0.913603833246351,73,0.4931506849315068,12.715719913234205,0.1741879440169068,1.0581855136293996,1,-0.2374452208505948,False,False,False,False,PRIMARY_RV_HIGH_RANGE_MID,False,1.0,True,False
2,180,330,RV_HIGH__RANGE_MID,244,130,114,0.5327868852459017,258.9612959256465,183.0,75.96129592564645,0.3113167865805182,31.131678658051825,1.0983463652175258,148.56071674041098,12,13,4,2,58,0.5689655172413793,51.976497144886245,0.8961465024980387,1.4086907353631992,24.96959597609998,True,True,59,0.5084745762711864,-1.0109097147852957,-0.0171340629624626,0.995225704997448,66.45064039532801,True,False,60,0.5,-17.362762576683586,-0.2893793762780597,0.9139300765504252,71.00799716102884,True,False,67,0.5522388059701493,42.35847107222909,0.632215986152673,1.182785522720841,65.46427193104864,True,True,89,0.5280898876404494,119.8689336281059,1.3468419508775944,1.414280600812217,82,0.6097560975609756,15.334803003230466,0.1870097927223227,1.069696091758129,73,0.4520547945205479,-59.2424407056899,-0.8115402836395877,0.7747599789041262,1,-0.8115402836395877,False,False,False,False,PRIMARY_RV_HIGH_RANGE_MID,False,2.0,False,False
2,90,300,DRIVE_DOWN__STR_B60_80,289,158,131,0.5467128027681661,342.3341601356335,216.75,125.58416013563352,0.4345472669053062,43.45472669053063,1.155406110171984,107.60304866033935,14,11,4,3,75,0.52,-57.612391675812034,-0.7681652223441605,0.8175542541496503,113.84035975805548,True,False,66,0.5303030303030303,13.608737543071689,0.2061929930768437,1.0795287114006185,75.35514382517164,True,True,72,0.5694444444444444,41.22240150790953,0.5725333542765213,1.2115705757730195,51.50910727088629,True,True,76,0.5657894736842105,128.36541276046432,1.689018588953478,2.0158091592803435,28.501475960891,True,True,93,0.5483870967741935,112.21462678230952,1.2066088901323604,1.3031515223013517,98,0.5204081632653061,-21.30526259481099,-0.2174006387225611,0.8787117643369122,98,0.5714285714285714,34.67479594813503,0.3538244484503574,1.1322028437561098,1,-0.2174006387225611,True,False,False,False,SECONDARY_DRIVE_DOWN_STR_B60_80,False,2.0,False,False
