anchor_hour_wib,scope,label,sessions,k1_qualified,k1_rate,causal_leave,leave_rate,h2,opposite_break_before_h2,ambiguous_h2_vs_opposite,no_h2_by_end,h2_rate,resolved_h2_share,median_minutes_leave_to_h2
18,POOLED,STRONG_STRUCTURAL,1096,214,0.19525547445255476,127,0.5934579439252337,89,9,0,29,0.7007874015748031,0.9081632653061225,15.0
18,Monday,,157,31,0.19745222929936307,14,0.45161290322580644,11,2,0,1,0.7857142857142857,0.8461538461538461,15.0
18,Tuesday,,157,31,0.19745222929936307,23,0.7419354838709677,13,2,0,8,0.5652173913043478,0.8666666666666667,15.0
18,Wednesday,,156,24,0.15384615384615385,14,0.5833333333333334,10,0,0,4,0.7142857142857143,1.0,17.5
18,Thursday,,156,29,0.1858974358974359,15,0.5172413793103449,12,0,0,3,0.8,1.0,7.5
18,Friday,,156,31,0.1987179487179487,18,0.5806451612903226,14,1,0,3,0.7777777777777778,0.9333333333333333,22.5
18,Saturday,,157,33,0.21019108280254778,19,0.5757575757575758,11,3,0,5,0.5789473684210527,0.7857142857142857,25.0
18,Sunday,,157,35,0.2229299363057325,24,0.6857142857142857,18,1,0,5,0.75,0.9473684210526315,12.5
19,POOLED,PROMISING_STRUCTURAL,1096,205,0.18704379562043796,133,0.6487804878048781,91,12,0,30,0.6842105263157895,0.883495145631068,15.0
19,Monday,,157,29,0.18471337579617833,17,0.5862068965517241,8,2,0,7,0.47058823529411764,0.8,15.0
19,Tuesday,,157,26,0.16560509554140126,19,0.7307692307692307,16,1,0,2,0.8421052631578947,0.9411764705882353,15.0
19,Wednesday,,156,35,0.22435897435897437,19,0.5428571428571428,11,2,0,6,0.5789473684210527,0.8461538461538461,15.0
19,Thursday,,156,27,0.17307692307692307,15,0.5555555555555556,12,0,0,3,0.8,1.0,17.5
19,Friday,,156,23,0.14743589743589744,17,0.7391304347826086,15,1,0,1,0.8823529411764706,0.9375,65.0
19,Saturday,,157,34,0.21656050955414013,24,0.7058823529411765,17,3,0,4,0.7083333333333334,0.85,15.0
19,Sunday,,157,31,0.19745222929936307,22,0.7096774193548387,12,3,0,7,0.5454545454545454,0.8,12.5
20,POOLED,PROMISING_STRUCTURAL,1096,202,0.1843065693430657,129,0.6386138613861386,89,9,0,31,0.689922480620155,0.9081632653061225,20.0
20,Monday,,157,25,0.1592356687898089,18,0.72,14,0,0,4,0.7777777777777778,1.0,15.0
20,Tuesday,,157,31,0.19745222929936307,23,0.7419354838709677,17,1,0,5,0.7391304347826086,0.9444444444444444,20.0
20,Wednesday,,156,34,0.21794871794871795,19,0.5588235294117647,13,3,0,3,0.6842105263157895,0.8125,35.0
20,Thursday,,156,25,0.16025641025641027,12,0.48,6,1,0,5,0.5,0.8571428571428571,30.0
20,Friday,,156,27,0.17307692307692307,15,0.5555555555555556,11,0,0,4,0.7333333333333333,1.0,20.0
20,Saturday,,157,31,0.19745222929936307,18,0.5806451612903226,14,1,0,3,0.7777777777777778,0.9333333333333333,20.0
20,Sunday,,157,29,0.18471337579617833,24,0.8275862068965517,14,3,0,7,0.5833333333333334,0.8235294117647058,20.0
21,POOLED,STRONG_STRUCTURAL,1096,209,0.1906934306569343,145,0.69377990430622,107,8,0,30,0.7379310344827587,0.9304347826086956,20.0
21,Monday,,157,32,0.20382165605095542,21,0.65625,14,1,0,6,0.6666666666666666,0.9333333333333333,22.5
21,Tuesday,,157,28,0.17834394904458598,18,0.6428571428571429,14,1,0,3,0.7777777777777778,0.9333333333333333,17.5
21,Wednesday,,156,35,0.22435897435897437,24,0.6857142857142857,17,3,0,4,0.7083333333333334,0.85,15.0
21,Thursday,,156,24,0.15384615384615385,13,0.5416666666666666,11,0,0,2,0.8461538461538461,1.0,50.0
21,Friday,,156,39,0.25,31,0.7948717948717948,23,0,0,8,0.7419354838709677,1.0,25.0
21,Saturday,,157,28,0.17834394904458598,21,0.75,16,2,0,3,0.7619047619047619,0.8888888888888888,22.5
21,Sunday,,157,23,0.1464968152866242,17,0.7391304347826086,12,1,0,4,0.7058823529411765,0.9230769230769231,7.5
