partition,date_utc,signal_ts,window_status,entry_name,entry_fraction,planned_entry_px,H,L,range,eligible_start,h2_bar_start,opposite_break_bar_start,session_end,filled,fill_bar_start,entry_px,h2_after_fill,minutes_fill_to_h2,terminal
external,2020-03-03,2020-03-03 14:10:00+00:00,H2_ARRIVAL,F05,0.05,8745.566499999999,8907.0,8737.07,169.9300000000003,2020-03-03 14:15:00+00:00,2020-03-03 14:30:00+00:00,,2020-03-03 20:00:00+00:00,False,,,False,,H2_ARRIVAL
external,2020-03-03,2020-03-03 14:10:00+00:00,H2_ARRIVAL,F10,0.1,8754.063,8907.0,8737.07,169.9300000000003,2020-03-03 14:15:00+00:00,2020-03-03 14:30:00+00:00,,2020-03-03 20:00:00+00:00,True,2020-03-03 14:15:00+00:00,8754.063,True,15.0,H2_ARRIVAL
external,2020-03-03,2020-03-03 14:10:00+00:00,H2_ARRIVAL,F15,0.15,8762.5595,8907.0,8737.07,169.9300000000003,2020-03-03 14:15:00+00:00,2020-03-03 14:30:00+00:00,,2020-03-03 20:00:00+00:00,True,2020-03-03 14:15:00+00:00,8762.5595,True,15.0,H2_ARRIVAL
external,2020-03-03,2020-03-03 14:10:00+00:00,H2_ARRIVAL,F20,0.2,8771.056,8907.0,8737.07,169.9300000000003,2020-03-03 14:15:00+00:00,2020-03-03 14:30:00+00:00,,2020-03-03 20:00:00+00:00,True,2020-03-03 14:20:00+00:00,8771.056,True,10.0,H2_ARRIVAL
external,2020-03-03,2020-03-03 14:10:00+00:00,H2_ARRIVAL,F25,0.25,8779.5525,8907.0,8737.07,169.9300000000003,2020-03-03 14:15:00+00:00,2020-03-03 14:30:00+00:00,,2020-03-03 20:00:00+00:00,False,,,False,,H2_ARRIVAL
external,2020-03-09,2020-03-09 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F05,0.05,7773.771000000001,7996.28,7762.06,234.21999999999935,,,,2020-03-09 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-03-09,2020-03-09 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F10,0.1,7785.482,7996.28,7762.06,234.21999999999935,,,,2020-03-09 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-03-09,2020-03-09 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F15,0.15,7797.193,7996.28,7762.06,234.21999999999935,,,,2020-03-09 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-03-09,2020-03-09 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F20,0.2,7808.904,7996.28,7762.06,234.21999999999935,,,,2020-03-09 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-03-09,2020-03-09 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F25,0.25,7820.615,7996.28,7762.06,234.21999999999935,,,,2020-03-09 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-03-11,2020-03-11 15:40:00+00:00,H2_ARRIVAL,F05,0.05,7766.771000000001,7930.0,7758.18,171.8199999999997,2020-03-11 15:45:00+00:00,2020-03-11 15:45:00+00:00,,2020-03-11 20:00:00+00:00,False,,,False,,H2_ARRIVAL
external,2020-03-11,2020-03-11 15:40:00+00:00,H2_ARRIVAL,F10,0.1,7775.362,7930.0,7758.18,171.8199999999997,2020-03-11 15:45:00+00:00,2020-03-11 15:45:00+00:00,,2020-03-11 20:00:00+00:00,False,,,False,,H2_ARRIVAL
external,2020-03-11,2020-03-11 15:40:00+00:00,H2_ARRIVAL,F15,0.15,7783.953,7930.0,7758.18,171.8199999999997,2020-03-11 15:45:00+00:00,2020-03-11 15:45:00+00:00,,2020-03-11 20:00:00+00:00,False,,,False,,H2_ARRIVAL
external,2020-03-11,2020-03-11 15:40:00+00:00,H2_ARRIVAL,F20,0.2,7792.544,7930.0,7758.18,171.8199999999997,2020-03-11 15:45:00+00:00,2020-03-11 15:45:00+00:00,,2020-03-11 20:00:00+00:00,False,,,False,,H2_ARRIVAL
external,2020-03-11,2020-03-11 15:40:00+00:00,H2_ARRIVAL,F25,0.25,7801.135,7930.0,7758.18,171.8199999999997,2020-03-11 15:45:00+00:00,2020-03-11 15:45:00+00:00,,2020-03-11 20:00:00+00:00,False,,,False,,H2_ARRIVAL
external,2020-03-24,2020-03-24 15:10:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F05,0.05,6517.646000000001,6840.0,6500.68,339.3199999999997,,,,2020-03-24 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-03-24,2020-03-24 15:10:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F10,0.1,6534.612,6840.0,6500.68,339.3199999999997,,,,2020-03-24 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-03-24,2020-03-24 15:10:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F15,0.15,6551.578,6840.0,6500.68,339.3199999999997,,,,2020-03-24 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-03-24,2020-03-24 15:10:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F20,0.2,6568.544,6840.0,6500.68,339.3199999999997,,,,2020-03-24 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-03-24,2020-03-24 15:10:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F25,0.25,6585.51,6840.0,6500.68,339.3199999999997,,,,2020-03-24 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-03-27,2020-03-27 13:50:00+00:00,H2_ARRIVAL,F05,0.05,6585.0,6699.0,6579.0,120.0,2020-03-27 13:55:00+00:00,2020-03-27 14:00:00+00:00,,2020-03-27 20:00:00+00:00,True,2020-03-27 13:55:00+00:00,6585.0,True,5.0,H2_ARRIVAL
external,2020-03-27,2020-03-27 13:50:00+00:00,H2_ARRIVAL,F10,0.1,6591.0,6699.0,6579.0,120.0,2020-03-27 13:55:00+00:00,2020-03-27 14:00:00+00:00,,2020-03-27 20:00:00+00:00,True,2020-03-27 13:55:00+00:00,6591.0,True,5.0,H2_ARRIVAL
external,2020-03-27,2020-03-27 13:50:00+00:00,H2_ARRIVAL,F15,0.15,6597.0,6699.0,6579.0,120.0,2020-03-27 13:55:00+00:00,2020-03-27 14:00:00+00:00,,2020-03-27 20:00:00+00:00,True,2020-03-27 13:55:00+00:00,6597.0,True,5.0,H2_ARRIVAL
external,2020-03-27,2020-03-27 13:50:00+00:00,H2_ARRIVAL,F20,0.2,6603.0,6699.0,6579.0,120.0,2020-03-27 13:55:00+00:00,2020-03-27 14:00:00+00:00,,2020-03-27 20:00:00+00:00,True,2020-03-27 13:55:00+00:00,6603.0,True,5.0,H2_ARRIVAL
external,2020-03-27,2020-03-27 13:50:00+00:00,H2_ARRIVAL,F25,0.25,6609.0,6699.0,6579.0,120.0,2020-03-27 13:55:00+00:00,2020-03-27 14:00:00+00:00,,2020-03-27 20:00:00+00:00,False,,,False,,H2_ARRIVAL
external,2020-04-01,2020-04-01 13:40:00+00:00,H2_ARRIVAL,F05,0.05,6187.85,6337.0,6180.0,157.0,2020-04-01 13:45:00+00:00,2020-04-01 16:00:00+00:00,,2020-04-01 20:00:00+00:00,True,2020-04-01 13:45:00+00:00,6187.85,True,135.0,H2_ARRIVAL
external,2020-04-01,2020-04-01 13:40:00+00:00,H2_ARRIVAL,F10,0.1,6195.7,6337.0,6180.0,157.0,2020-04-01 13:45:00+00:00,2020-04-01 16:00:00+00:00,,2020-04-01 20:00:00+00:00,True,2020-04-01 13:45:00+00:00,6195.7,True,135.0,H2_ARRIVAL
external,2020-04-01,2020-04-01 13:40:00+00:00,H2_ARRIVAL,F15,0.15,6203.55,6337.0,6180.0,157.0,2020-04-01 13:45:00+00:00,2020-04-01 16:00:00+00:00,,2020-04-01 20:00:00+00:00,True,2020-04-01 13:50:00+00:00,6203.55,True,130.0,H2_ARRIVAL
external,2020-04-01,2020-04-01 13:40:00+00:00,H2_ARRIVAL,F20,0.2,6211.4,6337.0,6180.0,157.0,2020-04-01 13:45:00+00:00,2020-04-01 16:00:00+00:00,,2020-04-01 20:00:00+00:00,True,2020-04-01 14:05:00+00:00,6211.4,True,115.0,H2_ARRIVAL
external,2020-04-01,2020-04-01 13:40:00+00:00,H2_ARRIVAL,F25,0.25,6219.25,6337.0,6180.0,157.0,2020-04-01 13:45:00+00:00,2020-04-01 16:00:00+00:00,,2020-04-01 20:00:00+00:00,True,2020-04-01 14:05:00+00:00,6219.25,True,115.0,H2_ARRIVAL
external,2020-04-03,2020-04-03 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F05,0.05,6845.7055,7049.11,6835.0,214.10999999999967,,,,2020-04-03 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-04-03,2020-04-03 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F10,0.1,6856.411,7049.11,6835.0,214.10999999999967,,,,2020-04-03 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-04-03,2020-04-03 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F15,0.15,6867.1165,7049.11,6835.0,214.10999999999967,,,,2020-04-03 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-04-03,2020-04-03 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F20,0.2,6877.822,7049.11,6835.0,214.10999999999967,,,,2020-04-03 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-04-03,2020-04-03 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F25,0.25,6888.5275,7049.11,6835.0,214.10999999999967,,,,2020-04-03 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-04-08,2020-04-08 14:00:00+00:00,NO_H2_BY_SESSION_END,F05,0.05,7217.11,7343.46,7210.46,133.0,2020-04-08 14:05:00+00:00,,,2020-04-08 20:00:00+00:00,False,,,False,,NO_H2_BY_SESSION_END
external,2020-04-08,2020-04-08 14:00:00+00:00,NO_H2_BY_SESSION_END,F10,0.1,7223.76,7343.46,7210.46,133.0,2020-04-08 14:05:00+00:00,,,2020-04-08 20:00:00+00:00,False,,,False,,NO_H2_BY_SESSION_END
external,2020-04-08,2020-04-08 14:00:00+00:00,NO_H2_BY_SESSION_END,F15,0.15,7230.41,7343.46,7210.46,133.0,2020-04-08 14:05:00+00:00,,,2020-04-08 20:00:00+00:00,True,2020-04-08 14:05:00+00:00,7230.41,False,,NO_H2_BY_SESSION_END
external,2020-04-08,2020-04-08 14:00:00+00:00,NO_H2_BY_SESSION_END,F20,0.2,7237.06,7343.46,7210.46,133.0,2020-04-08 14:05:00+00:00,,,2020-04-08 20:00:00+00:00,True,2020-04-08 14:05:00+00:00,7237.06,False,,NO_H2_BY_SESSION_END
external,2020-04-08,2020-04-08 14:00:00+00:00,NO_H2_BY_SESSION_END,F25,0.25,7243.71,7343.46,7210.46,133.0,2020-04-08 14:05:00+00:00,,,2020-04-08 20:00:00+00:00,True,2020-04-08 14:10:00+00:00,7243.71,False,,NO_H2_BY_SESSION_END
external,2020-04-17,2020-04-17 13:35:00+00:00,H2_ARRIVAL,F05,0.05,7018.7955,7122.64,7013.33,109.3100000000004,2020-04-17 13:45:00+00:00,2020-04-17 14:35:00+00:00,,2020-04-17 20:00:00+00:00,True,2020-04-17 13:45:00+00:00,7018.7955,True,50.0,H2_ARRIVAL
external,2020-04-17,2020-04-17 13:35:00+00:00,H2_ARRIVAL,F10,0.1,7024.261,7122.64,7013.33,109.3100000000004,2020-04-17 13:45:00+00:00,2020-04-17 14:35:00+00:00,,2020-04-17 20:00:00+00:00,True,2020-04-17 13:45:00+00:00,7024.261,True,50.0,H2_ARRIVAL
external,2020-04-17,2020-04-17 13:35:00+00:00,H2_ARRIVAL,F15,0.15,7029.7265,7122.64,7013.33,109.3100000000004,2020-04-17 13:45:00+00:00,2020-04-17 14:35:00+00:00,,2020-04-17 20:00:00+00:00,True,2020-04-17 13:45:00+00:00,7029.7265,True,50.0,H2_ARRIVAL
external,2020-04-17,2020-04-17 13:35:00+00:00,H2_ARRIVAL,F20,0.2,7035.192,7122.64,7013.33,109.3100000000004,2020-04-17 13:45:00+00:00,2020-04-17 14:35:00+00:00,,2020-04-17 20:00:00+00:00,True,2020-04-17 13:50:00+00:00,7035.192,True,45.0,H2_ARRIVAL
external,2020-04-17,2020-04-17 13:35:00+00:00,H2_ARRIVAL,F25,0.25,7040.6575,7122.64,7013.33,109.3100000000004,2020-04-17 13:45:00+00:00,2020-04-17 14:35:00+00:00,,2020-04-17 20:00:00+00:00,True,2020-04-17 13:55:00+00:00,7040.6575,True,40.0,H2_ARRIVAL
external,2020-04-27,2020-04-27 13:35:00+00:00,H2_ARRIVAL,F05,0.05,7654.4,7738.0,7650.0,88.0,2020-04-27 13:40:00+00:00,2020-04-27 14:40:00+00:00,,2020-04-27 20:00:00+00:00,False,,,False,,H2_ARRIVAL
external,2020-04-27,2020-04-27 13:35:00+00:00,H2_ARRIVAL,F10,0.1,7658.8,7738.0,7650.0,88.0,2020-04-27 13:40:00+00:00,2020-04-27 14:40:00+00:00,,2020-04-27 20:00:00+00:00,True,2020-04-27 14:35:00+00:00,7658.8,True,5.0,H2_ARRIVAL
external,2020-04-27,2020-04-27 13:35:00+00:00,H2_ARRIVAL,F15,0.15,7663.2,7738.0,7650.0,88.0,2020-04-27 13:40:00+00:00,2020-04-27 14:40:00+00:00,,2020-04-27 20:00:00+00:00,True,2020-04-27 14:25:00+00:00,7663.2,True,15.0,H2_ARRIVAL
external,2020-04-27,2020-04-27 13:35:00+00:00,H2_ARRIVAL,F20,0.2,7667.6,7738.0,7650.0,88.0,2020-04-27 13:40:00+00:00,2020-04-27 14:40:00+00:00,,2020-04-27 20:00:00+00:00,True,2020-04-27 14:25:00+00:00,7667.6,True,15.0,H2_ARRIVAL
external,2020-04-27,2020-04-27 13:35:00+00:00,H2_ARRIVAL,F25,0.25,7672.0,7738.0,7650.0,88.0,2020-04-27 13:40:00+00:00,2020-04-27 14:40:00+00:00,,2020-04-27 20:00:00+00:00,True,2020-04-27 13:40:00+00:00,7672.0,True,60.0,H2_ARRIVAL
external,2020-04-28,2020-04-28 15:00:00+00:00,NO_H2_BY_SESSION_END,F05,0.05,7684.9975,7760.0,7681.05,78.94999999999982,2020-04-28 15:15:00+00:00,,,2020-04-28 20:00:00+00:00,False,,,False,,NO_H2_BY_SESSION_END
external,2020-04-28,2020-04-28 15:00:00+00:00,NO_H2_BY_SESSION_END,F10,0.1,7688.945,7760.0,7681.05,78.94999999999982,2020-04-28 15:15:00+00:00,,,2020-04-28 20:00:00+00:00,False,,,False,,NO_H2_BY_SESSION_END
external,2020-04-28,2020-04-28 15:00:00+00:00,NO_H2_BY_SESSION_END,F15,0.15,7692.8925,7760.0,7681.05,78.94999999999982,2020-04-28 15:15:00+00:00,,,2020-04-28 20:00:00+00:00,False,,,False,,NO_H2_BY_SESSION_END
external,2020-04-28,2020-04-28 15:00:00+00:00,NO_H2_BY_SESSION_END,F20,0.2,7696.84,7760.0,7681.05,78.94999999999982,2020-04-28 15:15:00+00:00,,,2020-04-28 20:00:00+00:00,True,2020-04-28 15:15:00+00:00,7696.84,False,,NO_H2_BY_SESSION_END
external,2020-04-28,2020-04-28 15:00:00+00:00,NO_H2_BY_SESSION_END,F25,0.25,7700.7875,7760.0,7681.05,78.94999999999982,2020-04-28 15:15:00+00:00,,,2020-04-28 20:00:00+00:00,True,2020-04-28 15:15:00+00:00,7700.7875,False,,NO_H2_BY_SESSION_END
external,2020-05-01,2020-05-01 14:05:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F05,0.05,8770.5,9065.0,8755.0,310.0,,,,2020-05-01 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-05-01,2020-05-01 14:05:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F10,0.1,8786.0,9065.0,8755.0,310.0,,,,2020-05-01 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-05-01,2020-05-01 14:05:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F15,0.15,8801.5,9065.0,8755.0,310.0,,,,2020-05-01 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-05-01,2020-05-01 14:05:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F20,0.2,8817.0,9065.0,8755.0,310.0,,,,2020-05-01 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-05-01,2020-05-01 14:05:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F25,0.25,8832.5,9065.0,8755.0,310.0,,,,2020-05-01 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-05-11,2020-05-11 16:40:00+00:00,H2_ARRIVAL,F05,0.05,8506.6095,9164.0,8472.01,691.9899999999998,2020-05-11 16:55:00+00:00,2020-05-11 17:55:00+00:00,,2020-05-11 20:00:00+00:00,True,2020-05-11 17:20:00+00:00,8506.6095,True,35.0,H2_ARRIVAL
external,2020-05-11,2020-05-11 16:40:00+00:00,H2_ARRIVAL,F10,0.1,8541.209,9164.0,8472.01,691.9899999999998,2020-05-11 16:55:00+00:00,2020-05-11 17:55:00+00:00,,2020-05-11 20:00:00+00:00,True,2020-05-11 17:10:00+00:00,8541.209,True,45.0,H2_ARRIVAL
external,2020-05-11,2020-05-11 16:40:00+00:00,H2_ARRIVAL,F15,0.15,8575.808500000001,9164.0,8472.01,691.9899999999998,2020-05-11 16:55:00+00:00,2020-05-11 17:55:00+00:00,,2020-05-11 20:00:00+00:00,True,2020-05-11 17:05:00+00:00,8575.808500000001,True,50.0,H2_ARRIVAL
external,2020-05-11,2020-05-11 16:40:00+00:00,H2_ARRIVAL,F20,0.2,8610.408,9164.0,8472.01,691.9899999999998,2020-05-11 16:55:00+00:00,2020-05-11 17:55:00+00:00,,2020-05-11 20:00:00+00:00,True,2020-05-11 16:55:00+00:00,8610.408,True,60.0,H2_ARRIVAL
external,2020-05-11,2020-05-11 16:40:00+00:00,H2_ARRIVAL,F25,0.25,8645.0075,9164.0,8472.01,691.9899999999998,2020-05-11 16:55:00+00:00,2020-05-11 17:55:00+00:00,,2020-05-11 20:00:00+00:00,True,2020-05-11 17:00:00+00:00,8645.0075,True,55.0,H2_ARRIVAL
external,2020-05-15,2020-05-15 15:10:00+00:00,H2_ARRIVAL,F05,0.05,9472.0,9700.0,9460.0,240.0,2020-05-15 15:15:00+00:00,2020-05-15 15:30:00+00:00,,2020-05-15 20:00:00+00:00,True,2020-05-15 15:25:00+00:00,9472.0,True,5.0,H2_ARRIVAL
external,2020-05-15,2020-05-15 15:10:00+00:00,H2_ARRIVAL,F10,0.1,9484.0,9700.0,9460.0,240.0,2020-05-15 15:15:00+00:00,2020-05-15 15:30:00+00:00,,2020-05-15 20:00:00+00:00,True,2020-05-15 15:20:00+00:00,9484.0,True,10.0,H2_ARRIVAL
external,2020-05-15,2020-05-15 15:10:00+00:00,H2_ARRIVAL,F15,0.15,9496.0,9700.0,9460.0,240.0,2020-05-15 15:15:00+00:00,2020-05-15 15:30:00+00:00,,2020-05-15 20:00:00+00:00,True,2020-05-15 15:15:00+00:00,9496.0,True,15.0,H2_ARRIVAL
external,2020-05-15,2020-05-15 15:10:00+00:00,H2_ARRIVAL,F20,0.2,9508.0,9700.0,9460.0,240.0,2020-05-15 15:15:00+00:00,2020-05-15 15:30:00+00:00,,2020-05-15 20:00:00+00:00,True,2020-05-15 15:15:00+00:00,9508.0,True,15.0,H2_ARRIVAL
external,2020-05-15,2020-05-15 15:10:00+00:00,H2_ARRIVAL,F25,0.25,9520.0,9700.0,9460.0,240.0,2020-05-15 15:15:00+00:00,2020-05-15 15:30:00+00:00,,2020-05-15 20:00:00+00:00,True,2020-05-15 15:15:00+00:00,9520.0,True,15.0,H2_ARRIVAL
external,2020-05-21,2020-05-21 14:10:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F05,0.05,9239.178,9498.49,9225.53,272.9599999999991,,,,2020-05-21 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-05-21,2020-05-21 14:10:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F10,0.1,9252.826000000001,9498.49,9225.53,272.9599999999991,,,,2020-05-21 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-05-21,2020-05-21 14:10:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F15,0.15,9266.474,9498.49,9225.53,272.9599999999991,,,,2020-05-21 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-05-21,2020-05-21 14:10:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F20,0.2,9280.122000000001,9498.49,9225.53,272.9599999999991,,,,2020-05-21 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-05-21,2020-05-21 14:10:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F25,0.25,9293.77,9498.49,9225.53,272.9599999999991,,,,2020-05-21 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
external,2020-05-29,2020-05-29 15:20:00+00:00,NO_H2_BY_SESSION_END,F05,0.05,9352.4715,9590.0,9339.97,250.03000000000065,2020-05-29 15:30:00+00:00,,,2020-05-29 20:00:00+00:00,False,,,False,,NO_H2_BY_SESSION_END
external,2020-05-29,2020-05-29 15:20:00+00:00,NO_H2_BY_SESSION_END,F10,0.1,9364.973,9590.0,9339.97,250.03000000000065,2020-05-29 15:30:00+00:00,,,2020-05-29 20:00:00+00:00,True,2020-05-29 15:45:00+00:00,9364.973,False,,NO_H2_BY_SESSION_END
external,2020-05-29,2020-05-29 15:20:00+00:00,NO_H2_BY_SESSION_END,F15,0.15,9377.4745,9590.0,9339.97,250.03000000000065,2020-05-29 15:30:00+00:00,,,2020-05-29 20:00:00+00:00,True,2020-05-29 15:30:00+00:00,9377.4745,False,,NO_H2_BY_SESSION_END
external,2020-05-29,2020-05-29 15:20:00+00:00,NO_H2_BY_SESSION_END,F20,0.2,9389.975999999999,9590.0,9339.97,250.03000000000065,2020-05-29 15:30:00+00:00,,,2020-05-29 20:00:00+00:00,True,2020-05-29 15:30:00+00:00,9389.975999999999,False,,NO_H2_BY_SESSION_END
external,2020-05-29,2020-05-29 15:20:00+00:00,NO_H2_BY_SESSION_END,F25,0.25,9402.477499999999,9590.0,9339.97,250.03000000000065,2020-05-29 15:30:00+00:00,,,2020-05-29 20:00:00+00:00,True,2020-05-29 15:55:00+00:00,9402.477499999999,False,,NO_H2_BY_SESSION_END
external,2020-06-03,2020-06-03 14:15:00+00:00,NO_H2_BY_SESSION_END,F05,0.05,9494.223,9644.0,9486.34,157.65999999999985,2020-06-03 14:20:00+00:00,,,2020-06-03 20:00:00+00:00,False,,,False,,NO_H2_BY_SESSION_END
external,2020-06-03,2020-06-03 14:15:00+00:00,NO_H2_BY_SESSION_END,F10,0.1,9502.106,9644.0,9486.34,157.65999999999985,2020-06-03 14:20:00+00:00,,,2020-06-03 20:00:00+00:00,False,,,False,,NO_H2_BY_SESSION_END
external,2020-06-03,2020-06-03 14:15:00+00:00,NO_H2_BY_SESSION_END,F15,0.15,9509.989,9644.0,9486.34,157.65999999999985,2020-06-03 14:20:00+00:00,,,2020-06-03 20:00:00+00:00,True,2020-06-03 19:30:00+00:00,9509.989,False,,NO_H2_BY_SESSION_END
external,2020-06-03,2020-06-03 14:15:00+00:00,NO_H2_BY_SESSION_END,F20,0.2,9517.872,9644.0,9486.34,157.65999999999985,2020-06-03 14:20:00+00:00,,,2020-06-03 20:00:00+00:00,True,2020-06-03 19:30:00+00:00,9517.872,False,,NO_H2_BY_SESSION_END
external,2020-06-03,2020-06-03 14:15:00+00:00,NO_H2_BY_SESSION_END,F25,0.25,9525.755000000001,9644.0,9486.34,157.65999999999985,2020-06-03 14:20:00+00:00,,,2020-06-03 20:00:00+00:00,True,2020-06-03 15:40:00+00:00,9525.755000000001,False,,NO_H2_BY_SESSION_END
external,2020-06-17,2020-06-17 13:35:00+00:00,H2_ARRIVAL,F05,0.05,9455.95,9569.0,9450.0,119.0,2020-06-17 13:40:00+00:00,2020-06-17 13:50:00+00:00,,2020-06-17 20:00:00+00:00,False,,,False,,H2_ARRIVAL
external,2020-06-17,2020-06-17 13:35:00+00:00,H2_ARRIVAL,F10,0.1,9461.9,9569.0,9450.0,119.0,2020-06-17 13:40:00+00:00,2020-06-17 13:50:00+00:00,,2020-06-17 20:00:00+00:00,True,2020-06-17 13:40:00+00:00,9461.9,True,10.0,H2_ARRIVAL
external,2020-06-17,2020-06-17 13:35:00+00:00,H2_ARRIVAL,F15,0.15,9467.85,9569.0,9450.0,119.0,2020-06-17 13:40:00+00:00,2020-06-17 13:50:00+00:00,,2020-06-17 20:00:00+00:00,True,2020-06-17 13:40:00+00:00,9467.85,True,10.0,H2_ARRIVAL
external,2020-06-17,2020-06-17 13:35:00+00:00,H2_ARRIVAL,F20,0.2,9473.8,9569.0,9450.0,119.0,2020-06-17 13:40:00+00:00,2020-06-17 13:50:00+00:00,,2020-06-17 20:00:00+00:00,True,2020-06-17 13:40:00+00:00,9473.8,True,10.0,H2_ARRIVAL
external,2020-06-17,2020-06-17 13:35:00+00:00,H2_ARRIVAL,F25,0.25,9479.75,9569.0,9450.0,119.0,2020-06-17 13:40:00+00:00,2020-06-17 13:50:00+00:00,,2020-06-17 20:00:00+00:00,False,,,False,,H2_ARRIVAL
external,2020-06-18,2020-06-18 16:20:00+00:00,H2_ARRIVAL,F05,0.05,9378.8275,9483.85,9373.3,110.55000000000109,2020-06-18 16:25:00+00:00,2020-06-18 19:00:00+00:00,,2020-06-18 20:00:00+00:00,False,,,False,,H2_ARRIVAL
external,2020-06-18,2020-06-18 16:20:00+00:00,H2_ARRIVAL,F10,0.1,9384.355,9483.85,9373.3,110.55000000000109,2020-06-18 16:25:00+00:00,2020-06-18 19:00:00+00:00,,2020-06-18 20:00:00+00:00,True,2020-06-18 16:45:00+00:00,9384.355,True,135.0,H2_ARRIVAL
external,2020-06-18,2020-06-18 16:20:00+00:00,H2_ARRIVAL,F15,0.15,9389.8825,9483.85,9373.3,110.55000000000109,2020-06-18 16:25:00+00:00,2020-06-18 19:00:00+00:00,,2020-06-18 20:00:00+00:00,True,2020-06-18 16:40:00+00:00,9389.8825,True,140.0,H2_ARRIVAL
external,2020-06-18,2020-06-18 16:20:00+00:00,H2_ARRIVAL,F20,0.2,9395.41,9483.85,9373.3,110.55000000000109,2020-06-18 16:25:00+00:00,2020-06-18 19:00:00+00:00,,2020-06-18 20:00:00+00:00,True,2020-06-18 16:30:00+00:00,9395.41,True,150.0,H2_ARRIVAL
external,2020-06-18,2020-06-18 16:20:00+00:00,H2_ARRIVAL,F25,0.25,9400.9375,9483.85,9373.3,110.55000000000109,2020-06-18 16:25:00+00:00,2020-06-18 19:00:00+00:00,,2020-06-18 20:00:00+00:00,True,2020-06-18 16:25:00+00:00,9400.9375,True,155.0,H2_ARRIVAL
external,2020-06-19,2020-06-19 18:35:00+00:00,NO_H2_BY_SESSION_END,F05,0.05,9279.226,9453.0,9270.08,182.92000000000007,2020-06-19 18:40:00+00:00,,,2020-06-19 20:00:00+00:00,False,,,False,,NO_H2_BY_SESSION_END
external,2020-06-19,2020-06-19 18:35:00+00:00,NO_H2_BY_SESSION_END,F10,0.1,9288.372,9453.0,9270.08,182.92000000000007,2020-06-19 18:40:00+00:00,,,2020-06-19 20:00:00+00:00,True,2020-06-19 18:40:00+00:00,9288.372,False,,NO_H2_BY_SESSION_END
