exec_min,execution_utc,entry_f,entry,robust_targets,robust_target_count,target_runs,has_target_family,selected_family,representative_target_ext,representative_target,development_n,development_wr,development_pf,development_expectancy,development_net,external_n,external_wr,external_pf,external_expectancy,external_net,reference_validation_n,reference_validation_wr,reference_validation_pf,reference_validation_expectancy,reference_validation_net,development_opportunities_per_week,median_major_wr,median_major_pf,median_major_expectancy,btc_wr_gap_pp,btc_pf_gap,btc_exp_gap
300,05:00,0.8,F80,"E15,E20,E25,E30,E35,E40",6,E15→E20→E25→E30→E35→E40,True,E15→E20→E25→E30→E35→E40,0.3,E30,58,0.5689655172413793,1.378658857813715,0.5519802886564882,32.01485674207631,36,0.5555555555555556,2.1141078403021596,1.6697188122444675,60.10987724080083,28,0.6428571428571429,1.518192077656603,0.7232687380670448,20.251524665877255,0.3704379562043795,0.5689655172413793,1.518192077656603,0.7232687380670448,-15.033248275862066,-0.7050009223433973,-0.5367312619329552
540,09:00,0.8,F80,"E10,E15,E20,E25,E30,E35,E40",7,E10→E15→E20→E25→E30→E35→E40,True,E10→E15→E20→E25→E30→E35→E40,0.25,E25,96,0.6458333333333334,1.3266555612003679,0.4836885848231534,46.43410414302273,56,0.5892857142857143,1.0224126696486135,0.06771425598450644,3.7919983351323605,35,0.6571428571428571,1.5450551674084732,0.710926805959229,24.882438208573014,0.6131386861313868,0.6458333333333334,1.3266555612003679,0.4836885848231534,-7.346466666666663,-0.8965374387996323,-0.7763114151768467
600,10:00,0.75,F75,"E05,E10,E15,E20,E25,E30,E35,E40",8,E05→E10→E15→E20→E25→E30→E35→E40,True,E05→E10→E15→E20→E25→E30→E35→E40,0.25,E25,97,0.5876288659793815,1.2526903073967435,0.3840569572902663,37.25352485715583,38,0.6578947368421053,1.7220817570614255,1.5203582201409744,57.77361236535703,41,0.5609756097560976,1.395193775049917,0.7361063514524795,30.180360409551657,0.6195255474452555,0.5876288659793815,1.395193775049917,0.7361063514524795,-13.166913402061853,-0.8279992249500832,-0.5238936485475205
960,16:00,0.9,F90,"E20,E25",2,E20→E25,True,E20→E25,0.25,E25,61,0.6229508196721312,1.356477333965431,0.5839264992646819,35.61951645514559,60,0.55,1.5479439586758035,1.0331162531486207,61.986975188917235,39,0.5641025641025641,1.069794119840298,0.15842370705854592,6.178524575283291,0.3895985401459854,0.5641025641025641,1.356477333965431,0.5839264992646819,-15.51954358974359,-0.8667156660345692,-0.6760735007353181
