year,n,mean_r,cum_r,pf_r
2020,8,0.6085665789212613,4.8685326313700905,3.434266315685045
2021,57,0.0052085315385606516,0.29688629769795716,1.0111304302756587
2022,42,0.11717918097200186,4.921525600824078,1.3213451262708626
2023,53,-0.03665992482581911,-1.942976015768413,0.9193088588161941
2024,58,0.15550208379719485,9.019120860237301,1.4264619562977758
