partition,date_utc,signal_bar_start,signal_ts,session_end,H,L,range,k1_episode_bars,window_status,leave_bar_start,leave_ts,eligible_start,h2_bar_start,h2_ts,opposite_break_bar_start,opposite_break_ts,terminal_bar_start
development,2023-05-02,2023-05-02 13:35:00+00:00,2023-05-02 13:40:00+00:00,2023-05-02 20:00:00+00:00,28250.0,27921.6,328.40000000000146,1,H2_ARRIVAL,2023-05-02 13:40:00+00:00,2023-05-02 13:45:00+00:00,2023-05-02 13:45:00+00:00,2023-05-02 14:05:00+00:00,2023-05-02 14:10:00+00:00,,,2023-05-02 14:05:00+00:00
development,2023-05-03,2023-05-03 14:50:00+00:00,2023-05-03 14:55:00+00:00,2023-05-03 20:00:00+00:00,28758.9,28115.4,643.5,1,NO_H2_BY_SESSION_END,2023-05-03 14:55:00+00:00,2023-05-03 15:00:00+00:00,2023-05-03 15:00:00+00:00,,,,,
development,2023-05-11,2023-05-11 13:50:00+00:00,2023-05-11 13:55:00+00:00,2023-05-11 20:00:00+00:00,27630.0,27220.0,410.0,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2023-05-16,2023-05-16 13:55:00+00:00,2023-05-16 14:00:00+00:00,2023-05-16 20:00:00+00:00,27274.2,26959.1,315.1000000000022,2,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2023-05-17,2023-05-17 14:35:00+00:00,2023-05-17 14:40:00+00:00,2023-05-17 20:00:00+00:00,26907.5,26558.0,349.5,1,OPPOSITE_BREAK_BEFORE_H2,2023-05-17 14:40:00+00:00,2023-05-17 14:45:00+00:00,2023-05-17 14:45:00+00:00,,,2023-05-17 16:50:00+00:00,2023-05-17 16:55:00+00:00,2023-05-17 16:50:00+00:00
development,2023-05-18,2023-05-18 14:45:00+00:00,2023-05-18 14:50:00+00:00,2023-05-18 20:00:00+00:00,27471.5,27165.6,305.90000000000146,2,H2_ARRIVAL,2023-05-18 14:55:00+00:00,2023-05-18 15:00:00+00:00,2023-05-18 15:00:00+00:00,2023-05-18 15:20:00+00:00,2023-05-18 15:25:00+00:00,,,2023-05-18 15:20:00+00:00
development,2023-05-19,2023-05-19 14:10:00+00:00,2023-05-19 14:15:00+00:00,2023-05-19 20:00:00+00:00,26985.6,26773.0,212.59999999999854,2,H2_ARRIVAL,2023-05-19 14:20:00+00:00,2023-05-19 14:25:00+00:00,2023-05-19 14:25:00+00:00,2023-05-19 14:25:00+00:00,2023-05-19 14:30:00+00:00,,,2023-05-19 14:25:00+00:00
development,2023-05-23,2023-05-23 13:35:00+00:00,2023-05-23 13:40:00+00:00,2023-05-23 20:00:00+00:00,27383.0,27225.0,158.0,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2023-05-29,2023-05-29 14:55:00+00:00,2023-05-29 15:00:00+00:00,2023-05-29 20:00:00+00:00,27966.7,27730.0,236.70000000000073,1,H2_ARRIVAL,2023-05-29 15:00:00+00:00,2023-05-29 15:05:00+00:00,2023-05-29 15:05:00+00:00,2023-05-29 15:20:00+00:00,2023-05-29 15:25:00+00:00,,,2023-05-29 15:20:00+00:00
development,2023-06-05,2023-06-05 15:00:00+00:00,2023-06-05 15:05:00+00:00,2023-06-05 20:00:00+00:00,26831.2,26625.0,206.20000000000073,2,H2_ARRIVAL,2023-06-05 15:10:00+00:00,2023-06-05 15:15:00+00:00,2023-06-05 15:15:00+00:00,2023-06-05 15:15:00+00:00,2023-06-05 15:20:00+00:00,,,2023-06-05 15:15:00+00:00
development,2023-06-07,2023-06-07 14:50:00+00:00,2023-06-07 14:55:00+00:00,2023-06-07 20:00:00+00:00,26968.0,26330.8,637.2000000000007,3,H2_ARRIVAL,2023-06-07 15:05:00+00:00,2023-06-07 15:10:00+00:00,2023-06-07 15:10:00+00:00,2023-06-07 15:50:00+00:00,2023-06-07 15:55:00+00:00,,,2023-06-07 15:50:00+00:00
development,2023-06-08,2023-06-08 13:35:00+00:00,2023-06-08 13:40:00+00:00,2023-06-08 20:00:00+00:00,26594.9,26300.0,294.90000000000146,1,OPPOSITE_BREAK_BEFORE_H2,2023-06-08 13:40:00+00:00,2023-06-08 13:45:00+00:00,2023-06-08 13:45:00+00:00,,,2023-06-08 14:35:00+00:00,2023-06-08 14:40:00+00:00,2023-06-08 14:35:00+00:00
development,2023-06-09,2023-06-09 15:45:00+00:00,2023-06-09 15:50:00+00:00,2023-06-09 20:00:00+00:00,26775.0,26476.8,298.2000000000007,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2023-06-13,2023-06-13 15:00:00+00:00,2023-06-13 15:05:00+00:00,2023-06-13 20:00:00+00:00,26430.5,25888.0,542.5,1,H2_ARRIVAL,2023-06-13 15:05:00+00:00,2023-06-13 15:10:00+00:00,2023-06-13 15:10:00+00:00,2023-06-13 15:15:00+00:00,2023-06-13 15:20:00+00:00,,,2023-06-13 15:15:00+00:00
development,2023-07-05,2023-07-05 13:30:00+00:00,2023-07-05 13:35:00+00:00,2023-07-05 20:00:00+00:00,30797.4,30206.0,591.4000000000015,1,NO_H2_BY_SESSION_END,2023-07-05 13:35:00+00:00,2023-07-05 13:40:00+00:00,2023-07-05 13:40:00+00:00,,,,,
development,2023-07-11,2023-07-11 13:40:00+00:00,2023-07-11 13:45:00+00:00,2023-07-11 20:00:00+00:00,30557.8,30325.0,232.79999999999927,1,OPPOSITE_BREAK_BEFORE_H2,2023-07-11 13:45:00+00:00,2023-07-11 13:50:00+00:00,2023-07-11 13:50:00+00:00,,,2023-07-11 14:45:00+00:00,2023-07-11 14:50:00+00:00,2023-07-11 14:45:00+00:00
development,2023-07-14,2023-07-14 13:35:00+00:00,2023-07-14 13:40:00+00:00,2023-07-14 20:00:00+00:00,31284.9,31071.6,213.3000000000029,1,OPPOSITE_BREAK_BEFORE_H2,2023-07-14 13:40:00+00:00,2023-07-14 13:45:00+00:00,2023-07-14 13:45:00+00:00,,,2023-07-14 14:55:00+00:00,2023-07-14 15:00:00+00:00,2023-07-14 14:55:00+00:00
development,2023-07-17,2023-07-17 17:20:00+00:00,2023-07-17 17:25:00+00:00,2023-07-17 20:00:00+00:00,30309.4,29910.0,399.40000000000146,1,H2_ARRIVAL,2023-07-17 17:25:00+00:00,2023-07-17 17:30:00+00:00,2023-07-17 17:30:00+00:00,2023-07-17 18:30:00+00:00,2023-07-17 18:35:00+00:00,,,2023-07-17 18:30:00+00:00
development,2023-07-18,2023-07-18 16:45:00+00:00,2023-07-18 16:50:00+00:00,2023-07-18 20:00:00+00:00,30098.5,29657.1,441.40000000000146,2,H2_ARRIVAL,2023-07-18 16:55:00+00:00,2023-07-18 17:00:00+00:00,2023-07-18 17:00:00+00:00,2023-07-18 17:00:00+00:00,2023-07-18 17:05:00+00:00,,,2023-07-18 17:00:00+00:00
development,2023-07-24,2023-07-24 15:05:00+00:00,2023-07-24 15:10:00+00:00,2023-07-24 20:00:00+00:00,29820.9,28904.4,916.5,2,NO_H2_BY_SESSION_END,2023-07-24 15:15:00+00:00,2023-07-24 15:20:00+00:00,2023-07-24 15:20:00+00:00,,,,,
development,2023-07-31,2023-07-31 13:50:00+00:00,2023-07-31 13:55:00+00:00,2023-07-31 20:00:00+00:00,29461.4,29317.4,144.0,4,H2_ARRIVAL,2023-07-31 14:10:00+00:00,2023-07-31 14:15:00+00:00,2023-07-31 14:15:00+00:00,2023-07-31 14:20:00+00:00,2023-07-31 14:25:00+00:00,,,2023-07-31 14:20:00+00:00
development,2023-08-01,2023-08-01 15:30:00+00:00,2023-08-01 15:35:00+00:00,2023-08-01 20:00:00+00:00,28986.5,28715.0,271.5,1,OPPOSITE_BREAK_BEFORE_H2,2023-08-01 15:35:00+00:00,2023-08-01 15:40:00+00:00,2023-08-01 15:40:00+00:00,,,2023-08-01 16:05:00+00:00,2023-08-01 16:10:00+00:00,2023-08-01 16:05:00+00:00
development,2023-08-02,2023-08-02 13:30:00+00:00,2023-08-02 13:35:00+00:00,2023-08-02 20:00:00+00:00,29599.0,29360.0,239.0,2,H2_ARRIVAL,2023-08-02 13:40:00+00:00,2023-08-02 13:45:00+00:00,2023-08-02 13:45:00+00:00,2023-08-02 14:05:00+00:00,2023-08-02 14:10:00+00:00,,,2023-08-02 14:05:00+00:00
development,2023-08-09,2023-08-09 15:05:00+00:00,2023-08-09 15:10:00+00:00,2023-08-09 20:00:00+00:00,30149.7,29715.6,434.1000000000022,3,H2_ARRIVAL,2023-08-09 15:20:00+00:00,2023-08-09 15:25:00+00:00,2023-08-09 15:25:00+00:00,2023-08-09 15:30:00+00:00,2023-08-09 15:35:00+00:00,,,2023-08-09 15:30:00+00:00
development,2023-08-14,2023-08-14 13:30:00+00:00,2023-08-14 13:35:00+00:00,2023-08-14 20:00:00+00:00,29486.0,29330.0,156.0,1,OPPOSITE_BREAK_BEFORE_H2,2023-08-14 13:35:00+00:00,2023-08-14 13:40:00+00:00,2023-08-14 13:40:00+00:00,,,2023-08-14 14:40:00+00:00,2023-08-14 14:45:00+00:00,2023-08-14 14:40:00+00:00
development,2023-08-15,2023-08-15 14:05:00+00:00,2023-08-15 14:10:00+00:00,2023-08-15 20:00:00+00:00,29446.5,29340.2,106.29999999999927,1,H2_ARRIVAL,2023-08-15 14:10:00+00:00,2023-08-15 14:15:00+00:00,2023-08-15 14:15:00+00:00,2023-08-15 15:20:00+00:00,2023-08-15 15:25:00+00:00,,,2023-08-15 15:20:00+00:00
development,2023-08-18,2023-08-18 13:55:00+00:00,2023-08-18 14:00:00+00:00,2023-08-18 20:00:00+00:00,26595.2,26222.3,372.90000000000146,2,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2023-08-22,2023-08-22 13:30:00+00:00,2023-08-22 13:35:00+00:00,2023-08-22 20:00:00+00:00,26100.0,25991.2,108.79999999999927,2,H2_ARRIVAL,2023-08-22 13:40:00+00:00,2023-08-22 13:45:00+00:00,2023-08-22 13:45:00+00:00,2023-08-22 13:50:00+00:00,2023-08-22 13:55:00+00:00,,,2023-08-22 13:50:00+00:00
development,2023-08-30,2023-08-30 13:35:00+00:00,2023-08-30 13:40:00+00:00,2023-08-30 20:00:00+00:00,27493.6,27280.7,212.89999999999782,4,H2_ARRIVAL,2023-08-30 13:55:00+00:00,2023-08-30 14:00:00+00:00,2023-08-30 14:00:00+00:00,2023-08-30 14:15:00+00:00,2023-08-30 14:20:00+00:00,,,2023-08-30 14:15:00+00:00
development,2023-08-31,2023-08-31 14:15:00+00:00,2023-08-31 14:20:00+00:00,2023-08-31 20:00:00+00:00,27674.3,27010.0,664.2999999999993,1,H2_ARRIVAL,2023-08-31 14:20:00+00:00,2023-08-31 14:25:00+00:00,2023-08-31 14:25:00+00:00,2023-08-31 15:40:00+00:00,2023-08-31 15:45:00+00:00,,,2023-08-31 15:40:00+00:00
development,2023-09-05,2023-09-05 14:35:00+00:00,2023-09-05 14:40:00+00:00,2023-09-05 20:00:00+00:00,25830.0,25639.0,191.0,1,OPPOSITE_BREAK_BEFORE_H2,2023-09-05 14:40:00+00:00,2023-09-05 14:45:00+00:00,2023-09-05 14:45:00+00:00,,,2023-09-05 15:15:00+00:00,2023-09-05 15:20:00+00:00,2023-09-05 15:15:00+00:00
development,2023-09-15,2023-09-15 14:30:00+00:00,2023-09-15 14:35:00+00:00,2023-09-15 20:00:00+00:00,26691.5,26320.0,371.5,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2023-09-18,2023-09-18 17:30:00+00:00,2023-09-18 17:35:00+00:00,2023-09-18 20:00:00+00:00,27397.0,26666.4,730.5999999999985,1,H2_ARRIVAL,2023-09-18 17:35:00+00:00,2023-09-18 17:40:00+00:00,2023-09-18 17:40:00+00:00,2023-09-18 18:40:00+00:00,2023-09-18 18:45:00+00:00,,,2023-09-18 18:40:00+00:00
development,2023-09-22,2023-09-22 13:40:00+00:00,2023-09-22 13:45:00+00:00,2023-09-22 20:00:00+00:00,26737.7,26560.0,177.70000000000073,1,H2_ARRIVAL,2023-09-22 13:45:00+00:00,2023-09-22 13:50:00+00:00,2023-09-22 13:50:00+00:00,2023-09-22 13:50:00+00:00,2023-09-22 13:55:00+00:00,,,2023-09-22 13:50:00+00:00
development,2023-09-26,2023-09-26 13:30:00+00:00,2023-09-26 13:35:00+00:00,2023-09-26 20:00:00+00:00,26322.4,26170.1,152.3000000000029,1,H2_ARRIVAL,2023-09-26 13:35:00+00:00,2023-09-26 13:40:00+00:00,2023-09-26 13:40:00+00:00,2023-09-26 13:55:00+00:00,2023-09-26 14:00:00+00:00,,,2023-09-26 13:55:00+00:00
development,2023-09-27,2023-09-27 14:25:00+00:00,2023-09-27 14:30:00+00:00,2023-09-27 20:00:00+00:00,26849.9,26209.0,640.9000000000015,5,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2023-09-29,2023-09-29 13:40:00+00:00,2023-09-29 13:45:00+00:00,2023-09-29 20:00:00+00:00,27168.0,26880.0,288.0,1,H2_ARRIVAL,2023-09-29 13:45:00+00:00,2023-09-29 13:50:00+00:00,2023-09-29 13:50:00+00:00,2023-09-29 13:50:00+00:00,2023-09-29 13:55:00+00:00,,,2023-09-29 13:50:00+00:00
development,2023-10-04,2023-10-04 13:45:00+00:00,2023-10-04 13:50:00+00:00,2023-10-04 20:00:00+00:00,27627.6,27420.5,207.09999999999854,1,H2_ARRIVAL,2023-10-04 13:50:00+00:00,2023-10-04 13:55:00+00:00,2023-10-04 13:55:00+00:00,2023-10-04 13:55:00+00:00,2023-10-04 14:00:00+00:00,,,2023-10-04 13:55:00+00:00
development,2023-10-09,2023-10-09 16:00:00+00:00,2023-10-09 16:05:00+00:00,2023-10-09 20:00:00+00:00,27834.8,27358.2,476.59999999999854,1,H2_ARRIVAL,2023-10-09 16:05:00+00:00,2023-10-09 16:10:00+00:00,2023-10-09 16:10:00+00:00,2023-10-09 16:25:00+00:00,2023-10-09 16:30:00+00:00,,,2023-10-09 16:25:00+00:00
development,2023-10-10,2023-10-10 13:35:00+00:00,2023-10-10 13:40:00+00:00,2023-10-10 20:00:00+00:00,27727.3,27379.0,348.2999999999993,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2023-10-17,2023-10-17 13:45:00+00:00,2023-10-17 13:50:00+00:00,2023-10-17 20:00:00+00:00,28605.0,28123.7,481.2999999999993,1,NO_H2_BY_SESSION_END,2023-10-17 13:50:00+00:00,2023-10-17 13:55:00+00:00,2023-10-17 13:55:00+00:00,,,,,
development,2023-10-18,2023-10-18 14:30:00+00:00,2023-10-18 14:35:00+00:00,2023-10-18 20:00:00+00:00,28584.9,28204.8,380.1000000000022,2,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2023-10-24,2023-10-24 15:15:00+00:00,2023-10-24 15:20:00+00:00,2023-10-24 20:00:00+00:00,34888.0,33966.0,922.0,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2023-10-27,2023-10-27 14:30:00+00:00,2023-10-27 14:35:00+00:00,2023-10-27 20:00:00+00:00,34220.0,33912.1,307.90000000000146,2,H2_ARRIVAL,2023-10-27 14:40:00+00:00,2023-10-27 14:45:00+00:00,2023-10-27 14:45:00+00:00,2023-10-27 14:45:00+00:00,2023-10-27 14:50:00+00:00,,,2023-10-27 14:45:00+00:00
development,2023-10-30,2023-10-30 17:10:00+00:00,2023-10-30 17:15:00+00:00,2023-10-30 20:00:00+00:00,34888.2,34161.7,726.5,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2023-11-13,2023-11-13 14:45:00+00:00,2023-11-13 14:50:00+00:00,2023-11-13 20:00:00+00:00,37065.9,36662.0,403.90000000000146,1,H2_ARRIVAL,2023-11-13 14:50:00+00:00,2023-11-13 14:55:00+00:00,2023-11-13 14:55:00+00:00,2023-11-13 17:20:00+00:00,2023-11-13 17:25:00+00:00,,,2023-11-13 17:20:00+00:00
development,2023-11-23,2023-11-23 14:30:00+00:00,2023-11-23 14:35:00+00:00,2023-11-23 20:00:00+00:00,37650.0,37135.8,514.1999999999971,1,H2_ARRIVAL,2023-11-23 14:35:00+00:00,2023-11-23 14:40:00+00:00,2023-11-23 14:40:00+00:00,2023-11-23 14:50:00+00:00,2023-11-23 14:55:00+00:00,,,2023-11-23 14:50:00+00:00
development,2023-11-27,2023-11-27 13:50:00+00:00,2023-11-27 13:55:00+00:00,2023-11-27 20:00:00+00:00,37457.0,36756.7,700.3000000000029,1,H2_ARRIVAL,2023-11-27 13:55:00+00:00,2023-11-27 14:00:00+00:00,2023-11-27 14:00:00+00:00,2023-11-27 14:30:00+00:00,2023-11-27 14:35:00+00:00,,,2023-11-27 14:30:00+00:00
development,2023-12-14,2023-12-14 13:30:00+00:00,2023-12-14 13:35:00+00:00,2023-12-14 20:00:00+00:00,43379.3,41851.0,1528.300000000003,1,NO_H2_BY_SESSION_END,2023-12-14 13:35:00+00:00,2023-12-14 13:40:00+00:00,2023-12-14 13:40:00+00:00,,,,,
development,2023-12-28,2023-12-28 14:45:00+00:00,2023-12-28 14:50:00+00:00,2023-12-28 20:00:00+00:00,43233.0,42614.0,619.0,3,H2_ARRIVAL,2023-12-28 15:00:00+00:00,2023-12-28 15:05:00+00:00,2023-12-28 15:05:00+00:00,2023-12-28 15:05:00+00:00,2023-12-28 15:10:00+00:00,,,2023-12-28 15:05:00+00:00
development,2024-01-05,2024-01-05 14:40:00+00:00,2024-01-05 14:45:00+00:00,2024-01-05 20:00:00+00:00,44332.4,43459.0,873.4000000000015,1,H2_ARRIVAL,2024-01-05 14:45:00+00:00,2024-01-05 14:50:00+00:00,2024-01-05 14:50:00+00:00,2024-01-05 14:55:00+00:00,2024-01-05 15:00:00+00:00,,,2024-01-05 14:55:00+00:00
development,2024-01-16,2024-01-16 13:50:00+00:00,2024-01-16 13:55:00+00:00,2024-01-16 20:00:00+00:00,43181.7,42718.8,462.8999999999942,1,H2_ARRIVAL,2024-01-16 13:55:00+00:00,2024-01-16 14:00:00+00:00,2024-01-16 14:00:00+00:00,2024-01-16 14:00:00+00:00,2024-01-16 14:05:00+00:00,,,2024-01-16 14:00:00+00:00
development,2024-01-22,2024-01-22 15:20:00+00:00,2024-01-22 15:25:00+00:00,2024-01-22 20:00:00+00:00,41253.7,40353.7,900.0,1,H2_ARRIVAL,2024-01-22 15:25:00+00:00,2024-01-22 15:30:00+00:00,2024-01-22 15:30:00+00:00,2024-01-22 18:45:00+00:00,2024-01-22 18:50:00+00:00,,,2024-01-22 18:45:00+00:00
development,2024-01-24,2024-01-24 14:10:00+00:00,2024-01-24 14:15:00+00:00,2024-01-24 20:00:00+00:00,40560.6,39844.7,715.9000000000015,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2024-01-25,2024-01-25 13:45:00+00:00,2024-01-25 13:50:00+00:00,2024-01-25 20:00:00+00:00,40300.0,39780.2,519.8000000000029,2,H2_ARRIVAL,2024-01-25 13:55:00+00:00,2024-01-25 14:00:00+00:00,2024-01-25 14:00:00+00:00,2024-01-25 15:25:00+00:00,2024-01-25 15:30:00+00:00,,,2024-01-25 15:25:00+00:00
development,2024-01-29,2024-01-29 13:30:00+00:00,2024-01-29 13:35:00+00:00,2024-01-29 20:00:00+00:00,42368.7,41932.9,435.79999999999563,1,H2_ARRIVAL,2024-01-29 13:35:00+00:00,2024-01-29 13:40:00+00:00,2024-01-29 13:40:00+00:00,2024-01-29 13:45:00+00:00,2024-01-29 13:50:00+00:00,,,2024-01-29 13:45:00+00:00
development,2024-01-30,2024-01-30 14:10:00+00:00,2024-01-30 14:15:00+00:00,2024-01-30 20:00:00+00:00,43888.0,43130.5,757.5,1,NO_H2_BY_SESSION_END,2024-01-30 14:15:00+00:00,2024-01-30 14:20:00+00:00,2024-01-30 14:20:00+00:00,,,,,
development,2024-02-13,2024-02-13 13:30:00+00:00,2024-02-13 13:35:00+00:00,2024-02-13 20:00:00+00:00,50290.0,49651.0,639.0,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2024-02-19,2024-02-19 14:05:00+00:00,2024-02-19 14:10:00+00:00,2024-02-19 20:00:00+00:00,52509.1,52088.7,420.40000000000146,1,H2_ARRIVAL,2024-02-19 14:10:00+00:00,2024-02-19 14:15:00+00:00,2024-02-19 14:15:00+00:00,2024-02-19 14:25:00+00:00,2024-02-19 14:30:00+00:00,,,2024-02-19 14:25:00+00:00
development,2024-03-18,2024-03-18 13:45:00+00:00,2024-03-18 13:50:00+00:00,2024-03-18 20:00:00+00:00,68685.3,67350.6,1334.699999999997,1,H2_ARRIVAL,2024-03-18 13:50:00+00:00,2024-03-18 13:55:00+00:00,2024-03-18 13:55:00+00:00,2024-03-18 14:00:00+00:00,2024-03-18 14:05:00+00:00,,,2024-03-18 14:00:00+00:00
development,2024-03-21,2024-03-21 13:55:00+00:00,2024-03-21 14:00:00+00:00,2024-03-21 20:00:00+00:00,67774.3,66695.6,1078.699999999997,2,H2_ARRIVAL,2024-03-21 14:05:00+00:00,2024-03-21 14:10:00+00:00,2024-03-21 14:10:00+00:00,2024-03-21 15:00:00+00:00,2024-03-21 15:05:00+00:00,,,2024-03-21 15:00:00+00:00
development,2024-03-26,2024-03-26 13:40:00+00:00,2024-03-26 13:45:00+00:00,2024-03-26 20:00:00+00:00,71340.8,70295.9,1044.9000000000087,1,H2_ARRIVAL,2024-03-26 13:45:00+00:00,2024-03-26 13:50:00+00:00,2024-03-26 13:50:00+00:00,2024-03-26 14:00:00+00:00,2024-03-26 14:05:00+00:00,,,2024-03-26 14:00:00+00:00
development,2024-04-15,2024-04-15 13:55:00+00:00,2024-04-15 14:00:00+00:00,2024-04-15 20:00:00+00:00,66874.9,65767.0,1107.8999999999942,2,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2024-04-17,2024-04-17 14:05:00+00:00,2024-04-17 14:10:00+00:00,2024-04-17 20:00:00+00:00,63562.7,62024.8,1537.8999999999942,2,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2024-04-26,2024-04-26 13:30:00+00:00,2024-04-26 13:35:00+00:00,2024-04-26 20:00:00+00:00,64544.8,63700.0,844.8000000000029,1,OPPOSITE_BREAK_BEFORE_H2,2024-04-26 13:35:00+00:00,2024-04-26 13:40:00+00:00,2024-04-26 13:40:00+00:00,,,2024-04-26 14:10:00+00:00,2024-04-26 14:15:00+00:00,2024-04-26 14:10:00+00:00
development,2024-04-30,2024-04-30 14:00:00+00:00,2024-04-30 14:05:00+00:00,2024-04-30 20:00:00+00:00,63220.4,60714.0,2506.4000000000015,1,H2_ARRIVAL,2024-04-30 14:05:00+00:00,2024-04-30 14:10:00+00:00,2024-04-30 14:10:00+00:00,2024-04-30 14:10:00+00:00,2024-04-30 14:15:00+00:00,,,2024-04-30 14:10:00+00:00
development,2024-05-08,2024-05-08 13:40:00+00:00,2024-05-08 13:45:00+00:00,2024-05-08 20:00:00+00:00,62517.6,61800.0,717.5999999999985,1,OPPOSITE_BREAK_BEFORE_H2,2024-05-08 13:45:00+00:00,2024-05-08 13:50:00+00:00,2024-05-08 13:50:00+00:00,,,2024-05-08 14:20:00+00:00,2024-05-08 14:25:00+00:00,2024-05-08 14:20:00+00:00
development,2024-05-10,2024-05-10 14:00:00+00:00,2024-05-10 14:05:00+00:00,2024-05-10 20:00:00+00:00,63446.5,62758.7,687.8000000000029,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2024-05-16,2024-05-16 14:20:00+00:00,2024-05-16 14:25:00+00:00,2024-05-16 20:00:00+00:00,66800.0,65736.7,1063.300000000003,1,H2_ARRIVAL,2024-05-16 14:25:00+00:00,2024-05-16 14:30:00+00:00,2024-05-16 14:30:00+00:00,2024-05-16 14:55:00+00:00,2024-05-16 15:00:00+00:00,,,2024-05-16 14:55:00+00:00
development,2024-05-20,2024-05-20 14:35:00+00:00,2024-05-20 14:40:00+00:00,2024-05-20 20:00:00+00:00,67341.4,66720.9,620.5,1,OPPOSITE_BREAK_BEFORE_H2,2024-05-20 14:40:00+00:00,2024-05-20 14:45:00+00:00,2024-05-20 14:45:00+00:00,,,2024-05-20 15:50:00+00:00,2024-05-20 15:55:00+00:00,2024-05-20 15:50:00+00:00
development,2024-05-21,2024-05-21 13:30:00+00:00,2024-05-21 13:35:00+00:00,2024-05-21 20:00:00+00:00,71498.6,70880.2,618.4000000000087,1,H2_ARRIVAL,2024-05-21 13:35:00+00:00,2024-05-21 13:40:00+00:00,2024-05-21 13:40:00+00:00,2024-05-21 13:50:00+00:00,2024-05-21 13:55:00+00:00,,,2024-05-21 13:50:00+00:00
development,2024-05-22,2024-05-22 13:40:00+00:00,2024-05-22 13:45:00+00:00,2024-05-22 20:00:00+00:00,70321.8,69546.1,775.6999999999971,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2024-05-28,2024-05-28 14:00:00+00:00,2024-05-28 14:05:00+00:00,2024-05-28 20:00:00+00:00,68921.6,67602.8,1318.800000000003,1,H2_ARRIVAL,2024-05-28 14:05:00+00:00,2024-05-28 14:10:00+00:00,2024-05-28 14:10:00+00:00,2024-05-28 18:35:00+00:00,2024-05-28 18:40:00+00:00,,,2024-05-28 18:35:00+00:00
development,2024-05-29,2024-05-29 14:30:00+00:00,2024-05-29 14:35:00+00:00,2024-05-29 20:00:00+00:00,68330.6,67618.0,712.6000000000058,1,H2_ARRIVAL,2024-05-29 14:35:00+00:00,2024-05-29 14:40:00+00:00,2024-05-29 14:40:00+00:00,2024-05-29 15:05:00+00:00,2024-05-29 15:10:00+00:00,,,2024-05-29 15:05:00+00:00
development,2024-05-31,2024-05-31 14:00:00+00:00,2024-05-31 14:05:00+00:00,2024-05-31 20:00:00+00:00,69080.0,67908.4,1171.6000000000058,2,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2024-06-05,2024-06-05 13:50:00+00:00,2024-06-05 13:55:00+00:00,2024-06-05 20:00:00+00:00,71282.2,70686.1,596.0999999999913,3,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2024-06-11,2024-06-11 13:45:00+00:00,2024-06-11 13:50:00+00:00,2024-06-11 20:00:00+00:00,67690.8,66689.5,1001.3000000000029,1,H2_ARRIVAL,2024-06-11 13:50:00+00:00,2024-06-11 13:55:00+00:00,2024-06-11 13:55:00+00:00,2024-06-11 13:55:00+00:00,2024-06-11 14:00:00+00:00,,,2024-06-11 13:55:00+00:00
development,2024-06-13,2024-06-13 14:25:00+00:00,2024-06-13 14:30:00+00:00,2024-06-13 20:00:00+00:00,68607.7,67170.4,1437.300000000003,1,H2_ARRIVAL,2024-06-13 14:30:00+00:00,2024-06-13 14:35:00+00:00,2024-06-13 14:35:00+00:00,2024-06-13 15:15:00+00:00,2024-06-13 15:20:00+00:00,,,2024-06-13 15:15:00+00:00
development,2024-06-19,2024-06-19 14:00:00+00:00,2024-06-19 14:05:00+00:00,2024-06-19 20:00:00+00:00,65519.6,64955.9,563.6999999999971,1,H2_ARRIVAL,2024-06-19 14:05:00+00:00,2024-06-19 14:10:00+00:00,2024-06-19 14:10:00+00:00,2024-06-19 14:10:00+00:00,2024-06-19 14:15:00+00:00,,,2024-06-19 14:10:00+00:00
development,2024-06-21,2024-06-21 13:30:00+00:00,2024-06-21 13:35:00+00:00,2024-06-21 20:00:00+00:00,64350.0,63485.0,865.0,1,H2_ARRIVAL,2024-06-21 13:35:00+00:00,2024-06-21 13:40:00+00:00,2024-06-21 13:40:00+00:00,2024-06-21 13:50:00+00:00,2024-06-21 13:55:00+00:00,,,2024-06-21 13:50:00+00:00
