partition,date_utc,signal_ts,window_status,H,L,range,F15,F65,E20_DOWN,eligible_start,h2_bar_start,opposite_break_bar_start,session_end,blind_filled,blind_touch_bar_start,blind_entry_px,h2_after_fill,minutes_fill_to_h2,max_pre_h2_frac,adverse_excursion_r,rule,entry_executed,confirmation_kind,confirmation_bar_start,entry_start,entry_px,entry_fraction,entry_on_h2_bar_open,entry_status,fixed_exit_reason,fixed_exit_px,fixed_net_pnl_usd,fixed_hold_minutes,fixed_h2_seen,fixed_breakdown_accepted,fixed_e20_reached,confirmed,minutes_touch_to_confirmation,minutes_touch_to_entry,actual_entry_fraction,nominal_rr
development,2023-06-08,2023-06-08 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,26594.9,26300.0,294.90000000000146,26344.235,26491.685,26241.02,2023-06-08 13:45:00+00:00,,2023-06-08 14:35:00+00:00,2023-06-08 20:00:00+00:00,True,2023-06-08 13:55:00+00:00,26344.235,False,,1.1868429976263082,1.0368429976263083,EARLY_REJECT,True,LATER_REJECT,2023-06-08 14:00:00+00:00,2023-06-08 14:05:00+00:00,26339.5,0.13394370973211192,False,EXECUTED,CLOSE_INVALIDATION_F65,26590.0,-5.155215550788728,30.0,False,False,False,True,10.0,10.0,0.13394370973211192,0.6471071393369827
development,2023-06-08,2023-06-08 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,26594.9,26300.0,294.90000000000146,26344.235,26491.685,26241.02,2023-06-08 13:45:00+00:00,,2023-06-08 14:35:00+00:00,2023-06-08 20:00:00+00:00,True,2023-06-08 13:55:00+00:00,26344.235,False,,1.1868429976263082,1.0368429976263083,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-07-05,2023-07-05 13:35:00+00:00,NO_H2_BY_SESSION_END,30797.4,30206.0,591.4000000000015,30294.71,30590.41,30087.72,2023-07-05 13:40:00+00:00,,,2023-07-05 20:00:00+00:00,True,2023-07-05 13:40:00+00:00,30294.71,False,,0.6317213391951262,0.48172133919512616,BLIND_F15,True,,,2023-07-05 13:40:00+00:00,30294.71,0.15,False,EXECUTED,TIME_EXIT_SESSION_END,30420.0,-2.4678527703351656,380.0,False,False,False,True,0.0,0.0,0.15,0.6999999999999914
development,2023-07-05,2023-07-05 13:35:00+00:00,NO_H2_BY_SESSION_END,30797.4,30206.0,591.4000000000015,30294.71,30590.41,30087.72,2023-07-05 13:40:00+00:00,,,2023-07-05 20:00:00+00:00,True,2023-07-05 13:40:00+00:00,30294.71,False,,0.6317213391951262,0.48172133919512616,EARLY_REJECT,True,LATER_REJECT,2023-07-05 15:30:00+00:00,2023-07-05 15:35:00+00:00,30280.0,0.12512681772066253,False,EXECUTED,TIME_EXIT_SESSION_END,30420.0,-2.711756935270859,265.0,False,False,False,True,115.0,115.0,0.12512681772066253,0.6194388067394702
development,2023-07-05,2023-07-05 13:35:00+00:00,NO_H2_BY_SESSION_END,30797.4,30206.0,591.4000000000015,30294.71,30590.41,30087.72,2023-07-05 13:40:00+00:00,,,2023-07-05 20:00:00+00:00,True,2023-07-05 13:40:00+00:00,30294.71,False,,0.6317213391951262,0.48172133919512616,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-07-17,2023-07-17 17:25:00+00:00,H2_ARRIVAL,30309.4,29910.0,399.40000000000146,29969.91,30169.61,29830.12,2023-07-17 17:30:00+00:00,2023-07-17 18:30:00+00:00,,2023-07-17 20:00:00+00:00,True,2023-07-17 18:10:00+00:00,29969.91,True,20.0,0.3267401101652467,0.17674011016524668,BLIND_F15,True,,,2023-07-17 18:10:00+00:00,29969.91,0.15,False,EXECUTED,TP_E20_DOWN,29830.12,1.932172502353236,20.0,True,False,True,True,0.0,0.0,0.15,0.7000000000000018
development,2023-07-17,2023-07-17 17:25:00+00:00,H2_ARRIVAL,30309.4,29910.0,399.40000000000146,29969.91,30169.61,29830.12,2023-07-17 17:30:00+00:00,2023-07-17 18:30:00+00:00,,2023-07-17 20:00:00+00:00,True,2023-07-17 18:10:00+00:00,29969.91,True,20.0,0.3267401101652467,0.17674011016524668,EARLY_REJECT,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-07-17,2023-07-17 17:25:00+00:00,H2_ARRIVAL,30309.4,29910.0,399.40000000000146,29969.91,30169.61,29830.12,2023-07-17 17:30:00+00:00,2023-07-17 18:30:00+00:00,,2023-07-17 20:00:00+00:00,True,2023-07-17 18:10:00+00:00,29969.91,True,20.0,0.3267401101652467,0.17674011016524668,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-07-24,2023-07-24 15:10:00+00:00,NO_H2_BY_SESSION_END,29820.9,28904.4,916.5,29041.875,29500.125,28721.100000000002,2023-07-24 15:20:00+00:00,,,2023-07-24 20:00:00+00:00,True,2023-07-24 15:20:00+00:00,29041.875,False,,0.2647026732133099,0.11470267321330993,BLIND_F15,True,,,2023-07-24 15:20:00+00:00,29041.875,0.15,False,EXECUTED,TIME_EXIT_SESSION_END,29106.8,-1.5177825123205309,280.0,False,False,False,True,0.0,0.0,0.15,0.6999999999999952
development,2023-07-24,2023-07-24 15:10:00+00:00,NO_H2_BY_SESSION_END,29820.9,28904.4,916.5,29041.875,29500.125,28721.100000000002,2023-07-24 15:20:00+00:00,,,2023-07-24 20:00:00+00:00,True,2023-07-24 15:20:00+00:00,29041.875,False,,0.2647026732133099,0.11470267321330993,EARLY_REJECT,True,LATER_REJECT,2023-07-24 15:40:00+00:00,2023-07-24 15:45:00+00:00,29040.4,0.14839061647572285,False,EXECUTED,TIME_EXIT_SESSION_END,29106.8,-1.5432349416674591,255.0,False,False,False,True,25.0,25.0,0.14839061647572285,0.6945456522921318
development,2023-07-24,2023-07-24 15:10:00+00:00,NO_H2_BY_SESSION_END,29820.9,28904.4,916.5,29041.875,29500.125,28721.100000000002,2023-07-24 15:20:00+00:00,,,2023-07-24 20:00:00+00:00,True,2023-07-24 15:20:00+00:00,29041.875,False,,0.2647026732133099,0.11470267321330993,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-07-31,2023-07-31 13:55:00+00:00,H2_ARRIVAL,29461.4,29317.4,144.0,29339.0,29411.0,29288.600000000002,2023-07-31 14:15:00+00:00,2023-07-31 14:20:00+00:00,,2023-07-31 20:00:00+00:00,True,2023-07-31 14:15:00+00:00,29339.0,True,5.0,0.261111111111101,0.11111111111110103,BLIND_F15,True,,,2023-07-31 14:15:00+00:00,29339.0,0.15,False,EXECUTED,TP_E20_DOWN,29288.600000000002,0.45892498040146534,15.0,True,False,True,True,0.0,0.0,0.15,0.6999999999999696
development,2023-07-31,2023-07-31 13:55:00+00:00,H2_ARRIVAL,29461.4,29317.4,144.0,29339.0,29411.0,29288.600000000002,2023-07-31 14:15:00+00:00,2023-07-31 14:20:00+00:00,,2023-07-31 20:00:00+00:00,True,2023-07-31 14:15:00+00:00,29339.0,True,5.0,0.261111111111101,0.11111111111110103,EARLY_REJECT,True,SAME_BAR,2023-07-31 14:15:00+00:00,2023-07-31 14:20:00+00:00,29333.2,0.10972222222221717,True,EXECUTED,TP_E20_DOWN,29288.600000000002,0.36023072832148706,10.0,True,False,True,True,5.0,5.0,0.10972222222221717,0.5732647814909893
development,2023-07-31,2023-07-31 13:55:00+00:00,H2_ARRIVAL,29461.4,29317.4,144.0,29339.0,29411.0,29288.600000000002,2023-07-31 14:15:00+00:00,2023-07-31 14:20:00+00:00,,2023-07-31 20:00:00+00:00,True,2023-07-31 14:15:00+00:00,29339.0,True,5.0,0.261111111111101,0.11111111111110103,SAME_BAR_REJECTION,True,SAME_BAR,2023-07-31 14:15:00+00:00,2023-07-31 14:20:00+00:00,29333.2,0.10972222222221717,True,EXECUTED,TP_E20_DOWN,29288.600000000002,0.36023072832148706,10.0,True,False,True,True,5.0,5.0,0.10972222222221717,0.5732647814909893
development,2023-08-02,2023-08-02 13:35:00+00:00,H2_ARRIVAL,29599.0,29360.0,239.0,29395.85,29515.35,29312.2,2023-08-02 13:45:00+00:00,2023-08-02 14:05:00+00:00,,2023-08-02 20:00:00+00:00,True,2023-08-02 13:50:00+00:00,29395.85,True,15.0,0.34309623430962344,0.19309623430962344,BLIND_F15,True,,,2023-08-02 13:50:00+00:00,29395.85,0.15,False,EXECUTED,TP_E20_DOWN,29312.2,1.0228198878412647,15.0,True,False,True,True,0.0,0.0,0.15,0.6999999999999817
development,2023-08-02,2023-08-02 13:35:00+00:00,H2_ARRIVAL,29599.0,29360.0,239.0,29395.85,29515.35,29312.2,2023-08-02 13:45:00+00:00,2023-08-02 14:05:00+00:00,,2023-08-02 20:00:00+00:00,True,2023-08-02 13:50:00+00:00,29395.85,True,15.0,0.34309623430962344,0.19309623430962344,EARLY_REJECT,True,SAME_BAR,2023-08-02 13:50:00+00:00,2023-08-02 13:55:00+00:00,29373.3,0.05564853556485051,False,EXECUTED,TP_E20_DOWN,29312.2,0.6400601907173956,10.0,True,False,True,True,5.0,5.0,0.05564853556485051,0.4301302358324453
development,2023-08-02,2023-08-02 13:35:00+00:00,H2_ARRIVAL,29599.0,29360.0,239.0,29395.85,29515.35,29312.2,2023-08-02 13:45:00+00:00,2023-08-02 14:05:00+00:00,,2023-08-02 20:00:00+00:00,True,2023-08-02 13:50:00+00:00,29395.85,True,15.0,0.34309623430962344,0.19309623430962344,SAME_BAR_REJECTION,True,SAME_BAR,2023-08-02 13:50:00+00:00,2023-08-02 13:55:00+00:00,29373.3,0.05564853556485051,False,EXECUTED,TP_E20_DOWN,29312.2,0.6400601907173956,10.0,True,False,True,True,5.0,5.0,0.05564853556485051,0.4301302358324453
development,2023-08-14,2023-08-14 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,29486.0,29330.0,156.0,29353.4,29431.4,29298.8,2023-08-14 13:40:00+00:00,,2023-08-14 14:40:00+00:00,2023-08-14 20:00:00+00:00,True,2023-08-14 13:40:00+00:00,29353.4,False,,0.9910256410256317,0.8410256410256317,BLIND_F15,True,,,2023-08-14 13:40:00+00:00,29353.4,0.15,False,EXECUTED,CLOSE_INVALIDATION_F65,29439.8,-1.8717204821247386,50.0,False,False,False,True,0.0,0.0,0.15,0.7000000000000279
development,2023-08-14,2023-08-14 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,29486.0,29330.0,156.0,29353.4,29431.4,29298.8,2023-08-14 13:40:00+00:00,,2023-08-14 14:40:00+00:00,2023-08-14 20:00:00+00:00,True,2023-08-14 13:40:00+00:00,29353.4,False,,0.9910256410256317,0.8410256410256317,EARLY_REJECT,True,SAME_BAR,2023-08-14 13:40:00+00:00,2023-08-14 13:45:00+00:00,29351.0,0.1346153846153846,False,EXECUTED,CLOSE_INVALIDATION_F65,29439.8,-1.9127252904501009,45.0,False,False,False,True,5.0,5.0,0.1346153846153846,0.6492537313432809
development,2023-08-14,2023-08-14 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,29486.0,29330.0,156.0,29353.4,29431.4,29298.8,2023-08-14 13:40:00+00:00,,2023-08-14 14:40:00+00:00,2023-08-14 20:00:00+00:00,True,2023-08-14 13:40:00+00:00,29353.4,False,,0.9910256410256317,0.8410256410256317,SAME_BAR_REJECTION,True,SAME_BAR,2023-08-14 13:40:00+00:00,2023-08-14 13:45:00+00:00,29351.0,0.1346153846153846,False,EXECUTED,CLOSE_INVALIDATION_F65,29439.8,-1.9127252904501009,45.0,False,False,False,True,5.0,5.0,0.1346153846153846,0.6492537313432809
development,2023-08-22,2023-08-22 13:35:00+00:00,H2_ARRIVAL,26100.0,25991.2,108.79999999999927,26007.52,26061.920000000002,25969.440000000002,2023-08-22 13:45:00+00:00,2023-08-22 13:50:00+00:00,,2023-08-22 20:00:00+00:00,True,2023-08-22 13:45:00+00:00,26007.52,True,5.0,0.4494485294117476,0.2994485294117476,BLIND_F15,True,,,2023-08-22 13:45:00+00:00,26007.52,0.15,False,EXECUTED,TP_E20_DOWN,25969.440000000002,0.33209594763357086,10.0,True,False,True,True,0.0,0.0,0.15,0.6999999999999466
development,2023-08-22,2023-08-22 13:35:00+00:00,H2_ARRIVAL,26100.0,25991.2,108.79999999999927,26007.52,26061.920000000002,25969.440000000002,2023-08-22 13:45:00+00:00,2023-08-22 13:50:00+00:00,,2023-08-22 20:00:00+00:00,True,2023-08-22 13:45:00+00:00,26007.52,True,5.0,0.4494485294117476,0.2994485294117476,EARLY_REJECT,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-08-22,2023-08-22 13:35:00+00:00,H2_ARRIVAL,26100.0,25991.2,108.79999999999927,26007.52,26061.920000000002,25969.440000000002,2023-08-22 13:45:00+00:00,2023-08-22 13:50:00+00:00,,2023-08-22 20:00:00+00:00,True,2023-08-22 13:45:00+00:00,26007.52,True,5.0,0.4494485294117476,0.2994485294117476,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-08-31,2023-08-31 14:20:00+00:00,H2_ARRIVAL,27674.3,27010.0,664.2999999999993,27109.645,27441.795,26877.14,2023-08-31 14:25:00+00:00,2023-08-31 15:40:00+00:00,,2023-08-31 20:00:00+00:00,True,2023-08-31 14:25:00+00:00,27109.645,True,75.0,0.2590696974258599,0.1090696974258599,BLIND_F15,True,,,2023-08-31 14:25:00+00:00,27109.645,0.15,False,EXECUTED,TP_E20_DOWN,26877.14,3.8882339477333665,75.0,True,False,True,True,0.0,0.0,0.15,0.7000000000000076
development,2023-08-31,2023-08-31 14:20:00+00:00,H2_ARRIVAL,27674.3,27010.0,664.2999999999993,27109.645,27441.795,26877.14,2023-08-31 14:25:00+00:00,2023-08-31 15:40:00+00:00,,2023-08-31 20:00:00+00:00,True,2023-08-31 14:25:00+00:00,27109.645,True,75.0,0.2590696974258599,0.1090696974258599,EARLY_REJECT,True,LATER_REJECT,2023-08-31 14:35:00+00:00,2023-08-31 14:40:00+00:00,27096.3,0.1299111847057043,False,EXECUTED,TP_E20_DOWN,26877.14,3.6440945811789924,60.0,True,False,True,True,15.0,15.0,0.1299111847057043,0.6343362422032172
development,2023-08-31,2023-08-31 14:20:00+00:00,H2_ARRIVAL,27674.3,27010.0,664.2999999999993,27109.645,27441.795,26877.14,2023-08-31 14:25:00+00:00,2023-08-31 15:40:00+00:00,,2023-08-31 20:00:00+00:00,True,2023-08-31 14:25:00+00:00,27109.645,True,75.0,0.2590696974258599,0.1090696974258599,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-09-05,2023-09-05 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,25830.0,25639.0,191.0,25667.65,25763.15,25600.8,2023-09-05 14:45:00+00:00,,2023-09-05 15:15:00+00:00,2023-09-05 20:00:00+00:00,True,2023-09-05 14:45:00+00:00,25667.65,False,,0.9643979057591661,0.814397905759166,BLIND_F15,True,,,2023-09-05 14:45:00+00:00,25667.65,0.15,False,EXECUTED,CLOSE_INVALIDATION_F65,25766.6,-2.3275235559156333,25.0,False,False,False,True,0.0,0.0,0.15,0.7000000000000228
development,2023-09-05,2023-09-05 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,25830.0,25639.0,191.0,25667.65,25763.15,25600.8,2023-09-05 14:45:00+00:00,,2023-09-05 15:15:00+00:00,2023-09-05 20:00:00+00:00,True,2023-09-05 14:45:00+00:00,25667.65,False,,0.9643979057591661,0.814397905759166,EARLY_REJECT,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-09-05,2023-09-05 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,25830.0,25639.0,191.0,25667.65,25763.15,25600.8,2023-09-05 14:45:00+00:00,,2023-09-05 15:15:00+00:00,2023-09-05 20:00:00+00:00,True,2023-09-05 14:45:00+00:00,25667.65,False,,0.9643979057591661,0.814397905759166,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-09-18,2023-09-18 17:35:00+00:00,H2_ARRIVAL,27397.0,26666.4,730.5999999999985,26775.99,27141.29,26520.280000000002,2023-09-18 17:40:00+00:00,2023-09-18 18:40:00+00:00,,2023-09-18 20:00:00+00:00,True,2023-09-18 17:40:00+00:00,26775.99,True,60.0,0.2237886668491655,0.07378866684916552,BLIND_F15,True,,,2023-09-18 17:40:00+00:00,26775.99,0.15,False,EXECUTED,TIME_EXIT_SESSION_END,26803.2,-0.908104462243919,140.0,True,False,False,True,0.0,0.0,0.15,0.699999999999999
development,2023-09-18,2023-09-18 17:35:00+00:00,H2_ARRIVAL,27397.0,26666.4,730.5999999999985,26775.99,27141.29,26520.280000000002,2023-09-18 17:40:00+00:00,2023-09-18 18:40:00+00:00,,2023-09-18 20:00:00+00:00,True,2023-09-18 17:40:00+00:00,26775.99,True,60.0,0.2237886668491655,0.07378866684916552,EARLY_REJECT,True,LATER_REJECT,2023-09-18 17:55:00+00:00,2023-09-18 18:00:00+00:00,26747.8,0.11141527511633996,False,EXECUTED,TIME_EXIT_SESSION_END,26803.2,-1.435599189466052,120.0,True,False,False,True,20.0,20.0,0.11141527511633996,0.5782103738341403
development,2023-09-18,2023-09-18 17:35:00+00:00,H2_ARRIVAL,27397.0,26666.4,730.5999999999985,26775.99,27141.29,26520.280000000002,2023-09-18 17:40:00+00:00,2023-09-18 18:40:00+00:00,,2023-09-18 20:00:00+00:00,True,2023-09-18 17:40:00+00:00,26775.99,True,60.0,0.2237886668491655,0.07378866684916552,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-09-26,2023-09-26 13:35:00+00:00,H2_ARRIVAL,26322.4,26170.1,152.3000000000029,26192.945,26269.095,26139.64,2023-09-26 13:40:00+00:00,2023-09-26 13:55:00+00:00,,2023-09-26 20:00:00+00:00,True,2023-09-26 13:50:00+00:00,26192.945,True,5.0,0.4793171372291438,0.3293171372291438,BLIND_F15,True,,,2023-09-26 13:50:00+00:00,26192.945,0.15,False,EXECUTED,TP_E20_DOWN,26139.64,0.6175449915998391,5.0,True,False,True,True,0.0,0.0,0.15,0.6999999999999904
development,2023-09-26,2023-09-26 13:35:00+00:00,H2_ARRIVAL,26322.4,26170.1,152.3000000000029,26192.945,26269.095,26139.64,2023-09-26 13:40:00+00:00,2023-09-26 13:55:00+00:00,,2023-09-26 20:00:00+00:00,True,2023-09-26 13:50:00+00:00,26192.945,True,5.0,0.4793171372291438,0.3293171372291438,EARLY_REJECT,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-09-26,2023-09-26 13:35:00+00:00,H2_ARRIVAL,26322.4,26170.1,152.3000000000029,26192.945,26269.095,26139.64,2023-09-26 13:40:00+00:00,2023-09-26 13:55:00+00:00,,2023-09-26 20:00:00+00:00,True,2023-09-26 13:50:00+00:00,26192.945,True,5.0,0.4793171372291438,0.3293171372291438,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-10-09,2023-10-09 16:05:00+00:00,H2_ARRIVAL,27834.8,27358.2,476.59999999999854,27429.690000000002,27667.989999999998,27262.88,2023-10-09 16:10:00+00:00,2023-10-09 16:25:00+00:00,,2023-10-09 20:00:00+00:00,True,2023-10-09 16:10:00+00:00,27429.690000000002,True,15.0,0.38019303399077065,0.23019303399077065,BLIND_F15,True,,,2023-10-09 16:10:00+00:00,27429.690000000002,0.15,False,EXECUTED,TP_E20_DOWN,27262.88,2.6406832888013048,30.0,True,True,True,True,0.0,0.0,0.15,0.7000000000000183
development,2023-10-09,2023-10-09 16:05:00+00:00,H2_ARRIVAL,27834.8,27358.2,476.59999999999854,27429.690000000002,27667.989999999998,27262.88,2023-10-09 16:10:00+00:00,2023-10-09 16:25:00+00:00,,2023-10-09 20:00:00+00:00,True,2023-10-09 16:10:00+00:00,27429.690000000002,True,15.0,0.38019303399077065,0.23019303399077065,EARLY_REJECT,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-10-09,2023-10-09 16:05:00+00:00,H2_ARRIVAL,27834.8,27358.2,476.59999999999854,27429.690000000002,27667.989999999998,27262.88,2023-10-09 16:10:00+00:00,2023-10-09 16:25:00+00:00,,2023-10-09 20:00:00+00:00,True,2023-10-09 16:10:00+00:00,27429.690000000002,True,15.0,0.38019303399077065,0.23019303399077065,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-11-13,2023-11-13 14:50:00+00:00,H2_ARRIVAL,37065.9,36662.0,403.90000000000146,36722.585,36924.535,36581.22,2023-11-13 14:55:00+00:00,2023-11-13 17:20:00+00:00,,2023-11-13 20:00:00+00:00,True,2023-11-13 14:55:00+00:00,36722.585,True,145.0,1.0207972270363987,0.8707972270363987,BLIND_F15,True,,,2023-11-13 14:55:00+00:00,36722.585,0.15,False,EXECUTED,CLOSE_INVALIDATION_F65,36963.0,-3.6733942885556643,85.0,False,False,False,True,0.0,0.0,0.15,0.6999999999999748
development,2023-11-13,2023-11-13 14:50:00+00:00,H2_ARRIVAL,37065.9,36662.0,403.90000000000146,36722.585,36924.535,36581.22,2023-11-13 14:55:00+00:00,2023-11-13 17:20:00+00:00,,2023-11-13 20:00:00+00:00,True,2023-11-13 14:55:00+00:00,36722.585,True,145.0,1.0207972270363987,0.8707972270363987,EARLY_REJECT,True,LATER_REJECT,2023-11-13 17:15:00+00:00,2023-11-13 17:20:00+00:00,36712.4,0.12478336221837404,True,EXECUTED,TIME_EXIT_SESSION_END,36877.6,-2.649921007615896,160.0,True,True,False,True,145.0,145.0,0.12478336221837404,0.6183798053126501
development,2023-11-13,2023-11-13 14:50:00+00:00,H2_ARRIVAL,37065.9,36662.0,403.90000000000146,36722.585,36924.535,36581.22,2023-11-13 14:55:00+00:00,2023-11-13 17:20:00+00:00,,2023-11-13 20:00:00+00:00,True,2023-11-13 14:55:00+00:00,36722.585,True,145.0,1.0207972270363987,0.8707972270363987,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-11-23,2023-11-23 14:35:00+00:00,H2_ARRIVAL,37650.0,37135.8,514.1999999999971,37212.93,37470.03,37032.96000000001,2023-11-23 14:40:00+00:00,2023-11-23 14:50:00+00:00,,2023-11-23 20:00:00+00:00,True,2023-11-23 14:40:00+00:00,37212.93,True,10.0,0.2512640995721467,0.10126409957214669,BLIND_F15,True,,,2023-11-23 14:40:00+00:00,37212.93,0.15,False,EXECUTED,TP_E20_DOWN,37032.96000000001,2.018111124278477,45.0,True,True,True,True,0.0,0.0,0.15,0.6999999999999802
development,2023-11-23,2023-11-23 14:35:00+00:00,H2_ARRIVAL,37650.0,37135.8,514.1999999999971,37212.93,37470.03,37032.96000000001,2023-11-23 14:40:00+00:00,2023-11-23 14:50:00+00:00,,2023-11-23 20:00:00+00:00,True,2023-11-23 14:40:00+00:00,37212.93,True,10.0,0.2512640995721467,0.10126409957214669,EARLY_REJECT,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-11-23,2023-11-23 14:35:00+00:00,H2_ARRIVAL,37650.0,37135.8,514.1999999999971,37212.93,37470.03,37032.96000000001,2023-11-23 14:40:00+00:00,2023-11-23 14:50:00+00:00,,2023-11-23 20:00:00+00:00,True,2023-11-23 14:40:00+00:00,37212.93,True,10.0,0.2512640995721467,0.10126409957214669,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,False,,,,
development,2023-11-27,2023-11-27 13:55:00+00:00,H2_ARRIVAL,37457.0,36756.7,700.3000000000029,36861.744999999995,37211.895,36616.64,2023-11-27 14:00:00+00:00,2023-11-27 14:30:00+00:00,,2023-11-27 20:00:00+00:00,True,2023-11-27 14:10:00+00:00,36861.744999999995,True,20.0,0.2131943452805973,0.06319434528059731,BLIND_F15,True,,,2023-11-27 14:10:00+00:00,36861.744999999995,0.15,False,EXECUTED,TIME_EXIT_SESSION_END,36868.5,-0.49162615605973203,350.0,True,True,False,True,0.0,0.0,0.15,0.6999999999999854
development,2023-11-27,2023-11-27 13:55:00+00:00,H2_ARRIVAL,37457.0,36756.7,700.3000000000029,36861.744999999995,37211.895,36616.64,2023-11-27 14:00:00+00:00,2023-11-27 14:30:00+00:00,,2023-11-27 20:00:00+00:00,True,2023-11-27 14:10:00+00:00,36861.744999999995,True,20.0,0.2131943452805973,0.06319434528059731,EARLY_REJECT,True,SAME_BAR,2023-11-27 14:10:00+00:00,2023-11-27 14:15:00+00:00,36849.0,0.13180065686134876,False,EXECUTED,TIME_EXIT_SESSION_END,36868.5,-0.6645933403891965,345.0,True,True,False,True,5.0,5.0,0.13180065686134876,0.6402954022513472
development,2023-11-27,2023-11-27 13:55:00+00:00,H2_ARRIVAL,37457.0,36756.7,700.3000000000029,36861.744999999995,37211.895,36616.64,2023-11-27 14:00:00+00:00,2023-11-27 14:30:00+00:00,,2023-11-27 20:00:00+00:00,True,2023-11-27 14:10:00+00:00,36861.744999999995,True,20.0,0.2131943452805973,0.06319434528059731,SAME_BAR_REJECTION,True,SAME_BAR,2023-11-27 14:10:00+00:00,2023-11-27 14:15:00+00:00,36849.0,0.13180065686134876,False,EXECUTED,TIME_EXIT_SESSION_END,36868.5,-0.6645933403891965,345.0,True,True,False,True,5.0,5.0,0.13180065686134876,0.6402954022513472
development,2024-01-22,2024-01-22 15:25:00+00:00,H2_ARRIVAL,41253.7,40353.7,900.0,40488.7,40938.7,40173.7,2024-01-22 15:30:00+00:00,2024-01-22 18:45:00+00:00,,2024-01-22 20:00:00+00:00,True,2024-01-22 15:30:00+00:00,40488.7,True,195.0,0.5848888888888905,0.43488888888889043,BLIND_F15,True,,,2024-01-22 15:30:00+00:00,40488.7,0.15,False,EXECUTED,TP_E20_DOWN,40173.7,3.489974239726146,195.0,True,False,True,True,0.0,0.0,0.15,0.7
development,2024-01-22,2024-01-22 15:25:00+00:00,H2_ARRIVAL,41253.7,40353.7,900.0,40488.7,40938.7,40173.7,2024-01-22 15:30:00+00:00,2024-01-22 18:45:00+00:00,,2024-01-22 20:00:00+00:00,True,2024-01-22 15:30:00+00:00,40488.7,True,195.0,0.5848888888888905,0.43488888888889043,EARLY_REJECT,True,SAME_BAR,2024-01-22 15:30:00+00:00,2024-01-22 15:35:00+00:00,40464.3,0.12288888888889536,False,EXECUTED,TP_E20_DOWN,40173.7,3.1908195619349105,190.0,True,False,True,True,5.0,5.0,0.12288888888889536,0.6125632377740501
