rule,weeks,n,coverage,tp,sl,time,wr,exp,pf,max_ls,wilson,wr_sort,pf_sort,rank
A1_HOLD,156,36,0.23076923076923078,15,21,0,0.4166666666666667,-0.001666666666666602,0.7142857142857236,6,0.27140333505087283,0.4166666666666667,0.7142857142857236,1
A2_HOLD,156,33,0.21153846153846154,15,18,0,0.45454545454545453,-0.0009090909090908426,0.8333333333333444,5,0.298426891258915,0.45454545454545453,0.8333333333333444,2
A2_BODY,156,10,0.0641025641025641,3,7,0,0.3,-0.003999999999999913,0.42857142857143554,6,0.10778928748621182,0.3,0.42857142857143554,3
A1_BODY,156,8,0.05128205128205128,2,6,0,0.25,-0.0049999999999999194,0.33333333333333837,4,0.07147768885802765,0.25,0.33333333333333837,4
