partition,date_utc,signal_ts,entry_start,entry_px,H,L,range,F65,E20_DOWN,session_end,e20_reached,e20_bar_start,ratchets,final_ceiling,exit_bar_start,exit_ts,exit_px,exit_reason,net_pnl_usd,win,hold_minutes,trough_extension_r,realized_exit_extension_r,capture_ratio,giveback_r
development,2024-05-29,2024-05-29 14:35:00+00:00,2024-05-29 14:45:00+00:00,67724.89,68330.6,67618.0,712.6000000000058,68081.19,67475.48,2024-05-29 20:00:00+00:00,True,2024-05-29 15:15:00+00:00,0,67475.48,2024-05-29 15:20:00+00:00,2024-05-29 15:20:00+00:00,67709.5,PROFIT_CEILING_GAP_OPEN,-0.2863785529958359,False,35.0,0.6862194779679989,-0.12840303115352125,0.0,0.8146225091215201
development,2024-06-13,2024-06-13 14:30:00+00:00,2024-06-13 14:35:00+00:00,67385.995,68607.7,67170.4,1437.300000000003,68104.64499999999,66882.93999999999,2024-06-13 20:00:00+00:00,True,2024-06-13 15:35:00+00:00,3,66765.1,2024-06-13 16:45:00+00:00,2024-06-13 16:45:00+00:00,66765.1,PROFIT_CEILING_HIT,4.207003280132526,True,130.0,0.639602031586994,0.2819870590690792,0.44087892962035624,0.3576149725179148
development,2024-06-21,2024-06-21 13:35:00+00:00,2024-06-21 13:45:00+00:00,63614.75,64350.0,63485.0,865.0,64047.25,63312.0,2024-06-21 20:00:00+00:00,False,,0,,2024-06-21 14:30:00+00:00,2024-06-21 14:35:00+00:00,64141.1,PRE_E20_CLOSE_INVALIDATION_F65,-4.537012249517569,False,50.0,,,,
development,2024-07-01,2024-07-01 13:55:00+00:00,2024-07-01 14:00:00+00:00,62688.405,63302.7,62580.0,722.6999999999971,63049.755,62435.46,2024-07-01 20:00:00+00:00,False,,0,,2024-07-01 15:55:00+00:00,2024-07-01 16:00:00+00:00,63119.9,PRE_E20_CLOSE_INVALIDATION_F65,-3.841585409614478,False,120.0,,,,
development,2024-07-09,2024-07-09 13:55:00+00:00,2024-07-09 14:00:00+00:00,57134.985,57899.9,57000.0,899.9000000000015,57584.935,56820.02,2024-07-09 20:00:00+00:00,False,,0,,2024-07-09 14:10:00+00:00,2024-07-09 14:15:00+00:00,57844.6,PRE_E20_CLOSE_INVALIDATION_F65,-6.60998675330009,False,15.0,,,,
development,2024-07-17,2024-07-17 13:35:00+00:00,2024-07-17 13:40:00+00:00,64673.275,65479.5,64531.0,948.5,65147.525,64341.3,2024-07-17 20:00:00+00:00,False,,0,,2024-07-17 13:50:00+00:00,2024-07-17 13:55:00+00:00,65178.4,PRE_E20_CLOSE_INVALIDATION_F65,-4.305206594222999,False,15.0,,,,
development,2024-08-08,2024-08-08 13:50:00+00:00,2024-08-08 14:00:00+00:00,57177.145,58500.0,56943.7,1556.300000000003,57955.295,56632.439999999995,2024-08-08 20:00:00+00:00,False,,0,,2024-08-08 14:25:00+00:00,2024-08-08 14:30:00+00:00,58152.6,PRE_E20_CLOSE_INVALIDATION_F65,-8.93011286240335,False,30.0,,,,
development,2024-08-26,2024-08-26 15:20:00+00:00,2024-08-26 17:45:00+00:00,63216.655,64022.2,63074.5,947.6999999999971,63690.505,62884.96,2024-08-26 20:00:00+00:00,False,,0,,2024-08-26 20:00:00+00:00,2024-08-26 20:00:00+00:00,63305.0,TIME_EXIT_SESSION_END,-1.0987478220731313,False,135.0,,,,
development,2024-09-12,2024-09-12 13:35:00+00:00,2024-09-12 13:40:00+00:00,57669.375,58317.5,57555.0,762.5,58050.625,57402.5,2024-09-12 20:00:00+00:00,True,2024-09-12 13:45:00+00:00,0,57402.5,2024-09-12 13:50:00+00:00,2024-09-12 13:50:00+00:00,57402.5,PROFIT_CEILING_HIT,1.9138364166422899,True,10.0,0.32131147540983607,0.2,0.6224489795918368,0.12131147540983606
development,2024-10-09,2024-10-09 13:40:00+00:00,2024-10-09 13:50:00+00:00,61814.005,62261.7,61735.0,526.6999999999971,62077.354999999996,61629.66,2024-10-09 20:00:00+00:00,True,2024-10-09 14:45:00+00:00,0,61629.66,2024-10-09 14:50:00+00:00,2024-10-09 14:50:00+00:00,61720.9,PROFIT_CEILING_GAP_OPEN,0.3531060315538185,True,60.0,1.7748243782039266,0.026770457565974223,0.015083440308085687,1.7480539206379524
development,2024-10-10,2024-10-10 13:50:00+00:00,2024-10-10 14:20:00+00:00,60704.55,61297.0,60600.0,697.0,61053.05,60460.6,2024-10-10 20:00:00+00:00,True,2024-10-10 15:00:00+00:00,0,60460.6,2024-10-10 15:05:00+00:00,2024-10-10 15:05:00+00:00,60603.9,PROFIT_CEILING_GAP_OPEN,0.4290152879809054,True,45.0,2.4390243902439024,-0.005595408895267511,0.0,2.44461979913917
development,2024-10-17,2024-10-17 13:40:00+00:00,2024-10-17 14:00:00+00:00,66878.605,67516.7,66766.0,750.6999999999971,67253.955,66615.86,2024-10-17 20:00:00+00:00,True,2024-10-17 14:05:00+00:00,0,66615.86,2024-10-17 14:10:00+00:00,2024-10-17 14:10:00+00:00,66790.0,PROFIT_CEILING_GAP_OPEN,0.26243158032375236,True,10.0,0.22112694818169795,-0.03197016118289609,0.0,0.25309710936459406
development,2024-10-22,2024-10-22 13:55:00+00:00,2024-10-22 14:00:00+00:00,66857.69,67524.6,66740.0,784.6000000000058,67249.99,66583.08,2024-10-22 20:00:00+00:00,False,,0,,2024-10-22 14:05:00+00:00,2024-10-22 14:10:00+00:00,67264.1,PRE_E20_CLOSE_INVALIDATION_F65,-3.439366152195799,False,10.0,,,,
development,2024-11-18,2024-11-18 14:00:00+00:00,2024-11-18 14:10:00+00:00,89927.535,92338.9,89502.0,2836.899999999994,91345.985,88934.62,2024-11-18 20:00:00+00:00,False,,0,,2024-11-18 15:35:00+00:00,2024-11-18 15:40:00+00:00,91849.7,PRE_E20_CLOSE_INVALIDATION_F65,-11.08729950175995,False,90.0,,,,
development,2024-11-22,2024-11-22 13:45:00+00:00,2024-11-22 13:55:00+00:00,97861.085,99340.0,97600.1,1739.8999999999942,98731.035,97252.12000000001,2024-11-22 20:00:00+00:00,True,2024-11-22 14:55:00+00:00,0,97252.12000000001,2024-11-22 15:00:00+00:00,2024-11-22 15:00:00+00:00,97370.4,PROFIT_CEILING_GAP_OPEN,2.107048639405596,True,65.0,0.23001321915053335,0.13201908155641842,0.573963018490767,0.09799413759411493
external,2020-01-02,2020-01-02 13:55:00+00:00,2020-01-02 15:35:00+00:00,7116.9875,7175.0,7106.75,68.25,7151.1125,7093.1,2020-01-02 20:00:00+00:00,True,2020-01-02 16:45:00+00:00,4,6968.0,2020-01-02 18:20:00+00:00,2020-01-02 18:20:00+00:00,6968.0,PROFIT_CEILING_HIT,10.06703398031823,True,165.0,2.706959706959707,2.032967032967033,0.7510148849797023,0.6739926739926743
external,2020-01-22,2020-01-22 16:40:00+00:00,2020-01-22 18:40:00+00:00,8636.0265,8749.0,8616.09,132.90999999999985,8702.4815,8589.508,2020-01-22 20:00:00+00:00,False,,0,,2020-01-22 20:00:00+00:00,2020-01-22 20:00:00+00:00,8671.66,TIME_EXIT_SESSION_END,-2.4630726411040578,False,80.0,,,,
external,2020-02-03,2020-02-03 15:30:00+00:00,2020-02-03 15:40:00+00:00,9319.45,9407.0,9304.0,103.0,9370.95,9283.4,2020-02-03 20:00:00+00:00,True,2020-02-03 15:55:00+00:00,0,9283.4,2020-02-03 16:00:00+00:00,2020-02-03 16:00:00+00:00,9283.93,PROFIT_CEILING_GAP_OPEN,1.505691859498182,True,20.0,0.5242718446601942,0.194854368932036,0.37166666666666126,0.32941747572815816
external,2020-02-24,2020-02-24 15:50:00+00:00,2020-02-24 16:10:00+00:00,9723.93,9848.2,9702.0,146.20000000000073,9797.03,9672.76,2020-02-24 20:00:00+00:00,True,2020-02-24 16:50:00+00:00,0,9672.76,2020-02-24 16:55:00+00:00,2020-02-24 16:55:00+00:00,9672.76,PROFIT_CEILING_HIT,2.231137821847762,True,45.0,1.4679890560875495,0.1999999999999975,0.13624079768893707,1.267989056087552
external,2020-02-26,2020-02-26 14:05:00+00:00,2020-02-26 14:15:00+00:00,9059.161,9300.0,9016.66,283.34000000000015,9200.831,8959.992,2020-02-26 20:00:00+00:00,True,2020-02-26 16:05:00+00:00,4,8720.0,2020-02-26 17:55:00+00:00,2020-02-26 17:55:00+00:00,8720.0,PROFIT_CEILING_HIT,18.319227972656627,True,220.0,1.4352368179572232,1.0470106585727383,0.7295037623567598,0.3882261593844849
external,2020-03-03,2020-03-03 14:10:00+00:00,2020-03-03 14:15:00+00:00,8762.5595,8907.0,8737.07,169.9300000000003,8847.5245,8703.083999999999,2020-03-03 20:00:00+00:00,False,,0,,2020-03-03 15:00:00+00:00,2020-03-03 15:05:00+00:00,8866.5,PRE_E20_CLOSE_INVALIDATION_F65,-6.330944035244523,False,50.0,,,,
external,2020-03-27,2020-03-27 13:50:00+00:00,2020-03-27 13:55:00+00:00,6597.0,6699.0,6579.0,120.0,6657.0,6555.0,2020-03-27 20:00:00+00:00,False,,0,,2020-03-27 19:10:00+00:00,2020-03-27 19:15:00+00:00,6662.0,PRE_E20_CLOSE_INVALIDATION_F65,-5.32648173412158,False,320.0,,,,
external,2020-04-01,2020-04-01 13:40:00+00:00,2020-04-01 13:50:00+00:00,6203.55,6337.0,6180.0,157.0,6282.05,6148.6,2020-04-01 20:00:00+00:00,True,2020-04-01 16:40:00+00:00,0,6148.6,2020-04-01 16:45:00+00:00,2020-04-01 16:45:00+00:00,6176.52,PROFIT_CEILING_GAP_OPEN,1.7785912904707661,True,175.0,0.25477707006369427,0.02216560509553862,0.08699999999998909,0.23261146496815566
external,2020-04-08,2020-04-08 14:00:00+00:00,2020-04-08 14:05:00+00:00,7230.41,7343.46,7210.46,133.0,7296.91,7183.86,2020-04-08 20:00:00+00:00,False,,0,,2020-04-08 16:30:00+00:00,2020-04-08 16:35:00+00:00,7312.89,PRE_E20_CLOSE_INVALIDATION_F65,-6.103687619374343,False,150.0,,,,
external,2020-04-17,2020-04-17 13:35:00+00:00,2020-04-17 13:45:00+00:00,7029.7265,7122.64,7013.33,109.3100000000004,7084.3815,6991.468,2020-04-17 20:00:00+00:00,False,,0,,2020-04-17 20:00:00+00:00,2020-04-17 20:00:00+00:00,7068.35,TIME_EXIT_SESSION_END,-3.1471552413881327,False,375.0,,,,
external,2020-04-27,2020-04-27 13:35:00+00:00,2020-04-27 14:25:00+00:00,7663.2,7738.0,7650.0,88.0,7707.2,7632.4,2020-04-27 20:00:00+00:00,True,2020-04-27 14:45:00+00:00,0,7632.4,2020-04-27 14:50:00+00:00,2020-04-27 14:50:00+00:00,7661.0,PROFIT_CEILING_GAP_OPEN,-0.25645683265478303,False,25.0,0.22727272727272727,-0.125,0.0,0.3522727272727273
external,2020-05-11,2020-05-11 16:40:00+00:00,2020-05-11 17:05:00+00:00,8575.808500000001,9164.0,8472.01,691.9899999999998,8921.8035,8333.612000000001,2020-05-11 20:00:00+00:00,True,2020-05-11 18:10:00+00:00,0,8333.612000000001,2020-05-11 18:15:00+00:00,2020-05-11 18:15:00+00:00,8398.74,PROFIT_CEILING_GAP_OPEN,9.923720498189859,True,70.0,0.46372057399673466,0.1058830329918069,0.22833369690548275,0.35783754100492776
external,2020-05-15,2020-05-15 15:10:00+00:00,2020-05-15 15:15:00+00:00,9496.0,9700.0,9460.0,240.0,9616.0,9412.0,2020-05-15 20:00:00+00:00,True,2020-05-15 19:15:00+00:00,0,9412.0,2020-05-15 19:25:00+00:00,2020-05-15 19:25:00+00:00,9412.0,PROFIT_CEILING_HIT,4.022914911541675,True,250.0,0.5833333333333334,0.2,0.34285714285714286,0.38333333333333336
external,2020-05-29,2020-05-29 15:20:00+00:00,2020-05-29 15:30:00+00:00,9377.4745,9590.0,9339.97,250.03000000000065,9502.4895,9289.964,2020-05-29 20:00:00+00:00,False,,0,,2020-05-29 20:00:00+00:00,2020-05-29 20:00:00+00:00,9401.95,TIME_EXIT_SESSION_END,-1.7050155454968903,False,270.0,,,,
external,2020-06-03,2020-06-03 14:15:00+00:00,2020-06-03 19:30:00+00:00,9509.989,9644.0,9486.34,157.65999999999985,9588.819,9454.808,2020-06-03 20:00:00+00:00,False,,0,,2020-06-03 20:00:00+00:00,2020-06-03 20:00:00+00:00,9576.01,TIME_EXIT_SESSION_END,-3.8711396616757816,False,30.0,,,,
external,2020-06-17,2020-06-17 13:35:00+00:00,2020-06-17 13:40:00+00:00,9467.85,9569.0,9450.0,119.0,9527.35,9426.2,2020-06-17 20:00:00+00:00,True,2020-06-17 13:55:00+00:00,0,9426.2,2020-06-17 14:00:00+00:00,2020-06-17 14:00:00+00:00,9438.0,PROFIT_CEILING_GAP_OPEN,1.1763874586099403,True,20.0,1.3972268907563061,0.10084033613445378,0.07217176880976706,1.2963865546218523
external,2020-06-18,2020-06-18 16:20:00+00:00,2020-06-18 16:40:00+00:00,9389.8825,9483.85,9373.3,110.55000000000109,9445.1575,9351.189999999999,2020-06-18 20:00:00+00:00,True,2020-06-18 19:15:00+00:00,0,9351.189999999999,2020-06-18 19:20:00+00:00,2020-06-18 19:20:00+00:00,9404.55,PROFIT_CEILING_GAP_OPEN,-1.1810268126358099,False,160.0,0.39439167797375047,-0.28267752148348885,0.0,0.6770691994572393
external,2020-06-19,2020-06-19 18:35:00+00:00,2020-06-19 18:40:00+00:00,9297.518,9453.0,9270.08,182.92000000000007,9388.978,9233.496,2020-06-19 20:00:00+00:00,False,,0,,2020-06-19 20:00:00+00:00,2020-06-19 20:00:00+00:00,9303.11,TIME_EXIT_SESSION_END,-0.7007254194076215,False,80.0,,,,
external,2020-06-29,2020-06-29 13:35:00+00:00,2020-06-29 13:40:00+00:00,9044.298999999999,9136.66,9028.0,108.65999999999985,9098.629,9006.268,2020-06-29 20:00:00+00:00,False,,0,,2020-06-29 15:40:00+00:00,2020-06-29 15:45:00+00:00,9124.03,PRE_E20_CLOSE_INVALIDATION_F65,-4.807804297491769,False,125.0,,,,
external,2020-07-09,2020-07-09 14:25:00+00:00,2020-07-09 14:40:00+00:00,9364.4585,9435.0,9352.01,82.98999999999978,9405.9535,9335.412,2020-07-09 20:00:00+00:00,True,2020-07-09 14:50:00+00:00,0,9335.412,2020-07-09 14:55:00+00:00,2020-07-09 14:55:00+00:00,9339.6,PROFIT_CEILING_GAP_OPEN,0.927279094674838,True,15.0,2.26147728642006,0.14953608868538243,0.06612318840579623,2.1119411977346774
external,2020-07-15,2020-07-15 16:55:00+00:00,2020-07-15 18:45:00+00:00,9198.7,9248.0,9190.0,58.0,9227.7,9178.4,2020-07-15 20:00:00+00:00,True,2020-07-15 18:50:00+00:00,0,9178.4,2020-07-15 18:55:00+00:00,2020-07-15 18:55:00+00:00,9179.23,PROFIT_CEILING_GAP_OPEN,0.6583017165469721,True,10.0,0.5862068965517241,0.1856896551724213,0.31676470588236577,0.4005172413793028
external,2020-08-11,2020-08-11 13:35:00+00:00,2020-08-11 14:05:00+00:00,11612.55,11780.0,11583.0,197.0,11711.05,11543.6,2020-08-11 20:00:00+00:00,True,2020-08-11 14:55:00+00:00,0,11543.6,2020-08-11 15:00:00+00:00,2020-08-11 15:00:00+00:00,11587.27,PROFIT_CEILING_GAP_OPEN,0.6884775523032908,True,55.0,1.5823857868020283,-0.021675126903555515,0.0,1.604060913705584
external,2020-08-21,2020-08-21 17:05:00+00:00,2020-08-21 18:10:00+00:00,11660.773000000001,11842.01,11628.79,213.21999999999935,11767.383,11586.146,2020-08-21 20:00:00+00:00,False,,0,,2020-08-21 20:00:00+00:00,2020-08-21 20:00:00+00:00,11679.69,TIME_EXIT_SESSION_END,-1.211138335340189,False,110.0,,,,
external,2020-08-27,2020-08-27 14:10:00+00:00,2020-08-27 14:25:00+00:00,11325.318,11593.0,11278.08,314.9200000000001,11482.778,11215.096,2020-08-27 20:00:00+00:00,True,2020-08-27 17:00:00+00:00,0,11215.096,2020-08-27 17:05:00+00:00,2020-08-27 17:05:00+00:00,11216.7,PROFIT_CEILING_GAP_OPEN,4.395362037516238,True,160.0,0.46761082179601227,0.19490664295693885,0.4168137987233404,0.2727041788390734
external,2020-09-03,2020-09-03 15:40:00+00:00,2020-09-03 16:10:00+00:00,10741.586,11475.0,10612.16,862.8400000000001,11173.006,10439.592,2020-09-03 20:00:00+00:00,False,,0,,2020-09-03 20:00:00+00:00,2020-09-03 20:00:00+00:00,10689.78,TIME_EXIT_SESSION_END,2.011468846406806,True,230.0,,,,
external,2020-11-10,2020-11-10 15:00:00+00:00,2020-11-10 15:10:00+00:00,15210.6955,15474.17,15164.2,309.96999999999935,15365.6805,15102.206,2020-11-10 20:00:00+00:00,True,2020-11-10 15:25:00+00:00,0,15102.206,2020-11-10 15:30:00+00:00,2020-11-10 15:30:00+00:00,15108.89,PROFIT_CEILING_GAP_OPEN,2.946510355164256,True,20.0,0.30067425879924164,0.17843662289899484,0.593454935622327,0.1222376359002468
external,2020-11-26,2020-11-26 17:30:00+00:00,2020-11-26 17:35:00+00:00,16512.1315,17646.21,16312.0,1334.2099999999991,17179.2365,16045.158,2020-11-26 20:00:00+00:00,False,,0,,2020-11-26 20:00:00+00:00,2020-11-26 20:00:00+00:00,16536.56,TIME_EXIT_SESSION_END,-1.1397137068585468,False,145.0,,,,
external,2020-12-02,2020-12-02 15:05:00+00:00,2020-12-02 15:10:00+00:00,18884.75,19365.0,18800.0,565.0,19167.25,18687.0,2020-12-02 20:00:00+00:00,False,,0,,2020-12-02 20:00:00+00:00,2020-12-02 20:00:00+00:00,19106.0,TIME_EXIT_SESSION_END,-6.257901216590134,False,290.0,,,,
external,2020-12-07,2020-12-07 14:20:00+00:00,2020-12-07 17:40:00+00:00,19144.4915,19396.61,19100.0,296.6100000000006,19292.7965,19040.678,2020-12-07 20:00:00+00:00,True,2020-12-07 18:15:00+00:00,0,19040.678,2020-12-07 18:20:00+00:00,2020-12-07 18:20:00+00:00,19040.678,PROFIT_CEILING_HIT,2.311315158201,True,40.0,0.64508951147972,0.2,0.3100344935716529,0.44508951147972003
external,2021-01-01,2021-01-01 18:45:00+00:00,2021-01-01 19:00:00+00:00,29015.329,29668.86,28900.0,768.8600000000006,29399.759000000002,28746.228,2021-01-01 20:00:00+00:00,False,,0,,2021-01-01 20:00:00+00:00,2021-01-01 20:00:00+00:00,29048.48,TIME_EXIT_SESSION_END,-0.9712670016596588,False,60.0,,,,
external,2021-02-10,2021-02-10 15:15:00+00:00,2021-02-10 15:20:00+00:00,44884.6675,47475.0,44427.55,3047.449999999997,46408.3925,43818.060000000005,2021-02-10 20:00:00+00:00,True,2021-02-10 15:45:00+00:00,0,43818.060000000005,2021-02-10 15:50:00+00:00,2021-02-10 15:50:00+00:00,43993.71,PROFIT_CEILING_GAP_OPEN,9.524964911458945,True,30.0,0.21577056227337726,0.14236164662258746,0.6597825260436497,0.0734089156507898
external,2021-02-17,2021-02-17 13:35:00+00:00,2021-02-17 14:40:00+00:00,50837.069,51806.46,50666.0,1140.4599999999991,51407.299,50437.908,2021-02-17 20:00:00+00:00,False,,0,,2021-02-17 15:00:00+00:00,2021-02-17 15:05:00+00:00,51513.87,PRE_E20_CLOSE_INVALIDATION_F65,-7.056569834897486,False,25.0,,,,
external,2021-03-18,2021-03-18 14:15:00+00:00,2021-03-18 14:25:00+00:00,57811.5215,58726.81,57650.0,1076.8099999999977,58349.9265,57434.638,2021-03-18 20:00:00+00:00,False,,0,,2021-03-18 15:20:00+00:00,2021-03-18 15:25:00+00:00,58495.0,PRE_E20_CLOSE_INVALIDATION_F65,-6.31126545596965,False,60.0,,,,
external,2021-05-06,2021-05-06 15:55:00+00:00,2021-05-06 16:05:00+00:00,57088.334,58450.0,56848.04,1601.9599999999991,57889.314,56527.648,2021-05-06 20:00:00+00:00,True,2021-05-06 18:30:00+00:00,2,56050.0,2021-05-06 19:40:00+00:00,2021-05-06 19:40:00+00:00,56050.0,PROFIT_CEILING_HIT,8.694099680680866,True,215.0,0.9676458837923533,0.49816474818347606,0.5148213375652378,0.4694811356088772
external,2021-05-12,2021-05-12 13:35:00+00:00,2021-05-12 14:55:00+00:00,56076.7,57265.0,55867.0,1398.0,56775.7,55587.4,2021-05-12 20:00:00+00:00,True,2021-05-12 15:25:00+00:00,0,55587.4,2021-05-12 15:30:00+00:00,2021-05-12 15:30:00+00:00,55659.62,PROFIT_CEILING_GAP_OPEN,3.3188350955030814,True,35.0,1.6531831187410597,0.14834048640915407,0.08973022088570506,1.5048426323319057
external,2021-06-07,2021-06-07 14:55:00+00:00,2021-06-07 15:00:00+00:00,36037.4255,36799.0,35903.03,895.9700000000012,36485.4105,35723.835999999996,2021-06-07 20:00:00+00:00,True,2021-06-07 16:25:00+00:00,0,35723.835999999996,2021-06-07 16:30:00+00:00,2021-06-07 16:30:00+00:00,35816.31,PROFIT_CEILING_GAP_OPEN,2.6678592731325783,True,90.0,0.613335267921915,0.09678895498733334,0.15780758102378642,0.5165463129345816
external,2021-06-18,2021-06-18 13:45:00+00:00,2021-06-18 13:50:00+00:00,37192.1345,38000.0,37049.57,950.4300000000003,37667.3495,36859.484,2021-06-18 20:00:00+00:00,True,2021-06-18 14:05:00+00:00,0,36859.484,2021-06-18 14:10:00+00:00,2021-06-18 14:10:00+00:00,36863.01,PROFIT_CEILING_GAP_OPEN,4.024651938167157,True,20.0,2.0512504866218437,0.19629010027040142,0.09569289638227799,1.8549603863514423
external,2021-07-07,2021-07-07 16:15:00+00:00,2021-07-07 16:20:00+00:00,34543.894,35089.56,34447.6,641.9599999999991,34864.873999999996,34319.208,2021-07-07 20:00:00+00:00,False,,0,,2021-07-07 20:00:00+00:00,2021-07-07 20:00:00+00:00,34610.56,TIME_EXIT_SESSION_END,-1.3649462217548032,False,220.0,,,,
external,2021-07-12,2021-07-12 13:35:00+00:00,2021-07-12 13:50:00+00:00,33506.5,34450.0,33340.0,1110.0,34061.5,33118.0,2021-07-12 20:00:00+00:00,True,2021-07-12 16:15:00+00:00,0,33118.0,2021-07-12 16:20:00+00:00,2021-07-12 16:20:00+00:00,33179.56,PROFIT_CEILING_GAP_OPEN,4.478754868458401,True,150.0,0.5635855855855871,0.14454054054054263,0.2564659995524184,0.4190450450450445
external,2021-07-28,2021-07-28 14:55:00+00:00,2021-07-28 15:10:00+00:00,39581.6,40894.0,39350.0,1544.0,40353.6,39041.2,2021-07-28 20:00:00+00:00,True,2021-07-28 17:50:00+00:00,0,39041.2,2021-07-28 17:55:00+00:00,2021-07-28 17:55:00+00:00,39041.2,PROFIT_CEILING_HIT,6.426404187804446,True,165.0,0.3866580310880829,0.2000000000000019,0.517252931323288,0.186658031088081
external,2021-07-29,2021-07-29 18:35:00+00:00,2021-07-29 19:10:00+00:00,39589.75,40665.0,39400.0,1265.0,40222.25,39147.0,2021-07-29 20:00:00+00:00,False,,0,,2021-07-29 20:00:00+00:00,2021-07-29 20:00:00+00:00,39647.85,TIME_EXIT_SESSION_END,-1.133775787924884,False,50.0,,,,
external,2021-08-03,2021-08-03 18:10:00+00:00,2021-08-03 18:15:00+00:00,37829.8205,38799.56,37658.69,1140.8699999999953,38400.2555,37430.516,2021-08-03 20:00:00+00:00,False,,0,,2021-08-03 20:00:00+00:00,2021-08-03 20:00:00+00:00,38015.27,TIME_EXIT_SESSION_END,-2.851102034703001,False,105.0,,,,
external,2021-08-12,2021-08-12 14:10:00+00:00,2021-08-12 14:15:00+00:00,44507.0,45680.0,44300.0,1380.0,45197.0,44024.0,2021-08-12 20:00:00+00:00,True,2021-08-12 14:55:00+00:00,0,44024.0,2021-08-12 15:00:00+00:00,2021-08-12 15:00:00+00:00,44141.43,PROFIT_CEILING_GAP_OPEN,3.7068820634956317,True,45.0,0.36231884057971014,0.11490579710144906,0.3171399999999994,0.2474130434782611
external,2021-08-17,2021-08-17 14:30:00+00:00,2021-08-17 14:45:00+00:00,46081.171500000004,47194.0,45884.79,1309.2099999999991,46735.7765,45622.948000000004,2021-08-17 20:00:00+00:00,True,2021-08-17 16:00:00+00:00,0,45622.948000000004,2021-08-17 16:05:00+00:00,2021-08-17 16:05:00+00:00,45660.62,PROFIT_CEILING_GAP_OPEN,4.163159814632788,True,80.0,0.4513637995432365,0.17122539546749443,0.37935119218858093,0.2801384040757421
external,2021-09-07,2021-09-07 14:05:00+00:00,2021-09-07 14:10:00+00:00,50784.619,52397.46,50500.0,1897.4599999999991,51733.349,50120.508,2021-09-07 20:00:00+00:00,True,2021-09-07 14:25:00+00:00,0,50120.508,2021-09-07 14:30:00+00:00,2021-09-07 14:30:00+00:00,50224.41,PROFIT_CEILING_GAP_OPEN,5.115538080535731,True,20.0,4.4332950365225114,0.1452415334183575,0.032761531145981515,4.288053503104154
external,2021-09-10,2021-09-10 14:10:00+00:00,2021-09-10 14:15:00+00:00,45759.475,46538.5,45622.0,916.5,46217.725,45438.7,2021-09-10 20:00:00+00:00,True,2021-09-10 14:25:00+00:00,0,45438.7,2021-09-10 14:35:00+00:00,2021-09-10 14:35:00+00:00,45438.7,PROFIT_CEILING_HIT,3.1050118035663825,True,20.0,0.9425531914893601,0.20000000000000318,0.2121896162528254,0.742553191489357
external,2021-10-07,2021-10-07 14:40:00+00:00,2021-10-07 14:50:00+00:00,53840.1305,54826.87,53666.0,1160.8700000000026,54420.565500000004,53433.826,2021-10-07 20:00:00+00:00,False,,0,,2021-10-07 20:00:00+00:00,2021-10-07 20:00:00+00:00,54019.5,TIME_EXIT_SESSION_END,-2.0657602640840484,False,310.0,,,,
external,2021-12-14,2021-12-14 16:00:00+00:00,2021-12-14 16:10:00+00:00,46946.601500000004,47958.62,46768.01,1190.6100000000006,47541.906500000005,46529.888,2021-12-14 20:00:00+00:00,True,2021-12-14 18:30:00+00:00,0,46529.888,2021-12-14 18:35:00+00:00,2021-12-14 18:35:00+00:00,46555.0,PROFIT_CEILING_GAP_OPEN,3.770711909785463,True,145.0,0.27948698566281305,0.17890829070812603,0.6401310253636276,0.10057869495468702
external,2021-12-20,2021-12-20 14:25:00+00:00,2021-12-20 14:30:00+00:00,45699.706,46548.04,45550.0,998.0400000000009,46198.726,45350.392,2021-12-20 20:00:00+00:00,False,,0,,2021-12-20 14:55:00+00:00,2021-12-20 15:00:00+00:00,46282.07,PRE_E20_CLOSE_INVALIDATION_F65,-6.771638364588206,False,30.0,,,,
external,2021-12-22,2021-12-22 13:35:00+00:00,2021-12-22 13:45:00+00:00,48605.742,49522.28,48444.0,1078.2799999999988,49144.882,48228.344,2021-12-22 20:00:00+00:00,False,,0,,2021-12-22 20:00:00+00:00,2021-12-22 20:00:00+00:00,48911.21,TIME_EXIT_SESSION_END,-3.5423036397634218,False,375.0,,,,
reference_validation,2025-01-24,2025-01-24 14:10:00+00:00,2025-01-24 14:15:00+00:00,105008.09,105758.3,104875.7,882.6000000000058,105449.39,104699.18,2025-01-24 20:00:00+00:00,True,2025-01-24 14:30:00+00:00,0,104699.18,2025-01-24 14:35:00+00:00,2025-01-24 14:35:00+00:00,104813.4,PROFIT_CEILING_GAP_OPEN,0.5270238131176556,True,20.0,0.286313165646947,0.07058690233401597,0.246537396121898,0.215726263312931
reference_validation,2025-01-29,2025-01-29 13:35:00+00:00,2025-01-29 13:40:00+00:00,101955.70999999999,103012.6,101769.2,1243.4000000000087,102577.41,101520.51999999999,2025-01-29 20:00:00+00:00,False,,0,,2025-01-29 17:30:00+00:00,2025-01-29 17:35:00+00:00,102667.7,PRE_E20_CLOSE_INVALIDATION_F65,-3.8916631937534913,False,235.0,,,,
