period,lookback_min,hold_min,dimension,bucket,n,wr,net,exp,pf,dd
DEV_2022,180,240,composite_energy,HIGH_ENERGY,30,0.6666666666666666,208.08763716256354,6.936254572085451,4.387052621002453,19.81081445337965
DEV_2022,240,240,rv_60,LOW,26,0.2692307692307692,-77.66705914316513,-2.9871945824294284,0.28676853840828065,90.31219590154973
DEV_2022,240,240,rv_60,MID,35,0.5714285714285714,100.97724838985174,2.8850642397100494,1.814610640932465,33.2151391375174
DEV_2022,240,240,rv_60,HIGH,35,0.6285714285714286,186.9002471682688,5.340007061950537,3.3397230356647487,22.11270750280621
DEV_2022,240,240,atr_pct_60,LOW,27,0.2222222222222222,-98.15906410714713,-3.635520892857301,0.22987465795425044,107.55815601682278
DEV_2022,240,240,atr_pct_60,MID,35,0.5714285714285714,87.71338178322623,2.506096622377892,1.8080190179643258,33.40260463103435
DEV_2022,240,240,atr_pct_60,HIGH,34,0.6764705882352942,220.65611873887636,6.489885845261069,3.8760670673499678,22.112707502806202
DEV_2022,240,240,composite_energy,LOW_ENERGY,20,0.25,-54.621869099714104,-2.731093454985705,0.3457382624817497,67.40686091180903
DEV_2022,240,240,composite_energy,MIXED,46,0.5434782608695652,98.67318503901242,2.145069239978531,1.646927402382558,31.101065103067864
DEV_2022,240,240,composite_energy,HIGH_ENERGY,30,0.6333333333333333,166.15912047565703,5.538637349188567,3.165744494515469,22.112707502806217
DEV_2022,180,360,rv_60,LOW,24,0.4166666666666667,23.829915417206173,0.9929131423835905,1.3823057051893093,21.442679024363464
DEV_2022,180,360,rv_60,MID,26,0.6153846153846154,100.97420646492168,3.8836233255739105,1.8840858666148488,41.900540638489176
DEV_2022,180,360,rv_60,HIGH,34,0.5588235294117647,53.900498245309116,1.5853087719208563,1.300545035714106,65.564621319514
DEV_2022,180,360,atr_pct_60,LOW,25,0.4,-19.53816123988278,-0.7815264495953111,0.78249349363767,45.37620258936769
DEV_2022,180,360,atr_pct_60,MID,25,0.64,147.76725362680708,5.910690145072283,2.9262554498669604,38.407870755941886
DEV_2022,180,360,atr_pct_60,HIGH,34,0.5588235294117647,50.47552774051266,1.484574345309196,1.2665760128285048,74.27642816778604
DEV_2022,180,360,composite_energy,LOW_ENERGY,19,0.3684210526315789,8.28666121931111,0.436140064174269,1.1609492364339564,19.451315066668975
DEV_2022,180,360,composite_energy,MIXED,35,0.6285714285714286,153.5756378742936,4.387875367836959,2.190605058596579,34.7390105830092
DEV_2022,180,360,composite_energy,HIGH_ENERGY,30,0.5333333333333333,16.842321033832263,0.5614107011277422,1.09601580514737,80.19781349761591
DEV_2022,240,360,rv_60,LOW,26,0.2692307692307692,-121.60438686694233,-4.677091802574705,0.28408691872156183,133.5125200340399
DEV_2022,240,360,rv_60,MID,35,0.7142857142857143,190.27830653283362,5.436523043795247,2.2846506692082262,49.72427142208894
DEV_2022,240,360,rv_60,HIGH,35,0.5428571428571428,37.788113150169245,1.0796603757191212,1.1926576358773608,68.30297423651962
DEV_2022,240,360,atr_pct_60,LOW,27,0.2962962962962963,-156.315265810437,-5.789454289275445,0.23419454318479677,168.2233989775346
DEV_2022,240,360,atr_pct_60,MID,35,0.6571428571428571,160.59536557851268,4.588439016528934,2.168561244031755,46.23160153954166
DEV_2022,240,360,atr_pct_60,HIGH,34,0.5882352941176471,102.18193304798484,3.005350971999554,1.5921241558371928,73.02077558309642
DEV_2022,240,360,composite_energy,LOW_ENERGY,20,0.25,-103.20799598071409,-5.160399799035704,0.26539507195887413,115.34999689648285
DEV_2022,240,360,composite_energy,MIXED,46,0.6521739130434783,189.29778493083387,4.115169237626823,1.9415261301359015,42.56274136660896
DEV_2022,240,360,composite_energy,HIGH_ENERGY,30,0.5333333333333333,20.372243865940746,0.6790747955313582,1.1180531366143251,78.9421609129263
TEST_2023,120,240,rv_60,LOW,73,0.4931506849315068,-0.07361076094771413,-0.001008366588324851,0.9994077725596309,27.063257864916622
TEST_2023,120,240,rv_60,MID,24,0.5,-36.510121730190754,-1.5212550720912814,0.5324560287434472,45.00942182235774
TEST_2023,120,240,rv_60,HIGH,14,0.7142857142857143,105.03149651588404,7.502249751134575,6.8707426495275215,6.274996180078013
TEST_2023,120,240,atr_pct_60,LOW,86,0.5,-26.21962108920345,-0.3048793149907378,0.848556861125654,36.456607087445455
TEST_2023,120,240,atr_pct_60,MID,13,0.5384615384615384,-1.489982410247645,-0.11461403155751117,0.9490641487689614,11.08498284755699
TEST_2023,120,240,atr_pct_60,HIGH,12,0.6666666666666666,96.15736752419667,8.013113960349722,6.374722605282709,6.274996180078013
TEST_2023,120,240,composite_energy,LOW_ENERGY,70,0.4857142857142857,-4.088162119024605,-0.05840231598606579,0.9665318274881093,30.383999413172127
TEST_2023,120,240,composite_energy,MIXED,29,0.5517241379310345,-23.62144138042648,-0.8145324613940165,0.7055901092953439,41.966820198068724
TEST_2023,120,240,composite_energy,HIGH_ENERGY,12,0.6666666666666666,96.15736752419667,8.013113960349722,6.374722605282709,6.274996180078013
TEST_2023,180,240,rv_60,LOW,74,0.6081081081081081,49.459133149846735,0.6683666641871181,1.6221298657659122,16.34022691053462
TEST_2023,180,240,rv_60,MID,24,0.5,-20.83697729082807,-0.8682073871178363,0.7280591757833245,47.08037675660337
TEST_2023,180,240,rv_60,HIGH,14,0.7142857142857143,105.03149651588404,7.502249751134575,6.8707426495275215,6.274996180078013
TEST_2023,180,240,atr_pct_60,LOW,86,0.5930232558139535,28.64393408508447,0.3330690009893543,1.2250128338016906,21.487801116318984
TEST_2023,180,240,atr_pct_60,MID,12,0.5,-1.0517454134116484,-0.08764545111763737,0.9635111959222135,19.36841570014556
TEST_2023,180,240,atr_pct_60,HIGH,14,0.7142857142857143,106.06146370322989,7.575818835944992,6.928312735596426,6.274996180078013
TEST_2023,180,240,composite_energy,LOW_ENERGY,72,0.6111111111111112,50.90932976685312,0.7070740245396266,1.658120071289845,14.19622048370687
TEST_2023,180,240,composite_energy,MIXED,28,0.5357142857142857,-13.413044916147072,-0.479037318433824,0.8297128358637563,47.19378876090043
TEST_2023,180,240,composite_energy,HIGH_ENERGY,12,0.6666666666666666,96.15736752419667,8.013113960349722,6.374722605282709,6.274996180078013
TEST_2023,240,240,rv_60,LOW,58,0.603448275862069,31.71229951340329,0.5467637847138499,1.5496593453746104,15.132194546658656
TEST_2023,240,240,rv_60,MID,19,0.5263157894736842,-12.924535638032694,-0.6802387177911944,0.7793420547198437,37.71499948361318
TEST_2023,240,240,rv_60,HIGH,13,0.6923076923076923,97.494152136906,7.499550164377384,6.449442272234021,6.274996180078013
TEST_2023,240,240,atr_pct_60,LOW,67,0.582089552238806,10.343057408775913,0.1543739911757599,1.107841418143798,29.607767081753636
TEST_2023,240,240,atr_pct_60,MID,9,0.5555555555555556,-0.12260509972921563,-0.013622788858801737,0.9939773396831397,16.92176266691
TEST_2023,240,240,atr_pct_60,HIGH,14,0.7142857142857143,106.06146370322989,7.575818835944992,6.928312735596426,6.274996180078013
TEST_2023,240,240,composite_energy,LOW_ENERGY,57,0.5964912280701754,31.018489703581913,0.544184029887402,1.537633757456594,15.132194546658656
TEST_2023,240,240,composite_energy,MIXED,21,0.5714285714285714,-10.893941215501993,-0.5187591055000949,0.8140099766879226,35.68440506108248
TEST_2023,240,240,composite_energy,HIGH_ENERGY,12,0.6666666666666666,96.15736752419667,8.013113960349722,6.374722605282709,6.274996180078013
TEST_2023,180,360,rv_60,LOW,74,0.5405405405405406,62.49437399644041,0.844518567519465,1.789096867888908,13.253380576632296
TEST_2023,180,360,rv_60,MID,24,0.5,-29.42256239585653,-1.2259400998273555,0.6686319150018128,57.14040455613058
TEST_2023,180,360,rv_60,HIGH,14,0.6428571428571429,94.78719187566863,6.770513705404902,8.379541161746623,5.761486241020101
TEST_2023,180,360,atr_pct_60,LOW,86,0.5348837209302325,33.385247371895424,0.3882005508359933,1.2335740951720668,35.06841248259312
TEST_2023,180,360,atr_pct_60,MID,12,0.5,3.9929471052093186,0.33274559210077653,1.1593585645864528,14.866536399616297
TEST_2023,180,360,atr_pct_60,HIGH,14,0.6428571428571429,90.48080899914773,6.462914928510552,8.044272977652605,5.761486241020101
TEST_2023,180,360,composite_energy,LOW_ENERGY,72,0.5416666666666666,62.55379330042073,0.8688026847280657,1.8019479957446816,13.253380576632296
TEST_2023,180,360,composite_energy,MIXED,28,0.5357142857142857,-21.52396277647019,-0.7687129563025067,0.760808214504654,56.02320911899115
TEST_2023,180,360,composite_energy,HIGH_ENERGY,12,0.5833333333333334,86.82917295230195,7.235764412691829,7.759979309044269,5.761486241020101
TEST_2023,240,360,rv_60,LOW,58,0.5689655172413793,44.0834868180967,0.7600601175533914,1.821483808646876,12.61152438943801
TEST_2023,240,360,rv_60,MID,19,0.5263157894736842,-11.20343106205483,-0.5896542664239385,0.8294786218884889,43.67316517820984
TEST_2023,240,360,rv_60,HIGH,13,0.6153846153846154,88.0057876934217,6.769675976417053,7.851583213979021,5.761486241020101
TEST_2023,240,360,atr_pct_60,LOW,67,0.5522388059701493,24.360212588266876,0.3635852625114459,1.2361831654231001,34.88271213921764
TEST_2023,240,360,atr_pct_60,MID,9,0.5555555555555556,6.044821862048943,0.6716468735609937,1.3726060564120257,11.985769472132542
TEST_2023,240,360,atr_pct_60,HIGH,14,0.6428571428571429,90.48080899914773,6.462914928510552,8.044272977652605,5.761486241020101
TEST_2023,240,360,composite_energy,LOW_ENERGY,57,0.5614035087719298,42.94787120646999,0.7534714246749121,1.8003219200320446,12.611524389438006
TEST_2023,240,360,composite_energy,MIXED,21,0.5714285714285714,-8.89120070930838,-0.42339050996706573,0.8646718322610687,41.360934825463396
TEST_2023,240,360,composite_energy,HIGH_ENERGY,12,0.5833333333333334,86.82917295230195,7.235764412691829,7.759979309044269,5.761486241020101
CONFIRM_2024,120,240,rv_60,LOW,49,0.7142857142857143,147.34011014519493,3.006941023371325,3.1405331772457865,28.00685116571273
CONFIRM_2024,120,240,rv_60,MID,46,0.5434782608695652,-102.31039903858913,-2.2241391095345464,0.5844061061824143,139.27191142179703
CONFIRM_2024,120,240,rv_60,HIGH,23,0.6521739130434783,46.687732587626265,2.029901416853316,2.0631311902304352,15.084573721598233
CONFIRM_2024,120,240,atr_pct_60,LOW,60,0.6,20.184869114851505,0.3364144852475251,1.1060514165639004,54.90288148591267
CONFIRM_2024,120,240,atr_pct_60,MID,39,0.6410256410256411,2.836935988289185,0.07274194841767141,1.0201183265283376,51.895700526006614
CONFIRM_2024,120,240,atr_pct_60,HIGH,19,0.7368421052631579,68.69563859109137,3.615559925846914,3.490419328773191,11.43929750696062
CONFIRM_2024,120,240,composite_energy,LOW_ENERGY,47,0.7021276595744681,136.72972445978738,2.9091430736124972,2.9863872182085127,28.006851165712746
CONFIRM_2024,120,240,composite_energy,MIXED,57,0.5789473684210527,-91.11207826120665,-1.5984575133545027,0.6529197565452486,123.91437024509202
CONFIRM_2024,120,240,composite_energy,HIGH_ENERGY,14,0.6428571428571429,46.09979749565133,3.292842678260809,2.671253504448659,11.43929750696062
CONFIRM_2024,180,240,rv_60,LOW,58,0.4827586206896552,14.168788141929543,0.24428945072292316,1.1483249795069832,45.56696597444161
CONFIRM_2024,180,240,rv_60,MID,40,0.6,-9.78755106456526,-0.24468877661413152,0.9380986609655342,88.72957225021678
CONFIRM_2024,180,240,rv_60,HIGH,25,0.64,61.85512235545527,2.474204894218211,2.397271608885395,15.084573721598233
CONFIRM_2024,180,240,atr_pct_60,LOW,68,0.4411764705882353,-57.27554775314493,-0.8422874669580136,0.6505118110426069,84.14787858662362
CONFIRM_2024,180,240,atr_pct_60,MID,34,0.6764705882352942,34.48259257316808,1.0141938992108257,1.3250379216448047,52.35897196666522
CONFIRM_2024,180,240,atr_pct_60,HIGH,21,0.7142857142857143,89.0293146127964,4.239491172037924,4.186770337547596,11.439297506960628
CONFIRM_2024,180,240,composite_energy,LOW_ENERGY,55,0.4727272727272727,7.224667289429117,0.13135758708052941,1.0786495012544668,41.900701141534505
CONFIRM_2024,180,240,composite_energy,MIXED,52,0.6153846153846154,-7.42178137396592,-0.14272656488396,0.9583310386672387,80.65486417292276
CONFIRM_2024,180,240,composite_energy,HIGH_ENERGY,16,0.625,66.43347351735636,4.152092094834773,3.37796082948768,11.792493479966652
CONFIRM_2024,240,240,rv_60,LOW,57,0.49122807017543857,43.77397230149302,0.7679644263419828,1.6051431593670884,15.829432060127353
CONFIRM_2024,240,240,rv_60,MID,39,0.6153846153846154,0.20486410825627988,0.005252925852725125,1.001331842899943,75.82117045597445
CONFIRM_2024,240,240,rv_60,HIGH,26,0.6153846153846154,39.785563754245175,1.5302139905478913,1.660460191797693,19.44755283002236
CONFIRM_2024,240,240,atr_pct_60,LOW,65,0.46153846153846156,-11.957043276150257,-0.1839545119407732,0.902518261388441,40.65465629032646
CONFIRM_2024,240,240,atr_pct_60,MID,35,0.6571428571428571,23.21640722526567,0.6633259207218762,1.183784638813955,50.139112177799916
CONFIRM_2024,240,240,atr_pct_60,HIGH,22,0.6818181818181818,72.50503621487904,3.2956834643126838,2.9379926959093066,11.43929750696062
CONFIRM_2024,240,240,composite_energy,LOW_ENERGY,54,0.48148148148148145,36.82985144899259,0.6820342860924554,1.536328746935066,15.829432060127349
CONFIRM_2024,240,240,composite_energy,MIXED,51,0.6274509803921569,-3.9247382485709013,-0.07695565193276277,0.9782337482374386,70.32961253318473
CONFIRM_2024,240,240,composite_energy,HIGH_ENERGY,17,0.5882352941176471,50.859286963572785,2.991722762563105,2.3594217974382943,11.792493479966652
CONFIRM_2024,180,360,rv_60,LOW,58,0.6379310344827587,29.57586402566329,0.509928690097643,1.216306006534314,73.99129839326714
CONFIRM_2024,180,360,rv_60,MID,40,0.525,-14.32570706866533,-0.35814267671663325,0.9156525559834967,84.56313483636195
CONFIRM_2024,180,360,rv_60,HIGH,25,0.56,42.3871350705928,1.6954854028237119,1.73116110507774,17.119732458045704
CONFIRM_2024,180,360,atr_pct_60,LOW,68,0.5441176470588235,-64.29062837590773,-0.9454504172927607,0.7226084500308444,155.09610304732846
CONFIRM_2024,180,360,atr_pct_60,MID,34,0.6764705882352942,64.1841729551731,1.8877697927992088,1.763740783745341,50.550148485965224
CONFIRM_2024,180,360,atr_pct_60,HIGH,21,0.5714285714285714,57.74374744832538,2.749702259444066,2.1847824836635654,15.496364830285437
CONFIRM_2024,180,360,composite_energy,LOW_ENERGY,55,0.6181818181818182,22.269347342093422,0.40489722440169856,1.1628690741718997,74.4153518126977
CONFIRM_2024,180,360,composite_energy,MIXED,52,0.5769230769230769,4.296989122830681,0.08263440620828232,1.0229106446066043,71.94556978965431
CONFIRM_2024,180,360,composite_energy,HIGH_ENERGY,16,0.5,31.07095556266666,1.9419347226666663,1.771762811261058,19.41503027627557
CONFIRM_2024,240,360,rv_60,LOW,57,0.5789473684210527,100.78431848666382,1.768145938362523,1.9330282476057306,26.086557136809795
CONFIRM_2024,240,360,rv_60,MID,39,0.5897435897435898,59.65531390696898,1.5296234335120251,1.4222172084863194,65.97120687465686
CONFIRM_2024,240,360,rv_60,HIGH,26,0.5769230769230769,43.8950355163743,1.688270596783627,1.8055855917895063,17.239719356234616
CONFIRM_2024,240,360,atr_pct_60,LOW,65,0.5230769230769231,32.238249655841734,0.49597307162833437,1.179428019523826,49.6626112065936
CONFIRM_2024,240,360,atr_pct_60,MID,35,0.7142857142857143,106.3993139168305,3.0399803976237285,2.532419001047067,37.621463542456866
CONFIRM_2024,240,360,atr_pct_60,HIGH,22,0.5454545454545454,65.69710433733488,2.9862320153334037,2.2012007972080543,15.496364830285437
CONFIRM_2024,240,360,composite_energy,LOW_ENERGY,54,0.5555555555555556,93.47780180309394,1.731070403760999,1.865386906574335,26.086557136809795
CONFIRM_2024,240,360,composite_energy,MIXED,51,0.6470588235294118,88.28581307741807,1.731094374067021,1.5902870500585367,57.3719609312479
CONFIRM_2024,240,360,composite_energy,HIGH_ENERGY,17,0.47058823529411764,22.5710530294951,1.327709001735006,1.488395196072896,14.397025085212533
FINAL_OOS_2025,120,240,rv_60,LOW,29,0.6206896551724138,27.784166164815048,0.9580746953384499,1.403301569915997,34.291908016296674
FINAL_OOS_2025,120,240,rv_60,MID,49,0.6122448979591837,-35.09275837802628,-0.7161787424086996,0.8324753273683528,84.32989168308612
FINAL_OOS_2025,120,240,rv_60,HIGH,21,0.5238095238095238,17.38550767097938,0.8278813176656847,1.3343571575299542,19.899904211051904
FINAL_OOS_2025,120,240,atr_pct_60,LOW,30,0.5,-28.6296509745224,-0.9543216991507466,0.6941645836620919,51.39492805025946
FINAL_OOS_2025,120,240,atr_pct_60,MID,44,0.7272727272727273,45.91069820380133,1.043424959177303,1.3140290277741993,61.770968389217856
FINAL_OOS_2025,120,240,atr_pct_60,HIGH,25,0.48,-7.204131771510772,-0.28816527086043087,0.9204460475503574,38.20917823631586
FINAL_OOS_2025,120,240,composite_energy,LOW_ENERGY,24,0.5416666666666666,-14.873929044052087,-0.6197470435021702,0.7840972121063011,50.19356378291976
FINAL_OOS_2025,120,240,composite_energy,MIXED,54,0.6481481481481481,7.565336830840878,0.140098830200757,1.036115159779755,62.34010844242792
FINAL_OOS_2025,120,240,composite_energy,HIGH_ENERGY,21,0.5238095238095238,17.38550767097938,0.8278813176656847,1.3343571575299542,19.899904211051904
FINAL_OOS_2025,180,240,rv_60,LOW,35,0.7142857142857143,91.93635657192716,2.6267530449122045,2.939931944354137,15.106235966737746
FINAL_OOS_2025,180,240,rv_60,MID,45,0.6444444444444445,-12.715793592120804,-0.28257319093601785,0.9337532836779614,50.811716969610536
FINAL_OOS_2025,180,240,rv_60,HIGH,17,0.5882352941176471,40.159301916103516,2.362311877417854,2.556164570302508,15.811814431174017
FINAL_OOS_2025,180,240,atr_pct_60,LOW,32,0.625,42.04270896292901,1.3138346550915316,1.6788443803912412,17.460306720311742
FINAL_OOS_2025,180,240,atr_pct_60,MID,44,0.7272727272727273,42.45169915491287,0.9648113444298381,1.275421541766697,49.319461158039516
FINAL_OOS_2025,180,240,atr_pct_60,HIGH,21,0.5714285714285714,34.88545677806798,1.661212227527047,1.7108189515293097,29.261945167745548
FINAL_OOS_2025,180,240,composite_energy,LOW_ENERGY,28,0.6785714285714286,48.78196102946118,1.7422128939093278,2.09617769815311,15.106235966737746
FINAL_OOS_2025,180,240,composite_energy,MIXED,52,0.6730769230769231,30.438601950345177,0.5853577298143303,1.1562270382647368,49.31946115803952
FINAL_OOS_2025,180,240,composite_energy,HIGH_ENERGY,17,0.5882352941176471,40.159301916103516,2.362311877417854,2.556164570302508,15.811814431174017
FINAL_OOS_2025,240,240,rv_60,LOW,34,0.6764705882352942,70.84041055905097,2.0835414870309106,2.365611097495622,18.68747590490619
FINAL_OOS_2025,240,240,rv_60,MID,49,0.6326530612244898,-33.17655100214121,-0.6770724694314533,0.8336185951545997,70.87342459327752
FINAL_OOS_2025,240,240,rv_60,HIGH,24,0.5416666666666666,-8.255861152679879,-0.34399421469499497,0.9043972912282122,37.18451890724003
FINAL_OOS_2025,240,240,atr_pct_60,LOW,33,0.5757575757575758,9.37553344972594,0.2841070742341194,1.118314298188581,26.47723371044131
FINAL_OOS_2025,240,240,atr_pct_60,MID,47,0.7021276595744681,7.678424754409415,0.16337073945551947,1.0439659008660083,65.3069678433011
FINAL_OOS_2025,240,240,atr_pct_60,HIGH,27,0.5555555555555556,12.354040200094513,0.4575570444479449,1.1475224943157427,29.261945167745548
FINAL_OOS_2025,240,240,composite_energy,LOW_ENERGY,28,0.6428571428571429,38.8295472023693,1.3867695429417606,1.7926848367633401,18.68747590490619
FINAL_OOS_2025,240,240,composite_energy,MIXED,56,0.6428571428571429,-27.049434136269493,-0.48302560957624097,0.8814526037017415,76.7083037888172
FINAL_OOS_2025,240,240,composite_energy,HIGH_ENERGY,23,0.5652173913043478,17.62788533813005,0.7664297973100022,1.291504015906932,22.411151240294362
FINAL_OOS_2025,180,360,rv_60,LOW,35,0.6857142857142857,90.56514207163548,2.5875754877610135,2.378443223979914,25.075125874578177
FINAL_OOS_2025,180,360,rv_60,MID,45,0.6,-27.511570070193212,-0.6113682237820713,0.8936762902899021,99.2259887663856
FINAL_OOS_2025,180,360,rv_60,HIGH,17,0.8823529411764706,145.16247159264213,8.538968917214243,14.187950975159547,6.9309952383444084
FINAL_OOS_2025,180,360,atr_pct_60,LOW,32,0.59375,52.39241290362102,1.637262903238157,1.820588157032131,12.500239103702706
FINAL_OOS_2025,180,360,atr_pct_60,MID,44,0.7045454545454546,47.93719565250443,1.0894817193751007,1.2284198038573484,74.7456890860811
FINAL_OOS_2025,180,360,atr_pct_60,HIGH,21,0.7619047619047619,107.88643503795895,5.1374492875218545,2.7471680919734363,39.97988133238993
FINAL_OOS_2025,180,360,composite_energy,LOW_ENERGY,28,0.6428571428571429,62.71046779562129,2.2396595641293318,2.383120590499481,12.500239103702706
FINAL_OOS_2025,180,360,composite_energy,MIXED,52,0.6346153846153846,0.343104205821003,0.0065981578042500575,1.0012292614237468,99.77597212083248
FINAL_OOS_2025,180,360,composite_energy,HIGH_ENERGY,17,0.8823529411764706,145.16247159264213,8.538968917214243,14.187950975159547,6.9309952383444084
FINAL_OOS_2025,240,360,rv_60,LOW,34,0.6764705882352942,99.00923439720553,2.9120363058001626,2.6345630768406325,12.579006441538212
FINAL_OOS_2025,240,360,rv_60,MID,49,0.5714285714285714,-78.60940605678093,-1.6042735929955292,0.7044104685037657,108.20133452790813
FINAL_OOS_2025,240,360,rv_60,HIGH,24,0.7083333333333334,120.99981589090413,5.0416589954543385,4.134654963003305,16.82289884139731
FINAL_OOS_2025,240,360,atr_pct_60,LOW,33,0.5454545454545454,25.13794823578803,0.7617560071450918,1.2691530615383952,25.00497595938635
FINAL_OOS_2025,240,360,atr_pct_60,MID,47,0.6808510638297872,26.52545572388881,0.564371398380613,1.1408028057901307,72.1352332003857
FINAL_OOS_2025,240,360,atr_pct_60,HIGH,27,0.6666666666666666,89.7362402716519,3.3235644545056258,2.0768736703294417,41.73049281718625
FINAL_OOS_2025,240,360,composite_energy,LOW_ENERGY,28,0.6071428571428571,51.38114278310583,1.835040813682351,1.8482614712705197,12.579006441538212
FINAL_OOS_2025,240,360,composite_energy,MIXED,56,0.6071428571428571,-36.99377537811217,-0.660603131752003,0.8639702497894104,82.17063783316449
FINAL_OOS_2025,240,360,composite_energy,HIGH_ENERGY,23,0.7391304347826086,127.01227682633507,5.522272905492829,4.897490475038599,10.81043790596638
SHADOW_2026,120,240,rv_60,LOW,31,0.5161290322580645,-19.42379572259352,-0.626574055567533,0.7181133979934561,29.691333497008188
SHADOW_2026,120,240,rv_60,MID,7,0.7142857142857143,8.268279684350434,1.181182812050062,1.6765948126833432,12.220430203357346
SHADOW_2026,120,240,rv_60,HIGH,4,0.75,23.823861746384985,5.955965436596246,48.28869921048259,0.503796089639613
SHADOW_2026,120,240,atr_pct_60,LOW,30,0.5,-17.63514849569642,-0.5878382831898806,0.7440710272940967,31.08598187322479
SHADOW_2026,120,240,atr_pct_60,MID,7,0.7142857142857143,2.333820122171371,0.33340287459591017,1.1909769200703095,10.64321007243959
SHADOW_2026,120,240,atr_pct_60,HIGH,5,0.8,27.969674081666938,5.5939348163333875,56.517846717855335,0.503796089639613
SHADOW_2026,120,240,composite_energy,LOW_ENERGY,29,0.4827586206896552,-22.09958877748594,-0.7620547854305497,0.6792811211980935,32.3671265519006
SHADOW_2026,120,240,composite_energy,MIXED,9,0.7777777777777778,10.94407273924285,1.2160080821380945,1.8955554393032874,10.64321007243959
SHADOW_2026,120,240,composite_energy,HIGH_ENERGY,4,0.75,23.823861746384985,5.955965436596246,48.28869921048259,0.503796089639613
SHADOW_2026,180,240,rv_60,LOW,41,0.5609756097560976,12.215476841356303,0.29793845954527565,1.1788208345446507,22.916812135050023
SHADOW_2026,180,240,rv_60,MID,4,0.5,-2.3998468491673837,-0.5999617122918459,0.8036201009921837,12.220430203357346
SHADOW_2026,180,240,rv_60,HIGH,4,0.75,23.823861746384985,5.955965436596246,48.28869921048259,0.503796089639613
SHADOW_2026,180,240,atr_pct_60,LOW,41,0.5609756097560976,12.215476841356303,0.29793845954527565,1.1788208345446507,22.916812135050023
SHADOW_2026,180,240,atr_pct_60,MID,4,0.5,-2.3998468491673837,-0.5999617122918459,0.8036201009921837,12.220430203357346
SHADOW_2026,180,240,atr_pct_60,HIGH,4,0.75,23.823861746384985,5.955965436596246,48.28869921048259,0.503796089639613
SHADOW_2026,180,240,composite_energy,LOW_ENERGY,41,0.5609756097560976,12.215476841356303,0.29793845954527565,1.1788208345446507,22.916812135050023
SHADOW_2026,180,240,composite_energy,MIXED,4,0.5,-2.3998468491673837,-0.5999617122918459,0.8036201009921837,12.220430203357346
SHADOW_2026,180,240,composite_energy,HIGH_ENERGY,4,0.75,23.823861746384985,5.955965436596246,48.28869921048259,0.503796089639613
SHADOW_2026,240,240,rv_60,LOW,36,0.4166666666666667,-24.28066451203027,-0.674462903111952,0.6921211685378201,37.070269172589654
SHADOW_2026,240,240,rv_60,MID,7,0.5714285714285714,0.6349513738259915,0.09070733911799879,1.049027527991985,12.950915533203965
SHADOW_2026,240,240,rv_60,HIGH,4,0.75,23.823861746384985,5.955965436596246,48.28869921048259,0.503796089639613
SHADOW_2026,240,240,atr_pct_60,LOW,38,0.4473684210526316,-17.662760644602564,-0.4648094906474359,0.7760361910621486,34.91680558695146
