mode,archetype,n,wins,wr,pnl,exp,pf
cont,GREEN|LARGE|BODY_BALANCED|HIGH|EXPANDED|PRIOR_DOJI,1,1,1.0,2.534389171248514,2.534389171248514,999.0
cont,RED|SMALL|BODY_BALANCED|LOW|EXPANDED|OPPOSITE,1,1,1.0,5.75,5.75,999.0
cont,GREEN|MEDIUM|UPPER|LOW|EXPANDED|OPPOSITE,24,14,0.5833333333333334,5.644350417595156,0.23518126739979817,1.1058420471493529
cont,GREEN|MEDIUM|LOWER|HIGH|EXPANDED|OPPOSITE,80,46,0.575,41.04126526086782,0.5130158157608478,1.3083620164917342
cont,GREEN|MEDIUM|LOWER|HIGH|NORMAL|SAME,82,45,0.5487804878048781,38.68651321067673,0.4717867464716674,1.2772808361031267
cont,RED|MEDIUM|LOWER|LOW|EXPANDED|SAME,28,15,0.5357142857142857,6.17455991294986,0.22051999689106644,1.0908900909446664
cont,GREEN|SMALL|UPPER|HIGH|EXPANDED|OPPOSITE,23,12,0.5217391304347826,-11.543680096433363,-0.5018991346275375,0.8026874053563873
cont,GREEN|SMALL|UPPER|HIGH|NORMAL|SAME,48,25,0.5208333333333334,-5.911685231563823,-0.12316010899091297,0.9415622423553185
cont,RED|MEDIUM|LOWER|HIGH|NORMAL|SAME,27,14,0.5185185185185185,1.605036277194297,0.05944578804423322,1.0267170281852815
cont,GREEN|LARGE|BODY_BALANCED|HIGH|NORMAL|OPPOSITE,284,147,0.5176056338028169,-6.251827163865363,-0.02201347592910339,0.988640073221805
cont,GREEN|MEDIUM|UPPER|LOW|NORMAL|OPPOSITE,35,18,0.5142857142857142,22.804800499117043,0.6515657285462012,1.447155149059138
cont,GREEN|SMALL|LOWER|HIGH|NORMAL|SAME,262,134,0.5114503816793893,-17.925090721184525,-0.06841637679841421,0.9666202463859531
cont,GREEN|LARGE|BODY_BALANCED|HIGH|NORMAL|SAME,230,116,0.5043478260869565,-104.16400185322128,-0.45288696457922295,0.8103222811894844
cont,GREEN|SMALL|UPPER|LOW|NORMAL|SAME,174,87,0.5,-9.441085403343882,-0.054259111513470584,0.9718646319598702
cont,GREEN|MEDIUM|UPPER|HIGH|NORMAL|OPPOSITE,26,13,0.5,-4.62528008459705,-0.17789538786911732,0.9232617754616719
cont,GREEN|SMALL|UPPER|LOW|NORMAL|OPPOSITE,185,92,0.4972972972972973,-40.89993503204719,-0.22108072990295777,0.8963105412314517
cont,GREEN|SMALL|UPPER|LOW|EXPANDED|SAME,114,56,0.49122807017543857,-51.25317803171973,-0.4495892809799976,0.8097685442974524
cont,GREEN|MEDIUM|BODY_BALANCED|HIGH|NORMAL|SAME,317,153,0.48264984227129337,-170.69702330249896,-0.5384764142034668,0.7742567116391303
cont,GREEN|MEDIUM|UPPER|HIGH|EXPANDED|SAME,21,10,0.47619047619047616,-21.43550946111432,-1.0207385457673486,0.650746020843679
cont,GREEN|SMALL|LOWER|HIGH|EXPANDED|SAME,110,52,0.4727272727272727,-51.31016184845104,-0.46645601680410037,0.7997254669781865
cont,RED|SMALL|LOWER|LOW|EXPANDED|OPPOSITE,34,16,0.47058823529411764,-10.411291859347294,-0.306214466451391,0.8812676358184113
cont,GREEN|LARGE|BODY_BALANCED|HIGH|EXPANDED|OPPOSITE,442,206,0.4660633484162896,-150.2936284581946,-0.3400308336158249,0.8487834737870129
cont,GREEN|MEDIUM|LOWER|HIGH|NORMAL|OPPOSITE,78,36,0.46153846153846156,-61.92699665313347,-0.7939358545273522,0.6755568680198974
cont,RED|MEDIUM|UPPER|LOW|EXPANDED|SAME,50,23,0.46,-26.89617441796792,-0.5379234883593584,0.7640250069988244
cont,GREEN|SMALL|UPPER|LOW|EXPANDED|OPPOSITE,81,37,0.4567901234567901,-40.37546683480457,-0.4984625535161058,0.7910253662612914
cont,GREEN|LARGE|BODY_BALANCED|HIGH|EXPANDED|SAME,372,169,0.4543010752688172,-132.06342494132943,-0.3550092068315307,0.8398530555770093
cont,GREEN|MEDIUM|BODY_BALANCED|HIGH|NORMAL|OPPOSITE,349,158,0.45272206303724927,-207.5176945892685,-0.594606574754351,0.7432968467883793
cont,GREEN|SMALL|LOWER|HIGH|NORMAL|OPPOSITE,252,112,0.4444444444444444,-223.71758852260658,-0.8877682084230419,0.6604117883906558
cont,RED|SMALL|LOWER|HIGH|EXPANDED|OPPOSITE,82,36,0.43902439024390244,-60.8514067538089,-0.7420903262659623,0.7011246411728861
cont,RED|MEDIUM|UPPER|LOW|NORMAL|OPPOSITE,57,25,0.43859649122807015,-67.00488005748241,-1.175524211534779,0.5602250550053505
cont,RED|MEDIUM|LOWER|HIGH|EXPANDED|SAME,39,17,0.4358974358974359,-13.062532672750152,-0.33493673519872186,0.8208479978809027
cont,GREEN|SMALL|UPPER|HIGH|EXPANDED|SAME,23,10,0.43478260869565216,0.9806077745227233,0.04263512063142275,1.0223212393734864
cont,RED|SMALL|UPPER|LOW|EXPANDED|OPPOSITE,148,64,0.43243243243243246,-173.01428349366086,-1.169015429011222,0.5528260928186339
cont,GREEN|SMALL|UPPER|HIGH|NORMAL|OPPOSITE,65,28,0.4307692307692308,-31.304713000882114,-0.4816109692443402,0.7746012922532479
cont,GREEN|MEDIUM|BODY_BALANCED|HIGH|EXPANDED|OPPOSITE,351,151,0.4301994301994302,-231.83415376345917,-0.6604961645682598,0.7136181351252397
cont,RED|MEDIUM|UPPER|LOW|NORMAL|SAME,70,30,0.42857142857142855,-79.59670671877987,-1.1370958102682838,0.5373898991503346
cont,GREEN|MEDIUM|UPPER|HIGH|NORMAL|SAME,28,12,0.42857142857142855,-16.317949398173933,-0.5827839070776405,0.7481304260928217
cont,RED|MEDIUM|BODY_BALANCED|LOW|NORMAL|OPPOSITE,376,160,0.425531914893617,-424.58393833358207,-1.1292126019510162,0.5801865154434944
cont,RED|SMALL|LOWER|HIGH|NORMAL|OPPOSITE,191,81,0.42408376963350786,-188.33844534734578,-0.9860651588866272,0.6079598520415572
cont,RED|LARGE|BODY_BALANCED|LOW|EXPANDED|OPPOSITE,384,162,0.421875,-330.6212434809252,-0.8609928215649094,0.6637068748939651
cont,GREEN|MEDIUM|BODY_BALANCED|HIGH|EXPANDED|SAME,331,138,0.4169184290030212,-266.87147653840145,-0.8062582372761373,0.6804908077682614
cont,RED|LARGE|BODY_BALANCED|LOW|EXPANDED|SAME,344,143,0.41569767441860467,-294.5908446653981,-0.8563687344924363,0.6711332047965356
cont,RED|MEDIUM|UPPER|LOW|EXPANDED|OPPOSITE,77,32,0.4155844155844156,-92.81002310626741,-1.2053249754060702,0.5773441700657532
cont,RED|SMALL|UPPER|LOW|NORMAL|SAME,248,103,0.4153225806451613,-283.81411369713663,-1.1444117487787768,0.5837092195230569
cont,GREEN|SMALL|LOWER|HIGH|EXPANDED|OPPOSITE,172,71,0.4127906976744186,-195.71329359285446,-1.1378679860049679,0.5879989212519773
cont,RED|MEDIUM|BODY_BALANCED|LOW|NORMAL|SAME,297,122,0.4107744107744108,-294.4692627440984,-0.9914789991383784,0.6202751063148008
cont,RED|SMALL|UPPER|LOW|EXPANDED|SAME,134,55,0.41044776119402987,-140.76740381273257,-1.050503013527855,0.6146346264709956
cont,GREEN|MEDIUM|UPPER|LOW|NORMAL|SAME,44,18,0.4090909090909091,-45.193791153413,-1.0271316171230227,0.630828110816848
cont,RED|MEDIUM|BODY_BALANCED|LOW|EXPANDED|OPPOSITE,332,134,0.4036144578313253,-320.18949166053545,-0.964426179700408,0.633187566244166
cont,RED|SMALL|LOWER|HIGH|NORMAL|SAME,192,77,0.4010416666666667,-232.25773545191714,-1.209675705478735,0.5882715042149191
cont,RED|LARGE|BODY_BALANCED|LOW|NORMAL|OPPOSITE,307,122,0.3973941368078176,-319.00725427289393,-1.0391115774361366,0.5977580706396814
cont,RED|SMALL|LOWER|LOW|EXPANDED|SAME,33,13,0.3939393939393939,-55.42846527793849,-1.679650462967833,0.5023954459683578
cont,RED|SMALL|UPPER|LOW|NORMAL|OPPOSITE,273,107,0.39194139194139194,-343.3628004959243,-1.2577391959557667,0.5268722820647496
cont,RED|SMALL|LOWER|LOW|NORMAL|OPPOSITE,64,25,0.390625,-58.729973745754,-0.9176558397774063,0.6258939405716667
cont,RED|MEDIUM|LOWER|HIGH|EXPANDED|OPPOSITE,36,14,0.3888888888888889,-41.542510115964134,-1.153958614332337,0.5355462967886759
