entry_ts,exit_ts,clock_min_utc,clock_utc,clock_wib,votes,active_lbs,entry_price,exit_price,gross_pnl,wib_day,year,implementation_cost_0bps,net_0bps,implementation_cost_2bps,net_2bps,implementation_cost_5bps,net_5bps,implementation_cost_10bps,net_10bps
2022-04-28 15:15:00+00:00,2022-04-29 03:15:00+00:00,915,15:15,22:15,2,180;240,405.11,402.98,-2.628915603169504,2022-04-28,2022,0.75,-3.378915603169504,0.95,-3.578915603169504,1.25,-3.878915603169504,1.75,-4.378915603169504
2022-05-19 15:15:00+00:00,2022-05-20 03:15:00+00:00,915,15:15,22:15,2,180;240,304.09,307.77,6.050840211779419,2022-05-19,2022,0.75,5.300840211779419,0.95,5.100840211779419,1.25,4.800840211779419,1.75,4.300840211779419
2022-05-25 15:00:00+00:00,2022-05-26 03:00:00+00:00,900,15:00,22:00,2,180;240,328.35,330.52,3.3044007918379155,2022-05-25,2022,0.75,2.5544007918379155,0.95,2.3544007918379153,1.25,2.0544007918379155,1.75,1.5544007918379155
2022-05-30 15:00:00+00:00,2022-05-31 03:00:00+00:00,900,15:00,22:00,3,180;240;360,312.84,321.65,14.080680219920731,2022-05-30,2022,0.75,13.330680219920731,0.95,13.130680219920732,1.25,12.830680219920731,1.75,12.330680219920731
2022-05-31 15:00:00+00:00,2022-06-01 03:00:00+00:00,900,15:00,22:00,3,180;240;360,318.6,321.13,3.9704959196484193,2022-05-31,2022,0.75,3.2204959196484193,0.95,3.020495919648419,1.25,2.7204959196484193,1.75,2.2204959196484193
2022-06-17 15:30:00+00:00,2022-06-18 03:30:00+00:00,930,15:30,22:30,3,180;240;360,215.76,211.81,-9.153689284390037,2022-06-17,2022,0.75,-9.903689284390037,0.95,-10.103689284390036,1.25,-10.403689284390037,1.75,-10.903689284390037
2022-06-20 15:00:00+00:00,2022-06-21 03:00:00+00:00,900,15:00,22:00,2,240;360,217.43,216.42,-2.3225865795888776,2022-06-20,2022,0.75,-3.0725865795888776,0.95,-3.2725865795888778,1.25,-3.5725865795888776,1.75,-4.072586579588878
2022-06-23 15:00:00+00:00,2022-06-24 03:00:00+00:00,900,15:00,22:00,3,180;240;360,227.69,232.38,10.29909086916421,2022-06-23,2022,0.75,9.54909086916421,0.95,9.349090869164211,1.25,9.04909086916421,1.75,8.54909086916421
2022-06-24 15:00:00+00:00,2022-06-25 03:00:00+00:00,900,15:00,22:00,2,180;240,236.6,235.93,-1.4158918005071586,2022-06-24,2022,0.75,-2.1658918005071586,0.95,-2.3658918005071587,1.25,-2.6658918005071586,1.75,-3.1658918005071586
2022-06-28 15:30:00+00:00,2022-06-29 03:30:00+00:00,930,15:30,22:30,3,180;240;360,238.03,228.95,-19.073226063941544,2022-06-28,2022,0.75,-19.823226063941544,0.95,-20.023226063941543,1.25,-20.323226063941544,1.75,-20.823226063941544
2022-06-29 15:15:00+00:00,2022-06-30 03:15:00+00:00,915,15:15,22:15,2,240;360,218.25,218.23,-0.045819014891203276,2022-06-29,2022,0.75,-0.7958190148912033,0.95,-0.9958190148912033,1.25,-1.2958190148912032,1.75,-1.7958190148912032
2022-06-30 15:00:00+00:00,2022-07-01 03:00:00+00:00,900,15:00,22:00,3,180;240;360,210.99,225.86,35.238636902222865,2022-06-30,2022,0.75,34.488636902222865,0.95,34.28863690222286,1.25,33.988636902222865,1.75,33.488636902222865
2022-08-02 15:15:00+00:00,2022-08-03 03:15:00+00:00,915,15:15,22:15,2,240;360,282.79,283.23,0.7779624456310296,2022-08-02,2022,0.75,0.027962445631029564,0.95,-0.1720375543689704,1.25,-0.47203755436897044,1.75,-0.9720375543689704
2022-08-04 15:00:00+00:00,2022-08-05 03:00:00+00:00,900,15:00,22:00,2,180;240,306.84,312.91,9.891148481293264,2022-08-04,2022,0.75,9.141148481293264,0.95,8.941148481293265,1.25,8.641148481293264,1.75,8.141148481293264
2022-08-22 15:00:00+00:00,2022-08-23 03:00:00+00:00,900,15:00,22:00,2,180;360,294.43,298.01,6.0795435247766605,2022-08-22,2022,0.75,5.3295435247766605,0.95,5.12954352477666,1.25,4.8295435247766605,1.75,4.3295435247766605
2022-09-08 15:00:00+00:00,2022-09-09 03:00:00+00:00,900,15:00,22:00,2,180;240,282.1,281.73,-0.6557958170861476,2022-09-08,2022,0.75,-1.4057958170861475,0.95,-1.6057958170861477,1.25,-1.9057958170861475,1.75,-2.4057958170861475
2022-11-01 15:45:00+00:00,2022-11-02 03:45:00+00:00,945,15:45,22:45,2,180;240,318.84,326.77,12.435704428553517,2022-11-01,2022,0.75,11.685704428553517,0.95,11.485704428553518,1.25,11.185704428553517,1.75,10.685704428553517
2022-11-15 15:00:00+00:00,2022-11-16 03:00:00+00:00,900,15:00,22:00,2,240;360,278.33,278.39,0.10778572198469852,2022-11-15,2022,0.75,-0.6422142780153015,0.95,-0.8422142780153015,1.25,-1.1422142780153015,1.75,-1.6422142780153015
2022-11-16 15:00:00+00:00,2022-11-17 03:00:00+00:00,900,15:00,22:00,2,240;360,271.73,271.38,-0.6440216391271165,2022-11-16,2022,0.75,-1.3940216391271165,0.95,-1.5940216391271165,1.25,-1.8940216391271165,1.75,-2.3940216391271165
2022-11-28 15:00:00+00:00,2022-11-29 03:00:00+00:00,900,15:00,22:00,2,180;240,295.14,295.82,1.1519956630751624,2022-11-28,2022,0.75,0.40199566307516243,0.95,0.20199566307516248,1.25,-0.09800433692483757,1.75,-0.5980043369248376
2022-12-14 15:45:00+00:00,2022-12-15 03:45:00+00:00,945,15:45,22:45,2,240;360,272.65,266.06,-12.085090775719742,2022-12-14,2022,0.75,-12.835090775719742,0.95,-13.035090775719741,1.25,-13.335090775719742,1.75,-13.835090775719742
2022-12-19 15:00:00+00:00,2022-12-20 03:00:00+00:00,900,15:00,22:00,2,240;360,248.14,247.16,-1.9746917062948133,2022-12-19,2022,0.75,-2.7246917062948133,0.95,-2.924691706294813,1.25,-3.2246917062948133,1.75,-3.7246917062948133
2023-01-17 15:15:00+00:00,2023-01-18 03:15:00+00:00,915,15:15,22:15,2,180;240,302.72,304.98,3.732822410147976,2023-01-17,2023,0.75,2.982822410147976,0.95,2.7828224101479764,1.25,2.482822410147976,1.75,1.982822410147976
2023-01-23 15:00:00+00:00,2023-01-24 03:00:00+00:00,900,15:00,22:00,3,180;240;360,302.49,317.82,25.339680650599995,2023-01-23,2023,0.75,24.589680650599995,0.95,24.389680650599995,1.25,24.089680650599995,1.75,23.589680650599995
2023-02-16 15:00:00+00:00,2023-02-17 03:00:00+00:00,900,15:00,22:00,2,180;240,318.29,308.18,-15.881743064500947,2023-02-16,2023,0.75,-16.631743064500945,0.95,-16.831743064500948,1.25,-17.131743064500945,1.75,-17.631743064500945
2023-02-17 15:00:00+00:00,2023-02-18 03:00:00+00:00,900,15:00,22:00,3,180;240;360,309.67,314.29,7.459553718474512,2023-02-17,2023,0.75,6.709553718474512,0.95,6.509553718474512,1.25,6.209553718474512,1.75,5.709553718474512
2023-02-22 15:45:00+00:00,2023-02-23 03:45:00+00:00,945,15:45,22:45,2,240;360,304.59,313.61,14.806789454676844,2023-02-22,2023,0.75,14.056789454676844,0.95,13.856789454676845,1.25,13.556789454676844,1.75,13.056789454676844
2023-02-23 15:15:00+00:00,2023-02-24 03:15:00+00:00,915,15:15,22:15,2,240;360,309.15,309.41,0.4205078440887074,2023-02-23,2023,0.75,-0.3294921559112926,0.95,-0.5294921559112926,1.25,-0.8294921559112927,1.75,-1.3294921559112927
2023-03-24 15:00:00+00:00,2023-03-25 03:00:00+00:00,900,15:00,22:00,2,180;360,321.86,323.26,2.1748586341887424,2023-03-24,2023,0.75,1.4248586341887424,0.95,1.2248586341887424,1.25,0.9248586341887424,1.75,0.42485863418874237
2023-04-12 15:00:00+00:00,2023-04-13 03:00:00+00:00,900,15:00,22:00,2,180;240,320.55,319.97,-0.9046950553735519,2023-04-12,2023,0.75,-1.6546950553735518,0.95,-1.854695055373552,1.25,-2.1546950553735518,1.75,-2.6546950553735518
2023-04-28 15:15:00+00:00,2023-04-29 03:15:00+00:00,915,15:15,22:15,2,180;240,321.41,323.3,2.940169876481731,2023-04-28,2023,0.75,2.190169876481731,0.95,1.9901698764817308,1.25,1.6901698764817308,1.75,1.1901698764817308
2023-06-20 15:15:00+00:00,2023-06-21 03:15:00+00:00,915,15:15,22:15,3,180;240;360,239.49,251.6,25.282892813896165,2023-06-20,2023,0.75,24.532892813896165,0.95,24.332892813896166,1.25,24.032892813896165,1.75,23.532892813896165
2023-06-21 15:00:00+00:00,2023-06-22 03:00:00+00:00,900,15:00,22:00,3,180;240;360,248.33,256.83,17.114323682197018,2023-06-21,2023,0.75,16.364323682197018,0.95,16.16432368219702,1.25,15.864323682197018,1.75,15.364323682197018
2023-06-23 15:00:00+00:00,2023-06-24 03:00:00+00:00,900,15:00,22:00,3,180;240;360,244.04,246.53,5.101622684805789,2023-06-23,2023,0.75,4.351622684805789,0.95,4.151622684805789,1.25,3.851622684805789,1.75,3.351622684805789
2023-06-27 15:00:00+00:00,2023-06-28 03:00:00+00:00,900,15:00,22:00,2,180;360,239.37,234.5,-10.17253624096588,2023-06-27,2023,0.75,-10.92253624096588,0.95,-11.122536240965879,1.25,-11.42253624096588,1.75,-11.92253624096588
2023-07-03 15:45:00+00:00,2023-07-04 03:45:00+00:00,945,15:45,22:45,2,180;240,249.05,246.1,-5.922505520979756,2023-07-03,2023,0.75,-6.672505520979756,0.95,-6.8725055209797565,1.25,-7.172505520979756,1.75,-7.672505520979756
2023-09-29 15:00:00+00:00,2023-09-30 03:00:00+00:00,900,15:00,22:00,2,180;240,216.09,214.86,-2.846036373733143,2023-09-29,2023,0.75,-3.596036373733143,0.95,-3.796036373733143,1.25,-4.096036373733143,1.75,-4.596036373733143
2023-10-02 15:00:00+00:00,2023-10-03 03:00:00+00:00,900,15:00,22:00,2,180;240,218.52,215.4,-7.138934651290509,2023-10-02,2023,0.75,-7.888934651290509,0.95,-8.08893465129051,1.25,-8.388934651290509,1.75,-8.888934651290509
2023-10-03 15:00:00+00:00,2023-10-04 03:00:00+00:00,900,15:00,22:00,2,240;360,213.67,212.13,-3.603687929985473,2023-10-03,2023,0.75,-4.3536879299854725,0.95,-4.553687929985473,1.25,-4.8536879299854725,1.75,-5.3536879299854725
2023-10-06 15:00:00+00:00,2023-10-07 03:00:00+00:00,900,15:00,22:00,2,180;240,211.81,213.42,3.8005759879136614,2023-10-06,2023,0.75,3.0505759879136614,0.95,2.850575987913661,1.25,2.5505759879136614,1.75,2.0505759879136614
2023-10-10 15:15:00+00:00,2023-10-11 03:15:00+00:00,915,15:15,22:15,2,180;240,207.06,206.02,-2.511349367333121,2023-10-10,2023,0.75,-3.261349367333121,0.95,-3.4613493673331206,1.25,-3.761349367333121,1.75,-4.261349367333121
2023-10-23 15:00:00+00:00,2023-10-24 03:00:00+00:00,900,15:00,22:00,2,180;360,219.42,235.68,37.05222860267983,2023-10-23,2023,0.75,36.30222860267983,0.95,36.10222860267983,1.25,35.80222860267983,1.75,35.30222860267983
2023-10-25 15:15:00+00:00,2023-10-26 03:15:00+00:00,915,15:15,22:15,2,180;360,226.4,224.41,-4.394876325088359,2023-10-25,2023,0.75,-5.144876325088359,0.95,-5.344876325088359,1.25,-5.644876325088359,1.75,-6.144876325088359
2023-11-03 15:00:00+00:00,2023-11-04 03:00:00+00:00,900,15:00,22:00,3,180;240;360,228.74,230.83,4.568505727026325,2023-11-03,2023,0.75,3.8185057270263254,0.95,3.6185057270263252,1.25,3.3185057270263254,1.75,2.8185057270263254
2023-11-07 15:00:00+00:00,2023-11-08 03:00:00+00:00,900,15:00,22:00,2,180;240,247.05,246.43,-1.254806719287603,2023-11-07,2023,0.75,-2.004806719287603,0.95,-2.204806719287603,1.25,-2.504806719287603,1.75,-3.004806719287603
2023-11-13 15:45:00+00:00,2023-11-14 03:45:00+00:00,945,15:45,22:45,2,240;360,246.13,242.68,-7.008491447608964,2023-11-13,2023,0.75,-7.758491447608964,0.95,-7.9584914476089645,1.25,-8.258491447608964,1.75,-8.758491447608964
2023-11-27 15:00:00+00:00,2023-11-28 03:00:00+00:00,900,15:00,22:00,3,180;240;360,225.16,227.03,4.152602593711149,2023-11-27,2023,0.75,3.4026025937111486,0.95,3.2026025937111484,1.25,2.9026025937111486,1.75,2.4026025937111486
2023-12-13 15:15:00+00:00,2023-12-14 03:15:00+00:00,915,15:15,22:15,2,180;240,250.72,249.24,-2.951499680918933,2023-12-13,2023,0.75,-3.701499680918933,0.95,-3.901499680918933,1.25,-4.201499680918933,1.75,-4.701499680918933
2023-12-15 15:15:00+00:00,2023-12-16 03:15:00+00:00,915,15:15,22:15,2,180;360,246.64,247.14,1.0136230943885827,2023-12-15,2023,0.75,0.26362309438858267,0.95,0.06362309438858271,1.25,-0.23637690561141733,1.75,-0.7363769056114173
2023-12-19 15:00:00+00:00,2023-12-20 03:00:00+00:00,900,15:00,22:00,2,180;240,250.14,251.77,3.2581754217638603,2023-12-19,2023,0.75,2.5081754217638603,0.95,2.3081754217638606,1.25,2.0081754217638603,1.75,1.5081754217638603
2023-12-20 15:00:00+00:00,2023-12-21 03:00:00+00:00,900,15:00,22:00,2,180;240,257.01,257.89,1.711995642192902,2023-12-20,2023,0.75,0.9619956421929019,0.95,0.761995642192902,1.25,0.4619956421929019,1.75,-0.0380043578070981
2023-12-21 15:45:00+00:00,2023-12-22 03:45:00+00:00,945,15:45,22:45,2,180;240,273.53,271.83,-3.1075201988812724,2023-12-21,2023,0.75,-3.8575201988812724,0.95,-4.057520198881273,1.25,-4.357520198881272,1.75,-4.857520198881272
2023-12-22 15:00:00+00:00,2023-12-23 03:00:00+00:00,900,15:00,22:00,3,180;240;360,269.83,266.11,-6.893229070155229,2023-12-22,2023,0.75,-7.643229070155229,0.95,-7.843229070155229,1.25,-8.143229070155229,1.75,-8.643229070155229
2024-01-11 15:30:00+00:00,2024-01-12 03:30:00+00:00,930,15:30,22:30,2,180;240,312.23,311.24,-1.5853697594721983,2024-01-11,2024,0.75,-2.335369759472198,0.95,-2.5353697594721982,1.25,-2.835369759472198,1.75,-3.335369759472198
2024-01-17 15:00:00+00:00,2024-01-18 03:00:00+00:00,900,15:00,22:00,2,240;360,311.6,309.2,-3.851091142490427,2024-01-17,2024,0.75,-4.601091142490427,0.95,-4.801091142490427,1.25,-5.101091142490427,1.75,-5.601091142490427
2024-03-21 15:00:00+00:00,2024-03-22 03:00:00+00:00,900,15:00,22:00,2,180;240,562.22,568.19,5.3093095229625655,2024-03-21,2024,0.75,4.5593095229625655,0.95,4.359309522962565,1.25,4.0593095229625655,1.75,3.5593095229625655
2024-04-02 15:00:00+00:00,2024-04-03 03:00:00+00:00,900,15:00,22:00,2,240;360,557.49,557.61,0.10762524888339212,2024-04-02,2024,0.75,-0.6423747511166079,0.95,-0.8423747511166079,1.25,-1.1423747511166078,1.75,-1.6423747511166078
2024-04-03 15:00:00+00:00,2024-04-04 03:00:00+00:00,900,15:00,22:00,2,240;360,560.75,579.58,16.79001337494431,2024-04-03,2024,0.75,16.04001337494431,0.95,15.84001337494431,1.25,15.540013374944309,1.75,15.040013374944309
2024-04-05 15:00:00+00:00,2024-04-06 03:00:00+00:00,900,15:00,22:00,2,180;360,583.78,576.34,-6.372263523930197,2024-04-05,2024,0.75,-7.122263523930197,0.95,-7.322263523930197,1.25,-7.622263523930197,1.75,-8.122263523930197
2024-04-10 15:00:00+00:00,2024-04-11 03:00:00+00:00,900,15:00,22:00,3,180;240;360,587.85,615.19,23.254231521646705,2024-04-10,2024,0.75,22.504231521646705,0.95,22.304231521646706,1.25,22.004231521646705,1.75,21.504231521646705
2024-04-11 15:00:00+00:00,2024-04-12 03:00:00+00:00,900,15:00,22:00,2,180;240,603.65,611.16,6.220492006957667,2024-04-11,2024,0.75,5.470492006957667,0.95,5.270492006957666,1.25,4.970492006957667,1.75,4.470492006957667
2024-04-16 15:00:00+00:00,2024-04-17 03:00:00+00:00,900,15:00,22:00,2,180;240,531.44,538.31,6.46357067589934,2024-04-16,2024,0.75,5.71357067589934,0.95,5.51357067589934,1.25,5.21357067589934,1.75,4.71357067589934
2024-06-18 15:00:00+00:00,2024-06-19 03:00:00+00:00,900,15:00,22:00,2,180;240,580.66,595.71,12.95939103778465,2024-06-18,2024,0.75,12.20939103778465,0.95,12.009391037784651,1.25,11.70939103778465,1.75,11.20939103778465
2024-08-16 15:45:00+00:00,2024-08-17 03:45:00+00:00,945,15:45,22:45,2,180;240,514.67,520.34,5.508384013056982,2024-08-16,2024,0.75,4.758384013056982,0.95,4.5583840130569815,1.25,4.258384013056982,1.75,3.7583840130569817
2024-08-20 15:30:00+00:00,2024-08-21 03:30:00+00:00,930,15:30,22:30,2,240;360,563.36,563.63,0.23963362681054903,2024-08-20,2024,0.75,-0.510366373189451,0.95,-0.710366373189451,1.25,-1.010366373189451,1.75,-1.510366373189451
2024-08-21 15:00:00+00:00,2024-08-22 03:00:00+00:00,900,15:00,22:00,2,240;360,551.81,563.14,10.266214820318627,2024-08-21,2024,0.75,9.516214820318627,0.95,9.316214820318628,1.25,9.016214820318627,1.75,8.516214820318627
2024-08-22 15:15:00+00:00,2024-08-23 03:15:00+00:00,915,15:15,22:15,2,180;240,583.63,582.66,-0.8310059455477163,2024-08-22,2024,0.75,-1.5810059455477163,0.95,-1.7810059455477163,1.25,-2.0810059455477163,1.75,-2.5810059455477163
2024-08-23 15:00:00+00:00,2024-08-24 03:00:00+00:00,900,15:00,22:00,3,180;240;360,578.61,584.43,5.029294343340019,2024-08-23,2024,0.75,4.279294343340019,0.95,4.079294343340019,1.25,3.779294343340019,1.75,3.279294343340019
2024-09-05 15:00:00+00:00,2024-09-06 03:00:00+00:00,900,15:00,22:00,2,180;240,503.05,507.11,4.035384156644471,2024-09-05,2024,0.75,3.2853841566444713,0.95,3.085384156644471,1.25,2.7853841566444713,1.75,2.2853841566444713
2024-09-11 15:00:00+00:00,2024-09-12 03:00:00+00:00,900,15:00,22:00,2,240;360,513.54,540.9,26.638626007711196,2024-09-11,2024,0.75,25.888626007711196,0.95,25.688626007711196,1.25,25.388626007711196,1.75,24.888626007711196
2024-10-02 15:00:00+00:00,2024-10-03 03:00:00+00:00,900,15:00,22:00,2,180;240,544.53,547.44,2.6720290893064496,2024-10-02,2024,0.75,1.9220290893064496,0.95,1.7220290893064496,1.25,1.4220290893064496,1.75,0.9220290893064496
2024-10-03 15:15:00+00:00,2024-10-04 03:15:00+00:00,915,15:15,22:15,2,240;360,537.31,545.59,7.705049226703474,2024-10-03,2024,0.75,6.955049226703474,0.95,6.755049226703473,1.25,6.455049226703474,1.75,5.955049226703474
2024-11-20 15:00:00+00:00,2024-11-21 03:00:00+00:00,900,15:00,22:00,3,180;240;360,615.61,600.02,-12.662237455531937,2024-11-20,2024,0.75,-13.412237455531937,0.95,-13.612237455531936,1.25,-13.912237455531937,1.75,-14.412237455531937
2024-11-22 15:45:00+00:00,2024-11-23 03:45:00+00:00,945,15:45,22:45,2,180;240,623.61,642.13,14.849024229887254,2024-11-22,2024,0.75,14.099024229887254,0.95,13.899024229887255,1.25,13.599024229887254,1.75,13.099024229887254
2024-11-28 15:00:00+00:00,2024-11-29 03:00:00+00:00,900,15:00,22:00,2,240;360,651.93,663.32,8.735600447900927,2024-11-28,2024,0.75,7.985600447900927,0.95,7.785600447900927,1.25,7.485600447900927,1.75,6.985600447900927
2024-12-11 15:00:00+00:00,2024-12-12 03:00:00+00:00,900,15:00,22:00,2,180;240,693.34,719.06,18.547898577898227,2024-12-11,2024,0.75,17.797898577898227,0.95,17.597898577898228,1.25,17.297898577898227,1.75,16.797898577898227
2024-12-26 15:15:00+00:00,2024-12-27 03:15:00+00:00,915,15:15,22:15,2,180;360,690.57,690.18,-0.2823754289935126,2024-12-26,2024,0.75,-1.0323754289935125,0.95,-1.2323754289935125,1.25,-1.5323754289935125,1.75,-2.0323754289935128
2025-01-08 15:45:00+00:00,2025-01-09 03:45:00+00:00,945,15:45,22:45,3,180;240;360,690.54,696.81,4.539925275871044,2025-01-08,2025,0.75,3.7899252758710444,0.95,3.5899252758710443,1.25,3.2899252758710444,1.75,2.7899252758710444
2025-01-10 15:30:00+00:00,2025-01-11 03:30:00+00:00,930,15:30,22:30,2,180;240,691.95,690.95,-0.7225955632632415,2025-01-10,2025,0.75,-1.4725955632632415,0.95,-1.6725955632632414,1.25,-1.9725955632632415,1.75,-2.4725955632632415
2025-02-04 15:00:00+00:00,2025-02-05 03:00:00+00:00,900,15:00,22:00,2,180;240,584.66,574.54,-8.654602675059014,2025-02-04,2025,0.75,-9.404602675059014,0.95,-9.604602675059013,1.25,-9.904602675059014,1.75,-10.404602675059014
2025-02-06 15:30:00+00:00,2025-02-07 03:30:00+00:00,930,15:30,22:30,3,180;240;360,578.68,579.51,0.7171493744384124,2025-02-06,2025,0.75,-0.032850625561587576,0.95,-0.23285062556158753,1.25,-0.5328506255615876,1.75,-1.0328506255615877
2025-02-11 15:45:00+00:00,2025-02-12 03:45:00+00:00,945,15:45,22:45,3,180;240;360,636.15,634.53,-1.2732846026880489,2025-02-11,2025,0.75,-2.023284602688049,0.95,-2.223284602688049,1.25,-2.523284602688049,1.75,-3.023284602688049
2025-03-07 15:30:00+00:00,2025-03-08 03:30:00+00:00,930,15:30,22:30,2,180;240,604.11,593.86,-8.483554319577559,2025-03-07,2025,0.75,-9.233554319577559,0.95,-9.433554319577558,1.25,-9.733554319577559,1.75,-10.233554319577559
2025-03-17 15:00:00+00:00,2025-03-18 03:00:00+00:00,900,15:00,22:00,2,180;240,631.68,629.11,-2.034257852076951,2025-03-17,2025,0.75,-2.784257852076951,0.95,-2.9842578520769507,1.25,-3.284257852076951,1.75,-3.784257852076951
2025-04-04 15:00:00+00:00,2025-04-05 03:00:00+00:00,900,15:00,22:00,2,240;360,591.78,597.41,4.756835310419409,2025-04-04,2025,0.75,4.006835310419409,0.95,3.806835310419409,1.25,3.506835310419409,1.75,3.006835310419409
2025-05-09 15:15:00+00:00,2025-05-10 03:15:00+00:00,915,15:15,22:15,2,240;360,636.41,664.27,21.888405273330097,2025-05-09,2025,0.75,21.138405273330097,0.95,20.938405273330098,1.25,20.638405273330097,1.75,20.138405273330097
2025-06-18 15:15:00+00:00,2025-06-19 03:15:00+00:00,915,15:15,22:15,2,180;240,640.51,643.79,2.560459633729351,2025-06-18,2025,0.75,1.810459633729351,0.95,1.610459633729351,1.25,1.310459633729351,1.75,0.810459633729351
2025-08-04 15:45:00+00:00,2025-08-05 03:45:00+00:00,945,15:45,22:45,2,180;240,759.98,761.73,1.1513460880549489,2025-08-04,2025,0.75,0.40134608805494887,0.95,0.2013460880549489,1.25,-0.09865391194505113,1.75,-0.5986539119450511
2025-08-06 15:15:00+00:00,2025-08-07 03:15:00+00:00,915,15:15,22:15,3,180;240;360,768.42,767.01,-0.9174670102287605,2025-08-06,2025,0.75,-1.6674670102287605,0.95,-1.8674670102287605,1.25,-2.1674670102287603,1.75,-2.6674670102287603
2025-08-08 15:30:00+00:00,2025-08-09 03:30:00+00:00,930,15:30,22:30,3,180;240;360,787.18,796.8,6.110419472039435,2025-08-08,2025,0.75,5.360419472039435,0.95,5.160419472039435,1.25,4.860419472039435,1.75,4.360419472039435
2025-08-21 15:15:00+00:00,2025-08-22 03:15:00+00:00,915,15:15,22:15,3,180;240;360,845.52,850.6,3.004068502223508,2025-08-21,2025,0.75,2.254068502223508,0.95,2.054068502223508,1.25,1.7540685022235079,1.75,1.2540685022235079
2025-08-26 15:00:00+00:00,2025-08-27 03:00:00+00:00,900,15:00,22:00,2,240;360,852.72,863.31,6.209541232760999,2025-08-26,2025,0.75,5.459541232760999,0.95,5.2595412327609985,1.25,4.959541232760999,1.75,4.459541232760999
2025-09-23 15:15:00+00:00,2025-09-24 03:15:00+00:00,915,15:15,22:15,2,180;240,1018.46,1020.28,0.8935058814287926,2025-09-23,2025,0.75,0.14350588142879261,0.95,-0.05649411857120734,1.25,-0.3564941185712074,1.75,-0.8564941185712074
2025-09-25 15:45:00+00:00,2025-09-26 03:45:00+00:00,945,15:45,22:45,2,180;360,994.33,945.36,-24.624621604497513,2025-09-25,2025,0.75,-25.374621604497513,0.95,-25.574621604497512,1.25,-25.874621604497513,1.75,-26.374621604497513
2025-09-26 15:15:00+00:00,2025-09-27 03:15:00+00:00,915,15:15,22:15,2,240;360,940.63,960.96,10.806587074620223,2025-09-26,2025,0.75,10.056587074620223,0.95,9.856587074620224,1.25,9.556587074620223,1.75,9.056587074620223
