local_date,candidate,ext_R,target_px,hit,first_hit_bar_start,minutes_entry_to_target_complete
2023-08-28,E0_NEXT_OPEN,0.3,219.565,False,,
2023-08-28,E0_NEXT_OPEN,0.5,220.255,False,,
2023-08-29,E0_NEXT_OPEN,0.0,218.25,True,2023-08-29 14:00:00+00:00,10.0
2023-08-29,E0_NEXT_OPEN,0.05,218.3185,True,2023-08-29 14:00:00+00:00,10.0
2023-08-29,E0_NEXT_OPEN,0.1,218.387,True,2023-08-29 14:00:00+00:00,10.0
2023-08-29,E0_NEXT_OPEN,0.2,218.524,True,2023-08-29 14:00:00+00:00,10.0
2023-08-29,E0_NEXT_OPEN,0.3,218.661,True,2023-08-29 14:00:00+00:00,10.0
2023-08-29,E0_NEXT_OPEN,0.5,218.935,True,2023-08-29 14:05:00+00:00,15.0
2023-09-06,E0_NEXT_OPEN,0.0,215.16,True,2023-09-06 17:50:00+00:00,240.0
2023-09-06,E0_NEXT_OPEN,0.05,215.2155,True,2023-09-06 17:50:00+00:00,240.0
2023-09-06,E0_NEXT_OPEN,0.1,215.271,True,2023-09-06 17:50:00+00:00,240.0
2023-09-06,E0_NEXT_OPEN,0.2,215.382,True,2023-09-06 17:50:00+00:00,240.0
2023-09-06,E0_NEXT_OPEN,0.3,215.493,True,2023-09-06 17:50:00+00:00,240.0
2023-09-06,E0_NEXT_OPEN,0.5,215.71499999999997,True,2023-09-06 17:50:00+00:00,240.0
2023-09-25,E0_NEXT_OPEN,0.0,210.14,True,2023-09-25 16:10:00+00:00,5.0
2023-09-25,E0_NEXT_OPEN,0.05,210.259,True,2023-09-25 16:10:00+00:00,5.0
2023-09-25,E0_NEXT_OPEN,0.1,210.378,True,2023-09-25 16:15:00+00:00,10.0
2023-09-25,E0_NEXT_OPEN,0.2,210.61599999999999,True,2023-09-25 17:05:00+00:00,60.0
2023-09-25,E0_NEXT_OPEN,0.3,210.85399999999998,False,,
2023-09-25,E0_NEXT_OPEN,0.5,211.32999999999998,False,,
2023-10-16,E0_NEXT_OPEN,0.0,217.77,False,,
2023-10-16,E0_NEXT_OPEN,0.05,218.04250000000002,False,,
2023-10-16,E0_NEXT_OPEN,0.1,218.315,False,,
2023-10-16,E0_NEXT_OPEN,0.2,218.86,False,,
2023-10-16,E0_NEXT_OPEN,0.3,219.40500000000003,False,,
2023-10-16,E0_NEXT_OPEN,0.5,220.495,False,,
2023-10-19,E0_NEXT_OPEN,0.0,211.4,True,2023-10-19 15:00:00+00:00,85.0
2023-10-19,E0_NEXT_OPEN,0.05,211.493,True,2023-10-19 15:00:00+00:00,85.0
2023-10-19,E0_NEXT_OPEN,0.1,211.586,True,2023-10-19 15:00:00+00:00,85.0
2023-10-19,E0_NEXT_OPEN,0.2,211.77200000000002,False,,
2023-10-19,E0_NEXT_OPEN,0.3,211.958,False,,
2023-10-19,E0_NEXT_OPEN,0.5,212.33,False,,
2023-10-25,E0_NEXT_OPEN,0.0,226.85,True,2023-10-25 15:30:00+00:00,30.0
2023-10-25,E0_NEXT_OPEN,0.05,227.0015,True,2023-10-25 15:30:00+00:00,30.0
2023-10-25,E0_NEXT_OPEN,0.1,227.153,True,2023-10-25 15:30:00+00:00,30.0
2023-10-25,E0_NEXT_OPEN,0.2,227.456,True,2023-10-25 15:30:00+00:00,30.0
2023-10-25,E0_NEXT_OPEN,0.3,227.759,True,2023-10-25 15:45:00+00:00,45.0
2023-10-25,E0_NEXT_OPEN,0.5,228.365,False,,
2023-11-02,E0_NEXT_OPEN,0.0,233.8,False,,
2023-11-02,E0_NEXT_OPEN,0.05,234.065,False,,
2023-11-02,E0_NEXT_OPEN,0.1,234.33,False,,
2023-11-02,E0_NEXT_OPEN,0.2,234.86,False,,
2023-11-02,E0_NEXT_OPEN,0.3,235.39000000000001,False,,
2023-11-02,E0_NEXT_OPEN,0.5,236.45000000000002,False,,
2023-12-05,E0_NEXT_OPEN,0.0,231.82,True,2023-12-05 16:30:00+00:00,115.0
2023-12-05,E0_NEXT_OPEN,0.05,231.99099999999999,True,2023-12-05 16:30:00+00:00,115.0
2023-12-05,E0_NEXT_OPEN,0.1,232.16199999999998,True,2023-12-05 16:40:00+00:00,125.0
2023-12-05,E0_NEXT_OPEN,0.2,232.504,True,2023-12-05 16:40:00+00:00,125.0
2023-12-05,E0_NEXT_OPEN,0.3,232.846,True,2023-12-05 16:40:00+00:00,125.0
2023-12-05,E0_NEXT_OPEN,0.5,233.52999999999997,False,,
2023-12-19,E0_NEXT_OPEN,0.0,253.59,True,2023-12-19 16:50:00+00:00,10.0
2023-12-19,E0_NEXT_OPEN,0.05,254.0285,False,,
2023-12-19,E0_NEXT_OPEN,0.1,254.467,False,,
2023-12-19,E0_NEXT_OPEN,0.2,255.344,False,,
2023-12-19,E0_NEXT_OPEN,0.3,256.221,False,,
2023-12-19,E0_NEXT_OPEN,0.5,257.975,False,,
2023-12-21,E0_NEXT_OPEN,0.0,274.34,True,2023-12-21 15:30:00+00:00,25.0
2023-12-21,E0_NEXT_OPEN,0.05,275.03,False,,
2023-12-21,E0_NEXT_OPEN,0.1,275.71999999999997,False,,
2023-12-21,E0_NEXT_OPEN,0.2,277.09999999999997,False,,
2023-12-21,E0_NEXT_OPEN,0.3,278.47999999999996,False,,
2023-12-21,E0_NEXT_OPEN,0.5,281.23999999999995,False,,
2023-12-22,E0_NEXT_OPEN,0.0,271.55,True,2023-12-22 15:20:00+00:00,5.0
2023-12-22,E0_NEXT_OPEN,0.05,271.872,True,2023-12-22 15:45:00+00:00,30.0
2023-12-22,E0_NEXT_OPEN,0.1,272.194,True,2023-12-22 15:50:00+00:00,35.0
2023-12-22,E0_NEXT_OPEN,0.2,272.838,False,,
2023-12-22,E0_NEXT_OPEN,0.3,273.482,False,,
2023-12-22,E0_NEXT_OPEN,0.5,274.77,False,,
2024-01-18,E0_NEXT_OPEN,0.0,314.0,True,2024-01-18 14:40:00+00:00,5.0
2024-01-18,E0_NEXT_OPEN,0.05,314.2125,True,2024-01-18 14:45:00+00:00,10.0
2024-01-18,E0_NEXT_OPEN,0.1,314.425,True,2024-01-18 14:45:00+00:00,10.0
2024-01-18,E0_NEXT_OPEN,0.2,314.85,True,2024-01-18 14:45:00+00:00,10.0
2024-01-18,E0_NEXT_OPEN,0.3,315.275,False,,
2024-01-18,E0_NEXT_OPEN,0.5,316.125,False,,
2024-02-15,E0_NEXT_OPEN,0.0,360.78,True,2024-02-15 14:45:00+00:00,5.0
2024-02-15,E0_NEXT_OPEN,0.05,361.68949999999995,True,2024-02-15 14:50:00+00:00,10.0
2024-02-15,E0_NEXT_OPEN,0.1,362.599,True,2024-02-15 14:50:00+00:00,10.0
2024-02-15,E0_NEXT_OPEN,0.2,364.41799999999995,True,2024-02-15 15:00:00+00:00,20.0
2024-02-15,E0_NEXT_OPEN,0.3,366.23699999999997,True,2024-02-15 15:00:00+00:00,20.0
2024-02-15,E0_NEXT_OPEN,0.5,369.875,False,,
2024-03-27,E0_NEXT_OPEN,0.0,584.91,False,,
2024-03-27,E0_NEXT_OPEN,0.05,585.547,False,,
2024-03-27,E0_NEXT_OPEN,0.1,586.184,False,,
2024-03-27,E0_NEXT_OPEN,0.2,587.458,False,,
2024-03-27,E0_NEXT_OPEN,0.3,588.732,False,,
2024-03-27,E0_NEXT_OPEN,0.5,591.28,False,,
2024-03-29,E0_NEXT_OPEN,0.0,620.45,False,,
2024-03-29,E0_NEXT_OPEN,0.05,621.1475,False,,
2024-03-29,E0_NEXT_OPEN,0.1,621.845,False,,
2024-03-29,E0_NEXT_OPEN,0.2,623.24,False,,
2024-03-29,E0_NEXT_OPEN,0.3,624.6350000000001,False,,
2024-03-29,E0_NEXT_OPEN,0.5,627.4250000000001,False,,
2024-04-01,E0_NEXT_OPEN,0.0,592.9,False,,
2024-04-01,E0_NEXT_OPEN,0.05,593.5445,False,,
2024-04-01,E0_NEXT_OPEN,0.1,594.189,False,,
2024-04-01,E0_NEXT_OPEN,0.2,595.478,False,,
2024-04-01,E0_NEXT_OPEN,0.3,596.7669999999999,False,,
2024-04-01,E0_NEXT_OPEN,0.5,599.345,False,,
2024-04-04,E0_NEXT_OPEN,0.0,591.69,True,2024-04-04 14:35:00+00:00,20.0
2024-04-04,E0_NEXT_OPEN,0.05,592.3050000000001,True,2024-04-04 14:45:00+00:00,30.0
2024-04-04,E0_NEXT_OPEN,0.1,592.9200000000001,True,2024-04-04 15:00:00+00:00,45.0
2024-04-04,E0_NEXT_OPEN,0.2,594.1500000000001,True,2024-04-04 16:30:00+00:00,135.0
2024-04-04,E0_NEXT_OPEN,0.3,595.3800000000001,True,2024-04-04 17:45:00+00:00,210.0
2024-04-04,E0_NEXT_OPEN,0.5,597.8400000000001,False,,
2024-04-10,E0_NEXT_OPEN,0.0,592.45,True,2024-04-10 15:45:00+00:00,5.0
2024-04-10,E0_NEXT_OPEN,0.05,593.3470000000001,True,2024-04-10 15:45:00+00:00,5.0
2024-04-10,E0_NEXT_OPEN,0.1,594.244,True,2024-04-10 15:45:00+00:00,5.0
2024-04-10,E0_NEXT_OPEN,0.2,596.038,True,2024-04-10 16:00:00+00:00,20.0
2024-04-10,E0_NEXT_OPEN,0.3,597.8320000000001,True,2024-04-10 16:05:00+00:00,25.0
2024-04-10,E0_NEXT_OPEN,0.5,601.4200000000001,True,2024-04-10 16:30:00+00:00,50.0
2024-05-08,E0_NEXT_OPEN,0.0,587.2,True,2024-05-08 19:00:00+00:00,35.0
2024-05-08,E0_NEXT_OPEN,0.05,587.6605000000001,True,2024-05-08 19:00:00+00:00,35.0
2024-05-08,E0_NEXT_OPEN,0.1,588.1210000000001,True,2024-05-08 19:05:00+00:00,40.0
2024-05-08,E0_NEXT_OPEN,0.2,589.042,True,2024-05-08 19:05:00+00:00,40.0
2024-05-08,E0_NEXT_OPEN,0.3,589.9630000000001,False,,
2024-05-08,E0_NEXT_OPEN,0.5,591.8050000000001,False,,
2024-05-09,E0_NEXT_OPEN,0.0,602.75,False,,
2024-05-09,E0_NEXT_OPEN,0.05,603.4375,False,,
2024-05-09,E0_NEXT_OPEN,0.1,604.125,False,,
2024-05-09,E0_NEXT_OPEN,0.2,605.5,False,,
2024-05-09,E0_NEXT_OPEN,0.3,606.875,False,,
2024-05-09,E0_NEXT_OPEN,0.5,609.625,False,,
2024-05-24,E0_NEXT_OPEN,0.0,598.61,True,2024-05-24 14:25:00+00:00,45.0
2024-05-24,E0_NEXT_OPEN,0.05,599.1115,True,2024-05-24 14:25:00+00:00,45.0
2024-05-24,E0_NEXT_OPEN,0.1,599.613,True,2024-05-24 15:10:00+00:00,90.0
2024-05-24,E0_NEXT_OPEN,0.2,600.616,True,2024-05-24 18:00:00+00:00,260.0
2024-05-24,E0_NEXT_OPEN,0.3,601.619,True,2024-05-24 18:05:00+00:00,265.0
2024-05-24,E0_NEXT_OPEN,0.5,603.625,False,,
2024-06-10,E0_NEXT_OPEN,0.0,651.25,True,2024-06-10 15:45:00+00:00,5.0
2024-06-10,E0_NEXT_OPEN,0.05,652.059,True,2024-06-10 15:55:00+00:00,15.0
2024-06-10,E0_NEXT_OPEN,0.1,652.8679999999999,True,2024-06-10 18:15:00+00:00,155.0
2024-06-10,E0_NEXT_OPEN,0.2,654.486,False,,
2024-06-10,E0_NEXT_OPEN,0.3,656.104,False,,
2024-06-10,E0_NEXT_OPEN,0.5,659.3399999999999,False,,
2024-06-25,E0_NEXT_OPEN,0.0,573.72,True,2024-06-25 14:10:00+00:00,15.0
2024-06-25,E0_NEXT_OPEN,0.05,574.0690000000001,True,2024-06-25 14:15:00+00:00,20.0
2024-06-25,E0_NEXT_OPEN,0.1,574.418,True,2024-06-25 14:15:00+00:00,20.0
2024-06-25,E0_NEXT_OPEN,0.2,575.116,True,2024-06-25 14:15:00+00:00,20.0
2024-06-25,E0_NEXT_OPEN,0.3,575.8140000000001,True,2024-06-25 14:20:00+00:00,25.0
2024-06-25,E0_NEXT_OPEN,0.5,577.21,True,2024-06-25 14:25:00+00:00,30.0
2024-07-02,E0_NEXT_OPEN,0.0,581.85,False,,
2024-07-02,E0_NEXT_OPEN,0.05,582.061,False,,
2024-07-02,E0_NEXT_OPEN,0.1,582.272,False,,
2024-07-02,E0_NEXT_OPEN,0.2,582.6940000000001,False,,
2024-07-02,E0_NEXT_OPEN,0.3,583.116,False,,
2024-07-02,E0_NEXT_OPEN,0.5,583.96,False,,
2024-07-09,E0_NEXT_OPEN,0.0,519.02,True,2024-07-09 17:00:00+00:00,160.0
2024-07-09,E0_NEXT_OPEN,0.05,519.4075,True,2024-07-09 18:20:00+00:00,240.0
2024-07-09,E0_NEXT_OPEN,0.1,519.795,True,2024-07-09 18:20:00+00:00,240.0
2024-07-09,E0_NEXT_OPEN,0.2,520.5699999999999,True,2024-07-09 18:35:00+00:00,255.0
2024-07-09,E0_NEXT_OPEN,0.3,521.345,False,,
2024-07-09,E0_NEXT_OPEN,0.5,522.895,False,,
2024-07-11,E0_NEXT_OPEN,0.0,539.9,False,,
2024-07-11,E0_NEXT_OPEN,0.05,540.591,False,,
2024-07-11,E0_NEXT_OPEN,0.1,541.2819999999999,False,,
2024-07-11,E0_NEXT_OPEN,0.2,542.664,False,,
2024-07-11,E0_NEXT_OPEN,0.3,544.0459999999999,False,,
2024-07-11,E0_NEXT_OPEN,0.5,546.81,False,,
2024-07-12,E0_NEXT_OPEN,0.0,529.38,True,2024-07-12 13:50:00+00:00,5.0
2024-07-12,E0_NEXT_OPEN,0.05,529.948,True,2024-07-12 13:50:00+00:00,5.0
2024-07-12,E0_NEXT_OPEN,0.1,530.516,True,2024-07-12 13:55:00+00:00,10.0
2024-07-12,E0_NEXT_OPEN,0.2,531.652,True,2024-07-12 13:55:00+00:00,10.0
2024-07-12,E0_NEXT_OPEN,0.3,532.788,True,2024-07-12 14:30:00+00:00,45.0
2024-07-12,E0_NEXT_OPEN,0.5,535.06,True,2024-07-12 16:35:00+00:00,170.0
2024-07-19,E0_NEXT_OPEN,0.0,578.23,True,2024-07-19 13:50:00+00:00,5.0
2024-07-19,E0_NEXT_OPEN,0.05,578.8345,True,2024-07-19 13:55:00+00:00,10.0
2024-07-19,E0_NEXT_OPEN,0.1,579.4390000000001,True,2024-07-19 13:55:00+00:00,10.0
2024-07-19,E0_NEXT_OPEN,0.2,580.648,True,2024-07-19 14:10:00+00:00,25.0
2024-07-19,E0_NEXT_OPEN,0.3,581.857,True,2024-07-19 14:20:00+00:00,35.0
2024-07-19,E0_NEXT_OPEN,0.5,584.2750000000001,True,2024-07-19 15:40:00+00:00,115.0
2024-08-15,E0_NEXT_OPEN,0.0,528.78,True,2024-08-15 14:30:00+00:00,25.0
2024-08-15,E0_NEXT_OPEN,0.05,529.516,True,2024-08-15 14:45:00+00:00,40.0
2024-08-15,E0_NEXT_OPEN,0.1,530.252,True,2024-08-15 14:45:00+00:00,40.0
2024-08-15,E0_NEXT_OPEN,0.2,531.7239999999999,True,2024-08-15 16:00:00+00:00,115.0
2024-08-15,E0_NEXT_OPEN,0.3,533.196,True,2024-08-15 16:15:00+00:00,130.0
2024-08-15,E0_NEXT_OPEN,0.5,536.14,False,,
2024-08-22,E0_NEXT_OPEN,0.0,584.44,True,2024-08-22 13:45:00+00:00,5.0
2024-08-22,E0_NEXT_OPEN,0.05,585.0845,True,2024-08-22 13:50:00+00:00,10.0
2024-08-22,E0_NEXT_OPEN,0.1,585.729,True,2024-08-22 13:50:00+00:00,10.0
2024-08-22,E0_NEXT_OPEN,0.2,587.018,True,2024-08-22 13:50:00+00:00,10.0
2024-08-22,E0_NEXT_OPEN,0.3,588.3070000000001,True,2024-08-22 13:50:00+00:00,10.0
2024-08-22,E0_NEXT_OPEN,0.5,590.8850000000001,False,,
2024-08-27,E0_NEXT_OPEN,0.0,556.0,False,,
2024-08-27,E0_NEXT_OPEN,0.05,556.474,False,,
2024-08-27,E0_NEXT_OPEN,0.1,556.948,False,,
2024-08-27,E0_NEXT_OPEN,0.2,557.896,False,,
2024-08-27,E0_NEXT_OPEN,0.3,558.844,False,,
2024-08-27,E0_NEXT_OPEN,0.5,560.74,False,,
2024-08-29,E0_NEXT_OPEN,0.0,545.23,False,,
2024-08-29,E0_NEXT_OPEN,0.05,545.4975000000001,False,,
2024-08-29,E0_NEXT_OPEN,0.1,545.765,False,,
2024-08-29,E0_NEXT_OPEN,0.2,546.3000000000001,False,,
2024-08-29,E0_NEXT_OPEN,0.3,546.835,False,,
2024-08-29,E0_NEXT_OPEN,0.5,547.905,False,,
2024-09-04,E0_NEXT_OPEN,0.0,513.19,False,,
2024-09-04,E0_NEXT_OPEN,0.05,514.0735000000001,False,,
2024-09-04,E0_NEXT_OPEN,0.1,514.9570000000001,False,,
2024-09-04,E0_NEXT_OPEN,0.2,516.724,False,,
2024-09-04,E0_NEXT_OPEN,0.3,518.4910000000001,False,,
2024-09-04,E0_NEXT_OPEN,0.5,522.0250000000001,False,,
2024-09-05,E0_NEXT_OPEN,0.0,508.19,True,2024-09-05 13:55:00+00:00,15.0
2024-09-05,E0_NEXT_OPEN,0.05,508.4855,True,2024-09-05 13:55:00+00:00,15.0
2024-09-05,E0_NEXT_OPEN,0.1,508.781,True,2024-09-05 14:00:00+00:00,20.0
2024-09-05,E0_NEXT_OPEN,0.2,509.372,True,2024-09-05 14:00:00+00:00,20.0
2024-09-05,E0_NEXT_OPEN,0.3,509.963,True,2024-09-05 14:00:00+00:00,20.0
2024-09-05,E0_NEXT_OPEN,0.5,511.145,False,,
2024-09-18,E0_NEXT_OPEN,0.0,545.74,True,2024-09-18 18:15:00+00:00,5.0
2024-09-18,E0_NEXT_OPEN,0.05,546.207,True,2024-09-18 18:15:00+00:00,5.0
2024-09-18,E0_NEXT_OPEN,0.1,546.674,True,2024-09-18 18:15:00+00:00,5.0
2024-09-18,E0_NEXT_OPEN,0.2,547.6080000000001,True,2024-09-18 18:30:00+00:00,20.0
2024-09-18,E0_NEXT_OPEN,0.3,548.542,True,2024-09-18 18:30:00+00:00,20.0
2024-09-18,E0_NEXT_OPEN,0.5,550.4100000000001,True,2024-09-18 18:30:00+00:00,20.0
2024-09-25,E0_NEXT_OPEN,0.0,598.5,True,2024-09-25 14:15:00+00:00,5.0
2024-09-25,E0_NEXT_OPEN,0.05,598.821,True,2024-09-25 14:30:00+00:00,20.0
2024-09-25,E0_NEXT_OPEN,0.1,599.142,True,2024-09-25 14:30:00+00:00,20.0
2024-09-25,E0_NEXT_OPEN,0.2,599.784,True,2024-09-25 14:40:00+00:00,30.0
2024-09-25,E0_NEXT_OPEN,0.3,600.4259999999999,False,,
2024-09-25,E0_NEXT_OPEN,0.5,601.71,False,,
2024-10-11,E0_NEXT_OPEN,0.0,569.2,True,2024-10-11 13:50:00+00:00,15.0
2024-10-11,E0_NEXT_OPEN,0.05,569.648,True,2024-10-11 13:50:00+00:00,15.0
2024-10-11,E0_NEXT_OPEN,0.1,570.096,True,2024-10-11 14:05:00+00:00,30.0
2024-10-11,E0_NEXT_OPEN,0.2,570.9920000000001,True,2024-10-11 15:10:00+00:00,95.0
2024-10-11,E0_NEXT_OPEN,0.3,571.888,True,2024-10-11 15:10:00+00:00,95.0
2024-10-11,E0_NEXT_OPEN,0.5,573.6800000000001,True,2024-10-11 17:30:00+00:00,235.0
2024-10-24,E0_NEXT_OPEN,0.0,593.43,True,2024-10-24 14:35:00+00:00,35.0
2024-10-24,E0_NEXT_OPEN,0.05,593.823,True,2024-10-24 15:40:00+00:00,100.0
2024-10-24,E0_NEXT_OPEN,0.1,594.2159999999999,True,2024-10-24 19:40:00+00:00,340.0
2024-10-24,E0_NEXT_OPEN,0.2,595.002,False,,
2024-10-24,E0_NEXT_OPEN,0.3,595.7879999999999,False,,
2024-10-24,E0_NEXT_OPEN,0.5,597.3599999999999,False,,
2024-10-28,E0_NEXT_OPEN,0.0,596.55,True,2024-10-28 13:40:00+00:00,5.0
2024-10-28,E0_NEXT_OPEN,0.05,596.8335,True,2024-10-28 19:25:00+00:00,350.0
2024-10-28,E0_NEXT_OPEN,0.1,597.117,True,2024-10-28 19:40:00+00:00,365.0
2024-10-28,E0_NEXT_OPEN,0.2,597.684,False,,
2024-10-28,E0_NEXT_OPEN,0.3,598.251,False,,
2024-10-28,E0_NEXT_OPEN,0.5,599.385,False,,
2024-10-29,E0_NEXT_OPEN,0.0,607.98,True,2024-10-29 14:25:00+00:00,15.0
2024-10-29,E0_NEXT_OPEN,0.05,608.1575,True,2024-10-29 15:15:00+00:00,65.0
2024-10-29,E0_NEXT_OPEN,0.1,608.335,True,2024-10-29 15:15:00+00:00,65.0
2024-10-29,E0_NEXT_OPEN,0.2,608.69,True,2024-10-29 15:20:00+00:00,70.0
2024-10-29,E0_NEXT_OPEN,0.3,609.0450000000001,True,2024-10-29 15:20:00+00:00,70.0
2024-10-29,E0_NEXT_OPEN,0.5,609.7550000000001,True,2024-10-29 15:20:00+00:00,70.0
2024-11-08,E0_NEXT_OPEN,0.0,601.94,False,,
2024-11-08,E0_NEXT_OPEN,0.05,602.3075,False,,
2024-11-08,E0_NEXT_OPEN,0.1,602.6750000000001,False,,
2024-11-08,E0_NEXT_OPEN,0.2,603.4100000000001,False,,
2024-11-08,E0_NEXT_OPEN,0.3,604.1450000000001,False,,
2024-11-08,E0_NEXT_OPEN,0.5,605.615,False,,
2024-12-09,E0_NEXT_OPEN,0.0,731.28,False,,
2024-12-09,E0_NEXT_OPEN,0.05,732.441,False,,
2024-12-09,E0_NEXT_OPEN,0.1,733.602,False,,
2024-12-09,E0_NEXT_OPEN,0.2,735.924,False,,
2024-12-09,E0_NEXT_OPEN,0.3,738.246,False,,
2024-12-09,E0_NEXT_OPEN,0.5,742.89,False,,
2024-12-13,E0_NEXT_OPEN,0.0,721.55,True,2024-12-13 19:20:00+00:00,240.0
2024-12-13,E0_NEXT_OPEN,0.05,722.5985,True,2024-12-13 19:25:00+00:00,245.0
2024-12-13,E0_NEXT_OPEN,0.1,723.6469999999999,True,2024-12-13 19:30:00+00:00,250.0
2024-12-13,E0_NEXT_OPEN,0.2,725.7439999999999,True,2024-12-13 19:45:00+00:00,265.0
2024-12-13,E0_NEXT_OPEN,0.3,727.8409999999999,True,2024-12-13 19:55:00+00:00,275.0
2024-12-13,E0_NEXT_OPEN,0.5,732.0349999999999,False,,
2024-12-16,E0_NEXT_OPEN,0.0,716.2,True,2024-12-16 15:15:00+00:00,15.0
2024-12-16,E0_NEXT_OPEN,0.05,716.7845000000001,True,2024-12-16 15:20:00+00:00,20.0
2024-12-16,E0_NEXT_OPEN,0.1,717.369,True,2024-12-16 15:30:00+00:00,30.0
2024-12-16,E0_NEXT_OPEN,0.2,718.538,True,2024-12-16 15:50:00+00:00,50.0
2024-12-16,E0_NEXT_OPEN,0.3,719.7070000000001,True,2024-12-16 16:00:00+00:00,60.0
2024-12-16,E0_NEXT_OPEN,0.5,722.0450000000001,True,2024-12-16 17:10:00+00:00,130.0
2024-12-24,E0_NEXT_OPEN,0.0,693.78,True,2024-12-24 15:10:00+00:00,5.0
2024-12-24,E0_NEXT_OPEN,0.05,694.341,True,2024-12-24 15:20:00+00:00,15.0
2024-12-24,E0_NEXT_OPEN,0.1,694.9019999999999,True,2024-12-24 15:20:00+00:00,15.0
2024-12-24,E0_NEXT_OPEN,0.2,696.024,True,2024-12-24 15:20:00+00:00,15.0
2024-12-24,E0_NEXT_OPEN,0.3,697.146,True,2024-12-24 15:25:00+00:00,20.0
2024-12-24,E0_NEXT_OPEN,0.5,699.39,False,,
2022-01-03,E1_FIRST_BULL_CLOSE,0.0,532.54,False,,
2022-01-03,E1_FIRST_BULL_CLOSE,0.05,532.967,False,,
2022-01-03,E1_FIRST_BULL_CLOSE,0.1,533.394,False,,
2022-01-03,E1_FIRST_BULL_CLOSE,0.2,534.2479999999999,False,,
2022-01-03,E1_FIRST_BULL_CLOSE,0.3,535.102,False,,
2022-01-03,E1_FIRST_BULL_CLOSE,0.5,536.81,False,,
2022-01-11,E1_FIRST_BULL_CLOSE,0.0,458.0,True,2022-01-11 16:30:00+00:00,5.0
2022-01-11,E1_FIRST_BULL_CLOSE,0.05,458.782,True,2022-01-11 16:30:00+00:00,5.0
2022-01-11,E1_FIRST_BULL_CLOSE,0.1,459.564,True,2022-01-11 16:30:00+00:00,5.0
2022-01-11,E1_FIRST_BULL_CLOSE,0.2,461.128,True,2022-01-11 16:30:00+00:00,5.0
2022-01-11,E1_FIRST_BULL_CLOSE,0.3,462.692,True,2022-01-11 16:35:00+00:00,10.0
2022-01-11,E1_FIRST_BULL_CLOSE,0.5,465.82,True,2022-01-11 17:05:00+00:00,40.0
2022-01-12,E1_FIRST_BULL_CLOSE,0.0,482.69,True,2022-01-12 15:10:00+00:00,25.0
2022-01-12,E1_FIRST_BULL_CLOSE,0.05,483.9345,True,2022-01-12 16:40:00+00:00,115.0
2022-01-12,E1_FIRST_BULL_CLOSE,0.1,485.179,True,2022-01-12 17:30:00+00:00,165.0
2022-01-12,E1_FIRST_BULL_CLOSE,0.2,487.668,False,,
2022-01-12,E1_FIRST_BULL_CLOSE,0.3,490.157,False,,
2022-01-12,E1_FIRST_BULL_CLOSE,0.5,495.135,False,,
2022-01-27,E1_FIRST_BULL_CLOSE,0.0,376.94,True,2022-01-27 14:50:00+00:00,10.0
2022-01-27,E1_FIRST_BULL_CLOSE,0.05,377.5485,False,,
2022-01-27,E1_FIRST_BULL_CLOSE,0.1,378.157,False,,
2022-01-27,E1_FIRST_BULL_CLOSE,0.2,379.374,False,,
2022-01-27,E1_FIRST_BULL_CLOSE,0.3,380.591,False,,
2022-01-27,E1_FIRST_BULL_CLOSE,0.5,383.025,False,,
2022-02-01,E1_FIRST_BULL_CLOSE,0.0,387.66,False,,
2022-02-01,E1_FIRST_BULL_CLOSE,0.05,388.096,False,,
2022-02-01,E1_FIRST_BULL_CLOSE,0.1,388.53200000000004,False,,
2022-02-01,E1_FIRST_BULL_CLOSE,0.2,389.40400000000005,False,,
2022-02-01,E1_FIRST_BULL_CLOSE,0.3,390.276,False,,
2022-02-01,E1_FIRST_BULL_CLOSE,0.5,392.02000000000004,False,,
2022-02-14,E1_FIRST_BULL_CLOSE,0.0,404.03,False,,
2022-02-14,E1_FIRST_BULL_CLOSE,0.05,404.59549999999996,False,,
2022-02-14,E1_FIRST_BULL_CLOSE,0.1,405.16099999999994,False,,
2022-02-14,E1_FIRST_BULL_CLOSE,0.2,406.292,False,,
2022-02-14,E1_FIRST_BULL_CLOSE,0.3,407.42299999999994,False,,
2022-02-14,E1_FIRST_BULL_CLOSE,0.5,409.68499999999995,False,,
2022-03-18,E1_FIRST_BULL_CLOSE,0.0,389.54,True,2022-03-18 15:00:00+00:00,20.0
2022-03-18,E1_FIRST_BULL_CLOSE,0.05,389.8165,True,2022-03-18 15:00:00+00:00,20.0
2022-03-18,E1_FIRST_BULL_CLOSE,0.1,390.093,True,2022-03-18 15:05:00+00:00,25.0
2022-03-18,E1_FIRST_BULL_CLOSE,0.2,390.646,True,2022-03-18 15:20:00+00:00,40.0
2022-03-18,E1_FIRST_BULL_CLOSE,0.3,391.199,True,2022-03-18 15:35:00+00:00,55.0
2022-03-18,E1_FIRST_BULL_CLOSE,0.5,392.30500000000006,True,2022-03-18 15:45:00+00:00,65.0
2022-04-18,E1_FIRST_BULL_CLOSE,0.0,406.59,True,2022-04-18 14:15:00+00:00,35.0
2022-04-18,E1_FIRST_BULL_CLOSE,0.05,407.11899999999997,True,2022-04-18 14:20:00+00:00,40.0
2022-04-18,E1_FIRST_BULL_CLOSE,0.1,407.64799999999997,True,2022-04-18 16:45:00+00:00,185.0
2022-04-18,E1_FIRST_BULL_CLOSE,0.2,408.70599999999996,True,2022-04-18 17:05:00+00:00,205.0
