i,period,date,parent_pnl,parent_mfe_r,failure_to_develop,last_green,body_ratio,total_wick_ratio,bull_body_dominant,sf68_pnl,sf9_pnl
0,D,2023-12-03,-7.699536725601946,0.04804998649160508,True,False,0.6275071633239286,0.37249283667607136,False,-7.699536725601946,-7.699536725601946
1,D,2023-12-10,11.943680114806734,2.3641714440966424,False,True,0.40181818181828766,0.5981818181817123,False,11.943680114806734,11.943680114806734
2,D,2023-12-17,11.865836000367446,1.888012890288726,False,True,0.6049382716048662,0.39506172839513376,True,11.865836000367446,11.865836000367446
3,D,2023-12-24,11.848751643487457,1.8158211866855274,False,True,0.2352941176471008,0.7647058823528992,False,11.848751643487457,11.848751643487457
4,D,2023-12-31,-1.6366953095032644,0.7254599479913438,False,True,0.7487437185929602,0.2512562814070398,True,-1.6366953095032644,1.6040461717186227
5,D,2024-01-07,6.7436570097704935,1.3826403090206805,False,False,0.5683453237409959,0.4316546762590041,False,6.7436570097704935,1.2500000000000018
6,D,2024-01-14,11.75000000000001,1.908345589957521,False,True,0.5259259259258181,0.4740740740741819,True,11.75000000000001,11.75000000000001
7,D,2024-01-21,3.503422796562018,0.6948561443764687,False,False,0.07865168539291856,0.9213483146070814,False,3.503422796562018,3.503422796562018
8,D,2024-01-28,2.345059823143878,1.471783198531981,False,False,0.045454545454545456,0.9545454545454546,False,2.345059823143878,2.345059823143878
9,D,2024-02-04,3.3890422518091947,1.0099468663430762,False,False,0.02068965517261451,0.9793103448273854,False,3.3890422518091947,1.2203876199113277
10,D,2024-02-11,-7.649805624526015,0.3211640266607696,True,True,0.6661891117478926,0.33381088825210736,True,-7.649805624526015,-7.649805624526015
11,D,2024-02-18,-4.115703573975951,0.35136579150071445,True,True,0.5428571428572389,0.45714285714276115,True,-4.115703573975951,-4.115703573975951
12,D,2024-02-25,1.1471846780681167,0.4609401629946386,False,True,0.05785123966942149,0.9421487603305785,False,1.1471846780681167,1.1471846780681167
13,D,2024-03-03,-7.750000000000006,0.053748979754012334,True,False,0.316053511705653,0.683946488294347,False,-7.750000000000006,-7.750000000000006
14,D,2024-03-10,12.19609973468022,2.8011264734158727,False,True,0.5204778156996501,0.4795221843003499,True,12.19609973468022,1.2500000000000018
15,D,2024-03-17,-7.750000000000006,0.25669951390212237,True,True,0.22755417956656346,0.7724458204334366,False,-7.750000000000006,-7.750000000000006
16,D,2024-03-24,-7.670065131609785,0.7223228274360616,False,True,0.761791518034095,0.23820848196590505,True,-7.670065131609785,1.3299348683902228
17,D,2024-03-31,-7.750000000000006,0.1441934710821007,True,True,0.5634743875279775,0.4365256124720225,True,-7.750000000000006,-7.750000000000006
18,D,2024-04-07,1.062683115989905,0.6341367856685535,False,False,0.2787356321840102,0.7212643678159898,False,1.062683115989905,1.062683115989905
19,D,2024-04-14,11.799729740203384,2.0792366425737008,False,True,0.38913362701909787,0.6108663729809021,False,11.799729740203384,11.799729740203384
20,D,2024-04-21,0.2634379647475298,0.7521739742962139,False,False,0.01992753623185612,0.9800724637681438,False,0.2634379647475298,1.2914297476254917
21,D,2024-04-28,7.123449824019988,1.3023173171859415,False,False,0.6173228346456234,0.38267716535437657,False,7.123449824019988,7.123449824019988
22,D,2024-05-05,-7.750000000000006,0.13300343990668706,True,False,0.11232279171213108,0.8876772082878689,False,-7.750000000000006,-7.750000000000006
23,D,2024-05-12,-0.5940303459258807,0.19449815964015357,True,True,0.9519230769230781,0.04807692307692191,True,-0.5940303459258807,-0.5940303459258807
24,D,2024-05-19,2.9387547704702888,1.371019266204603,False,False,0.9977827050996495,0.002217294900350497,False,2.9387547704702888,2.9387547704702888
25,D,2024-05-26,-0.28066817668684374,1.0606552749557543,False,True,0.7141073657926709,0.28589263420732913,True,-0.28066817668684374,-0.28066817668684374
26,D,2024-06-02,-7.6496932433887705,0.5200943334795006,False,True,1.0,0.0,True,-7.6496932433887705,-7.6496932433887705
27,D,2024-06-09,-3.299061684802147,0.10315115453113366,True,False,0.5928571428573507,0.4071428571426493,False,-1.7956150464798197,-1.7956150464798197
28,D,2024-06-16,-1.121749710994776,0.13905878974440622,True,True,0.9086419753087138,0.09135802469128618,True,-1.121749710994776,-1.121749710994776
29,D,2024-06-23,11.773275414335378,1.9108008804977523,False,True,1.0,0.0,True,11.773275414335378,11.773275414335378
30,D,2024-06-30,-7.6998603587942345,0.26180550172192973,True,False,0.6323943661972036,0.3676056338027964,False,-7.6998603587942345,-7.6998603587942345
31,D,2024-07-07,11.799289801074897,1.796228750121785,False,True,0.11013767209014706,0.889862327909853,False,11.799289801074897,11.799289801074897
32,D,2024-07-14,-7.708370066496263,0.8675592665966434,False,True,0.24159021406731743,0.7584097859326826,False,-7.708370066496263,-7.708370066496263
33,D,2024-07-21,-7.746752069613234,0.20221598764535204,True,False,0.19117647058814874,0.8088235294118513,False,-7.746752069613234,-7.746752069613234
34,D,2024-07-28,-7.750000000000006,0.06553692878681032,True,True,0.6398467432949433,0.3601532567050567,True,-7.750000000000006,-7.750000000000006
35,D,2024-08-04,11.75000000000001,1.8024492923988429,False,False,0.6978417266187452,0.3021582733812548,False,11.75000000000001,11.75000000000001
36,D,2024-08-11,11.75000000000001,1.798369369552244,False,False,0.9209486166007882,0.0790513833992118,False,11.75000000000001,11.75000000000001
37,D,2024-08-18,11.716524105054496,1.798410887034902,False,True,0.5150905432595583,0.4849094567404417,True,11.716524105054496,11.716524105054496
38,D,2024-08-25,-7.734413776197084,0.199499920200035,True,False,0.3086734693877409,0.6913265306122591,False,-7.734413776197084,-7.734413776197084
39,D,2024-09-01,5.567777387066816,1.3670422555951807,False,False,0.23449612403098616,0.7655038759690138,False,5.567777387066816,1.2500000000000018
40,D,2024-09-08,-7.775843393449373,1.1271264296653767,False,True,0.9108280254776253,0.08917197452237469,True,-7.775843393449373,-7.775843393449373
41,D,2024-09-15,11.76384044280592,1.8833213932985537,False,False,0.6032786885246378,0.39672131147536216,False,11.76384044280592,11.76384044280592
42,D,2024-09-22,-7.722479837704294,0.7485355823112494,False,True,0.698666666666589,0.30133333333341095,True,-7.722479837704294,1.2775201622957135
43,D,2024-09-29,8.314167261394882,1.331412640256118,False,False,0.239130434782368,0.760869565217632,False,8.314167261394882,8.314167261394882
44,D,2024-10-06,-7.728854171615975,0.023632148206077983,True,False,0.37444933920709644,0.6255506607929036,False,-7.728854171615975,-7.728854171615975
45,D,2024-10-13,0.9220432701156257,0.8711037249382761,False,False,0.02348993288605024,0.9765100671139497,False,0.9220432701156257,0.9220432701156257
46,D,2024-10-20,-7.699830489139026,0.2052809329637124,True,True,0.49107142857123715,0.5089285714287628,False,-7.699830489139026,-7.699830489139026
47,D,2024-10-27,-7.699576654611487,0.1912458513789025,True,True,0.40072202166069154,0.5992779783393085,False,-4.933030539804398,-4.933030539804398
48,D,2024-11-03,-6.655213148658573,1.063818466686739,False,False,0.8735919899874253,0.12640801001257473,False,-6.655213148658573,1.2500000000000018
49,D,2024-11-10,-7.678931410576727,0.016420340507345657,True,True,0.7360000000001552,0.2639999999998448,True,-7.678931410576727,-7.678931410576727
50,D,2024-11-17,11.75000000000001,1.8144096194462414,False,False,0.372,0.628,False,11.75000000000001,11.75000000000001
51,D,2024-11-24,3.1542166717734283,1.6853869613818104,False,True,0.3838174273859153,0.6161825726140847,False,3.1542166717734283,3.1542166717734283
52,D,2024-12-01,-3.9466591692490307,0.3788432173160954,True,False,0.7173144876325137,0.2826855123674863,False,-3.9466591692490307,-3.9466591692490307
53,D,2024-12-08,-7.750000000000006,0.2344781724694814,True,False,0.8360071301247706,0.16399286987522943,False,-7.750000000000006,-7.750000000000006
54,D,2024-12-15,-7.699652609206941,0.06627242281189874,True,True,0.25563909774468996,0.74436090225531,False,-7.699652609206941,-7.699652609206941
55,D,2024-12-22,11.846863419791195,1.9543647504097443,False,False,0.7275132275131715,0.2724867724868285,False,11.846863419791195,11.846863419791195
56,D,2024-12-29,5.710316441273837,1.5977546401739364,False,False,0.6566866267465052,0.34331337325349476,False,5.710316441273837,1.2500000000000018
57,D,2025-01-05,-7.658068585517747,0.437292899207377,True,True,0.4592198581558541,0.5407801418441459,False,-7.658068585517747,-7.658068585517747
58,D,2025-01-12,-7.6900201623006295,0.3657801549736352,True,True,0.7426108374384861,0.2573891625615139,True,-5.456569231877605,-5.456569231877605
59,D,2025-01-19,-7.699749744764567,0.6531728686164758,False,False,0.5421261579179987,0.4578738420820013,False,-7.699749744764567,-7.699749744764567
60,D,2025-01-26,11.836547361904772,1.8673469387755095,False,False,0.5897435897437376,0.41025641025626236,False,11.836547361904772,11.836547361904772
61,D,2025-02-02,11.745715860129232,1.947887303577359,False,True,0.2497603068073076,0.7502396931926925,False,11.745715860129232,11.745715860129232
62,D,2025-02-09,5.805944460148311,1.7535416078373929,False,False,0.9990079365078788,0.0009920634921212201,False,5.805944460148311,5.805944460148311
63,D,2025-02-16,4.09951627841965,0.823941324022153,False,True,0.4473684210525896,0.5526315789474103,False,4.09951627841965,4.09951627841965
64,D,2025-02-23,1.9918075758504448,0.8412906395143804,False,True,0.9426877470356948,0.0573122529643052,True,1.9918075758504448,1.9918075758504448
65,D,2025-03-02,-7.750000000000006,0.5656365069436817,False,False,0.797609233305882,0.20239076669411804,False,-7.750000000000006,-7.750000000000006
66,D,2025-03-09,11.749999999999956,1.96486253708741,False,False,0.6397306397307024,0.36026936026929757,False,11.749999999999956,11.749999999999956
67,D,2025-03-16,11.756165329115818,1.84209013112934,False,True,0.16822429906534112,0.8317757009346589,False,11.756165329115818,11.756165329115818
68,D,2025-03-23,-7.729697470657882,0.04109541219291365,True,True,0.8424437299041478,0.15755627009585216,True,-7.729697470657882,-7.729697470657882
69,D,2025-03-30,11.785822489218821,1.814949230103613,False,True,0.19203747072628105,0.8079625292737189,False,11.785822489218821,11.785822489218821
70,D,2025-04-06,11.749999999999956,1.8617771606280278,False,False,0.30696798493410776,0.6930320150658922,False,11.749999999999956,11.749999999999956
71,D,2025-04-13,-3.3074633054662734,1.3910207052204107,False,True,0.21203703703711788,0.7879629629628822,False,-3.3074633054662734,-3.3074633054662734
72,D,2025-04-20,-7.734924777346891,0.5949517495566333,False,True,0.43749999999990113,0.5625000000000988,False,-7.734924777346891,-7.734924777346891
73,D,2025-04-27,2.4438774637951184,1.1114952717645017,False,False,0.24096385542167267,0.7590361445783274,False,2.4438774637951184,2.4438774637951184
74,D,2025-05-04,6.553120373185786,1.6089612882449558,False,True,0.3180987202924151,0.681901279707585,False,6.553120373185786,6.553120373185786
