i,period,date,parent_pnl,parent_reason,parent_win,candidate6,cp6_progress,cp6_mfe_r,cp6_above20,cp6_green_frac,cut6_pnl,confirm7_pnl,layer,flow67,price_repair7,flow_repair7
0,D,2023-12-03,-7.699536725601946,SL,False,False,-0.00338888395293635,0.04804998649160508,False,0.5694444444444444,-7.699536725601946,-7.699536725601946,PARENT,,False,False
1,D,2023-12-10,11.943680114806734,TP,True,False,-0.001415534809599217,0.28653164291079064,True,0.5,11.943680114806734,11.943680114806734,PARENT,,False,False
2,D,2023-12-17,11.865836000367446,TP,True,False,0.006491151899156944,0.7201031114043418,False,0.4027777777777778,11.865836000367446,11.865836000367446,PARENT,,False,False
3,D,2023-12-24,11.848751643487457,TP,True,False,-0.0023362398906090487,0.3908457352006273,False,0.5416666666666666,11.848751643487457,11.848751643487457,PARENT,,False,False
4,D,2023-12-31,-1.6366953095032644,TIMEOUT,False,True,-0.001178410392591811,0.2249631473738816,True,0.5277777777777778,-1.3392051962959055,-1.6366953095032644,RECOVERY7_HOLD,-0.1079202128310559,True,True
5,D,2024-01-07,6.7436570097704935,TIMEOUT,True,True,-0.008975232901613284,0.2389067419742192,True,0.5833333333333334,-5.237616450806642,6.7436570097704935,RECOVERY7_HOLD,-0.1546486261962403,True,True
6,D,2024-01-14,11.75000000000001,TP,True,False,0.004097760185678201,0.47974426042803253,False,0.4861111111111111,11.75000000000001,11.75000000000001,PARENT,,False,False
7,D,2024-01-21,3.503422796562018,TIMEOUT,True,False,-0.0027554226381489855,0.000685769695910451,False,0.5138888888888888,3.503422796562018,3.503422796562018,PARENT,,False,False
8,D,2024-01-28,2.345059823143878,TIMEOUT,True,False,0.004800448261573664,0.42898982397795593,False,0.4305555555555556,2.345059823143878,2.345059823143878,PARENT,,False,False
9,D,2024-02-04,3.3890422518091947,TIMEOUT,True,False,-0.001722703218206112,0.09984265598828035,False,0.4305555555555556,3.3890422518091947,3.3890422518091947,PARENT,,False,False
10,D,2024-02-11,-7.649805624526015,SL,False,True,-0.002044526631829413,0.3211640266607696,True,0.5277777777777778,-1.7722633159147065,-7.649805624526015,RECOVERY7_HOLD,-0.1123502323447827,True,True
11,D,2024-02-18,-4.115703573975951,TIMEOUT,False,True,-0.0019510519469994048,0.35136579150071445,True,0.5416666666666666,-1.7245610615575773,-4.115703573975951,RECOVERY7_HOLD,-0.09238641060688313,True,True
12,D,2024-02-25,1.1471846780681167,TIMEOUT,True,True,-0.002841173189551016,0.11565005290021484,True,0.5833333333333334,-2.170586594775508,1.1471846780681167,RECOVERY7_HOLD,-0.08976156136239544,True,True
13,D,2024-03-03,-7.750000000000006,SL,False,False,,,,,-7.750000000000006,-7.750000000000006,PARENT,,False,False
14,D,2024-03-10,12.19609973468022,TP,True,False,0.005769007395170611,1.0875913590057367,False,0.4444444444444444,12.19609973468022,12.19609973468022,PARENT,,False,False
15,D,2024-03-17,-7.750000000000006,SL,False,False,,,,,-7.750000000000006,-7.750000000000006,PARENT,,False,False
16,D,2024-03-24,-7.670065131609785,SL,False,False,-0.006078538577814818,0.48712760117716347,True,0.5,-7.670065131609785,-7.670065131609785,PARENT,,False,False
17,D,2024-03-31,-7.750000000000006,SL,False,False,-0.003690540502118367,0.1441934710821007,False,0.5,-7.750000000000006,-7.750000000000006,PARENT,,False,False
18,D,2024-04-07,1.062683115989905,TIMEOUT,True,False,-0.001395717593092316,0.30833231069783895,True,0.4583333333333333,1.062683115989905,1.062683115989905,PARENT,,False,False
19,D,2024-04-14,11.799729740203384,TP,True,False,0.009486607142857095,1.19955534297052,False,0.4166666666666667,11.799729740203384,11.799729740203384,PARENT,,False,False
20,D,2024-04-21,0.2634379647475298,TIMEOUT,True,False,0.0004961662680900147,0.18633750928935344,False,0.5416666666666666,0.2634379647475298,0.2634379647475298,PARENT,,False,False
21,D,2024-04-28,7.123449824019988,TIMEOUT,True,False,0.001639506452023154,0.5014089929217178,False,0.5555555555555556,7.123449824019988,7.123449824019988,PARENT,,False,False
22,D,2024-05-05,-7.750000000000006,SL,False,True,-0.006734800344439629,0.13300343990668706,True,0.5277777777777778,-4.1181858465484105,-7.750000000000006,PARENT_EXIT_BEFORE7,,False,False
23,D,2024-05-12,-0.5940303459258807,TIMEOUT,False,False,-0.001930002195418501,0.13539974169895258,False,0.5138888888888888,-0.5940303459258807,-0.5940303459258807,PARENT,,False,False
24,D,2024-05-19,2.9387547704702888,TIMEOUT,True,False,0.0034011578536504716,0.537170541431304,False,0.5416666666666666,2.9387547704702888,2.9387547704702888,PARENT,,False,False
25,D,2024-05-26,-0.28066817668684374,TIMEOUT,False,False,-0.001757675012250104,0.23509316276396472,True,0.5,-0.28066817668684374,-0.28066817668684374,PARENT,,False,False
26,D,2024-06-02,-7.6496932433887705,SL,False,True,-0.007458338189022307,0.40029140455604445,True,0.5694444444444444,-4.478431521509812,-7.6496932433887705,RECOVERY7_HOLD,0.050003598924007076,True,False
27,D,2024-06-09,-3.299061684802147,TIMEOUT,False,True,-0.0018447791309361694,0.10315115453113366,True,0.5416666666666666,-1.6723895654680847,-1.7956150464798197,CUT7,0.023238388087028827,False,False
28,D,2024-06-16,-1.121749710994776,TIMEOUT,False,False,-0.0036174688885601824,0.09960490056111691,False,0.5277777777777778,-1.121749710994776,-1.121749710994776,PARENT,,False,False
29,D,2024-06-23,11.773275414335378,TP,True,False,0.0030018785047164487,0.27568271982089265,False,0.5138888888888888,11.773275414335378,11.773275414335378,PARENT,,False,False
30,D,2024-06-30,-7.6998603587942345,SL,False,False,-0.000505275334440336,0.26180550172192973,False,0.5,-7.6998603587942345,-7.6998603587942345,PARENT,,False,False
31,D,2024-07-07,11.799289801074897,TP,True,False,0.015246934040437532,1.325820351342393,False,0.4722222222222222,11.799289801074897,11.799289801074897,PARENT,,False,False
32,D,2024-07-14,-7.708370066496263,SL,False,False,0.002996569650716041,0.8675592665966434,True,0.5138888888888888,-7.708370066496263,-7.708370066496263,PARENT,,False,False
33,D,2024-07-21,-7.746752069613234,SL,False,True,-0.007347180884447857,0.20221598764535204,True,0.5416666666666666,-4.424339390326242,-7.746752069613234,RECOVERY7_HOLD,0.01319694057642673,True,False
34,D,2024-07-28,-7.750000000000006,SL,False,False,-0.005292796303802083,0.06553692878681032,False,0.5138888888888888,-7.750000000000006,-7.750000000000006,PARENT,,False,False
35,D,2024-08-04,11.75000000000001,TP,True,False,0.016196324692871022,1.5204847807590174,False,0.4722222222222222,11.75000000000001,11.75000000000001,PARENT,,False,False
36,D,2024-08-11,11.75000000000001,TP,True,False,0.014915207730036628,1.2670833423747576,False,0.4861111111111111,11.75000000000001,11.75000000000001,PARENT,,False,False
37,D,2024-08-18,11.716524105054496,TP,True,False,-0.001699184090006467,0.06846529300392439,False,0.4166666666666667,11.716524105054496,11.716524105054496,PARENT,,False,False
38,D,2024-08-25,-7.734413776197084,SL,False,False,-0.0033249986700005785,0.199499920200035,True,0.4305555555555556,-7.734413776197084,-7.734413776197084,PARENT,,False,False
39,D,2024-09-01,5.567777387066816,TIMEOUT,True,False,0.006181387118387893,1.3302278321949492,False,0.4583333333333333,5.567777387066816,5.567777387066816,PARENT,,False,False
40,D,2024-09-08,-7.775843393449373,SL,False,False,0.006350104121140454,0.5840910032933664,False,0.4722222222222222,-7.775843393449373,-7.775843393449373,PARENT,,False,False
41,D,2024-09-15,11.76384044280592,TP,True,False,-0.003339323574625075,0.26065044360540357,True,0.4722222222222222,11.76384044280592,11.76384044280592,PARENT,,False,False
42,D,2024-09-22,-7.722479837704294,SL,False,False,0.005733406138490604,0.6396906627385727,True,0.4583333333333333,-7.722479837704294,-7.722479837704294,PARENT,,False,False
43,D,2024-09-29,8.314167261394882,TIMEOUT,True,False,-0.002052435531397556,0.09798935436678662,False,0.4583333333333333,8.314167261394882,8.314167261394882,PARENT,,False,False
44,D,2024-10-06,-7.728854171615975,SL,False,True,-0.011589436037803935,0.023632148206077983,True,0.5694444444444444,-6.544718018901968,-7.728854171615975,RECOVERY7_HOLD,-0.039195268731012756,False,True
45,D,2024-10-13,0.9220432701156257,TIMEOUT,True,False,0.008978159039399025,0.7003414562779213,False,0.4722222222222222,0.9220432701156257,0.9220432701156257,PARENT,,False,False
46,D,2024-10-20,-7.699830489139026,SL,False,False,-0.0036403152112232107,0.2052809329637124,True,0.4305555555555556,-7.699830489139026,-7.699830489139026,PARENT,,False,False
47,D,2024-10-27,-7.699576654611487,SL,False,True,-0.007111071423256066,0.1912458513789025,True,0.5138888888888888,-4.306279858909606,-4.933030539804398,CUT7,0.11315891091853847,False,False
48,D,2024-11-03,-6.655213148658573,TIMEOUT,False,False,0.010199178281870114,0.9546928301118394,False,0.4166666666666667,-6.655213148658573,-6.655213148658573,PARENT,,False,False
