i,period,date,parent_pnl,parent_reason,parent_win,candidate6,cp6_progress,cp6_mfe_r,cp6_above20,cp6_green_frac,cut6_pnl,confirm7_pnl,layer,flow67,price_repair7,flow_repair7
49,D,2024-11-10,-7.678931410576727,SL,False,False,-0.004755583231548233,0.016420340507345657,False,0.5138888888888888,-7.678931410576727,-7.678931410576727,PARENT,,False,False
50,D,2024-11-17,11.75000000000001,TP,True,False,0.0076222776991264896,0.8733140731440523,False,0.4861111111111111,11.75000000000001,11.75000000000001,PARENT,,False,False
51,D,2024-11-24,3.1542166717734283,TIMEOUT,True,False,0.010460811696218597,1.2283032630972286,True,0.4166666666666667,3.1542166717734283,3.1542166717734283,PARENT,,False,False
52,D,2024-12-01,-3.9466591692490307,TIMEOUT,False,False,-0.002501542222922426,0.3788432173160954,True,0.4861111111111111,-3.9466591692490307,-3.9466591692490307,PARENT,,False,False
53,D,2024-12-08,-7.750000000000006,SL,False,False,,,,,-7.750000000000006,-7.750000000000006,PARENT,,False,False
54,D,2024-12-15,-7.699652609206941,SL,False,True,-0.009863662354195446,0.06627242281189874,True,0.5555555555555556,-5.681831177097723,-7.699652609206941,RECOVERY7_HOLD,-0.03412440995999322,True,True
55,D,2024-12-22,11.846863419791195,TP,True,False,0.012181676503747019,0.9356969958220138,False,0.4305555555555556,11.846863419791195,11.846863419791195,PARENT,,False,False
56,D,2024-12-29,5.710316441273837,TIMEOUT,True,False,0.005472779128562033,0.8739199569244849,False,0.4861111111111111,5.710316441273837,5.710316441273837,PARENT,,False,False
57,D,2025-01-05,-7.658068585517747,SL,False,False,0.00015128917801920938,0.437292899207377,True,0.5,-7.658068585517747,-7.658068585517747,PARENT,,False,False
58,D,2025-01-12,-7.6900201623006295,SL,False,True,-0.006612267269436423,0.3657801549736352,True,0.5138888888888888,-4.056664740522991,-5.456569231877605,CUT7,0.08674982390623809,False,False
59,D,2025-01-19,-7.699749744764567,SL,False,False,-0.006887047064840335,0.6531728686164758,True,0.4861111111111111,-7.699749744764567,-7.699749744764567,PARENT,,False,False
60,D,2025-01-26,11.836547361904772,TP,True,False,0.001023809523809538,0.4365306122448961,True,0.5138888888888888,11.836547361904772,11.836547361904772,PARENT,,False,False
61,D,2025-02-02,11.745715860129232,TP,True,False,0.006252624468717438,1.20412378572911,True,0.4861111111111111,11.745715860129232,11.745715860129232,PARENT,,False,False
62,D,2025-02-09,5.805944460148311,TIMEOUT,True,False,0.009812206669538526,1.0295551373667682,False,0.4583333333333333,5.805944460148311,5.805944460148311,PARENT,,False,False
63,D,2025-02-16,4.09951627841965,TIMEOUT,True,False,0.0020623906639497536,0.3609661714095079,True,0.4583333333333333,4.09951627841965,4.09951627841965,PARENT,,False,False
64,D,2025-02-23,1.9918075758504448,TIMEOUT,True,False,0.008039279610775552,0.6213269550292237,False,0.4027777777777778,1.9918075758504448,1.9918075758504448,PARENT,,False,False
65,D,2025-03-02,-7.750000000000006,SL,False,False,0.007203571795326602,0.5656365069436817,False,0.5277777777777778,-7.750000000000006,-7.750000000000006,PARENT,,False,False
66,D,2025-03-09,11.749999999999956,TP,True,False,,,,,11.749999999999956,11.749999999999956,PARENT,,False,False
67,D,2025-03-16,11.756165329115818,TP,True,False,0.010530615249622843,1.600973084959886,True,0.4722222222222222,11.756165329115818,11.756165329115818,PARENT,,False,False
68,D,2025-03-23,-7.729697470657882,SL,False,False,-0.006683385014697674,0.04109541219291365,False,0.4583333333333333,-7.729697470657882,-7.729697470657882,PARENT,,False,False
69,D,2025-03-30,11.785822489218821,TP,True,False,0.006837085851144065,0.6926907667972009,False,0.5138888888888888,11.785822489218821,11.785822489218821,PARENT,,False,False
70,D,2025-04-06,11.749999999999956,TP,True,False,0.004372663203719762,0.7208017622161484,True,0.4861111111111111,11.749999999999956,11.749999999999956,PARENT,,False,False
71,D,2025-04-13,-3.3074633054662734,TIMEOUT,False,False,0.007040423063381596,1.003496160030085,True,0.5,-3.3074633054662734,-3.3074633054662734,PARENT,,False,False
72,D,2025-04-20,-7.734924777346891,SL,False,False,0.00023757545384583967,0.5949517495566333,True,0.4444444444444444,-7.734924777346891,-7.734924777346891,PARENT,,False,False
73,D,2025-04-27,2.4438774637951184,TIMEOUT,True,False,0.002415964267092008,0.468780507712049,True,0.4305555555555556,2.4438774637951184,2.4438774637951184,PARENT,,False,False
74,D,2025-05-04,6.553120373185786,TIMEOUT,True,False,0.0003755289047421284,0.3183702075421148,True,0.5138888888888888,6.553120373185786,6.553120373185786,PARENT,,False,False
75,D,2025-05-11,-1.0780855701125462,TIMEOUT,False,False,-0.0031739026958903516,0.03943633976808255,False,0.5277777777777778,-1.0780855701125462,-1.0780855701125462,PARENT,,False,False
76,D,2025-05-18,-7.750000000000006,SL,False,False,,,,,-7.750000000000006,-7.750000000000006,PARENT,,False,False
77,D,2025-05-25,-7.731768410119812,SL,False,False,-0.002331287541341487,0.27506577761422196,False,0.5694444444444444,-7.731768410119812,-7.731768410119812,PARENT,,False,False
78,D,2025-06-01,-7.72935163282626,SL,False,False,-0.0020020566843681475,0.43715838016732717,True,0.5,-7.72935163282626,-7.72935163282626,PARENT,,False,False
79,D,2025-06-08,-1.660981948655184,TIMEOUT,False,True,-0.004175567518300172,0.27099278573259966,True,0.5138888888888888,-2.8373090470628908,-3.571760573983898,CUT7,0.05000890233094135,False,False
80,D,2025-06-15,-3.4910253744756665,TIMEOUT,False,False,-0.004472670868295392,0.22926497039119484,True,0.4722222222222222,-3.4910253744756665,-3.4910253744756665,PARENT,,False,False
81,D,2025-06-22,11.75000000000001,TP,True,False,,,,,11.75000000000001,11.75000000000001,PARENT,,False,False
82,D,2025-06-29,-4.381991685559789,TIMEOUT,False,False,-0.002191198053093979,0.04737223429749201,False,0.5555555555555556,-4.381991685559789,-4.381991685559789,PARENT,,False,False
83,V,2025-07-06,-7.750000000000006,SL,False,True,-0.008567601516212608,0.13881676768927914,True,0.6111111111111112,-5.033337594439107,-7.750000000000006,RECOVERY7_HOLD,-0.1254368257728915,True,True
84,V,2025-07-13,-7.750000000000006,SL,False,False,,,,,-7.750000000000006,-7.750000000000006,PARENT,,False,False
85,V,2025-07-20,-0.7827293704565691,TIMEOUT,False,True,-0.0025106571725566074,0.2631945542851875,True,0.5277777777777778,-2.0053285862783037,-2.955641360325811,CUT7,0.043414580940285497,False,False
86,V,2025-07-27,-7.750000000000006,SL,False,True,-0.004170518049913863,0.06105679129601661,True,0.5416666666666666,-2.8352590249569314,-3.5395321523366823,CUT7,0.18403733339839556,False,False
87,V,2025-08-03,-5.651404335938886,TIMEOUT,False,False,-0.000803407927955524,0.06995720730827516,False,0.5416666666666666,-5.651404335938886,-5.651404335938886,PARENT,,False,False
88,V,2025-08-10,-7.699582515274662,SL,False,True,-0.004071268764617164,0.22751030168095226,True,0.5833333333333334,-2.785634382308582,-2.856236862442712,CUT7,0.079922809830135,False,False
89,V,2025-08-17,11.764113368640444,TP,True,False,0.0019522716074632518,0.18937155326568098,False,0.4444444444444444,11.764113368640444,11.764113368640444,PARENT,,False,False
90,V,2025-08-24,11.75000000000001,TP,True,False,0.0028011155686629152,0.30267029232288506,False,0.4722222222222222,11.75000000000001,11.75000000000001,PARENT,,False,False
91,V,2025-08-31,5.58112120963509,TIMEOUT,True,False,0.004978658304356176,0.5318216566588738,True,0.4305555555555556,5.58112120963509,5.58112120963509,PARENT,,False,False
92,V,2025-09-07,-1.5126593889812927,TIMEOUT,False,False,-0.0006241961110691197,0.1280303299348029,False,0.5138888888888888,-1.5126593889812927,-1.5126593889812927,PARENT,,False,False
93,V,2025-09-14,1.703676977546282,TIMEOUT,True,False,0.004629497796566184,0.4849539164343275,False,0.5555555555555556,1.703676977546282,1.703676977546282,PARENT,,False,False
94,V,2025-09-21,5.571948990899242,TIMEOUT,True,False,0.0011826988547635198,0.1891650744294458,False,0.4166666666666667,5.571948990899242,5.571948990899242,PARENT,,False,False
95,V,2025-09-28,-7.723568284447585,SL,False,True,-0.003092377586154882,0.21285789588599519,True,0.5694444444444444,-2.296188793077441,-7.723568284447585,RECOVERY7_HOLD,-0.03993892415627032,False,True
96,V,2025-10-05,1.3133162360231827,TIMEOUT,True,False,0.012823785328420878,1.2091960824111014,False,0.5277777777777778,1.3133162360231827,1.3133162360231827,PARENT,,False,False
97,V,2025-10-12,-7.750000000000006,SL,False,False,,,,,-7.750000000000006,-7.750000000000006,PARENT,,False,False
98,V,2025-10-19,-7.750000000000006,SL,False,False,,,,,-7.750000000000006,-7.750000000000006,PARENT,,False,False
99,V,2025-10-26,-7.750000000000006,SL,False,False,,,,,-7.750000000000006,-7.750000000000006,PARENT,,False,False
100,V,2025-11-02,7.46590396072586,TIMEOUT,True,False,0.003925790821230346,0.44898412265794874,False,0.4583333333333333,7.46590396072586,7.46590396072586,PARENT,,False,False
101,V,2025-11-09,-7.750000000000006,SL,False,False,,,,,-7.750000000000006,-7.750000000000006,PARENT,,False,False
102,V,2025-11-16,11.784729702394339,TP,True,False,0.0062081418765969065,0.7512067256976649,True,0.5277777777777778,11.784729702394339,11.784729702394339,PARENT,,False,False
103,V,2025-11-23,-7.750000000000006,SL,False,False,-0.004787456445993099,0.26721420275427343,False,0.5416666666666666,-7.750000000000006,-7.750000000000006,PARENT,,False,False
104,V,2025-11-30,11.767804910454666,TP,True,False,-0.0035892754074831057,0.16169531304620144,False,0.4861111111111111,11.767804910454666,11.767804910454666,PARENT,,False,False
105,V,2025-12-07,-7.723871222389762,SL,False,False,0.012119494474030268,1.265351204972168,False,0.5,-7.723871222389762,-7.723871222389762,PARENT,,False,False
106,V,2025-12-14,11.749999999999956,TP,True,False,0.01108220840369345,1.3160063003355544,False,0.4444444444444444,11.749999999999956,11.749999999999956,PARENT,,False,False
107,V,2025-12-21,-0.18909471818690507,TIMEOUT,False,False,0.0055350303358979724,0.7751431250736438,False,0.4166666666666667,-0.18909471818690507,-0.18909471818690507,PARENT,,False,False
108,V,2025-12-28,-7.702665713065013,SL,False,False,-0.0011643923797239886,0.07706734579248403,False,0.5277777777777778,-7.702665713065013,-7.702665713065013,PARENT,,False,False
109,V,2026-01-04,-7.705451499435543,SL,False,False,0.0002266612793551115,0.2797679076097911,True,0.5277777777777778,-7.705451499435543,-7.705451499435543,PARENT,,False,False
110,V,2026-01-11,-7.741657827314814,SL,False,False,-0.0035138211400032038,0.10278749291859583,True,0.5,-7.741657827314814,-7.741657827314814,PARENT,,False,False
111,V,2026-01-18,11.782826582065171,TP,True,False,0.002440357330530718,0.2249080399369425,False,0.4583333333333333,11.782826582065171,11.782826582065171,PARENT,,False,False
112,V,2026-01-25,11.75000000000001,TP,True,False,-0.004659231385452989,0.049693719960180224,False,0.6388888888888888,11.75000000000001,11.75000000000001,PARENT,,False,False
113,V,2026-02-01,11.75849958531986,TP,True,False,0.0049890927233064986,1.241000451272884,True,0.5,11.75849958531986,11.75849958531986,PARENT,,False,False
114,V,2026-02-08,-7.774501854883021,SL,False,False,-0.008409274981451276,0.7942418929273244,True,0.5555555555555556,-7.774501854883021,-7.774501854883021,PARENT,,False,False
115,V,2026-02-15,11.738370127654115,TP,True,False,0.017968868732520904,1.687885029432742,False,0.5138888888888888,11.738370127654115,11.738370127654115,PARENT,,False,False
116,V,2026-02-22,11.774768737124381,TP,True,False,0.007203726146492451,0.6297264986428305,False,0.5277777777777778,11.774768737124381,11.774768737124381,PARENT,,False,False
117,V,2026-03-01,1.4503456827234258,TIMEOUT,True,False,-0.004245885624107659,0.46699374121031817,True,0.4861111111111111,1.4503456827234258,1.4503456827234258,PARENT,,False,False
118,V,2026-03-08,11.750000000000068,TP,True,False,0.002769258123305196,0.8053983917432379,True,0.5555555555555556,11.750000000000068,11.750000000000068,PARENT,,False,False
119,V,2026-03-15,-7.7367477555183255,SL,False,False,0.001212418852345687,0.4532369669956103,True,0.5138888888888888,-7.7367477555183255,-7.7367477555183255,PARENT,,False,False
120,V,2026-03-22,2.6881412093312425,TIMEOUT,True,False,0.001179523129416049,0.754836626592941,False,0.4861111111111111,2.6881412093312425,2.6881412093312425,PARENT,,False,False
121,V,2026-03-29,11.763346966107068,TP,True,False,0.0019973189142501457,0.33620678205874077,False,0.5,11.763346966107068,11.763346966107068,PARENT,,False,False
122,V,2026-04-05,-7.750000000000006,SL,False,False,1.4949336698544258e-06,0.25905064877986195,True,0.5138888888888888,-7.750000000000006,-7.750000000000006,PARENT,,False,False
123,V,2026-04-12,3.057405758606992,TIMEOUT,True,False,0.012265268380442507,0.9346562723736732,False,0.4583333333333333,3.057405758606992,3.057405758606992,PARENT,,False,False
124,V,2026-04-19,4.914683042431509,TIMEOUT,True,True,-0.009986692386742435,0.3385303358315883,True,0.6111111111111112,-5.7440109093180585,4.914683042431509,RECOVERY7_HOLD,-0.08002698395980856,True,True
125,V,2026-04-26,-7.750000000000006,SL,False,False,-0.0008244741893417284,0.2510424075745405,True,0.5,-7.750000000000006,-7.750000000000006,PARENT,,False,False
126,V,2026-05-03,-7.72490140652384,SL,False,True,-0.004558131816934541,0.04412801134927908,True,0.5555555555555556,-3.0290659084672704,-7.72490140652384,RECOVERY7_HOLD,-0.12770092018615797,True,True
127,V,2026-05-10,-7.720971546874832,SL,False,False,-0.0018206098981274899,0.13755797812404452,True,0.4861111111111111,-7.720971546874832,-7.720971546874832,PARENT,,False,False
128,V,2026-05-17,7.201882558388357,TIMEOUT,True,False,0.0005265807994033755,0.22942962532228922,False,0.4861111111111111,7.201882558388357,7.201882558388357,PARENT,,False,False
129,V,2026-05-24,-2.4336894776350717,TIMEOUT,False,False,0.004850216208966862,0.5961627209871065,False,0.4305555555555556,-2.4336894776350717,-2.4336894776350717,PARENT,,False,False
130,V,2026-05-31,0.24508343547982658,TIMEOUT,True,False,0.004641918786038701,0.5077370467137362,False,0.5555555555555556,0.24508343547982658,0.24508343547982658,PARENT,,False,False
131,V,2026-06-07,11.763546042166096,TP,True,False,0.015137768014898967,1.4938796300717878,False,0.4583333333333333,11.763546042166096,11.763546042166096,PARENT,,False,False
132,V,2026-06-14,-7.766216568901534,SL,False,False,0.0072862063452395764,0.6575946471729178,False,0.5138888888888888,-7.766216568901534,-7.766216568901534,PARENT,,False,False
133,V,2026-06-21,-2.5609003330160975,TIMEOUT,False,True,-0.0020644528106095184,0.08026071000477586,True,0.5555555555555556,-1.7822264053047592,-2.387892895547439,CUT7,0.20637612400423255,False,False
134,V,2026-06-28,4.313393622151766,TIMEOUT,True,False,0.005714276244155991,0.48037232761818527,False,0.4444444444444444,4.313393622151766,4.313393622151766,PARENT,,False,False
135,V,2026-07-05,-7.707084206355522,SL,False,False,0.0017187813029665433,0.5488879369127595,True,0.5138888888888888,-7.707084206355522,-7.707084206355522,PARENT,,False,False
136,V,2026-07-12,4.039801373061775,TIMEOUT,True,True,-0.003493266783004767,0.24672676568797997,True,0.5138888888888888,-2.4966333915023835,4.039801373061775,RECOVERY7_HOLD,-0.09496572814514481,True,True
137,V,2026-07-19,-1.667901427992697,TIMEOUT,False,False,0.0018105018383318683,0.46239912145270723,True,0.4722222222222222,-1.667901427992697,-1.667901427992697,PARENT,,False,False
138,V,2026-07-26,-7.720777018114824,SL,False,False,-0.003680372381691166,0.07791200265986976,True,0.5,-7.720777018114824,-7.720777018114824,PARENT,,False,False
