stop_slippage_bps,accepted,wr,pf,expectancy,total_net,max_loss_streak
0,228,0.7192982456140351,2.223192978224952,1.2569487441252125,286.58431366054845,3
2,228,0.7149122807017544,2.171681402041919,1.2079350661651747,275.4091950856598,3
5,228,0.6885964912280702,2.093450435711811,1.1344145492251194,258.64651722332724,6
10,228,0.6535087719298246,1.9573690983581602,1.0118803543249926,230.70872078609833,6
