clock_utc,clock_wib,trades,tp_first_rate,net_pnl,expectancy,pf
17:00,00:00,21,0.38095238095238093,-13.5,-0.6428571428571429,0.3076923076923077
17:15,00:15,22,0.3181818181818182,-17.25,-0.7840909090909091,0.23333333333333334
17:30,00:30,32,0.3125,-25.5,-0.796875,0.22727272727272727
17:45,00:45,26,0.23076923076923078,-25.108196024857193,-0.9656998471098921,0.1519849435008496
