partition,signal_ts,entry_start,horizon_bars,horizon_minutes,horizon_end,outcome,eventual_e20,adverse_wick_r,favorable_wick_r,adverse_close_r,favorable_close_r,net_close_progress_r,wrong_side_close_fraction,lower_low_step_fraction,higher_high_step_fraction,close_path_efficiency,adverse_favorable_ratio
reference_validation,2025-05-09 14:45:00+00:00,2025-05-09 16:00:00+00:00,2,10,2025-05-09 16:15:00+00:00,LATER_H2,False,0.13344671201814437,0.09765144152898689,0.10396825396825773,0.08449951409134328,-0.10396825396825773,0.5,0.0,1.0,-1.0,1.3665616188423804
reference_validation,2025-06-12 13:35:00+00:00,2025-06-12 13:55:00+00:00,2,10,2025-06-12 14:10:00+00:00,PRE_H2_FAILURE,False,0.40135135135135136,0.0,0.35648648648648384,0.0,-0.35648648648648384,1.0,0.0,1.0,-1.0,401351351351.3514
reference_validation,2025-06-18 13:35:00+00:00,2025-06-18 13:40:00+00:00,2,10,2025-06-18 13:55:00+00:00,PRE_H2_FAILURE,False,0.15306653537768297,0.10723730482487048,0.006702771135179924,0.06981994654663376,-0.006702771135179924,0.5,1.0,1.0,-1.0,1.427362759887115
reference_validation,2025-07-07 13:45:00+00:00,2025-07-07 14:10:00+00:00,2,10,2025-07-07 14:25:00+00:00,LATER_H2,True,0.09692508386135329,0.09986954901229343,0.055833022735742095,0.0,-0.055833022735742095,1.0,0.0,0.0,-1.0,0.9705168874791085
reference_validation,2025-07-09 14:40:00+00:00,2025-07-09 14:50:00+00:00,2,10,2025-07-09 15:05:00+00:00,PRE_H2_FAILURE,False,0.3915547415547487,0.0,0.34491249491249965,0.0,-0.34491249491249965,1.0,0.0,1.0,-1.0,391554741554.74866
reference_validation,2025-08-01 14:05:00+00:00,2025-08-01 17:55:00+00:00,2,10,2025-08-01 18:10:00+00:00,LATER_H2,True,0.06358661334455738,0.1261102925699875,0.0,0.09695853504525882,0.09695853504525882,0.0,1.0,0.0,1.0,0.50421430359674
reference_validation,2025-08-21 14:45:00+00:00,2025-08-21 14:50:00+00:00,2,10,2025-08-21 15:05:00+00:00,LATER_H2,True,0.27444253038568384,0.0,0.16534118097425626,0.0,-0.04571250837400678,1.0,1.0,1.0,1.0,274442530385.68384
reference_validation,2025-12-04 13:50:00+00:00,2025-12-04 14:00:00+00:00,2,10,2025-12-04 14:15:00+00:00,LATER_H2,True,0.06362489486963345,0.11450798990749263,0.021320437342297115,0.00029436501262053894,-0.021320437342297115,0.5,0.0,0.0,-1.0,0.5556371648915852
reference_validation,2025-12-10 14:55:00+00:00,2025-12-10 15:10:00+00:00,2,10,2025-12-10 15:25:00+00:00,LATER_H2,False,0.09250593747994465,0.06251043070800123,0.0,0.009105205725654871,0.009105205725654871,0.0,1.0,1.0,1.0,1.4798480258768085
reference_validation,2025-12-22 17:15:00+00:00,2025-12-22 17:25:00+00:00,2,10,2025-12-22 17:40:00+00:00,LATER_H2,True,0.09946736393569817,0.04676544644586348,0.09288204532249066,0.00886758344631715,-0.09288204532249066,0.5,0.0,1.0,-1.0,2.1269413957342067
reference_validation,2026-02-09 14:10:00+00:00,2026-02-09 14:30:00+00:00,2,10,2026-02-09 14:45:00+00:00,PRE_H2_FAILURE,False,0.46849370869919094,0.11243323979361027,0.273644428351586,0.0,-0.19588576084005,1.0,0.0,1.0,1.0,4.166861237470239
reference_validation,2026-02-23 14:45:00+00:00,2026-02-23 14:50:00+00:00,2,10,2026-02-23 15:05:00+00:00,LATER_H2,True,0.35177901721319527,0.014217713241647193,0.1970526012116625,0.0,-0.033575343783063843,1.0,1.0,1.0,1.0,24.74230639163179
reference_validation,2026-02-27 13:40:00+00:00,2026-02-27 13:45:00+00:00,2,10,2026-02-27 14:00:00+00:00,LATER_H2,True,0.10099436526351041,0.0,0.06784885647995066,0.0,-0.06784885647995066,1.0,1.0,0.0,-1.0,100994365263.5104
reference_validation,2026-04-24 18:20:00+00:00,2026-04-24 18:30:00+00:00,2,10,2026-04-24 18:45:00+00:00,PRE_H2_FAILURE,False,0.07792684059047289,0.034968897966770454,0.025192646922286677,0.006744963327452861,-0.025192646922286677,0.5,1.0,0.0,-1.0,2.2284614363461968
reference_validation,2026-05-06 14:10:00+00:00,2026-05-06 14:55:00+00:00,2,10,2026-05-06 15:10:00+00:00,LATER_H2,False,0.03860980176923414,0.04558984955123398,0.03860980176923414,0.004458578162328953,0.004458578162328953,0.5,0.0,0.0,1.0,0.8468946958433008
reference_validation,2026-05-08 13:45:00+00:00,2026-05-08 15:20:00+00:00,2,10,2026-05-08 15:35:00+00:00,PRE_H2_FAILURE,False,0.1713362068965517,0.11228448275861755,0.16239224137930722,0.006250000000003136,-0.16239224137930722,0.5,1.0,1.0,-1.0,1.5259117082534015
reference_validation,2026-06-03 13:50:00+00:00,2026-06-03 13:55:00+00:00,2,10,2026-06-03 14:10:00+00:00,LATER_H2,True,0.2241545893719877,0.04432367149758103,0.013285024154589372,0.0,-0.013285024154589372,1.0,1.0,0.0,-1.0,5.057220708447426
reference_validation,2026-06-12 13:45:00+00:00,2026-06-12 13:50:00+00:00,2,10,2026-06-12 14:05:00+00:00,PRE_H2_FAILURE,False,0.3100461893764434,0.1427251732101684,0.19480369515011212,0.0,-0.19480369515011212,1.0,0.0,1.0,-1.0,2.172330097087276
reference_validation,2026-06-30 13:35:00+00:00,2026-06-30 13:45:00+00:00,2,10,2026-06-30 14:00:00+00:00,LATER_H2,False,0.25610723731666185,0.0,0.19214955518153656,0.0,-0.19214955518153656,1.0,0.0,0.0,-1.0,256107237316.66187
reference_validation,2026-07-06 13:35:00+00:00,2026-07-06 13:45:00+00:00,2,10,2026-07-06 14:00:00+00:00,PRE_H2_FAILURE,False,0.19042669884275829,0.0,0.11704327318598064,0.0,-0.0411917950968002,1.0,1.0,0.0,1.0,190426698842.7583
development,2022-01-03 15:10:00+00:00,2022-01-03 15:15:00+00:00,3,15,2022-01-03 15:35:00+00:00,LATER_H2,True,0.09592217684348002,0.08109669013555171,0.035274736288240335,0.039303700734132876,0.020123524842777553,0.3333333333333333,0.5,0.5,-0.14756626506021853,1.1828124758624274
development,2022-01-17 15:15:00+00:00,2022-01-17 15:30:00+00:00,3,15,2022-01-17 15:50:00+00:00,LATER_H2,True,0.29789684151999596,0.0,0.26115839445714634,0.0,-0.08439471376943021,1.0,0.5,0.5,0.899793150999912,297896841519.996
development,2022-05-16 13:55:00+00:00,2022-05-16 14:00:00+00:00,3,15,2022-05-16 14:20:00+00:00,LATER_H2,True,0.27149994257494,0.0,0.18754450442173165,0.0,-0.18754450442173165,1.0,0.0,1.0,-0.18106206014075116,271499942574.93997
development,2022-06-13 13:45:00+00:00,2022-06-13 13:50:00+00:00,3,15,2022-06-13 14:10:00+00:00,LATER_H2,True,0.10094079277471081,0.12183893627697084,0.039914701455092516,0.10434019066733619,0.10434019066733619,0.3333333333333333,1.0,0.0,1.0,0.828477298465958
development,2022-07-05 13:35:00+00:00,2022-07-05 13:40:00+00:00,3,15,2022-07-05 14:00:00+00:00,PRE_H2_FAILURE,False,0.10296964364276165,0.07960844698636269,0.04709634843818705,0.04650241970963752,0.04650241970963752,0.3333333333333333,1.0,0.0,1.0,1.29345122962141
development,2022-07-25 13:40:00+00:00,2022-07-25 13:45:00+00:00,3,15,2022-07-25 14:05:00+00:00,LATER_H2,True,0.3185197588747523,0.0,0.20365036838580577,0.0,-0.0301741460147424,1.0,0.5,0.5,1.0,318519758874.7523
development,2022-09-27 14:05:00+00:00,2022-09-27 14:10:00+00:00,3,15,2022-09-27 14:30:00+00:00,LATER_H2,True,0.3630434782608793,0.04498327759196351,0.25769230769231743,0.0,-0.00919732441471572,1.0,0.5,1.0,0.32797140303841876,8.070631970262186
development,2022-10-10 16:25:00+00:00,2022-10-10 16:50:00+00:00,3,15,2022-10-10 17:10:00+00:00,PRE_H2_FAILURE,False,0.010923174201701285,0.14525766677205126,0.0,0.08961429023079744,0.026383180524821952,0.0,0.5,0.5,-0.659751037344248,0.07519860703010404
development,2022-10-27 13:55:00+00:00,2022-10-27 16:25:00+00:00,3,15,2022-10-27 16:45:00+00:00,PRE_H2_FAILURE,False,0.19509439801918954,0.03146084803466703,0.14588362735994617,0.0,-0.14588362735994617,1.0,0.0,0.5,-1.0,6.201180521396404
development,2022-12-15 13:50:00+00:00,2022-12-15 14:00:00+00:00,3,15,2022-12-15 14:20:00+00:00,LATER_H2,True,0.11669167291823238,0.0,0.10881470367592722,0.0,-0.09568642160540951,1.0,1.0,0.0,0.14522821576764364,116691672918.23238
development,2022-12-16 14:20:00+00:00,2022-12-16 14:25:00+00:00,3,15,2022-12-16 14:45:00+00:00,LATER_H2,True,0.08663613655286898,0.0001248959200678228,0.06415487094087896,0.0,-0.06415487094087896,1.0,0.5,0.5,-0.6913946587536727,693.6666666599082
development,2023-01-24 14:35:00+00:00,2023-01-24 14:45:00+00:00,3,15,2023-01-24 15:05:00+00:00,LATER_H2,False,0.45416666666666955,0.028370098039210655,0.4333333333333385,0.009681372549019119,0.009681372549019119,0.6666666666666666,0.5,0.0,1.0,16.008639308858232
development,2023-02-13 16:40:00+00:00,2023-02-13 16:55:00+00:00,3,15,2023-02-13 17:15:00+00:00,LATER_H2,False,0.1314765985497678,0.0,0.0877499450670214,0.0,-0.012601626016261481,1.0,1.0,0.0,1.0,131476598549.76779
development,2023-02-21 15:20:00+00:00,2023-02-21 15:35:00+00:00,3,15,2023-02-21 15:55:00+00:00,LATER_H2,True,0.031255728689274585,0.07208982584784825,0.0,0.035540788267644896,0.035540788267644896,0.0,1.0,0.5,1.0,0.433566433566402
development,2023-03-02 14:15:00+00:00,2023-03-02 14:45:00+00:00,3,15,2023-03-02 15:05:00+00:00,PRE_H2_FAILURE,False,0.4597560975609697,0.0,0.4077235772357694,0.0,-0.4077235772357694,1.0,0.0,0.5,-1.0,459756097560.9697
development,2023-03-08 14:10:00+00:00,2023-03-08 14:20:00+00:00,3,15,2023-03-08 14:40:00+00:00,LATER_H2,True,0.2812561819980156,0.09312561819981044,0.05623145400592945,0.04070227497526969,-0.052274975272006266,0.6666666666666666,1.0,0.5,0.02083333333331557,3.0201805629311584
development,2023-03-23 13:50:00+00:00,2023-03-23 14:00:00+00:00,3,15,2023-03-23 14:20:00+00:00,PRE_H2_FAILURE,False,0.236964938696495,0.12139169713916431,0.15393633039363755,0.09342869434286412,-0.10360292536029407,0.6666666666666666,0.0,1.0,-0.6618497109826414,1.9520687516612991
development,2023-04-17 13:35:00+00:00,2023-04-17 13:45:00+00:00,3,15,2023-04-17 14:05:00+00:00,LATER_H2,False,0.06625912988250177,0.05282629406160761,0.02037154652270264,0.03536043188313824,0.03536043188313824,0.3333333333333333,0.5,0.5,0.05247376311844307,1.2542831379620984
development,2023-04-20 16:05:00+00:00,2023-04-20 17:00:00+00:00,3,15,2023-04-20 17:20:00+00:00,LATER_H2,True,0.22421875,0.09921875,0.17468749999999886,0.0703125,-0.17468749999999886,0.6666666666666666,0.5,1.0,-1.0,2.2598425196850394
development,2023-05-03 14:55:00+00:00,2023-05-03 15:05:00+00:00,3,15,2023-05-03 15:25:00+00:00,PRE_H2_FAILURE,False,0.1213286713286668,0.0045454545454590685,0.08449883449882885,0.0,-0.030108780108774456,1.0,0.5,0.5,0.2727272727272727,26.692307692280135
development,2023-06-08 13:40:00+00:00,2023-06-08 13:55:00+00:00,3,15,2023-06-08 14:15:00+00:00,PRE_H2_FAILURE,False,0.23148524923702637,0.0238555442522883,0.21249576127501038,0.01639538826720618,-0.21249576127501038,0.6666666666666666,0.0,0.5,-1.0,9.703624733475596
development,2023-07-05 13:35:00+00:00,2023-07-05 13:40:00+00:00,3,15,2023-07-05 14:00:00+00:00,PRE_H2_FAILURE,False,0.13576259722692033,0.0,0.12680081163341464,0.0,-0.09433547514372799,1.0,0.0,1.0,-0.36738056013177933,135762597226.92033
development,2023-07-17 17:25:00+00:00,2023-07-17 18:10:00+00:00,3,15,2023-07-17 18:30:00+00:00,LATER_H2,True,0.17674011016524757,0.0007761642463728305,0.15345518277416284,0.0,-0.10538307461191784,1.0,0.5,0.0,0.4229074889868205,227.70967741839328
development,2023-07-24 15:10:00+00:00,2023-07-24 15:20:00+00:00,3,15,2023-07-24 15:40:00+00:00,PRE_H2_FAILURE,False,0.0886252045826498,0.0,0.05927441352973347,0.0,-0.028614293507908943,1.0,1.0,0.0,0.8489425981873211,88625204582.64981
development,2023-08-14 13:35:00+00:00,2023-08-14 13:40:00+00:00,3,15,2023-08-14 14:00:00+00:00,PRE_H2_FAILURE,False,0.2570512820512727,0.015384615384624713,0.2448717948717762,0.0,-0.14487179487178553,1.0,0.5,0.5,-0.3632653061224611,16.708333333322596
development,2023-08-31 14:20:00+00:00,2023-08-31 14:25:00+00:00,3,15,2023-08-31 14:45:00+00:00,LATER_H2,True,0.03726479000451761,0.02008881529429652,0.014233027246723045,0.02008881529429652,0.002325756435348327,0.3333333333333333,0.5,0.5,0.31791907514452206,1.8550018733607239
development,2023-09-05 14:40:00+00:00,2023-09-05 14:45:00+00:00,3,15,2023-09-05 15:05:00+00:00,PRE_H2_FAILURE,False,0.27408376963350023,0.0,0.2704188481675278,0.0,-0.2704188481675278,1.0,0.0,1.0,-1.0,274083769633.50024
development,2023-09-18 17:35:00+00:00,2023-09-18 17:40:00+00:00,3,15,2023-09-18 18:00:00+00:00,LATER_H2,False,0.07378866684916502,0.07307692307692741,0.04682452778538078,0.038584724883660534,0.038584724883660534,0.6666666666666666,0.5,0.0,1.0,1.009739651620093
development,2023-11-13 14:50:00+00:00,2023-11-13 14:55:00+00:00,3,15,2023-11-13 15:15:00+00:00,PRE_H2_FAILURE,False,0.4246471898984867,0.12425105224064739,0.19538252042584942,0.0,-0.04385986630354968,1.0,1.0,0.0,1.0,3.417654677692685
development,2023-11-27 13:55:00+00:00,2023-11-27 14:10:00+00:00,3,15,2023-11-27 14:30:00+00:00,LATER_H2,False,0.0,0.11487219762958642,0.0,0.10230615450521745,0.10230615450521745,0.0,1.0,0.0,0.7368421052631915,0.0
development,2024-01-22 15:25:00+00:00,2024-01-22 15:30:00+00:00,3,15,2024-01-22 15:50:00+00:00,LATER_H2,True,0.27544444444444605,0.05366666666666182,0.2548888888888905,0.0,-0.2548888888888905,1.0,0.0,0.5,-1.0,5.132505175983931
development,2024-01-25 13:50:00+00:00,2024-01-25 14:05:00+00:00,3,15,2024-01-25 14:25:00+00:00,LATER_H2,True,0.3590419392073944,0.0,0.3045979222778008,0.0,-0.3045979222778008,1.0,0.0,0.5,-1.0,359041939207.3944
development,2024-01-30 14:15:00+00:00,2024-01-30 16:15:00+00:00,3,15,2024-01-30 16:35:00+00:00,PRE_H2_FAILURE,False,0.13976897689768977,0.04372937293729373,0.13184818481848185,0.0,-0.13184818481848185,1.0,0.0,1.0,-0.4213421342134803,3.1962264150943396
development,2024-05-16 14:25:00+00:00,2024-05-16 14:30:00+00:00,3,15,2024-05-16 14:50:00+00:00,LATER_H2,True,0.27085958807486493,0.0,0.16740806921847473,0.0,-0.07759334148406323,1.0,0.5,0.5,1.0,270859588074.86493
development,2024-05-20 14:40:00+00:00,2024-05-20 14:45:00+00:00,3,15,2024-05-20 15:05:00+00:00,PRE_H2_FAILURE,False,0.2757856567284683,0.07038678485090791,0.2401692183722945,0.0,-0.10543916196616102,1.0,0.0,0.5,-0.14035989717217665,3.9181453921021223
development,2024-05-28 14:05:00+00:00,2024-05-28 14:40:00+00:00,3,15,2024-05-28 15:00:00+00:00,LATER_H2,True,0.30124355474672687,0.0894904458598755,0.19243251440702436,0.0,-0.14936305732483734,1.0,0.0,0.5,-0.24317121918724624,3.3662091170985473
development,2024-05-29 14:35:00+00:00,2024-05-29 14:45:00+00:00,3,15,2024-05-29 15:05:00+00:00,LATER_H2,True,0.12561044063990182,0.1380718495649714,0.04828795958462421,0.07646646084760707,0.02819253438113436,0.3333333333333333,1.0,0.0,0.44201135442005096,0.9097469255005112
development,2024-06-13 14:30:00+00:00,2024-06-13 14:35:00+00:00,3,15,2024-06-13 14:55:00+00:00,LATER_H2,True,0.22194740137758576,0.0,0.14583246364712313,0.0,-0.07792736380714146,1.0,0.5,0.0,0.1990171990171419,221947401377.58575
development,2024-07-01 13:55:00+00:00,2024-07-01 14:00:00+00:00,3,15,2024-07-01 14:20:00+00:00,PRE_H2_FAILURE,False,0.2886329043863318,0.12592361975923308,0.1685277431852757,0.11305520963055497,-0.09090217240902168,0.6666666666666666,1.0,0.0,0.15987460815046542,2.2921268062195175
development,2024-08-08 13:50:00+00:00,2024-08-08 14:00:00+00:00,3,15,2024-08-08 14:20:00+00:00,PRE_H2_FAILURE,False,0.5072640236458268,0.0,0.2690708732249591,0.0,-0.2690708732249591,1.0,0.0,0.5,-1.0,507264023645.8268
development,2024-08-26 15:20:00+00:00,2024-08-26 17:45:00+00:00,3,15,2024-08-26 18:05:00+00:00,PRE_H2_FAILURE,False,0.27618972248602236,0.06294713516935635,0.133423024163765,0.04806900918012074,-0.07844782104041509,0.6666666666666666,0.0,1.0,-0.535029004908533,4.38764562903374
development,2024-11-18 14:00:00+00:00,2024-11-18 14:10:00+00:00,3,15,2024-11-18 14:30:00+00:00,PRE_H2_FAILURE,False,0.19742148119426256,0.0,0.17701187916387418,0.0,-0.17701187916387418,1.0,0.5,0.5,-1.0,197421481194.26257
external,2020-01-02 13:55:00+00:00,2020-01-02 15:35:00+00:00,3,15,2020-01-02 15:55:00+00:00,LATER_H2,True,0.1979853479853453,0.01564102564102724,0.1765934065934034,0.0,-0.15212454212453785,1.0,0.0,0.5,0.2816188870151755,12.658079625291274
external,2020-01-22 16:40:00+00:00,2020-01-22 18:40:00+00:00,3,15,2020-01-22 19:00:00+00:00,PRE_H2_FAILURE,False,0.36094725754269896,0.0,0.3407079978933083,0.0,-0.27795876909186257,1.0,0.5,0.5,0.29704510108879434,360947257542.699
external,2020-04-01 13:40:00+00:00,2020-04-01 13:50:00+00:00,3,15,2020-04-01 14:10:00+00:00,LATER_H2,True,0.1047770700636931,0.07675159235668906,0.04101910828025223,0.022611464968154023,-0.04101910828025223,0.3333333333333333,0.5,1.0,-1.0,1.365145228215732
external,2020-04-08 14:00:00+00:00,2020-04-08 14:05:00+00:00,3,15,2020-04-08 14:25:00+00:00,PRE_H2_FAILURE,False,0.2675939849624071,0.0,0.19285714285714697,0.0,-0.11511278195489023,1.0,0.5,0.5,0.26097560975607337,267593984962.4071
external,2020-04-17 13:35:00+00:00,2020-04-17 13:45:00+00:00,3,15,2020-04-17 14:05:00+00:00,LATER_H2,False,0.3409889305644507,0.07287988290183435,0.2769508736620632,0.003627298508826559,-0.2769508736620632,0.6666666666666666,0.0,1.0,-1.0,4.678779890792994
external,2020-05-11 16:40:00+00:00,2020-05-11 17:05:00+00:00,3,15,2020-05-11 17:25:00+00:00,LATER_H2,True,0.062416364398328025,0.13830907961097802,0.021635428257633284,0.05228182488186508,0.05228182488186508,0.3333333333333333,0.5,0.0,1.0,0.45128175658377995
external,2020-05-29 15:20:00+00:00,2020-05-29 15:30:00+00:00,3,15,2020-05-29 15:50:00+00:00,PRE_H2_FAILURE,False,0.04481662200535936,0.05257169139703356,0.029698436187654904,0.02985441746990371,-0.029698436187654904,0.6666666666666666,1.0,0.5,-0.027959958577822196,0.8524858305755064
external,2020-06-03 14:15:00+00:00,2020-06-03 19:30:00+00:00,3,15,2020-06-03 19:50:00+00:00,PRE_H2_FAILURE,False,0.4540213116833706,0.0,0.4256691614867491,0.0,-0.4256691614867491,1.0,0.0,1.0,-1.0,454021311683.3706
external,2020-06-18 16:20:00+00:00,2020-06-18 16:40:00+00:00,3,15,2020-06-18 17:00:00+00:00,LATER_H2,True,0.1402758932609639,0.0713025780189926,0.08364993215738942,0.0,-0.052985074626865816,1.0,0.0,1.0,-0.40786026200877884,1.9673326990168452
external,2020-06-19 18:35:00+00:00,2020-06-19 18:40:00+00:00,3,15,2020-06-19 19:00:00+00:00,PRE_H2_FAILURE,False,0.23224360376120684,0.0,0.1709599825060181,0.0,-0.12214082659086237,1.0,0.5,0.0,0.11834690043827678,232243603761.20685
external,2020-08-27 14:10:00+00:00,2020-08-27 14:25:00+00:00,3,15,2020-08-27 14:45:00+00:00,LATER_H2,True,0.06249841229518828,0.0803950209577013,0.05592531436555628,0.042671154578940995,0.042671154578940995,0.6666666666666666,0.5,0.5,1.0,0.7773915791137231
external,2020-09-03 15:40:00+00:00,2020-09-03 16:10:00+00:00,3,15,2020-09-03 16:30:00+00:00,LATER_H2,False,0.007155440174309126,0.07715914885726102,0.0,0.06159427008483474,0.06159427008483474,0.0,0.5,0.5,0.3465648854961689,0.09273612112474419
external,2020-11-26 17:30:00+00:00,2020-11-26 17:35:00+00:00,3,15,2020-11-26 17:55:00+00:00,LATER_H2,False,0.06585807331679462,0.06530568651111861,0.033194549583647835,0.035595221142099155,-0.028202831638197073,0.6666666666666666,0.0,0.5,-0.8646891507517281,1.008458479424789
external,2020-12-02 15:05:00+00:00,2020-12-02 15:10:00+00:00,3,15,2020-12-02 15:30:00+00:00,LATER_H2,False,0.19884955752212133,0.08805309734513274,0.1575044247787639,0.07775221238938104,0.07775221238938104,0.6666666666666666,1.0,0.0,1.0,2.2582914572864032
external,2020-12-07 14:20:00+00:00,2020-12-07 17:40:00+00:00,3,15,2020-12-07 18:00:00+00:00,LATER_H2,True,0.10724014699436675,0.01810963891979736,0.09328242473281316,0.0,-0.06917669667239228,1.0,0.0,0.0,-0.2401700318808113,5.921716466534979
external,2021-01-01 18:45:00+00:00,2021-01-01 19:00:00+00:00,3,15,2021-01-01 19:20:00+00:00,PRE_H2_FAILURE,False,0.17515672554170897,0.05761647113909252,0.14265405925655747,0.0,-0.14265405925655747,1.0,0.5,0.5,-0.7377296278850363,3.040046050700698
external,2021-02-17 13:35:00+00:00,2021-02-17 14:40:00+00:00,3,15,2021-02-17 15:00:00+00:00,PRE_H2_FAILURE,False,0.4935122669799894,0.0,0.45767585009557205,0.0,-0.45767585009557205,1.0,0.0,1.0,-1.0,493512266979.9894
external,2021-03-18 14:15:00+00:00,2021-03-18 14:25:00+00:00,3,15,2021-03-18 14:45:00+00:00,PRE_H2_FAILURE,False,0.21705639806465202,0.12492593865213256,0.13463702974526404,0.05574010271078713,-0.08096925177143299,0.6666666666666666,0.0,1.0,-0.5601811332242423,1.737480625773523
external,2021-05-06 15:55:00+00:00,2021-05-06 16:05:00+00:00,3,15,2021-05-06 16:25:00+00:00,LATER_H2,True,0.2913093959899109,0.05994781392793809,0.2913093959899109,0.0,-0.2913093959899109,1.0,0.0,1.0,-1.0,4.859383135139629
external,2021-06-07 14:55:00+00:00,2021-06-07 15:00:00+00:00,3,15,2021-06-07 15:20:00+00:00,LATER_H2,True,0.11432804669799534,0.09253155797627226,0.05637967789100607,0.0,-0.05260723015279536,1.0,0.0,0.5,-0.8364384224532341,1.23555735144233
external,2021-07-07 16:15:00+00:00,2021-07-07 16:20:00+00:00,3,15,2021-07-07 16:40:00+00:00,PRE_H2_FAILURE,False,0.11076391052401997,0.03722038756308846,0.07960932145304978,0.0,-0.07960932145304978,1.0,0.5,0.5,-1.0,2.975893529756385
external,2021-07-12 13:35:00+00:00,2021-07-12 13:50:00+00:00,3,15,2021-07-12 14:10:00+00:00,LATER_H2,True,0.08875675675675387,0.004720720720718885,0.06221621621621412,0.0,-0.03018018018018018,1.0,0.5,0.0,0.5720601237842295,18.801526717563952
external,2021-07-28 14:55:00+00:00,2021-07-28 15:10:00+00:00,3,15,2021-07-28 15:30:00+00:00,LATER_H2,True,0.06696891191709939,0.026943005181346208,0.05301813471502628,0.0,-0.016534974093263495,1.0,0.5,1.0,-0.11749960833463567,2.485576923077045
external,2021-07-29 18:35:00+00:00,2021-07-29 19:10:00+00:00,3,15,2021-07-29 19:30:00+00:00,PRE_H2_FAILURE,False,0.05164426877470494,0.10950988142292398,0.0,0.07611067193675797,0.07611067193675797,0.0,1.0,0.5,1.0,0.47159460044757306
external,2021-08-03 18:10:00+00:00,2021-08-03 18:15:00+00:00,3,15,2021-08-03 18:35:00+00:00,PRE_H2_FAILURE,False,0.23681883124282305,0.026138385617994826,0.13640423536424076,0.0,-0.13640423536424076,1.0,0.5,1.0,-1.0,9.060193491054262
external,2021-10-07 14:40:00+00:00,2021-10-07 14:50:00+00:00,3,15,2021-10-07 15:10:00+00:00,LATER_H2,False,0.09463548890056458,0.12071162145632068,0.07231602160448823,0.0,-0.04295872922894087,1.0,0.5,0.5,-0.4134251290877717,0.7839799329910276
external,2021-12-20 14:25:00+00:00,2021-12-20 14:30:00+00:00,3,15,2021-12-20 14:50:00+00:00,PRE_H2_FAILURE,False,0.5664141717766856,0.11202557011742693,0.35246483106889964,0.0,-0.35246483106889964,1.0,0.0,0.5,-0.7897707231040467,5.056115056437219
external,2021-12-22 13:35:00+00:00,2021-12-22 13:45:00+00:00,3,15,2021-12-22 14:05:00+00:00,PRE_H2_FAILURE,False,0.06484215602626887,0.14721779129724982,0.022376377193311824,0.08561969061839246,-0.022376377193311824,0.3333333333333333,0.0,0.5,-1.0,0.44045054238957454
reference_validation,2025-03-04 13:35:00+00:00,2025-03-04 13:55:00+00:00,3,15,2025-03-04 14:15:00+00:00,LATER_H2,True,0.3206103791341774,0.08546652325894213,0.18336918526485144,0.008295240656091912,-0.15497445549879157,0.6666666666666666,0.0,0.5,-0.7419354838710136,3.7512977819725783
reference_validation,2025-04-14 13:50:00+00:00,2025-04-14 13:55:00+00:00,3,15,2025-04-14 14:15:00+00:00,PRE_H2_FAILURE,False,0.25098010954166206,0.12741904487363917,0.12817814932257562,0.0,-0.1113625444412457,1.0,0.5,0.5,1.0,1.969722107009653
reference_validation,2025-05-09 14:45:00+00:00,2025-05-09 16:00:00+00:00,3,15,2025-05-09 16:20:00+00:00,LATER_H2,False,0.15353093618400118,0.09765144152898689,0.12217363135731237,0.08449951409134328,-0.12217363135731237,0.6666666666666666,0.0,1.0,-1.0,1.5722342013602226
reference_validation,2025-06-18 13:35:00+00:00,2025-06-18 13:40:00+00:00,3,15,2025-06-18 14:00:00+00:00,PRE_H2_FAILURE,False,0.28086228724152545,0.10723730482487048,0.2334575889717206,0.06981994654663376,-0.2334575889717206,0.6666666666666666,0.5,1.0,-1.0,2.619072604446768
reference_validation,2025-07-07 13:45:00+00:00,2025-07-07 14:10:00+00:00,3,15,2025-07-07 14:30:00+00:00,LATER_H2,True,0.12208348863213234,0.09986954901229343,0.055833022735742095,0.02746925083860977,0.02746925083860977,0.6666666666666666,0.0,0.5,0.19839142091159037,1.2224295577534297
reference_validation,2025-07-09 14:40:00+00:00,2025-07-09 14:50:00+00:00,3,15,2025-07-09 15:10:00+00:00,PRE_H2_FAILURE,False,0.3915547415547487,0.0,0.34491249491249965,0.0,-0.20636955636956347,1.0,0.0,0.5,-0.24051762605980279,391554741554.74866
reference_validation,2025-08-21 14:45:00+00:00,2025-08-21 14:50:00+00:00,3,15,2025-08-21 15:10:00+00:00,LATER_H2,True,0.27444253038568384,0.09181261364723725,0.16534118097425626,0.0,-0.05164609053497637,1.0,1.0,0.5,0.905487804878091,2.9891593266274707
reference_validation,2025-12-04 13:50:00+00:00,2025-12-04 14:00:00+00:00,3,15,2025-12-04 14:20:00+00:00,LATER_H2,True,0.06581160639192599,0.11450798990749263,0.021320437342297115,0.00029436501262053894,-0.003406223717399797,0.6666666666666666,0.0,0.5,-0.0936170212764719,0.5747337495409106
reference_validation,2025-12-10 14:55:00+00:00,2025-12-10 15:10:00+00:00,3,15,2025-12-10 15:30:00+00:00,LATER_H2,False,0.09250593747994465,0.09588869632196888,0.0,0.035037550548810616,0.035037550548810616,0.0,1.0,0.5,1.0,0.9647220269773423
