kind,feature,op,threshold,source_q,rule,trades,wins,wr,tpd,avg_net,net_sum,value,eligible
num,rebound_from_hour_low,>=,0.004648760330578483,0.5,rebound_from_hour_low >= 0.0046487603,1300,627,0.4823076923076923,3.5616438356164384,-0.0018538461538461532,-2.4099999999999993,,True
num,postshock_mfe,<=,0.006659089248724248,0.65,postshock_mfe <= 0.0066590892,1215,586,0.4823045267489712,3.328767123287671,-0.0018539094650205758,-2.2524999999999995,,True
num,rsi14_end,>=,44.983625795171555,0.65,rsi14_end >= 44.983626,805,388,0.48198757763975153,2.2054794520547945,-0.0018602484472049685,-1.4974999999999996,,True
bool,rising_lows3,,,,rising_lows3 == False,1480,713,0.4817567567567568,4.054794520547945,-0.0018648648648648643,-2.7599999999999993,False,True
num,ret30,<=,-0.006773893813210985,0.2,ret30 <= -0.0067738938,546,263,0.4816849816849817,1.4958904109589042,-0.0018663003663003657,-1.0189999999999997,,True
num,upper_wick_frac,>=,0.2307692307692364,0.65,upper_wick_frac >= 0.23076923,785,378,0.48152866242038217,2.1506849315068495,-0.0018694267515923565,-1.4674999999999998,,True
num,postshock_close_ret,>=,0.00036923206742516234,0.35,postshock_close_ret >= 0.00036923207,1448,697,0.481353591160221,3.967123287671233,-0.0018729281767955793,-2.711999999999999,,True
bool,hour_green,,,,hour_green == False,1721,828,0.4811156304474143,4.715068493150685,-0.0018776873910517136,-3.231499999999999,False,True
num,ret30,<=,4.7463269006708954e-05,0.65,ret30 <= 4.7463269e-05,1403,675,0.481111903064861,3.8438356164383563,-0.001877761938702779,-2.634499999999999,,True
num,cci14_end,<=,-71.64493344199283,0.5,cci14_end <= -71.644933,1148,552,0.4808362369337979,3.1452054794520548,-0.0018832752613240418,-2.162,,True
num,postshock_close_ret,>=,0.0057588973736029565,0.8,postshock_close_ret >= 0.0057588974,545,262,0.48073394495412847,1.4931506849315068,-0.001885321100917431,-1.0274999999999999,,True
num,mins_since_last_shock,<=,30.0,0.65,mins_since_last_shock <= 30,1477,710,0.48070412999322953,4.046575342465753,-0.001885917400135409,-2.785499999999999,,True
num,postshock_rebound,<=,0.009506710144032616,0.8,postshock_rebound <= 0.0095067101,1521,731,0.4806048652202498,4.167123287671233,-0.0018879026955950027,-2.8714999999999993,,True
num,rsi14_end,<=,44.983625795171555,0.65,rsi14_end <= 44.983626,1430,687,0.48041958041958044,3.9178082191780823,-0.001891608391608391,-2.704999999999999,,True
num,close_from_hour_high,<=,-0.014403157292189172,0.2,close_from_hour_high <= -0.014403157,554,266,0.48014440433212996,1.5178082191780822,-0.0018971119133574003,-1.0509999999999997,,True
num,ret5,<=,-0.0007603768738637664,0.35,ret5 <= -0.00076037687,865,415,0.4797687861271676,2.3698630136986303,-0.0019046242774566468,-1.6474999999999995,,True
num,rebound_from_hour_low,<=,0.0067426829314836565,0.65,rebound_from_hour_low <= 0.0067426829,1228,589,0.4796416938110749,3.3643835616438356,-0.001907166123778501,-2.341999999999999,,True
num,vol15_vs_prev45,<=,1.497472416771366,0.8,vol15_vs_prev45 <= 1.4974724,1643,788,0.4796104686548996,4.501369863013698,-0.001907790626902008,-3.134499999999999,,True
num,postshock_mae,>=,-0.002981358709666715,0.35,postshock_mae >= -0.0029813587,1218,584,0.4794745484400657,3.336986301369863,-0.001910509031198686,-2.3269999999999995,,True
num,lower_wick_frac,<=,0.2380952380952347,0.35,lower_wick_frac <= 0.23809524,828,397,0.47946859903381644,2.2684931506849315,-0.001910628019323671,-1.5819999999999996,,True
num,ema20_dist,<=,-0.005014846797548711,0.5,ema20_dist <= -0.0050148468,1091,523,0.47937671860678277,2.989041095890411,-0.0019124656278643442,-2.0864999999999996,,True
num,ema20_slope,<=,-0.000527600101459802,0.5,ema20_slope <= -0.0005276001,1091,523,0.47937671860678277,2.989041095890411,-0.0019124656278643442,-2.0864999999999996,,True
num,postshock_close_ret,<=,0.00036923206742516234,0.35,postshock_close_ret <= 0.00036923207,816,391,0.4791666666666667,2.2356164383561645,-0.0019166666666666661,-1.5639999999999996,,True
bool,rising_closes3,,,,rising_closes3 == True,528,253,0.4791666666666667,1.4465753424657535,-0.0019166666666666663,-1.0119999999999998,True,True
num,cci_delta15,>=,-55.14395967517604,0.2,cci_delta15 >= -55.14396,1701,815,0.479129923574368,4.66027397260274,-0.001917401528512639,-3.261499999999999,,True
num,postshock_mfe,>=,0.009554883807447867,0.8,postshock_mfe >= 0.0095548838,551,264,0.4791288566243194,1.5095890410958903,-0.0019174228675136113,-1.0564999999999998,,True
num,rsi14_end,>=,34.65674044633468,0.2,rsi14_end >= 34.65674,1597,765,0.47902316844082654,4.375342465753425,-0.0019195366311834685,-3.0654999999999992,,True
num,lower_wick_frac,>=,0.2380952380952347,0.35,lower_wick_frac >= 0.23809524,1428,684,0.4789915966386555,3.9123287671232876,-0.0019201680672268902,-2.741999999999999,,True
num,ret5,<=,0.0005505143538824698,0.65,ret5 <= 0.00055051435,1345,644,0.4788104089219331,3.684931506849315,-0.0019237918215613378,-2.5874999999999995,,True
num,vol15_vs_prev45,>=,0.5674733405142309,0.2,vol15_vs_prev45 >= 0.56747334,1661,794,0.4780252859723058,4.550684931506849,-0.0019394942805538826,-3.221499999999999,,True
num,hour_ret,>=,-0.010866524990741856,0.2,hour_ret >= -0.010866525,1488,711,0.4778225806451613,4.076712328767123,-0.001943548387096774,-2.8919999999999995,,True
num,ret15,>=,0.0007054405491603966,0.65,ret15 >= 0.00070544055,867,414,0.47750865051903113,2.3753424657534246,-0.0019498269896193762,-1.6904999999999992,,True
num,hour_ret,>=,-0.007271162678302746,0.35,hour_ret >= -0.0072711627,1192,569,0.4773489932885906,3.265753424657534,-0.0019530201342281873,-2.3279999999999994,,True
num,upper_wick_frac,>=,0.16358024691358378,0.5,upper_wick_frac >= 0.16358025,1079,515,0.4772937905468026,2.956164383561644,-0.0019541241890639474,-2.1084999999999994,,True
num,hour_clv,>=,0.24772859558191862,0.35,hour_clv >= 0.2477286,1429,682,0.47725682295311406,3.915068493150685,-0.0019548635409377185,-2.7934999999999994,,True
num,cci14_end,>=,-33.449817922151006,0.65,cci14_end >= -33.449818,834,398,0.47721822541966424,2.2849315068493152,-0.001955635491606714,-1.6309999999999993,,True
num,vol15_vs_prev45,>=,0.7079686024094239,0.35,vol15_vs_prev45 >= 0.7079686,1400,668,0.47714285714285715,3.835616438356164,-0.0019571428571428565,-2.7399999999999993,,True
num,hour_ret,>=,-0.0002127951570163314,0.8,hour_ret >= -0.00021279516,499,238,0.47695390781563124,1.367123287671233,-0.0019609218436873748,-0.9784999999999999,,True
num,postshock_mfe,<=,0.003508287377538144,0.35,postshock_mfe <= 0.0035082874,671,320,0.47690014903129657,1.8383561643835618,-0.0019619970193740684,-1.3164999999999998,,True
num,rsi14_end,>=,38.62882877944692,0.35,rsi14_end >= 38.628829,1361,649,0.47685525349008084,3.728767123287671,-0.0019628949301983833,-2.6714999999999995,,True
num,upper_wick_frac,<=,0.1041362780756041,0.35,upper_wick_frac <= 0.10413628,854,407,0.4765807962529274,2.33972602739726,-0.001968384074941451,-1.6809999999999994,,True
num,ema20_dist,>=,-0.016073803234439875,0.2,ema20_dist >= -0.016073803,1501,715,0.4763491005996003,4.112328767123287,-0.001973017988007994,-2.961499999999999,,True
num,ema20_slope,>=,-0.0016891213295004092,0.2,ema20_slope >= -0.0016891213,1501,715,0.4763491005996003,4.112328767123287,-0.001973017988007994,-2.961499999999999,,True
num,vol15_vs_prev45,>=,1.1151075986785906,0.65,vol15_vs_prev45 >= 1.1151076,842,401,0.47624703087885983,2.3068493150684932,-0.0019750593824228026,-1.6629999999999996,,True
num,hour_range,<=,0.016996493845288674,0.65,hour_range <= 0.016996494,1111,529,0.47614761476147616,3.043835616438356,-0.0019770477047704764,-2.1964999999999995,,True
num,postshock_mae,>=,-0.004489338889430083,0.2,postshock_mae >= -0.0044893389,1500,714,0.476,4.109589041095891,-0.001979999999999999,-2.969999999999999,,True
num,rsi4_delta15,>=,-16.09343506935101,0.2,rsi4_delta15 >= -16.093435,1706,812,0.47596717467760846,4.673972602739726,-0.00198065650644783,-3.3789999999999987,,True
num,ema8_dist,>=,-0.001887808325022245,0.35,ema8_dist >= -0.0018878083,1305,621,0.47586206896551725,3.5753424657534247,-0.001982758620689655,-2.5874999999999995,,True
num,ret15,>=,-0.0005648847121655365,0.5,ret15 >= -0.00056488471,1131,538,0.47568523430592397,3.0986301369863014,-0.00198629531388152,-2.2464999999999993,,True
num,cci_delta15,>=,-5.617175166236611,0.35,cci_delta15 >= -5.6171752,1438,684,0.4756606397774687,3.9397260273972603,-0.0019867872044506255,-2.8569999999999993,,True
num,ret5,<=,-0.00011235955056188018,0.5,ret5 <= -0.00011235955,1127,536,0.4755989352262644,3.0876712328767124,-0.001988021295474711,-2.2404999999999995,,True
num,ema8_dist,>=,-0.003389658183272126,0.2,ema8_dist >= -0.0033896582,1548,736,0.4754521963824289,4.241095890410959,-0.0019909560723514203,-3.081999999999999,,True
num,rsi4_end,<=,22.0810513538872,0.2,rsi4_end <= 22.081051,520,247,0.475,1.4246575342465753,-0.001999999999999999,-1.0399999999999996,,True
num,rsi4_end,>=,40.37259120714148,0.5,rsi4_end >= 40.372591,1135,539,0.4748898678414097,3.1095890410958904,-0.0020022026431718055,-2.2724999999999995,,True
num,rsi4_end,>=,31.92138354436029,0.35,rsi4_end >= 31.921384,1424,676,0.4747191011235955,3.9013698630136986,-0.0020056179775280896,-2.8559999999999994,,True
num,ema8_dist,>=,0.0007767334218854227,0.8,ema8_dist >= 0.00077673342,527,250,0.47438330170777987,1.4438356164383561,-0.0020123339658444012,-1.0604999999999996,,True
num,close_from_hour_high,>=,-0.01024820663736008,0.35,close_from_hour_high >= -0.010248207,1164,552,0.4742268041237113,3.1890410958904107,-0.0020154639175257727,-2.3459999999999996,,True
num,mins_since_last_shock,<=,5.0,0.2,mins_since_last_shock <= 5,677,321,0.4741506646971935,1.8547945205479452,-0.002016986706056129,-1.3654999999999995,,True
num,ema20_dist,>=,-0.009808475387851323,0.35,ema20_dist >= -0.0098084754,1217,577,0.4741166803615448,3.334246575342466,-0.0020176663927691037,-2.4554999999999993,,True
num,ema20_slope,>=,-0.0010314061963005773,0.35,ema20_slope >= -0.0010314062,1217,577,0.4741166803615448,3.334246575342466,-0.0020176663927691037,-2.4554999999999993,,True
num,ret30,>=,4.7463269006708954e-05,0.65,ret30 >= 4.7463269e-05,838,397,0.4737470167064439,2.2958904109589042,-0.0020250596658711213,-1.6969999999999996,,True
num,ret15,>=,-0.0038177812174682523,0.2,ret15 >= -0.0038177812,1588,752,0.473551637279597,4.35068493150685,-0.0020289672544080597,-3.221999999999999,,True
num,postshock_close_ret,<=,0.0017108868542403677,0.5,postshock_close_ret <= 0.0017108869,1061,502,0.473138548539114,2.9068493150684933,-0.0020372290292177183,-2.1614999999999993,,True
num,postshock_rebound,<=,0.002807349612806753,0.35,postshock_rebound <= 0.0028073496,704,333,0.47301136363636365,1.9287671232876713,-0.0020397727272727264,-1.4359999999999995,,True
num,cci_delta15,>=,29.688666917268872,0.5,cci_delta15 >= 29.688667,1165,551,0.47296137339055794,3.191780821917808,-0.002040772532188841,-2.3774999999999995,,True
bool,regime_ok,,,,regime_ok == False,825,390,0.4727272727272727,2.26027397260274,-0.0020454545454545447,-1.6874999999999993,False,True
num,rsi14_end,>=,41.623516215989355,0.5,rsi14_end >= 41.623516,1092,516,0.4725274725274725,2.9917808219178084,-0.002049450549450549,-2.2379999999999995,,True
num,rsi4_delta15,>=,22.124130085610997,0.8,rsi4_delta15 >= 22.12413,508,240,0.47244094488188976,1.3917808219178083,-0.0020511811023622042,-1.0419999999999998,,True
num,prev1h_ret,>=,-0.006611419033494492,0.2,prev1h_ret >= -0.006611419,1577,745,0.4724159797083069,4.32054794520548,-0.002051680405833861,-3.235499999999999,,True
num,ema20_dist,<=,-0.00046124673216350014,0.65,ema20_dist <= -0.00046124673,1323,625,0.47241118669690096,3.6246575342465754,-0.0020517762660619797,-2.7144999999999992,,True
num,ema20_slope,<=,-4.8549930230201664e-05,0.65,ema20_slope <= -4.854993e-05,1323,625,0.47241118669690096,3.6246575342465754,-0.0020517762660619797,-2.7144999999999992,,True
num,c_count,<=,2.0,0.5,c_count <= 2,1304,616,0.4723926380368098,3.5726027397260274,-0.002052147239263803,-2.6759999999999993,,True
num,rebound_from_hour_low,<=,0.004648760330578483,0.5,rebound_from_hour_low <= 0.0046487603,940,444,0.4723404255319149,2.5753424657534247,-0.0020531914893617016,-1.9299999999999993,,True
num,shock_count,<=,2.0,0.5,shock_count <= 2,1298,613,0.47226502311248075,3.5561643835616437,-0.0020546995377503843,-2.666999999999999,,True
num,postshock_close_ret,>=,0.0033122037112436335,0.65,postshock_close_ret >= 0.0033122037,913,431,0.4720700985761227,2.5013698630136987,-0.002058598028477546,-1.8794999999999995,,True
num,ret15,>=,-0.0019191682086275197,0.35,ret15 >= -0.0019191682,1352,638,0.4718934911242604,3.7041095890410958,-0.0020621301775147925,-2.7879999999999994,,True
num,ret30,>=,-0.003934320001773717,0.35,ret30 >= -0.00393432,1298,612,0.4714946070878274,3.5561643835616437,-0.002070107858243451,-2.6869999999999994,,True
num,hour_clv,>=,0.48735259115006524,0.65,hour_clv >= 0.48735259,849,400,0.4711425206124853,2.326027397260274,-0.0020771495877502937,-1.7634999999999994,,True
num,postshock_rebound,<=,0.0062539336536368674,0.65,postshock_rebound <= 0.0062539337,1232,580,0.4707792207792208,3.3753424657534246,-0.0020844155844155837,-2.567999999999999,,True
num,prev1h_ret,>=,-0.0035074570586755673,0.35,prev1h_ret >= -0.0035074571,1315,619,0.47072243346007603,3.6027397260273974,-0.0020855513307984786,-2.7424999999999993,,True
num,rsi4_delta15,>=,2.2146472703973643,0.5,rsi4_delta15 >= 2.2146473,1162,546,0.46987951807228917,3.1835616438356165,-0.0021024096385542164,-2.4429999999999996,,True
num,upper_wick_frac,<=,0.05576578702611262,0.2,upper_wick_frac <= 0.055765787,509,239,0.46954813359528486,1.3945205479452054,-0.002109037328094302,-1.0734999999999997,,True
num,postshock_mfe,<=,0.00480452190296754,0.5,postshock_mfe <= 0.0048045219,935,439,0.46951871657754013,2.5616438356164384,-0.0021096256684491974,-1.9724999999999997,,True
num,rsi4_end,>=,49.41417225281479,0.65,rsi4_end >= 49.414172,835,392,0.4694610778443114,2.287671232876712,-0.0021107784431137716,-1.7624999999999993,,True
num,rsi4_delta15,>=,-6.545403825748343,0.35,rsi4_delta15 >= -6.5454038,1451,681,0.4693314955203308,3.9753424657534246,-0.0021133700895933833,-3.066499999999999,,True
num,hour_clv,>=,0.6777124876791233,0.8,hour_clv >= 0.67771249,503,236,0.4691848906560636,1.378082191780822,-0.0021163021868787274,-1.0644999999999998,,True
num,prev1h_ret,>=,-0.0016277005031074543,0.5,prev1h_ret >= -0.0016277005,1075,504,0.4688372093023256,2.9452054794520546,-0.0021232558139534876,-2.2824999999999993,,True
num,ret30,>=,-0.0018626813948451337,0.5,ret30 >= -0.0018626814,1075,504,0.4688372093023256,2.9452054794520546,-0.002123255813953488,-2.2824999999999998,,True
num,cci_delta15,>=,95.04017768735756,0.8,cci_delta15 >= 95.040178,510,239,0.46862745098039216,1.3972602739726028,-0.0021274509803921563,-1.0849999999999997,,True
num,ema20_dist,<=,0.0057260027375182,0.8,ema20_dist <= 0.0057260027,1554,728,0.46846846846846846,4.257534246575342,-0.00213063063063063,-3.310999999999999,,True
num,ema20_slope,<=,0.0006031006417118069,0.8,ema20_slope <= 0.00060310064,1554,728,0.46846846846846846,4.257534246575342,-0.00213063063063063,-3.310999999999999,,True
num,hour_ret,>=,-0.0048291897692720465,0.5,hour_ret >= -0.0048291898,955,447,0.4680628272251309,2.6164383561643834,-0.002138743455497382,-2.0424999999999995,,True
num,postshock_rebound,<=,0.004237016113500802,0.5,postshock_rebound <= 0.0042370161,953,446,0.46799580272822666,2.610958904109589,-0.0021400839454354665,-2.0394999999999994,,True
num,postshock_mae,>=,-0.0020747912858765094,0.5,postshock_mae >= -0.0020747913,953,446,0.46799580272822666,2.610958904109589,-0.0021400839454354665,-2.0394999999999994,,True
num,rsi4_delta15,>=,12.205341344081537,0.65,rsi4_delta15 >= 12.205341,839,392,0.46722288438617404,2.2986301369863016,-0.0021555423122765188,-1.808499999999999,,True
num,mins_since_last_shock,<=,20.0,0.5,mins_since_last_shock <= 20,1197,559,0.467000835421888,3.2794520547945205,-0.0021599832915622386,-2.5854999999999997,,True
num,vol15_vs_prev45,>=,0.8654770585490277,0.5,vol15_vs_prev45 >= 0.86547706,1133,529,0.46690203000882613,3.1041095890410957,-0.002161959399823477,-2.4494999999999996,,True
num,lower_wick_frac,>=,0.42185973748474076,0.65,lower_wick_frac >= 0.42185974,844,394,0.466824644549763,2.3123287671232875,-0.002163507109004739,-1.8259999999999996,,True
num,cci14_end,>=,32.099144166911046,0.8,cci14_end >= 32.099144,508,237,0.46653543307086615,1.3917808219178083,-0.002169291338582677,-1.1019999999999999,,True
num,close_from_hour_high,>=,-0.007577019150707631,0.5,close_from_hour_high >= -0.0075770192,909,424,0.46644664466446645,2.4904109589041097,-0.0021710671067106707,-1.9734999999999996,,True
num,ema8_dist,>=,-0.0009745742860877149,0.5,ema8_dist >= -0.00097457429,1072,500,0.4664179104477612,2.936986301369863,-0.0021716417910447755,-2.3279999999999994,,True
num,rebound_from_hour_low,<=,0.0030490987826870875,0.35,rebound_from_hour_low <= 0.0030490988,693,323,0.4660894660894661,1.8986301369863015,-0.0021782106782106776,-1.5094999999999996,,True
num,mins_since_last_shock,<=,10.0,0.35,mins_since_last_shock <= 10,847,394,0.4651711924439197,2.3205479452054796,-0.0021965761511216052,-1.8604999999999996,,True
num,ret5,<=,-0.001689784889271162,0.2,ret5 <= -0.0016897849,531,247,0.4651600753295669,1.4547945205479451,-0.0021967984934086623,-1.1664999999999996,,True
num,ema8_dist,>=,-0.00014139133465955724,0.65,ema8_dist >= -0.00014139133,830,386,0.4650602409638554,2.2739726027397262,-0.0021987951807228914,-1.8249999999999997,,True
num,hour_clv,>=,0.35294117647058415,0.5,hour_clv >= 0.35294118,1157,538,0.46499567847882456,3.16986301369863,-0.002200086430423509,-2.5454999999999997,,True
num,hour_ret,>=,-0.0027088397660503193,0.65,hour_ret >= -0.0027088398,751,349,0.4647137150466045,2.0575342465753423,-0.0022057256990679086,-1.6564999999999994,,True
num,lower_wick_frac,>=,0.32562620423891614,0.5,lower_wick_frac >= 0.3256262,1158,538,0.46459412780656306,3.1726027397260275,-0.002208117443868739,-2.5569999999999995,,True
num,prev1h_ret,>=,0.0021062151386756637,0.8,prev1h_ret >= 0.0021062151,523,242,0.4627151051625239,1.4328767123287671,-0.0022456978967495215,-1.1744999999999997,,True
num,rsi14_end,>=,49.05724797833307,0.8,rsi14_end >= 49.057248,497,228,0.45875251509054327,1.3616438356164384,-0.0023249496981891343,-1.1554999999999997,,True
num,prev1h_ret,>=,-1.855890131316934e-05,0.65,prev1h_ret >= -1.8558901e-05,833,382,0.45858343337334934,2.282191780821918,-0.0023283313325330123,-1.9394999999999993,,True
num,c_count,<=,1.0,0.2,c_count <= 1,868,398,0.45852534562211983,2.378082191780822,-0.002329493087557603,-2.0219999999999994,,True
num,c_count,<=,1.0,0.35,c_count <= 1,868,398,0.45852534562211983,2.378082191780822,-0.002329493087557603,-2.0219999999999994,,True
num,shock_count,<=,1.0,0.2,shock_count <= 1,864,396,0.4583333333333333,2.367123287671233,-0.0023333333333333322,-2.015999999999999,,True
num,shock_count,<=,1.0,0.35,shock_count <= 1,864,396,0.4583333333333333,2.367123287671233,-0.0023333333333333322,-2.015999999999999,,True
num,hour_range,<=,0.013511293634496768,0.5,hour_range <= 0.013511294,802,366,0.456359102244389,2.197260273972603,-0.002372817955112219,-1.9029999999999996,,True
num,hour_range,<=,0.010496160357438588,0.35,hour_range <= 0.01049616,532,242,0.4548872180451128,1.4575342465753425,-0.002402255639097744,-1.2779999999999998,,True
num,postshock_mae,>=,-0.0013281124318943237,0.65,postshock_mae >= -0.0013281124,675,306,0.4533333333333333,1.8493150684931507,-0.002433333333333333,-1.6424999999999996,,True
num,close_from_hour_high,>=,-0.0033097134317830114,0.8,close_from_hour_high >= -0.0033097134,437,198,0.45308924485125857,1.1972602739726028,-0.0024382151029748275,-1.0654999999999997,,True
num,close_from_hour_high,>=,-0.005283913893397152,0.65,close_from_hour_high >= -0.0052839139,677,305,0.4505169867060561,1.8547945205479452,-0.002489660265878877,-1.6854999999999998,,True
num,hour_clv,<=,0.1580946035976042,0.2,hour_clv <= 0.1580946,498,224,0.4497991967871486,1.3643835616438356,-0.0025040160642570276,-1.2469999999999997,,True
num,lower_wick_frac,<=,0.15481341658197065,0.2,lower_wick_frac <= 0.15481342,497,223,0.448692152917505,1.3616438356164384,-0.002526156941649899,-1.2554999999999998,,True
num,postshock_mae,>=,-0.0008062188940062053,0.8,postshock_mae >= -0.00080621889,419,187,0.44630071599045346,1.1479452054794521,-0.002573985680190931,-1.0785,,True
num,lower_wick_frac,>=,0.5522956645344701,0.8,lower_wick_frac >= 0.55229566,502,219,0.4362549800796813,1.3753424657534246,-0.002774900398406374,-1.3929999999999998,,True
num,postshock_rebound,<=,0.0016636068787054816,0.2,postshock_rebound <= 0.0016636069,434,189,0.43548387096774194,1.189041095890411,-0.002790322580645161,-1.2109999999999999,,True
num,rebound_from_hour_low,<=,0.0018349026535319447,0.2,rebound_from_hour_low <= 0.0018349027,423,184,0.43498817966903075,1.158904109589041,-0.0028002364066193846,-1.1844999999999997,,True
bool,donor_both,,,,donor_both == True,30,17,0.5666666666666667,0.0821917808219178,-0.00016666666666666636,-0.0049999999999999906,True,False
bool,donor_e,,,,donor_e == True,36,18,0.5,0.09863013698630137,-0.0014999999999999994,-0.05399999999999998,True,False
num,hour_range,<=,0.007818888344283704,0.2,hour_range <= 0.0078188883,318,143,0.449685534591195,0.8712328767123287,-0.0025062893081761006,-0.7969999999999999,,False
bool,donor_c,,,,donor_c == False,6,1,0.16666666666666666,0.01643835616438356,-0.008166666666666668,-0.049,False,False
