mode,partition,direction,impulse_threshold,n,p_expand_50bp_1h,p_expand_100bp_1h,p_expand_200bp_1h,p_expand_300bp_1h,median_same_mfe_1h,p75_same_mfe_1h,median_adverse_1h,p_expand_50bp_2h,p_expand_100bp_2h,p_expand_200bp_2h,p_expand_300bp_2h,median_same_mfe_2h,p75_same_mfe_2h,median_adverse_2h,p_expand_50bp_4h,p_expand_100bp_4h,p_expand_200bp_4h,p_expand_300bp_4h,median_same_mfe_4h,p75_same_mfe_4h,median_adverse_4h,p_expand_50bp_8h,p_expand_100bp_8h,p_expand_200bp_8h,p_expand_300bp_8h,median_same_mfe_8h,p75_same_mfe_8h,median_adverse_8h,p_reversal_1pct_4h,median_time_same_1pct_min
all_events,validation_2025,UP,0.015,129,0.8372093023255814,0.6744186046511628,0.4418604651162791,0.27906976744186046,0.01739936168022238,0.031106454992344323,0.015986029016657688,0.8992248062015504,0.751937984496124,0.5116279069767442,0.3333333333333333,0.021049922799794007,0.039549102025219884,0.01900132567388413,0.9147286821705426,0.7829457364341085,0.5581395348837209,0.3798449612403101,0.023876910410127072,0.04738108458263923,0.021922073550450283,0.9457364341085271,0.8449612403100775,0.6666666666666666,0.4883720930232558,0.02896152254861395,0.06093579978237207,0.030392759372031897,0.7829457364341085,10.0
all_events,validation_2026,UP,0.015,44,0.7954545454545454,0.5,0.2727272727272727,0.11363636363636363,0.009840275481875826,0.020731622400118777,0.01048389605784017,0.8181818181818182,0.5227272727272727,0.36363636363636365,0.1590909090909091,0.012365224398115493,0.021654487635388964,0.018062015215888516,0.9090909090909091,0.6363636363636364,0.45454545454545453,0.1590909090909091,0.015080323594816258,0.02708583502669276,0.02079869828080322,0.9318181818181818,0.6818181818181818,0.5227272727272727,0.22727272727272727,0.02005142877515731,0.02878907752329085,0.027168145317096826,0.7727272727272727,25.0
all_events,development,UP,0.02,142,0.8380281690140845,0.7323943661971831,0.5,0.34507042253521125,0.02030949511755964,0.038946130897808406,0.016118231640457725,0.8873239436619719,0.795774647887324,0.6408450704225352,0.4788732394366197,0.027570767106621985,0.05400721723706475,0.02202758967658447,0.9084507042253521,0.852112676056338,0.7323943661971831,0.5704225352112676,0.03393135565698557,0.06454683759263835,0.02912289085203057,0.9366197183098591,0.8873239436619719,0.7816901408450704,0.6549295774647887,0.039958874333835825,0.07636626556829162,0.036645076256371534,0.8309859154929577,10.0
all_events,validation_2025,UP,0.02,48,0.9166666666666666,0.8125,0.625,0.4791666666666667,0.0266671352329938,0.046634659703559955,0.016575795474644606,0.9375,0.8125,0.7083333333333334,0.5208333333333334,0.031110506809136185,0.06012572002962824,0.01957176940557398,0.9375,0.8333333333333334,0.7291666666666666,0.6041666666666666,0.03608903339058078,0.06572008170186466,0.020712139618813796,0.9791666666666666,0.8958333333333334,0.8333333333333334,0.7083333333333334,0.051948523562677984,0.09455419981974406,0.021463449491660014,0.7708333333333334,5.0
all_events,validation_2026,UP,0.02,14,0.7857142857142857,0.6428571428571429,0.42857142857142855,0.21428571428571427,0.014718866563325328,0.021882686450312383,0.010039922029420001,0.7857142857142857,0.6428571428571429,0.42857142857142855,0.21428571428571427,0.016805926789920433,0.021882686450312383,0.015102321060272261,0.9285714285714286,0.7857142857142857,0.5714285714285714,0.21428571428571427,0.02036064852457231,0.028201132288769026,0.0167901157831854,0.9285714285714286,0.7857142857142857,0.6428571428571429,0.35714285714285715,0.02036064852457231,0.04308481768199873,0.018203738615065856,0.7142857142857143,25.0
all_events,development,UP,0.03,47,0.8723404255319149,0.7659574468085106,0.574468085106383,0.3404255319148936,0.022052812295618063,0.04044464384521218,0.017532789471312205,0.9361702127659575,0.8297872340425532,0.7021276595744681,0.46808510638297873,0.02925903734771329,0.05448522334488781,0.02218556701030927,0.9361702127659575,0.8723404255319149,0.7872340425531915,0.5531914893617021,0.031133349217695283,0.07463105189332975,0.03303947263918672,0.9361702127659575,0.8723404255319149,0.8085106382978723,0.574468085106383,0.0333374338787058,0.09378509557061165,0.04169072164948451,0.8936170212765957,10.0
all_events,validation_2025,UP,0.03,14,0.9285714285714286,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.04768346541904156,0.09214438885434073,0.020614562209859078,0.9285714285714286,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.05730458705769348,0.09214438885434073,0.026127022603068095,0.9285714285714286,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.05730458705769348,0.09214438885434073,0.026419708417124044,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.06360198603545753,0.0990590757457846,0.026419708417124044,0.7857142857142857,5.0
all_events,validation_2026,UP,0.03,4,1.0,0.75,0.25,0.25,0.013526354853874212,0.03267113318794718,0.017152139870523775,1.0,0.75,0.25,0.25,0.015613415080469317,0.04576230356444405,0.017152139870523775,1.0,0.75,0.5,0.25,0.022142084157588005,0.052992476492291496,0.018566238527478796,1.0,0.75,0.5,0.5,0.03068909270459652,0.07052930636193849,0.018566238527478796,0.75,5.0
all_events,development,DOWN,0.005,7227,0.6910197869101978,0.45399197453991974,0.19537844195378443,0.0921544209215442,0.008944907501524657,0.01687647545561416,0.009159859976662688,0.7636640376366404,0.5613670956136709,0.29763387297633875,0.1641068216410682,0.01175372342682568,0.02277349980696347,0.012724926518030033,0.8263456482634565,0.6607167566071676,0.40500899405008994,0.25252525252525254,0.015647987160625987,0.030279652242841404,0.01752652347218797,0.873114708731147,0.745814307458143,0.5269129652691297,0.3637747336377473,0.02136752136752129,0.03953155182232304,0.023968507603254974,0.7023661270236613,40.0
all_events,validation_2025,DOWN,0.005,2748,0.6866812227074236,0.447962154294032,0.18231441048034935,0.08114992721979622,0.008912387785111886,0.016374729106670205,0.008495033797008333,0.7652838427947598,0.5604075691411936,0.29075691411935956,0.14665211062590974,0.011761292320808026,0.022081807439824547,0.011632128283449394,0.8264192139737991,0.6597525473071325,0.4119359534206696,0.2445414847161572,0.015799918315432038,0.029585482880508773,0.015648037994895447,0.8700873362445415,0.7394468704512372,0.5269286754002911,0.37117903930131,0.021353584632801126,0.04075276447218834,0.020938719474710377,0.6586608442503639,45.0
all_events,validation_2026,DOWN,0.005,1080,0.6138888888888889,0.37777777777777777,0.13333333333333333,0.05925925925925926,0.007194193245928515,0.013726303986576954,0.0070839114692975436,0.7083333333333334,0.49444444444444446,0.2324074074074074,0.09907407407407408,0.009885819004283591,0.018849109279320986,0.009783911270004553,0.7805555555555556,0.5953703703703703,0.3351851851851852,0.18796296296296297,0.012771604241450463,0.024748555468878136,0.012648342316672001,0.8277777777777777,0.6824074074074075,0.42685185185185187,0.26851851851851855,0.017338394736862883,0.03162488830761337,0.016461977098904734,0.5972222222222222,50.0
all_events,development,DOWN,0.0075,2525,0.7358415841584158,0.5295049504950495,0.26653465346534655,0.13623762376237625,0.010653443958957176,0.021166556510244683,0.011320149407640034,0.7900990099009901,0.620990099009901,0.3718811881188119,0.21584158415841584,0.01400639217898092,0.02738630754148963,0.015188500135611571,0.8407920792079208,0.6994059405940594,0.4613861386138614,0.30455445544554455,0.0179034270903331,0.034760288871486966,0.020705923466713294,0.878019801980198,0.7675247524752475,0.5687128712871287,0.41188118811881186,0.024245506951508955,0.044692460317460325,0.028069662469618617,0.7469306930693069,25.0
all_events,validation_2025,DOWN,0.0075,886,0.7437923250564334,0.5124153498871332,0.2697516930022573,0.12979683972911965,0.010444202710500061,0.021300699909151677,0.011725337277604053,0.8182844243792325,0.6196388261851016,0.37020316027088035,0.21218961625282168,0.014169942078422704,0.027405747837443373,0.01557640377191949,0.8623024830699775,0.6997742663656885,0.4796839729119639,0.30248306997742663,0.01889333622897932,0.03604389272993924,0.02052347693647094,0.8972911963882618,0.7663656884875847,0.5857787810383747,0.42099322799097066,0.02454694395982787,0.04728731408149295,0.02626073140032459,0.7426636568848759,30.0
all_events,validation_2026,DOWN,0.0075,330,0.6696969696969697,0.44545454545454544,0.2,0.09090909090909091,0.009171429499909733,0.01707829076281664,0.009644753300168785,0.7515151515151515,0.5545454545454546,0.29393939393939394,0.13636363636363635,0.012081265209391567,0.021361349654389294,0.011687080463699817,0.8090909090909091,0.6484848484848484,0.4090909090909091,0.23636363636363636,0.014671324445477196,0.029107089522415253,0.016031817192208253,0.8454545454545455,0.7242424242424242,0.49696969696969695,0.3151515151515151,0.019852184086805003,0.038592617437158805,0.02093326227355008,0.6787878787878788,35.0
all_events,development,DOWN,0.01,1011,0.7497527200791295,0.5736894164193868,0.3273986152324431,0.17309594460929772,0.012062953538780508,0.02484842005554977,0.013883285038330362,0.7962413452027696,0.6508407517309595,0.41839762611275966,0.258160237388724,0.015577978403257253,0.030937154248122156,0.01869953251168721,0.8348170128585559,0.7171117705242335,0.5004945598417408,0.3363006923837784,0.02009374853726864,0.03737068827358936,0.024251165349530535,0.8714144411473789,0.7744807121661721,0.592482690405539,0.43224530168150344,0.025572638845309137,0.045821112371905115,0.03235102009451718,0.8041543026706232,20.0
all_events,validation_2025,DOWN,0.01,374,0.7593582887700535,0.5721925133689839,0.35561497326203206,0.19786096256684493,0.01192185856824074,0.025993356914494087,0.014234528402854885,0.8368983957219251,0.660427807486631,0.4572192513368984,0.2727272727272727,0.017337305503906608,0.031628974153843165,0.018616874100433,0.8770053475935828,0.732620320855615,0.5561497326203209,0.38235294117647056,0.023235505640779253,0.04133846952961595,0.022955549848373558,0.9064171122994652,0.7834224598930482,0.6470588235294118,0.4893048128342246,0.029235547450209565,0.055629396045839524,0.029613272903513232,0.7967914438502673,15.0
all_events,validation_2026,DOWN,0.01,131,0.6641221374045801,0.48854961832061067,0.22900763358778625,0.09923664122137404,0.009955328653478035,0.019257271642601603,0.011065332548557905,0.7480916030534351,0.5877862595419847,0.32061068702290074,0.1450381679389313,0.012922614575507141,0.022006233842125023,0.01230462254738951,0.7938931297709924,0.6870229007633588,0.4198473282442748,0.25190839694656486,0.015917026083384633,0.029734908473481703,0.016265772870662554,0.8091603053435115,0.732824427480916,0.4961832061068702,0.2900763358778626,0.019951281753856853,0.03479609717141663,0.021540388227927254,0.6946564885496184,25.0
all_events,development,DOWN,0.015,257,0.77431906614786,0.5914396887159533,0.3657587548638132,0.21011673151750973,0.013367532396006299,0.027298682349974346,0.01952967525195959,0.8132295719844358,0.6381322957198443,0.4163424124513619,0.25680933852140075,0.015284445180157813,0.031218811130184876,0.023417900784980406,0.8443579766536965,0.7003891050583657,0.4669260700389105,0.29961089494163423,0.018305173628750726,0.03614576171299466,0.029683527492126105,0.8715953307392996,0.754863813229572,0.556420233463035,0.40077821011673154,0.02427610412401293,0.044337970797893145,0.038222844594379524,0.8754863813229572,10.0
all_events,validation_2025,DOWN,0.015,108,0.7685185185185185,0.6851851851851852,0.5,0.32407407407407407,0.019396921511075083,0.039204930482234335,0.02009420650768934,0.8518518518518519,0.7962962962962963,0.5833333333333334,0.39814814814814814,0.02490946504120889,0.04206919752940036,0.022624693542915186,0.8888888888888888,0.8148148148148148,0.6944444444444444,0.5185185185185185,0.032211906666069934,0.0551225691310413,0.028116723600884574,0.9166666666666666,0.8425925925925926,0.7777777777777778,0.6388888888888888,0.03983211821072896,0.06973899456594168,0.03377834817960834,0.8425925925925926,10.0
all_events,validation_2026,DOWN,0.015,29,0.5862068965517241,0.3793103448275862,0.2413793103448276,0.10344827586206896,0.009143660981185131,0.018716892289582177,0.014330930191665203,0.6551724137931034,0.4827586206896552,0.3448275862068966,0.20689655172413793,0.009550063995274138,0.028996664100590097,0.01447910535609176,0.6551724137931034,0.5517241379310345,0.3793103448275862,0.2413793103448276,0.012621359223301098,0.02914389799635697,0.021007826445146316,0.6551724137931034,0.5862068965517241,0.41379310344827586,0.2413793103448276,0.015606420927467224,0.02914389799635697,0.029641999791253593,0.7586206896551724,10.0
all_events,development,DOWN,0.02,106,0.7830188679245284,0.5943396226415094,0.42452830188679247,0.24528301886792453,0.015457874706931496,0.02967161844572236,0.025252036575763248,0.8207547169811321,0.6132075471698113,0.4528301886792453,0.25471698113207547,0.017608397178202784,0.030844276707917395,0.02909608935217467,0.8679245283018868,0.6886792452830188,0.5,0.3113207547169811,0.020579579077966925,0.036722763697181665,0.034245633770950246,0.8962264150943396,0.7547169811320755,0.5754716981132075,0.39622641509433965,0.025321036569270594,0.046286555538703034,0.03891729584426962,0.9056603773584906,5.0
all_events,validation_2025,DOWN,0.02,54,0.7592592592592593,0.7222222222222222,0.5370370370370371,0.3888888888888889,0.021899761504479642,0.0408868180067585,0.027690707882463972,0.8148148148148148,0.7777777777777778,0.5740740740740741,0.4444444444444444,0.027312658355947594,0.04429288400997064,0.029677214548404218,0.8333333333333334,0.7962962962962963,0.6666666666666666,0.5740740740740741,0.03669259076026116,0.05565498255448029,0.03084740442683198,0.8888888888888888,0.8333333333333334,0.7407407407407407,0.6111111111111112,0.03812523542200352,0.06413849052256115,0.034982719924855354,0.9074074074074074,5.0
all_events,validation_2026,DOWN,0.02,14,0.6428571428571429,0.42857142857142855,0.2857142857142857,0.21428571428571427,0.009346862488229635,0.025759528729134534,0.016531828258171566,0.7142857142857143,0.5,0.35714285714285715,0.2857142857142857,0.010089518081353943,0.05944996786192097,0.018192601857228707,0.7142857142857143,0.5714285714285714,0.35714285714285715,0.2857142857142857,0.014251965017243462,0.05944996786192097,0.02196010096394141,0.7142857142857143,0.6428571428571429,0.42857142857142855,0.2857142857142857,0.016131064945434315,0.05944996786192097,0.026714281798551842,0.7142857142857143,5.0
all_events,development,DOWN,0.03,37,0.8378378378378378,0.5945945945945946,0.4594594594594595,0.32432432432432434,0.018432720569919847,0.037942304959499906,0.034695724256633254,0.8648648648648649,0.6216216216216216,0.4594594594594595,0.32432432432432434,0.018432720569919847,0.037942304959499906,0.03991107022385765,0.8648648648648649,0.7027027027027027,0.4864864864864865,0.3783783783783784,0.019559500328731105,0.043046855424705655,0.04858985451399245,0.8918918918918919,0.7567567567567568,0.5405405405405406,0.43243243243243246,0.026100506427736758,0.049187339606501235,0.06379944802207915,0.972972972972973,5.0
all_events,validation_2025,DOWN,0.03,14,0.7857142857142857,0.6428571428571429,0.5714285714285714,0.5,0.03071714367006484,0.061656468068542386,0.0362360338415354,0.7857142857142857,0.6428571428571429,0.5714285714285714,0.5,0.03071714367006484,0.06696065280655675,0.0362360338415354,0.7857142857142857,0.6428571428571429,0.5714285714285714,0.5,0.03071714367006484,0.07396452105177995,0.03690439022614789,0.8571428571428571,0.7142857142857143,0.6428571428571429,0.5,0.03333978180560754,0.09163536854914259,0.03821756228213746,1.0,5.0
all_events,validation_2026,DOWN,0.03,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0695519911504423,0.07899225710078694,0.0701050884955754,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0695519911504423,0.07899225710078694,0.109236725663717,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0695519911504423,0.07899225710078694,0.109236725663717,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0695519911504423,0.07899225710078694,0.1277654867256639,0.6666666666666666,5.0
deoverlap_4h,development,UP,0.005,1944,0.6265432098765432,0.3801440329218107,0.12757201646090535,0.04526748971193416,0.007217147235360821,0.01395999136052628,0.0068806166307633365,0.720164609053498,0.5005144032921811,0.22170781893004116,0.10545267489711935,0.010031132543001808,0.018766424038098306,0.009679904058795374,0.7947530864197531,0.6234567901234568,0.33796296296296297,0.19444444444444445,0.013918427127179833,0.025254366776662485,0.01339655458279937,0.845679012345679,0.7145061728395061,0.4783950617283951,0.32150205761316875,0.019268999062961756,0.03563623958577883,0.018877349704370938,0.6064814814814815,55.0
deoverlap_4h,validation_2025,UP,0.005,845,0.5857988165680473,0.31952662721893493,0.10650887573964497,0.03905325443786982,0.006469785660842442,0.012318727584593958,0.00665636004466208,0.6994082840236686,0.45798816568047335,0.19289940828402366,0.07928994082840236,0.008949921431987473,0.016923135960704716,0.009207531553900306,0.7644970414201183,0.5609467455621302,0.3076923076923077,0.1467455621301775,0.012039770079229406,0.022938548834963157,0.012302607418288591,0.8355029585798817,0.6710059171597633,0.4272189349112426,0.25088757396449707,0.016361886429258954,0.030092734754037842,0.016887944768985697,0.5881656804733728,65.0
deoverlap_4h,validation_2026,UP,0.005,424,0.5377358490566038,0.3018867924528302,0.08962264150943396,0.0330188679245283,0.005561462143466422,0.012076118317953466,0.005843247656614536,0.6320754716981132,0.3867924528301887,0.14858490566037735,0.07783018867924528,0.007049855092707058,0.014408860261198198,0.0077974922421436,0.7122641509433962,0.49056603773584906,0.2617924528301887,0.13679245283018868,0.00950976910553647,0.020807141227368597,0.011007409046247696,0.7900943396226415,0.6061320754716981,0.3632075471698113,0.20754716981132076,0.014385274940105108,0.026051539258876377,0.014528926197449332,0.5259433962264151,65.0
deoverlap_4h,development,UP,0.0075,1062,0.6911487758945386,0.4613935969868173,0.192090395480226,0.07532956685499058,0.009163566762692033,0.017596598716918488,0.008518859421609681,0.7645951035781544,0.564030131826742,0.2890772128060264,0.1487758945386064,0.012227656955154376,0.022078397425447427,0.01162605731996258,0.827683615819209,0.6713747645951036,0.4011299435028249,0.2382297551789077,0.016317324655391263,0.02945609833263524,0.015461380788169943,0.8653483992467044,0.7532956685499058,0.544256120527307,0.3822975517890772,0.022318421348578865,0.042193865191104185,0.021223327656168023,0.667608286252354,40.0
deoverlap_4h,validation_2025,UP,0.0075,398,0.628140703517588,0.37185929648241206,0.16331658291457288,0.07537688442211055,0.0071758321152703974,0.015684244870451447,0.008897690329475738,0.7512562814070352,0.5326633165829145,0.25125628140703515,0.11055276381909548,0.010496966927368123,0.020111494103759286,0.011820017983495856,0.8115577889447236,0.635678391959799,0.36180904522613067,0.17587939698492464,0.014358943593108742,0.025366612234215657,0.015417733152498114,0.8618090452261307,0.7236180904522613,0.46984924623115576,0.2964824120603015,0.0185218464236927,0.03292534234699229,0.018074513300055328,0.6582914572864321,57.5
deoverlap_4h,validation_2026,UP,0.0075,216,0.6712962962962963,0.4166666666666667,0.13425925925925927,0.06018518518518518,0.008236701566506355,0.01496409101893209,0.006946482587731118,0.7268518518518519,0.5,0.2175925925925926,0.10648148148148148,0.009972557392363801,0.018469961933290646,0.009616412255231632,0.7638888888888888,0.5879629629629629,0.3101851851851852,0.16203703703703703,0.013506453046051248,0.023902403334268074,0.011896025169320312,0.8287037037037037,0.6898148148148148,0.4166666666666667,0.25462962962962965,0.015962980762735945,0.030161213179768998,0.015300296772311817,0.5740740740740741,45.0
deoverlap_4h,development,UP,0.01,592,0.7567567567567568,0.5219594594594594,0.26013513513513514,0.13006756756756757,0.010520730594773764,0.02048526947129531,0.00982277510577162,0.8091216216216216,0.6300675675675675,0.3581081081081081,0.21452702702702703,0.013814522824045938,0.026733427256334652,0.012785507216560799,0.847972972972973,0.7128378378378378,0.4577702702702703,0.30743243243243246,0.01781805033529449,0.035498284664802426,0.017011014920842837,0.8834459459459459,0.7652027027027027,0.5675675675675675,0.42567567567567566,0.02402502548237151,0.04900911583291706,0.02314366282542535,0.6942567567567568,25.0
deoverlap_4h,validation_2025,UP,0.01,213,0.6666666666666666,0.460093896713615,0.2300469483568075,0.11267605633802817,0.008507444013511778,0.019079685746352215,0.010192221725525252,0.7793427230046949,0.5915492957746479,0.30985915492957744,0.17370892018779344,0.012599380137447769,0.023728204206363568,0.013234269793359732,0.8403755868544601,0.6619718309859155,0.38497652582159625,0.215962441314554,0.016257759385161163,0.027012127894156635,0.01788375558867361,0.8826291079812206,0.7417840375586855,0.5117370892018779,0.3474178403755869,0.02104453611130519,0.03725212464589234,0.022617368527100612,0.6948356807511737,30.0
deoverlap_4h,validation_2026,UP,0.01,106,0.7452830188679245,0.4716981132075472,0.20754716981132076,0.09433962264150944,0.009176802650305516,0.018196821922569828,0.008006435555020952,0.8018867924528302,0.5283018867924528,0.27358490566037735,0.14150943396226415,0.010621433838323924,0.020891746045212045,0.010630222594686156,0.8490566037735849,0.6037735849056604,0.33962264150943394,0.18867924528301888,0.013231871535330897,0.024624044942985313,0.014026912831362925,0.8867924528301887,0.6886792452830188,0.46226415094339623,0.3018867924528302,0.016961299318092427,0.03466437836145647,0.01677317544239254,0.6226415094339622,30.0
deoverlap_4h,development,UP,0.015,205,0.775609756097561,0.6195121951219512,0.424390243902439,0.24878048780487805,0.015914322890601573,0.02989231340512455,0.012105945696380349,0.8292682926829268,0.7170731707317073,0.5170731707317073,0.36585365853658536,0.02083977607654286,0.036514558513612405,0.014339332114329584,0.8634146341463415,0.7804878048780488,0.6341463414634146,0.4682926829268293,0.027901520046247574,0.049698033707865186,0.016514487259781774,0.8975609756097561,0.8097560975609757,0.6829268292682927,0.5365853658536586,0.03295683874747746,0.0637012630422844,0.025562099416524875,0.7024390243902439,15.0
deoverlap_4h,validation_2025,UP,0.015,75,0.8,0.6266666666666667,0.38666666666666666,0.24,0.013235129173365001,0.028289309303575094,0.01286394658025225,0.9066666666666666,0.7466666666666667,0.44,0.26666666666666666,0.0183230600354638,0.03016680160775842,0.015986029016657688,0.9333333333333333,0.7733333333333333,0.48,0.32,0.01957633308984663,0.04038184987128257,0.019618320610687023,0.96,0.8533333333333334,0.6,0.41333333333333333,0.024612210309126192,0.05494147674767913,0.02769568521489485,0.72,20.0
