coverage,construction_n,construction_baseline_rate,selected_rule,selected_score_threshold,construction_selected_n,construction_selected_rate,construction_lift,construction_wilson_lower,holdout_opened,baseline_n,baseline_rate,selected_n,selected_event_n,selected_rate,lift,wilson_lower,wilson_upper,buy_selected_n,buy_selected_rate,buy_baseline_rate,sell_selected_n,sell_selected_rate,sell_baseline_rate,gate_selected_2025_n_ge_50,gate_selected_2025_rate_ge_45pct,gate_lift_vs_2025_baseline_ge_15pp,gate_wilson_lower_ge_35pct,gate_buy_side_above_baseline,gate_sell_side_above_baseline,verdict
0.9976976650486368,5450,0.24807339449541285,SCORE_GE_3,3,318,0.5754716981132075,0.32739830361779465,0.5205625190831263,True,1264,0.2563291139240506,91,55,0.6043956043956044,0.34806649047155375,0.5016642594838487,0.6986697711524965,46,0.5869565217391305,0.2617554858934169,45,0.6222222222222222,0.2507987220447284,True,True,True,True,True,True,VALIDATED_STRUCTURAL_LIQUIDITY_DETECTOR
