duration_h,mean_h2_rate,min_h2_rate,max_h2_rate,spread,total_leaves,total_h2,pooled_h2_rate_descriptive,stability_label,stable
3,0.773322919378634,0.7391304347826086,0.8083832335329342,0.06925279875032553,495,383,0.7737373737373737,STABLE_DURATION,True
4,0.7916485112563544,0.7777777777777778,0.8148148148148148,0.03703703703703698,494,391,0.791497975708502,STABLE_DURATION,True
5,0.740482799472046,0.7101449275362319,0.7852760736196319,0.07513114608339999,447,332,0.7427293064876958,UNSTABLE_DURATION,False
