gap,gap_label,partition,exec_min,execution_utc,execution_start,entry_bar_start,entry_px,exit_ts,exit_reason,pnl_0,pnl_5,armed,scheduled_updates,activations,ratchet_updates,buffer_f20_exit,gap_exit,touch_exit,early_floor_violation
0.15,G15,reference_validation,540,09:00,2026-03-16 09:00:00+00:00,2026-03-16 12:10:00+00:00,2274.25,2026-03-16 12:35:00+00:00,LIVE_FLOOR_GAP_OPEN,3.63649554798291,3.132710944736617,True,1,1,0,0,1,0,0
0.15,G15,reference_validation,540,09:00,2026-03-30 09:00:00+00:00,2026-03-30 11:40:00+00:00,2064.9925,2026-03-30 15:00:00+00:00,TIME_EXIT_EXEC_END,0.9408039012249295,0.4397136424530549,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,540,09:00,2026-04-08 09:00:00+00:00,2026-04-08 09:25:00+00:00,2253.2599999999998,2026-04-08 13:15:00+00:00,LIVE_FLOOR_GAP_OPEN,1.2465032885685239,0.7451074831828611,True,1,1,0,0,1,0,0
0.15,G15,reference_validation,540,09:00,2026-05-01 09:00:00+00:00,2026-05-01 11:35:00+00:00,2283.2725,2026-05-01 12:45:00+00:00,LIVE_FLOOR_TOUCH,3.848397858775066,3.3444014591160314,True,5,5,4,0,0,1,0
0.15,G15,reference_validation,540,09:00,2026-05-06 09:00:00+00:00,2026-05-06 09:20:00+00:00,2385.1175,2026-05-06 09:55:00+00:00,LIVE_FLOOR_TOUCH,4.614323193721082,4.109561251498484,True,2,2,1,0,0,1,0
0.15,G15,reference_validation,540,09:00,2026-05-20 09:00:00+00:00,2026-05-20 13:10:00+00:00,2130.0025,2026-05-20 15:00:00+00:00,TIME_EXIT_EXEC_END,0.5477688406468454,0.047071420516254014,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,540,09:00,2026-05-27 09:00:00+00:00,2026-05-27 12:30:00+00:00,2085.8475,2026-05-27 13:40:00+00:00,CLOSE_INVALIDATION_F20,-6.665438868373608,-7.158926685596523,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,540,09:00,2026-05-28 09:00:00+00:00,2026-05-28 10:50:00+00:00,1988.0625,2026-05-28 15:00:00+00:00,TIME_EXIT_EXEC_END,0.7613065484611384,0.260395697338334,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,540,09:00,2026-06-11 09:00:00+00:00,2026-06-11 11:25:00+00:00,1659.295,2026-06-11 12:00:00+00:00,LIVE_FLOOR_GAP_OPEN,1.5511298473146033,1.0494295676072967,True,1,1,0,0,1,0,0
0.15,G15,reference_validation,600,10:00,2025-02-03 10:00:00+00:00,2025-02-03 12:45:00+00:00,2583.7599999999998,2025-02-03 16:00:00+00:00,LIVE_FLOOR_TOUCH,19.24772269870274,18.7283346700184,True,3,3,2,0,0,1,0
0.15,G15,reference_validation,600,10:00,2025-02-10 10:00:00+00:00,2025-02-10 10:35:00+00:00,2649.94,2025-02-10 14:10:00+00:00,LIVE_FLOOR_TOUCH,2.9895107059027652,2.4863727641678106,True,2,2,1,0,0,1,0
0.15,G15,reference_validation,600,10:00,2025-02-12 10:00:00+00:00,2025-02-12 11:55:00+00:00,2623.34,2025-02-12 13:35:00+00:00,LIVE_FLOOR_TOUCH,3.1168906813450863,2.613625423292865,True,2,1,1,0,0,1,0
0.15,G15,reference_validation,600,10:00,2025-02-14 10:00:00+00:00,2025-02-14 10:25:00+00:00,2708.795,2025-02-14 11:30:00+00:00,CLOSE_INVALIDATION_F20,-3.5333120446545014,-4.029930423420469,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,600,10:00,2025-02-18 10:00:00+00:00,2025-02-18 11:00:00+00:00,2690.9375,2025-02-18 14:35:00+00:00,LIVE_FLOOR_TOUCH,4.129369411218176,3.6250921804223517,True,2,2,1,0,0,1,0
0.15,G15,reference_validation,600,10:00,2025-03-13 10:00:00+00:00,2025-03-13 10:25:00+00:00,1884.3625,2025-03-13 12:35:00+00:00,LIVE_FLOOR_TOUCH,3.585034726598502,3.0813015584560515,True,1,1,0,0,0,1,0
0.15,G15,reference_validation,600,10:00,2025-03-14 10:00:00+00:00,2025-03-14 11:05:00+00:00,1900.405,2025-03-14 13:40:00+00:00,LIVE_FLOOR_GAP_OPEN,1.0536375141088743,0.5524344781127736,True,1,1,0,0,1,0,0
0.15,G15,reference_validation,600,10:00,2025-04-02 10:00:00+00:00,2025-04-02 14:00:00+00:00,1878.095,2025-04-02 15:50:00+00:00,LIVE_FLOOR_TOUCH,7.868751048269628,7.360736304593285,True,2,2,1,0,0,1,0
0.15,G15,reference_validation,600,10:00,2025-04-24 10:00:00+00:00,2025-04-24 15:00:00+00:00,1762.0875,2025-04-24 16:00:00+00:00,TIME_EXIT_EXEC_END,0.09444196159376117,-0.4058023582078515,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,600,10:00,2025-04-29 10:00:00+00:00,2025-04-29 10:40:00+00:00,1824.4724999999999,2025-04-29 16:00:00+00:00,TIME_EXIT_EXEC_END,-3.2151972693476467,-3.712133603911027,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,600,10:00,2025-05-02 10:00:00+00:00,2025-05-02 12:45:00+00:00,1835.385,2025-05-02 15:10:00+00:00,LIVE_FLOOR_TOUCH,2.572945730732257,2.070224145794009,True,1,1,0,0,0,1,0
0.15,G15,reference_validation,600,10:00,2025-05-07 10:00:00+00:00,2025-05-07 10:20:00+00:00,1839.8125,2025-05-07 12:35:00+00:00,CLOSE_INVALIDATION_F20,-3.8874477698134675,-4.383712189833622,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,600,10:00,2025-05-29 10:00:00+00:00,2025-05-29 10:20:00+00:00,2731.375,2025-05-29 11:50:00+00:00,CLOSE_INVALIDATION_F20,-3.8442359617408712,-4.340543571973987,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,600,10:00,2025-06-03 10:00:00+00:00,2025-06-03 10:40:00+00:00,2612.3075,2025-06-03 13:30:00+00:00,LIVE_FLOOR_TOUCH,1.5112413067757795,1.009580895674667,True,1,1,0,0,0,1,0
0.15,G15,reference_validation,600,10:00,2025-07-16 10:00:00+00:00,2025-07-16 13:00:00+00:00,3162.36,2025-07-16 13:20:00+00:00,LIVE_FLOOR_GAP_OPEN,1.9052403900883923,1.4031861768050828,True,1,1,0,0,1,0,0
0.15,G15,reference_validation,600,10:00,2025-07-17 10:00:00+00:00,2025-07-17 11:20:00+00:00,3444.25,2025-07-17 16:00:00+00:00,TIME_EXIT_EXEC_END,-3.9116498512012816,-4.407890081234978,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,600,10:00,2025-07-22 10:00:00+00:00,2025-07-22 12:15:00+00:00,3693.1425,2025-07-22 14:05:00+00:00,CLOSE_INVALIDATION_F20,-8.25002203408075,-8.741926060033645,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,600,10:00,2025-08-13 10:00:00+00:00,2025-08-13 11:15:00+00:00,4687.35,2025-08-13 16:00:00+00:00,TIME_EXIT_EXEC_END,-2.8064770072642626,-3.3038218578316676,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,600,10:00,2025-08-27 10:00:00+00:00,2025-08-27 13:50:00+00:00,4621.1975,2025-08-27 16:00:00+00:00,TIME_EXIT_EXEC_END,3.2908723334158068,2.7874331806588386,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,600,10:00,2025-09-08 10:00:00+00:00,2025-09-08 11:00:00+00:00,4322.0525,2025-09-08 13:20:00+00:00,LIVE_FLOOR_GAP_OPEN,2.5369726536176977,2.034287023779014,True,2,2,1,0,1,0,0
0.15,G15,reference_validation,600,10:00,2025-10-03 10:00:00+00:00,2025-10-03 13:40:00+00:00,4481.29,2025-10-03 16:00:00+00:00,RUNNER_TIME_EXIT,5.3918590405887645,4.886319951092966,True,2,0,1,0,0,0,0
0.15,G15,reference_validation,600,10:00,2025-10-06 10:00:00+00:00,2025-10-06 10:15:00+00:00,4559.3425,2025-10-06 12:30:00+00:00,LIVE_FLOOR_TOUCH,2.2464890496821215,1.7440937582782872,True,1,1,0,0,0,1,0
0.15,G15,reference_validation,600,10:00,2025-10-21 10:00:00+00:00,2025-10-21 11:00:00+00:00,3880.8025,2025-10-21 12:35:00+00:00,LIVE_FLOOR_TOUCH,2.1608749736685255,1.658565253554967,True,1,1,0,0,0,1,0
0.15,G15,reference_validation,600,10:00,2025-12-03 10:00:00+00:00,2025-12-03 12:30:00+00:00,3073.7425000000003,2025-12-03 13:25:00+00:00,LIVE_FLOOR_GAP_OPEN,1.9615348390438885,1.4594243594447502,True,1,1,0,0,1,0,0
0.15,G15,reference_validation,600,10:00,2025-12-19 10:00:00+00:00,2025-12-19 14:25:00+00:00,2965.0950000000003,2025-12-19 15:25:00+00:00,LIVE_FLOOR_GAP_OPEN,0.4844573276741707,-0.016176812583412414,True,1,1,0,0,1,0,0
0.15,G15,reference_validation,600,10:00,2025-12-22 10:00:00+00:00,2025-12-22 12:10:00+00:00,3046.5,2025-12-22 12:45:00+00:00,LIVE_FLOOR_TOUCH,1.5530608895453883,1.0513586797607615,True,1,1,0,0,0,1,0
0.15,G15,reference_validation,600,10:00,2025-12-30 10:00:00+00:00,2025-12-30 15:45:00+00:00,2986.2200000000003,2025-12-30 16:00:00+00:00,TIME_EXIT_EXEC_END,-0.01992083637518649,-0.5200508505316833,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,600,10:00,2026-01-15 10:00:00+00:00,2026-01-15 11:30:00+00:00,3355.3475,2026-01-15 15:50:00+00:00,CLOSE_INVALIDATION_F20,-9.750372800432716,-10.24077722541976,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,600,10:00,2026-02-13 10:00:00+00:00,2026-02-13 10:30:00+00:00,1955.9225,2026-02-13 13:40:00+00:00,LIVE_FLOOR_GAP_OPEN,3.0222981738796233,2.5191274610621543,True,1,1,0,0,1,0,0
0.15,G15,reference_validation,600,10:00,2026-02-20 10:00:00+00:00,2026-02-20 10:40:00+00:00,1962.115,2026-02-20 11:50:00+00:00,CLOSE_INVALIDATION_F20,-5.630325439640416,-6.124847852994042,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,600,10:00,2026-03-04 10:00:00+00:00,2026-03-04 11:35:00+00:00,2055.6724999999997,2026-03-04 16:00:00+00:00,RUNNER_TIME_EXIT,22.370528865857843,21.848019591629253,True,2,1,1,0,0,0,0
0.15,G15,reference_validation,600,10:00,2026-03-16 10:00:00+00:00,2026-03-16 12:10:00+00:00,2274.25,2026-03-16 12:35:00+00:00,LIVE_FLOOR_GAP_OPEN,3.63649554798291,3.132710944736617,True,1,1,0,0,1,0,0
0.15,G15,reference_validation,600,10:00,2026-03-30 10:00:00+00:00,2026-03-30 11:35:00+00:00,2066.27,2026-03-30 13:30:00+00:00,LIVE_FLOOR_GAP_OPEN,1.1027077777831633,0.6014556960463716,True,1,1,0,0,1,0,0
0.15,G15,reference_validation,600,10:00,2026-04-30 10:00:00+00:00,2026-04-30 11:40:00+00:00,2260.025,2026-04-30 16:00:00+00:00,TIME_EXIT_EXEC_END,0.6121569451665424,0.11139516910947422,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,600,10:00,2026-05-01 10:00:00+00:00,2026-05-01 11:35:00+00:00,2283.2725,2026-05-01 12:45:00+00:00,LIVE_FLOOR_TOUCH,3.848397858775066,3.3444014591160314,True,5,5,4,0,0,1,0
0.15,G15,reference_validation,600,10:00,2026-05-06 10:00:00+00:00,2026-05-06 12:10:00+00:00,2401.55,2026-05-06 14:05:00+00:00,CLOSE_INVALIDATION_F20,-9.16517249276515,-9.656161825605903,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,600,10:00,2026-05-20 10:00:00+00:00,2026-05-20 13:05:00+00:00,2131.5950000000003,2026-05-20 15:25:00+00:00,LIVE_FLOOR_GAP_OPEN,1.648935187031198,1.147137150862299,True,1,1,0,0,1,0,0
0.15,G15,reference_validation,600,10:00,2026-05-22 10:00:00+00:00,2026-05-22 12:25:00+00:00,2130.9,2026-05-22 14:20:00+00:00,CLOSE_INVALIDATION_F20,-3.2485616406213054,-3.7454646274871934,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,600,10:00,2026-05-28 10:00:00+00:00,2026-05-28 10:20:00+00:00,1989.5475,2026-05-28 13:45:00+00:00,CLOSE_INVALIDATION_F20,-3.9805880482873697,-4.476759374575856,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,600,10:00,2026-06-10 10:00:00+00:00,2026-06-10 13:00:00+00:00,1633.4925,2026-06-10 13:55:00+00:00,LIVE_FLOOR_TOUCH,7.1584981259478875,6.651193280244949,True,2,2,1,0,0,1,0
0.15,G15,reference_validation,600,10:00,2026-06-11 10:00:00+00:00,2026-06-11 11:25:00+00:00,1659.295,2026-06-11 12:00:00+00:00,LIVE_FLOOR_GAP_OPEN,1.5511298473146033,1.0494295676072967,True,1,1,0,0,1,0,0
0.15,G15,reference_validation,960,16:00,2025-01-10 16:00:00+00:00,2025-01-10 18:30:00+00:00,3287.48,2025-01-10 22:00:00+00:00,TIME_EXIT_EXEC_END,-3.948310560064216,-4.444514147710343,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,960,16:00,2025-01-16 16:00:00+00:00,2025-01-16 17:45:00+00:00,3338.81,2025-01-16 22:00:00+00:00,TIME_EXIT_EXEC_END,-3.353147977872328,-3.8499464306679827,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,960,16:00,2025-01-20 16:00:00+00:00,2025-01-20 17:00:00+00:00,3355.5,2025-01-20 17:40:00+00:00,CLOSE_INVALIDATION_F20,-16.86550439576816,-17.348797244947743,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,960,16:00,2025-01-23 16:00:00+00:00,2025-01-23 16:50:00+00:00,3261.6325,2025-01-23 19:50:00+00:00,CLOSE_INVALIDATION_F20,-9.080085815921946,-9.571160192917471,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,960,16:00,2025-01-30 16:00:00+00:00,2025-01-30 17:35:00+00:00,3261.9575,2025-01-30 22:00:00+00:00,TIME_EXIT_EXEC_END,-3.267526630865036,-3.7644106622184865,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,960,16:00,2025-02-03 16:00:00+00:00,2025-02-03 17:35:00+00:00,2676.02,2025-02-03 22:00:00+00:00,RUNNER_TIME_EXIT,25.646143152891224,25.120359901364143,True,2,0,1,0,0,0,0
0.15,G15,reference_validation,960,16:00,2025-03-19 16:00:00+00:00,2025-03-19 18:15:00+00:00,2035.535,2025-03-19 22:00:00+00:00,TIME_EXIT_EXEC_END,0.6058780615416207,0.10512256123025343,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,960,16:00,2025-03-25 16:00:00+00:00,2025-03-25 18:00:00+00:00,2072.045,2025-03-25 22:00:00+00:00,TIME_EXIT_EXEC_END,-2.6936277928327086,-3.1910854362181436,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,960,16:00,2025-05-27 16:00:00+00:00,2025-05-27 16:55:00+00:00,2669.33,2025-05-27 17:55:00+00:00,LIVE_FLOOR_GAP_OPEN,4.7529784627603044,4.248077934561789,True,2,2,1,0,1,0,0
0.15,G15,reference_validation,960,16:00,2025-06-25 16:00:00+00:00,2025-06-25 21:20:00+00:00,2431.46,2025-06-25 22:00:00+00:00,TIME_EXIT_EXEC_END,-0.8585722158703121,-1.3578639977634306,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,960,16:00,2025-07-11 16:00:00+00:00,2025-07-11 20:30:00+00:00,2990.4375,2025-07-11 22:00:00+00:00,TIME_EXIT_EXEC_END,-4.6915961293288895,-5.187056802862733,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,960,16:00,2025-08-06 16:00:00+00:00,2025-08-06 16:10:00+00:00,3643.7625,2025-08-06 18:25:00+00:00,LIVE_FLOOR_TOUCH,4.256244747016313,3.7518407042907547,True,1,1,0,0,0,1,0
0.15,G15,reference_validation,960,16:00,2025-08-13 16:00:00+00:00,2025-08-13 16:40:00+00:00,4705.8475,2025-08-13 21:40:00+00:00,LIVE_FLOOR_TOUCH,4.198268430925589,3.6939223355423993,True,1,1,0,0,0,1,0
0.15,G15,reference_validation,960,16:00,2025-09-12 16:00:00+00:00,2025-09-12 16:40:00+00:00,4552.915,2025-09-12 17:55:00+00:00,LIVE_FLOOR_GAP_OPEN,5.861373208153453,5.355364839129861,True,5,5,4,0,1,0,0
0.15,G15,reference_validation,960,16:00,2026-01-09 16:00:00+00:00,2026-01-09 16:30:00+00:00,3120.6975,2026-01-09 19:35:00+00:00,CLOSE_INVALIDATION_F20,-8.260021677846108,-8.751915709152614,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,960,16:00,2026-01-13 16:00:00+00:00,2026-01-13 16:15:00+00:00,3173.045,2026-01-13 19:05:00+00:00,LIVE_FLOOR_TOUCH,2.916845490688003,2.41378017785372,True,1,1,0,0,0,1,0
0.15,G15,reference_validation,960,16:00,2026-02-17 16:00:00+00:00,2026-02-17 16:50:00+00:00,1987.575,2026-02-17 22:00:00+00:00,TIME_EXIT_EXEC_END,2.3961209010980427,1.8935760526212602,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,960,16:00,2026-02-20 16:00:00+00:00,2026-02-20 19:10:00+00:00,1965.585,2026-02-20 22:00:00+00:00,TIME_EXIT_EXEC_END,1.598132871384395,1.0963856121426034,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,960,16:00,2026-03-04 16:00:00+00:00,2026-03-04 16:10:00+00:00,2132.925,2026-03-04 19:30:00+00:00,LIVE_FLOOR_TOUCH,10.290718145270006,9.780282644874916,True,1,1,0,0,0,1,0
0.15,G15,reference_validation,960,16:00,2026-03-09 16:00:00+00:00,2026-03-09 17:20:00+00:00,2020.1399999999999,2026-03-09 19:35:00+00:00,LIVE_FLOOR_GAP_OPEN,4.225917015652403,3.7215432855018498,True,1,1,0,0,1,0,0
0.15,G15,reference_validation,960,16:00,2026-03-11 16:00:00+00:00,2026-03-11 17:40:00+00:00,2064.1375,2026-03-11 22:00:00+00:00,TIME_EXIT_EXEC_END,1.5215047447178613,1.0198340753078798,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,960,16:00,2026-04-02 16:00:00+00:00,2026-04-02 17:00:00+00:00,2057.8875,2026-04-02 22:00:00+00:00,TIME_EXIT_EXEC_END,0.6550868305483352,0.15428214606012547,False,0,0,0,0,0,0,0
0.15,G15,reference_validation,960,16:00,2026-04-15 16:00:00+00:00,2026-04-15 16:45:00+00:00,2340.5125,2026-04-15 17:40:00+00:00,LIVE_FLOOR_TOUCH,2.102550189328323,1.600298764851305,True,1,1,0,0,0,1,0
0.15,G15,reference_validation,960,16:00,2026-06-23 16:00:00+00:00,2026-06-23 20:00:00+00:00,1664.915,2026-06-23 22:00:00+00:00,TIME_EXIT_EXEC_END,-0.06214491430493985,-0.5622327254849343,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2020-03-09 05:00:00+00:00,2020-03-09 06:35:00+00:00,204.595,2020-03-09 11:00:00+00:00,TIME_EXIT_EXEC_END,-2.856071751509081,-3.3533670321171822,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2020-03-24 05:00:00+00:00,2020-03-24 07:25:00+00:00,135.9425,2020-03-24 08:45:00+00:00,LIVE_FLOOR_GAP_OPEN,14.523589017415416,14.008922761526055,True,3,3,2,0,1,0,0
0.2,G20,external,300,05:00,2020-04-24 05:00:00+00:00,2020-04-24 08:15:00+00:00,188.33749999999998,2020-04-24 11:00:00+00:00,TIME_EXIT_EXEC_END,-0.7384880865466844,-1.237899892557059,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2020-05-06 05:00:00+00:00,2020-05-06 08:40:00+00:00,207.2875,2020-05-06 11:00:00+00:00,TIME_EXIT_EXEC_END,3.9237049990955124,3.4196333299310715,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2020-05-12 05:00:00+00:00,2020-05-12 05:45:00+00:00,188.35500000000002,2020-05-12 09:25:00+00:00,LIVE_FLOOR_TOUCH,2.7376921239149037,2.2348058749154913,True,1,1,0,0,0,1,0
0.2,G20,external,300,05:00,2020-05-19 05:00:00+00:00,2020-05-19 10:10:00+00:00,213.57999999999998,2020-05-19 11:00:00+00:00,TIME_EXIT_EXEC_END,0.349133814027636,-0.1513650703442334,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2020-06-10 05:00:00+00:00,2020-06-10 06:00:00+00:00,244.485,2020-06-10 07:25:00+00:00,CLOSE_INVALIDATION_F20,-2.6394011902571175,-3.1369130331453827,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2020-06-19 05:00:00+00:00,2020-06-19 09:25:00+00:00,230.04749999999999,2020-06-19 11:00:00+00:00,TIME_EXIT_EXEC_END,0.21400362968522246,-0.2863601920334743,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2020-07-01 05:00:00+00:00,2020-07-01 06:00:00+00:00,225.5025,2020-07-01 08:55:00+00:00,LIVE_FLOOR_TOUCH,4.894841520603999,4.389799200243583,True,3,3,2,0,0,1,0
0.2,G20,external,300,05:00,2020-07-03 05:00:00+00:00,2020-07-03 08:20:00+00:00,227.43,2020-07-03 09:45:00+00:00,CLOSE_INVALIDATION_F20,-4.159398496240629,-4.655391101441686,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2020-08-28 05:00:00+00:00,2020-08-28 05:20:00+00:00,386.58500000000004,2020-08-28 07:10:00+00:00,LIVE_FLOOR_TOUCH,3.0377950515409595,2.5346088495905144,True,1,1,0,0,0,1,0
0.2,G20,external,300,05:00,2020-10-15 05:00:00+00:00,2020-10-15 06:00:00+00:00,378.29999999999995,2020-10-15 06:50:00+00:00,LIVE_FLOOR_TOUCH,1.1543219666931397,0.6530182965614587,True,1,1,0,0,0,1,0
0.2,G20,external,300,05:00,2020-12-21 05:00:00+00:00,2020-12-21 08:15:00+00:00,645.04,2020-12-21 09:00:00+00:00,CLOSE_INVALIDATION_F20,-7.329802802926933,-7.8226265882312855,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2020-12-25 05:00:00+00:00,2020-12-25 07:00:00+00:00,613.3425,2020-12-25 08:35:00+00:00,LIVE_FLOOR_TOUCH,2.4833808190367184,1.980748754250095,True,1,1,0,0,0,1,0
0.2,G20,external,300,05:00,2020-12-31 05:00:00+00:00,2020-12-31 07:35:00+00:00,749.6324999999999,2020-12-31 11:00:00+00:00,TIME_EXIT_EXEC_END,1.5793031918974303,1.0775747529249817,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2021-02-01 05:00:00+00:00,2021-02-01 07:10:00+00:00,1316.155,2021-02-01 11:00:00+00:00,TIME_EXIT_EXEC_END,3.7731407015132006,3.2692195214017565,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2021-02-24 05:00:00+00:00,2021-02-24 06:15:00+00:00,1616.365,2021-02-24 10:15:00+00:00,LIVE_FLOOR_TOUCH,18.617981705864665,18.099223103460083,True,2,2,1,0,0,1,0
0.2,G20,external,300,05:00,2021-04-15 05:00:00+00:00,2021-04-15 06:50:00+00:00,2464.6325,2021-04-15 11:00:00+00:00,CLOSE_INVALIDATION_F20,-9.787302163710033,-10.277669677789191,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2021-04-30 05:00:00+00:00,2021-04-30 05:15:00+00:00,2760.3250000000003,2021-04-30 07:20:00+00:00,LIVE_FLOOR_TOUCH,2.774988452446681,2.272064925757667,True,2,2,1,0,0,1,0
0.2,G20,external,300,05:00,2021-07-07 05:00:00+00:00,2021-07-07 08:00:00+00:00,2374.645,2021-07-07 11:00:00+00:00,TIME_EXIT_EXEC_END,-0.9716643961518608,-1.470843142382538,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2021-08-11 05:00:00+00:00,2021-08-11 06:15:00+00:00,3173.4225,2021-08-11 06:45:00+00:00,LIVE_FLOOR_TOUCH,4.031178010491754,3.5269989220255265,True,2,2,1,0,0,1,0
0.2,G20,external,300,05:00,2021-08-23 05:00:00+00:00,2021-08-23 10:20:00+00:00,3332.205,2021-08-23 11:00:00+00:00,TIME_EXIT_EXEC_END,-0.09614714580878891,-0.5962009717499935,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2021-08-25 05:00:00+00:00,2021-08-25 06:20:00+00:00,3204.8675,2021-08-25 08:20:00+00:00,CLOSE_INVALIDATION_F20,-6.140876962932129,-6.634889079910655,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2021-09-06 05:00:00+00:00,2021-09-06 09:20:00+00:00,3950.9475,2021-09-06 11:00:00+00:00,TIME_EXIT_EXEC_END,-0.23769715998505048,-0.7376095066517371,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2021-09-23 05:00:00+00:00,2021-09-23 05:30:00+00:00,3108.7525,2021-09-23 11:00:00+00:00,TIME_EXIT_EXEC_END,-4.059426088117368,-4.555518615765298,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2021-10-05 05:00:00+00:00,2021-10-05 09:10:00+00:00,3405.6725,2021-10-05 10:25:00+00:00,LIVE_FLOOR_TOUCH,6.194879572243139,5.688537863525256,True,4,4,3,0,0,1,0
0.2,G20,external,300,05:00,2021-10-14 05:00:00+00:00,2021-10-14 05:10:00+00:00,3644.2075,2021-10-14 11:00:00+00:00,TIME_EXIT_EXEC_END,-0.5917426491219177,-1.091301127233701,False,0,0,0,0,0,0,0
0.2,G20,external,300,05:00,2021-10-28 05:00:00+00:00,2021-10-28 06:10:00+00:00,3991.4375,2021-10-28 09:30:00+00:00,LIVE_FLOOR_TOUCH,15.186489829791938,14.67116100437489,True,6,6,5,0,0,1,0
0.2,G20,external,300,05:00,2021-11-02 05:00:00+00:00,2021-11-02 06:10:00+00:00,4354.425,2021-11-02 10:45:00+00:00,LIVE_FLOOR_TOUCH,11.01069142309259,10.499536309226466,True,7,7,6,0,0,1,0
0.2,G20,external,540,09:00,2020-01-02 09:00:00+00:00,2020-01-02 10:35:00+00:00,129.83249999999998,2020-01-02 15:00:00+00:00,TIME_EXIT_EXEC_END,-2.4507191958868964,-2.9484196264756175,False,0,0,0,0,0,0,0
0.2,G20,external,540,09:00,2020-01-13 09:00:00+00:00,2020-01-13 11:10:00+00:00,143.6325,2020-01-13 14:30:00+00:00,CLOSE_INVALIDATION_F20,-4.063864376098669,-4.559952467676753,False,0,0,0,0,0,0,0
0.2,G20,external,540,09:00,2020-01-16 09:00:00+00:00,2020-01-16 11:20:00+00:00,161.97250000000003,2020-01-16 11:55:00+00:00,LIVE_FLOOR_TOUCH,3.6871135532265513,3.183278357271347,True,2,2,1,0,0,1,0
0.2,G20,external,540,09:00,2020-02-17 09:00:00+00:00,2020-02-17 09:25:00+00:00,251.07999999999998,2020-02-17 11:25:00+00:00,CLOSE_INVALIDATION_F20,-16.092209654293466,-16.57627541176031,False,0,0,0,0,0,0,0
0.2,G20,external,540,09:00,2020-03-13 09:00:00+00:00,2020-03-13 11:00:00+00:00,126.125,2020-03-13 15:00:00+00:00,TIME_EXIT_EXEC_END,3.0291377601585183,2.5259602111729733,False,0,0,0,0,0,0,0
0.2,G20,external,540,09:00,2020-03-20 09:00:00+00:00,2020-03-20 11:10:00+00:00,147.90499999999997,2020-03-20 13:25:00+00:00,CLOSE_INVALIDATION_F20,-36.31832595246941,-36.78217570164226,False,0,0,0,0,0,0,0
0.2,G20,external,540,09:00,2020-04-02 09:00:00+00:00,2020-04-02 10:40:00+00:00,137.28,2020-04-02 12:10:00+00:00,LIVE_FLOOR_GAP_OPEN,-0.14504662004659574,-0.6450515709510604,True,1,1,0,0,1,0,0
