rule,partition,weeks,n,coverage,tp,sl,time,wr,exp,pf,max_ls,wilson
PDH|CONT|FLOW3,development,156,147,0.9423076923076923,75,72,0,0.5102040816326531,0.00020408163265311986,1.0416666666666792,7,0.43016726976996955
PDH|CONT|FLOW3,external,103,94,0.912621359223301,44,50,0,0.46808510638297873,-0.0006382978723403737,0.8800000000000091,7,0.3704572385638639
PDH|CONT|FLOW3,reference_validation,81,72,0.8888888888888888,33,39,0,0.4583333333333333,-0.0008333333333332755,0.846153846153856,7,0.34828438695135916
PDH|CONT|FLOW3,august,2,1,0.5,0,1,0,0.0,-0.009999999999999952,0.0,1,0.0
PDH|CONT|H1_FLOW,development,156,145,0.9294871794871795,71,74,0,0.4896551724137931,-0.0002068965517240796,0.9594594594594713,7,0.4096114857559245
PDH|CONT|H1_FLOW,external,103,95,0.9223300970873787,44,51,0,0.4631578947368421,-0.0007368421052631065,0.8627450980392246,8,0.36627474206594207
PDH|CONT|H1_FLOW,reference_validation,81,74,0.9135802469135802,34,40,0,0.4594594594594595,-0.0008108108108107532,0.85000000000001,7,0.35073184428251214
PDH|CONT|H1_FLOW,august,2,1,0.5,0,1,0,0.0,-0.009999999999999952,0.0,1,0.0
PDH|CONT|MICRO,development,156,123,0.7884615384615384,54,69,0,0.43902439024390244,-0.0012195121951218966,0.7826086956521834,9,0.354485645582187
PDH|CONT|MICRO,external,103,82,0.7961165048543689,39,43,0,0.47560975609756095,-0.00048780487804872677,0.9069767441860563,7,0.371047982844021
PDH|CONT|MICRO,reference_validation,81,64,0.7901234567901234,22,42,0,0.34375,-0.0031249999999999473,0.5238095238095296,7,0.2392297503546903
PDH|CONT|MICRO,august,2,0,0.0,0,0,0,,,,0,0.0
PDH|CONT|MICRO_PERSIST,development,156,123,0.7884615384615384,54,69,0,0.43902439024390244,-0.0012195121951218966,0.7826086956521834,9,0.354485645582187
PDH|CONT|MICRO_PERSIST,external,103,78,0.7572815533980582,38,40,0,0.48717948717948717,-0.00025641025641020415,0.9500000000000101,6,0.37948764475056745
PDH|CONT|MICRO_PERSIST,reference_validation,81,62,0.7654320987654321,21,41,0,0.3387096774193548,-0.0032258064516128507,0.5121951219512252,7,0.2334153463018197
PDH|CONT|MICRO_PERSIST,august,2,0,0.0,0,0,0,,,,0,0.0
PDH|CONT|PERSIST,development,156,142,0.9102564102564102,71,71,0,0.5,5.841864550789501e-17,1.0000000000000129,7,0.418850590194875
PDH|CONT|PERSIST,external,103,90,0.8737864077669902,44,46,0,0.4888888888888889,-0.0002222222222221706,0.9565217391304447,10,0.3882031497910542
PDH|CONT|PERSIST,reference_validation,81,72,0.8888888888888888,32,40,0,0.4444444444444444,-0.0011111111111110534,0.8000000000000094,7,0.33538885104705246
PDH|CONT|PERSIST,august,2,1,0.5,0,1,0,0.0,-0.009999999999999952,0.0,1,0.0
PDH|CONT|RAW,development,156,147,0.9423076923076923,74,73,0,0.5034013605442177,6.802721088441226e-05,1.0136986301369983,7,0.42352340304800246
PDH|CONT|RAW,external,103,96,0.9320388349514563,43,53,0,0.4479166666666667,-0.0010416666666666155,0.8113207547169897,8,0.3523559393364158
PDH|CONT|RAW,reference_validation,81,74,0.9135802469135802,34,40,0,0.4594594594594595,-0.0008108108108107547,0.8500000000000097,7,0.35073184428251214
PDH|CONT|RAW,august,2,1,0.5,0,1,0,0.0,-0.009999999999999952,0.0,1,0.0
PDH|REV|FLOW3,development,156,35,0.22435897435897437,17,18,0,0.4857142857142857,-0.00028571428571428265,0.9444444444444448,5,0.32993980391252736
PDH|REV|FLOW3,external,103,50,0.4854368932038835,25,25,0,0.5,-8.326672684688674e-19,1.0,4,0.36644286412332855
PDH|REV|FLOW3,reference_validation,81,29,0.35802469135802467,19,10,0,0.6551724137931034,0.003103448275862041,1.8999999999999961,3,0.47344776507155995
PDH|REV|FLOW3,august,2,1,0.5,0,1,0,0.0,-0.009999999999999952,0.0,1,0.0
PDH|REV|H1_FLOW,development,156,52,0.3333333333333333,24,27,1,0.46153846153846156,-0.0005501549028983973,0.8940442409232713,11,0.3334025986239788
PDH|REV|H1_FLOW,external,103,61,0.5922330097087378,29,32,0,0.47540983606557374,-0.0004918032786885226,0.90625,6,0.3553028228679598
PDH|REV|H1_FLOW,reference_validation,81,29,0.35802469135802467,15,14,0,0.5172413793103449,0.0003448275862068968,1.0714285714285718,4,0.34430737970569164
PDH|REV|H1_FLOW,august,2,1,0.5,0,1,0,0.0,-0.009999999999999952,0.0,1,0.0
PDH|REV|MICRO,development,156,30,0.19230769230769232,15,14,1,0.5,0.00037973150164277535,1.0813710360663094,10,0.3315385122717376
PDH|REV|MICRO,external,103,38,0.36893203883495146,20,18,0,0.5263157894736842,0.0005263157894736833,1.1111111111111114,6,0.37258710742710854
PDH|REV|MICRO,reference_validation,81,13,0.16049382716049382,7,6,0,0.5384615384615384,0.0007692307692307668,1.166666666666667,2,0.29143432431832045
PDH|REV|MICRO,august,2,1,0.5,0,1,0,0.0,-0.009999999999999952,0.0,1,0.0
PDH|REV|MICRO_PERSIST,development,156,11,0.07051282051282051,5,6,0,0.45454545454545453,-0.0009090909090909132,0.8333333333333317,3,0.21270957543988048
PDH|REV|MICRO_PERSIST,external,103,22,0.21359223300970873,11,11,0,0.5,1.4193192076173877e-18,1.0000000000000002,6,0.3072180469247956
