partition,side,entry_ts,entry,tp,sl,week,exit_ts,exit,reason,net_ret,bars_held,variant
development,SHORT,2022-01-03 16:45:00+00:00,46430.08,45896.13408,46824.73568,2022-W01,2022-01-03 20:15:00+00:00,45896.13408,TP,0.01,15,S1_STACK
development,SHORT,2022-01-03 20:30:00+00:00,45780.84,45254.36034,46169.977139999995,2022-W01,2022-01-03 21:30:00+00:00,46169.977139999995,SL,-0.01,5,S1_STACK
development,SHORT,2022-01-03 21:45:00+00:00,46033.04,45503.66004,46424.32084,2022-W01,2022-01-03 22:30:00+00:00,46424.32084,SL,-0.01,4,S1_STACK
development,SHORT,2022-01-03 22:45:00+00:00,46234.8,45703.0998,46627.7958,2022-W01,2022-01-03 23:15:00+00:00,46371.01,OFF,-0.004446049296201014,2,S1_STACK
development,SHORT,2022-01-04 03:00:00+00:00,46111.81,45581.524185,46503.760384999994,2022-W01,2022-01-04 03:45:00+00:00,46337.56,OFF,-0.006395708930098274,3,S1_STACK
development,SHORT,2022-01-04 04:15:00+00:00,46251.54,45719.64729,46644.67809,2022-W01,2022-01-04 04:30:00+00:00,46334.24,OFF,-0.003288048570923184,1,S1_STACK
development,SHORT,2022-01-04 04:45:00+00:00,46152.74,45621.98349,46545.03829,2022-W01,2022-01-04 05:30:00+00:00,46277.7,OFF,-0.004207531557172959,3,S1_STACK
development,SHORT,2022-01-04 05:45:00+00:00,46094.59,45564.502215,46486.39401499999,2022-W01,2022-01-04 06:30:00+00:00,46280.35,OFF,-0.005529974016473536,3,S1_STACK
development,SHORT,2022-01-04 22:00:00+00:00,46230.59,45698.938215,46623.55001499999,2022-W01,2022-01-05 00:45:00+00:00,46160.01,OFF,2.6694770713432594e-05,11,S1_STACK
development,SHORT,2022-01-05 20:00:00+00:00,44671.93,44158.202805,45051.641404999995,2022-W01,2022-01-05 20:00:00+00:00,44158.202805,TP,0.01,1,S1_STACK
development,SHORT,2022-01-05 20:15:00+00:00,44200.01,43691.709885000004,44575.710085,2022-W01,2022-01-05 21:30:00+00:00,43691.709885000004,TP,0.01,6,S1_STACK
development,SHORT,2022-01-05 21:45:00+00:00,43668.79,43166.598915,44039.974715,2022-W01,2022-01-05 22:15:00+00:00,43166.598915,TP,0.01,3,S1_STACK
development,SHORT,2022-01-05 22:30:00+00:00,42972.23,42478.049355,43337.493955,2022-W01,2022-01-05 22:30:00+00:00,43337.493955,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-05 22:45:00+00:00,43395.91,42896.85703500001,43764.775235,2022-W01,2022-01-06 01:15:00+00:00,43764.775235,SL,-0.01,11,S1_STACK
development,SHORT,2022-01-06 01:30:00+00:00,43577.27,43076.131395,43947.67679499999,2022-W01,2022-01-06 03:00:00+00:00,43076.131395,TP,0.01,7,S1_STACK
development,SHORT,2022-01-06 03:15:00+00:00,43233.08,42735.899580000005,43600.56118,2022-W01,2022-01-06 04:30:00+00:00,42735.899580000005,TP,0.01,6,S1_STACK
development,SHORT,2022-01-06 04:45:00+00:00,42756.81,42265.106685,43120.24288499999,2022-W01,2022-01-06 04:45:00+00:00,43120.24288499999,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-06 05:00:00+00:00,43007.21,42512.627085,43372.771284999995,2022-W01,2022-01-06 07:30:00+00:00,43185.41,OFF,-0.005643491289018808,10,S1_STACK
development,SHORT,2022-01-06 07:45:00+00:00,43049.99,42554.915115,43415.914914999994,2022-W01,2022-01-06 08:00:00+00:00,43222.22,OFF,-0.005500697793425711,1,S1_STACK
development,SHORT,2022-01-06 09:30:00+00:00,42743.34,42251.79159,43106.65839,2022-W01,2022-01-06 13:00:00+00:00,43048.75,OFF,-0.0086452067152451,14,S1_STACK
development,SHORT,2022-01-06 16:30:00+00:00,42854.61,42361.781985,43218.874185,2022-W01,2022-01-06 17:00:00+00:00,42878.25,OFF,-0.002051632601486718,2,S1_STACK
development,SHORT,2022-01-07 03:15:00+00:00,42769.09,42277.245465,43132.627264999996,2022-W01,2022-01-07 03:15:00+00:00,42277.245465,TP,0.01,1,S1_STACK
development,SHORT,2022-01-07 03:30:00+00:00,42261.37,41775.364245000004,42620.591645,2022-W01,2022-01-07 03:30:00+00:00,41775.364245000004,TP,0.01,1,S1_STACK
development,SHORT,2022-01-07 03:45:00+00:00,41819.13,41338.210005,42174.592605,2022-W01,2022-01-07 04:15:00+00:00,41338.210005,TP,0.01,3,S1_STACK
development,SHORT,2022-01-07 04:30:00+00:00,41437.34,40960.81059,41789.557389999994,2022-W01,2022-01-07 04:30:00+00:00,40960.81059,TP,0.01,1,S1_STACK
development,SHORT,2022-01-07 04:45:00+00:00,41418.87,40942.552995000005,41770.930395,2022-W01,2022-01-07 05:15:00+00:00,41770.930395,SL,-0.01,3,S1_STACK
development,SHORT,2022-01-07 05:30:00+00:00,41770.29,41289.931665000004,42125.337465,2022-W01,2022-01-07 07:00:00+00:00,41289.931665000004,TP,0.01,7,S1_STACK
development,SHORT,2022-01-07 07:15:00+00:00,41256.81,40782.356685,41607.49288499999,2022-W01,2022-01-07 07:15:00+00:00,41607.49288499999,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-07 07:30:00+00:00,41604.29,41125.840665,41957.926465,2022-W01,2022-01-07 08:15:00+00:00,41957.926465,SL,-0.01,4,S1_STACK
development,SHORT,2022-01-07 14:00:00+00:00,41474.25,40997.296125,41826.781125,2022-W01,2022-01-07 14:15:00+00:00,41826.781125,SL,-0.01,2,S1_STACK
development,SHORT,2022-01-07 14:30:00+00:00,41839.99,41358.830115,42195.629915,2022-W01,2022-01-07 15:30:00+00:00,41358.830115,TP,0.01,5,S1_STACK
development,SHORT,2022-01-07 15:45:00+00:00,41239.36,40765.10736,41589.89456,2022-W01,2022-01-07 15:45:00+00:00,40765.10736,TP,0.01,1,S1_STACK
development,SHORT,2022-01-07 16:00:00+00:00,41297.14,40822.222890000005,41648.165689999994,2022-W01,2022-01-07 16:15:00+00:00,41648.165689999994,SL,-0.01,2,S1_STACK
development,SHORT,2022-01-07 16:30:00+00:00,41678.02,41198.72277,42032.283169999995,2022-W01,2022-01-07 16:45:00+00:00,42032.283169999995,SL,-0.01,2,S1_STACK
development,SHORT,2022-01-07 17:45:00+00:00,41873.41,41391.865785,42229.333985000005,2022-W01,2022-01-07 18:00:00+00:00,41978.8,OFF,-0.004016871685396493,1,S1_STACK
development,SHORT,2022-01-07 20:15:00+00:00,41707.39,41227.755015,42061.902814999994,2022-W01,2022-01-07 20:45:00+00:00,41841.01,OFF,-0.004703748784088356,2,S1_STACK
development,SHORT,2022-01-07 22:45:00+00:00,41555.72,41077.82922,41908.94362,2022-W01,2022-01-08 00:30:00+00:00,41778.82,OFF,-0.0068686953324354465,7,S1_STACK
development,SHORT,2022-01-08 17:00:00+00:00,41342.06,40866.62631,41693.467509999995,2022-W01,2022-01-08 17:45:00+00:00,40866.62631,TP,0.01,4,S1_STACK
development,SHORT,2022-01-08 18:00:00+00:00,40844.88,40375.16388,41192.06148,2022-W01,2022-01-08 18:15:00+00:00,41192.06148,SL,-0.01,2,S1_STACK
development,SHORT,2022-01-08 18:30:00+00:00,41108.88,40636.12788,41458.305479999995,2022-W01,2022-01-08 18:45:00+00:00,40636.12788,TP,0.01,2,S1_STACK
development,SHORT,2022-01-08 19:00:00+00:00,40684.1,40216.23285,41029.914849999994,2022-W01,2022-01-08 19:00:00+00:00,41029.914849999994,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-08 19:15:00+00:00,41012.02,40540.38177,41360.622169999995,2022-W01,2022-01-08 21:15:00+00:00,41360.622169999995,SL,-0.01,9,S1_STACK
development,SHORT,2022-01-10 11:00:00+00:00,41765.0,41284.7025,42120.002499999995,2022-W02,2022-01-10 12:30:00+00:00,41284.7025,TP,0.01,7,S1_STACK
development,SHORT,2022-01-10 12:45:00+00:00,41240.88,40766.609879999996,41591.42748,2022-W02,2022-01-10 13:15:00+00:00,40766.609879999996,TP,0.01,3,S1_STACK
development,SHORT,2022-01-10 13:30:00+00:00,40846.14,40376.40939,41193.33219,2022-W02,2022-01-10 14:15:00+00:00,40376.40939,TP,0.01,4,S1_STACK
development,SHORT,2022-01-10 14:30:00+00:00,39874.65,39416.091525,40213.584525,2022-W02,2022-01-10 14:30:00+00:00,40213.584525,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-10 14:45:00+00:00,40665.57,40197.915945,41011.227345,2022-W02,2022-01-10 14:45:00+00:00,41011.227345,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-10 15:00:00+00:00,40768.61,40299.770985,41115.143185,2022-W02,2022-01-10 15:30:00+00:00,41115.143185,SL,-0.01,3,S1_STACK
development,SHORT,2022-01-10 15:45:00+00:00,40997.98,40526.50323,41346.462830000004,2022-W02,2022-01-10 16:15:00+00:00,41346.462830000004,SL,-0.01,3,S1_STACK
development,SHORT,2022-01-17 01:15:00+00:00,42849.67,42356.898795,43213.89219499999,2022-W03,2022-01-17 05:00:00+00:00,42356.898795,TP,0.01,16,S1_STACK
development,SHORT,2022-01-17 05:15:00+00:00,42385.91,41898.472035000006,42746.190235,2022-W03,2022-01-17 06:15:00+00:00,42746.190235,SL,-0.01,5,S1_STACK
development,SHORT,2022-01-17 07:00:00+00:00,42730.98,42239.573730000004,43094.19333,2022-W03,2022-01-17 07:15:00+00:00,42826.6,OFF,-0.003737720735634774,1,S1_STACK
development,SHORT,2022-01-17 12:00:00+00:00,42656.61,42166.058985,43019.191184999996,2022-W03,2022-01-17 14:45:00+00:00,42701.52,OFF,-0.00255282627944403,11,S1_STACK
development,SHORT,2022-01-17 15:00:00+00:00,42645.25,42154.829625,43007.734625,2022-W03,2022-01-17 16:00:00+00:00,42154.829625,TP,0.01,5,S1_STACK
development,SHORT,2022-01-17 16:15:00+00:00,42215.15,41729.675775,42573.978774999996,2022-W03,2022-01-17 21:30:00+00:00,41729.675775,TP,0.01,22,S1_STACK
development,SHORT,2022-01-17 21:45:00+00:00,41639.14,41160.28989,41993.07269,2022-W03,2022-01-17 22:30:00+00:00,41993.07269,SL,-0.01,4,S1_STACK
development,SHORT,2022-01-18 04:15:00+00:00,42025.91,41542.612035000006,42383.130235000004,2022-W03,2022-01-18 06:15:00+00:00,42200.46,OFF,-0.005653390134800094,8,S1_STACK
development,SHORT,2022-01-18 08:15:00+00:00,41843.18,41361.98343,42198.84703,2022-W03,2022-01-18 10:45:00+00:00,41996.89,OFF,-0.0051734779717984,10,S1_STACK
development,SHORT,2022-01-18 11:00:00+00:00,41909.99,41428.025115,42266.224915,2022-W03,2022-01-18 13:15:00+00:00,41428.025115,TP,0.01,10,S1_STACK
development,SHORT,2022-01-18 13:30:00+00:00,41429.29,40952.853165,41781.438965,2022-W03,2022-01-18 15:15:00+00:00,41781.438965,SL,-0.01,8,S1_STACK
development,SHORT,2022-01-18 16:00:00+00:00,41574.09,41095.987965,41927.469764999994,2022-W03,2022-01-18 16:45:00+00:00,41692.33,OFF,-0.00434407908868256,3,S1_STACK
development,SHORT,2022-01-18 17:15:00+00:00,41603.49,41125.049865,41957.119665,2022-W03,2022-01-18 19:00:00+00:00,41596.99,OFF,-0.001343763107373884,7,S1_STACK
development,SHORT,2022-01-19 08:00:00+00:00,41271.21,40796.591085,41622.015284999994,2022-W03,2022-01-19 09:45:00+00:00,41622.015284999994,SL,-0.01,8,S1_STACK
development,SHORT,2022-01-19 10:15:00+00:00,41441.91,40965.328035000006,41794.166235000004,2022-W03,2022-01-19 11:00:00+00:00,41794.166235000004,SL,-0.01,4,S1_STACK
development,SHORT,2022-01-19 22:00:00+00:00,41704.26,41224.66101,42058.74621,2022-W03,2022-01-19 22:45:00+00:00,41948.55,OFF,-0.007357674971333937,3,S1_STACK
development,SHORT,2022-01-20 00:00:00+00:00,41656.9,41177.84565,42010.98365,2022-W03,2022-01-20 01:00:00+00:00,41824.64,OFF,-0.005526703859384639,4,S1_STACK
development,SHORT,2022-01-20 01:15:00+00:00,41787.9,41307.33915,42143.09715,2022-W03,2022-01-20 02:15:00+00:00,41899.2,OFF,-0.004163450424644331,4,S1_STACK
development,SHORT,2022-01-21 00:00:00+00:00,40662.06,40194.44631,41007.687509999996,2022-W03,2022-01-21 00:30:00+00:00,41007.687509999996,SL,-0.01,3,S1_STACK
development,SHORT,2022-01-21 00:45:00+00:00,41037.31,40565.380935,41386.127134999995,2022-W03,2022-01-21 01:30:00+00:00,40565.380935,TP,0.01,4,S1_STACK
development,SHORT,2022-01-21 01:45:00+00:00,39991.68,39531.77568,40331.60928,2022-W03,2022-01-21 02:15:00+00:00,39531.77568,TP,0.01,3,S1_STACK
development,SHORT,2022-01-21 02:30:00+00:00,40148.87,39687.157995,40490.135395,2022-W03,2022-01-21 03:00:00+00:00,39687.157995,TP,0.01,3,S1_STACK
development,SHORT,2022-01-21 03:15:00+00:00,39645.01,39189.092385,39981.992585,2022-W03,2022-01-21 03:15:00+00:00,39189.092385,TP,0.01,1,S1_STACK
development,SHORT,2022-01-21 03:30:00+00:00,38925.51,38477.866635000006,39256.376835,2022-W03,2022-01-21 03:30:00+00:00,38477.866635000006,TP,0.01,1,S1_STACK
development,SHORT,2022-01-21 03:45:00+00:00,38629.99,38185.745115,38958.344914999994,2022-W03,2022-01-21 04:30:00+00:00,38958.344914999994,SL,-0.01,4,S1_STACK
development,SHORT,2022-01-21 04:45:00+00:00,38822.36,38375.90286,39152.35006,2022-W03,2022-01-21 07:45:00+00:00,39152.35006,SL,-0.01,13,S1_STACK
development,SHORT,2022-01-21 11:45:00+00:00,38853.73,38406.912105,39183.986705,2022-W03,2022-01-21 12:30:00+00:00,38406.912105,TP,0.01,4,S1_STACK
development,SHORT,2022-01-21 12:45:00+00:00,37974.11,37537.407735,38296.889935,2022-W03,2022-01-21 13:00:00+00:00,38296.889935,SL,-0.01,2,S1_STACK
development,SHORT,2022-01-21 13:15:00+00:00,38397.66,37956.086910000005,38724.04011,2022-W03,2022-01-21 13:45:00+00:00,38724.04011,SL,-0.01,3,S1_STACK
development,SHORT,2022-01-21 14:00:00+00:00,38485.78,38043.193530000004,38812.90913,2022-W03,2022-01-21 14:30:00+00:00,38812.90913,SL,-0.01,3,S1_STACK
development,SHORT,2022-01-21 14:45:00+00:00,38369.31,37928.062935,38695.449134999995,2022-W03,2022-01-21 15:30:00+00:00,38695.449134999995,SL,-0.01,4,S1_STACK
development,SHORT,2022-01-21 18:30:00+00:00,38167.4,37728.4749,38491.8229,2022-W03,2022-01-21 20:00:00+00:00,37728.4749,TP,0.01,7,S1_STACK
development,SHORT,2022-01-21 20:15:00+00:00,37640.17,37207.308045,37960.111444999995,2022-W03,2022-01-21 20:15:00+00:00,37960.111444999995,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-21 20:30:00+00:00,37750.01,37315.88488500001,38070.885085,2022-W03,2022-01-21 20:30:00+00:00,38070.885085,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-21 20:45:00+00:00,38195.0,37755.7575,38519.6575,2022-W03,2022-01-21 21:30:00+00:00,37755.7575,TP,0.01,4,S1_STACK
development,SHORT,2022-01-21 21:45:00+00:00,37456.94,37026.185190000004,37775.32399,2022-W03,2022-01-21 21:45:00+00:00,37026.185190000004,TP,0.01,1,S1_STACK
development,SHORT,2022-01-21 22:00:00+00:00,36635.18,36213.87543,36946.57903,2022-W03,2022-01-21 22:00:00+00:00,36946.57903,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-21 22:15:00+00:00,36826.27,36402.767895,37139.293294999996,2022-W03,2022-01-21 22:30:00+00:00,36402.767895,TP,0.01,2,S1_STACK
development,SHORT,2022-01-21 22:45:00+00:00,36412.43,35993.687055,36721.935655,2022-W03,2022-01-21 22:45:00+00:00,35993.687055,TP,0.01,1,S1_STACK
development,SHORT,2022-01-21 23:00:00+00:00,36094.99,35679.897615,36401.79741499999,2022-W03,2022-01-21 23:00:00+00:00,36401.79741499999,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-21 23:15:00+00:00,36342.87,35924.926995,36651.784395,2022-W03,2022-01-21 23:15:00+00:00,36651.784395,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-21 23:30:00+00:00,36703.63,36281.538255,37015.610855,2022-W03,2022-01-21 23:45:00+00:00,36281.538255,TP,0.01,2,S1_STACK
development,SHORT,2022-01-22 00:00:00+00:00,36426.46,36007.55571,36736.08491,2022-W03,2022-01-22 00:00:00+00:00,36736.08491,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-22 00:15:00+00:00,36335.38,35917.52313,36644.230729999996,2022-W03,2022-01-22 00:30:00+00:00,36644.230729999996,SL,-0.01,2,S1_STACK
development,SHORT,2022-01-22 00:45:00+00:00,36534.12,36113.977620000005,36844.66002,2022-W03,2022-01-22 03:30:00+00:00,36113.977620000005,TP,0.01,12,S1_STACK
development,SHORT,2022-01-22 03:45:00+00:00,36109.51,35694.250635000004,36416.440835,2022-W03,2022-01-22 05:45:00+00:00,35694.250635000004,TP,0.01,9,S1_STACK
development,SHORT,2022-01-22 06:00:00+00:00,35731.45,35320.538325,36035.167324999995,2022-W03,2022-01-22 07:15:00+00:00,35320.538325,TP,0.01,6,S1_STACK
development,SHORT,2022-01-22 07:30:00+00:00,35340.55,34934.133675000005,35640.944675,2022-W03,2022-01-22 07:45:00+00:00,35640.944675,SL,-0.01,2,S1_STACK
development,SHORT,2022-01-22 08:00:00+00:00,35377.17,34970.332545,35677.875945,2022-W03,2022-01-22 08:00:00+00:00,35677.875945,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-22 08:15:00+00:00,35621.85,35212.198725,35924.635725,2022-W03,2022-01-22 09:30:00+00:00,35212.198725,TP,0.01,6,S1_STACK
development,SHORT,2022-01-22 09:45:00+00:00,35125.32,34721.37882,35423.88522,2022-W03,2022-01-22 09:45:00+00:00,34721.37882,TP,0.01,1,S1_STACK
development,SHORT,2022-01-22 10:00:00+00:00,34802.19,34401.96481500001,35098.008615,2022-W03,2022-01-22 10:00:00+00:00,34401.96481500001,TP,0.01,1,S1_STACK
development,SHORT,2022-01-22 10:15:00+00:00,34440.0,34043.94,34732.74,2022-W03,2022-01-22 10:15:00+00:00,34732.74,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-22 10:30:00+00:00,34881.46,34480.32321,35177.95241,2022-W03,2022-01-22 10:30:00+00:00,35177.95241,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-22 11:00:00+00:00,35460.75,35052.951375000004,35762.166375,2022-W03,2022-01-22 11:30:00+00:00,35052.951375000004,TP,0.01,3,S1_STACK
development,SHORT,2022-01-22 11:45:00+00:00,35061.6,34658.3916,35359.6236,2022-W03,2022-01-22 11:45:00+00:00,35359.6236,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-22 12:00:00+00:00,35383.04,34976.13504,35683.79584,2022-W03,2022-01-22 12:15:00+00:00,35545.93,OFF,-0.006103618004558107,1,S1_STACK
development,SHORT,2022-01-22 12:30:00+00:00,35365.92,34959.21192,35666.53032,2022-W03,2022-01-22 12:30:00+00:00,35666.53032,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-22 15:30:00+00:00,35012.84,34610.19234,35310.44914,2022-W03,2022-01-22 16:00:00+00:00,35310.44914,SL,-0.01,3,S1_STACK
development,SHORT,2022-01-22 16:15:00+00:00,35321.14,34914.94689,35621.36969,2022-W03,2022-01-22 16:45:00+00:00,34914.94689,TP,0.01,3,S1_STACK
development,SHORT,2022-01-22 17:00:00+00:00,35085.03,34681.552155,35383.252754999994,2022-W03,2022-01-22 17:15:00+00:00,34681.552155,TP,0.01,2,S1_STACK
development,SHORT,2022-01-22 17:30:00+00:00,34610.11,34212.093735,34904.295935,2022-W03,2022-01-22 18:00:00+00:00,34212.093735,TP,0.01,3,S1_STACK
development,SHORT,2022-01-22 18:15:00+00:00,34487.2,34090.5972,34780.341199999995,2022-W03,2022-01-22 19:45:00+00:00,34780.341199999995,SL,-0.01,7,S1_STACK
development,SHORT,2022-01-22 20:00:00+00:00,34506.48,34109.65548,34799.78508,2022-W03,2022-01-22 20:00:00+00:00,34799.78508,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-23 03:15:00+00:00,34871.79,34470.764415000005,35168.200215,2022-W03,2022-01-23 04:00:00+00:00,35168.200215,SL,-0.01,4,S1_STACK
development,SHORT,2022-01-23 05:15:00+00:00,34978.62,34576.36587,35275.93827,2022-W03,2022-01-23 05:45:00+00:00,35275.93827,SL,-0.01,3,S1_STACK
development,SHORT,2022-01-23 20:00:00+00:00,34763.65,34363.868025,35059.141025,2022-W03,2022-01-23 20:00:00+00:00,35059.141025,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-23 20:30:00+00:00,35071.05,34667.732925000004,35369.153925,2022-W03,2022-01-23 21:00:00+00:00,35271.3,OFF,-0.007209837601098444,2,S1_STACK
development,SHORT,2022-01-24 07:00:00+00:00,35259.21,34853.729085,35558.913284999995,2022-W04,2022-01-24 07:45:00+00:00,34853.729085,TP,0.01,4,S1_STACK
development,SHORT,2022-01-24 08:00:00+00:00,34875.54,34474.47129,35171.98209,2022-W04,2022-01-24 08:30:00+00:00,35171.98209,SL,-0.01,3,S1_STACK
development,SHORT,2022-01-24 08:45:00+00:00,35130.29,34726.291665000004,35428.897465,2022-W04,2022-01-24 08:45:00+00:00,35428.897465,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-24 09:00:00+00:00,34952.38,34550.42763,35249.47523,2022-W04,2022-01-24 09:15:00+00:00,34550.42763,TP,0.01,2,S1_STACK
development,SHORT,2022-01-24 09:30:00+00:00,34711.04,34311.863040000004,35006.08384,2022-W04,2022-01-24 10:00:00+00:00,34311.863040000004,TP,0.01,3,S1_STACK
development,SHORT,2022-01-24 10:15:00+00:00,33853.39,33464.076015,34141.143814999996,2022-W04,2022-01-24 10:15:00+00:00,33464.076015,TP,0.01,1,S1_STACK
development,SHORT,2022-01-24 10:30:00+00:00,33522.12,33136.615620000004,33807.058020000004,2022-W04,2022-01-24 11:00:00+00:00,33807.058020000004,SL,-0.01,3,S1_STACK
development,SHORT,2022-01-24 11:15:00+00:00,33849.95,33460.675575,34137.674575,2022-W04,2022-01-24 11:15:00+00:00,34137.674575,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-24 11:30:00+00:00,33760.03,33371.789655,34046.990255,2022-W04,2022-01-24 12:30:00+00:00,33371.789655,TP,0.01,5,S1_STACK
development,SHORT,2022-01-24 12:45:00+00:00,33378.66,32994.80541000001,33662.37861,2022-W04,2022-01-24 12:45:00+00:00,32994.80541000001,TP,0.01,1,S1_STACK
development,SHORT,2022-01-24 13:00:00+00:00,33080.0,32699.58,33361.18,2022-W04,2022-01-24 13:00:00+00:00,33361.18,SL,-0.01,1,S1_STACK
development,SHORT,2022-01-24 13:15:00+00:00,33447.6,33062.9526,33731.904599999994,2022-W04,2022-01-24 14:30:00+00:00,33731.904599999994,SL,-0.01,6,S1_STACK
development,SHORT,2022-01-24 14:45:00+00:00,33690.98,33303.53373,33977.35333,2022-W04,2022-01-24 15:00:00+00:00,33303.53373,TP,0.01,2,S1_STACK
development,SHORT,2022-01-24 15:15:00+00:00,33439.49,33054.935865,33723.725665,2022-W04,2022-01-24 15:15:00+00:00,33723.725665,SL,-0.01,1,S1_STACK
development,SHORT,2022-02-03 01:00:00+00:00,36870.57,36446.558445,37183.969845,2022-W05,2022-02-03 05:30:00+00:00,36978.0,OFF,-0.004413705971998803,18,S1_STACK
development,SHORT,2022-02-03 10:00:00+00:00,36593.92,36173.08992,36904.96832,2022-W05,2022-02-03 14:45:00+00:00,36656.37,OFF,-0.0032065676483962733,19,S1_STACK
development,SHORT,2022-02-03 15:00:00+00:00,36491.31,36071.659934999996,36801.486135,2022-W05,2022-02-03 15:15:00+00:00,36592.53,OFF,-0.004273811079953114,1,S1_STACK
development,SHORT,2022-02-03 19:30:00+00:00,36620.01,36198.879885,36931.280085,2022-W05,2022-02-03 21:15:00+00:00,36728.73,OFF,-0.004468868659511514,7,S1_STACK
development,LONG,2022-02-04 20:00:00+00:00,40703.33,41171.418295,40357.351695000005,2022-W05,2022-02-04 22:00:00+00:00,40357.351695000005,SL,-0.01,9,S1_STACK
development,LONG,2022-02-04 22:15:00+00:00,40499.99,40965.739885,40155.740085,2022-W05,2022-02-04 23:45:00+00:00,40965.739885,TP,0.01,7,S1_STACK
development,LONG,2022-02-05 00:00:00+00:00,41550.0,42027.825000000004,41196.825000000004,2022-W05,2022-02-05 01:45:00+00:00,41196.825000000004,SL,-0.01,8,S1_STACK
development,LONG,2022-02-05 02:00:00+00:00,41262.32,41736.83668,40911.590280000004,2022-W05,2022-02-05 06:30:00+00:00,41736.83668,TP,0.01,19,S1_STACK
development,LONG,2022-02-05 06:45:00+00:00,41489.54,41966.66971,41136.87891,2022-W05,2022-02-05 07:15:00+00:00,41432.12,OFF,-0.0028839632832757243,2,S1_STACK
development,LONG,2022-02-05 10:45:00+00:00,41488.62,41965.73913,41135.96673000001,2022-W05,2022-02-05 11:30:00+00:00,41464.79,OFF,-0.0020743743706105864,3,S1_STACK
development,LONG,2022-02-05 15:15:00+00:00,41581.23,42059.414145,41227.78954500001,2022-W05,2022-02-05 16:45:00+00:00,41461.3,OFF,-0.004384234064264079,6,S1_STACK
development,LONG,2022-02-05 19:00:00+00:00,41659.8,42138.88770000001,41305.6917,2022-W05,2022-02-05 20:15:00+00:00,41448.53,OFF,-0.006571315752836147,5,S1_STACK
development,LONG,2022-02-05 21:15:00+00:00,41700.29,42179.843335000005,41345.837535000006,2022-W05,2022-02-05 23:30:00+00:00,41498.05,OFF,-0.006349846367974808,9,S1_STACK
development,LONG,2022-02-06 10:00:00+00:00,41631.0,42109.7565,41277.1365,2022-W05,2022-02-06 11:15:00+00:00,41518.89,OFF,-0.004192945161057891,5,S1_STACK
development,LONG,2022-02-06 13:30:00+00:00,41670.04,42149.245460000006,41315.84466,2022-W05,2022-02-06 14:30:00+00:00,42149.245460000006,TP,0.01,5,S1_STACK
development,LONG,2022-02-06 17:30:00+00:00,41685.61,42164.994515000006,41331.282315000004,2022-W05,2022-02-06 18:00:00+00:00,41619.99,OFF,-0.0030741643219326918,2,S1_STACK
development,LONG,2022-02-06 20:00:00+00:00,41692.8,42172.2672,41338.4112,2022-W05,2022-02-06 20:15:00+00:00,41656.52,OFF,-0.0023701742267251955,1,S1_STACK
development,LONG,2022-02-06 22:00:00+00:00,41632.61,42111.385015,41278.732815,2022-W05,2022-02-06 23:00:00+00:00,41575.8,OFF,-0.002864555332946882,4,S1_STACK
development,LONG,2022-02-06 23:15:00+00:00,41695.47,42174.967905000005,41341.058505,2022-W05,2022-02-06 23:15:00+00:00,42174.967905000005,TP,0.01,1,S1_STACK
development,LONG,2022-02-06 23:30:00+00:00,42145.63,42630.304745,41787.392145,2022-W05,2022-02-06 23:45:00+00:00,42630.304745,TP,0.01,2,S1_STACK
development,LONG,2022-02-07 00:00:00+00:00,42361.34,42848.495409999996,42001.26861,2022-W06,2022-02-07 00:15:00+00:00,42001.26861,SL,-0.01,2,S1_STACK
development,LONG,2022-02-07 00:30:00+00:00,41750.01,42230.135115000005,41395.134915,2022-W06,2022-02-07 01:45:00+00:00,42230.135115000005,TP,0.01,6,S1_STACK
development,LONG,2022-02-07 02:00:00+00:00,42083.75,42567.713125,41726.038125,2022-W06,2022-02-07 02:30:00+00:00,42567.713125,TP,0.01,3,S1_STACK
development,LONG,2022-02-07 02:45:00+00:00,42535.02,43024.17273,42173.47233,2022-W06,2022-02-07 05:15:00+00:00,43024.17273,TP,0.01,11,S1_STACK
development,LONG,2022-02-07 05:30:00+00:00,42742.04,43233.57346000001,42378.73266,2022-W06,2022-02-07 08:30:00+00:00,42568.26,OFF,-0.005565786284416894,12,S1_STACK
