local_date,partition,london_open_utc,ny_open_utc,ny_close_utc,london_utc_offset_hours,ny_utc_offset_hours,reference_minutes,reference_bars,duration_regime,H,L,R,qualified,reason,hi_visits,lo_visits,k1_start,k1_signal,leave,leave_start,leave_ts,terminal,terminal_start,minutes_leave_to_h2
2021-10-12,external,2021-10-12 07:00:00+00:00,2021-10-12 13:30:00+00:00,2021-10-12 20:00:00+00:00,1.0,-4.0,390,78,NORMAL_6H30,421.76,392.14,29.620000000000005,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-10-12 13:30:00+00:00,
2021-10-13,external,2021-10-13 07:00:00+00:00,2021-10-13 13:30:00+00:00,2021-10-13 20:00:00+00:00,1.0,-4.0,390,78,NORMAL_6H30,467.73,440.44,27.29000000000002,False,NO_K1,0,0,,,False,,,NO_K1,,
2021-10-14,external,2021-10-14 07:00:00+00:00,2021-10-14 13:30:00+00:00,2021-10-14 20:00:00+00:00,1.0,-4.0,390,78,NORMAL_6H30,482.27,473.5,8.769999999999982,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2021-10-14 14:25:00+00:00,
2021-10-15,external,2021-10-15 07:00:00+00:00,2021-10-15 13:30:00+00:00,2021-10-15 20:00:00+00:00,1.0,-4.0,390,78,NORMAL_6H30,467.63,451.48,16.149999999999977,True,,1,0,2021-10-15 16:45:00+00:00,2021-10-15 16:50:00+00:00,True,2021-10-15 16:50:00+00:00,2021-10-15 16:55:00+00:00,H2_ARRIVAL,2021-10-15 16:55:00+00:00,5.0
2021-10-18,external,2021-10-18 07:00:00+00:00,2021-10-18 13:30:00+00:00,2021-10-18 20:00:00+00:00,1.0,-4.0,390,78,NORMAL_6H30,481.99,465.55,16.439999999999998,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-10-18 14:55:00+00:00,
2021-10-19,external,2021-10-19 07:00:00+00:00,2021-10-19 13:30:00+00:00,2021-10-19 20:00:00+00:00,1.0,-4.0,390,78,NORMAL_6H30,492.98,485.5,7.480000000000018,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2021-10-19 14:00:00+00:00,
2021-10-20,external,2021-10-20 07:00:00+00:00,2021-10-20 13:30:00+00:00,2021-10-20 20:00:00+00:00,1.0,-4.0,390,78,NORMAL_6H30,489.6,483.47,6.1299999999999955,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-10-20 13:30:00+00:00,
2021-10-21,external,2021-10-21 07:00:00+00:00,2021-10-21 13:30:00+00:00,2021-10-21 20:00:00+00:00,1.0,-4.0,390,78,NORMAL_6H30,498.39,483.59,14.800000000000011,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-10-21 14:20:00+00:00,
2021-10-22,external,2021-10-22 07:00:00+00:00,2021-10-22 13:30:00+00:00,2021-10-22 20:00:00+00:00,1.0,-4.0,390,78,NORMAL_6H30,498.51,482.26,16.25,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2021-10-22 14:00:00+00:00,
2021-10-25,external,2021-10-25 07:00:00+00:00,2021-10-25 13:30:00+00:00,2021-10-25 20:00:00+00:00,1.0,-4.0,390,78,NORMAL_6H30,485.36,481.68,3.680000000000007,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-10-25 14:00:00+00:00,
2021-10-26,external,2021-10-26 07:00:00+00:00,2021-10-26 13:30:00+00:00,2021-10-26 20:00:00+00:00,1.0,-4.0,390,78,NORMAL_6H30,490.7,484.01,6.689999999999998,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-10-26 14:00:00+00:00,
2021-10-27,external,2021-10-27 07:00:00+00:00,2021-10-27 13:30:00+00:00,2021-10-27 20:00:00+00:00,1.0,-4.0,390,78,NORMAL_6H30,484.09,429.9,54.19,False,NO_K1,0,0,,,False,,,NO_K1,,
2021-10-28,external,2021-10-28 07:00:00+00:00,2021-10-28 13:30:00+00:00,2021-10-28 20:00:00+00:00,1.0,-4.0,390,78,NORMAL_6H30,484.04,454.2,29.840000000000032,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-10-28 14:50:00+00:00,
2021-10-29,external,2021-10-29 07:00:00+00:00,2021-10-29 13:30:00+00:00,2021-10-29 20:00:00+00:00,1.0,-4.0,390,78,NORMAL_6H30,504.58,490.03,14.550000000000011,True,,1,0,2021-10-29 13:35:00+00:00,2021-10-29 13:40:00+00:00,False,,,BREAK_DURING_K1,2021-10-29 13:40:00+00:00,
2021-11-01,external,2021-11-01 08:00:00+00:00,2021-11-01 13:30:00+00:00,2021-11-01 20:00:00+00:00,0.0,-4.0,330,66,DST_MISMATCH_5H30,540.85,526.58,14.269999999999982,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-11-01 16:40:00+00:00,
2021-11-02,external,2021-11-02 08:00:00+00:00,2021-11-02 13:30:00+00:00,2021-11-02 20:00:00+00:00,0.0,-4.0,330,66,DST_MISMATCH_5H30,551.25,537.2,14.049999999999955,True,,1,0,2021-11-02 14:00:00+00:00,2021-11-02 14:05:00+00:00,False,,,BREAK_DURING_K1,2021-11-02 14:05:00+00:00,
2021-11-03,external,2021-11-03 08:00:00+00:00,2021-11-03 13:30:00+00:00,2021-11-03 20:00:00+00:00,0.0,-4.0,330,66,DST_MISMATCH_5H30,555.54,538.52,17.019999999999982,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2021-11-03 13:40:00+00:00,
2021-11-04,external,2021-11-04 08:00:00+00:00,2021-11-04 13:30:00+00:00,2021-11-04 20:00:00+00:00,0.0,-4.0,330,66,DST_MISMATCH_5H30,560.48,550.68,9.800000000000068,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-11-04 15:05:00+00:00,
2021-11-05,external,2021-11-05 08:00:00+00:00,2021-11-05 13:30:00+00:00,2021-11-05 20:00:00+00:00,0.0,-4.0,330,66,DST_MISMATCH_5H30,618.32,587.21,31.110000000000014,False,NO_K1,0,0,,,False,,,NO_K1,,
2021-11-08,external,2021-11-08 08:00:00+00:00,2021-11-08 14:30:00+00:00,2021-11-08 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,655.12,633.48,21.639999999999986,False,NO_K1,0,0,,,False,,,NO_K1,,
2021-11-09,external,2021-11-09 08:00:00+00:00,2021-11-09 14:30:00+00:00,2021-11-09 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,650.0,638.6,11.399999999999977,True,,1,0,2021-11-09 14:40:00+00:00,2021-11-09 14:45:00+00:00,True,2021-11-09 14:50:00+00:00,2021-11-09 14:55:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2021-11-09 17:05:00+00:00,
2021-11-10,external,2021-11-10 08:00:00+00:00,2021-11-10 14:30:00+00:00,2021-11-10 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,662.8,642.55,20.25,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2021-11-10 17:45:00+00:00,
2021-11-11,external,2021-11-11 08:00:00+00:00,2021-11-11 14:30:00+00:00,2021-11-11 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,635.0,617.91,17.090000000000032,False,NO_K1,0,0,,,False,,,NO_K1,,
2021-11-12,external,2021-11-12 08:00:00+00:00,2021-11-12 14:30:00+00:00,2021-11-12 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,627.33,607.88,19.450000000000045,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-11-12 16:25:00+00:00,
2021-11-15,external,2021-11-15 08:00:00+00:00,2021-11-15 14:30:00+00:00,2021-11-15 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,659.0,638.18,20.82000000000005,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2021-11-15 15:00:00+00:00,
2021-11-16,external,2021-11-16 08:00:00+00:00,2021-11-16 14:30:00+00:00,2021-11-16 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,617.83,568.0,49.83000000000004,False,NO_K1,0,0,,,False,,,NO_K1,,
2021-11-17,external,2021-11-17 08:00:00+00:00,2021-11-17 14:30:00+00:00,2021-11-17 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,586.49,554.0,32.49000000000001,False,NO_K1,0,0,,,False,,,NO_K1,,
2021-11-18,external,2021-11-18 08:00:00+00:00,2021-11-18 14:30:00+00:00,2021-11-18 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,575.24,558.88,16.360000000000014,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-11-18 14:40:00+00:00,
2021-11-19,external,2021-11-19 08:00:00+00:00,2021-11-19 14:30:00+00:00,2021-11-19 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,576.66,545.9,30.75999999999999,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-11-19 14:40:00+00:00,
2021-11-22,external,2021-11-22 08:00:00+00:00,2021-11-22 14:30:00+00:00,2021-11-22 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,584.72,565.73,18.99000000000001,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-11-22 18:30:00+00:00,
2021-11-23,external,2021-11-23 08:00:00+00:00,2021-11-23 14:30:00+00:00,2021-11-23 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,596.85,560.28,36.57000000000005,True,,1,0,2021-11-23 14:30:00+00:00,2021-11-23 14:35:00+00:00,True,2021-11-23 14:35:00+00:00,2021-11-23 14:40:00+00:00,H2_ARRIVAL,2021-11-23 14:50:00+00:00,15.0
2021-11-24,external,2021-11-24 08:00:00+00:00,2021-11-24 14:30:00+00:00,2021-11-24 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,593.15,577.77,15.379999999999995,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2021-11-24 14:45:00+00:00,
2021-11-25,external,2021-11-25 08:00:00+00:00,2021-11-25 14:30:00+00:00,2021-11-25 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,641.8,608.67,33.129999999999995,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-11-25 15:30:00+00:00,
2021-11-26,external,2021-11-26 08:00:00+00:00,2021-11-26 14:30:00+00:00,2021-11-26 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,610.9,564.49,46.40999999999997,False,NO_K1,0,0,,,False,,,NO_K1,,
2021-11-29,external,2021-11-29 08:00:00+00:00,2021-11-29 14:30:00+00:00,2021-11-29 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,627.68,604.6,23.079999999999927,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-11-29 17:15:00+00:00,
2021-11-30,external,2021-11-30 08:00:00+00:00,2021-11-30 14:30:00+00:00,2021-11-30 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,632.62,608.78,23.840000000000032,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-11-30 15:10:00+00:00,
2021-12-01,external,2021-12-01 08:00:00+00:00,2021-12-01 14:30:00+00:00,2021-12-01 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,650.75,633.5,17.25,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-12-01 19:05:00+00:00,
2021-12-02,external,2021-12-02 08:00:00+00:00,2021-12-02 14:30:00+00:00,2021-12-02 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,630.95,615.7,15.25,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2021-12-02 16:45:00+00:00,
2021-12-03,external,2021-12-03 08:00:00+00:00,2021-12-03 14:30:00+00:00,2021-12-03 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,628.29,618.48,9.809999999999945,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2021-12-03 14:40:00+00:00,
2021-12-06,external,2021-12-06 08:00:00+00:00,2021-12-06 14:30:00+00:00,2021-12-06 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,564.29,537.37,26.91999999999996,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-12-06 15:20:00+00:00,
2021-12-07,external,2021-12-07 08:00:00+00:00,2021-12-07 14:30:00+00:00,2021-12-07 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,591.1,574.0,17.100000000000023,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2021-12-07 20:30:00+00:00,
2021-12-08,external,2021-12-08 08:00:00+00:00,2021-12-08 14:30:00+00:00,2021-12-08 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,593.68,566.66,27.019999999999982,True,,1,0,2021-12-08 14:45:00+00:00,2021-12-08 14:50:00+00:00,True,2021-12-08 14:55:00+00:00,2021-12-08 15:00:00+00:00,H2_ARRIVAL,2021-12-08 15:00:00+00:00,5.0
2021-12-09,external,2021-12-09 08:00:00+00:00,2021-12-09 14:30:00+00:00,2021-12-09 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,603.62,587.6,16.019999999999982,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-12-09 14:30:00+00:00,
2021-12-10,external,2021-12-10 08:00:00+00:00,2021-12-10 14:30:00+00:00,2021-12-10 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,593.94,569.22,24.720000000000027,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2021-12-10 15:50:00+00:00,
2021-12-13,external,2021-12-13 08:00:00+00:00,2021-12-13 14:30:00+00:00,2021-12-13 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,555.93,535.5,20.42999999999995,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2021-12-13 14:35:00+00:00,
2021-12-14,external,2021-12-14 08:00:00+00:00,2021-12-14 14:30:00+00:00,2021-12-14 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,534.9,515.06,19.840000000000032,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2021-12-14 16:20:00+00:00,
2021-12-15,external,2021-12-15 08:00:00+00:00,2021-12-15 14:30:00+00:00,2021-12-15 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,535.7,517.07,18.629999999999995,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-12-15 14:40:00+00:00,
2021-12-16,external,2021-12-16 08:00:00+00:00,2021-12-16 14:30:00+00:00,2021-12-16 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,545.34,531.29,14.050000000000068,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-12-16 19:45:00+00:00,
2021-12-17,external,2021-12-17 08:00:00+00:00,2021-12-17 14:30:00+00:00,2021-12-17 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,536.04,523.05,12.990000000000009,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-12-17 14:35:00+00:00,
2021-12-20,external,2021-12-20 08:00:00+00:00,2021-12-20 14:30:00+00:00,2021-12-20 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,522.22,506.0,16.220000000000027,True,,1,0,2021-12-20 20:45:00+00:00,2021-12-20 20:50:00+00:00,False,,,BREAK_DURING_K1,2021-12-20 20:50:00+00:00,
2021-12-21,external,2021-12-21 08:00:00+00:00,2021-12-21 14:30:00+00:00,2021-12-21 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,536.01,527.16,8.850000000000023,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-12-21 15:10:00+00:00,
2021-12-22,external,2021-12-22 08:00:00+00:00,2021-12-22 14:30:00+00:00,2021-12-22 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,538.0,527.86,10.139999999999986,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-12-22 15:35:00+00:00,
2021-12-23,external,2021-12-23 08:00:00+00:00,2021-12-23 14:30:00+00:00,2021-12-23 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,531.48,524.64,6.840000000000032,True,,1,0,2021-12-23 16:05:00+00:00,2021-12-23 16:10:00+00:00,False,,,BREAK_DURING_K1,2021-12-23 16:15:00+00:00,
2021-12-24,external,2021-12-24 08:00:00+00:00,2021-12-24 14:30:00+00:00,2021-12-24 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,551.25,544.0,7.25,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-12-24 14:30:00+00:00,
2021-12-27,external,2021-12-27 08:00:00+00:00,2021-12-27 14:30:00+00:00,2021-12-27 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,554.6,543.2,11.399999999999977,True,,1,0,2021-12-27 14:40:00+00:00,2021-12-27 14:45:00+00:00,True,2021-12-27 14:50:00+00:00,2021-12-27 14:55:00+00:00,H2_ARRIVAL,2021-12-27 15:00:00+00:00,10.0
2021-12-28,external,2021-12-28 08:00:00+00:00,2021-12-28 14:30:00+00:00,2021-12-28 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,555.26,545.4,9.860000000000014,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-12-28 14:35:00+00:00,
2021-12-29,external,2021-12-29 08:00:00+00:00,2021-12-29 14:30:00+00:00,2021-12-29 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,539.92,518.34,21.579999999999927,False,NO_K1,0,0,,,False,,,NO_K1,,
2021-12-30,external,2021-12-30 08:00:00+00:00,2021-12-30 14:30:00+00:00,2021-12-30 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,527.59,517.28,10.31000000000006,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2021-12-30 20:40:00+00:00,
2021-12-31,external,2021-12-31 08:00:00+00:00,2021-12-31 14:30:00+00:00,2021-12-31 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,528.0,511.91,16.089999999999975,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2021-12-31 19:10:00+00:00,
2022-01-03,development,2022-01-03 08:00:00+00:00,2022-01-03 14:30:00+00:00,2022-01-03 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,532.54,524.0,8.539999999999964,True,,1,0,2022-01-03 14:35:00+00:00,2022-01-03 14:40:00+00:00,True,2022-01-03 14:40:00+00:00,2022-01-03 14:45:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2022-01-03 16:15:00+00:00,
2022-01-04,development,2022-01-04 08:00:00+00:00,2022-01-04 14:30:00+00:00,2022-01-04 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,518.49,510.0,8.490000000000009,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-04 14:45:00+00:00,
2022-01-05,development,2022-01-05 08:00:00+00:00,2022-01-05 14:30:00+00:00,2022-01-05 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,515.92,508.62,7.2999999999999545,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-05 17:50:00+00:00,
2022-01-06,development,2022-01-06 08:00:00+00:00,2022-01-06 14:30:00+00:00,2022-01-06 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,472.32,458.65,13.670000000000016,True,,1,0,2022-01-06 15:55:00+00:00,2022-01-06 16:00:00+00:00,False,,,BREAK_DURING_K1,2022-01-06 16:10:00+00:00,
2022-01-07,development,2022-01-07 08:00:00+00:00,2022-01-07 14:30:00+00:00,2022-01-07 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,457.45,440.17,17.279999999999973,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2022-01-07 15:50:00+00:00,
2022-01-10,development,2022-01-10 08:00:00+00:00,2022-01-10 14:30:00+00:00,2022-01-10 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,442.0,409.12,32.879999999999995,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-10 14:30:00+00:00,
2022-01-11,development,2022-01-11 08:00:00+00:00,2022-01-11 14:30:00+00:00,2022-01-11 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,458.0,442.36,15.639999999999986,True,,1,0,2022-01-11 16:15:00+00:00,2022-01-11 16:20:00+00:00,True,2022-01-11 16:20:00+00:00,2022-01-11 16:25:00+00:00,H2_ARRIVAL,2022-01-11 16:30:00+00:00,10.0
2022-01-12,development,2022-01-12 08:00:00+00:00,2022-01-12 14:30:00+00:00,2022-01-12 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,482.69,457.8,24.889999999999986,True,,1,0,2022-01-12 14:30:00+00:00,2022-01-12 14:35:00+00:00,True,2022-01-12 14:35:00+00:00,2022-01-12 14:40:00+00:00,H2_ARRIVAL,2022-01-12 15:10:00+00:00,35.0
2022-01-13,development,2022-01-13 08:00:00+00:00,2022-01-13 14:30:00+00:00,2022-01-13 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,486.83,476.28,10.550000000000011,True,,1,0,2022-01-13 14:30:00+00:00,2022-01-13 14:35:00+00:00,False,,,BREAK_DURING_K1,2022-01-13 14:35:00+00:00,
2022-01-14,development,2022-01-14 08:00:00+00:00,2022-01-14 14:30:00+00:00,2022-01-14 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,483.9,466.39,17.50999999999999,True,,1,0,2022-01-14 18:15:00+00:00,2022-01-14 18:20:00+00:00,False,,,BREAK_DURING_K1,2022-01-14 18:20:00+00:00,
2022-01-17,development,2022-01-17 08:00:00+00:00,2022-01-17 14:30:00+00:00,2022-01-17 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,485.2,474.21,10.990000000000009,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2022-01-17 14:35:00+00:00,
2022-01-18,development,2022-01-18 08:00:00+00:00,2022-01-18 14:30:00+00:00,2022-01-18 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,473.85,459.2,14.650000000000034,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-18 16:10:00+00:00,
2022-01-19,development,2022-01-19 08:00:00+00:00,2022-01-19 14:30:00+00:00,2022-01-19 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,467.13,453.51,13.620000000000005,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-19 14:30:00+00:00,
2022-01-20,development,2022-01-20 08:00:00+00:00,2022-01-20 14:30:00+00:00,2022-01-20 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,477.09,459.14,17.94999999999999,False,NO_K1,0,0,,,False,,,NO_K1,,
2022-01-21,development,2022-01-21 08:00:00+00:00,2022-01-21 14:30:00+00:00,2022-01-21 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,432.95,410.0,22.94999999999999,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-21 20:10:00+00:00,
2022-01-24,development,2022-01-24 08:00:00+00:00,2022-01-24 14:30:00+00:00,2022-01-24 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,368.37,336.0,32.370000000000005,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-24 20:35:00+00:00,
2022-01-25,development,2022-01-25 08:00:00+00:00,2022-01-25 14:30:00+00:00,2022-01-25 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,376.0,361.5,14.5,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-25 17:20:00+00:00,
2022-01-26,development,2022-01-26 08:00:00+00:00,2022-01-26 14:30:00+00:00,2022-01-26 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,398.8,380.19,18.610000000000014,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-26 19:05:00+00:00,
2022-01-27,development,2022-01-27 08:00:00+00:00,2022-01-27 14:30:00+00:00,2022-01-27 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,376.94,364.77,12.170000000000016,True,,1,0,2022-01-27 14:30:00+00:00,2022-01-27 14:35:00+00:00,True,2022-01-27 14:35:00+00:00,2022-01-27 14:40:00+00:00,H2_ARRIVAL,2022-01-27 14:50:00+00:00,15.0
2022-01-28,development,2022-01-28 08:00:00+00:00,2022-01-28 14:30:00+00:00,2022-01-28 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,387.22,375.26,11.960000000000036,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-28 16:15:00+00:00,
2022-01-31,development,2022-01-31 08:00:00+00:00,2022-01-31 14:30:00+00:00,2022-01-31 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,375.5,368.4,7.100000000000023,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-31 14:30:00+00:00,
2022-02-01,development,2022-02-01 08:00:00+00:00,2022-02-01 14:30:00+00:00,2022-02-01 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,387.66,378.94,8.720000000000027,True,,1,0,2022-02-01 17:00:00+00:00,2022-02-01 17:05:00+00:00,True,2022-02-01 17:10:00+00:00,2022-02-01 17:15:00+00:00,NO_H2_BY_END,,
2022-02-02,development,2022-02-02 08:00:00+00:00,2022-02-02 14:30:00+00:00,2022-02-02 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,385.18,377.13,8.050000000000011,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2022-02-02 14:35:00+00:00,
2022-02-03,development,2022-02-03 08:00:00+00:00,2022-02-03 14:30:00+00:00,2022-02-03 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,370.04,359.15,10.890000000000043,False,NO_K1,0,0,,,False,,,NO_K1,,
2022-02-04,development,2022-02-04 08:00:00+00:00,2022-02-04 14:30:00+00:00,2022-02-04 21:00:00+00:00,0.0,-5.0,390,78,NORMAL_6H30,380.15,372.19,7.9599999999999795,True,,1,0,2022-02-04 15:10:00+00:00,2022-02-04 15:15:00+00:00,False,,,BREAK_DURING_K1,2022-02-04 15:15:00+00:00,
