episode_id,regime,first_effective_ts,last_effective_ts,first_partition,n_intervals,duration_hours
1159,BEAR,2023-08-04 00:00:00+00:00,2023-08-04 12:00:00+00:00,development,4,16
1160,SIDEWAYS,2023-08-04 16:00:00+00:00,2023-08-04 16:00:00+00:00,development,1,4
1161,BEAR,2023-08-04 20:00:00+00:00,2023-08-07 00:00:00+00:00,development,14,56
1162,SIDEWAYS,2023-08-07 04:00:00+00:00,2023-08-07 04:00:00+00:00,development,1,4
1163,BEAR,2023-08-07 08:00:00+00:00,2023-08-07 16:00:00+00:00,development,3,12
1164,SIDEWAYS,2023-08-07 20:00:00+00:00,2023-08-08 00:00:00+00:00,development,2,8
1165,BULL,2023-08-08 04:00:00+00:00,2023-08-09 16:00:00+00:00,development,10,40
1166,SIDEWAYS,2023-08-09 20:00:00+00:00,2023-08-09 20:00:00+00:00,development,1,4
1167,BULL,2023-08-10 00:00:00+00:00,2023-08-10 12:00:00+00:00,development,4,16
1168,SIDEWAYS,2023-08-10 16:00:00+00:00,2023-08-11 04:00:00+00:00,development,4,16
1169,BEAR,2023-08-11 08:00:00+00:00,2023-08-13 16:00:00+00:00,development,15,60
1170,SIDEWAYS,2023-08-13 20:00:00+00:00,2023-08-13 20:00:00+00:00,development,1,4
1171,BEAR,2023-08-14 00:00:00+00:00,2023-08-14 04:00:00+00:00,development,2,8
1172,SIDEWAYS,2023-08-14 08:00:00+00:00,2023-08-14 08:00:00+00:00,development,1,4
1173,BEAR,2023-08-14 12:00:00+00:00,2023-08-14 12:00:00+00:00,development,1,4
1174,BULL,2023-08-14 16:00:00+00:00,2023-08-14 16:00:00+00:00,development,1,4
1175,SIDEWAYS,2023-08-14 20:00:00+00:00,2023-08-14 20:00:00+00:00,development,1,4
1176,BULL,2023-08-15 00:00:00+00:00,2023-08-15 00:00:00+00:00,development,1,4
1177,BEAR,2023-08-15 04:00:00+00:00,2023-08-23 12:00:00+00:00,development,51,204
1178,SIDEWAYS,2023-08-23 16:00:00+00:00,2023-08-23 16:00:00+00:00,development,1,4
1179,BULL,2023-08-23 20:00:00+00:00,2023-08-24 12:00:00+00:00,development,5,20
1180,SIDEWAYS,2023-08-24 16:00:00+00:00,2023-08-24 16:00:00+00:00,development,1,4
1181,BEAR,2023-08-24 20:00:00+00:00,2023-08-27 12:00:00+00:00,development,17,68
1182,SIDEWAYS,2023-08-27 16:00:00+00:00,2023-08-28 00:00:00+00:00,development,3,12
1183,BEAR,2023-08-28 04:00:00+00:00,2023-08-28 12:00:00+00:00,development,3,12
1184,SIDEWAYS,2023-08-28 16:00:00+00:00,2023-08-28 16:00:00+00:00,development,1,4
1185,BEAR,2023-08-28 20:00:00+00:00,2023-08-28 20:00:00+00:00,development,1,4
1186,SIDEWAYS,2023-08-29 00:00:00+00:00,2023-08-29 04:00:00+00:00,development,2,8
1187,BEAR,2023-08-29 08:00:00+00:00,2023-08-29 12:00:00+00:00,development,2,8
1188,BULL,2023-08-29 16:00:00+00:00,2023-08-31 12:00:00+00:00,development,12,48
1189,SIDEWAYS,2023-08-31 16:00:00+00:00,2023-08-31 20:00:00+00:00,development,2,8
1190,BEAR,2023-09-01 00:00:00+00:00,2023-09-07 00:00:00+00:00,development,37,148
1191,SIDEWAYS,2023-09-07 04:00:00+00:00,2023-09-07 04:00:00+00:00,development,1,4
1192,BEAR,2023-09-07 08:00:00+00:00,2023-09-07 16:00:00+00:00,development,3,12
1193,SIDEWAYS,2023-09-07 20:00:00+00:00,2023-09-07 20:00:00+00:00,development,1,4
1194,BULL,2023-09-08 00:00:00+00:00,2023-09-08 08:00:00+00:00,development,3,12
1195,SIDEWAYS,2023-09-08 12:00:00+00:00,2023-09-08 20:00:00+00:00,development,3,12
1196,BULL,2023-09-09 00:00:00+00:00,2023-09-09 00:00:00+00:00,development,1,4
1197,SIDEWAYS,2023-09-09 04:00:00+00:00,2023-09-09 16:00:00+00:00,development,4,16
1198,BEAR,2023-09-09 20:00:00+00:00,2023-09-09 20:00:00+00:00,development,1,4
1199,BULL,2023-09-10 00:00:00+00:00,2023-09-10 00:00:00+00:00,development,1,4
1200,BEAR,2023-09-10 04:00:00+00:00,2023-09-12 00:00:00+00:00,development,12,48
1201,SIDEWAYS,2023-09-12 04:00:00+00:00,2023-09-12 12:00:00+00:00,development,3,12
1202,BULL,2023-09-12 16:00:00+00:00,2023-09-20 16:00:00+00:00,development,49,196
1203,SIDEWAYS,2023-09-20 20:00:00+00:00,2023-09-20 20:00:00+00:00,development,1,4
1204,BULL,2023-09-21 00:00:00+00:00,2023-09-21 08:00:00+00:00,development,3,12
1205,SIDEWAYS,2023-09-21 12:00:00+00:00,2023-09-21 12:00:00+00:00,development,1,4
1206,BEAR,2023-09-21 16:00:00+00:00,2023-09-27 08:00:00+00:00,development,35,140
1207,BULL,2023-09-27 12:00:00+00:00,2023-09-27 12:00:00+00:00,development,1,4
1208,BEAR,2023-09-27 16:00:00+00:00,2023-09-27 20:00:00+00:00,development,2,8
1209,SIDEWAYS,2023-09-28 00:00:00+00:00,2023-09-28 04:00:00+00:00,development,2,8
1210,BULL,2023-09-28 08:00:00+00:00,2023-10-03 12:00:00+00:00,development,32,128
1211,SIDEWAYS,2023-10-03 16:00:00+00:00,2023-10-04 08:00:00+00:00,development,5,20
1212,BULL,2023-10-04 12:00:00+00:00,2023-10-04 12:00:00+00:00,development,1,4
1213,SIDEWAYS,2023-10-04 16:00:00+00:00,2023-10-04 16:00:00+00:00,development,1,4
1214,BULL,2023-10-04 20:00:00+00:00,2023-10-05 16:00:00+00:00,development,6,24
1215,SIDEWAYS,2023-10-05 20:00:00+00:00,2023-10-06 00:00:00+00:00,development,2,8
1216,BULL,2023-10-06 04:00:00+00:00,2023-10-08 08:00:00+00:00,development,14,56
1217,SIDEWAYS,2023-10-08 12:00:00+00:00,2023-10-08 12:00:00+00:00,development,1,4
1218,BULL,2023-10-08 16:00:00+00:00,2023-10-09 04:00:00+00:00,development,4,16
1219,SIDEWAYS,2023-10-09 08:00:00+00:00,2023-10-09 08:00:00+00:00,development,1,4
1220,BEAR,2023-10-09 12:00:00+00:00,2023-10-14 12:00:00+00:00,development,31,124
1221,SIDEWAYS,2023-10-14 16:00:00+00:00,2023-10-14 16:00:00+00:00,development,1,4
1222,BEAR,2023-10-14 20:00:00+00:00,2023-10-15 16:00:00+00:00,development,6,24
1223,SIDEWAYS,2023-10-15 20:00:00+00:00,2023-10-15 20:00:00+00:00,development,1,4
1224,BULL,2023-10-16 00:00:00+00:00,2023-10-27 16:00:00+00:00,development,71,284
1225,SIDEWAYS,2023-10-27 20:00:00+00:00,2023-10-27 20:00:00+00:00,development,1,4
1226,BULL,2023-10-28 00:00:00+00:00,2023-10-31 00:00:00+00:00,development,19,76
1227,SIDEWAYS,2023-10-31 04:00:00+00:00,2023-10-31 08:00:00+00:00,development,2,8
1228,BULL,2023-10-31 12:00:00+00:00,2023-11-01 12:00:00+00:00,development,7,28
1229,SIDEWAYS,2023-11-01 16:00:00+00:00,2023-11-01 16:00:00+00:00,development,1,4
1230,BULL,2023-11-01 20:00:00+00:00,2023-11-02 12:00:00+00:00,development,5,20
1231,SIDEWAYS,2023-11-02 16:00:00+00:00,2023-11-02 16:00:00+00:00,development,1,4
1232,BULL,2023-11-02 20:00:00+00:00,2023-11-03 00:00:00+00:00,development,2,8
1233,SIDEWAYS,2023-11-03 04:00:00+00:00,2023-11-03 08:00:00+00:00,development,2,8
1234,BEAR,2023-11-03 12:00:00+00:00,2023-11-03 12:00:00+00:00,development,1,4
1235,SIDEWAYS,2023-11-03 16:00:00+00:00,2023-11-03 16:00:00+00:00,development,1,4
1236,BEAR,2023-11-03 20:00:00+00:00,2023-11-03 20:00:00+00:00,development,1,4
1237,SIDEWAYS,2023-11-04 00:00:00+00:00,2023-11-04 04:00:00+00:00,development,2,8
1238,BULL,2023-11-04 08:00:00+00:00,2023-11-07 00:00:00+00:00,development,17,68
1239,SIDEWAYS,2023-11-07 04:00:00+00:00,2023-11-07 08:00:00+00:00,development,2,8
1240,BEAR,2023-11-07 12:00:00+00:00,2023-11-07 16:00:00+00:00,development,2,8
1241,BULL,2023-11-07 20:00:00+00:00,2023-11-13 08:00:00+00:00,development,34,136
1242,SIDEWAYS,2023-11-13 12:00:00+00:00,2023-11-13 20:00:00+00:00,development,3,12
1243,BEAR,2023-11-14 00:00:00+00:00,2023-11-15 12:00:00+00:00,development,10,40
1244,SIDEWAYS,2023-11-15 16:00:00+00:00,2023-11-15 20:00:00+00:00,development,2,8
1245,BULL,2023-11-16 00:00:00+00:00,2023-11-16 12:00:00+00:00,development,4,16
1246,SIDEWAYS,2023-11-16 16:00:00+00:00,2023-11-16 20:00:00+00:00,development,2,8
1247,BEAR,2023-11-17 00:00:00+00:00,2023-11-17 20:00:00+00:00,development,6,24
1248,SIDEWAYS,2023-11-18 00:00:00+00:00,2023-11-18 00:00:00+00:00,development,1,4
1249,BEAR,2023-11-18 04:00:00+00:00,2023-11-18 12:00:00+00:00,development,3,12
1250,SIDEWAYS,2023-11-18 16:00:00+00:00,2023-11-18 16:00:00+00:00,development,1,4
1251,BULL,2023-11-18 20:00:00+00:00,2023-11-19 08:00:00+00:00,development,4,16
1252,SIDEWAYS,2023-11-19 12:00:00+00:00,2023-11-19 12:00:00+00:00,development,1,4
1253,BULL,2023-11-19 16:00:00+00:00,2023-11-21 12:00:00+00:00,development,12,48
1254,SIDEWAYS,2023-11-21 16:00:00+00:00,2023-11-21 20:00:00+00:00,development,2,8
1255,BEAR,2023-11-22 00:00:00+00:00,2023-11-22 16:00:00+00:00,development,5,20
1256,SIDEWAYS,2023-11-22 20:00:00+00:00,2023-11-22 20:00:00+00:00,development,1,4
1257,BULL,2023-11-23 00:00:00+00:00,2023-11-23 12:00:00+00:00,development,4,16
1258,SIDEWAYS,2023-11-23 16:00:00+00:00,2023-11-23 16:00:00+00:00,development,1,4
1259,BULL,2023-11-23 20:00:00+00:00,2023-11-26 12:00:00+00:00,development,17,68
1260,SIDEWAYS,2023-11-26 16:00:00+00:00,2023-11-27 00:00:00+00:00,development,3,12
1261,BEAR,2023-11-27 04:00:00+00:00,2023-11-28 12:00:00+00:00,development,9,36
1262,SIDEWAYS,2023-11-28 16:00:00+00:00,2023-11-28 16:00:00+00:00,development,1,4
1263,BULL,2023-11-28 20:00:00+00:00,2023-11-30 12:00:00+00:00,development,11,44
1264,SIDEWAYS,2023-11-30 16:00:00+00:00,2023-11-30 16:00:00+00:00,development,1,4
1265,BULL,2023-11-30 20:00:00+00:00,2023-12-11 00:00:00+00:00,development,62,248
1266,BEAR,2023-12-11 04:00:00+00:00,2023-12-13 12:00:00+00:00,development,15,60
1267,SIDEWAYS,2023-12-13 16:00:00+00:00,2023-12-14 00:00:00+00:00,development,3,12
1268,BULL,2023-12-14 04:00:00+00:00,2023-12-15 12:00:00+00:00,development,9,36
1269,SIDEWAYS,2023-12-15 16:00:00+00:00,2023-12-15 20:00:00+00:00,development,2,8
1270,BEAR,2023-12-16 00:00:00+00:00,2023-12-16 12:00:00+00:00,development,4,16
1271,SIDEWAYS,2023-12-16 16:00:00+00:00,2023-12-16 16:00:00+00:00,development,1,4
1272,BEAR,2023-12-16 20:00:00+00:00,2023-12-18 20:00:00+00:00,development,13,52
1273,SIDEWAYS,2023-12-19 00:00:00+00:00,2023-12-19 00:00:00+00:00,development,1,4
1274,BULL,2023-12-19 04:00:00+00:00,2023-12-24 20:00:00+00:00,development,35,140
1275,BEAR,2023-12-25 00:00:00+00:00,2023-12-25 12:00:00+00:00,development,4,16
1276,SIDEWAYS,2023-12-25 16:00:00+00:00,2023-12-26 00:00:00+00:00,development,3,12
1277,BEAR,2023-12-26 04:00:00+00:00,2023-12-27 08:00:00+00:00,development,8,32
1278,SIDEWAYS,2023-12-27 12:00:00+00:00,2023-12-28 00:00:00+00:00,development,4,16
1279,BULL,2023-12-28 04:00:00+00:00,2023-12-28 04:00:00+00:00,development,1,4
1280,SIDEWAYS,2023-12-28 08:00:00+00:00,2023-12-28 08:00:00+00:00,development,1,4
1281,BULL,2023-12-28 12:00:00+00:00,2023-12-28 12:00:00+00:00,development,1,4
1282,BEAR,2023-12-28 16:00:00+00:00,2023-12-29 08:00:00+00:00,development,5,20
1283,SIDEWAYS,2023-12-29 12:00:00+00:00,2023-12-29 12:00:00+00:00,development,1,4
1284,BEAR,2023-12-29 16:00:00+00:00,2023-12-31 04:00:00+00:00,development,10,40
1285,SIDEWAYS,2023-12-31 08:00:00+00:00,2023-12-31 20:00:00+00:00,development,4,16
1286,BEAR,2024-01-01 00:00:00+00:00,2024-01-01 04:00:00+00:00,development,2,8
1287,SIDEWAYS,2024-01-01 08:00:00+00:00,2024-01-01 08:00:00+00:00,development,1,4
1288,BULL,2024-01-01 12:00:00+00:00,2024-01-03 08:00:00+00:00,development,12,48
1289,SIDEWAYS,2024-01-03 12:00:00+00:00,2024-01-03 16:00:00+00:00,development,2,8
1290,BEAR,2024-01-03 20:00:00+00:00,2024-01-04 12:00:00+00:00,development,5,20
1291,SIDEWAYS,2024-01-04 16:00:00+00:00,2024-01-04 20:00:00+00:00,development,2,8
1292,BULL,2024-01-05 00:00:00+00:00,2024-01-05 00:00:00+00:00,development,1,4
1293,BEAR,2024-01-05 04:00:00+00:00,2024-01-05 04:00:00+00:00,development,1,4
1294,BULL,2024-01-05 08:00:00+00:00,2024-01-05 12:00:00+00:00,development,2,8
1295,BEAR,2024-01-05 16:00:00+00:00,2024-01-05 20:00:00+00:00,development,2,8
1296,BULL,2024-01-06 00:00:00+00:00,2024-01-06 04:00:00+00:00,development,2,8
1297,SIDEWAYS,2024-01-06 08:00:00+00:00,2024-01-06 12:00:00+00:00,development,2,8
1298,BULL,2024-01-06 16:00:00+00:00,2024-01-08 00:00:00+00:00,development,9,36
1299,SIDEWAYS,2024-01-08 04:00:00+00:00,2024-01-08 04:00:00+00:00,development,1,4
1300,BULL,2024-01-08 08:00:00+00:00,2024-01-10 08:00:00+00:00,development,13,52
1301,SIDEWAYS,2024-01-10 12:00:00+00:00,2024-01-10 16:00:00+00:00,development,2,8
1302,BULL,2024-01-10 20:00:00+00:00,2024-01-12 00:00:00+00:00,development,8,32
1303,SIDEWAYS,2024-01-12 04:00:00+00:00,2024-01-12 12:00:00+00:00,development,3,12
1304,BEAR,2024-01-12 16:00:00+00:00,2024-01-16 12:00:00+00:00,development,24,96
1305,SIDEWAYS,2024-01-16 16:00:00+00:00,2024-01-17 00:00:00+00:00,development,3,12
1306,BEAR,2024-01-17 04:00:00+00:00,2024-01-18 04:00:00+00:00,development,7,28
1307,SIDEWAYS,2024-01-18 08:00:00+00:00,2024-01-18 08:00:00+00:00,development,1,4
1308,BEAR,2024-01-18 12:00:00+00:00,2024-01-26 08:00:00+00:00,development,48,192
1309,BULL,2024-01-26 12:00:00+00:00,2024-01-31 08:00:00+00:00,development,30,120
1310,SIDEWAYS,2024-01-31 12:00:00+00:00,2024-01-31 12:00:00+00:00,development,1,4
1311,BULL,2024-01-31 16:00:00+00:00,2024-01-31 20:00:00+00:00,development,2,8
1312,SIDEWAYS,2024-02-01 00:00:00+00:00,2024-02-01 04:00:00+00:00,development,2,8
1313,BEAR,2024-02-01 08:00:00+00:00,2024-02-01 16:00:00+00:00,development,3,12
1314,BULL,2024-02-01 20:00:00+00:00,2024-02-04 04:00:00+00:00,development,15,60
1315,SIDEWAYS,2024-02-04 08:00:00+00:00,2024-02-04 08:00:00+00:00,development,1,4
1316,BULL,2024-02-04 12:00:00+00:00,2024-02-04 12:00:00+00:00,development,1,4
1317,SIDEWAYS,2024-02-04 16:00:00+00:00,2024-02-04 16:00:00+00:00,development,1,4
1318,BEAR,2024-02-04 20:00:00+00:00,2024-02-05 04:00:00+00:00,development,3,12
1319,SIDEWAYS,2024-02-05 08:00:00+00:00,2024-02-05 08:00:00+00:00,development,1,4
1320,BULL,2024-02-05 12:00:00+00:00,2024-02-05 12:00:00+00:00,development,1,4
1321,BEAR,2024-02-05 16:00:00+00:00,2024-02-06 04:00:00+00:00,development,4,16
1322,SIDEWAYS,2024-02-06 08:00:00+00:00,2024-02-06 08:00:00+00:00,development,1,4
1323,BEAR,2024-02-06 12:00:00+00:00,2024-02-06 12:00:00+00:00,development,1,4
1324,BULL,2024-02-06 16:00:00+00:00,2024-02-07 00:00:00+00:00,development,3,12
1325,SIDEWAYS,2024-02-07 04:00:00+00:00,2024-02-07 12:00:00+00:00,development,3,12
1326,BULL,2024-02-07 16:00:00+00:00,2024-02-17 12:00:00+00:00,development,60,240
1327,SIDEWAYS,2024-02-17 16:00:00+00:00,2024-02-17 20:00:00+00:00,development,2,8
1328,BULL,2024-02-18 00:00:00+00:00,2024-02-19 20:00:00+00:00,development,12,48
1329,SIDEWAYS,2024-02-20 00:00:00+00:00,2024-02-20 04:00:00+00:00,development,2,8
1330,BULL,2024-02-20 08:00:00+00:00,2024-02-20 12:00:00+00:00,development,2,8
1331,SIDEWAYS,2024-02-20 16:00:00+00:00,2024-02-20 16:00:00+00:00,development,1,4
1332,BULL,2024-02-20 20:00:00+00:00,2024-02-21 04:00:00+00:00,development,3,12
1333,SIDEWAYS,2024-02-21 08:00:00+00:00,2024-02-21 08:00:00+00:00,development,1,4
1334,BEAR,2024-02-21 12:00:00+00:00,2024-02-21 20:00:00+00:00,development,3,12
1335,SIDEWAYS,2024-02-22 00:00:00+00:00,2024-02-22 00:00:00+00:00,development,1,4
1336,BEAR,2024-02-22 04:00:00+00:00,2024-02-22 04:00:00+00:00,development,1,4
1337,SIDEWAYS,2024-02-22 08:00:00+00:00,2024-02-22 08:00:00+00:00,development,1,4
1338,BEAR,2024-02-22 12:00:00+00:00,2024-02-24 16:00:00+00:00,development,14,56
1339,SIDEWAYS,2024-02-24 20:00:00+00:00,2024-02-25 00:00:00+00:00,development,2,8
1340,BULL,2024-02-25 04:00:00+00:00,2024-02-26 04:00:00+00:00,development,7,28
1341,SIDEWAYS,2024-02-26 08:00:00+00:00,2024-02-26 08:00:00+00:00,development,1,4
1342,BEAR,2024-02-26 12:00:00+00:00,2024-02-26 12:00:00+00:00,development,1,4
1343,BULL,2024-02-26 16:00:00+00:00,2024-03-05 16:00:00+00:00,development,49,196
1344,SIDEWAYS,2024-03-05 20:00:00+00:00,2024-03-06 04:00:00+00:00,development,3,12
1345,BULL,2024-03-06 08:00:00+00:00,2024-03-14 12:00:00+00:00,development,50,200
1346,SIDEWAYS,2024-03-14 16:00:00+00:00,2024-03-14 16:00:00+00:00,development,1,4
1347,BEAR,2024-03-14 20:00:00+00:00,2024-03-17 16:00:00+00:00,development,18,72
1348,SIDEWAYS,2024-03-17 20:00:00+00:00,2024-03-18 00:00:00+00:00,development,2,8
1349,BEAR,2024-03-18 04:00:00+00:00,2024-03-20 16:00:00+00:00,development,16,64
1350,SIDEWAYS,2024-03-20 20:00:00+00:00,2024-03-21 04:00:00+00:00,development,3,12
1351,BULL,2024-03-21 08:00:00+00:00,2024-03-21 16:00:00+00:00,development,3,12
1352,SIDEWAYS,2024-03-21 20:00:00+00:00,2024-03-22 00:00:00+00:00,development,2,8
1353,BULL,2024-03-22 04:00:00+00:00,2024-03-22 08:00:00+00:00,development,2,8
1354,BEAR,2024-03-22 12:00:00+00:00,2024-03-23 12:00:00+00:00,development,7,28
1355,SIDEWAYS,2024-03-23 16:00:00+00:00,2024-03-23 16:00:00+00:00,development,1,4
1356,BEAR,2024-03-23 20:00:00+00:00,2024-03-24 08:00:00+00:00,development,4,16
1357,SIDEWAYS,2024-03-24 12:00:00+00:00,2024-03-24 16:00:00+00:00,development,2,8
1358,BULL,2024-03-24 20:00:00+00:00,2024-03-27 16:00:00+00:00,development,18,72
1359,SIDEWAYS,2024-03-27 20:00:00+00:00,2024-03-27 20:00:00+00:00,development,1,4
1360,BULL,2024-03-28 00:00:00+00:00,2024-03-29 12:00:00+00:00,development,10,40
1361,SIDEWAYS,2024-03-29 16:00:00+00:00,2024-03-29 20:00:00+00:00,development,2,8
1362,BULL,2024-03-30 00:00:00+00:00,2024-03-30 20:00:00+00:00,development,6,24
1363,SIDEWAYS,2024-03-31 00:00:00+00:00,2024-03-31 00:00:00+00:00,development,1,4
1364,BULL,2024-03-31 04:00:00+00:00,2024-04-01 04:00:00+00:00,development,7,28
1365,SIDEWAYS,2024-04-01 08:00:00+00:00,2024-04-01 12:00:00+00:00,development,2,8
1366,BEAR,2024-04-01 16:00:00+00:00,2024-04-04 12:00:00+00:00,development,18,72
1367,SIDEWAYS,2024-04-04 16:00:00+00:00,2024-04-04 20:00:00+00:00,development,2,8
1368,BULL,2024-04-05 00:00:00+00:00,2024-04-05 04:00:00+00:00,development,2,8
1369,SIDEWAYS,2024-04-05 08:00:00+00:00,2024-04-05 08:00:00+00:00,development,1,4
1370,BEAR,2024-04-05 12:00:00+00:00,2024-04-05 12:00:00+00:00,development,1,4
1371,BULL,2024-04-05 16:00:00+00:00,2024-04-09 12:00:00+00:00,development,24,96
1372,SIDEWAYS,2024-04-09 16:00:00+00:00,2024-04-10 00:00:00+00:00,development,3,12
1373,BEAR,2024-04-10 04:00:00+00:00,2024-04-10 16:00:00+00:00,development,4,16
1374,SIDEWAYS,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,development,1,4
1375,BULL,2024-04-11 00:00:00+00:00,2024-04-12 12:00:00+00:00,development,10,40
1376,SIDEWAYS,2024-04-12 16:00:00+00:00,2024-04-12 16:00:00+00:00,development,1,4
1377,BEAR,2024-04-12 20:00:00+00:00,2024-04-18 12:00:00+00:00,development,35,140
1378,SIDEWAYS,2024-04-18 16:00:00+00:00,2024-04-19 00:00:00+00:00,development,3,12
1379,BEAR,2024-04-19 04:00:00+00:00,2024-04-19 04:00:00+00:00,development,1,4
1380,SIDEWAYS,2024-04-19 08:00:00+00:00,2024-04-19 08:00:00+00:00,development,1,4
1381,BULL,2024-04-19 12:00:00+00:00,2024-04-24 12:00:00+00:00,development,31,124
1382,SIDEWAYS,2024-04-24 16:00:00+00:00,2024-04-24 16:00:00+00:00,development,1,4
1383,BEAR,2024-04-24 20:00:00+00:00,2024-04-28 00:00:00+00:00,development,20,80
1384,SIDEWAYS,2024-04-28 04:00:00+00:00,2024-04-28 08:00:00+00:00,development,2,8
1385,BEAR,2024-04-28 12:00:00+00:00,2024-04-29 20:00:00+00:00,development,9,36
1386,SIDEWAYS,2024-04-30 00:00:00+00:00,2024-04-30 04:00:00+00:00,development,2,8
1387,BEAR,2024-04-30 08:00:00+00:00,2024-05-03 00:00:00+00:00,development,17,68
1388,SIDEWAYS,2024-05-03 04:00:00+00:00,2024-05-03 04:00:00+00:00,development,1,4
1389,BEAR,2024-05-03 08:00:00+00:00,2024-05-03 12:00:00+00:00,development,2,8
1390,BULL,2024-05-03 16:00:00+00:00,2024-05-07 16:00:00+00:00,development,25,100
1391,SIDEWAYS,2024-05-07 20:00:00+00:00,2024-05-07 20:00:00+00:00,development,1,4
1392,BEAR,2024-05-08 00:00:00+00:00,2024-05-09 16:00:00+00:00,development,11,44
1393,SIDEWAYS,2024-05-09 20:00:00+00:00,2024-05-10 04:00:00+00:00,development,3,12
1394,BULL,2024-05-10 08:00:00+00:00,2024-05-10 12:00:00+00:00,development,2,8
1395,BEAR,2024-05-10 16:00:00+00:00,2024-05-12 20:00:00+00:00,development,14,56
1396,SIDEWAYS,2024-05-13 00:00:00+00:00,2024-05-13 00:00:00+00:00,development,1,4
1397,BEAR,2024-05-13 04:00:00+00:00,2024-05-13 04:00:00+00:00,development,1,4
1398,BULL,2024-05-13 08:00:00+00:00,2024-05-14 04:00:00+00:00,development,6,24
1399,SIDEWAYS,2024-05-14 08:00:00+00:00,2024-05-14 20:00:00+00:00,development,4,16
1400,BEAR,2024-05-15 00:00:00+00:00,2024-05-15 00:00:00+00:00,development,1,4
1401,SIDEWAYS,2024-05-15 04:00:00+00:00,2024-05-15 04:00:00+00:00,development,1,4
1402,BULL,2024-05-15 08:00:00+00:00,2024-05-19 16:00:00+00:00,development,27,108
1403,SIDEWAYS,2024-05-19 20:00:00+00:00,2024-05-20 00:00:00+00:00,development,2,8
1404,BULL,2024-05-20 04:00:00+00:00,2024-05-23 12:00:00+00:00,development,21,84
1405,SIDEWAYS,2024-05-23 16:00:00+00:00,2024-05-23 16:00:00+00:00,development,1,4
1406,BEAR,2024-05-23 20:00:00+00:00,2024-05-24 16:00:00+00:00,development,6,24
1407,SIDEWAYS,2024-05-24 20:00:00+00:00,2024-05-24 20:00:00+00:00,development,1,4
1408,BEAR,2024-05-25 00:00:00+00:00,2024-05-25 00:00:00+00:00,development,1,4
1409,SIDEWAYS,2024-05-25 04:00:00+00:00,2024-05-25 08:00:00+00:00,development,2,8
1410,BULL,2024-05-25 12:00:00+00:00,2024-05-26 12:00:00+00:00,development,7,28
1411,SIDEWAYS,2024-05-26 16:00:00+00:00,2024-05-26 16:00:00+00:00,development,1,4
1412,BULL,2024-05-26 20:00:00+00:00,2024-05-26 20:00:00+00:00,development,1,4
1413,SIDEWAYS,2024-05-27 00:00:00+00:00,2024-05-27 00:00:00+00:00,development,1,4
1414,BULL,2024-05-27 04:00:00+00:00,2024-05-27 04:00:00+00:00,development,1,4
1415,BEAR,2024-05-27 08:00:00+00:00,2024-05-27 12:00:00+00:00,development,2,8
1416,BULL,2024-05-27 16:00:00+00:00,2024-05-28 00:00:00+00:00,development,3,12
1417,SIDEWAYS,2024-05-28 04:00:00+00:00,2024-05-28 04:00:00+00:00,development,1,4
1418,BEAR,2024-05-28 08:00:00+00:00,2024-05-29 00:00:00+00:00,development,5,20
1419,SIDEWAYS,2024-05-29 04:00:00+00:00,2024-05-29 04:00:00+00:00,development,1,4
1420,BEAR,2024-05-29 08:00:00+00:00,2024-05-30 12:00:00+00:00,development,8,32
1421,SIDEWAYS,2024-05-30 16:00:00+00:00,2024-05-31 00:00:00+00:00,development,3,12
1422,BULL,2024-05-31 04:00:00+00:00,2024-05-31 04:00:00+00:00,development,1,4
1423,SIDEWAYS,2024-05-31 08:00:00+00:00,2024-05-31 08:00:00+00:00,development,1,4
1424,BULL,2024-05-31 12:00:00+00:00,2024-05-31 12:00:00+00:00,development,1,4
1425,BEAR,2024-05-31 16:00:00+00:00,2024-06-02 08:00:00+00:00,development,11,44
1426,SIDEWAYS,2024-06-02 12:00:00+00:00,2024-06-02 12:00:00+00:00,development,1,4
1427,BULL,2024-06-02 16:00:00+00:00,2024-06-02 16:00:00+00:00,development,1,4
1428,BEAR,2024-06-02 20:00:00+00:00,2024-06-03 00:00:00+00:00,development,2,8
1429,BULL,2024-06-03 04:00:00+00:00,2024-06-07 16:00:00+00:00,development,28,112
1430,SIDEWAYS,2024-06-07 20:00:00+00:00,2024-06-07 20:00:00+00:00,development,1,4
1431,BEAR,2024-06-08 00:00:00+00:00,2024-06-10 12:00:00+00:00,development,16,64
1432,SIDEWAYS,2024-06-10 16:00:00+00:00,2024-06-10 16:00:00+00:00,development,1,4
1433,BEAR,2024-06-10 20:00:00+00:00,2024-06-12 12:00:00+00:00,development,11,44
1434,SIDEWAYS,2024-06-12 16:00:00+00:00,2024-06-12 16:00:00+00:00,development,1,4
1435,BEAR,2024-06-12 20:00:00+00:00,2024-06-16 12:00:00+00:00,development,23,92
1436,SIDEWAYS,2024-06-16 16:00:00+00:00,2024-06-16 16:00:00+00:00,development,1,4
1437,BEAR,2024-06-16 20:00:00+00:00,2024-06-16 20:00:00+00:00,development,1,4
1438,SIDEWAYS,2024-06-17 00:00:00+00:00,2024-06-17 00:00:00+00:00,development,1,4
1439,BEAR,2024-06-17 04:00:00+00:00,2024-06-17 16:00:00+00:00,development,4,16
