partition,executed_trades,wr,pf,net_exp,pass,overall_pass
external,43,0.7674418604651163,2.894985684744858,1.6198646988588175,True,False
development,54,0.6666666666666666,1.0750174472319254,0.13783716210616573,False,False
reference_validation,21,0.7142857142857143,0.9784184386759252,-0.027926352234141312,False,False
