i,period,date,parent_pnl,parent_win,parent_reason,parent_mfe,parent_mae,watch2,cp2_progress,cp2_taker,persistent4,cp4_progress,cp4_taker,candidate6,cp6_progress,cp6_taker,cut6_pnl,cut6_layer,confirm7_pnl,confirm7_layer,cp7_progress,flow67,bearish_price_repair7,seller_flow_repair7
118,V,2026-03-08,11.750000000000068,True,TP,0.02692507149101353,0.010084307537301385,False,-0.00560222844527436,-0.053334410514531916,False,,,False,,,11.750000000000068,PARENT,11.750000000000068,PARENT,,,,
119,V,2026-03-15,-7.7367477555183255,False,SL,0.006345317537938544,0.020304179008272083,False,-0.000916638879161491,-0.06526728339350718,False,,,False,,,-7.7367477555183255,PARENT,-7.7367477555183255,PARENT,,,,
120,V,2026-03-22,2.6881412093312425,True,TIMEOUT,0.021184875342876275,0.00354002379407925,False,0.0022616010681156817,0.01024759064422609,False,,,False,,,2.6881412093312425,PARENT,2.6881412093312425,PARENT,,,,
121,V,2026-03-29,11.763346966107068,True,TP,0.026558943400300405,0.00445947931755275,False,0.003238895536622044,-0.07114228498296471,False,,,False,,,11.763346966107068,PARENT,11.763346966107068,PARENT,,,,
122,V,2026-04-05,-7.750000000000006,False,SL,0.003626709082918067,0.01608847615431297,True,-0.001789435602742362,0.19524797070761046,False,0.002110846341747963,0.006794774948714277,False,,,-7.750000000000006,REPAIRED4_HOLD,-7.750000000000006,REPAIRED4_HOLD,,,,
123,V,2026-04-12,3.057405758606992,True,TIMEOUT,0.015842463725199818,0.0008771880814164579,False,0.002462551890982656,-0.13664083365330648,False,,,False,,,3.057405758606992,PARENT,3.057405758606992,PARENT,,,,
124,V,2026-04-19,4.914683042431509,True,TIMEOUT,0.020620818105798966,0.013027103128020245,False,0.0005929266246655907,0.0036830976340698207,False,,,False,,,4.914683042431509,PARENT,4.914683042431509,PARENT,,,,
125,V,2026-04-26,-7.750000000000006,False,SL,0.0035145937060435672,0.01729600674966103,False,0.0003551778389545568,-0.4204535830948193,False,,,False,,,-7.750000000000006,PARENT,-7.750000000000006,PARENT,,,,
126,V,2026-05-03,-7.72490140652384,False,SL,0.0013798209168598419,0.019226866300331213,False,-0.00033059539081081724,-0.13682533353032134,False,,,False,,,-7.72490140652384,PARENT,-7.72490140652384,PARENT,,,,
127,V,2026-05-10,-7.720971546874832,False,SL,0.007079462010393889,0.016125578764584203,False,-0.0004876412643521899,-0.012758229408283195,False,,,False,,,-7.720971546874832,PARENT,-7.720971546874832,PARENT,,,,
128,V,2026-05-17,7.201882558388357,True,TIMEOUT,0.017741032431483617,0.006580338164808408,False,-0.004769976438391943,-0.09592884436740368,False,,,False,,,7.201882558388357,PARENT,7.201882558388357,PARENT,,,,
129,V,2026-05-24,-2.4336894776350717,False,TIMEOUT,0.009696526203537115,0.01040745722369718,False,-0.004722613205348392,-0.024915655613993337,False,,,False,,,-2.4336894776350717,PARENT,-2.4336894776350717,PARENT,,,,
130,V,2026-05-31,0.24508343547982658,True,TIMEOUT,0.010044186845686864,0.003605570843717043,False,0.0005668796185805958,0.15625685023828462,False,,,False,,,0.24508343547982658,PARENT,0.24508343547982658,PARENT,,,,
131,V,2026-06-07,11.763546042166096,True,TP,0.02519777788389599,0.0010266940451746365,False,0.00762937140856057,0.031027481129746404,False,,,False,,,11.763546042166096,PARENT,11.763546042166096,PARENT,,,,
132,V,2026-06-14,-7.766216568901534,False,SL,0.012000353910320949,0.01584680029368357,False,-0.0009670444297154024,-0.12870856873879166,False,,,False,,,-7.766216568901534,PARENT,-7.766216568901534,PARENT,,,,
133,V,2026-06-21,-2.5609003330160975,False,TIMEOUT,0.012000706383550663,0.012503926523608433,True,-0.0054854120857223965,0.14820114850371313,True,-0.002706761747142794,0.15079875022166678,True,-0.0020644528106095184,0.17212678631072875,-1.7822264053047592,CUT6,-2.387892895547439,CUT7,-0.003319377569821924,0.20637612400423255,False,False
134,V,2026-06-28,4.313393622151766,True,TIMEOUT,0.024695020392740408,0.001721906327632805,False,0.0033410617483232707,0.03312888489390553,False,,,False,,,4.313393622151766,PARENT,4.313393622151766,PARENT,,,,
135,V,2026-07-05,-7.707084206355522,False,SL,0.007684431116778634,0.01726572263544357,False,0.002477207465330311,0.2128478497322981,False,,,False,,,-7.707084206355522,PARENT,-7.707084206355522,PARENT,,,,
136,V,2026-07-12,4.039801373061775,True,TIMEOUT,0.011690090631039651,0.007196067025688313,False,0.0017622702168514914,0.0326869714641187,False,,,False,,,4.039801373061775,PARENT,4.039801373061775,PARENT,,,,
137,V,2026-07-19,-1.667901427992697,False,TIMEOUT,0.006473587700337902,0.006283415432092987,False,0.0018058634903258541,-0.11303371057971501,False,,,False,,,-1.667901427992697,PARENT,-1.667901427992697,PARENT,,,,
138,V,2026-07-26,-7.720777018114824,False,SL,0.0010907680372381767,0.01467804499612102,True,-0.000634600465477142,0.0314427908106516,False,0.00024515128006208364,-0.24818912035606455,False,,,-7.720777018114824,REPAIRED4_HOLD,-7.720777018114824,REPAIRED4_HOLD,,,,
