lane,parent_n,parent_interventions,h2_retained_n,h2_interventions,winner_preservation,base_episode_wr,candidate_episode_wr,base_episode_pf,candidate_episode_pf,base_episode_net,candidate_episode_net,base_episode_gross_loss,candidate_episode_gross_loss,base_stack_pf,candidate_stack_pf,base_stack_net,candidate_stack_net,stack_net_improvement,base_stack_pf_5bps,candidate_stack_pf_5bps,base_stack_net_5bps,candidate_stack_net_5bps,stack_net_improvement_5bps,adequate_blocks,positive_blocks,positive_blocks_5bps,eligible,b1_net_improvement,b1_net_improvement_5bps,b2_net_improvement,b2_net_improvement_5bps,b3_net_improvement,b3_net_improvement_5bps,b4_net_improvement,b4_net_improvement_5bps,b5_net_improvement,b5_net_improvement_5bps,b6_net_improvement,b6_net_improvement_5bps
CP_ANCHOR_FULL,617,164,178,29,0.9818840579710145,0.5348460291734197,0.6223662884927067,1.3251753731320466,1.3408783350172302,448.81841275479366,381.50289612211475,1380.2349434762953,1119.1761309877056,1.3064354291509468,1.3205963453610157,448.8184127547937,381.5028961221148,-67.31551663267891,1.151280715633054,1.1415593889815503,240.56841275479363,182.75289612211478,-57.81551663267885,6,3,3,False,28.234477462265097,28.98447746226509,-19.136299208919922,-17.636299208919922,-74.6420175872768,-72.89201758727678,1.34178632527437,3.0917863252743487,-13.559508106144449,-11.559508106144449,10.446044482122891,12.196044482122886
CP_ANCHOR_HALF,617,164,186,30,0.9927536231884058,0.5348460291734197,0.586709886547812,1.3251753731320466,1.3437057475082388,448.81841275479366,409.58845912566443,1380.2349434762953,1191.6834737127763,1.3064354291509468,1.3232977390151257,448.8184127547937,409.5884591256645,-39.22995362912923,1.151280715633054,1.1517064109918107,240.56841275479363,208.83845912566446,-31.72995362912917,6,2,2,False,18.418292619289815,18.918292619289808,-10.47180847764605,-8.97180847764605,-40.45684984268124,-39.20684984268125,-9.910253560631133,-8.66025356063112,-6.0986097176997305,-4.598609717699745,9.289275350239214,10.789275350239208
CP_E10_5_FULL,617,76,199,5,0.9746376811594203,0.5348460291734197,0.5705024311183144,1.3251753731320466,1.3856228384566769,448.81841275479366,464.5132276075268,1380.2349434762953,1204.5791412837002,1.3064354291509468,1.3618246833136018,448.8184127547937,464.51322760752686,15.694814852733145,1.151280715633054,1.1859981601008358,240.56841275479363,260.5132276075268,19.944814852733174,6,3,3,False,-1.2796652985794736,-1.0296652985794914,-10.428506731413151,-9.428506731413165,-66.59672417247785,-65.59672417247785,22.81565190979964,23.81565190979964,20.097534445076235,20.597534445076235,51.086524700327814,51.586524700327814
CP_E10_10_FULL,617,94,193,13,0.9710144927536232,0.5348460291734197,0.5834683954619124,1.3251753731320466,1.3563737982101542,448.81841275479366,417.26440198292966,1380.2349434762953,1170.8616179937785,1.3064354291509468,1.3335309851595853,448.8184127547937,417.2644019829296,-31.554010771864114,1.151280715633054,1.157479482725124,240.56841275479363,214.7644019829296,-25.80401077186403,6,4,4,False,2.834732604665046,3.3347326046650494,0.4151722637149078,1.6651722637148936,-91.0249412041934,-89.5249412041934,18.549251745641627,19.799251745641627,-10.67203750327566,-9.922037503275654,48.343811321583495,48.843811321583495
