character_rule,lookback_min,hold_min,trades,wr,net,exp,pf,dd,ls,H1_trades,H1_exp,H1_pf,H2_trades,H2_exp,H2_pf,min_half_exp,positive_anchors,dev_eligible
ALL,60,120,1039,0.40423484119345526,-1043.5641727740997,-1.0043928515631373,0.6300035755725042,1061.7776564847718,24,516,-0.9001251895890268,0.6781725900276168,523,-1.107264961656141,0.5795280129216211,-1.107264961656141,0,False
ALL,60,240,1039,0.4340712223291627,-837.9636935539786,-0.8065098109277946,0.7706209437608298,974.9650348629177,20,512,-0.8570831727425932,0.751895828922274,523,-0.9674140704952533,0.731511159204429,-0.9674140704952533,0,False
ALL,60,360,1039,0.4552454282964389,-1069.7790747529775,-1.02962374855917,0.7581137587024656,1312.3294904738611,20,512,-1.5826602249291737,0.6487938952442792,523,-0.7765955691683172,0.8079986134211256,-1.5826602249291737,0,False
ALL,60,480,1039,0.4523580365736285,-1367.4247654518012,-1.316096983110492,0.7319569773099314,1624.8300650364386,17,512,-2.4075943368259543,0.5818329100733637,523,-0.36100883936264533,0.9123323735064732,-2.4075943368259543,0,False
ALL,120,120,1040,0.4048076923076923,-1043.346488046555,-1.0032177769678412,0.6300807558484712,1061.559971757227,24,516,-0.9001251895890268,0.6781725900276168,524,-1.104736431714918,0.5796860692109145,-1.104736431714918,0,False
ALL,120,240,1040,0.43365384615384617,-840.1825695746741,-0.8078678553602635,0.7701531669360953,977.1839108836132,21,512,-0.8570831727425932,0.751895828922274,524,-0.9698023566597576,0.73065084898596,-0.9698023566597576,0,False
ALL,120,360,1040,0.4548076923076923,-1073.2740609123873,-1.0319942893388339,0.7575151350919829,1315.8244766332707,20,512,-1.5826602249291737,0.6487938952442792,524,-0.7817833374703045,0.8066658688878025,-1.5826602249291737,0,False
ALL,120,480,1040,0.4519230769230769,-1373.1057167128756,-1.320293958377765,0.7311427899971823,1630.511016297513,17,512,-2.4075943368259543,0.5818329100733637,524,-0.3711614012361412,0.9099321604038898,-2.4075943368259543,0,False
ALL,180,120,1039,0.40423484119345526,-1045.7247500295814,-1.0064723291911275,0.6292375413600584,1063.9382337402533,24,515,-0.9064909899242023,0.6765246928621226,524,-1.104736431714918,0.5796860692109145,-1.104736431714918,0,False
ALL,180,240,1039,0.4331087584215592,-844.5788036659221,-0.812876615655363,0.7689504991828326,981.5801449748615,21,511,-0.8673636370556862,0.7494102821169131,524,-0.9698023566597576,0.73065084898596,-0.9698023566597576,0,False
ALL,180,360,1039,0.4542829643888354,-1081.0384444340643,-1.0404604854995807,0.7557609275154507,1323.5888601549484,20,511,-1.6009518956661726,0.6454286913202283,524,-0.7817833374703045,0.8066658688878025,-1.6009518956661726,0,False
ALL,180,480,1039,0.45139557266602504,-1377.5051925263858,-1.3257990303430085,0.7302813626662067,1634.9104921110234,17,511,-2.4209154134410933,0.5803404679065488,524,-0.3711614012361412,0.9099321604038898,-2.4209154134410933,0,False
ALL,240,120,1040,0.4048076923076923,-1043.346488046555,-1.0032177769678412,0.6300807558484712,1061.559971757227,24,516,-0.9001251895890268,0.6781725900276168,524,-1.104736431714918,0.5796860692109145,-1.104736431714918,0,False
ALL,240,240,1040,0.43365384615384617,-840.1825695746741,-0.8078678553602635,0.7701531669360953,977.1839108836132,21,512,-0.8570831727425932,0.751895828922274,524,-0.9698023566597576,0.73065084898596,-0.9698023566597576,0,False
ALL,240,360,1040,0.4548076923076923,-1073.2740609123873,-1.0319942893388339,0.7575151350919829,1315.8244766332707,20,512,-1.5826602249291737,0.6487938952442792,524,-0.7817833374703045,0.8066658688878025,-1.5826602249291737,0,False
ALL,240,480,1040,0.4519230769230769,-1373.1057167128756,-1.320293958377765,0.7311427899971823,1630.511016297513,17,512,-2.4075943368259543,0.5818329100733637,524,-0.3711614012361412,0.9099321604038898,-2.4075943368259543,0,False
ALL,360,120,1040,0.4048076923076923,-1043.346488046555,-1.0032177769678412,0.6300807558484712,1061.559971757227,24,516,-0.9001251895890268,0.6781725900276168,524,-1.104736431714918,0.5796860692109145,-1.104736431714918,0,False
ALL,360,240,1040,0.43365384615384617,-840.1825695746741,-0.8078678553602635,0.7701531669360953,977.1839108836132,21,512,-0.8570831727425932,0.751895828922274,524,-0.9698023566597576,0.73065084898596,-0.9698023566597576,0,False
ALL,360,360,1040,0.4548076923076923,-1073.2740609123873,-1.0319942893388339,0.7575151350919829,1315.8244766332707,20,512,-1.5826602249291737,0.6487938952442792,524,-0.7817833374703045,0.8066658688878025,-1.5826602249291737,0,False
ALL,360,480,1040,0.4519230769230769,-1373.1057167128756,-1.320293958377765,0.7311427899971823,1630.511016297513,17,512,-2.4075943368259543,0.5818329100733637,524,-0.3711614012361412,0.9099321604038898,-2.4075943368259543,0,False
DRIVE_UP,60,120,573,0.37347294938917974,-623.2275475572762,-1.087657151059819,0.5806585024580416,663.5123614252885,20,262,-0.8973854173925773,0.6389712130366124,311,-1.247950380065662,0.5351773719054481,-1.247950380065662,0,False
DRIVE_UP,60,240,573,0.41535776614310643,-477.776549090964,-0.8338159669999372,0.7574774790903298,620.6190213323001,18,260,-0.3452095847501167,0.881840586675922,311,-1.3944134797003322,0.6417268626935999,-1.3944134797003322,0,False
DRIVE_UP,60,360,573,0.42408376963350786,-799.5789757963015,-1.3954257867300202,0.6754939755563866,963.5463268444096,19,260,-1.4956517281530948,0.6470240714185536,311,-1.549554708142988,0.6462514930455975,-1.549554708142988,0,False
DRIVE_UP,60,480,573,0.4293193717277487,-750.232976084705,-1.3093071135858727,0.722617463711398,930.2699992476894,21,260,-1.7159682035403334,0.6526179932705928,311,-1.041175357351257,0.7720259147572828,-1.7159682035403334,0,False
DRIVE_UP,120,120,555,0.34774774774774775,-635.4224248356816,-1.144905269974201,0.5840920184964566,700.0641916814404,22,245,-0.7888024401175074,0.7024531827672374,310,-1.426341377441588,0.49656394009284993,-1.426341377441588,0,False
DRIVE_UP,120,240,555,0.390990990990991,-648.5663895874301,-1.1685880893467209,0.6748082749772161,755.4240504949729,19,245,-0.5787456587274621,0.8229837775572163,310,-1.6347538812877476,0.5753520018369046,-1.6347538812877476,0,False
DRIVE_UP,120,360,555,0.3945945945945946,-851.5503023262663,-1.5343248690563358,0.6431557450859582,1003.1826668673175,16,245,-1.605384431512309,0.621190191252751,310,-1.4781648922766146,0.6600743828123139,-1.605384431512309,0,False
DRIVE_UP,120,480,555,0.4144144144144144,-735.0981313261465,-1.3245011375245883,0.7144280251654549,896.8008462823029,15,245,-2.166735148006271,0.5608196744684981,310,-0.6588645808535812,0.8504111850806563,-2.166735148006271,0,False
DRIVE_UP,180,120,528,0.3409090909090909,-547.3270122257036,-1.0366041898214082,0.6048123004520195,569.3710352695384,19,230,-0.6742160070414226,0.7383049026161488,298,-1.3162997671348198,0.5049888952338818,-1.3162997671348198,0,False
DRIVE_UP,180,240,528,0.38825757575757575,-515.4922311628098,-0.9763110438689581,0.6977322746953812,621.5245517035715,16,230,-0.6769295911359314,0.7779902227053515,298,-1.2073772657769988,0.6416791071911326,-1.2073772657769988,0,False
DRIVE_UP,180,360,528,0.3977272727272727,-734.4356537341291,-1.3909766169206992,0.6645855190606528,843.9191222505484,16,230,-2.404798808373712,0.4831894608481602,298,-0.6084964020408575,0.8380112711889603,-2.404798808373712,0,False
DRIVE_UP,180,480,528,0.42045454545454547,-432.6524402865773,-0.8194175005427601,0.8073981286830024,681.415775336184,18,230,-2.0290849385741567,0.5727385008327768,298,0.1142184415620089,1.029492952422722,-2.0290849385741567,0,False
DRIVE_UP,240,120,540,0.35,-491.58371104736983,-0.9103402056432774,0.6485078668327308,537.5869124475732,17,232,-0.528815045205187,0.783544012195221,308,-1.1977227940252162,0.5564909517843754,-1.1977227940252162,0,False
