label,partition,n,wr,pf,expectancy,total_pnl,activation_rate,trades_per_week
ROUTER,august,7,0.8571428571428571,12.21731392110691,0.736928030191093,5.158496211337651,0.5714285714285714,2.4499999999999997
ALL_LONG_DIAGNOSTIC,august,10,0.7,2.2931360846373092,0.32655009041458505,3.2655009041458505,0.5,3.5
ALL_SHORT_DIAGNOSTIC,august,0,,,,0.0,,0.0
ROUTER,development,269,0.5018587360594795,0.968997677424728,-0.037803191112379446,-10.169058409230072,0.4758364312267658,1.7180656934306568
ALL_LONG_DIAGNOSTIC,development,479,0.4906054279749478,0.8195116316562434,-0.21486052447893894,-102.91819122541175,0.48434237995824636,3.0593065693430654
ALL_SHORT_DIAGNOSTIC,development,140,0.37857142857142856,0.556501659112788,-0.5309288532325255,-74.33003945255356,0.35,0.8941605839416058
ROUTER,external,197,0.49746192893401014,0.8531845718753089,-0.24677919545182245,-48.615501504009025,0.4365482233502538,1.8864569083447331
ALL_LONG_DIAGNOSTIC,external,324,0.5216049382716049,0.9224458403892295,-0.13324236702067171,-43.17052691469764,0.4382716049382716,3.102599179206566
ALL_SHORT_DIAGNOSTIC,external,76,0.4342105263157895,0.892282666631,-0.17003225504196348,-12.922451383189225,0.39473684210526316,0.7277701778385772
ROUTER,reference_validation,114,0.5175438596491229,1.025229255692511,0.022240735987404697,2.5354439025641353,0.5263157894736842,1.3878260869565218
ALL_LONG_DIAGNOSTIC,reference_validation,204,0.5049019607843137,0.739981367823469,-0.2502801570757848,-51.05715204346011,0.46568627450980393,2.4834782608695654
ALL_SHORT_DIAGNOSTIC,reference_validation,38,0.4473684210526316,0.9390889521354243,-0.06557463340642358,-2.491836069444096,0.39473684210526316,0.46260869565217394
ROUTER,POOLED_MAJOR,580,0.503448275862069,0.9259528538892141,-0.09698123450116371,-56.24911601067495,0.4724137931034483,1.6902581182348042
ALL_LONG_DIAGNOSTIC,POOLED_MAJOR,1007,0.5034756703078451,0.8510116686716238,-0.1957754420889469,-197.1458701835695,0.4657398212512413,2.9346378018318067
ALL_SHORT_DIAGNOSTIC,POOLED_MAJOR,254,0.40551181102362205,0.7267849955158411,-0.3533241216739641,-89.74432690518688,0.3700787401574803,0.7402164862614488
LONG_BULL,august,7,0.8571428571428571,12.21731392110691,0.736928030191093,5.158496211337651,0.5714285714285714,2.4499999999999997
LONG_BULL,development,212,0.5283018867924528,1.0738219358723284,0.08733039451817988,18.514043637854133,0.5141509433962265,1.354014598540146
LONG_BULL,external,177,0.5141242937853108,0.8890149466055026,-0.18802934262864388,-33.281193645269965,0.4519774011299435,1.694938440492476
LONG_BULL,reference_validation,99,0.5252525252525253,0.8760159395133728,-0.10698661960805346,-10.591675341197293,0.5353535353535354,1.2052173913043478
LONG_BULL,POOLED_MAJOR,488,0.5225409836065574,0.9601333953156214,-0.05196480604223998,-25.35882534861311,0.4959016393442623,1.4221482098251457
LONG_BEAR,august,3,0.3333333333333333,0.08346739513116076,-0.6309984357306004,-1.8929953071918013,0.3333333333333333,1.05
LONG_BEAR,development,195,0.4307692307692308,0.48362100659530655,-0.6510689625741698,-126.95844770196311,0.4512820512820513,1.2454379562043794
LONG_BEAR,external,74,0.581081081081081,1.1681945072320943,0.29794319495287785,22.04779642651296,0.47297297297297297,0.7086183310533516
LONG_BEAR,reference_validation,81,0.5308641975308642,0.7052956242696937,-0.2985581575805348,-24.18321076402332,0.41975308641975306,0.9860869565217392
LONG_BEAR,POOLED_MAJOR,350,0.4857142857142857,0.7187542014300699,-0.36883960582706704,-129.09386203947346,0.44857142857142857,1.0199833472106576
LONG_SIDEWAYS,august,0,,,,0.0,,0.0
LONG_SIDEWAYS,development,72,0.5416666666666666,1.0751206940954168,0.0767529560930172,5.526212838697239,0.4861111111111111,0.4598540145985401
LONG_SIDEWAYS,external,73,0.4794520547945205,0.7459136160997665,-0.43749492734165263,-31.93712969594064,0.3698630136986301,0.6990424076607387
LONG_SIDEWAYS,reference_validation,24,0.3333333333333333,0.43606617944336556,-0.6784277474266461,-16.282265938239508,0.3333333333333333,0.2921739130434783
LONG_SIDEWAYS,POOLED_MAJOR,169,0.48520710059171596,0.8128567981919715,-0.2526223834052243,-42.69318279548291,0.41420118343195267,0.4925062447960033
SHORT_BULL,august,0,,,,0.0,,0.0
SHORT_BULL,development,65,0.38461538461538464,0.44320862243917364,-0.6365630861869395,-41.376600602151065,0.36923076923076925,0.4151459854014598
SHORT_BULL,external,28,0.2857142857142857,0.2877246162214706,-1.3436347726398854,-37.62177363391679,0.25,0.26812585499316005
SHORT_BULL,reference_validation,12,0.5,0.5662145078852072,-0.3221425691956581,-3.865710830347897,0.4166666666666667,0.14608695652173914
SHORT_BULL,POOLED_MAJOR,105,0.37142857142857144,0.39089912692201817,-0.789181762537293,-82.86408506641577,0.34285714285714286,0.3059950041631973
SHORT_BEAR,august,0,,,,0.0,,0.0
SHORT_BEAR,development,57,0.40350877192982454,0.6285357136056312,-0.5032123166155121,-28.683102047084194,0.3333333333333333,0.3640510948905109
SHORT_BEAR,external,20,0.35,0.5094985573269732,-0.7667153929369535,-15.334307858739068,0.3,0.19151846785225718
SHORT_BEAR,reference_validation,15,0.4666666666666667,1.8711649760200288,0.8751412829174284,13.127119243761426,0.4666666666666667,0.1826086956521739
SHORT_BEAR,POOLED_MAJOR,92,0.40217391304347827,0.7499719286614687,-0.3357640289354547,-30.890290662061833,0.34782608695652173,0.2681099084096586
SHORT_SIDEWAYS,august,0,,,,0.0,,0.0
SHORT_SIDEWAYS,development,18,0.2777777777777778,0.7342744259763655,-0.23724093351768338,-4.270336803318301,0.3333333333333333,0.11496350364963502
SHORT_SIDEWAYS,external,28,0.6428571428571429,2.115619613444523,1.4297725039095224,40.03363010946663,0.6071428571428571,0.26812585499316005
SHORT_SIDEWAYS,reference_validation,11,0.36363636363636365,0.30574905685146614,-1.068476771168875,-11.753244482857625,0.2727272727272727,0.13391304347826088
SHORT_SIDEWAYS,POOLED_MAJOR,57,0.47368421052631576,1.348555040463505,0.42122892672439827,24.010048823290703,0.45614035087719296,0.16611157368859283
