hour_wib,dev_rule,dev_lb,dev_hold,dev_n,dev_wr,dev_exp,dev_pf,dev_dd,dev_ls,stageB_verdict,test_exact_n,test_exact_wr,test_exact_exp,test_exact_pf,test_exact_net,local_viable,local_stable,stable_lb,stable_hold
0,DRIVE_UP__EFF_HIGH,360,360,128,0.625,3.224831034023895,2.355864777633062,119.90148405619726,9,TEST_DEGRADATION_FAIL,137,0.4598540145985401,-0.1347527263055576,0.9518682447861484,-18.4611235038614,0,0,,
1,RV_LOW__RANGE_MID,240,480,87,0.6206896551724138,4.287140166767174,4.14488738226977,46.04953324134917,8,TEST_DEGRADATION_FAIL,52,0.5961538461538461,0.0827153829536824,1.0443610131121848,4.301199913591489,1,0,,
2,RV_LOW__RANGE_MID,180,240,67,0.6716417910447762,3.098283456882215,2.9677790702267086,40.40433816876629,7,TEST_DEGRADATION_FAIL,65,0.3846153846153846,-0.3080293911883852,0.7853198450825212,-20.02191042724504,0,0,,
