lookback_min,hold_min,character_rule,trades,win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak,max_win_streak,evaluable_anchors,supportive_anchors,a540_trades,a540_wr,a540_net,a540_exp,a540_pf,a540_dd,a540_evaluable,a540_supportive,a555_trades,a555_wr,a555_net,a555_exp,a555_pf,a555_dd,a555_evaluable,a555_supportive,a570_trades,a570_wr,a570_net,a570_exp,a570_pf,a570_dd,a570_evaluable,a570_supportive,a585_trades,a585_wr,a585_net,a585_exp,a585_pf,a585_dd,a585_evaluable,a585_supportive,y2022_trades,y2022_wr,y2022_net,y2022_exp,y2022_pf,y2023_trades,y2023_wr,y2023_net,y2023_exp,y2023_pf,y2024_trades,y2024_wr,y2024_net,y2024_exp,y2024_pf,years_wr55,min_year_exp,anchor_gate,pooled_gate,era_gate,candidate_gate
15,60,ALL,3082,0.426995457495133,-1695.9260730784483,-0.5502680314985231,0.7161095867624211,1714.2653872983833,23,14,4,0,769,0.43302990897269183,-430.1924953661473,-0.5594180693968105,0.7197319107681077,456.554487620781,True,False,771,0.4098573281452659,-503.4622739879526,-0.652999058350133,0.6574645664076834,508.19708508229195,True,False,773,0.4269081500646831,-415.7556972956397,-0.5378469563979815,0.7223163328567298,422.6527676869183,True,False,769,0.43823146944083224,-346.5156064287089,-0.4506054699983211,0.7645802033412453,395.62814090883455,True,False,1005,0.45671641791044776,-444.04557263874847,-0.4418363906853219,0.7901510512046832,1030,0.40485436893203886,-517.59873674018,-0.5025230453788155,0.7177613569445634,1047,0.42024832855778416,-734.2817636995201,-0.7013197361026935,0.6372029738968294,0,-0.7013197361026935,False,False,False,False
15,60,DRIVE_UP,1544,0.4106217616580311,-961.1169034417658,-0.6224850410892265,0.6848091831891866,971.9532722758896,23,10,4,0,381,0.4199475065616798,-304.2190518314276,-0.7984752016572902,0.6399489738316776,304.64407054420354,True,False,387,0.39018087855297157,-228.46141634768475,-0.5903395771258004,0.6651374601293957,241.9002908560956,True,False,393,0.4071246819338422,-275.6404628638393,-0.7013752235721101,0.6710764334290302,280.8111437471507,True,False,383,0.4255874673629243,-152.79597239881411,-0.39894509764703423,0.7766540636133034,164.64506488332302,True,False,485,0.4309278350515464,-258.0177035282554,-0.5319952650067122,0.7556837491641571,533,0.39399624765478425,-224.03192975751372,-0.42032256990152667,0.7558302832252115,526,0.40874524714828897,-479.06727015599665,-0.9107742778631115,0.5546507185232978,0,-0.9107742778631115,False,False,False,False
15,60,DRIVE_DOWN,1538,0.4434330299089727,-734.8091696366828,-0.4777692910511592,0.7487452411879332,764.0458380900118,14,14,4,0,388,0.44587628865979384,-125.97344353471965,-0.3246738235430919,0.8174295192363525,191.98620666185826,True,False,384,0.4296875,-275.0008576402679,-0.716148066771531,0.6508175954109964,277.65628330340746,True,False,380,0.4473684210526316,-140.11523443180045,-0.36872430113631693,0.7874530386836496,164.8758045101522,True,False,386,0.45077720207253885,-193.7196340298948,-0.5018643368650124,0.7540950792045945,260.65861162563976,True,False,520,0.4807692307692308,-186.02786911049307,-0.3577459021355636,0.8244927311754194,497,0.4164989939637827,-293.5668069826662,-0.5906776800456061,0.6796448086850367,521,0.43186180422264875,-255.21449354352347,-0.48985507397989153,0.7308531590636734,0,-0.5906776800456061,False,False,False,False
15,60,STR_B0_20,625,0.4256,-329.6480827464536,-0.5274369323943258,0.6766277750551755,357.845800092856,12,8,4,0,159,0.41509433962264153,-111.10746163057445,-0.6987890668589588,0.585352839181911,121.89785381696984,True,False,148,0.41216216216216217,-53.67504133530508,-0.3626691982115208,0.7629464054921824,57.062697530214976,True,False,160,0.4625,-35.17006789595908,-0.21981292434974425,0.8613117516303648,77.67072261918904,True,False,158,0.41139240506329117,-129.6955118846151,-0.8208576701557917,0.5221845101506372,146.5958331613564,True,False,206,0.5,-45.12668636367276,-0.2190615842896736,0.8623136375270769,194,0.3711340206185567,-113.54667568027703,-0.5852921426818404,0.6023088449912548,225,0.40444444444444444,-170.97472070250387,-0.7598876475666839,0.5790282305055937,0,-0.7598876475666839,False,False,False,False
15,60,STR_B20_40,614,0.3957654723127036,-461.5431334239004,-0.7516989143711732,0.5949077917781407,478.7515406249166,19,7,4,0,151,0.3973509933774834,-104.05024243358235,-0.6890744532025321,0.6342169336852529,119.69354554514264,True,False,158,0.379746835443038,-168.5273319019504,-1.0666286829237366,0.4881608294328994,175.0929602573549,True,False,145,0.41379310344827586,-76.29827091532285,-0.5261949718298127,0.6627287134690392,86.04758961523761,True,False,160,0.39375,-112.66728817304482,-0.7041705510815301,0.6237070509676534,112.66728817304481,True,False,211,0.46445497630331756,-125.07924687672198,-0.5927926392261705,0.6911276646584373,205,0.36585365853658536,-133.20766616153315,-0.6497934934708934,0.6087505867594555,198,0.35353535353535354,-203.25622038564526,-1.026546567604269,0.48403139121346167,0,-1.026546567604269,False,False,False,False
15,60,STR_B40_60,569,0.4130052724077329,-431.86839453608985,-0.7589954209773108,0.595434632888952,442.9007660188154,16,9,4,0,148,0.43243243243243246,-126.25535928334347,-0.8530767519144828,0.5811250111183653,132.73525092256838,True,False,146,0.3904109589041096,-99.75803207536975,-0.6832741922970531,0.6081732802646489,113.04261832840028,True,False,143,0.3986013986013986,-115.28494279919242,-0.8061884111831638,0.5304549311832574,118.88373011147428,True,False,132,0.4318181818181818,-90.5700603781842,-0.6861368210468499,0.6594468522278448,103.42963572339988,True,False,185,0.3945945945945946,-152.28956985209,-0.8231868640653515,0.5688875094523037,177,0.3954802259887006,-142.8225477498345,-0.8069070494340933,0.5838613563732703,207,0.4444444444444444,-136.75627693416533,-0.6606583426771272,0.6314148881960333,0,-0.8231868640653515,False,False,False,False
15,60,STR_B60_80,614,0.4609120521172638,-360.5679516030468,-0.5872442208518678,0.7002644400561105,374.70658266185836,9,7,4,0,143,0.4405594405594406,-62.54917036203547,-0.4374067857484998,0.7664143610921053,124.82816283346814,True,False,151,0.4370860927152318,-123.13739393728005,-0.8154794300482122,0.580383311462033,132.2311969699204,True,False,162,0.4444444444444444,-170.36217828090867,-1.0516183844500535,0.5582311543778269,177.73129968379325,True,False,158,0.5189873417721519,-4.519209022822583,-0.028602588752041663,0.9823528132233095,62.10298012357279,True,False,201,0.4626865671641791,-184.6935610060196,-0.9188734378408935,0.6266757282107525,205,0.44390243902439025,-78.60629207814806,-0.38344532721047836,0.7702081763192963,208,0.47596153846153844,-97.26809851887917,-0.46763508903307294,0.7343494235328115,0,-0.9188734378408935,False,False,False,False
15,60,STR_B80_100,660,0.43787878787878787,-112.29851076895783,-0.1701492587408452,0.92729954729917,187.4705401317828,11,8,4,0,168,0.47619047619047616,-26.230261656611553,-0.15613250986078306,0.9365380896733548,60.494538843699516,True,False,168,0.42857142857142855,-58.36447473804731,-0.3474075877264721,0.8405678681844553,72.01611846811583,True,False,163,0.4110429447852761,-18.640237404256695,-0.11435728468869139,0.9517409166181373,57.62984198514556,True,False,161,0.43478260869565216,-9.063536970042236,-0.05629526068349215,0.9760869515940901,115.39743250951695,True,False,202,0.45544554455445546,63.14349145975601,0.31259154187998023,1.117949022168387,249,0.43775100401606426,-49.415555070387285,-0.1984560444593867,0.9054496228798304,209,0.42105263157894735,-126.02644715832649,-0.6029973548245287,0.7410546195199765,0,-0.6029973548245287,False,False,False,False
15,60,EFF_LOW,996,0.4146586345381526,-613.0400380992232,-0.6155020462843607,0.6813500194409171,624.424179612245,16,7,4,0,248,0.42338709677419356,-148.43212692573053,-0.5985166408295586,0.6896531406462487,163.9482234271327,True,False,244,0.4180327868852459,-201.53742788303123,-0.8259730650943903,0.5931188403024281,206.4059362309262,True,False,254,0.41338582677165353,-116.16015926555433,-0.4573234616754107,0.7466078096339047,165.8129958629614,True,False,250,0.404,-146.91032402490714,-0.5876412960996286,0.7013078967812424,174.72148840801967,True,False,318,0.44654088050314467,-149.81491885221058,-0.4711160970195301,0.779232534655878,331,0.41389728096676737,-168.74827181769274,-0.5098135100232409,0.6963215845277028,347,0.3861671469740634,-294.47684742931995,-0.8486364479231122,0.5729596314024966,0,-0.8486364479231122,False,False,False,False
15,60,EFF_MID,1018,0.43713163064833005,-594.6122249727168,-0.5840984528219222,0.7144358998651165,676.829099929472,22,8,4,0,261,0.4099616858237548,-200.11195941803487,-0.7667124881917045,0.6547049944687064,228.0106187013079,True,False,257,0.41245136186770426,-146.90427738560408,-0.5716119742630509,0.6902010447865308,150.58041871147876,True,False,250,0.488,-128.43096159251712,-0.5137238463700685,0.748723454053363,160.39083300984396,True,False,250,0.44,-119.16502657656083,-0.47666010630624334,0.769681309765993,155.34254428038332,True,False,337,0.47774480712166173,-185.88370580978676,-0.5515836967649459,0.7470824374595891,347,0.40057636887608067,-187.74186566366996,-0.5410428405293082,0.7344757221576965,334,0.4341317365269461,-220.98665349926026,-0.6616366871235337,0.6548262605369523,0,-0.6616366871235337,False,False,False,False
