partition,k,entry_fraction,ttl,setups,fills,fill_rate,wins,losses,wr,tp_rate,net_pf,net_exp,total_net,time_exit_rate,median_rr
external,1,F60,FULL,101,21,0.2079207920792079,16,5,0.7619047619047619,0.5714285714285714,1.9385267170815739,0.948080716147903,19.909695039105962,0.2857142857142857,0.6666666666666707
external,1,F65,T15,101,9,0.0891089108910891,6,3,0.6666666666666666,0.6666666666666666,0.5519504070586585,-0.9516456407346152,-8.564810766611537,0.0,0.5384615384615319
external,1,F65,T30,101,14,0.13861386138613863,10,4,0.7142857142857143,0.7142857142857143,1.040069954884443,0.06371168943205278,0.8919636520487391,0.07142857142857142,0.5384615384615379
external,1,F65,T45,101,17,0.16831683168316833,12,5,0.7058823529411765,0.6470588235294118,1.3465463298743134,0.4815717969763175,8.186720548597398,0.17647058823529413,0.5384615384615384
external,1,F65,T60,101,19,0.18811881188118812,14,5,0.7368421052631579,0.6842105263157895,1.6870833117109296,0.8542883062588205,16.23147781891759,0.15789473684210525,0.5384615384615384
external,1,F65,T90,101,21,0.2079207920792079,16,5,0.7619047619047619,0.6666666666666666,1.9492072351316305,1.0678012071352097,22.423825349839404,0.19047619047619047,0.5384615384615384
external,1,F65,FULL,101,24,0.2376237623762376,17,7,0.7083333333333334,0.625,2.011255383643935,1.0575904394186189,25.38217054604685,0.25,0.5384615384615384
external,1,F70,T15,101,14,0.13861386138613863,11,3,0.7857142857142857,0.7857142857142857,1.2629278477395132,0.38454934577268357,5.38369084081757,0.0,0.42857142857142666
external,1,F70,T30,101,20,0.19801980198019803,16,4,0.8,0.8,1.5617774842322654,0.686249774938261,13.724995498765221,0.05,0.42857142857142694
external,1,F70,T45,101,26,0.25742574257425743,21,5,0.8076923076923077,0.7307692307692307,2.2015081865608725,1.2028156952685207,31.27320807698154,0.15384615384615385,0.42857142857142694
external,1,F70,T60,101,27,0.26732673267326734,22,5,0.8148148148148148,0.7407407407407407,2.4383008833305686,1.3865377021121783,37.43651795702881,0.14814814814814814,0.42857142857142705
external,1,F70,T90,101,29,0.2871287128712871,23,6,0.7931034482758621,0.7241379310344828,2.349145707879064,1.2783847330936815,37.073157259716766,0.1724137931034483,0.42857142857142705
external,1,F70,FULL,101,31,0.3069306930693069,24,7,0.7741935483870968,0.7096774193548387,2.3122932392883055,1.2502128538877741,38.756598470521,0.1935483870967742,0.42857142857142705
external,1,F75,T15,101,22,0.21782178217821782,18,4,0.8181818181818182,0.8181818181818182,1.365738691168291,0.4006956950766403,8.815305291686087,0.045454545454545456,0.3333333333333333
external,1,F75,T30,101,30,0.297029702970297,25,5,0.8333333333333334,0.8,1.8220766627443497,0.7910186528666525,23.730559585999575,0.1,0.3333333333333333
external,1,F75,T45,101,34,0.33663366336633666,29,5,0.8529411764705882,0.7941176470588235,2.2593325337102304,1.0691956074078675,36.35265065186749,0.11764705882352941,0.3333333333333333
external,1,F75,T60,101,35,0.3465346534653465,30,5,0.8571428571428571,0.8,2.30343693941121,1.0750227132634804,37.62579496422182,0.11428571428571428,0.3333333333333333
external,1,F75,T90,101,37,0.36633663366336633,31,6,0.8378378378378378,0.7837837837837838,2.1646533857457975,1.0111507138828513,37.4125764136655,0.13513513513513514,0.3333333333333333
external,1,F75,FULL,101,40,0.39603960396039606,32,8,0.8,0.75,2.062864606101013,0.9064924132379584,36.25969652951834,0.175,0.3333333333333333
external,1,F80,T15,101,33,0.32673267326732675,29,4,0.8787878787878788,0.8787878787878788,1.9372740309133918,0.6915187737847217,22.820119534895817,0.06060606060606061,0.25
external,1,F80,T30,101,39,0.38613861386138615,34,5,0.8717948717948718,0.8461538461538461,2.3373357328654163,0.8528248679873232,33.2601698515056,0.10256410256410256,0.25
external,1,F80,T45,101,43,0.42574257425742573,37,6,0.8604651162790697,0.8372093023255814,2.170110674447004,0.7979526840412394,34.311965413773294,0.11627906976744186,0.25
external,1,F80,T60,101,43,0.42574257425742573,37,6,0.8604651162790697,0.8372093023255814,2.170110674447004,0.7979526840412394,34.311965413773294,0.11627906976744186,0.25
external,1,F80,T90,101,43,0.42574257425742573,37,6,0.8604651162790697,0.8372093023255814,2.170110674447004,0.7979526840412394,34.311965413773294,0.11627906976744186,0.25
external,1,F80,FULL,101,45,0.44554455445544555,38,7,0.8444444444444444,0.8222222222222222,2.0990966403648716,0.7473144272244109,33.62914922509849,0.13333333333333333,0.25
external,2,F50,T15,27,0,0.0,0,0,,,,,,,
external,2,F50,T30,27,1,0.037037037037037035,1,0,1.0,1.0,inf,1.632175751749632,1.632175751749632,0.0,1.0000000000000435
external,2,F50,T45,27,1,0.037037037037037035,1,0,1.0,1.0,inf,1.632175751749632,1.632175751749632,0.0,1.0000000000000435
external,2,F50,T60,27,1,0.037037037037037035,1,0,1.0,1.0,inf,1.632175751749632,1.632175751749632,0.0,1.0000000000000435
external,2,F50,T90,27,1,0.037037037037037035,1,0,1.0,1.0,inf,1.632175751749632,1.632175751749632,0.0,1.0000000000000435
external,2,F50,FULL,27,1,0.037037037037037035,1,0,1.0,1.0,inf,1.632175751749632,1.632175751749632,0.0,1.0000000000000435
external,2,F60,T15,27,0,0.0,0,0,,,,,,,
external,2,F60,T30,27,1,0.037037037037037035,1,0,1.0,1.0,inf,1.2244201584969532,1.2244201584969532,0.0,0.6666666666666908
external,2,F60,T45,27,1,0.037037037037037035,1,0,1.0,1.0,inf,1.2244201584969532,1.2244201584969532,0.0,0.6666666666666908
external,2,F60,T60,27,1,0.037037037037037035,1,0,1.0,1.0,inf,1.2244201584969532,1.2244201584969532,0.0,0.6666666666666908
external,2,F60,T90,27,1,0.037037037037037035,1,0,1.0,1.0,inf,1.2244201584969532,1.2244201584969532,0.0,0.6666666666666908
external,2,F60,FULL,27,1,0.037037037037037035,1,0,1.0,1.0,inf,1.2244201584969532,1.2244201584969532,0.0,0.6666666666666908
external,2,F65,T15,27,0,0.0,0,0,,,,,,,
external,2,F65,T30,27,1,0.037037037037037035,1,0,1.0,1.0,inf,1.0207906484422495,1.0207906484422495,0.0,0.5384615384615308
external,2,F65,T45,27,2,0.07407407407407407,2,0,1.0,1.0,inf,1.3412327968746034,2.682465593749207,0.0,0.5384615384615294
external,2,F65,T60,27,2,0.07407407407407407,2,0,1.0,1.0,inf,1.3412327968746034,2.682465593749207,0.0,0.5384615384615294
external,2,F65,T90,27,3,0.1111111111111111,3,0,1.0,1.0,inf,2.372244847548048,7.116734542644144,0.0,0.5384615384615308
external,2,F65,FULL,27,3,0.1111111111111111,3,0,1.0,1.0,inf,2.372244847548048,7.116734542644144,0.0,0.5384615384615308
external,2,F70,T15,27,1,0.037037037037037035,1,0,1.0,1.0,inf,3.0916896842535073,3.0916896842535073,0.0,0.42857142857143077
external,2,F70,T30,27,2,0.07407407407407407,2,0,1.0,1.0,inf,1.954508039179637,3.909016078359274,0.0,0.4285714285714363
external,2,F70,T45,27,3,0.1111111111111111,3,0,1.0,1.0,inf,1.7583752348772748,5.275125704631824,0.0,0.42857142857143077
external,2,F70,T60,27,3,0.1111111111111111,3,0,1.0,1.0,inf,1.7583752348772748,5.275125704631824,0.0,0.42857142857143077
external,2,F70,T90,27,4,0.14814814814814814,4,0,1.0,1.0,inf,2.253267348586036,9.013069394344145,0.0,0.42857142857142866
external,2,F70,FULL,27,4,0.14814814814814814,4,0,1.0,1.0,inf,2.253267348586036,9.013069394344145,0.0,0.42857142857142866
external,2,F75,T15,27,3,0.1111111111111111,3,0,1.0,1.0,inf,1.164045902563834,3.492137707691502,0.0,0.33333333333332366
external,2,F75,T30,27,4,0.14814814814814814,4,0,1.0,1.0,inf,1.1407574526711266,4.563029810684506,0.0,0.3333333333333307
external,2,F75,T45,27,5,0.18518518518518517,5,0,1.0,1.0,inf,1.5213132996951155,7.606566498475578,0.0,0.3333333333333333
external,2,F75,T60,27,6,0.2222222222222222,5,1,0.8333333333333334,0.8333333333333334,47.05109846596329,1.24081673694468,7.4449004216680805,0.16666666666666666,0.33333333333333237
external,2,F75,T90,27,6,0.2222222222222222,5,1,0.8333333333333334,0.8333333333333334,47.05109846596329,1.24081673694468,7.4449004216680805,0.16666666666666666,0.33333333333333237
external,2,F75,FULL,27,6,0.2222222222222222,5,1,0.8333333333333334,0.8333333333333334,47.05109846596329,1.24081673694468,7.4449004216680805,0.16666666666666666,0.33333333333333237
external,2,F80,T15,27,6,0.2222222222222222,6,0,1.0,1.0,inf,1.165771398202224,6.994628389213344,0.0,0.2499999999999968
external,2,F80,T30,27,7,0.25925925925925924,7,0,1.0,1.0,inf,1.3350954880772492,9.345668416540745,0.0,0.24999999999999833
external,2,F80,T45,27,8,0.2962962962962963,7,1,0.875,0.875,7.3392097060635875,1.009034935444753,8.072279483558024,0.125,0.24999999999999778
external,2,F80,T60,27,8,0.2962962962962963,7,1,0.875,0.875,7.3392097060635875,1.009034935444753,8.072279483558024,0.125,0.24999999999999778
external,2,F80,T90,27,8,0.2962962962962963,7,1,0.875,0.875,7.3392097060635875,1.009034935444753,8.072279483558024,0.125,0.24999999999999778
external,2,F80,FULL,27,8,0.2962962962962963,7,1,0.875,0.875,7.3392097060635875,1.009034935444753,8.072279483558024,0.125,0.24999999999999778
development,1,F50,T15,164,32,0.1951219512195122,14,18,0.4375,0.4375,0.8062431581233483,-0.4068411834052134,-13.01891786896683,0.03125,1.0
development,1,F50,T30,164,43,0.2621951219512195,19,24,0.4418604651162791,0.4418604651162791,0.8689502086592809,-0.25595401522097594,-11.006022654501965,0.046511627906976744,1.0
development,1,F50,T45,164,47,0.2865853658536585,19,28,0.40425531914893614,0.40425531914893614,0.708742594025775,-0.6380864847676792,-29.990064784080918,0.0425531914893617,1.0
development,1,F50,T60,164,51,0.31097560975609756,19,32,0.37254901960784315,0.37254901960784315,0.6329747802263008,-0.8297137458528374,-42.315401038494706,0.0784313725490196,1.0
development,1,F50,T90,164,54,0.32926829268292684,19,35,0.35185185185185186,0.35185185185185186,0.5478100964025509,-1.1155422661611554,-60.23928237270239,0.09259259259259259,1.0
development,1,F50,FULL,164,62,0.3780487804878049,21,41,0.3387096774193548,0.3225806451612903,0.6401497475245198,-0.8706527595669952,-53.9804710931537,0.16129032258064516,1.0
development,1,F60,T15,164,47,0.2865853658536585,24,23,0.5106382978723404,0.5106382978723404,0.6017104902141298,-0.9666323415417599,-45.431720052462715,0.0425531914893617,0.6666666666666666
development,1,F60,T30,164,58,0.35365853658536583,32,26,0.5517241379310345,0.5517241379310345,0.7347414272190425,-0.5957052315790684,-34.550903431585965,0.05172413793103448,0.6666666666666666
development,1,F60,T45,164,66,0.4024390243902439,33,33,0.5,0.5,0.6374835087872417,-0.8736976064227608,-57.66404202390221,0.07575757575757576,0.6666666666666666
development,1,F60,T60,164,66,0.4024390243902439,33,33,0.5,0.5,0.6374835087872417,-0.8736976064227608,-57.66404202390221,0.07575757575757576,0.6666666666666666
development,1,F60,T90,164,70,0.4268292682926829,35,35,0.5,0.4857142857142857,0.7194049732385462,-0.6652916200713547,-46.57041340499483,0.1,0.6666666666666666
development,1,F60,FULL,164,75,0.4573170731707317,35,40,0.4666666666666667,0.4533333333333333,0.642736113046192,-0.8849092056840264,-66.36819042630198,0.13333333333333333,0.6666666666666666
development,1,F65,T15,164,51,0.31097560975609756,28,23,0.5490196078431373,0.5490196078431373,0.5818872725530573,-0.9977432769485157,-50.8849071243743,0.0392156862745098,0.5384615384615378
development,1,F65,T30,164,68,0.4146341463414634,39,29,0.5735294117647058,0.5735294117647058,0.6558642038934641,-0.7865448527988554,-53.48504999032217,0.04411764705882353,0.5384615384615384
development,1,F65,T45,164,76,0.4634146341463415,40,36,0.5263157894736842,0.5263157894736842,0.5595634414753267,-1.0650910404203529,-80.94691907194681,0.10526315789473684,0.5384615384615384
development,1,F65,T60,164,77,0.4695121951219512,41,36,0.5324675324675324,0.5324675324675324,0.6294447134178239,-0.8844621485792374,-68.10358544060128,0.1038961038961039,0.5384615384615384
development,1,F65,T90,164,80,0.4878048780487805,43,37,0.5375,0.5125,0.6450923449653717,-0.8392759603263376,-67.142076826107,0.125,0.5384615384615384
development,1,F65,FULL,164,82,0.5,44,38,0.5365853658536586,0.5121951219512195,0.6603937485553775,-0.8129451514966067,-66.66150242272175,0.12195121951219512,0.5384615384615384
development,1,F70,T15,164,63,0.38414634146341464,37,26,0.5873015873015873,0.5873015873015873,0.5305929518571062,-1.095633751827148,-69.02492636511032,0.06349206349206349,0.42857142857142855
development,1,F70,T30,164,76,0.4634146341463415,46,30,0.6052631578947368,0.6052631578947368,0.6523906433447526,-0.7505887815728294,-57.044747399535034,0.06578947368421052,0.42857142857142855
development,1,F70,T45,164,83,0.5060975609756098,47,36,0.5662650602409639,0.5662650602409639,0.5285004457868794,-1.1585165261041177,-96.15687166664176,0.0963855421686747,0.42857142857142855
development,1,F70,T60,164,84,0.5121951219512195,48,36,0.5714285714285714,0.5595238095238095,0.5421992132069217,-1.1114662708838159,-93.36316675424054,0.10714285714285714,0.42857142857142855
development,1,F70,T90,164,84,0.5121951219512195,48,36,0.5714285714285714,0.5595238095238095,0.5421992132069217,-1.1114662708838159,-93.36316675424054,0.10714285714285714,0.42857142857142855
development,1,F70,FULL,164,86,0.524390243902439,49,37,0.5697674418604651,0.5581395348837209,0.5530817724396591,-1.0993968268289653,-94.54812710729102,0.10465116279069768,0.42857142857142855
development,1,F75,T15,164,79,0.4817073170731707,51,28,0.6455696202531646,0.6455696202531646,0.5245818761226604,-0.9934385191459535,-78.48164301253033,0.06329113924050633,0.3333333333333333
development,1,F75,T30,164,92,0.5609756097560976,58,34,0.6304347826086957,0.6195652173913043,0.5205682590700746,-1.048990232354027,-96.50710137657049,0.08695652173913043,0.3333333333333333
development,1,F75,T45,164,96,0.5853658536585366,60,36,0.625,0.6145833333333334,0.5029304749733112,-1.1424459376764424,-109.67481001693847,0.09375,0.3333333333333333
development,1,F75,T60,164,99,0.6036585365853658,62,37,0.6262626262626263,0.6161616161616161,0.5031597757655792,-1.1480908917108137,-113.66099827937056,0.09090909090909091,0.3333333333333333
development,1,F75,T90,164,99,0.6036585365853658,62,37,0.6262626262626263,0.6161616161616161,0.5031597757655792,-1.1480908917108137,-113.66099827937056,0.09090909090909091,0.3333333333333333
development,1,F75,FULL,164,99,0.6036585365853658,62,37,0.6262626262626263,0.6161616161616161,0.5031597757655792,-1.1480908917108137,-113.66099827937056,0.09090909090909091,0.3333333333333333
development,1,F80,T15,164,98,0.5975609756097561,67,31,0.6836734693877551,0.6938775510204082,0.4927288426781212,-1.011750016040447,-99.15150157196379,0.08163265306122448,0.25
development,1,F80,T30,164,104,0.6341463414634146,72,32,0.6923076923076923,0.6923076923076923,0.5235522410851268,-0.9285095438202278,-96.56499255730368,0.08653846153846154,0.25
development,1,F80,T45,164,107,0.6524390243902439,73,34,0.6822429906542056,0.6822429906542056,0.4734268931932499,-1.1096715134491255,-118.73485193905643,0.08411214953271028,0.25
development,1,F80,T60,164,109,0.6646341463414634,75,34,0.6880733944954128,0.6880733944954128,0.4809764898715002,-1.0736928784320823,-117.03252374909697,0.08256880733944955,0.25
development,1,F80,T90,164,109,0.6646341463414634,75,34,0.6880733944954128,0.6880733944954128,0.4809764898715002,-1.0736928784320823,-117.03252374909697,0.08256880733944955,0.25
development,1,F80,FULL,164,110,0.6707317073170732,75,35,0.6818181818181818,0.6818181818181818,0.48014431230494614,-1.0674848366198375,-117.42333202818213,0.09090909090909091,0.25
development,2,F50,T15,44,2,0.045454545454545456,0,2,0.0,0.0,0.0,-2.4671057609750466,-4.934211521950093,0.0,1.0
development,2,F50,T30,44,3,0.06818181818181818,1,2,0.3333333333333333,0.3333333333333333,0.20624981796882033,-1.3055104312427435,-3.91653129372823,0.0,1.0
development,2,F50,T45,44,4,0.09090909090909091,1,3,0.25,0.25,0.10425904766948811,-2.185848320054628,-8.743393280218513,0.0,1.0000000000000075
development,2,F50,T60,44,4,0.09090909090909091,1,3,0.25,0.25,0.10425904766948811,-2.185848320054628,-8.743393280218513,0.0,1.0000000000000075
development,2,F50,T90,44,6,0.13636363636363635,2,4,0.3333333333333333,0.16666666666666666,0.5443899883830372,-0.743684574227343,-4.462107445364058,0.3333333333333333,1.0
development,2,F50,FULL,44,9,0.20454545454545456,4,5,0.4444444444444444,0.3333333333333333,1.7925549143188497,1.23674115148608,11.13067036337472,0.2222222222222222,1.0
development,2,F60,T15,44,7,0.1590909090909091,5,2,0.7142857142857143,0.5714285714285714,1.483378660419863,0.39754095524228344,2.7827866866959843,0.14285714285714285,0.6666666666666666
development,2,F60,T30,44,7,0.1590909090909091,5,2,0.7142857142857143,0.5714285714285714,1.483378660419863,0.39754095524228344,2.7827866866959843,0.14285714285714285,0.6666666666666666
development,2,F60,T45,44,9,0.20454545454545456,6,3,0.6666666666666666,0.4444444444444444,1.024875279092223,0.03167395325287462,0.2850655792758716,0.2222222222222222,0.6666666666666708
development,2,F60,T60,44,11,0.25,7,4,0.6363636363636364,0.45454545454545453,2.0959821309586,1.2614923005093972,13.87641530560337,0.2727272727272727,0.6666666666666666
development,2,F60,T90,44,11,0.25,7,4,0.6363636363636364,0.45454545454545453,2.0959821309586,1.2614923005093972,13.87641530560337,0.2727272727272727,0.6666666666666666
development,2,F60,FULL,44,13,0.29545454545454547,8,5,0.6153846153846154,0.46153846153846156,1.5469959949667504,0.7436818349426569,9.66786385425454,0.23076923076923078,0.6666666666666666
development,2,F65,T15,44,9,0.20454545454545456,7,2,0.7777777777777778,0.6666666666666666,1.8990854600640272,0.6161541258370976,5.545387132533879,0.1111111111111111,0.5384615384615341
development,2,F65,T30,44,10,0.22727272727272727,8,2,0.8,0.7,2.0462377245750116,0.6452994151430973,6.452994151430973,0.1,0.5384615384615379
development,2,F65,T45,44,14,0.3181818181818182,11,3,0.7857142857142857,0.6428571428571429,2.3376449557045658,1.1759317105506528,16.46304394770914,0.14285714285714285,0.5384615384615405
development,2,F65,T60,44,16,0.36363636363636365,11,5,0.6875,0.5625,1.4765406374978332,0.5803398413884036,9.285437462214457,0.1875,0.5384615384615399
development,2,F65,T90,44,17,0.38636363636363635,12,5,0.7058823529411765,0.5882352941176471,1.8660341200302957,0.9926325429217255,16.874753229669334,0.17647058823529413,0.5384615384615404
development,2,F65,FULL,44,17,0.38636363636363635,12,5,0.7058823529411765,0.5882352941176471,1.8660341200302957,0.9926325429217255,16.874753229669334,0.17647058823529413,0.5384615384615404
development,2,F70,T15,44,12,0.2727272727272727,9,3,0.75,0.6666666666666666,1.9807359861863538,1.00952445954245,12.1142935145094,0.08333333333333333,0.4285714285714278
development,2,F70,T30,44,16,0.36363636363636365,12,4,0.75,0.625,1.9330434451695868,0.8582206276314961,13.731530042103937,0.1875,0.42857142857142855
development,2,F70,T45,44,18,0.4090909090909091,13,5,0.7222222222222222,0.6111111111111112,1.3596925842544847,0.42548955185680104,7.6588119334224185,0.16666666666666666,0.42857142857142855
development,2,F70,T60,44,18,0.4090909090909091,13,5,0.7222222222222222,0.6111111111111112,1.3596925842544847,0.42548955185680104,7.6588119334224185,0.16666666666666666,0.42857142857142855
development,2,F70,T90,44,19,0.4318181818181818,14,5,0.7368421052631579,0.631578947368421,1.661786774656937,0.7416421497275735,14.091200844823895,0.15789473684210525,0.42857142857142855
development,2,F70,FULL,44,19,0.4318181818181818,14,5,0.7368421052631579,0.631578947368421,1.661786774656937,0.7416421497275735,14.091200844823895,0.15789473684210525,0.42857142857142855
development,2,F75,T15,44,13,0.29545454545454547,11,2,0.8461538461538461,0.8461538461538461,3.4213385987838865,1.198770913658236,15.584021877557069,0.07692307692307693,0.3333333333333333
development,2,F75,T30,44,18,0.4090909090909091,13,5,0.7222222222222222,0.6666666666666666,1.2867972688305203,0.3186292730329743,5.735326914593537,0.16666666666666666,0.3333333333333333
development,2,F75,T45,44,19,0.4318181818181818,14,5,0.7368421052631579,0.6842105263157895,1.3044135698347823,0.32040078663823524,6.087614946126469,0.15789473684210525,0.3333333333333333
development,2,F75,T60,44,19,0.4318181818181818,14,5,0.7368421052631579,0.6842105263157895,1.3044135698347823,0.32040078663823524,6.087614946126469,0.15789473684210525,0.3333333333333333
development,2,F75,T90,44,20,0.45454545454545453,15,5,0.75,0.7,1.5684780316944986,0.5684167371655339,11.368334743310678,0.15,0.3333333333333333
development,2,F75,FULL,44,21,0.4772727272727273,16,5,0.7619047619047619,0.7142857142857143,1.5981830238153063,0.569636691838043,11.962370528598903,0.14285714285714285,0.3333333333333333
development,2,F80,T15,44,17,0.38636363636363635,15,2,0.8823529411764706,0.8235294117647058,3.0924840223218606,0.9007806529169311,15.313271099587828,0.11764705882352941,0.25
development,2,F80,T30,44,19,0.4318181818181818,16,3,0.8421052631578947,0.7894736842105263,2.286708387384648,0.754209223144815,14.329975239751484,0.10526315789473684,0.25
development,2,F80,T45,44,20,0.45454545454545453,17,3,0.85,0.8,2.304814765373921,0.7265812309763424,14.531624619526848,0.1,0.25
development,2,F80,T60,44,20,0.45454545454545453,17,3,0.85,0.8,2.304814765373921,0.7265812309763424,14.531624619526848,0.1,0.25
development,2,F80,T90,44,21,0.4772727272727273,18,3,0.8571428571428571,0.8095238095238095,2.676036852256022,0.8888522516322485,18.665897284277218,0.09523809523809523,0.25
development,2,F80,FULL,44,23,0.5227272727272727,19,4,0.8260869565217391,0.782608695652174,2.61957260532741,0.8117391984700246,18.670001564810565,0.13043478260869565,0.25
reference_validation,1,F50,T15,82,17,0.2073170731707317,8,9,0.47058823529411764,0.47058823529411764,0.9322652732907745,-0.08071077618614643,-1.3720831951644894,0.058823529411764705,1.0
reference_validation,1,F50,T30,82,24,0.2926829268292683,13,11,0.5416666666666666,0.5416666666666666,1.336389348247168,0.35773832844303527,8.585719882632846,0.08333333333333333,1.0
reference_validation,1,F50,T45,82,28,0.34146341463414637,17,11,0.6071428571428571,0.6071428571428571,1.7435154363899317,0.6777451802842586,18.97686504795924,0.07142857142857142,1.0
reference_validation,1,F50,T60,82,28,0.34146341463414637,17,11,0.6071428571428571,0.6071428571428571,1.7435154363899317,0.6777451802842586,18.97686504795924,0.07142857142857142,1.0
reference_validation,1,F50,T90,82,28,0.34146341463414637,17,11,0.6071428571428571,0.6071428571428571,1.7435154363899317,0.6777451802842586,18.97686504795924,0.07142857142857142,1.0
reference_validation,1,F50,FULL,82,28,0.34146341463414637,17,11,0.6071428571428571,0.6071428571428571,1.7435154363899317,0.6777451802842586,18.97686504795924,0.07142857142857142,1.0
reference_validation,1,F60,T15,82,23,0.2804878048780488,14,9,0.6086956521739131,0.6086956521739131,1.0716361329253818,0.07635274660608253,1.7561131719398984,0.08695652173913043,0.6666666666666666
reference_validation,1,F60,T30,82,32,0.3902439024390244,22,10,0.6875,0.6875,1.513062922257981,0.4709151891052973,15.069286051369513,0.0625,0.6666666666666666
reference_validation,1,F60,T45,82,34,0.4146341463414634,24,10,0.7058823529411765,0.7058823529411765,1.6507429821545776,0.5621505276614326,19.113117940488706,0.058823529411764705,0.6666666666666666
reference_validation,1,F60,T60,82,34,0.4146341463414634,24,10,0.7058823529411765,0.7058823529411765,1.6507429821545776,0.5621505276614326,19.113117940488706,0.058823529411764705,0.6666666666666666
reference_validation,1,F60,T90,82,34,0.4146341463414634,24,10,0.7058823529411765,0.7058823529411765,1.6507429821545776,0.5621505276614326,19.113117940488706,0.058823529411764705,0.6666666666666666
reference_validation,1,F60,FULL,82,35,0.4268292682926829,24,11,0.6857142857142857,0.6857142857142857,1.6467013243747182,0.5440294089791843,19.041029314271448,0.08571428571428572,0.6666666666666666
reference_validation,1,F65,T15,82,29,0.35365853658536583,20,9,0.6896551724137931,0.6896551724137931,1.190091554629499,0.1813959789883578,5.260483390662376,0.06896551724137931,0.5384615384615355
reference_validation,1,F65,T30,82,35,0.4268292682926829,26,9,0.7428571428571429,0.7428571428571429,1.5669959452800954,0.4483061947299595,15.690716815548582,0.05714285714285714,0.5384615384615355
reference_validation,1,F65,T45,82,36,0.43902439024390244,27,9,0.75,0.75,1.635030960760501,0.48815217665742033,17.57347835966713,0.05555555555555555,0.5384615384615357
reference_validation,1,F65,T60,82,36,0.43902439024390244,27,9,0.75,0.75,1.635030960760501,0.48815217665742033,17.57347835966713,0.05555555555555555,0.5384615384615357
reference_validation,1,F65,T90,82,36,0.43902439024390244,27,9,0.75,0.75,1.635030960760501,0.48815217665742033,17.57347835966713,0.05555555555555555,0.5384615384615357
reference_validation,1,F65,FULL,82,37,0.45121951219512196,27,10,0.7297297297297297,0.7297297297297297,1.57946236532405,0.44864521545244496,16.599872971740464,0.08108108108108109,0.5384615384615357
reference_validation,1,F70,T15,82,33,0.4024390243902439,25,8,0.7575757575757576,0.7575757575757576,1.2275093545341231,0.19202607805174665,6.3368605757076395,0.06060606060606061,0.42857142857142855
reference_validation,1,F70,T30,82,36,0.43902439024390244,28,8,0.7777777777777778,0.7777777777777778,1.372278293517853,0.2880315803345685,10.369136892044466,0.05555555555555555,0.42857142857142855
reference_validation,1,F70,T45,82,36,0.43902439024390244,28,8,0.7777777777777778,0.7777777777777778,1.372278293517853,0.2880315803345685,10.369136892044466,0.05555555555555555,0.42857142857142855
reference_validation,1,F70,T60,82,36,0.43902439024390244,28,8,0.7777777777777778,0.7777777777777778,1.372278293517853,0.2880315803345685,10.369136892044466,0.05555555555555555,0.42857142857142855
reference_validation,1,F70,T90,82,36,0.43902439024390244,28,8,0.7777777777777778,0.7777777777777778,1.372278293517853,0.2880315803345685,10.369136892044466,0.05555555555555555,0.42857142857142855
reference_validation,1,F70,FULL,82,37,0.45121951219512196,28,9,0.7567567567567568,0.7567567567567568,1.2858616922352812,0.22965561346844346,8.497257698332408,0.08108108108108109,0.42857142857142855
reference_validation,1,F75,T15,82,36,0.43902439024390244,29,7,0.8055555555555556,0.8055555555555556,1.3967103818503648,0.2842391651136914,10.232609944092891,0.05555555555555555,0.3333333333333333
