partition,k,entry_fraction,ttl,setups,fills,fill_rate,wins,losses,wr,tp_rate,net_pf,net_exp,total_net,time_exit_rate,median_rr
reference_validation,1,F75,T30,82,39,0.47560975609756095,31,8,0.7948717948717948,0.7948717948717948,1.3010134893577479,0.22043897455271583,8.597120007555917,0.07692307692307693,0.3333333333333333
reference_validation,1,F75,T45,82,39,0.47560975609756095,31,8,0.7948717948717948,0.7948717948717948,1.3010134893577479,0.22043897455271583,8.597120007555917,0.07692307692307693,0.3333333333333333
reference_validation,1,F75,T60,82,39,0.47560975609756095,31,8,0.7948717948717948,0.7948717948717948,1.3010134893577479,0.22043897455271583,8.597120007555917,0.07692307692307693,0.3333333333333333
reference_validation,1,F75,T90,82,39,0.47560975609756095,31,8,0.7948717948717948,0.7948717948717948,1.3010134893577479,0.22043897455271583,8.597120007555917,0.07692307692307693,0.3333333333333333
reference_validation,1,F75,FULL,82,39,0.47560975609756095,31,8,0.7948717948717948,0.7948717948717948,1.3010134893577479,0.22043897455271583,8.597120007555917,0.07692307692307693,0.3333333333333333
reference_validation,1,F80,T15,82,39,0.47560975609756095,32,7,0.8205128205128205,0.8205128205128205,1.016448833858052,0.011660168709697518,0.4547465796782032,0.07692307692307693,0.25
reference_validation,1,F80,T30,82,40,0.4878048780487805,33,7,0.825,0.825,1.040977265349383,0.028321568907263915,1.1328627562905567,0.075,0.25
reference_validation,1,F80,T45,82,40,0.4878048780487805,33,7,0.825,0.825,1.040977265349383,0.028321568907263915,1.1328627562905567,0.075,0.25
reference_validation,1,F80,T60,82,40,0.4878048780487805,33,7,0.825,0.825,1.040977265349383,0.028321568907263915,1.1328627562905567,0.075,0.25
reference_validation,1,F80,T90,82,41,0.5,34,7,0.8292682926829268,0.8292682926829268,1.0613303259090543,0.041354782689766154,1.6955460902804123,0.07317073170731707,0.25
reference_validation,1,F80,FULL,82,41,0.5,34,7,0.8292682926829268,0.8292682926829268,1.0613303259090543,0.041354782689766154,1.6955460902804123,0.07317073170731707,0.25
reference_validation,2,F50,T15,17,1,0.058823529411764705,1,0,1.0,1.0,inf,2.2108974093396188,2.2108974093396188,0.0,1.0000000000000222
reference_validation,2,F50,T30,17,3,0.17647058823529413,3,0,1.0,1.0,inf,2.6642063571326333,7.9926190713979,0.0,1.0000000000000164
reference_validation,2,F50,T45,17,3,0.17647058823529413,3,0,1.0,1.0,inf,2.6642063571326333,7.9926190713979,0.0,1.0000000000000164
reference_validation,2,F50,T60,17,3,0.17647058823529413,3,0,1.0,1.0,inf,2.6642063571326333,7.9926190713979,0.0,1.0000000000000164
reference_validation,2,F50,T90,17,3,0.17647058823529413,3,0,1.0,1.0,inf,2.6642063571326333,7.9926190713979,0.0,1.0000000000000164
reference_validation,2,F50,FULL,17,3,0.17647058823529413,3,0,1.0,1.0,inf,2.6642063571326333,7.9926190713979,0.0,1.0000000000000164
reference_validation,2,F60,T15,17,2,0.11764705882352941,2,0,1.0,1.0,inf,1.479593385872569,2.959186771745138,0.0,0.6666666666666838
reference_validation,2,F60,T30,17,5,0.29411764705882354,5,0,1.0,1.0,inf,2.165836953269529,10.829184766347646,0.0,0.6666666666666757
reference_validation,2,F60,T45,17,5,0.29411764705882354,5,0,1.0,1.0,inf,2.165836953269529,10.829184766347646,0.0,0.6666666666666757
reference_validation,2,F60,T60,17,5,0.29411764705882354,5,0,1.0,1.0,inf,2.165836953269529,10.829184766347646,0.0,0.6666666666666757
reference_validation,2,F60,T90,17,5,0.29411764705882354,5,0,1.0,1.0,inf,2.165836953269529,10.829184766347646,0.0,0.6666666666666757
reference_validation,2,F60,FULL,17,5,0.29411764705882354,5,0,1.0,1.0,inf,2.165836953269529,10.829184766347646,0.0,0.6666666666666757
reference_validation,2,F65,T15,17,4,0.23529411764705882,4,0,1.0,1.0,inf,1.7274001853999472,6.909600741599789,0.0,0.5384615384615365
reference_validation,2,F65,T30,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.8435359783198773,9.217679891599387,0.0,0.5384615384615355
reference_validation,2,F65,T45,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.8435359783198773,9.217679891599387,0.0,0.5384615384615355
reference_validation,2,F65,T60,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.8435359783198773,9.217679891599387,0.0,0.5384615384615355
reference_validation,2,F65,T90,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.8435359783198773,9.217679891599387,0.0,0.5384615384615355
reference_validation,2,F65,FULL,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.8435359783198773,9.217679891599387,0.0,0.5384615384615355
reference_validation,2,F70,T15,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.521686000071743,7.608430000358714,0.0,0.42857142857142855
reference_validation,2,F70,T30,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.521686000071743,7.608430000358714,0.0,0.42857142857142855
reference_validation,2,F70,T45,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.521686000071743,7.608430000358714,0.0,0.42857142857142855
reference_validation,2,F70,T60,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.521686000071743,7.608430000358714,0.0,0.42857142857142855
reference_validation,2,F70,T90,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.521686000071743,7.608430000358714,0.0,0.42857142857142855
reference_validation,2,F70,FULL,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.521686000071743,7.608430000358714,0.0,0.42857142857142855
reference_validation,2,F75,T15,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.2002859954720615,6.001429977360307,0.0,0.33333333333332943
reference_validation,2,F75,T30,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.2002859954720615,6.001429977360307,0.0,0.33333333333332943
reference_validation,2,F75,T45,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.2002859954720615,6.001429977360307,0.0,0.33333333333332943
reference_validation,2,F75,T60,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.2002859954720615,6.001429977360307,0.0,0.33333333333332943
reference_validation,2,F75,T90,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.2002859954720615,6.001429977360307,0.0,0.33333333333332943
reference_validation,2,F75,FULL,17,5,0.29411764705882354,5,0,1.0,1.0,inf,1.2002859954720615,6.001429977360307,0.0,0.33333333333332943
reference_validation,2,F80,T15,17,6,0.35294117647058826,6,0,1.0,1.0,inf,0.7790345678636311,4.674207407181787,0.0,0.2500000000000013
reference_validation,2,F80,T30,17,6,0.35294117647058826,6,0,1.0,1.0,inf,0.7790345678636311,4.674207407181787,0.0,0.2500000000000013
reference_validation,2,F80,T45,17,6,0.35294117647058826,6,0,1.0,1.0,inf,0.7790345678636311,4.674207407181787,0.0,0.2500000000000013
reference_validation,2,F80,T60,17,6,0.35294117647058826,6,0,1.0,1.0,inf,0.7790345678636311,4.674207407181787,0.0,0.2500000000000013
reference_validation,2,F80,T90,17,6,0.35294117647058826,6,0,1.0,1.0,inf,0.7790345678636311,4.674207407181787,0.0,0.2500000000000013
reference_validation,2,F80,FULL,17,6,0.35294117647058826,6,0,1.0,1.0,inf,0.7790345678636311,4.674207407181787,0.0,0.2500000000000013
august,1,F50,T15,4,0,0.0,0,0,,,,,,,
august,1,F50,T30,4,1,0.25,1,0,1.0,1.0,inf,1.9751972139387513,1.9751972139387513,0.0,1.0
august,1,F50,T45,4,1,0.25,1,0,1.0,1.0,inf,1.9751972139387513,1.9751972139387513,0.0,1.0
august,1,F50,T60,4,1,0.25,1,0,1.0,1.0,inf,1.9751972139387513,1.9751972139387513,0.0,1.0
august,1,F50,T90,4,1,0.25,1,0,1.0,1.0,inf,1.9751972139387513,1.9751972139387513,0.0,1.0
august,1,F50,FULL,4,1,0.25,1,0,1.0,1.0,inf,1.9751972139387513,1.9751972139387513,0.0,1.0
august,1,F60,T15,4,1,0.25,1,0,1.0,1.0,inf,1.4983541849225683,1.4983541849225683,0.0,0.6666666666666533
august,1,F60,T30,4,1,0.25,1,0,1.0,1.0,inf,1.4983541849225683,1.4983541849225683,0.0,0.6666666666666533
august,1,F60,T45,4,1,0.25,1,0,1.0,1.0,inf,1.4983541849225683,1.4983541849225683,0.0,0.6666666666666533
august,1,F60,T60,4,1,0.25,1,0,1.0,1.0,inf,1.4983541849225683,1.4983541849225683,0.0,0.6666666666666533
august,1,F60,T90,4,1,0.25,1,0,1.0,1.0,inf,1.4983541849225683,1.4983541849225683,0.0,0.6666666666666533
august,1,F60,FULL,4,1,0.25,1,0,1.0,1.0,inf,1.4983541849225683,1.4983541849225683,0.0,0.6666666666666533
august,1,F65,T15,4,2,0.5,2,0,1.0,1.0,inf,1.1155070269504135,2.231014053900827,0.0,0.5384615384615511
august,1,F65,T30,4,2,0.5,2,0,1.0,1.0,inf,1.1155070269504135,2.231014053900827,0.0,0.5384615384615511
august,1,F65,T45,4,2,0.5,2,0,1.0,1.0,inf,1.1155070269504135,2.231014053900827,0.0,0.5384615384615511
august,1,F65,T60,4,2,0.5,2,0,1.0,1.0,inf,1.1155070269504135,2.231014053900827,0.0,0.5384615384615511
august,1,F65,T90,4,2,0.5,2,0,1.0,1.0,inf,1.1155070269504135,2.231014053900827,0.0,0.5384615384615511
august,1,F65,FULL,4,2,0.5,2,0,1.0,1.0,inf,1.1155070269504135,2.231014053900827,0.0,0.5384615384615511
august,1,F70,T15,4,2,0.5,2,0,1.0,1.0,inf,0.8984386686926698,1.7968773373853395,0.0,0.42857142857143404
august,1,F70,T30,4,2,0.5,2,0,1.0,1.0,inf,0.8984386686926698,1.7968773373853395,0.0,0.42857142857143404
august,1,F70,T45,4,2,0.5,2,0,1.0,1.0,inf,0.8984386686926698,1.7968773373853395,0.0,0.42857142857143404
august,1,F70,T60,4,2,0.5,2,0,1.0,1.0,inf,0.8984386686926698,1.7968773373853395,0.0,0.42857142857143404
august,1,F70,T90,4,2,0.5,2,0,1.0,1.0,inf,0.8984386686926698,1.7968773373853395,0.0,0.42857142857143404
august,1,F70,FULL,4,2,0.5,2,0,1.0,1.0,inf,0.8984386686926698,1.7968773373853395,0.0,0.42857142857143404
august,1,F75,T15,4,2,0.5,2,0,1.0,1.0,inf,0.6815598450459873,1.3631196900919746,0.0,0.3333333333333333
august,1,F75,T30,4,2,0.5,2,0,1.0,1.0,inf,0.6815598450459873,1.3631196900919746,0.0,0.3333333333333333
august,1,F75,T45,4,2,0.5,2,0,1.0,1.0,inf,0.6815598450459873,1.3631196900919746,0.0,0.3333333333333333
august,1,F75,T60,4,2,0.5,2,0,1.0,1.0,inf,0.6815598450459873,1.3631196900919746,0.0,0.3333333333333333
august,1,F75,T90,4,2,0.5,2,0,1.0,1.0,inf,0.6815598450459873,1.3631196900919746,0.0,0.3333333333333333
august,1,F75,FULL,4,2,0.5,2,0,1.0,1.0,inf,0.6815598450459873,1.3631196900919746,0.0,0.3333333333333333
august,1,F80,T15,4,2,0.5,2,0,1.0,1.0,inf,0.4648703056814977,0.9297406113629954,0.0,0.24999999999999584
august,1,F80,T30,4,3,0.75,3,0,1.0,1.0,inf,1.4348210628811682,4.3044631886435045,0.0,0.24999999999999625
august,1,F80,T45,4,3,0.75,3,0,1.0,1.0,inf,1.4348210628811682,4.3044631886435045,0.0,0.24999999999999625
august,1,F80,T60,4,3,0.75,3,0,1.0,1.0,inf,1.4348210628811682,4.3044631886435045,0.0,0.24999999999999625
august,1,F80,T90,4,3,0.75,3,0,1.0,1.0,inf,1.4348210628811682,4.3044631886435045,0.0,0.24999999999999625
august,1,F80,FULL,4,3,0.75,3,0,1.0,1.0,inf,1.4348210628811682,4.3044631886435045,0.0,0.24999999999999625
august,2,F50,T15,2,0,0.0,0,0,,,,,,,
august,2,F50,T30,2,0,0.0,0,0,,,,,,,
august,2,F50,T45,2,0,0.0,0,0,,,,,,,
august,2,F50,T60,2,0,0.0,0,0,,,,,,,
august,2,F50,T90,2,0,0.0,0,0,,,,,,,
august,2,F50,FULL,2,0,0.0,0,0,,,,,,,
august,2,F60,T15,2,0,0.0,0,0,,,,,,,
august,2,F60,T30,2,0,0.0,0,0,,,,,,,
august,2,F60,T45,2,0,0.0,0,0,,,,,,,
august,2,F60,T60,2,0,0.0,0,0,,,,,,,
august,2,F60,T90,2,0,0.0,0,0,,,,,,,
august,2,F60,FULL,2,0,0.0,0,0,,,,,,,
august,2,F65,T15,2,0,0.0,0,0,,,,,,,
august,2,F65,T30,2,0,0.0,0,0,,,,,,,
august,2,F65,T45,2,0,0.0,0,0,,,,,,,
august,2,F65,T60,2,0,0.0,0,0,,,,,,,
august,2,F65,T90,2,0,0.0,0,0,,,,,,,
august,2,F65,FULL,2,0,0.0,0,0,,,,,,,
august,2,F70,T15,2,0,0.0,0,0,,,,,,,
august,2,F70,T30,2,0,0.0,0,0,,,,,,,
august,2,F70,T45,2,0,0.0,0,0,,,,,,,
august,2,F70,T60,2,0,0.0,0,0,,,,,,,
august,2,F70,T90,2,0,0.0,0,0,,,,,,,
august,2,F70,FULL,2,0,0.0,0,0,,,,,,,
august,2,F75,T15,2,0,0.0,0,0,,,,,,,
august,2,F75,T30,2,0,0.0,0,0,,,,,,,
august,2,F75,T45,2,0,0.0,0,0,,,,,,,
august,2,F75,T60,2,0,0.0,0,0,,,,,,,
august,2,F75,T90,2,0,0.0,0,0,,,,,,,
august,2,F75,FULL,2,0,0.0,0,0,,,,,,,
august,2,F80,T15,2,0,0.0,0,0,,,,,,,
august,2,F80,T30,2,0,0.0,0,0,,,,,,,
august,2,F80,T45,2,0,0.0,0,0,,,,,,,
august,2,F80,T60,2,0,0.0,0,0,,,,,,,
august,2,F80,T90,2,0,0.0,0,0,,,,,,,
august,2,F80,FULL,2,0,0.0,0,0,,,,,,,
