local_date,action,baseline_win,baseline_failed_before_H,baseline_net_return,baseline_exit_type,transition,H,R,original_entry_px,ext_R,stop_R,target_px,stop_px,gross_rr,exit_type,exit_ts,exit_px,same_bar_collision,gross_return,net_return,gross_win,net_win,pnl_usd_500,executed,trade_legs,entry_ts_new,entry_px_new,add_filled,add_entry_ts,add_entry_px,trigger_ts,dip_R
2022-07-20,BASELINE,False,False,-0.009770396964172865,SL,L_TO_L,270.92,7.410000000000025,268.79,0.3,0.3,273.14300000000003,266.567,1.9581646423751609,SL,2022-07-20 16:30:00+00:00,266.567,False,-0.008270396964172866,-0.009770396964172865,False,False,-4.885198482086433,True,1,2022-07-20 14:15:00+00:00,268.79,,,,,
2022-07-28,BASELINE,True,False,0.02303555413196673,TP,W_TO_W,269.97,6.3700000000000045,265.37,0.3,0.3,271.88100000000003,263.459,3.407116692830989,TP,2022-07-28 15:25:00+00:00,271.88100000000003,False,0.02453555413196673,0.02303555413196673,True,True,11.517777065983365,True,1,2022-07-28 14:00:00+00:00,265.37,,,,,
2022-09-07,BASELINE,True,False,0.0076845558103687,TP,W_TO_W,266.93,5.009999999999991,265.99,0.3,0.3,268.433,264.487,1.6254158349966776,TP,2022-09-07 16:35:00+00:00,268.433,False,0.0091845558103687,0.0076845558103687,True,True,3.84227790518435,True,1,2022-09-07 14:10:00+00:00,265.99,,,,,
2022-09-22,BASELINE,True,False,0.00870128764893058,TP,W_TO_W,271.19,6.089999999999975,270.26,0.3,0.3,273.017,268.433,1.5090311986863754,TP,2022-09-22 19:25:00+00:00,273.017,False,0.01020128764893058,0.00870128764893058,True,True,4.35064382446529,True,1,2022-09-22 18:25:00+00:00,270.26,,,,,
2022-10-19,BASELINE,True,False,0.0028441414885776463,TP,W_TO_W,272.03,1.829999999999984,271.4,0.3,0.3,272.57899999999995,270.851,2.1475409836065946,TP,2022-10-19 14:20:00+00:00,272.57899999999995,False,0.004344141488577646,0.0028441414885776463,True,True,1.4220707442888232,True,1,2022-10-19 14:10:00+00:00,271.4,,,,,
2022-11-10,BASELINE,True,False,0.016127567925778685,SESSION_CLOSE,W_TO_W,303.88,32.98000000000002,301.8,0.3,0.3,313.774,291.906,1.2102284212654117,SESSION_CLOSE,2022-11-10 20:55:00+00:00,307.12,False,0.017627567925778687,0.016127567925778685,True,True,8.063783962889342,True,1,2022-11-10 14:50:00+00:00,301.8,,,,,
2022-11-23,BASELINE,False,True,-0.003923344889098455,SESSION_CLOSE,L_TO_L,300.95,25.599999999999966,297.11,0.3,0.3,308.63,289.43,1.4999999999999962,SESSION_CLOSE,2022-11-23 20:55:00+00:00,296.39,False,-0.0024233448890984555,-0.003923344889098455,False,False,-1.9616724445492275,True,1,2022-11-23 19:25:00+00:00,297.11,,,,,
2023-01-20,BASELINE,True,False,0.0035241712707181918,TP,W_TO_W,290.05,3.3500000000000227,289.6,0.3,0.3,291.055,288.595,1.4477611940298414,TP,2023-01-20 16:35:00+00:00,291.055,False,0.005024171270718192,0.0035241712707181918,True,True,1.762085635359096,True,1,2023-01-20 15:25:00+00:00,289.6,,,,,
2023-01-31,BASELINE,False,False,-0.0011161228406910127,SESSION_CLOSE,L_TO_L,313.19,5.089999999999975,312.6,0.3,0.3,314.717,311.07300000000004,1.386378519973792,SESSION_CLOSE,2023-01-31 20:55:00+00:00,312.72,False,0.00038387715930898736,-0.0011161228406910127,True,False,-0.5580614203455063,True,1,2023-01-31 16:00:00+00:00,312.6,,,,,
2023-03-20,BASELINE,False,True,-0.005746208742194501,SL,L_TO_L,338.34,4.759999999999991,336.3,0.3,0.3,339.768,334.872,2.4285714285714057,SL,2023-03-20 16:55:00+00:00,334.872,False,-0.004246208742194502,-0.005746208742194501,False,False,-2.873104371097251,True,1,2023-03-20 16:35:00+00:00,336.3,,,,,
2023-03-21,BASELINE,True,False,0.0008212213195251685,SESSION_CLOSE,W_TO_W,337.48,10.300000000000011,336.03,0.3,0.3,340.57000000000005,332.93999999999994,1.4692556634304306,SESSION_CLOSE,2023-03-21 19:55:00+00:00,336.81,False,0.0023212213195251685,0.0008212213195251685,True,True,0.41061065976258426,True,1,2023-03-21 13:55:00+00:00,336.03,,,,,
2023-04-12,BASELINE,False,False,-0.00493390357698281,SL,L_TO_L,321.54,3.680000000000007,321.5,0.3,0.3,322.644,320.396,1.03623188405799,SL,2023-04-12 15:05:00+00:00,320.396,False,-0.003433903576982811,-0.00493390357698281,False,False,-2.4669517884914054,True,1,2023-04-12 14:50:00+00:00,321.5,,,,,
2023-05-08,BASELINE,False,False,-0.005132694248234091,SL,L_TO_L,317.68,3.840000000000032,317.12,0.3,0.3,318.832,315.968,1.4861111111111187,SL,2023-05-08 17:00:00+00:00,315.968,False,-0.003632694248234092,-0.005132694248234091,False,False,-2.566347124117046,True,1,2023-05-08 15:20:00+00:00,317.12,,,,,
2023-05-12,BASELINE,False,True,-0.005564244442268161,SL,L_TO_L,306.79,4.150000000000034,306.33,0.3,0.3,308.035,305.085,1.3694779116466143,SL,2023-05-12 14:50:00+00:00,305.085,False,-0.004064244442268161,-0.005564244442268161,False,False,-2.7821222211340806,True,1,2023-05-12 14:40:00+00:00,306.33,,,,,
2023-06-15,BASELINE,False,True,-0.002302466528698753,SESSION_CLOSE,L_TO_L,237.75,7.449999999999989,236.77,0.3,0.3,239.98499999999999,234.53500000000003,1.4384787472035778,SESSION_CLOSE,2023-06-15 19:55:00+00:00,236.58,False,-0.0008024665286987531,-0.002302466528698753,False,False,-1.1512332643493766,True,1,2023-06-15 19:30:00+00:00,236.77,,,,,
2023-06-21,BASELINE,True,False,0.011807602621316362,TP,W_TO_W,250.45,5.299999999999983,248.73,0.3,0.3,252.04,247.14,2.0817610062893053,TP,2023-06-21 16:20:00+00:00,252.04,False,0.013307602621316361,0.011807602621316362,True,True,5.903801310658181,True,1,2023-06-21 15:55:00+00:00,248.73,,,,,
2023-07-10,BASELINE,True,False,0.005338096797969096,SESSION_CLOSE,W_TO_W,244.85,13.699999999999989,244.22,0.3,0.3,248.95999999999998,240.11,1.1532846715328462,SESSION_CLOSE,2023-07-10 19:55:00+00:00,245.89,False,0.006838096797969095,0.005338096797969096,True,True,2.6690483989845477,True,1,2023-07-10 15:20:00+00:00,244.22,,,,,
2023-08-10,BASELINE,False,True,-0.0032979664379598193,SL,L_TO_L,242.95,1.4499999999999886,241.94,0.3,0.3,243.385,241.505,3.321839080459737,SL,2023-08-10 17:00:00+00:00,241.505,False,-0.0017979664379598193,-0.0032979664379598193,False,False,-1.6489832189799096,True,1,2023-08-10 14:55:00+00:00,241.94,,,,,
2023-10-19,BASELINE,False,False,-0.0014051008303676547,SESSION_CLOSE,L_TO_L,211.4,1.8600000000000136,210.75,0.3,0.3,211.958,210.192,2.1648745519713515,SESSION_CLOSE,2023-10-19 19:55:00+00:00,210.77,False,9.489916963234535e-05,-0.0014051008303676547,True,False,-0.7025504151838273,True,1,2023-10-19 14:10:00+00:00,210.75,,,,,
2023-10-25,BASELINE,True,False,0.004458217393224663,TP,W_TO_W,226.85,3.030000000000001,226.41,0.3,0.3,227.759,225.501,1.4840484048404858,TP,2023-10-25 15:45:00+00:00,227.759,False,0.005958217393224663,0.004458217393224663,True,True,2.2291086966123315,True,1,2023-10-25 15:30:00+00:00,226.41,,,,,
2023-11-02,BASELINE,False,True,-0.008357586474596777,SL,L_TO_L,233.8,5.300000000000011,231.86,0.3,0.3,235.39000000000001,230.27,2.2201257861635177,SL,2023-11-02 14:15:00+00:00,230.27,False,-0.006857586474596777,-0.008357586474596777,False,False,-4.178793237298389,True,1,2023-11-02 13:50:00+00:00,231.86,,,,,
2023-12-05,BASELINE,True,False,0.00723370012563357,TP,W_TO_W,231.82,3.4199999999999875,230.83,0.3,0.3,232.846,229.80400000000003,1.96491228070178,TP,2023-12-05 16:40:00+00:00,232.846,False,0.00873370012563357,0.00723370012563357,True,True,3.616850062816785,True,1,2023-12-05 15:00:00+00:00,230.83,,,,,
2023-12-21,BASELINE,False,False,-0.01661004051242737,SL,L_TO_L,274.34,13.799999999999955,273.99,0.3,0.3,278.47999999999996,269.85,1.0845410628019243,SL,2023-12-21 17:50:00+00:00,269.85,False,-0.01511004051242737,-0.01661004051242737,False,False,-8.305020256213686,True,1,2023-12-21 15:25:00+00:00,273.99,,,,,
2024-03-29,BASELINE,False,True,-0.008282820097244846,SL,L_TO_L,620.45,13.950000000000045,617.0,0.3,0.3,624.6350000000001,612.8149999999999,1.82437275985663,SL,2024-03-29 15:20:00+00:00,612.8149999999999,False,-0.006782820097244846,-0.008282820097244846,False,False,-4.141410048622423,True,1,2024-03-29 15:10:00+00:00,617.0,,,,,
2024-04-01,BASELINE,False,True,-0.008164598521275988,SL,L_TO_L,592.9,12.889999999999986,580.23,0.3,0.3,596.7669999999999,576.363,4.276441686061569,SL,2024-04-01 15:05:00+00:00,576.363,False,-0.006664598521275988,-0.008164598521275988,False,False,-4.082299260637994,True,1,2024-04-01 15:00:00+00:00,580.23,,,,,
2024-04-04,BASELINE,True,False,0.005485200845666118,TP,W_TO_W,591.69,12.300000000000068,591.25,0.3,0.3,595.3800000000001,587.56,1.1192411924119372,TP,2024-04-04 17:45:00+00:00,595.3800000000001,False,0.006985200845666117,0.005485200845666118,True,True,2.7426004228330587,True,1,2024-04-04 14:35:00+00:00,591.25,,,,,
2024-05-09,BASELINE,False,True,-0.008407927789128187,SL,L_TO_L,602.75,13.75,597.14,0.3,0.3,606.875,593.015,2.3600000000000034,SL,2024-05-09 16:40:00+00:00,593.015,False,-0.006907927789128188,-0.008407927789128187,False,False,-4.203963894564094,True,1,2024-05-09 15:55:00+00:00,597.14,,,,,
2024-05-24,BASELINE,True,False,0.007690794108766554,TP,W_TO_W,598.61,10.029999999999973,596.14,0.3,0.3,601.619,593.131,1.820870721169829,TP,2024-05-24 18:05:00+00:00,601.619,False,0.009190794108766553,0.007690794108766554,True,True,3.8453970543832767,True,1,2024-05-24 14:15:00+00:00,596.14,,,,,
2024-06-25,BASELINE,True,False,0.0033057794995290947,TP,W_TO_W,573.72,6.980000000000018,573.06,0.3,0.3,575.8140000000001,570.9659999999999,1.3151862464183695,TP,2024-06-25 14:20:00+00:00,575.8140000000001,False,0.004805779499529095,0.0033057794995290947,True,True,1.6528897497645474,True,1,2024-06-25 14:10:00+00:00,573.06,,,,,
2024-07-02,BASELINE,False,True,-0.0036856602731211705,SL,L_TO_L,581.85,4.220000000000027,579.23,0.3,0.3,583.116,577.964,3.069510268562466,SL,2024-07-02 14:10:00+00:00,577.964,False,-0.0021856602731211705,-0.0036856602731211705,False,False,-1.8428301365605853,True,1,2024-07-02 14:05:00+00:00,579.23,,,,,
2024-07-09,BASELINE,False,True,-0.005992319582649062,SL,L_TO_L,519.02,7.75,517.55,0.3,0.3,521.345,515.2249999999999,1.6322580645161284,SL,2024-07-09 14:50:00+00:00,515.2249999999999,False,-0.0044923195826490625,-0.005992319582649062,False,False,-2.9961597913245313,True,1,2024-07-09 14:35:00+00:00,517.55,,,,,
2024-07-11,BASELINE,False,True,-0.009283284523541267,SL,L_TO_L,539.9,13.819999999999936,532.68,0.3,0.3,544.0459999999999,528.534,2.741437530149566,SL,2024-07-11 15:30:00+00:00,528.534,False,-0.007783284523541267,-0.009283284523541267,False,False,-4.641642261770634,True,1,2024-07-11 14:30:00+00:00,532.68,,,,,
2024-08-15,BASELINE,True,False,0.008474807266114994,TP,W_TO_W,528.78,14.720000000000027,527.93,0.3,0.3,533.196,523.5139999999999,1.1924818840579738,TP,2024-08-15 16:15:00+00:00,533.196,False,0.009974807266114993,0.008474807266114994,True,True,4.237403633057497,True,1,2024-08-15 14:30:00+00:00,527.93,,,,,
2024-08-27,BASELINE,False,True,-0.006657219018605219,SL,L_TO_L,556.0,9.480000000000018,551.46,0.3,0.3,558.844,548.616,2.5963431786216185,SL,2024-08-27 16:40:00+00:00,548.616,False,-0.005157219018605219,-0.006657219018605219,False,False,-3.3286095093026096,True,1,2024-08-27 14:20:00+00:00,551.46,,,,,
2024-09-04,BASELINE,True,False,0.005756836651968302,SESSION_CLOSE,W_TO_W,513.19,17.670000000000073,505.73,0.3,0.3,518.4910000000001,500.429,2.4072816449726417,SESSION_CLOSE,2024-09-04 19:55:00+00:00,509.4,False,0.007256836651968301,0.005756836651968302,True,True,2.8784183259841507,True,1,2024-09-04 15:25:00+00:00,505.73,,,,,
2024-10-11,BASELINE,True,False,0.005611032843180487,TP,W_TO_W,569.2,8.960000000000036,567.85,0.3,0.3,571.888,565.162,1.5022321428571535,TP,2024-10-11 15:10:00+00:00,571.888,False,0.007111032843180487,0.005611032843180487,True,True,2.8055164215902435,True,1,2024-10-11 13:50:00+00:00,567.85,,,,,
2024-11-08,BASELINE,False,True,-0.005186921044711355,SL,L_TO_L,601.94,7.350000000000023,598.06,0.3,0.3,604.1450000000001,595.8549999999999,2.7596371882086337,SL,2024-11-08 15:05:00+00:00,595.8549999999999,False,-0.0036869210447113554,-0.005186921044711355,False,False,-2.5934605223556777,True,1,2024-11-08 14:55:00+00:00,598.06,,,,,
2024-12-09,BASELINE,False,True,-0.011231768650460992,SL,L_TO_L,731.28,23.220000000000027,715.8,0.3,0.3,738.246,708.834,3.2222222222222223,SL,2024-12-09 20:25:00+00:00,708.834,False,-0.009731768650460992,-0.011231768650460992,False,False,-5.615884325230496,True,1,2024-12-09 16:00:00+00:00,715.8,,,,,
2024-12-13,BASELINE,True,False,0.022575246577462516,TP,W_TO_W,721.55,20.969999999999914,710.73,0.3,0.3,727.8409999999999,704.4390000000001,2.719917342234945,TP,2024-12-13 19:55:00+00:00,727.8409999999999,False,0.024075246577462517,0.022575246577462516,True,True,11.287623288731258,True,1,2024-12-13 16:05:00+00:00,710.73,,,,,
2024-12-16,BASELINE,True,False,0.0047173195760983905,TP,W_TO_W,716.2,11.690000000000055,715.26,0.3,0.3,719.7070000000001,711.7529999999999,1.268035357855728,TP,2024-12-16 16:00:00+00:00,719.7070000000001,False,0.00621731957609839,0.0047173195760983905,True,True,2.358659788049195,True,1,2024-12-16 15:15:00+00:00,715.26,,,,,
2022-01-03,D10_FRESH_MICROHL,False,True,-0.006343466424682363,SL,L_TO_L,532.54,8.539999999999964,528.96,0.3,0.3,535.102,526.838,2.2256049960967883,SL,2022-01-03 15:50:00+00:00,526.838,False,-0.00483944087646393,-0.006339440876463929,False,False,-3.169720438231965,True,1,2022-01-03 15:15:00+00:00,529.4,,,,2022-01-03 15:10:00+00:00,0.1
2022-01-12,D10_FRESH_MICROHL,True,False,0.00850395166489887,SESSION_CLOSE,W_TO_NT,482.69,24.889999999999986,480.81,,,,,,NO_TRADE,,,,,0.0,,False,0.0,False,0,,,,,,,
2022-02-01,D10_FRESH_MICROHL,False,True,-0.002852722353736957,SESSION_CLOSE,L_TO_L,387.66,8.720000000000027,384.41,0.3,0.3,390.276,382.35400000000004,2.0282874617737052,SL,2022-02-01 19:20:00+00:00,382.35400000000004,False,-0.006795334701405253,-0.008295334701405253,False,False,-4.147667350702626,True,1,2022-02-01 19:05:00+00:00,384.97,,,,2022-02-01 19:00:00+00:00,0.1
2022-02-14,D10_FRESH_MICROHL,False,True,-0.009937569940069056,SL,L_TO_L,404.03,11.309999999999945,402.13,0.3,0.3,407.42299999999994,398.27700000000004,1.6955496610668954,SL,2022-02-14 19:00:00+00:00,398.27700000000004,False,-0.008447232803047156,-0.009947232803047155,False,False,-4.973616401523578,True,1,2022-02-14 15:15:00+00:00,401.67,,,,2022-02-14 15:10:00+00:00,0.1
2022-03-18,D10_FRESH_MICROHL,True,False,0.0031199280945045107,TP,W_TO_NT,389.54,5.53000000000003,389.4,,,,,,NO_TRADE,,,,,0.0,,False,0.0,False,0,,,,,,,
2022-04-18,D10_FRESH_MICROHL,True,False,0.011438471806787977,TP,W_TO_W,406.59,10.579999999999984,404.53,0.3,0.3,409.76399999999995,401.026,1.7529930686830506,TP,2022-04-18 17:05:00+00:00,409.76399999999995,False,0.01376546264225631,0.01226546264225631,True,True,6.132731321128155,True,1,2022-04-18 15:55:00+00:00,404.2,,,,2022-04-18 15:50:00+00:00,0.1
2022-05-19,D10_FRESH_MICROHL,True,False,0.02067744621328177,TP,W_TO_NT,303.76,10.529999999999973,300.26,,,,,,NO_TRADE,,,,,0.0,,False,0.0,False,0,,,,,,,
2022-07-06,D10_FRESH_MICROHL,False,True,-0.008490266717229132,SL,L_TO_L,238.99,5.530000000000001,237.33,0.3,0.3,240.649,235.461,2.1271850512356925,SL,2022-07-06 15:25:00+00:00,235.461,False,-0.006996457489878538,-0.008496457489878538,False,False,-4.248228744939269,True,1,2022-07-06 14:30:00+00:00,237.12,,,,2022-07-06 14:25:00+00:00,0.1
2022-07-11,D10_FRESH_MICROHL,True,False,0.0034425536527205604,SESSION_CLOSE,W_TO_W,233.37,5.5800000000000125,230.65,0.3,0.3,235.044,228.736,2.7682198327359595,SESSION_CLOSE,2022-07-11 19:55:00+00:00,231.79,False,0.00598932338006164,0.00448932338006164,True,True,2.24466169003082,True,1,2022-07-11 14:30:00+00:00,230.41,,,,2022-07-11 14:25:00+00:00,0.1
2022-07-19,D10_FRESH_MICROHL,True,False,0.015976468122403775,TP,W_TO_W,264.71,7.6200000000000045,262.41,0.3,0.3,266.996,259.484,2.286089238845143,TP,2022-07-19 16:30:00+00:00,266.996,False,0.01996409061389759,0.018464090613897588,True,True,9.232045306948795,True,1,2022-07-19 15:30:00+00:00,261.77,,,,2022-07-19 15:25:00+00:00,0.1
2022-07-20,D10_FRESH_MICROHL,False,False,-0.009770396964172865,SL,L_TO_L,270.92,7.410000000000025,268.79,0.3,0.3,273.14300000000003,265.05699999999996,2.637426900584805,SL,2022-07-20 16:40:00+00:00,265.05699999999996,False,-0.008317120622568175,-0.009817120622568174,False,False,-4.908560311284087,True,1,2022-07-20 16:40:00+00:00,267.28,,,,2022-07-20 16:35:00+00:00,0.1
2022-07-28,D10_FRESH_MICROHL,True,False,0.02303555413196673,TP,W_TO_NT,269.97,6.3700000000000045,265.37,,,,,,NO_TRADE,,,,,0.0,,False,0.0,False,0,,,,,,,
2022-09-07,D10_FRESH_MICROHL,True,False,0.0076845558103687,TP,W_TO_W,266.93,5.009999999999991,265.99,0.3,0.3,268.433,265.367,1.0399201596806407,TP,2022-09-07 16:35:00+00:00,268.433,False,0.005856784202045828,0.004356784202045829,True,True,2.178392101022914,True,1,2022-09-07 14:30:00+00:00,266.87,,,,2022-09-07 14:25:00+00:00,0.1
2022-09-22,D10_FRESH_MICROHL,True,False,0.00870128764893058,TP,W_TO_NT,271.19,6.089999999999975,270.26,,,,,,NO_TRADE,,,,,0.0,,False,0.0,False,0,,,,,,,
2022-10-19,D10_FRESH_MICROHL,True,False,0.0028441414885776463,TP,W_TO_NT,272.03,1.829999999999984,271.4,,,,,,NO_TRADE,,,,,0.0,,False,0.0,False,0,,,,,,,
2022-11-10,D10_FRESH_MICROHL,True,False,0.016127567925778685,SESSION_CLOSE,W_TO_W,303.88,32.98000000000002,301.8,0.3,0.3,313.774,288.726,1.5316353345461884,SESSION_CLOSE,2022-11-10 20:55:00+00:00,307.12,False,0.02846426897059806,0.02696426897059806,True,True,13.48213448529903,True,1,2022-11-10 17:55:00+00:00,298.62,,,,2022-11-10 17:50:00+00:00,0.1
2022-11-23,D10_FRESH_MICROHL,False,True,-0.003923344889098455,SESSION_CLOSE,L_TO_W,300.95,25.599999999999966,297.11,0.3,0.3,308.63,287.99,1.6874999999999958,SESSION_CLOSE,2022-11-23 20:55:00+00:00,296.39,False,0.0024351472925896456,0.0009351472925896455,True,True,0.4675736462948228,True,1,2022-11-23 20:10:00+00:00,295.67,,,,2022-11-23 20:05:00+00:00,0.1
2023-01-20,D10_FRESH_MICROHL,True,False,0.0035241712707181918,TP,W_TO_W,290.05,3.3500000000000227,289.6,0.3,0.3,291.055,288.565,1.4776119402985277,TP,2023-01-20 16:35:00+00:00,291.055,False,0.005128293676831319,0.003628293676831319,True,True,1.8141468384156596,True,1,2023-01-20 15:35:00+00:00,289.57,,,,2023-01-20 15:30:00+00:00,0.1
2023-01-31,D10_FRESH_MICROHL,False,False,-0.0011161228406910127,SESSION_CLOSE,L_TO_W,313.19,5.089999999999975,312.6,0.3,0.3,314.717,310.433,1.80550098231829,SESSION_CLOSE,2023-01-31 20:55:00+00:00,312.72,False,0.002436209770483533,0.0009362097704835328,True,True,0.4681048852417664,True,1,2023-01-31 17:00:00+00:00,311.96,,,,2023-01-31 16:55:00+00:00,0.1
2023-03-20,D10_FRESH_MICROHL,False,True,-0.005746208742194501,SL,L_TO_L,338.34,4.759999999999991,336.3,0.3,0.3,339.768,334.132,2.9467787114845785,SESSION_CLOSE,2023-03-20 19:55:00+00:00,335.77,False,0.0006258195255690602,-0.0008741804744309399,True,False,-0.4370902372154699,True,1,2023-03-20 17:10:00+00:00,335.56,,,,2023-03-20 17:05:00+00:00,0.1
2023-03-21,D10_FRESH_MICROHL,True,False,0.0008212213195251685,SESSION_CLOSE,W_TO_W,337.48,10.300000000000011,336.03,0.3,0.3,340.57000000000005,332.32000000000005,1.669902912621381,SESSION_CLOSE,2023-03-21 19:55:00+00:00,336.81,False,0.004173996004889435,0.0026739960048894353,True,True,1.3369980024447177,True,1,2023-03-21 14:40:00+00:00,335.41,,,,2023-03-21 14:35:00+00:00,0.1
2023-04-12,D10_FRESH_MICROHL,False,False,-0.00493390357698281,SL,L_TO_L,321.54,3.680000000000007,321.5,0.3,0.3,322.644,318.356,2.8840579710145553,SL,2023-04-12 19:10:00+00:00,318.356,False,-0.0034558317160207075,-0.004955831716020707,False,False,-2.4779158580103537,True,1,2023-04-12 15:25:00+00:00,319.46,,,,2023-04-12 15:20:00+00:00,0.1
2023-05-08,D10_FRESH_MICROHL,False,False,-0.005132694248234091,SL,L_TO_L,317.68,3.840000000000032,317.12,0.3,0.3,318.832,316.278,1.2170138888888913,SL,2023-05-08 16:55:00+00:00,316.278,False,-0.003629146583498666,-0.005129146583498665,False,False,-2.564573291749333,True,1,2023-05-08 15:50:00+00:00,317.43,,,,2023-05-08 15:45:00+00:00,0.1
2023-05-12,D10_FRESH_MICROHL,False,True,-0.005564244442268161,SL,L_TO_L,306.79,4.150000000000034,306.33,0.3,0.3,308.035,304.195,2.0843373493976047,SL,2023-05-12 19:20:00+00:00,304.195,False,-0.0040760869565217295,-0.005576086956521729,False,False,-2.7880434782608647,True,1,2023-05-12 15:05:00+00:00,305.44,,,,2023-05-12 15:00:00+00:00,0.1
2023-06-15,D10_FRESH_MICROHL,False,True,-0.002302466528698753,SESSION_CLOSE,L_TO_W,237.75,7.449999999999989,236.77,0.3,0.3,239.98499999999999,233.87500000000003,1.7337807606263969,SESSION_CLOSE,2023-06-15 19:55:00+00:00,236.58,False,0.001990597602812283,0.0004905976028122829,True,True,0.24529880140614144,True,1,2023-06-15 19:55:00+00:00,236.11,,,,2023-06-15 19:50:00+00:00,0.1
2023-06-21,D10_FRESH_MICROHL,True,False,0.011807602621316362,TP,W_TO_L,250.45,5.299999999999983,248.73,0.3,0.3,252.04,247.17,2.0628930817610027,SESSION_CLOSE,2023-06-21 19:55:00+00:00,249.0,False,0.0009647853352630076,-0.0005352146647369924,True,False,-0.2676073323684962,True,1,2023-06-21 19:25:00+00:00,248.76,,,,2023-06-21 19:20:00+00:00,0.1
2023-07-10,D10_FRESH_MICROHL,True,False,0.005338096797969096,SESSION_CLOSE,W_TO_NT,244.85,13.699999999999989,244.22,,,,,,NO_TRADE,,,,,0.0,,False,0.0,False,0,,,,,,,
2023-08-10,D10_FRESH_MICROHL,False,True,-0.0032979664379598193,SL,L_TO_L,242.95,1.4499999999999886,241.94,0.3,0.3,243.385,241.415,3.528735632183882,SL,2023-08-10 17:00:00+00:00,241.415,False,-0.0017986355178829516,-0.0032986355178829516,False,False,-1.6493177589414758,True,1,2023-08-10 15:55:00+00:00,241.85,,,,2023-08-10 15:50:00+00:00,0.1
