stop_f,stop,robust_clock_count,robust_clocks,supported,development_median_wr,development_median_pf,development_median_exp,development_median_max_ls,external_median_wr,external_median_pf,external_median_exp,external_median_max_ls,reference_validation_median_wr,reference_validation_median_pf,reference_validation_median_exp,reference_validation_median_max_ls,robust_major_median_wr,robust_major_median_pf,robust_major_median_exp,robust_major_median_max_ls,btc_wr_gap_pp,btc_pf_gap,btc_exp_gap
0.6,F60,1,05:00,False,0.3927801724137931,0.7826076604115372,-0.43384053391367,6.5,0.43358395989974935,1.3635984268366819,0.6787015507823484,5.0,0.43214285714285716,1.0866855179153607,0.10980481321411908,5.5,0.4827586206896552,1.3968303871022003,0.6751047144973914,5.0,-23.65393793103448,-0.8263626128977999,-0.5848952855026086
0.55,F55,1,05:00,False,0.46551724137931033,0.9188709703915094,-0.1985504255153519,6.5,0.4780701754385965,1.3323929048709953,0.6800278950799141,4.0,0.475,1.0729143744362695,0.12242535978699237,4.5,0.5172413793103449,1.3952178571850837,0.5334092320689451,4.0,-20.205662068965513,-0.8279751428149165,-0.7265907679310549
0.5,F50,1,05:00,False,0.5246788370520622,1.0260040049478265,-0.0019520794159494093,5.5,0.5134711779448622,1.535952004073782,1.0113417590005098,4.0,0.5214285714285714,1.1739104652633996,0.2924055742256801,4.5,0.5689655172413793,1.531378819293605,0.8258612371500383,4.0,-15.033248275862066,-0.6918141807063951,-0.43413876284996167
0.45,F45,2,"05:00,09:00",True,0.5578093306288032,1.0915975173210857,0.13282723413474914,5.0,0.5317460317460317,1.6059604701251966,1.1014333525311435,4.0,0.5357142857142857,1.2898881293170348,0.46980966660330126,4.5,0.5788177339901477,1.367446976634274,0.5200239069722536,4.0,-14.048026600985231,-0.8557460233657261,-0.7399760930277464
0.4,F40,1,05:00,False,0.5774171737660581,1.1240377351185267,0.18861089100957643,4.0,0.5497076023391814,1.614265735993286,1.1568865467445644,4.0,0.5714285714285714,1.2610547015945264,0.422157414950192,4.5,0.5862068965517241,1.5146326056733532,0.6861474815079205,4.0,-13.309110344827591,-0.708560394326647,-0.5738525184920795
0.35,F35,2,"05:00,09:00",True,0.5921230561189993,1.1982073317798576,0.2989212280958885,4.0,0.5724206349206349,1.7037438648211676,1.318414174321026,3.5,0.6003105590062112,1.3065742991713258,0.45164158923587105,3.5,0.6175595238095238,1.4792555189990582,0.6663753516630827,3.5,-10.173847619047615,-0.743937481000942,-0.5936246483369173
0.3,F30,1,05:00,False,0.5921230561189993,1.145941150520564,0.21099301050881558,4.0,0.5724206349206349,1.6351473914113475,1.2105768906384968,3.5,0.6218944099378882,1.279134014057664,0.4593903382536286,3.5,0.5862068965517241,1.4090929138433228,0.6136524282773638,4.0,-13.309110344827591,-0.8141000861566774,-0.6463475717226362
0.25,F25,1,05:00,False,0.6105476673427992,1.091410204203458,0.13726373152510535,4.0,0.5724206349206349,1.5913138787520928,1.1152732484880015,3.5,0.6545031055900621,1.3311783046666155,0.5687329660060988,3.5,0.603448275862069,1.4297037123967091,0.6408005569477385,4.0,-11.584972413793103,-0.7934892876032911,-0.6191994430522615
0.2,F20,2,"05:00,09:00",True,0.6154496281271129,1.1026871664573816,0.1694191334574863,4.0,0.5813492063492063,1.5400371257218994,1.0691003660714413,3.5,0.6653726708074534,1.3281559384300845,0.5779949517849171,3.5,0.6316964285714286,1.5176703706306338,0.7026141678049432,3.5,-8.760157142857139,-0.7055226293693664,-0.5573858321950568
0.15,F15,2,"05:00,09:00",True,0.6252535496957403,1.1358374251321381,0.22694876329445746,4.0,0.5813492063492063,1.525577579938723,1.0407940006461653,3.5,0.687111801242236,1.452581074100543,0.74801086967259,3.0,0.6316964285714286,1.5146771849541976,0.6990090705561849,3.5,-8.760157142857139,-0.7085158150458026,-0.5609909294438151
