outcome,n,descent_bars_median,descent_bars_p25,descent_bars_p75,down_path_efficiency_median,down_path_efficiency_p25,down_path_efficiency_p75,median_adjacent_overlap_median,median_adjacent_overlap_p25,median_adjacent_overlap_p75,overlap_gt50_share_median,overlap_gt50_share_p25,overlap_gt50_share_p75,range_contraction_ratio_median,range_contraction_ratio_p25,range_contraction_ratio_p75,body_contraction_ratio_median,body_contraction_ratio_p25,body_contraction_ratio_p75,largest_bear_body_share_median,largest_bear_body_share_p25,largest_bear_body_share_p75,sign_flip_rate_median,sign_flip_rate_p25,sign_flip_rate_p75,lower_high_share_median,lower_high_share_p25,lower_high_share_p75,fall_per_bar_range_units_median,fall_per_bar_range_units_p25,fall_per_bar_range_units_p75,max_bear_body_range_units_median,max_bear_body_range_units_p25,max_bear_body_range_units_p75,pre_return_drawdown_fraction_median,pre_return_drawdown_fraction_p25,pre_return_drawdown_fraction_p75
CONTINUATION,66,27.0,14.0,60.75,0.4027372724067648,0.22017867378810538,0.5656110867690944,0.8155706727135303,0.7570346320346256,0.868520066889624,0.770979020979021,0.7142857142857143,0.8325471698113208,1.074010719580344,0.8146900269541875,1.3365461526156086,1.1249716624309871,0.7895114942528954,1.9188016528925407,0.15700732571325732,0.10576270459696778,0.2662507781697415,0.5186206896551724,0.4713622291021672,0.5658263305322129,0.6546583850931678,0.5808333333333333,0.7336660617059891,0.20190530936455459,0.12196382082181574,0.3233465684018599,1.5889097352512374,1.296347489070988,2.3473618344031744,1.0443036317971033,1.0148202463972376,1.142011073480494
INVALIDATED,171,73.0,20.0,266.0,0.24430955993930037,0.14138860018904897,0.48874687571006614,0.8000000000000285,0.7386128364389244,0.8328871231783779,0.782716049382716,0.7476104700253308,0.8152397084488245,0.9142857142857114,0.742179863147605,1.111155698234423,0.9617224880382653,0.7011164274322115,1.3066777743423899,0.10622009569378053,0.03815372770399392,0.20129204309475512,0.5,0.4543135435992579,0.5375234521575984,0.5952380952380952,0.5531233998975935,0.7,0.1323123559869974,0.0795110672705031,0.2603512027683201,2.500377928949343,1.6206278026905763,3.7257798808271243,1.0403879559930513,1.0146587801163804,1.118183359731606
