replay,component,hour_wib,anchor_utc_min,lookback_min,hold_min,character_rule,entry_ts,exit_ts,gross,net
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-07-18 20:00:00+00:00,2022-07-19 00:00:00+00:00,36.64898350099505,35.89898350099505
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-07-20 20:00:00+00:00,2022-07-21 00:00:00+00:00,-9.587362991618313,-10.337362991618313
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2022-07-25 20:15:00+00:00,2022-07-26 00:15:00+00:00,-27.037785132014413,-27.787785132014413
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-07-29 20:00:00+00:00,2022-07-30 00:00:00+00:00,-0.5424314853920933,-1.2924314853920933
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2022-08-02 20:45:00+00:00,2022-08-03 00:45:00+00:00,-15.515082595888037,-16.26508259588804
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-08-31 20:00:00+00:00,2022-09-01 00:00:00+00:00,-6.868105698336828,-7.618105698336828
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-09-16 20:00:00+00:00,2022-09-17 00:00:00+00:00,2.2984961668371664,1.5484961668371664
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-09-20 20:00:00+00:00,2022-09-21 00:00:00+00:00,-10.775527120136811,-11.525527120136811
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-09-23 20:00:00+00:00,2022-09-24 00:00:00+00:00,13.59659310878819,12.84659310878819
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2022-10-26 20:15:00+00:00,2022-10-27 00:15:00+00:00,2.7515647722831638,2.0015647722831638
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-10-31 20:00:00+00:00,2022-11-01 00:00:00+00:00,2.8565579276680073,2.1065579276680073
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-01-17 20:00:00+00:00,2023-01-18 00:00:00+00:00,-7.371355221927206,-8.121355221927207
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-02-03 20:15:00+00:00,2023-02-04 00:15:00+00:00,2.8779634550087434,2.1279634550087434
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-02-13 20:00:00+00:00,2023-02-14 00:00:00+00:00,4.93574472368547,4.18574472368547
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-02-22 20:15:00+00:00,2023-02-23 00:15:00+00:00,8.577984204634712,7.827984204634712
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-02-23 20:00:00+00:00,2023-02-24 00:00:00+00:00,-0.7928342310718063,-1.5428342310718062
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-03-07 20:15:00+00:00,2023-03-08 00:15:00+00:00,6.433995798998249,5.683995798998249
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-03-15 20:30:00+00:00,2023-03-16 00:30:00+00:00,3.326603094288233,2.576603094288233
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-03-17 20:00:00+00:00,2023-03-18 00:00:00+00:00,13.043952010643913,12.293952010643913
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-03-24 20:00:00+00:00,2023-03-25 00:00:00+00:00,-4.0329213438533476,-4.7829213438533476
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-03-27 20:30:00+00:00,2023-03-28 00:30:00+00:00,2.1382793002847,1.3882793002847
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-04-03 20:15:00+00:00,2023-04-04 00:15:00+00:00,6.431579418945867,5.681579418945867
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-04-14 20:00:00+00:00,2023-04-15 00:00:00+00:00,2.116293306295771,1.3662933062957712
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-04-27 20:15:00+00:00,2023-04-28 00:15:00+00:00,-2.1663347914935334,-2.9163347914935334
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-05-11 20:00:00+00:00,2023-05-12 00:00:00+00:00,2.646021717559621,1.8960217175596208
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-07-17 20:15:00+00:00,2023-07-18 00:15:00+00:00,5.415591829830425,4.665591829830425
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-08-15 20:00:00+00:00,2023-08-16 00:00:00+00:00,0.3859080608257015,-0.3640919391742985
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-09-29 20:00:00+00:00,2023-09-30 00:00:00+00:00,0.603748648323919,-0.14625135167608105
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-10-04 20:00:00+00:00,2023-10-05 00:00:00+00:00,1.1174783355358333,0.3674783355358333
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2023-10-06 20:45:00+00:00,2023-10-07 00:45:00+00:00,0.22177529605483567,-0.5282247039451643
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-10-10 20:00:00+00:00,2023-10-11 00:00:00+00:00,0.5206802703704525,-0.2293197296295475
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-10-25 20:00:00+00:00,2023-10-26 00:00:00+00:00,-0.7767619643695299,-1.52676196436953
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-11-10 20:00:00+00:00,2023-11-11 00:00:00+00:00,-2.46958486087052,-3.21958486087052
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-11-27 20:15:00+00:00,2023-11-28 00:15:00+00:00,7.9678876066231785,7.2178876066231785
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-11-28 20:00:00+00:00,2023-11-29 00:00:00+00:00,-2.6491899452192817,-3.3991899452192817
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-12-12 20:00:00+00:00,2023-12-13 00:00:00+00:00,5.565390471647921,4.815390471647921
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-12-22 20:00:00+00:00,2023-12-23 00:00:00+00:00,3.272894034377309,2.522894034377309
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2023-12-27 20:45:00+00:00,2023-12-28 00:45:00+00:00,15.936466422393881,15.186466422393881
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-12-28 20:00:00+00:00,2023-12-29 00:00:00+00:00,-3.947730108049832,-4.697730108049832
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-01-02 20:00:00+00:00,2024-01-03 00:00:00+00:00,-3.0153254442860065,-3.7653254442860065
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-01-03 20:00:00+00:00,2024-01-04 00:00:00+00:00,0.8156643812958889,0.06566438129588892
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-01-04 20:00:00+00:00,2024-01-05 00:00:00+00:00,-1.5473275630909546,-2.2973275630909544
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-01-23 20:00:00+00:00,2024-01-24 00:00:00+00:00,12.965615718005834,12.215615718005834
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-01-31 20:15:00+00:00,2024-02-01 00:15:00+00:00,-3.146334997761934,-3.896334997761934
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-02-13 20:00:00+00:00,2024-02-14 00:00:00+00:00,5.4973661644003915,4.7473661644003915
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-02-15 20:00:00+00:00,2024-02-16 00:00:00+00:00,-2.04152871362534,-2.79152871362534
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-02-19 20:00:00+00:00,2024-02-20 00:00:00+00:00,1.8838422205492782,1.1338422205492782
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-02-22 20:45:00+00:00,2024-02-23 00:45:00+00:00,-3.2685163359417366,-4.018516335941737
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-03-04 20:45:00+00:00,2024-03-05 00:45:00+00:00,6.500662310629223,5.750662310629223
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-03-07 20:00:00+00:00,2024-03-08 00:00:00+00:00,-0.33812472414441425,-1.0881247241444143
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-03-18 20:00:00+00:00,2024-03-19 00:00:00+00:00,5.937526026036075,5.187526026036075
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-03-22 20:00:00+00:00,2024-03-23 00:00:00+00:00,-0.6923633666505329,-1.4423633666505329
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-03-27 20:00:00+00:00,2024-03-28 00:00:00+00:00,1.4951896386934789,0.7451896386934789
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-04-02 20:15:00+00:00,2024-04-03 00:15:00+00:00,-2.3787187404175847,-3.1287187404175847
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-04-16 20:00:00+00:00,2024-04-17 00:00:00+00:00,4.384759361788488,3.634759361788488
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-04-30 20:00:00+00:00,2024-05-01 00:00:00+00:00,14.510129422976426,13.760129422976426
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-05-23 20:00:00+00:00,2024-05-24 00:00:00+00:00,-1.1585362638984764,-1.9085362638984764
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-06-11 20:00:00+00:00,2024-06-12 00:00:00+00:00,-0.045734016675724236,-0.7957340166757242
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-06-24 20:00:00+00:00,2024-06-25 00:00:00+00:00,9.032622528101594,8.282622528101594
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-07-09 20:00:00+00:00,2024-07-10 00:00:00+00:00,-0.3684009767515777,-1.1184009767515777
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-07-11 20:15:00+00:00,2024-07-12 00:15:00+00:00,2.0358754264333547,1.2858754264333547
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-07-15 20:00:00+00:00,2024-07-16 00:00:00+00:00,11.34270750413437,10.59270750413437
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-07-25 20:00:00+00:00,2024-07-26 00:00:00+00:00,8.268632048276144,7.518632048276144
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-07-29 20:00:00+00:00,2024-07-30 00:00:00+00:00,1.016576388238531,0.266576388238531
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-08-01 20:45:00+00:00,2024-08-02 00:45:00+00:00,9.347502089404246,8.597502089404246
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-08-09 20:30:00+00:00,2024-08-10 00:30:00+00:00,2.068210467882025,1.3182104678820248
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-09-05 20:00:00+00:00,2024-09-06 00:00:00+00:00,0.9840520087358616,0.23405200873586163
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-09-13 20:45:00+00:00,2024-09-14 00:45:00+00:00,1.7265592730277008,0.9765592730277008
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-09-17 20:15:00+00:00,2024-09-18 00:15:00+00:00,-4.089453335998677,-4.839453335998677
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-09-18 20:00:00+00:00,2024-09-19 00:00:00+00:00,12.998210720120243,12.248210720120243
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-10-15 20:30:00+00:00,2024-10-16 00:30:00+00:00,5.06835572974985,4.31835572974985
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-11-05 20:00:00+00:00,2024-11-06 00:00:00+00:00,2.9306692144725774,2.1806692144725774
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-11-06 20:00:00+00:00,2024-11-07 00:00:00+00:00,6.466399279692273,5.716399279692273
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-11-08 20:00:00+00:00,2024-11-09 00:00:00+00:00,2.054237288135575,1.304237288135575
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-11-12 20:00:00+00:00,2024-11-13 00:00:00+00:00,-4.48347662547023,-5.23347662547023
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-11-15 20:00:00+00:00,2024-11-16 00:00:00+00:00,8.17384501088093,7.42384501088093
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-11-20 20:30:00+00:00,2024-11-21 00:30:00+00:00,1.7938560430525392,1.0438560430525392
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-11-26 20:00:00+00:00,2024-11-27 00:00:00+00:00,3.648121293221141,2.898121293221141
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-12-02 20:00:00+00:00,2024-12-03 00:00:00+00:00,4.352949963898353,3.602949963898353
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-12-03 20:00:00+00:00,2024-12-04 00:00:00+00:00,5.246879950380936,4.496879950380936
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-12-18 20:00:00+00:00,2024-12-19 00:00:00+00:00,-19.01946789005433,-19.76946789005433
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-12-23 20:00:00+00:00,2024-12-24 00:00:00+00:00,12.507228962595178,11.757228962595178
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2022-01-19 18:45:00+00:00,2022-01-20 00:45:00+00:00,-3.368642106909327,-4.118642106909327
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-01-26 18:00:00+00:00,2022-01-27 00:00:00+00:00,-25.573273818471975,-26.323273818471975
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-01-27 18:00:00+00:00,2022-01-28 00:00:00+00:00,-5.123197790569869,-5.873197790569869
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-01-28 20:00:00+00:00,2022-01-29 00:00:00+00:00,16.987360606886043,16.237360606886043
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2022-02-01 18:15:00+00:00,2022-02-02 00:15:00+00:00,2.5209267509735023,1.7709267509735023
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2022-02-02 18:45:00+00:00,2022-02-03 00:45:00+00:00,2.114660779371572,1.364660779371572
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2022-02-18 20:15:00+00:00,2022-02-19 00:15:00+00:00,-1.0258212847156671,-1.7758212847156671
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-02-22 18:00:00+00:00,2022-02-23 00:00:00+00:00,8.181201169238895,7.431201169238895
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-02-25 18:00:00+00:00,2022-02-26 00:00:00+00:00,13.9904575046821,13.2404575046821
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2022-02-28 20:45:00+00:00,2022-03-01 00:45:00+00:00,21.24467690350397,20.49467690350397
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2022-03-01 18:30:00+00:00,2022-03-02 00:30:00+00:00,2.2833465874378582,1.5333465874378582
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-03-02 18:00:00+00:00,2022-03-03 00:00:00+00:00,0.5196269553935826,-0.2303730446064174
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-03-08 18:00:00+00:00,2022-03-09 00:00:00+00:00,-3.140698670411879,-3.890698670411879
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2022-03-16 18:45:00+00:00,2022-03-17 00:45:00+00:00,15.247285075479965,14.497285075479965
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2022-04-06 18:15:00+00:00,2022-04-07 00:15:00+00:00,-2.061932968433723,-2.811932968433723
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2022-04-26 18:45:00+00:00,2022-04-27 00:45:00+00:00,-7.8171143299114485,-8.567114329911448
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-04-27 18:00:00+00:00,2022-04-28 00:00:00+00:00,2.8069442267844376,2.0569442267844376
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-05-06 18:00:00+00:00,2022-05-07 00:00:00+00:00,1.4774543814999304,0.7274543814999304
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2022-05-10 20:15:00+00:00,2022-05-11 00:15:00+00:00,-0.32387835810718285,-1.073878358107183
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2022-05-16 18:15:00+00:00,2022-05-17 00:15:00+00:00,-1.5343683762743394,-2.2843683762743394
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2022-05-17 18:15:00+00:00,2022-05-18 00:15:00+00:00,14.463902682690371,13.713902682690371
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-05-18 18:00:00+00:00,2022-05-19 00:00:00+00:00,-11.4544145946801,-12.2044145946801
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-05-19 20:00:00+00:00,2022-05-20 00:00:00+00:00,6.709455966999716,5.959455966999716
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2022-05-24 18:45:00+00:00,2022-05-25 00:45:00+00:00,6.74273593171185,5.99273593171185
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2022-05-27 20:45:00+00:00,2022-05-28 00:45:00+00:00,-3.687726926097507,-4.437726926097508
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2022-05-31 18:15:00+00:00,2022-06-01 00:15:00+00:00,-7.458813712820392,-8.208813712820392
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-06-02 18:00:00+00:00,2022-06-03 00:00:00+00:00,4.5768794654160425,3.8268794654160425
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2022-06-16 20:15:00+00:00,2022-06-17 00:15:00+00:00,-17.356457285754185,-18.106457285754185
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-06-17 18:00:00+00:00,2022-06-18 00:00:00+00:00,2.9547707042358398,2.2047707042358398
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2022-06-30 18:15:00+00:00,2022-07-01 00:15:00+00:00,11.727544445307077,10.977544445307077
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2022-07-01 20:45:00+00:00,2022-07-02 00:45:00+00:00,-6.086520515891866,-6.836520515891866
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2022-07-13 20:45:00+00:00,2022-07-14 00:45:00+00:00,15.135476442513005,14.385476442513005
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-07-18 18:00:00+00:00,2022-07-19 00:00:00+00:00,37.99011262886946,37.24011262886946
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-07-20 18:00:00+00:00,2022-07-21 00:00:00+00:00,-7.67010149130076,-8.420101491300759
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2022-07-25 20:15:00+00:00,2022-07-26 00:15:00+00:00,-27.037785132014413,-27.787785132014413
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-07-29 18:00:00+00:00,2022-07-30 00:00:00+00:00,8.09121651528828,7.341216515288281
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2022-08-02 20:45:00+00:00,2022-08-03 00:45:00+00:00,-15.515082595888037,-16.26508259588804
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2022-08-31 18:30:00+00:00,2022-09-01 00:30:00+00:00,3.7079901206470804,2.9579901206470804
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-09-01 18:00:00+00:00,2022-09-02 00:00:00+00:00,9.919205434335163,9.169205434335163
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-09-16 18:00:00+00:00,2022-09-17 00:00:00+00:00,4.501017039815864,3.7510170398158644
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-09-20 18:00:00+00:00,2022-09-21 00:00:00+00:00,-4.7201971993497125,-5.4701971993497125
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-09-22 18:00:00+00:00,2022-09-23 00:00:00+00:00,14.012205429632713,13.262205429632713
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-09-23 18:00:00+00:00,2022-09-24 00:00:00+00:00,12.168944483051495,11.418944483051495
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2022-10-26 20:15:00+00:00,2022-10-27 00:15:00+00:00,2.7515647722831638,2.0015647722831638
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-10-31 18:00:00+00:00,2022-11-01 00:00:00+00:00,3.246129614690209,2.496129614690209
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2022-11-17 18:15:00+00:00,2022-11-18 00:15:00+00:00,-1.7428366111326898,-2.49283661113269
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-01-17 20:00:00+00:00,2023-01-18 00:00:00+00:00,-7.371355221927206,-8.121355221927207
