block,n,raw_wr,stress_wr,raw_pf,stress_pf,raw_net,stress_net,median_ref_width_pct,median_parent_mfe_R,median_parent_mae_R,median_parent_hold_min,median_exit_to_signal_min,median_signal_to_confirm_min,median_confirm_to_e20_min,median_confirm_close_R,median_confirm_body_R,median_running_mfe_R_to_confirm,median_running_mae_R_to_confirm,median_preconfirm_30m_return_R,median_preexit_60m_return_R,median_preexit_60m_range_R,median_preentry_30m_return_R,median_preentry_30m_range_R,median_preentry_60m_return_R,median_preentry_60m_range_R,median_last_completed_close_R_before_e20
1,5,0.8,0.8,1.7951779332880349,1.5452463914049148,4.410665348466069,3.160665348466069,0.03223244423853335,0.14404432132963882,0.14168377823408565,15.0,10.0,10.0,5.0,0.2561403508771899,-0.0013717421124835537,0.35253772290809204,0.12631578947368924,0.20739219712526044,0.30526315789473907,0.705075445816186,0.27368421052631675,0.4455852156057465,0.39368998628257723,0.6762688614540451,0.2561403508771899
2,5,0.2,0.2,0.23681857000551998,0.1817859410199241,-5.987920584447249,-7.237920584447249,0.0217810862972155,0.17460317460317298,0.1603053435114462,20.0,15.0,10.0,5.0,0.16030534351145162,0.04761904761904923,0.27184466019417214,0.0873786407766988,0.24050632911391928,0.2769230769230771,0.6031746031746048,0.1692307692307687,0.3592233009708709,0.2900763358778602,0.569230769230772,0.16030534351145162
3,1,0.0,0.0,0.0,0.0,-2.5505402251251863,-2.8005402251251867,0.020649246326135292,0.23798627002288084,0.19908466819221857,10.0,10.0,10.0,10.0,0.12814645308924666,0.08924485125858438,0.27231121281464404,0.11212814645308777,0.0503432494279221,0.3569794050343294,1.0,0.18077803203660608,0.3844393592677318,0.5194508009153311,0.8901601830663577,0.12356979405033948
4,1,1.0,1.0,inf,inf,0.7133824053957571,0.46338240539575715,0.007144016885858028,0.3806818181818227,0.2727272727272654,45.0,15.0,10.0,5.0,0.14204545454546796,-0.05681818181817104,0.30681818181819626,0.2727272727272654,0.14772727272727296,0.18750000000000883,0.8352272727272717,0.2727272727272856,0.5795454545454617,-0.0340909090909107,0.653409090909088,0.14204545454546796
5,5,0.8,0.8,12.88383002168701,9.988647812397545,14.354771204242667,13.104771204242667,0.03296292449890961,0.1025972733605342,0.13732048003147898,20.0,5.0,10.0,5.0,0.27877237851662445,0.08936212558463509,0.3165453472358862,0.06773787019533804,0.2712665406427184,0.16588715295054285,0.40894770006300724,0.2748376942750328,0.41255164273067263,0.44013862633900075,0.6225582860743526,0.27877237851662445
6,6,0.6666666666666666,0.6666666666666666,2.2592041039947195,1.8617223060996353,6.116879567919398,4.616879567919397,0.029027785199702238,0.1372754055180059,0.12055106923882022,20.0,7.5,10.0,5.0,0.18459801264679412,0.03129541560564954,0.23197856795418148,0.0751523815876557,0.19010448043788605,0.1281034919432787,0.45987818766271105,0.1833928857944832,0.3455467324258946,0.4174173838807971,0.5263993466402955,0.18537224690726717
