pair,f1,f2,partition,b1,b2,n,long_rate,short_rate,D,none_rate,ambiguous_rate,median_fwd_ret_4h,median_max_up_4h,median_max_down_4h
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2026,HIGH,MID,1584,0.40025252525252525,0.3106060606060606,0.08964646464646464,0.28914141414141414,0.0,0.0010779469370016947,0.008601951102888195,-0.00683809251711226
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2026,LOW,HIGH,2283,0.2925974594831362,0.395970214629873,-0.10337275514673677,0.31099430573806397,0.0004380201489268506,-0.0007912435711460164,0.0065062793160839405,-0.008695652173912993
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2026,LOW,LOW,2721,0.24954061006982728,0.4259463432561558,-0.17640573318632854,0.3230429988974642,0.001470047776552738,-0.0010315925209541943,0.006113738608836128,-0.009098237936197129
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2026,LOW,MID,1886,0.2773064687168611,0.40721102863202546,-0.12990455991516436,0.3149522799575822,0.0005302226935312832,-0.000128660845937989,0.006600352053788505,-0.008684621173119134
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2026,MID,HIGH,4184,0.28178776290630975,0.26195028680688337,0.019837476099426377,0.4562619502868069,0.0,-0.00012124222597442724,0.005978166323980627,-0.005984386452660584
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2026,MID,LOW,5084,0.235837922895358,0.283044846577498,-0.04720692368214002,0.48052714398111723,0.0005900865460267506,0.0,0.0053794700437008736,-0.005935922573360397
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2026,MID,MID,3512,0.27249430523917995,0.2716400911161731,0.0008542141230068467,0.45558086560364464,0.0002847380410022779,9.312599768318552e-05,0.0059195576461318344,-0.006112505263267398
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,development,HIGH,HIGH,10639,0.46442334805902813,0.4196823009681361,0.04474104709089205,0.11476642541592255,0.0011279255569132437,-0.00019815403869227755,0.012048192771084265,-0.010903990589086976
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,development,HIGH,LOW,5965,0.41374685666387256,0.43822296730930427,-0.024476110645431703,0.14752724224643754,0.0005029337803855825,0.0005573897011532658,0.009833654994945151,-0.01054958852510468
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,development,HIGH,MID,6760,0.4298816568047337,0.41789940828402367,0.01198224852071006,0.15207100591715977,0.00014792899408284024,8.093201020686891e-05,0.010331438135335769,-0.010005023284175574
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,development,LOW,HIGH,5821,0.44854835938842125,0.41676687854320565,0.03178148084521559,0.1343411784916681,0.0003435835767050335,0.00038519152578642135,0.011249484889191086,-0.010461814377521916
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,development,LOW,LOW,9409,0.40440004251248807,0.48017855244978214,-0.07577850993729407,0.1132957806355617,0.002125624402168137,0.0017404056823804304,0.010979933225484517,-0.011920074182644846
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,development,LOW,MID,8134,0.4044750430292599,0.4413572657978854,-0.03688222276862552,0.1539218096877305,0.00024588148512417015,0.0002299827284013567,0.010375919849844428,-0.010862552414958926
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,development,MID,HIGH,6914,0.41900491755857683,0.39007810240092566,0.028926815157651165,0.1907723459647093,0.0001446340757882557,-0.0004651148295033436,0.009340999738558953,-0.009044467893786379
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,development,MID,LOW,7972,0.36841445057701955,0.42799799297541397,-0.05958354239839442,0.20333667837431008,0.0002508780732563974,0.0005364283133700853,0.008455199909541578,-0.009628460612936207
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,development,MID,MID,8477,0.35401675120915416,0.38799103456411466,-0.0339742833549605,0.25787424796508196,0.00011796626164916834,-0.00043720051764539747,0.007853042479908368,-0.008574527917308616
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2025,HIGH,HIGH,4702,0.4595916631220757,0.39238621863037004,0.06720544449170568,0.14568268821777966,0.002339430029774564,-0.0001164574353000325,0.010762328862613968,-0.009496059336648044
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2025,HIGH,LOW,3114,0.4177906229929351,0.41811175337186895,-0.00032113037893383156,0.16377649325626203,0.0003211303789338471,0.0012058785561630536,0.010019819574117017,-0.009767572818460246
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2025,HIGH,MID,2525,0.4752475247524752,0.3556435643564356,0.1196039603960396,0.16871287128712872,0.00039603960396039607,0.001945840765364082,0.011135012020751622,-0.00854813256180964
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2025,LOW,HIGH,2809,0.36632253470986115,0.46422214311142757,-0.09789960840156642,0.16909932360270558,0.000355998576005696,-0.0015485324135988687,0.008350108104078213,-0.01051115142460779
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2025,LOW,LOW,5084,0.3690007867820614,0.4980330448465775,-0.12903225806451613,0.13158929976396538,0.0013768686073957514,0.0005424264996016781,0.009412018396592337,-0.01189993061975897
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2025,LOW,MID,3540,0.384180790960452,0.4406779661016949,-0.05649717514124292,0.17429378531073447,0.000847457627118644,-7.21196586284667e-05,0.009024994464895353,-0.009982612195976959
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2025,MID,HIGH,4323,0.37728429331482766,0.38329863520703217,-0.006014341892204511,0.23826046726810085,0.0011566042100393246,-0.0007059930969564032,0.008218351805775459,-0.008693627260731307
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2025,MID,LOW,4970,0.36961770623742457,0.3806841046277666,-0.011066398390342014,0.24949698189134809,0.00020120724346076458,0.0008664856769331486,0.00832955319514217,-0.008321113129071966
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2025,MID,MID,3959,0.3670118716847689,0.36574892649659,0.0012629451881788767,0.26698661278100533,0.00025258903763576663,-0.0001236476043277035,0.007783047549556166,-0.008171393256883874
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2026,HIGH,HIGH,2789,0.42129795625672284,0.31301541771244173,0.1082825385442811,0.2656866260308354,0.0,0.00023559901048408882,0.008944168821186205,-0.007437833037300168
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2026,HIGH,LOW,1793,0.31901840490797545,0.3418851087562744,-0.022866703848298975,0.3379810373675404,0.0011154489682097045,9.719117504136676e-05,0.00708138141409731,-0.00747910250769912
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2026,HIGH,MID,1477,0.3696682464454976,0.35341909275558564,0.016249153689911977,0.27691266079891674,0.0,0.0005804953560371029,0.008197667705807543,-0.007644425030031599
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2026,LOW,HIGH,1778,0.2958380202474691,0.34758155230596177,-0.05174353205849269,0.3565804274465692,0.0,0.0,0.00680680926216648,-0.007621462771076781
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2026,LOW,LOW,3082,0.2884490590525633,0.4172615184944841,-0.12881245944192082,0.2929915639195328,0.0012978585334198572,-0.00022643474850359002,0.006816904152747272,-0.009054243458137434
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2026,LOW,MID,2246,0.3205699020480855,0.3490650044523598,-0.028495102404274275,0.3303650934995548,0.0,-0.00034004242122026573,0.006904538031870855,-0.007528098397362515
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2026,MID,HIGH,3851,0.2612308491300961,0.2664243053752272,-0.005193456245131123,0.4723448454946767,0.0,-0.0003688222276863051,0.005572021339656175,-0.00615207151783137
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2026,MID,LOW,4656,0.23775773195876287,0.30541237113402064,-0.06765463917525777,0.45554123711340205,0.001288659793814433,-0.00011523402279878248,0.005392343488699769,-0.006471604780227791
oi_chg_1h__X__loc_24h,oi_chg_1h,loc_24h,validation_2026,MID,MID,3945,0.2747782002534854,0.24993662864385296,0.024841571609632462,0.4752851711026616,0.0,0.00024166263895586404,0.006083799430870451,-0.005636689725851851
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,development,DOWN_IMPULSE,HIGH,233,0.5793991416309013,0.4206008583690987,0.15879828326180262,0.0,0.0,0.005502318392581085,0.024062601891098767,-0.015452952952952903
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,development,DOWN_IMPULSE,LOW,1569,0.46590184831102616,0.4984066284257489,-0.03250478011472274,0.02676864244741874,0.008922880815806247,0.0035153282728870305,0.017801102817325942,-0.016136511174997592
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,development,DOWN_IMPULSE,MID,177,0.536723163841808,0.4463276836158192,0.09039548022598876,0.01694915254237288,0.0,0.00243983586558727,0.01651281754024958,-0.014725681588690698
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,development,NEUTRAL,HIGH,21546,0.44894644017451035,0.4127448250255268,0.03620161514898357,0.13807667316439245,0.0002320616355704075,0.00041325603363528973,0.010915743093821484,-0.01024818065535027
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,development,NEUTRAL,LOW,21452,0.3917117285101622,0.4627074398657468,-0.07099571135558458,0.1453477531232519,0.00023307850083908262,7.230832704818724e-05,0.009829047208902653,-0.011061204805481561
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,development,NEUTRAL,MID,22942,0.3795658617382966,0.3952576061372156,-0.015691744398919016,0.22508935576671607,8.71763577717723e-05,4.715809828337303e-05,0.008414704084922064,-0.008810026754339728
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,development,UP_IMPULSE,HIGH,1587,0.5248897290485193,0.4417139256458727,0.08317580340264658,0.026465028355387523,0.006931316950220542,0.00024169768453607965,0.01810455491124774,-0.01488058729724373
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,development,UP_IMPULSE,LOW,345,0.4260869565217391,0.5478260869565217,-0.12173913043478257,0.008695652173913044,0.017391304347826087,0.005217362860227004,0.01837031647871945,-0.01837191169188923
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,development,UP_IMPULSE,MID,247,0.5141700404858299,0.44534412955465585,0.06882591093117407,0.03643724696356275,0.004048582995951417,0.0025471217524197787,0.015513118073241072,-0.013941193131156271
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2025,DOWN_IMPULSE,HIGH,84,0.6904761904761905,0.30952380952380953,0.38095238095238093,0.0,0.0,0.005755517178633207,0.020962517510608403,-0.013762669787039772
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2025,DOWN_IMPULSE,LOW,607,0.42668863261943984,0.5304777594728172,-0.10378912685337732,0.036243822075782535,0.006589785831960461,0.000621262716471005,0.013803806256636353,-0.016094661283086564
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2025,DOWN_IMPULSE,MID,76,0.5526315789473685,0.39473684210526316,0.1578947368421053,0.039473684210526314,0.013157894736842105,0.0022955392047983025,0.017561501201445062,-0.012513381229627807
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2025,NEUTRAL,HIGH,9777,0.4814360233200368,0.3588012682827043,0.12263475503733251,0.15925130408100643,0.0005114043162524292,0.0013317056930419735,0.01091013494114268,-0.00851379921147355
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2025,NEUTRAL,LOW,10638,0.3383154728332393,0.4972739236698628,-0.15895845083662347,0.1639405903365294,0.0004700131603684903,-0.0009181433400242134,0.008124523923161653,-0.011233572990311413
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2025,NEUTRAL,MID,13067,0.36894466977883217,0.3733068033978725,-0.004362133619040309,0.25705976888344684,0.0006887579398484733,0.0001351260049997638,0.008137188971082843,-0.008244310264746924
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2025,UP_IMPULSE,HIGH,588,0.5170068027210885,0.44047619047619047,0.07653061224489799,0.034013605442176874,0.008503401360544218,0.0006364098785041072,0.015525253415766826,-0.014636649269693047
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2025,UP_IMPULSE,LOW,106,0.2358490566037736,0.7264150943396226,-0.490566037735849,0.02830188679245283,0.009433962264150943,-0.001164811867230442,0.012371665541406007,-0.021623201948591464
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2025,UP_IMPULSE,MID,85,0.38823529411764707,0.5882352941176471,-0.2,0.011764705882352941,0.011764705882352941,0.0004687353520202997,0.012811913066809844,-0.015319800842588993
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2026,DOWN_IMPULSE,HIGH,36,0.5277777777777778,0.4722222222222222,0.05555555555555558,0.0,0.0,0.0018914267117573491,0.016135478028321604,-0.013471981335820005
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2026,DOWN_IMPULSE,LOW,197,0.41624365482233505,0.5076142131979695,-0.09137055837563446,0.06598984771573604,0.01015228426395939,-0.0002574665293512135,0.012359029816159328,-0.015156507413509046
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2026,DOWN_IMPULSE,MID,30,0.6666666666666666,0.26666666666666666,0.39999999999999997,0.06666666666666667,0.0,0.006759883570981118,0.016956526007053996,-0.007824298617004677
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2026,NEUTRAL,HIGH,5687,0.40390363988042904,0.29734482152277125,0.10655881835765779,0.2983998593282926,0.0003516792685071215,0.0008184422316190876,0.008574928542262272,-0.006666666666666599
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2026,NEUTRAL,LOW,6652,0.2668370414912808,0.40649428743235116,-0.13965724594107037,0.3260673481659651,0.0006013229104028864,-0.0008070808594665135,0.0062754077015950704,-0.008701547944405086
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2026,NEUTRAL,MID,12720,0.2595125786163522,0.27264150943396226,-0.013128930817610074,0.4675314465408805,0.00031446540880503143,0.0,0.005678999591722689,-0.005980406597686783
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2026,UP_IMPULSE,HIGH,224,0.4642857142857143,0.45535714285714285,0.008928571428571452,0.08035714285714286,0.0,-0.0010381000871911295,0.01267178093897492,-0.012354912650002159
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2026,UP_IMPULSE,LOW,41,0.3170731707317073,0.6585365853658537,-0.34146341463414637,0.024390243902439025,0.0,0.0015792118297321966,0.013136171129136454,-0.014040014040014093
impulse5m_prev__X__oi_chg_15m,impulse5m_prev,oi_chg_15m,validation_2026,UP_IMPULSE,MID,30,0.4666666666666667,0.43333333333333335,0.033333333333333326,0.1,0.0,0.0013727100433467143,0.011849557067828753,-0.009690672543314405
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,development,DOWN_IMPULSE,HIGH,184,0.4945652173913043,0.483695652173913,0.010869565217391297,0.016304347826086956,0.005434782608695652,0.0015208208971750903,0.019525515399881677,-0.014308915387895693
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,development,DOWN_IMPULSE,LOW,1195,0.4702928870292887,0.4920502092050209,-0.02175732217573223,0.029288702928870293,0.008368200836820083,0.003536132015595328,0.01708109069881214,-0.015633592583863654
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,development,DOWN_IMPULSE,MID,601,0.5141430948419301,0.46921797004991683,0.04492512479201327,0.011647254575707155,0.004991680532445923,0.00417978223850568,0.019780385078219,-0.01720383275261317
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,development,NEUTRAL,HIGH,22011,0.3965744400527009,0.41651901322066237,-0.019944573167961444,0.18667938757893782,0.00022715914769887784,5.1268905408852206e-05,0.009233454015054932,-0.009587554269175125
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,development,NEUTRAL,LOW,21936,0.40586250911743255,0.4161652078774617,-0.01030269876002915,0.17778993435448578,0.00018234865061998541,0.00042482087137529767,0.009540610722775233,-0.009751814353582411
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,development,NEUTRAL,MID,22065,0.41599818717425785,0.4358033084069794,-0.019805121232721545,0.14806254248810333,0.00013596193065941537,-4.1543766357898804e-05,0.010182419770437878,-0.010677883837566737
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,development,UP_IMPULSE,HIGH,1196,0.5,0.45819397993311034,0.04180602006688966,0.034280936454849496,0.007525083612040134,0.0,0.01642586014075431,-0.01440555671059185
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,development,UP_IMPULSE,LOW,260,0.5,0.46153846153846156,0.038461538461538436,0.023076923076923078,0.015384615384615385,0.005897327003923647,0.018661058914898,-0.018371722522121825
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,development,UP_IMPULSE,MID,724,0.5234806629834254,0.4599447513812155,0.06353591160220995,0.009668508287292817,0.006906077348066298,0.002011138548196567,0.019684274976494387,-0.016267743739226792
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2025,DOWN_IMPULSE,HIGH,91,0.5054945054945055,0.4725274725274725,0.03296703296703296,0.02197802197802198,0.0,0.005494505494505475,0.01647504206393724,-0.012215812690872019
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2025,DOWN_IMPULSE,LOW,472,0.4449152542372881,0.5021186440677966,-0.05720338983050849,0.046610169491525424,0.006355932203389831,0.0006868163676667649,0.01384073742434222,-0.01544484312033706
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2025,DOWN_IMPULSE,MID,205,0.5024390243902439,0.48292682926829267,0.019512195121951237,0.004878048780487805,0.00975609756097561,0.00022810218978097652,0.017593278972078075,-0.017537965327240834
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2025,NEUTRAL,HIGH,12317,0.3794755216367622,0.4132499797028497,-0.03377445806608753,0.20686855565478607,0.00040594300560201345,-0.00014535587964514818,0.008541793776693174,-0.009263966559340253
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2025,NEUTRAL,LOW,12783,0.39161386216068217,0.4024876789486036,-0.010873816787921431,0.2055073144019401,0.00039114448877415316,0.0003170325750969649,0.008792965627498095,-0.008968609865470878
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2025,NEUTRAL,MID,8392,0.41158245948522404,0.4103908484270734,0.0011916110581506323,0.176954242135367,0.0010724499523355577,0.00027840686975799667,0.00956793948129997,-0.00957616917182802
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2025,UP_IMPULSE,HIGH,464,0.4676724137931034,0.4849137931034483,-0.017241379310344862,0.036637931034482756,0.010775862068965518,-0.0011587125203333937,0.013825068615004543,-0.014780060756059421
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2025,UP_IMPULSE,LOW,99,0.45454545454545453,0.5252525252525253,-0.07070707070707077,0.010101010101010102,0.010101010101010102,0.0009853295379900207,0.01667410442614292,-0.015016809861785552
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2025,UP_IMPULSE,MID,217,0.46543778801843316,0.5023041474654378,-0.03686635944700467,0.027649769585253458,0.004608294930875576,0.0030105368790767084,0.01696072253728209,-0.018407300522580217
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2026,DOWN_IMPULSE,HIGH,34,0.6176470588235294,0.38235294117647056,0.23529411764705888,0.0,0.0,0.005472712537607061,0.019825664891862105,-0.009425915803576768
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2026,DOWN_IMPULSE,LOW,175,0.37714285714285717,0.5371428571428571,-0.15999999999999998,0.07428571428571429,0.011428571428571429,0.00023272050267619804,0.01245999085505245,-0.014928404590230482
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2026,DOWN_IMPULSE,MID,54,0.6296296296296297,0.3333333333333333,0.29629629629629634,0.037037037037037035,0.0,0.0018229689042363884,0.014807953792294937,-0.01372013138542827
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2026,NEUTRAL,HIGH,9858,0.29022114019070805,0.3060458510854129,-0.01582471089470483,0.40332724690606614,0.0004057618178129438,-0.00023886718585058864,0.0061854112082260215,-0.006723519284941026
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2026,NEUTRAL,LOW,9477,0.28912102986177063,0.31054131054131057,-0.021420280679539938,0.3999155851007703,0.00042207449614857024,7.029382820200603e-05,0.0064708166170570625,-0.006627741833675205
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2026,NEUTRAL,MID,5724,0.30957372466806427,0.3324598183088749,-0.022886093640810623,0.35761705101327745,0.00034940600978336826,8.735549078708882e-05,0.006816025086077038,-0.007249590892467073
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2026,UP_IMPULSE,HIGH,199,0.4321608040201005,0.48743718592964824,-0.055276381909547756,0.08040201005025126,0.0,-0.0009664170089392909,0.011613876319758631,-0.014170481796381251
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2026,UP_IMPULSE,LOW,38,0.5526315789473685,0.42105263157894735,0.13157894736842113,0.02631578947368421,0.0,0.007963580652713631,0.017411697333932108,-0.011615645469896074
impulse5m_prev__X__taker_imb_15m,impulse5m_prev,taker_imb_15m,validation_2026,UP_IMPULSE,MID,58,0.41379310344827586,0.5,-0.08620689655172414,0.08620689655172414,0.0,0.0012998421209904354,0.013785983124623424,-0.011086120074566719
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,development,DOWN_IMPULSE,HIGH,1429,0.48635409377186845,0.47865640307907625,0.007697690692792192,0.02589223233030091,0.009097270818754374,0.003597803446317105,0.017702579270149288,-0.015388056363229707
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,development,DOWN_IMPULSE,LOW,147,0.5102040816326531,0.48299319727891155,0.027210884353741527,0.006802721088435374,0.0,0.0067304816033502135,0.02298850574712641,-0.01597419553029722
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,development,DOWN_IMPULSE,MID,404,0.4752475247524752,0.504950495049505,-0.02970297029702973,0.017326732673267328,0.0024752475247524753,0.0028865334651447805,0.01840235617571473,-0.017412006135107738
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,development,NEUTRAL,HIGH,20385,0.4218297767966642,0.4488103998037773,-0.02698062300711307,0.12896737797400049,0.0003924454255580083,0.0,0.01058162673078522,-0.011240843417378299
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,development,NEUTRAL,LOW,23087,0.40057175033568676,0.4007883224325378,-0.00021657209685105316,0.19855329839303504,8.662883874041669e-05,0.00028923406534553386,0.009132634495063963,-0.009124313612154822
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,development,NEUTRAL,MID,22544,0.3977998580553584,0.4218860894251242,-0.024086231369765787,0.1802253371185238,8.87154009936125e-05,0.0001539567890278537,0.009329557957334589,-0.009773119460608659
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,development,UP_IMPULSE,HIGH,1578,0.4968314321926489,0.46577946768060835,0.031051964512040564,0.025982256020278833,0.011406844106463879,0.0006680861338101973,0.017368583296710427,-0.01536474083855538
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,development,UP_IMPULSE,LOW,158,0.5886075949367089,0.4050632911392405,0.1835443037974684,0.006329113924050633,0.0,0.006246710560058655,0.019299312788081835,-0.014308540926051494
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,development,UP_IMPULSE,MID,444,0.5180180180180181,0.45495495495495497,0.06306306306306309,0.02702702702702703,0.0,0.0014162855284485243,0.019108502536296257,-0.015304272769717353
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,validation_2025,DOWN_IMPULSE,HIGH,578,0.44809688581314877,0.5069204152249135,-0.05882352941176472,0.03633217993079585,0.00865051903114187,0.0003682586776482255,0.014539325778307188,-0.0163181896424342
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,validation_2025,DOWN_IMPULSE,LOW,55,0.6727272727272727,0.3090909090909091,0.36363636363636365,0.01818181818181818,0.0,0.007733952049497228,0.021222527472527508,-0.010940443413998135
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,validation_2025,DOWN_IMPULSE,MID,135,0.4666666666666667,0.5111111111111111,-0.0444444444444444,0.022222222222222223,0.0,0.0038776704711736,0.015181297310861153,-0.014561485538708174
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,validation_2025,NEUTRAL,HIGH,10697,0.4125455735252875,0.44087127231934187,-0.028325698794054388,0.14564831261101244,0.0009348415443582313,0.00019744636040552876,0.009828199969045048,-0.01030429882466588
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,validation_2025,NEUTRAL,LOW,11521,0.3692387813557851,0.38191129242253274,-0.01267251106674766,0.24858953215866678,0.0002603940630153633,7.921419518375217e-05,0.008228302749297978,-0.008527827648114994
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,validation_2025,NEUTRAL,MID,11274,0.39622139435870146,0.4047365620010644,-0.00851516764236293,0.19850984566258648,0.0005321979776476849,0.00011160380685937277,0.008874242668001409,-0.00909777888974822
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,validation_2025,UP_IMPULSE,HIGH,591,0.4720812182741117,0.47715736040609136,-0.005076142131979655,0.038917089678511,0.011844331641285956,0.00011979634621139823,0.014863038938705442,-0.014767817097850577
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,validation_2025,UP_IMPULSE,LOW,48,0.3541666666666667,0.6458333333333334,-0.2916666666666667,0.0,0.0,-0.0055909443468734055,0.013742517448856129,-0.022216654918928325
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,validation_2025,UP_IMPULSE,MID,141,0.475177304964539,0.5177304964539007,-0.04255319148936165,0.0070921985815602835,0.0,0.001773801719816559,0.015080265931571413,-0.017542075558041326
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,validation_2026,DOWN_IMPULSE,HIGH,229,0.48034934497816595,0.4497816593886463,0.030567685589519666,0.0611353711790393,0.008733624454148471,0.00193260055562261,0.013325436778205413,-0.012597690423422403
impulse5m_prev__X__quotevol_z_24h,impulse5m_prev,quotevol_z_24h,validation_2026,DOWN_IMPULSE,LOW,10,0.4,0.6,-0.19999999999999996,0.0,0.0,-0.008984391471496433,0.011313451507972916,-0.023886653269552305
