role,partition,dev_block,execution_start,episode_class,loss_class,H,L,R,h2_exit_ts,has_reclaim,reclaim_ts,reclaim_min,initial_consecutive_closes_above_H,first_failure_min,max_close_R_before_first_failure,max_high_R_before_first_failure,max_adverse_R_before_first_failure,E40_before_first_failure,E40_eventually_after_reclaim,reclaim_failure_cycles
CLOCK_SUPPORT,external,,2021-02-26 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,15.0758,13.7804,1.295399999999999,2021-02-26 19:15:00+00:00,False,,,,,,,,False,False,
CLOCK_SUPPORT,external,,2021-03-07 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L4_BREAK_FAIL_30M,13.8696,13.3797,0.4899000000000004,2021-03-07 18:30:00+00:00,True,2021-03-07 18:45:00+00:00,15.0,1.0,5.0,0.059195754235558055,0.07654623392529009,0.2226985098999789,False,False,6.0
CLOCK_SUPPORT,external,,2021-03-15 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,14.3622,13.9821,0.3800999999999987,2021-03-15 21:55:00+00:00,False,,,,,,,,False,False,
CLOCK_SUPPORT,external,,2021-03-25 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,13.0627,12.6159,0.4467999999999996,2021-03-25 22:40:00+00:00,True,2021-03-25 23:05:00+00:00,25.0,1.0,5.0,0.0427484333034913,0.06244404655326931,0.14324082363473617,False,True,4.0
CLOCK_SUPPORT,external,,2021-03-29 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,18.6908,18.0394,0.6513999999999989,2021-03-29 22:35:00+00:00,True,2021-03-29 22:40:00+00:00,5.0,83.0,,2.9037457783236165,2.9054344488793444,0.06355541909732808,True,True,1.0
CLOCK_SUPPORT,external,,2021-03-31 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,19.75,19.0185,0.7315000000000005,2021-03-31 20:55:00+00:00,True,2021-04-01 03:50:00+00:00,415.0,45.0,,0.8240601503759372,0.9029391660970588,0.06575529733424683,True,True,1.0
CLOCK_SUPPORT,external,,2021-04-12 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,28.4929,26.851,1.6418999999999997,2021-04-12 23:40:00+00:00,True,2021-04-12 23:45:00+00:00,5.0,23.0,115.0,0.196357878068093,0.22595773189597557,0.0609659540775916,False,False,1.0
CLOCK_SUPPORT,external,,2021-04-13 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L5_BREAK_FAIL_LATE,27.9458,26.8778,1.0679999999999978,2021-04-13 20:55:00+00:00,False,,,,,,,,False,False,
CLOCK_SUPPORT,external,,2021-04-14 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,26.6721,24.5888,2.0833000000000013,2021-04-15 01:10:00+00:00,False,,,,,,,,False,False,
CLOCK_SUPPORT,external,,2021-04-15 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,27.7735,27.1408,0.6326999999999998,2021-04-16 03:30:00+00:00,True,2021-04-16 03:30:00+00:00,0.0,7.0,35.0,0.35577682946104194,0.4602497234076181,0.1746483325430667,True,True,2.0
CLOCK_SUPPORT,external,,2021-04-16 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,26.1245,24.9098,1.2147000000000006,2021-04-17 08:35:00+00:00,True,2021-04-17 08:35:00+00:00,0.0,14.0,70.0,0.36445212809747124,0.3914546801679427,0.041080102082819564,False,True,5.0
CLOCK_SUPPORT,external,,2021-04-19 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L4_BREAK_FAIL_30M,34.9967,30.028,4.968699999999998,2021-04-19 19:30:00+00:00,True,2021-04-19 19:35:00+00:00,5.0,1.0,5.0,0.035160102240022834,0.0513816491235143,0.07273532312274766,False,False,1.0
CLOCK_SUPPORT,external,,2021-04-27 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,44.8809,42.567,2.3138999999999967,2021-04-28 12:20:00+00:00,True,2021-04-28 12:25:00+00:00,5.0,5.0,25.0,0.3544664851549337,0.3972081766714212,0.1364363196335192,False,True,3.0
CLOCK_SUPPORT,external,,2021-05-01 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,48.1363,44.0118,4.124499999999998,2021-05-01 18:00:00+00:00,True,2021-05-01 18:30:00+00:00,30.0,33.0,165.0,0.3216632319068986,0.3427082070554006,0.1718268881076496,False,True,4.0
CLOCK_SUPPORT,external,,2021-05-08 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,45.4999,43.4275,2.0723999999999947,2021-05-09 04:50:00+00:00,True,2021-05-09 04:50:00+00:00,0.0,5.0,25.0,0.23726114649681665,0.38443350704497364,0.08704883227176184,False,False,3.0
CLOCK_SUPPORT,external,,2021-05-12 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,48.2,44.737,3.463000000000001,2021-05-12 23:05:00+00:00,False,,,,,,,,False,False,
CLOCK_SUPPORT,external,,2021-05-23 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,24.458,19.127,5.331,2021-05-23 23:15:00+00:00,True,2021-05-23 23:15:00+00:00,0.0,4.0,20.0,0.0587131870193214,0.10448321140499008,0.05364847120615228,False,True,2.0
CLOCK_SUPPORT,external,,2021-05-24 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,30.946,28.6,2.346,2021-05-24 19:10:00+00:00,True,2021-05-24 19:40:00+00:00,30.0,10.0,50.0,0.4156010230179019,0.5341005967604419,0.4458653026427975,True,True,7.0
CLOCK_SUPPORT,external,,2021-05-27 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,35.026,33.055,1.971000000000004,2021-05-27 22:00:00+00:00,True,2021-05-27 22:00:00+00:00,0.0,1.0,5.0,0.004566210045658659,0.0355149670218128,0.16945712836123922,False,False,1.0
CLOCK_SUPPORT,external,,2021-06-06 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,43.47,40.229,3.241,2021-06-07 06:00:00+00:00,True,2021-06-07 06:35:00+00:00,35.0,8.0,40.0,0.1332921937673564,0.14409132983646983,0.09996914532551622,False,False,10.0
CLOCK_SUPPORT,external,,2021-06-12 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,37.27,36.124,1.1460000000000008,2021-06-12 21:25:00+00:00,True,2021-06-12 21:55:00+00:00,30.0,2.0,10.0,0.10209424083769393,0.1439790575916222,0.20244328097731787,False,False,2.0
CLOCK_SUPPORT,external,,2021-06-15 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L5_BREAK_FAIL_LATE,40.925,39.44,1.4849999999999994,2021-06-15 19:25:00+00:00,False,,,,,,,,False,False,
CLOCK_SUPPORT,external,,2021-06-24 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,32.575,29.982,2.5930000000000035,2021-06-24 17:30:00+00:00,True,2021-06-24 17:55:00+00:00,25.0,2.0,10.0,0.09371384496721738,0.14192055534130138,0.10489780177400895,False,False,4.0
CLOCK_SUPPORT,external,,2021-06-28 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L1_NEVER_BREAK_TIME,34.1,31.3,2.8000000000000007,2021-06-29 08:50:00+00:00,True,2021-06-29 09:25:00+00:00,35.0,1.0,5.0,0.015000000000000565,0.06785714285714203,0.05392857142857261,False,True,3.0
CLOCK_SUPPORT,external,,2021-07-02 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,33.018,31.966,1.0519999999999996,2021-07-02 18:55:00+00:00,True,2021-07-02 19:30:00+00:00,35.0,8.0,40.0,0.2100760456273732,0.3298479087452485,0.15874524714829055,False,True,4.0
CLOCK_SUPPORT,external,,2021-07-03 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L4_BREAK_FAIL_30M,35.028,34.455,0.5730000000000004,2021-07-04 06:00:00+00:00,False,,,,,,,,False,False,
CLOCK_SUPPORT,external,,2021-07-11 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,32.57,31.809,0.7609999999999992,2021-07-12 04:25:00+00:00,False,,,,,,,,False,False,
CLOCK_SUPPORT,external,,2021-07-14 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L4_BREAK_FAIL_30M,31.18,28.933,2.247,2021-07-15 00:05:00+00:00,True,2021-07-15 00:20:00+00:00,15.0,1.0,5.0,0.0031152647975084334,0.019581664441477742,0.14196706720071164,False,False,3.0
CLOCK_SUPPORT,external,,2021-07-20 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L5_BREAK_FAIL_LATE,23.941,22.6,1.3409999999999975,2021-07-21 03:50:00+00:00,True,2021-07-21 03:50:00+00:00,0.0,65.0,,1.4138702460850143,1.519015659955262,0.059656972408649096,True,True,1.0
CLOCK_SUPPORT,external,,2021-07-22 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,28.058,26.83,1.2280000000000015,2021-07-23 01:50:00+00:00,True,2021-07-23 01:50:00+00:00,0.0,27.0,135.0,0.451140065146578,0.522801302931595,0.10097719869706728,True,True,2.0
CLOCK_SUPPORT,external,,2021-07-24 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,29.3,28.264,1.0360000000000014,2021-07-24 18:20:00+00:00,False,,,,,,,,False,False,
CLOCK_SUPPORT,external,,2021-08-04 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,36.311,34.731,1.5799999999999983,2021-08-04 22:40:00+00:00,True,2021-08-05 02:10:00+00:00,210.0,2.0,10.0,0.03417721518987475,0.11012658227848081,0.11772151898734186,False,True,2.0
CLOCK_SUPPORT,external,,2021-08-07 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,39.565,37.535,2.030000000000001,2021-08-08 11:55:00+00:00,False,,,,,,,,False,False,
CLOCK_SUPPORT,external,,2021-08-10 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,41.624,39.149,2.4750000000000014,2021-08-11 02:35:00+00:00,True,2021-08-11 03:30:00+00:00,55.0,1.0,5.0,0.01494949494949455,0.035959595959595386,0.08363636363636388,False,True,3.0
CLOCK_SUPPORT,external,,2021-08-12 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,41.214,39.363,1.850999999999999,2021-08-12 23:45:00+00:00,True,2021-08-13 00:00:00+00:00,15.0,3.0,15.0,0.10642895732036889,0.15451107509454431,0.27660723933009224,False,True,2.0
CLOCK_SUPPORT,external,,2021-08-14 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,44.231,43.079,1.152000000000001,2021-08-15 00:35:00+00:00,True,2021-08-15 00:50:00+00:00,15.0,81.0,405.0,1.1310763888888855,1.4079861111111098,0.12413194444444492,True,True,2.0
CLOCK_SUPPORT,external,,2021-08-19 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,74.505,69.373,5.131999999999991,2021-08-20 09:55:00+00:00,False,,,,,,,,False,False,
CLOCK_SUPPORT,external,,2021-08-20 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,76.55,71.851,4.698999999999998,2021-08-20 18:30:00+00:00,True,2021-08-20 19:00:00+00:00,30.0,122.0,,1.0742711215152168,1.1811023622047243,0.08852947435624536,True,True,1.0
CLOCK_SUPPORT,external,,2021-08-23 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,73.246,71.6,1.6460000000000008,2021-08-23 21:25:00+00:00,True,2021-08-23 21:25:00+00:00,0.0,116.0,,3.6294046172539494,3.8298906439854186,0.06622114216281567,True,True,1.0
CLOCK_SUPPORT,external,,2021-08-25 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,71.576,67.003,4.572999999999993,2021-08-25 23:25:00+00:00,True,2021-08-25 23:25:00+00:00,0.0,1.0,5.0,0.02055543406954044,0.07085064509075284,0.0671331729717884,False,True,2.0
CLOCK_SUPPORT,external,,2021-08-28 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,96.607,91.525,5.081999999999994,2021-08-29 00:00:00+00:00,True,2021-08-29 00:05:00+00:00,5.0,2.0,10.0,0.030893349075166603,0.10468319559228594,0.1292798110979924,False,False,2.0
CLOCK_SUPPORT,external,,2021-09-03 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,143.49,138.287,5.203000000000003,2021-09-03 20:30:00+00:00,True,2021-09-03 20:30:00+00:00,0.0,3.0,15.0,0.09782817605227481,0.18335575629444142,0.1481837401499163,False,True,2.0
CLOCK_SUPPORT,external,,2021-09-04 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L4_BREAK_FAIL_30M,143.722,138.5,5.222000000000008,2021-09-05 02:10:00+00:00,True,2021-09-05 02:10:00+00:00,0.0,1.0,5.0,0.01914975105323519,0.07755649176560714,0.11700497893527718,False,False,1.0
CLOCK_SUPPORT,external,,2021-09-10 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,181.254,168.12,13.133999999999986,2021-09-10 20:25:00+00:00,True,2021-09-11 00:10:00+00:00,225.0,2.0,10.0,0.13126237246840414,0.1459570580173598,0.14161717679305522,False,True,6.0
CLOCK_SUPPORT,external,,2021-09-14 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L0_NEVER_BREAK_REFERENCE_INVALIDATION,163.348,155.27,8.078000000000003,2021-09-15 06:05:00+00:00,True,2021-09-15 06:05:00+00:00,0.0,6.0,30.0,0.17355781133943876,0.40566972022777736,0.195964347610798,True,True,2.0
CLOCK_SUPPORT,external,,2021-09-17 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,145.99,137.56,8.430000000000007,2021-09-17 23:30:00+00:00,True,2021-09-17 23:30:00+00:00,0.0,7.0,35.0,0.3283511269276392,0.35836298932384153,0.05100830367734359,False,True,8.0
CLOCK_SUPPORT,external,,2021-09-23 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L4_BREAK_FAIL_30M,150.886,143.57,7.316000000000002,2021-09-24 05:15:00+00:00,False,,,,,,,,False,False,
CLOCK_SUPPORT,external,,2021-09-24 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L5_BREAK_FAIL_LATE,141.093,131.0,10.09299999999999,2021-09-25 01:10:00+00:00,True,2021-09-25 04:20:00+00:00,190.0,2.0,10.0,0.038640642029130604,0.053502427424950066,0.026354899435251305,False,False,8.0
CLOCK_SUPPORT,external,,2021-09-26 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L5_BREAK_FAIL_LATE,140.778,134.587,6.1910000000000025,2021-09-27 02:50:00+00:00,True,2021-09-27 05:55:00+00:00,185.0,7.0,35.0,0.17234695525763316,0.27281537716039744,0.0562106283314464,False,True,3.0
CLOCK_SUPPORT,external,,2021-09-28 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,136.449,129.429,7.02000000000001,2021-09-29 02:25:00+00:00,True,2021-09-29 02:25:00+00:00,0.0,125.0,,0.49558404558404273,0.5309116809116766,0.04401709401709764,True,True,1.0
CLOCK_SUPPORT,external,,2021-09-29 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,138.673,134.0,4.673000000000002,2021-09-30 02:35:00+00:00,True,2021-09-30 03:00:00+00:00,25.0,3.0,15.0,0.05135887010485962,0.1388829445752195,0.05842071474427478,False,True,5.0
CLOCK_SUPPORT,external,,2021-10-02 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,173.804,161.34,12.464,2021-10-02 20:10:00+00:00,True,2021-10-02 21:00:00+00:00,50.0,3.0,15.0,0.03385750962772762,0.045892169448010486,0.0526315789473689,False,False,2.0
CLOCK_SUPPORT,external,,2021-10-15 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,163.227,157.626,5.600999999999999,2021-10-16 00:05:00+00:00,True,2021-10-16 10:10:00+00:00,605.0,8.0,40.0,0.2810212462060318,0.3145866809498305,0.17389751830030675,False,False,1.0
CLOCK_SUPPORT,external,,2021-10-26 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,208.504,202.306,6.197999999999979,2021-10-26 22:05:00+00:00,False,,,,,,,,False,False,
CLOCK_SUPPORT,external,,2021-11-19 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,217.1,203.3,13.799999999999985,2021-11-19 19:35:00+00:00,True,2021-11-19 19:35:00+00:00,0.0,7.0,35.0,0.08485507246376765,0.10869565217391317,0.02999999999999911,False,False,3.0
CLOCK_SUPPORT,external,,2021-11-23 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,223.568,211.874,11.694000000000017,2021-11-23 20:25:00+00:00,True,2021-11-23 20:30:00+00:00,5.0,16.0,80.0,0.16076620489139667,0.22233624080725078,0.07157516675218199,False,False,3.0
CLOCK_SUPPORT,external,,2021-11-29 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L5_BREAK_FAIL_LATE,210.898,203.633,7.264999999999986,2021-11-29 18:45:00+00:00,False,,,,,,,,False,False,
CLOCK_SUPPORT,external,,2021-12-01 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,229.77,220.767,9.003000000000014,2021-12-01 20:05:00+00:00,True,2021-12-01 20:10:00+00:00,5.0,1.0,5.0,0.05598133955348105,0.05942463623236652,0.19371320670887449,False,True,4.0
CLOCK_SUPPORT,external,,2021-12-04 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,207.564,188.54,19.024,2021-12-04 20:45:00+00:00,False,,,,,,,,False,False,
CLOCK_SUPPORT,external,,2021-12-06 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,190.69,179.107,11.582999999999998,2021-12-06 20:50:00+00:00,True,2021-12-06 21:40:00+00:00,50.0,92.0,,0.5634118967452311,0.6310972977639647,0.05413105413105496,True,True,1.0
CLOCK_SUPPORT,external,,2021-12-14 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,161.66,155.13,6.530000000000001,2021-12-15 00:45:00+00:00,True,2021-12-15 04:40:00+00:00,235.0,1.0,5.0,0.04441041347626217,0.0781010719754963,0.09647779479326116,False,True,3.0
CLOCK_SUPPORT,external,,2021-12-18 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,183.62,179.03,4.590000000000003,2021-12-18 22:40:00+00:00,True,2021-12-19 00:10:00+00:00,90.0,1.0,5.0,0.01089324618736011,0.041394335511982044,0.23529411764706137,False,True,2.0
CLOCK_SUPPORT,external,,2021-12-26 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,200.65,196.24,4.409999999999997,2021-12-27 04:45:00+00:00,True,2021-12-27 11:00:00+00:00,375.0,3.0,15.0,0.045351473922899954,0.10204081632652812,0.1473922902494345,False,True,3.0
CLOCK_SUPPORT,external,,2021-12-30 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L0_NEVER_BREAK_REFERENCE_INVALIDATION,175.59,173.11,2.4799999999999898,2021-12-31 08:30:00+00:00,True,2021-12-31 08:30:00+00:00,0.0,4.0,,0.6330645161290321,0.8467741935483883,0.0,True,True,1.0
CLOCK_SUPPORT,reference_validation,,2025-01-29 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,229.68,225.88,3.8000000000000114,2025-01-29 18:40:00+00:00,True,2025-01-29 18:45:00+00:00,5.0,3.0,15.0,0.32894736842105166,0.4605263157894723,0.9684210526315779,True,True,5.0
CLOCK_SUPPORT,reference_validation,,2025-02-19 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,172.69,168.03,4.659999999999997,2025-02-20 04:10:00+00:00,True,2025-02-20 04:10:00+00:00,0.0,8.0,40.0,0.29828326180257847,0.4721030042918434,0.036480686695276314,True,True,2.0
CLOCK_SUPPORT,reference_validation,,2025-02-25 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,145.0,134.4,10.599999999999994,2025-02-25 20:45:00+00:00,True,2025-02-25 20:45:00+00:00,0.0,1.0,5.0,0.0037735849056596284,0.03867924528301857,0.0641509433962271,False,False,4.0
CLOCK_SUPPORT,reference_validation,,2025-03-04 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,143.26,130.52,12.73999999999998,2025-03-04 20:35:00+00:00,True,2025-03-04 21:20:00+00:00,45.0,38.0,190.0,0.25588697017268636,0.2778649921507085,0.03532182103610591,False,False,3.0
CLOCK_SUPPORT,reference_validation,,2025-03-08 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,138.68,135.34,3.3400000000000034,2025-03-09 06:05:00+00:00,True,2025-03-09 07:00:00+00:00,55.0,2.0,10.0,0.10479041916167484,0.11377245508981888,0.13772455089820584,False,False,2.0
CLOCK_SUPPORT,reference_validation,,2025-03-11 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,126.71,118.53,8.179999999999993,2025-03-11 20:40:00+00:00,True,2025-03-11 20:40:00+00:00,0.0,2.0,10.0,0.0354523227383871,0.05745721271393808,0.04400977995110021,False,False,3.0
CLOCK_SUPPORT,reference_validation,,2025-03-15 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,136.0,133.83,2.1699999999999875,2025-03-15 21:45:00+00:00,True,2025-03-16 00:10:00+00:00,145.0,1.0,5.0,0.12442396313364598,0.14285714285714474,0.09216589861750682,False,False,4.0
CLOCK_SUPPORT,reference_validation,,2025-03-18 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,123.96,121.66,2.299999999999997,2025-03-18 19:40:00+00:00,True,2025-03-18 19:50:00+00:00,10.0,4.0,20.0,0.10434782608696061,0.17391304347826356,0.10869565217391318,False,True,2.0
CLOCK_SUPPORT,reference_validation,,2025-03-27 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,139.75,135.5,4.25,2025-03-28 04:40:00+00:00,False,,,,,,,,False,False,
CLOCK_SUPPORT,reference_validation,,2025-04-03 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,115.54,112.17,3.3700000000000045,2025-04-03 20:20:00+00:00,True,2025-04-03 20:20:00+00:00,0.0,1.0,5.0,0.06231454005934524,0.0741839762611275,0.15430267062314823,False,True,5.0
CLOCK_SUPPORT,reference_validation,,2025-04-04 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,122.84,114.01,8.829999999999998,2025-04-04 19:40:00+00:00,True,2025-04-04 20:30:00+00:00,50.0,31.0,155.0,0.09966024915062238,0.1268403171007917,0.018120045300112866,False,False,3.0
CLOCK_SUPPORT,reference_validation,,2025-04-11 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,121.54,117.6,3.940000000000012,2025-04-11 20:40:00+00:00,True,2025-04-11 20:40:00+00:00,0.0,2.0,10.0,0.08629441624365182,0.0989847715736039,0.06598984771573714,False,True,6.0
CLOCK_SUPPORT,reference_validation,,2025-04-19 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,140.71,137.57,3.140000000000015,2025-04-20 03:35:00+00:00,True,2025-04-20 03:50:00+00:00,15.0,2.0,10.0,0.05095541401273753,0.09554140127387947,0.04140127388534868,False,False,4.0
CLOCK_SUPPORT,reference_validation,,2025-04-22 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,147.69,140.93,6.759999999999991,2025-04-23 02:00:00+00:00,True,2025-04-23 02:00:00+00:00,0.0,97.0,,0.8062130177514787,0.8890532544378696,0.05769230769230575,True,True,1.0
CLOCK_SUPPORT,reference_validation,,2025-04-27 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,149.71,146.87,2.8400000000000034,2025-04-27 19:35:00+00:00,True,2025-04-27 19:35:00+00:00,0.0,1.0,5.0,0.05985915492957299,0.07042253521126352,0.059859154929583,False,False,4.0
CLOCK_SUPPORT,reference_validation,,2025-05-11 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,174.59,169.13,5.460000000000008,2025-05-12 01:30:00+00:00,True,2025-05-12 02:00:00+00:00,30.0,10.0,50.0,0.2655677655677631,0.415750915750917,0.1776556776556772,True,True,11.0
CLOCK_SUPPORT,reference_validation,,2025-05-19 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,165.67,160.49,5.179999999999978,2025-05-19 21:10:00+00:00,True,2025-05-19 21:10:00+00:00,0.0,1.0,5.0,0.0444015444015481,0.0540540540540545,0.030888030888030358,False,True,4.0
CLOCK_SUPPORT,reference_validation,,2025-05-24 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,176.98,174.95,2.030000000000001,2025-05-24 17:45:00+00:00,True,2025-05-24 17:45:00+00:00,0.0,2.0,10.0,0.18226600985221889,0.1921182266009924,0.13300492610836534,False,True,9.0
CLOCK_SUPPORT,reference_validation,,2025-06-02 17:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,154.42,151.52,2.8999999999999773,2025-06-02 21:35:00+00:00,True,2025-06-02 21:35:00+00:00,0.0,109.0,,2.627586206896574,2.7206896551724404,0.08620689655172481,True,True,1.0
CLOCK_SUPPORT,reference_validation,,2025-06-13 17:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,148.44,143.83,4.609999999999985,2025-06-14 00:30:00+00:00,False,,,,,,,,False,False,
