role,partition,dev_block,execution_start,episode_class,loss_class,H,L,R,h2_exit_ts,has_reclaim,reclaim_ts,reclaim_min,initial_consecutive_closes_above_H,first_failure_min,max_close_R_before_first_failure,max_high_R_before_first_failure,max_adverse_R_before_first_failure,E40_before_first_failure,E40_eventually_after_reclaim,reclaim_failure_cycles
CENTRAL,external,,2021-01-27 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,3.7584,3.5183,0.2400999999999999,2021-01-27 22:35:00+00:00,True,2021-01-28 04:00:00+00:00,325.0,7.0,35.0,0.05622657226155799,0.0628904623073715,0.12078300708038286,False,False,6.0
CENTRAL,external,,2021-01-30 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,4.2322,3.9226,0.3095999999999996,2021-01-31 00:20:00+00:00,True,2021-01-31 00:30:00+00:00,10.0,19.0,95.0,0.1860465116279068,0.20413436692506534,0.16375968992248072,False,True,2.0
CENTRAL,external,,2021-02-03 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L5_BREAK_FAIL_LATE,5.7104,5.2932,0.4172000000000002,2021-02-04 00:15:00+00:00,True,2021-02-04 00:30:00+00:00,15.0,103.0,515.0,0.8576222435282838,0.9338446788111207,0.1584372003835081,True,True,2.0
CENTRAL,external,,2021-02-08 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L5_BREAK_FAIL_LATE,8.0197,7.3093,0.7103999999999999,2021-02-08 21:35:00+00:00,True,2021-02-08 21:40:00+00:00,5.0,2.0,10.0,0.030686936936935437,0.06362612612612538,0.0646114864864872,False,True,4.0
CENTRAL,external,,2021-02-11 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,9.4328,9.0666,0.3662000000000009,2021-02-12 08:35:00+00:00,True,2021-02-12 08:35:00+00:00,0.0,3.0,15.0,0.09939923539049793,0.1362643364281787,0.06663025669033293,False,True,6.0
CENTRAL,external,,2021-02-13 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,9.1921,8.9024,0.2896999999999998,2021-02-14 04:30:00+00:00,False,,,,,,,,False,False,
CENTRAL,external,,2021-02-14 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L4_BREAK_FAIL_30M,8.9721,8.6146,0.3574999999999999,2021-02-15 01:30:00+00:00,False,,,,,,,,False,False,
CENTRAL,external,,2021-02-21 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L5_BREAK_FAIL_LATE,11.3955,10.4282,0.9672999999999998,2021-02-22 04:50:00+00:00,False,,,,,,,,False,False,
CENTRAL,external,,2021-02-23 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L5_BREAK_FAIL_LATE,15.7888,14.235,1.5538000000000007,2021-02-24 05:45:00+00:00,True,2021-02-24 08:05:00+00:00,140.0,2.0,10.0,0.09930492984940091,0.12305315999485145,0.07221006564551395,False,True,8.0
CENTRAL,external,,2021-02-26 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,15.3968,13.8006,1.5962000000000014,2021-02-26 18:50:00+00:00,False,,,,,,,,False,False,
CENTRAL,external,,2021-03-11 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,15.923,14.1128,1.8102,2021-03-11 19:00:00+00:00,True,2021-03-11 19:05:00+00:00,5.0,9.0,45.0,0.09280742459396808,0.10545796044636005,0.0557396972710194,False,False,7.0
CENTRAL,external,,2021-03-13 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L5_BREAK_FAIL_LATE,15.2117,14.8383,0.3734000000000002,2021-03-13 20:45:00+00:00,True,2021-03-13 20:45:00+00:00,0.0,2.0,10.0,0.12131762185323837,0.18612747723620685,0.14702731655061577,False,True,5.0
CENTRAL,external,,2021-03-14 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,14.6566,14.4171,0.2394999999999996,2021-03-15 00:35:00+00:00,True,2021-03-15 00:40:00+00:00,5.0,2.0,10.0,0.038413361169109254,0.14739039665971307,0.27891440501043413,False,True,3.0
CENTRAL,external,,2021-03-15 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,14.3622,13.9821,0.3800999999999987,2021-03-15 21:55:00+00:00,False,,,,,,,,False,False,
CENTRAL,external,,2021-03-17 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,14.0671,13.3217,0.7454000000000001,2021-03-17 22:10:00+00:00,True,2021-03-17 22:10:00+00:00,0.0,99.0,,0.5493694660584915,0.566138985779448,0.028306949288973118,True,True,1.0
CENTRAL,external,,2021-03-25 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,13.0627,12.679,0.3836999999999992,2021-03-25 22:40:00+00:00,True,2021-03-25 23:05:00+00:00,25.0,1.0,5.0,0.04977847276518096,0.07271305707584248,0.1667969768047959,False,True,4.0
CENTRAL,external,,2021-03-31 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L5_BREAK_FAIL_LATE,19.6919,19.0185,0.6734000000000009,2021-03-31 21:05:00+00:00,True,2021-03-31 22:00:00+00:00,55.0,1.0,5.0,0.026433026433028105,0.04959904959905,0.14538164538164403,False,True,3.0
CENTRAL,external,,2021-04-06 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,24.3083,21.6509,2.657399999999999,2021-04-06 19:25:00+00:00,True,2021-04-06 19:35:00+00:00,10.0,1.0,5.0,0.005531722736509849,0.017761721983894085,0.08327688718296059,False,True,6.0
CENTRAL,external,,2021-04-15 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,27.7735,26.7152,1.0582999999999991,2021-04-16 03:30:00+00:00,True,2021-04-16 03:30:00+00:00,0.0,7.0,35.0,0.2126996125862245,0.27515827270150256,0.1044127374090507,False,False,2.0
CENTRAL,external,,2021-04-16 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,26.1245,25.1111,1.0134000000000007,2021-04-17 08:35:00+00:00,True,2021-04-17 08:35:00+00:00,0.0,14.0,70.0,0.43684626011446437,0.4692125518058022,0.049240181567003063,True,True,5.0
CENTRAL,external,,2021-04-22 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,39.67,36.4672,3.2028000000000034,2021-04-22 18:50:00+00:00,True,2021-04-22 22:10:00+00:00,200.0,1.0,5.0,0.03019233170975345,0.05498313975271574,0.19810790558261585,False,True,3.0
CENTRAL,external,,2021-04-23 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,35.9106,34.1436,1.767000000000003,2021-04-24 01:20:00+00:00,True,2021-04-24 01:50:00+00:00,30.0,1.0,5.0,0.04012450481041002,0.08834182229767672,0.15432937181663833,False,True,4.0
CENTRAL,external,,2021-04-27 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,44.4743,42.567,1.9072999999999996,2021-04-28 02:50:00+00:00,False,,,,,,,,False,False,
CENTRAL,external,,2021-04-30 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,43.696,42.1,1.5959999999999963,2021-04-30 19:40:00+00:00,True,2021-04-30 19:50:00+00:00,10.0,2.0,10.0,0.07098997493734503,0.07800751879699562,0.19354636591478822,False,False,2.0
CENTRAL,external,,2021-05-02 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,47.9672,46.376,1.5912000000000006,2021-05-02 19:25:00+00:00,True,2021-05-02 19:40:00+00:00,15.0,1.0,5.0,0.025766716943189986,0.06875314228255454,0.11877828054298642,False,True,6.0
CENTRAL,external,,2021-05-08 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,45.4999,43.4275,2.0723999999999947,2021-05-09 04:50:00+00:00,True,2021-05-09 04:50:00+00:00,0.0,5.0,25.0,0.23726114649681665,0.38443350704497364,0.08704883227176184,False,False,3.0
CENTRAL,external,,2021-05-09 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L5_BREAK_FAIL_LATE,44.7924,43.5411,1.2513000000000003,2021-05-09 22:05:00+00:00,True,2021-05-09 22:05:00+00:00,0.0,1.0,5.0,0.011587948533523677,0.12091424918085117,0.1536801726204771,False,True,3.0
CENTRAL,external,,2021-05-12 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,48.2,44.737,3.463000000000001,2021-05-12 23:05:00+00:00,False,,,,,,,,False,False,
CENTRAL,external,,2021-05-23 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,24.458,19.127,5.331,2021-05-23 23:15:00+00:00,True,2021-05-23 23:15:00+00:00,0.0,4.0,20.0,0.0587131870193214,0.10448321140499008,0.05364847120615228,False,True,2.0
CENTRAL,external,,2021-05-24 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,30.946,28.6,2.346,2021-05-24 19:10:00+00:00,True,2021-05-24 19:40:00+00:00,30.0,10.0,50.0,0.4156010230179019,0.5341005967604419,0.4458653026427975,True,True,7.0
CENTRAL,external,,2021-05-26 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,35.254,33.274,1.9799999999999969,2021-05-26 23:05:00+00:00,True,2021-05-26 23:05:00+00:00,0.0,1.0,5.0,0.01464646464646642,0.05909090909091142,0.21010101010100882,False,False,2.0
CENTRAL,external,,2021-05-27 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,35.009,33.055,1.9540000000000008,2021-05-27 22:00:00+00:00,True,2021-05-27 22:00:00+00:00,0.0,1.0,5.0,0.013306038894573305,0.04452405322415361,0.16223132036847493,False,False,1.0
CENTRAL,external,,2021-05-29 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L0_NEVER_BREAK_REFERENCE_INVALIDATION,27.669,26.203,1.466000000000001,2021-05-30 05:50:00+00:00,True,2021-05-30 05:50:00+00:00,0.0,82.0,,1.26807639836289,1.4256480218281025,0.0,True,True,1.0
CENTRAL,external,,2021-06-05 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,40.632,39.164,1.4679999999999964,2021-06-06 09:20:00+00:00,True,2021-06-06 09:30:00+00:00,10.0,21.0,105.0,0.4700272479564077,0.5694822888283431,0.14237057220708216,True,True,4.0
CENTRAL,external,,2021-06-06 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,43.47,40.229,3.241,2021-06-07 06:00:00+00:00,True,2021-06-07 06:35:00+00:00,35.0,8.0,40.0,0.1332921937673564,0.14409132983646983,0.09996914532551622,False,False,10.0
CENTRAL,external,,2021-06-12 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,37.295,36.124,1.1709999999999994,2021-06-12 22:10:00+00:00,False,,,,,,,,False,False,
CENTRAL,external,,2021-06-28 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L1_NEVER_BREAK_TIME,34.1,31.321,2.779,2021-06-29 08:50:00+00:00,True,2021-06-29 09:25:00+00:00,35.0,1.0,5.0,0.015113350125945158,0.06836991723641517,0.054336092119468646,False,True,3.0
CENTRAL,external,,2021-07-01 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,34.175,32.852,1.3230000000000004,2021-07-01 22:25:00+00:00,True,2021-07-01 22:45:00+00:00,20.0,2.0,10.0,0.02494331065759731,0.08238851095994083,0.2872260015117123,False,False,1.0
CENTRAL,external,,2021-07-11 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,32.57,31.931,0.6389999999999993,2021-07-12 04:25:00+00:00,False,,,,,,,,False,False,
CENTRAL,external,,2021-07-14 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L4_BREAK_FAIL_30M,31.18,30.33,0.8500000000000014,2021-07-15 00:05:00+00:00,True,2021-07-15 00:20:00+00:00,15.0,1.0,5.0,0.00823529411764875,0.05176470588235342,0.3752941176470571,False,False,3.0
CENTRAL,external,,2021-07-20 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L5_BREAK_FAIL_LATE,23.941,22.65,1.2910000000000004,2021-07-21 03:50:00+00:00,True,2021-07-21 03:50:00+00:00,0.0,65.0,,1.4686289697908599,1.577846630518979,0.06196746707978178,True,True,1.0
CENTRAL,external,,2021-08-04 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,36.311,34.731,1.5799999999999983,2021-08-04 22:40:00+00:00,True,2021-08-05 02:10:00+00:00,210.0,2.0,10.0,0.03417721518987475,0.11012658227848081,0.11772151898734186,False,True,2.0
CENTRAL,external,,2021-08-07 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L4_BREAK_FAIL_30M,39.145,37.535,1.6100000000000063,2021-08-07 21:50:00+00:00,True,2021-08-07 23:05:00+00:00,75.0,18.0,90.0,0.2670807453416137,0.29627329192546265,0.14285714285714476,False,False,4.0
CENTRAL,external,,2021-08-10 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,41.273,39.149,2.1240000000000023,2021-08-10 22:15:00+00:00,True,2021-08-11 00:00:00+00:00,105.0,6.0,30.0,0.27354048964218236,0.31732580037664726,0.3008474576271197,False,True,3.0
CENTRAL,external,,2021-08-13 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,44.137,42.834,1.3029999999999973,2021-08-13 21:15:00+00:00,True,2021-08-13 23:10:00+00:00,115.0,1.0,5.0,0.006907137375288074,0.03760552570989992,0.16807367613200433,False,True,5.0
CENTRAL,external,,2021-08-14 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,44.231,43.541,0.6900000000000048,2021-08-15 00:35:00+00:00,True,2021-08-15 00:50:00+00:00,15.0,81.0,405.0,1.888405797101432,2.3507246376811426,0.20724637681159375,True,True,2.0
CENTRAL,external,,2021-08-15 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L5_BREAK_FAIL_LATE,52.8,46.635,6.164999999999999,2021-08-15 20:25:00+00:00,True,2021-08-15 20:30:00+00:00,5.0,5.0,25.0,0.060665044606650835,0.11354420113544249,0.051905920519059255,False,True,4.0
CENTRAL,external,,2021-08-19 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,74.505,70.132,4.372999999999991,2021-08-20 09:55:00+00:00,False,,,,,,,,False,False,
CENTRAL,external,,2021-08-23 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,73.246,71.6,1.6460000000000008,2021-08-23 21:25:00+00:00,True,2021-08-23 21:25:00+00:00,0.0,116.0,,3.6294046172539494,3.8298906439854186,0.06622114216281567,True,True,1.0
CENTRAL,external,,2021-08-25 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,71.576,67.003,4.572999999999993,2021-08-25 23:25:00+00:00,True,2021-08-25 23:25:00+00:00,0.0,1.0,5.0,0.02055543406954044,0.07085064509075284,0.0671331729717884,False,True,2.0
CENTRAL,external,,2021-08-28 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,96.607,91.525,5.081999999999994,2021-08-29 00:00:00+00:00,True,2021-08-29 00:05:00+00:00,5.0,2.0,10.0,0.030893349075166603,0.10468319559228594,0.1292798110979924,False,False,2.0
CENTRAL,external,,2021-09-02 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,128.888,114.5,14.388000000000003,2021-09-02 23:00:00+00:00,True,2021-09-02 23:40:00+00:00,40.0,1.0,5.0,0.01737559077008618,0.058729496802891204,0.06095357242146298,False,True,2.0
CENTRAL,external,,2021-09-04 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L4_BREAK_FAIL_30M,143.722,136.038,7.683999999999997,2021-09-05 02:10:00+00:00,True,2021-09-05 02:10:00+00:00,0.0,1.0,5.0,0.013014055179593228,0.05270692347735571,0.07951587714732154,False,False,1.0
CENTRAL,external,,2021-09-10 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,180.557,168.12,12.436999999999983,2021-09-10 20:30:00+00:00,True,2021-09-11 00:10:00+00:00,220.0,41.0,205.0,0.9946932540001628,1.0442228833319964,0.0943957546031985,True,True,4.0
CENTRAL,external,,2021-09-14 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L0_NEVER_BREAK_REFERENCE_INVALIDATION,163.348,155.27,8.078000000000003,2021-09-15 06:05:00+00:00,True,2021-09-15 06:05:00+00:00,0.0,6.0,30.0,0.17355781133943876,0.40566972022777736,0.195964347610798,True,True,2.0
CENTRAL,external,,2021-09-17 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,145.99,138.61,7.3799999999999955,2021-09-17 23:30:00+00:00,True,2021-09-17 23:30:00+00:00,0.0,7.0,35.0,0.3750677506775071,0.4093495934959334,0.05826558265582752,True,True,8.0
CENTRAL,external,,2021-09-29 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L5_BREAK_FAIL_LATE,138.58,132.8,5.780000000000001,2021-09-30 02:40:00+00:00,True,2021-09-30 03:00:00+00:00,20.0,3.0,15.0,0.057612456747404554,0.1283737024221436,0.0311418685121119,False,True,5.0
CENTRAL,external,,2021-10-01 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L5_BREAK_FAIL_LATE,162.125,149.366,12.758999999999986,2021-10-01 22:30:00+00:00,False,,,,,,,,False,False,
CENTRAL,external,,2021-10-13 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,147.993,144.283,3.710000000000008,2021-10-14 00:55:00+00:00,True,2021-10-14 01:10:00+00:00,15.0,113.0,,1.028840970350404,1.2280323450134776,0.053099730458221646,True,True,1.0
CENTRAL,external,,2021-10-15 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,163.227,158.02,5.206999999999994,2021-10-16 00:05:00+00:00,True,2021-10-16 10:10:00+00:00,605.0,8.0,40.0,0.3022853850585723,0.3383906280007687,0.18705588630689823,False,False,1.0
CENTRAL,external,,2021-10-24 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,191.5,185.5,6.0,2021-10-24 20:05:00+00:00,True,2021-10-24 20:10:00+00:00,5.0,1.0,5.0,0.033666666666666366,0.08983333333333121,0.0799999999999983,False,True,2.0
CENTRAL,external,,2021-10-26 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,208.764,202.306,6.457999999999998,2021-10-26 22:05:00+00:00,False,,,,,,,,False,False,
CENTRAL,external,,2021-10-30 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,194.587,190.3,4.286999999999978,2021-10-30 22:25:00+00:00,True,2021-10-30 23:55:00+00:00,90.0,5.0,25.0,0.29461161651504825,0.5488686727315187,0.13692558898996784,True,True,2.0
CENTRAL,external,,2021-11-01 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L4_BREAK_FAIL_30M,205.202,199.81,5.391999999999996,2021-11-02 05:50:00+00:00,True,2021-11-02 05:50:00+00:00,0.0,4.0,20.0,0.04636498516320478,0.1513353115727009,0.05471068249257933,False,False,2.0
CENTRAL,external,,2021-11-02 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,214.728,203.919,10.808999999999996,2021-11-02 21:05:00+00:00,True,2021-11-02 21:15:00+00:00,10.0,2.0,10.0,0.04089184938477001,0.07049680821537614,0.10306226292904105,False,True,4.0
CENTRAL,external,,2021-11-12 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L5_BREAK_FAIL_LATE,230.495,221.115,9.379999999999995,2021-11-12 20:20:00+00:00,True,2021-11-12 20:25:00+00:00,5.0,4.0,20.0,0.10277185501066088,0.12089552238805829,0.04402985074626984,False,False,4.0
CENTRAL,external,,2021-11-17 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,219.323,210.089,9.234000000000009,2021-11-18 03:35:00+00:00,False,,,,,,,,False,False,
CENTRAL,external,,2021-11-23 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,224.7,213.581,11.119,2021-11-23 21:05:00+00:00,True,2021-11-23 21:10:00+00:00,5.0,2.0,10.0,0.052522708876697834,0.13202626135443996,0.04110081841892199,False,False,1.0
CENTRAL,external,,2021-12-04 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,207.564,192.801,14.763000000000003,2021-12-04 20:45:00+00:00,False,,,,,,,,False,False,
CENTRAL,external,,2021-12-05 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,195.335,181.205,14.129999999999995,2021-12-05 23:45:00+00:00,True,2021-12-05 23:45:00+00:00,0.0,3.0,15.0,0.09865534324133092,0.12816702052370696,0.08570417551309364,False,False,2.0
CENTRAL,external,,2021-12-12 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L5_BREAK_FAIL_LATE,175.591,169.736,5.855000000000018,2021-12-12 19:20:00+00:00,False,,,,,,,,False,False,
CENTRAL,external,,2021-12-14 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,161.66,153.6,8.060000000000002,2021-12-15 00:45:00+00:00,True,2021-12-15 04:40:00+00:00,235.0,1.0,5.0,0.03598014888337369,0.06327543424317503,0.07816377171215823,False,True,3.0
CENTRAL,external,,2021-12-18 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,183.62,179.07,4.550000000000011,2021-12-18 22:40:00+00:00,True,2021-12-19 00:10:00+00:00,90.0,1.0,5.0,0.010989010989007213,0.04175824175824115,0.23736263736263952,False,True,2.0
CENTRAL,external,,2021-12-25 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,192.94,189.27,3.669999999999988,2021-12-26 00:05:00+00:00,True,2021-12-26 00:05:00+00:00,0.0,35.0,175.0,0.9400544959128065,1.0626702997275255,0.2561307901907359,True,True,9.0
CENTRAL,external,,2021-12-26 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,200.65,196.24,4.409999999999997,2021-12-27 04:45:00+00:00,True,2021-12-27 11:00:00+00:00,375.0,3.0,15.0,0.045351473922899954,0.10204081632652812,0.1473922902494345,False,True,3.0
CENTRAL,reference_validation,,2025-01-04 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,217.04,213.45,3.5900000000000034,2025-01-05 00:25:00+00:00,True,2025-01-05 00:30:00+00:00,5.0,3.0,15.0,0.14484679665738434,0.21727019498607253,0.07520891364901994,False,True,3.0
CENTRAL,reference_validation,,2025-01-18 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,270.7,239.82,30.879999999999995,2025-01-19 05:35:00+00:00,True,2025-01-19 06:25:00+00:00,50.0,1.0,5.0,0.01845854922279771,0.020401554404144935,0.04760362694300423,False,True,11.0
CENTRAL,reference_validation,,2025-01-25 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,258.08,248.91,9.169999999999987,2025-01-25 20:55:00+00:00,True,2025-01-25 21:00:00+00:00,5.0,4.0,20.0,0.08615049073064575,0.11777535441658041,0.04471101417665962,False,False,9.0
CENTRAL,reference_validation,,2025-01-26 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,256.65,253.16,3.4899999999999807,2025-01-26 18:50:00+00:00,True,2025-01-26 19:00:00+00:00,10.0,2.0,10.0,0.08882521489971461,0.11747851002866111,0.10028653295128018,False,False,2.0
CENTRAL,reference_validation,,2025-01-29 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,230.79,226.22,4.569999999999993,2025-01-29 19:45:00+00:00,True,2025-01-29 19:45:00+00:00,0.0,3.0,15.0,0.573304157549236,0.9452954048140105,0.48358862144419756,True,True,3.0
CENTRAL,reference_validation,,2025-02-08 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,196.79,192.67,4.1200000000000045,2025-02-08 19:10:00+00:00,True,2025-02-08 19:10:00+00:00,0.0,7.0,35.0,0.3179611650485439,0.361650485436895,0.04368932038834422,False,True,2.0
CENTRAL,reference_validation,,2025-02-12 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L4_BREAK_FAIL_30M,196.59,188.3,8.289999999999992,2025-02-13 00:05:00+00:00,True,2025-02-13 01:20:00+00:00,75.0,1.0,5.0,0.010856453558504644,0.024125452352230257,0.06031363088057907,False,False,5.0
CENTRAL,reference_validation,,2025-02-15 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L0_NEVER_BREAK_REFERENCE_INVALIDATION,194.93,193.15,1.7800000000000011,2025-02-16 00:45:00+00:00,True,2025-02-16 00:55:00+00:00,10.0,1.0,5.0,0.005617977528084774,0.04494382022471013,0.19662921348314275,False,True,2.0
CENTRAL,reference_validation,,2025-02-19 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,173.38,168.03,5.349999999999994,2025-02-20 12:55:00+00:00,True,2025-02-20 13:50:00+00:00,55.0,12.0,60.0,0.4859813084112144,0.6000000000000021,0.14392523364485657,True,True,1.0
CENTRAL,reference_validation,,2025-02-25 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,145.0,134.4,10.599999999999994,2025-02-25 20:45:00+00:00,True,2025-02-25 20:45:00+00:00,0.0,1.0,5.0,0.0037735849056596284,0.03867924528301857,0.0641509433962271,False,False,4.0
CENTRAL,reference_validation,,2025-03-04 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,143.26,130.52,12.73999999999998,2025-03-04 20:35:00+00:00,True,2025-03-04 21:20:00+00:00,45.0,38.0,190.0,0.25588697017268636,0.2778649921507085,0.03532182103610591,False,False,3.0
