partition,dev_block,ref_min,hour,execution_start,family,target_R,H,L,R,h1_ts,h1_break_ts,entry_ts,entry_price,entry_F,exit_ts,exit_price,exit_reason,return,pnl,return_5bps,pnl_5bps,won,won_5bps,h1_break_confirmed,invalidation_close_ts,role,candidate_scope,loss_class,mfe_R,mae_R,mfe_band,exec_to_entry_min,entry_to_break_min,break_to_fail_min,hold_min
reference_validation,,240,18,2025-05-13 18:00:00+00:00,E0_RESTING_H,0.4,178.99,172.04,6.950000000000017,2025-05-13 18:30:00+00:00,,2025-05-13 18:30:00+00:00,178.99,1.0,2025-05-13 19:30:00+00:00,181.77,TARGET,0.0155315939437956,7.765796971897831,0.0150315939437956,7.515796971897831,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.3999999999999992,0.15539568345323881,WIN,30.0,,,60.0
reference_validation,,240,18,2025-05-17 18:00:00+00:00,E0_RESTING_H,0.4,168.16,164.29,3.870000000000005,2025-05-18 04:45:00+00:00,2025-05-18 04:45:00+00:00,2025-05-18 04:45:00+00:00,168.16,1.0,2025-05-18 05:50:00+00:00,169.708,TARGET,0.0092055185537582,4.602759276879143,0.0087055185537582,4.352759276879143,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.4160206718346283,0.028423772609815264,WIN,645.0,0.0,,65.0
reference_validation,,240,18,2025-05-19 18:00:00+00:00,E0_RESTING_H,0.4,167.3,161.53,5.77000000000001,2025-05-19 20:25:00+00:00,,2025-05-19 20:25:00+00:00,167.3,1.0,2025-05-20 01:35:00+00:00,169.608,TARGET,0.013795576808129,6.89778840406452,0.013295576808129,6.64778840406452,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.4956672443674142,0.38994800693240833,WIN,145.0,,,310.0
reference_validation,,240,18,2025-05-20 18:00:00+00:00,E0_RESTING_H,0.4,168.22,164.4,3.819999999999993,2025-05-20 19:55:00+00:00,,2025-05-20 19:55:00+00:00,168.22,1.0,2025-05-21 03:10:00+00:00,169.748,TARGET,0.0090833432409938,4.541671620496901,0.0085833432409938,4.291671620496901,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.4005235602094251,0.5366492146596898,WIN,115.0,,,435.0
reference_validation,,240,18,2025-05-21 18:00:00+00:00,E0_RESTING_H,0.4,174.91,165.34,9.569999999999991,2025-05-21 23:25:00+00:00,,2025-05-21 23:25:00+00:00,174.91,1.0,2025-05-22 05:55:00+00:00,175.82,TIME,0.0052026756617689,2.6013378308844537,0.0047026756617689,2.3513378308844537,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.29885057471264537,0.26227795193312364,WIN,325.0,,,390.0
reference_validation,,240,18,2025-05-22 18:00:00+00:00,E0_RESTING_H,0.4,180.32,177.09,3.2299999999999898,2025-05-23 00:10:00+00:00,2025-05-23 00:10:00+00:00,2025-05-23 00:10:00+00:00,180.32,1.0,2025-05-23 00:15:00+00:00,181.612,TARGET,0.007165039929015,3.582519964507536,0.006665039929015,3.332519964507536,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.44272445820433787,0.19504643962848217,WIN,370.0,0.0,,5.0
reference_validation,,240,18,2025-05-24 18:00:00+00:00,E0_RESTING_H,0.4,177.37,175.11,2.259999999999991,2025-05-24 18:10:00+00:00,2025-05-24 18:10:00+00:00,2025-05-24 18:10:00+00:00,177.37,1.0,2025-05-24 18:20:00+00:00,177.33,FAILED_BREAK,-0.0002255172802615,-0.1127586401307723,-0.0007255172802615,-0.3627586401307723,False,False,True,2025-05-24 18:15:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.11504424778760705,0.19911504424779597,M2_0.10-<0.20R,10.0,0.0,5.0,10.0
reference_validation,,240,18,2025-05-25 18:00:00+00:00,E0_RESTING_H,0.4,172.28,169.05,3.2299999999999898,2025-05-25 19:55:00+00:00,2025-05-25 19:55:00+00:00,2025-05-25 19:55:00+00:00,172.28,1.0,2025-05-25 20:05:00+00:00,172.27,FAILED_BREAK,-5.804504295325863e-05,-0.0290225214766293,-0.0005580450429532,-0.2790225214766293,False,False,True,2025-05-25 20:00:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.136222910216718,0.07120743034055434,M2_0.10-<0.20R,115.0,0.0,5.0,10.0
reference_validation,,240,18,2025-05-28 18:00:00+00:00,E0_RESTING_H,0.4,172.84,168.8,4.039999999999992,2025-05-29 00:45:00+00:00,2025-05-29 00:45:00+00:00,2025-05-29 00:45:00+00:00,172.84,1.0,2025-05-29 01:20:00+00:00,172.8,FAILED_BREAK,-0.0002314279102059,-0.1157139551029584,-0.0007314279102059,-0.3657139551029584,False,False,True,2025-05-29 01:15:00+00:00,CENTRAL,FROZEN_WINNER,L4_BREAK_FAIL_30M,0.19554455445544397,0.13861386138613946,M2_0.10-<0.20R,405.0,0.0,30.0,35.0
reference_validation,,240,18,2025-05-31 18:00:00+00:00,E0_RESTING_H,0.4,156.81,154.63,2.180000000000007,2025-05-31 19:00:00+00:00,2025-05-31 19:00:00+00:00,2025-05-31 19:00:00+00:00,156.81,1.0,2025-05-31 19:25:00+00:00,157.68200000000002,TARGET,0.0055608698424847,2.7804349212423585,0.0050608698424847,2.5304349212423585,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.41743119266054757,0.22018348623852674,WIN,60.0,0.0,,25.0
reference_validation,,240,18,2025-06-01 18:00:00+00:00,E0_RESTING_H,0.4,156.66,151.92,4.740000000000009,2025-06-01 21:30:00+00:00,2025-06-01 21:30:00+00:00,2025-06-01 21:30:00+00:00,156.66,1.0,2025-06-01 21:45:00+00:00,156.57,FAILED_BREAK,-0.0005744925315971,-0.2872462657985686,-0.0010744925315971,-0.5372462657985686,False,False,True,2025-06-01 21:40:00+00:00,CENTRAL,FROZEN_WINNER,L3_BREAK_FAST_FAIL_10M,0.1139240506329095,0.09493670886075692,M2_0.10-<0.20R,210.0,0.0,10.0,15.0
reference_validation,,240,18,2025-06-02 18:00:00+00:00,E0_RESTING_H,0.4,154.2,151.52,2.6799999999999784,2025-06-02 18:20:00+00:00,2025-06-02 18:20:00+00:00,2025-06-02 18:20:00+00:00,154.2,1.0,2025-06-02 18:40:00+00:00,154.09,FAILED_BREAK,-0.0007133592736704,-0.3566796368352221,-0.0012133592736704,-0.6066796368352221,False,False,True,2025-06-02 18:35:00+00:00,CENTRAL,FROZEN_WINNER,L4_BREAK_FAIL_30M,0.32835820895523543,0.1753731343283592,M3_0.20-<0.40R,20.0,0.0,15.0,20.0
reference_validation,,240,18,2025-06-08 18:00:00+00:00,E0_RESTING_H,0.4,153.8,149.4,4.400000000000006,2025-06-08 18:10:00+00:00,2025-06-08 18:10:00+00:00,2025-06-08 18:10:00+00:00,153.8,1.0,2025-06-08 18:20:00+00:00,153.68,FAILED_BREAK,-0.000780234070221,-0.3901170351105487,-0.001280234070221,-0.6401170351105487,False,False,True,2025-06-08 18:15:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.07727272727272148,0.06590909090909547,M1_0.05-<0.10R,10.0,0.0,5.0,10.0
reference_validation,,240,18,2025-06-09 18:00:00+00:00,E0_RESTING_H,0.4,156.94,153.17,3.77000000000001,2025-06-09 21:00:00+00:00,2025-06-09 21:00:00+00:00,2025-06-09 21:00:00+00:00,156.94,1.0,2025-06-09 21:15:00+00:00,158.448,TARGET,0.0096087676819167,4.804383840958382,0.0091087676819167,4.554383840958382,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.4111405835543786,0.14058355437665776,WIN,180.0,0.0,,15.0
reference_validation,,240,18,2025-06-10 18:00:00+00:00,E0_RESTING_H,0.4,159.12,156.23,2.890000000000015,2025-06-10 18:45:00+00:00,2025-06-10 18:45:00+00:00,2025-06-10 18:45:00+00:00,159.12,1.0,2025-06-10 18:50:00+00:00,160.276,TARGET,0.0072649572649572,3.63247863247862,0.0067649572649572,3.38247863247862,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,2.031141868512102,0.10726643598615941,WIN,45.0,0.0,,5.0
reference_validation,,240,18,2025-06-13 18:00:00+00:00,E0_RESTING_H,0.4,148.44,143.83,4.609999999999985,2025-06-13 23:35:00+00:00,2025-06-13 23:40:00+00:00,2025-06-13 23:35:00+00:00,148.44,1.0,2025-06-13 23:55:00+00:00,148.37,FAILED_BREAK,-0.0004715710051198,-0.2357855025599264,-0.0009715710051198,-0.4857855025599265,False,False,True,2025-06-13 23:50:00+00:00,CENTRAL,FROZEN_WINNER,L3_BREAK_FAST_FAIL_10M,0.0932754880694161,0.06724511930585754,M1_0.05-<0.10R,335.0,5.0,10.0,20.0
reference_validation,,240,18,2025-06-14 18:00:00+00:00,E0_RESTING_H,0.4,145.7,142.84,2.859999999999985,2025-06-15 00:50:00+00:00,,2025-06-15 00:50:00+00:00,145.7,1.0,2025-06-15 05:45:00+00:00,146.844,TARGET,0.0078517501715855,3.925875085792785,0.0073517501715855,3.675875085792785,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.45454545454546086,0.3391608391608405,WIN,410.0,,,295.0
reference_validation,,240,18,2025-06-15 18:00:00+00:00,E0_RESTING_H,0.4,152.92,147.87,5.049999999999983,2025-06-15 19:05:00+00:00,2025-06-15 19:05:00+00:00,2025-06-15 19:05:00+00:00,152.92,1.0,2025-06-15 19:15:00+00:00,152.88,FAILED_BREAK,-0.0002615746795709,-0.1307873397854986,-0.0007615746795709,-0.3807873397854986,False,False,True,2025-06-15 19:10:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.14653465346534883,0.10495049504950553,M2_0.10-<0.20R,65.0,0.0,5.0,10.0
reference_validation,,240,18,2025-06-16 18:00:00+00:00,E0_RESTING_H,0.4,158.15,155.53,2.6200000000000045,2025-06-16 19:00:00+00:00,2025-06-16 19:05:00+00:00,2025-06-16 19:00:00+00:00,158.15,1.0,2025-06-16 19:15:00+00:00,158.1,FAILED_BREAK,-0.0003161555485299,-0.1580777742649641,-0.0008161555485299,-0.4080777742649641,False,False,True,2025-06-16 19:10:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.20229007633587795,0.09923664122138125,M3_0.20-<0.40R,60.0,5.0,5.0,15.0
reference_validation,,240,18,2025-06-18 18:00:00+00:00,E0_RESTING_H,0.4,146.68,143.83,2.8499999999999943,2025-06-18 20:45:00+00:00,2025-06-18 20:45:00+00:00,2025-06-18 20:45:00+00:00,146.68,1.0,2025-06-18 21:10:00+00:00,146.52,FAILED_BREAK,-0.0010908099263703,-0.5454049631851698,-0.0015908099263703,-0.7954049631851698,False,False,True,2025-06-18 21:05:00+00:00,CENTRAL,FROZEN_WINNER,L4_BREAK_FAIL_30M,0.3894736842105219,0.17192982456140704,M3_0.20-<0.40R,165.0,0.0,20.0,25.0
reference_validation,,240,18,2025-06-19 18:00:00+00:00,E0_RESTING_H,0.4,145.17,142.83,2.339999999999975,2025-06-19 18:00:00+00:00,2025-06-19 18:00:00+00:00,2025-06-19 18:00:00+00:00,145.17,1.0,2025-06-19 18:40:00+00:00,145.04,FAILED_BREAK,-0.0008955018254459,-0.4477509127229773,-0.0013955018254459,-0.6977509127229773,False,False,True,2025-06-19 18:35:00+00:00,CENTRAL,FROZEN_WINNER,L5_BREAK_FAIL_LATE,0.3547008547008638,0.24358974358974328,M3_0.20-<0.40R,0.0,0.0,35.0,40.0
reference_validation,,240,18,2025-06-22 18:00:00+00:00,E0_RESTING_H,0.4,131.42,126.41,5.009999999999991,2025-06-22 22:35:00+00:00,2025-06-22 22:35:00+00:00,2025-06-22 22:35:00+00:00,131.42,1.0,2025-06-23 00:45:00+00:00,133.42399999999998,TARGET,0.0152488205752547,7.624410287627392,0.0147488205752547,7.374410287627392,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.40319361277445387,0.09181636726546515,WIN,275.0,0.0,,130.0
reference_validation,,240,18,2025-06-23 18:00:00+00:00,E0_RESTING_H,0.4,137.46,130.6,6.860000000000014,2025-06-23 18:00:00+00:00,2025-06-23 18:00:00+00:00,2025-06-23 18:00:00+00:00,137.46,1.0,2025-06-23 20:10:00+00:00,140.204,TARGET,0.0199621708133275,9.98108540666376,0.0194621708133275,9.73108540666376,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.4373177842565589,0.11078717201166441,WIN,0.0,0.0,,130.0
reference_validation,,240,18,2025-06-24 18:00:00+00:00,E0_RESTING_H,0.4,146.56,143.52,3.039999999999992,2025-06-25 02:05:00+00:00,2025-06-25 02:05:00+00:00,2025-06-25 02:05:00+00:00,146.56,1.0,2025-06-25 02:20:00+00:00,146.45,FAILED_BREAK,-0.0007505458515284,-0.3752729257642251,-0.0012505458515284,-0.6252729257642251,False,False,True,2025-06-25 02:15:00+00:00,CENTRAL,FROZEN_WINNER,L3_BREAK_FAST_FAIL_10M,0.11842105263157439,0.2171052631578942,M2_0.10-<0.20R,485.0,0.0,10.0,15.0
reference_validation,,240,18,2025-06-25 18:00:00+00:00,E0_RESTING_H,0.4,147.36,142.71,4.650000000000006,2025-06-26 03:00:00+00:00,2025-06-26 03:00:00+00:00,2025-06-26 03:00:00+00:00,147.36,1.0,2025-06-26 03:10:00+00:00,147.1,FAILED_BREAK,-0.0017643865363736,-0.8821932681868372,-0.0022643865363736,-1.1321932681868372,False,False,True,2025-06-26 03:05:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.13548387096774078,0.2645161290322616,M2_0.10-<0.20R,540.0,0.0,5.0,10.0
reference_validation,,240,18,2025-06-26 18:00:00+00:00,E0_RESTING_H,0.4,143.71,141.42,2.2900000000000205,2025-06-26 20:40:00+00:00,2025-06-26 20:40:00+00:00,2025-06-26 20:40:00+00:00,143.71,1.0,2025-06-26 20:50:00+00:00,142.98,FAILED_BREAK,-0.0050796743441654,-2.539837172082726,-0.0055796743441654,-2.789837172082726,False,False,True,2025-06-26 20:45:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.0786026200873261,0.4978165938864649,M1_0.05-<0.10R,160.0,0.0,5.0,10.0
reference_validation,,240,18,2025-06-29 18:00:00+00:00,E0_RESTING_H,0.4,152.49,149.64,2.8500000000000227,2025-06-29 22:15:00+00:00,2025-06-29 22:15:00+00:00,2025-06-29 22:15:00+00:00,152.49,1.0,2025-06-29 22:20:00+00:00,153.63000000000002,TARGET,0.0074759000590203,3.737950029510162,0.0069759000590203,3.487950029510162,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.6561403508771894,0.09122807017544465,WIN,255.0,0.0,,5.0
reference_validation,,240,18,2025-07-02 18:00:00+00:00,E0_RESTING_H,0.4,153.54,148.97,4.569999999999993,2025-07-02 20:30:00+00:00,2025-07-02 20:30:00+00:00,2025-07-02 20:30:00+00:00,153.54,1.0,2025-07-02 20:40:00+00:00,153.38,FAILED_BREAK,-0.0010420737267161,-0.521036863358082,-0.0015420737267161,-0.771036863358082,False,False,True,2025-07-02 20:35:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.08752735229759437,0.06783369803063517,M1_0.05-<0.10R,150.0,0.0,5.0,10.0
reference_validation,,240,18,2025-07-06 18:00:00+00:00,E0_RESTING_H,0.4,153.2,150.6,2.5999999999999943,2025-07-06 21:30:00+00:00,,2025-07-06 21:30:00+00:00,153.2,1.0,2025-07-07 01:10:00+00:00,150.31,REFERENCE_INVALIDATION,-0.018864229765013,-9.432114882506504,-0.019364229765013,-9.682114882506504,False,False,False,2025-07-07 01:05:00+00:00,CENTRAL,FROZEN_WINNER,L0_NEVER_BREAK_REFERENCE_INVALIDATION,0.30769230769231276,1.1730769230769191,M3_0.20-<0.40R,210.0,,,220.0
reference_validation,,240,18,2025-07-08 18:00:00+00:00,E0_RESTING_H,0.4,152.2,149.37,2.829999999999984,2025-07-08 18:20:00+00:00,,2025-07-08 18:20:00+00:00,152.2,1.0,2025-07-09 05:40:00+00:00,153.332,TARGET,0.0074375821287779,3.718791064388993,0.0069375821287779,3.468791064388993,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.5300353356890489,0.8162544169611361,WIN,20.0,,,680.0
reference_validation,,240,18,2025-07-09 18:00:00+00:00,E0_RESTING_H,0.4,155.48,152.8,2.6799999999999784,2025-07-09 19:20:00+00:00,2025-07-09 19:20:00+00:00,2025-07-09 19:20:00+00:00,155.48,1.0,2025-07-09 19:35:00+00:00,156.552,TARGET,0.0068947774633394,3.4473887316697205,0.0063947774633394,3.1973887316697205,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.4477611940298607,0.11567164179104655,WIN,80.0,0.0,,15.0
reference_validation,,240,18,2025-07-10 18:00:00+00:00,E0_RESTING_H,0.4,161.2,155.5,5.699999999999989,2025-07-10 21:15:00+00:00,2025-07-10 21:15:00+00:00,2025-07-10 21:15:00+00:00,161.2,1.0,2025-07-10 21:20:00+00:00,163.48,TARGET,0.0141439205955335,7.0719602977668,0.0136439205955335,6.8219602977668,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.4877192982456152,0.1350877192982427,WIN,195.0,0.0,,5.0
reference_validation,,240,18,2025-07-12 18:00:00+00:00,E0_RESTING_H,0.4,160.59,157.66,2.930000000000007,2025-07-12 18:45:00+00:00,,2025-07-12 18:45:00+00:00,160.59,1.0,2025-07-13 04:20:00+00:00,161.762,TARGET,0.007298088299396,3.649044149698022,0.006798088299396,3.399044149698022,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.48122866894197724,0.5870307167235478,WIN,45.0,,,575.0
reference_validation,,240,18,2025-07-13 18:00:00+00:00,E0_RESTING_H,0.4,164.12,160.5,3.620000000000005,2025-07-14 02:25:00+00:00,2025-07-14 02:25:00+00:00,2025-07-14 02:25:00+00:00,164.12,1.0,2025-07-14 02:35:00+00:00,163.98,FAILED_BREAK,-0.0008530343650987,-0.4265171825493796,-0.0013530343650987,-0.6765171825493796,False,False,True,2025-07-14 02:30:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.10220994475138233,0.09668508287292647,M2_0.10-<0.20R,505.0,0.0,5.0,10.0
reference_validation,,240,18,2025-07-15 18:00:00+00:00,E0_RESTING_H,0.4,162.83,157.11,5.719999999999999,2025-07-15 18:00:00+00:00,,2025-07-15 18:00:00+00:00,162.83,1.0,2025-07-16 00:40:00+00:00,165.11800000000002,TARGET,0.0140514647178038,7.025732358901915,0.0135514647178038,6.775732358901915,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.40384615384614936,0.5611888111888127,WIN,0.0,,,400.0
reference_validation,,240,18,2025-07-16 18:00:00+00:00,E0_RESTING_H,0.4,174.63,165.34,9.289999999999992,2025-07-16 18:05:00+00:00,,2025-07-16 18:05:00+00:00,174.63,1.0,2025-07-17 05:55:00+00:00,171.94,TIME,-0.0154039970222756,-7.701998511137842,-0.0159039970222756,-7.951998511137842,False,False,False,,CENTRAL,FROZEN_WINNER,L1_NEVER_BREAK_TIME,0.1474703982777186,0.637244348762109,M2_0.10-<0.20R,5.0,,,710.0
reference_validation,,240,18,2025-07-17 18:00:00+00:00,E0_RESTING_H,0.4,175.3,171.15,4.150000000000006,2025-07-17 19:15:00+00:00,2025-07-17 19:15:00+00:00,2025-07-17 19:15:00+00:00,175.3,1.0,2025-07-17 19:25:00+00:00,175.12,FAILED_BREAK,-0.0010268111808329,-0.5134055904164603,-0.0015268111808329,-0.7634055904164603,False,False,True,2025-07-17 19:20:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.014457831325301733,0.11325301204819234,M0_<0.05R,75.0,0.0,5.0,10.0
reference_validation,,240,18,2025-07-19 18:00:00+00:00,E0_RESTING_H,0.4,177.87,174.73,3.140000000000015,2025-07-19 19:40:00+00:00,,2025-07-19 19:40:00+00:00,177.87,1.0,2025-07-20 01:05:00+00:00,179.126,TARGET,0.0070613369314667,3.530668465733356,0.0065613369314667,3.280668465733356,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.45222929936305123,0.8980891719745159,WIN,100.0,,,325.0
reference_validation,,240,18,2025-07-20 18:00:00+00:00,E0_RESTING_H,0.4,183.25,180.03,3.219999999999999,2025-07-20 19:10:00+00:00,,2025-07-20 19:10:00+00:00,183.25,1.0,2025-07-20 22:15:00+00:00,179.21,REFERENCE_INVALIDATION,-0.0220463847203273,-11.02319236016369,-0.0225463847203273,-11.273192360163693,False,False,False,2025-07-20 22:10:00+00:00,CENTRAL,FROZEN_WINNER,L0_NEVER_BREAK_REFERENCE_INVALIDATION,0.13043478260869182,1.7515527950310523,M2_0.10-<0.20R,70.0,,,185.0
reference_validation,,240,18,2025-07-21 18:00:00+00:00,E0_RESTING_H,0.4,199.48,191.42,8.060000000000002,2025-07-22 01:25:00+00:00,2025-07-22 01:30:00+00:00,2025-07-22 01:25:00+00:00,199.48,1.0,2025-07-22 02:00:00+00:00,202.704,TARGET,0.0161620212552635,8.08101062763178,0.0156620212552635,7.8310106276317795,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.4851116625310168,0.12034739454094276,WIN,445.0,5.0,,35.0
reference_validation,,240,18,2025-07-22 18:00:00+00:00,E0_RESTING_H,0.4,205.17,196.89,8.280000000000001,2025-07-22 23:40:00+00:00,2025-07-22 23:40:00+00:00,2025-07-22 23:40:00+00:00,205.17,1.0,2025-07-22 23:50:00+00:00,204.85,FAILED_BREAK,-0.0015596822147486,-0.779841107374335,-0.0020596822147486,-1.029841107374335,False,False,True,2025-07-22 23:45:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.1533816425120785,0.10869565217391028,M2_0.10-<0.20R,340.0,0.0,5.0,10.0
reference_validation,,240,18,2025-07-25 18:00:00+00:00,E0_RESTING_H,0.4,181.31,176.14,5.170000000000016,2025-07-25 18:05:00+00:00,2025-07-25 18:05:00+00:00,2025-07-25 18:05:00+00:00,181.31,1.0,2025-07-25 20:25:00+00:00,183.378,TARGET,0.0114058794330154,5.7029397165077045,0.0109058794330154,5.4529397165077045,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.415860735009671,0.088974854932303,WIN,5.0,0.0,,140.0
reference_validation,,240,18,2025-07-26 18:00:00+00:00,E0_RESTING_H,0.4,187.91,185.32,2.5900000000000034,2025-07-27 05:20:00+00:00,2025-07-27 05:25:00+00:00,2025-07-27 05:20:00+00:00,187.91,1.0,2025-07-27 05:45:00+00:00,187.9,FAILED_BREAK,-5.321696556859212e-05,-0.026608482784296,-0.0005532169655685,-0.276608482784296,False,False,True,2025-07-27 05:40:00+00:00,CENTRAL,FROZEN_WINNER,L4_BREAK_FAIL_30M,0.15057915057915608,0.2123552123552055,M2_0.10-<0.20R,680.0,5.0,15.0,25.0
reference_validation,,240,18,2025-07-27 18:00:00+00:00,E0_RESTING_H,0.4,189.7,184.8,4.899999999999977,2025-07-27 22:10:00+00:00,2025-07-27 22:10:00+00:00,2025-07-27 22:10:00+00:00,189.7,1.0,2025-07-27 22:35:00+00:00,189.51,FAILED_BREAK,-0.0010015814443858,-0.5007907221929453,-0.0015015814443858,-0.7507907221929453,False,False,True,2025-07-27 22:30:00+00:00,CENTRAL,FROZEN_WINNER,L4_BREAK_FAIL_30M,0.19795918367347007,0.11020408163265195,M2_0.10-<0.20R,250.0,0.0,20.0,25.0
reference_validation,,240,18,2025-07-30 18:00:00+00:00,E0_RESTING_H,0.4,180.5,177.62,2.8799999999999955,2025-07-31 04:35:00+00:00,2025-07-31 04:35:00+00:00,2025-07-31 04:35:00+00:00,180.5,1.0,2025-07-31 04:45:00+00:00,180.39,FAILED_BREAK,-0.0006094182825485,-0.3047091412742841,-0.0011094182825485,-0.5547091412742842,False,False,True,2025-07-31 04:40:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.0937500000000037,0.12847222222222401,M1_0.05-<0.10R,635.0,0.0,5.0,10.0
reference_validation,,240,18,2025-08-03 18:00:00+00:00,E0_RESTING_H,0.4,162.65,160.27,2.3799999999999955,2025-08-03 23:15:00+00:00,2025-08-03 23:15:00+00:00,2025-08-03 23:15:00+00:00,162.65,1.0,2025-08-03 23:25:00+00:00,162.52,FAILED_BREAK,-0.0007992622194896,-0.3996311097448357,-0.0012992622194896,-0.6496311097448357,False,False,True,2025-08-03 23:20:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.1764705882352892,0.16386554621849392,M2_0.10-<0.20R,315.0,0.0,5.0,10.0
reference_validation,,240,18,2025-08-04 18:00:00+00:00,E0_RESTING_H,0.4,169.73,164.37,5.359999999999985,2025-08-05 01:05:00+00:00,,2025-08-05 01:05:00+00:00,169.73,1.0,2025-08-05 05:55:00+00:00,168.3,TIME,-0.0084251458198313,-4.212572909915668,-0.0089251458198313,-4.462572909915669,False,False,False,,CENTRAL,FROZEN_WINNER,L1_NEVER_BREAK_TIME,0.03917910447761353,0.48507462686567193,M0_<0.05R,425.0,,,290.0
reference_validation,,240,18,2025-08-06 18:00:00+00:00,E0_RESTING_H,0.4,169.47,163.86,5.609999999999985,2025-08-06 18:00:00+00:00,2025-08-06 18:00:00+00:00,2025-08-06 18:00:00+00:00,169.47,1.0,2025-08-06 18:20:00+00:00,169.38,FAILED_BREAK,-0.0005310674455656,-0.265533722782818,-0.0010310674455656,-0.5155337227828181,False,False,True,2025-08-06 18:15:00+00:00,CENTRAL,FROZEN_WINNER,L4_BREAK_FAIL_30M,0.0730837789661315,0.16934046345810894,M1_0.05-<0.10R,0.0,0.0,15.0,20.0
reference_validation,,240,18,2025-08-07 18:00:00+00:00,E0_RESTING_H,0.4,171.68,166.93,4.75,2025-08-07 19:45:00+00:00,2025-08-07 20:05:00+00:00,2025-08-07 19:45:00+00:00,171.68,1.0,2025-08-07 21:25:00+00:00,173.58,TARGET,0.011067101584343,5.533550792171549,0.010567101584343,5.283550792171549,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.4378947368421019,0.16842105263158133,WIN,105.0,20.0,,100.0
reference_validation,,240,18,2025-08-08 18:00:00+00:00,E0_RESTING_H,0.4,179.3,174.12,5.180000000000007,2025-08-08 18:00:00+00:00,,2025-08-08 18:00:00+00:00,179.3,1.0,2025-08-09 05:20:00+00:00,181.372,TARGET,0.0115560513106525,5.778025655326258,0.0110560513106525,5.528025655326258,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.42857142857142777,0.5386100386100419,WIN,0.0,,,680.0
reference_validation,,240,18,2025-08-09 18:00:00+00:00,E0_RESTING_H,0.4,181.9,178.79,3.1100000000000136,2025-08-09 18:25:00+00:00,,2025-08-09 18:25:00+00:00,181.9,1.0,2025-08-09 20:40:00+00:00,183.144,TARGET,0.0068389224848817,3.4194612424408577,0.0063389224848817,3.1694612424408577,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.5112540192926034,0.2186495176848887,WIN,25.0,,,135.0
reference_validation,,240,18,2025-08-10 18:00:00+00:00,E0_RESTING_H,0.4,182.4,178.44,3.960000000000008,2025-08-10 18:30:00+00:00,2025-08-10 18:35:00+00:00,2025-08-10 18:30:00+00:00,182.4,1.0,2025-08-10 18:45:00+00:00,182.34,FAILED_BREAK,-0.000328947368421,-0.1644736842105199,-0.000828947368421,-0.4144736842105199,False,False,True,2025-08-10 18:40:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.06818181818181346,0.13131313131313363,M1_0.05-<0.10R,30.0,5.0,5.0,15.0
