hour_wib,component_rank,character_rule,raw_component_id,component_size,lookback_min,hold_min,dev_n,dev_wr,dev_net,dev_exp,dev_pf,dev_dd,dev_ls,dev_positive_anchors,dev_H1_n,dev_H1_wr,dev_H1_exp,dev_H1_pf,dev_H2_n,dev_H2_wr,dev_H2_exp,dev_H2_pf,dev_min_half_exp
0,1,EFF_LOW__RV_MID,1,7,360,240,93,0.5483870967741935,76.08030653740937,0.8180678122302083,1.4801694959961662,36.65358758050751,7,4,62,0.5,0.2718489872831855,1.129295110005578,31,0.6451612903225806,1.9105054621242545,3.108665375887995,0.2718489872831855
0,1,EFF_LOW__RV_MID,1,7,240,360,107,0.5794392523364486,108.78454765135305,1.016678015433206,1.4109472839324755,103.57372746617735,6,2,64,0.546875,0.8146015754393182,1.2747064495006455,43,0.627906976744186,1.3174429493775968,1.7559996065002825,0.8146015754393182
0,1,EFF_LOW__RV_MID,1,7,360,360,93,0.6774193548387096,276.15041886720303,2.9693593426580973,3.5176102028323672,41.65281764009303,8,4,62,0.6129032258064516,2.8142166178596386,2.8881283960535877,31,0.8064516129032258,3.279644792255016,6.884373780988553,2.8142166178596386
0,1,EFF_LOW__RV_MID,1,7,240,480,107,0.5700934579439252,100.41736934909763,0.9384800873747442,1.3192541941272757,74.53129270027742,5,3,64,0.59375,1.2134542047718049,1.359371188846214,43,0.5348837209302325,0.5292162847372587,1.2311816996518836,0.5292162847372587
0,1,EFF_LOW__RV_MID,1,7,360,480,93,0.7096774193548387,296.4386253909235,3.187512100977672,3.971583119414849,31.89687928708578,4,4,62,0.6774193548387096,3.6096119565849363,4.1839855935900605,31,0.7741935483870968,2.343312389763147,3.464985475795852,2.343312389763147
0,1,EFF_LOW__RV_MID,1,7,360,720,93,0.6236559139784946,310.9962294482102,3.3440454779377444,2.762171706229023,45.78258509479781,9,4,62,0.6612903225806451,3.533516720377507,2.939083335856987,31,0.5483870967741935,2.9651029930582236,2.4474296743871795,2.9651029930582236
0,1,EFF_LOW__RV_MID,1,7,360,960,93,0.5806451612903226,382.72076580788826,4.115277051697723,2.7342490328015523,82.38505638481223,9,4,62,0.6451612903225806,3.58814108020473,2.3517702011904484,31,0.45161290322580644,5.16954899468371,3.85605587916722,3.58814108020473
0,2,DRIVE_UP__RV_MID,1,7,360,240,145,0.5241379310344828,135.9071299119977,0.9372905511172256,1.504575370987506,87.78624176807867,13,4,73,0.5616438356164384,0.25373264041822574,1.101380284600689,72,0.4861111111111111,1.6303423216870447,2.3547533850783284,0.25373264041822574
0,2,DRIVE_UP__RV_MID,1,7,240,360,150,0.5933333333333334,141.89936636354892,0.9459957757569928,1.4224548466033553,74.2746240586878,8,4,78,0.5641025641025641,1.21895349207161,1.4670294832623574,72,0.625,0.650291583082824,1.3538699738922857,0.650291583082824
0,2,DRIVE_UP__RV_MID,1,7,360,360,145,0.6137931034482759,227.7498142887157,1.5706883744049358,1.7026772213748878,97.03486188971146,8,4,73,0.6027397260273972,1.5822871130206968,1.5783781710190348,72,0.625,1.5589285421972898,1.9022092621517337,1.5589285421972898
0,2,DRIVE_UP__RV_MID,1,7,240,480,150,0.6266666666666667,320.73869855689054,2.1382579903792704,1.9569207620728455,67.46127506423947,8,4,78,0.6666666666666666,2.7770421163349126,2.1586802095823376,72,0.5833333333333334,1.4462418539273243,1.7024708759445886,1.4462418539273243
0,2,DRIVE_UP__RV_MID,1,7,360,480,145,0.6068965517241379,246.45901739603747,1.6997173613519825,1.6755247178418626,132.46667208244034,7,4,73,0.6438356164383562,1.8295690897624768,1.5306133374242743,72,0.5694444444444444,1.568062136713565,1.9979279945924246,1.568062136713565
0,2,DRIVE_UP__RV_MID,1,7,240,720,150,0.66,349.69256132831134,2.3312837421887425,2.0410922164027214,99.6575087019267,13,4,78,0.6538461538461539,2.536215842091341,2.010597210277217,72,0.6666666666666666,2.109273967294261,2.0836883682355585,2.109273967294261
