tf,i,entry_ts,week,side,ref_width,score,extension,body_ratio,entry,sl,tp,risk_frac,reason,exit_ts,net_ret,pnl
H1,57900,2026-08-09 14:00:00+00:00,2026-W32,LONG,44.19999999999709,5.065390394568808,6.027149321267398,0.8404288867865065,65195.0,65150.8,65434.784999999996,0.0006779661016948706,SL,2026-08-09 14:00:00+00:00,-0.0021779661016949046,-1.0889830508474523
H1,58064,2026-08-16 10:00:00+00:00,2026-W33,SHORT,15.0,3.8854954954954044,4.873333333333236,0.7972972972972945,62957.0,62972.0,62753.129,0.00023825785853836745,SL,2026-08-16 10:00:00+00:00,-0.00173825785853826,-0.86912892926913
H1,58139,2026-08-19 13:00:00+00:00,2026-W34,LONG,92.39999999999418,2.726101515525018,3.761904761905062,0.724659896531909,64857.3,64764.90000000001,65144.2719,0.001424666151689851,SL,2026-08-19 13:00:00+00:00,-0.0029246661516899018,-1.4623330758449509
