episode_id,partition,origin_state,outcome,transition,resume,n_intervals,first_sideways_ts,age2_source_start,age2_source_end,frozen_boundary,path_class,first_break_pos,first_reclaim_pos,first_rebreak_pos,break_to_reclaim_min,reclaim_to_rebreak_min,confirmation_bar_start,confirmation_complete_ts,eligible_open_ts,exit_effective_ts,confirmation_to_exit_hours,eligible_before_exit,age2_final_4h_beyond
51,external,BEAR,RESUME,False,True,2,2020-03-17 16:00:00+00:00,2020-03-17 16:00:00+00:00,2020-03-17 20:00:00+00:00,5971.0,NO_BREAK,,,,,,,,,2020-03-18 00:00:00+00:00,,False,False
55,external,BEAR,TRANSITION,True,False,4,2020-03-18 16:00:00+00:00,2020-03-18 16:00:00+00:00,2020-03-18 20:00:00+00:00,5529.98,NO_BREAK,,,,,,,,,2020-03-19 08:00:00+00:00,,False,False
57,external,BULL,RESUME,False,True,7,2020-03-22 16:00:00+00:00,2020-03-22 16:00:00+00:00,2020-03-22 20:00:00+00:00,5650.0,NO_BREAK,,,,,,,,,2020-03-23 20:00:00+00:00,,False,False
59,external,BULL,RESUME,False,True,18,2020-03-28 00:00:00+00:00,2020-03-28 00:00:00+00:00,2020-03-28 04:00:00+00:00,6436.26,BREAK_NO_RECLAIM,1.0,,,,,,,,2020-03-31 00:00:00+00:00,,False,True
61,external,BULL,TRANSITION,True,False,2,2020-04-01 08:00:00+00:00,2020-04-01 08:00:00+00:00,2020-04-01 12:00:00+00:00,6320.0,BREAK_NO_RECLAIM,1.0,,,,,,,,2020-04-01 16:00:00+00:00,,False,True
66,external,BULL,TRANSITION,True,False,5,2020-04-10 04:00:00+00:00,2020-04-10 04:00:00+00:00,2020-04-10 08:00:00+00:00,7070.43,BREAK_NO_RECLAIM,13.0,,,,,,,,2020-04-11 00:00:00+00:00,,False,True
68,external,BEAR,RESUME,False,True,2,2020-04-12 16:00:00+00:00,2020-04-12 16:00:00+00:00,2020-04-12 20:00:00+00:00,6908.0,BREAK_NO_RECLAIM,1.0,,,,,,,,2020-04-13 00:00:00+00:00,,False,True
72,external,BEAR,RESUME,False,True,2,2020-04-14 16:00:00+00:00,2020-04-14 16:00:00+00:00,2020-04-14 20:00:00+00:00,7173.98,NO_BREAK,,,,,,,,,2020-04-15 00:00:00+00:00,,False,False
78,external,BULL,TRANSITION,True,False,5,2020-04-20 12:00:00+00:00,2020-04-20 12:00:00+00:00,2020-04-20 16:00:00+00:00,7055.0,FAILED_RECLAIM,1.0,34.0,47.0,165.0,65.0,2020-04-20 15:50:00+00:00,2020-04-20 15:55:00+00:00,2020-04-20 15:55:00+00:00,2020-04-21 08:00:00+00:00,16.083333333333332,True,False
80,external,BEAR,TRANSITION,True,False,2,2020-04-22 12:00:00+00:00,2020-04-22 12:00:00+00:00,2020-04-22 16:00:00+00:00,6940.0,FAILED_RECLAIM,1.0,2.0,11.0,5.0,45.0,2020-04-22 12:50:00+00:00,2020-04-22 12:55:00+00:00,2020-04-22 12:55:00+00:00,2020-04-22 20:00:00+00:00,7.083333333333333,True,True
82,external,BULL,RESUME,False,True,3,2020-05-04 04:00:00+00:00,2020-05-04 04:00:00+00:00,2020-05-04 08:00:00+00:00,8656.0,FAILED_RECLAIM,8.0,9.0,14.0,5.0,25.0,2020-05-04 05:05:00+00:00,2020-05-04 05:10:00+00:00,2020-05-04 05:10:00+00:00,2020-05-04 16:00:00+00:00,10.833333333333334,True,True
84,external,BULL,RESUME,False,True,22,2020-05-10 00:00:00+00:00,2020-05-10 00:00:00+00:00,2020-05-10 04:00:00+00:00,9528.23,BREAK_NO_RECLAIM,1.0,,,,,,,,2020-05-13 16:00:00+00:00,,False,True
