episode_id,partition,origin_state,outcome,transition,resume,n_intervals,first_sideways_ts,age2_source_start,age2_source_end,frozen_boundary,path_class,first_break_pos,first_reclaim_pos,first_rebreak_pos,break_to_reclaim_min,reclaim_to_rebreak_min,confirmation_bar_start,confirmation_complete_ts,eligible_open_ts,exit_effective_ts,confirmation_to_exit_hours,eligible_before_exit,age2_final_4h_beyond
86,external,BULL,RESUME,False,True,2,2020-05-15 20:00:00+00:00,2020-05-15 20:00:00+00:00,2020-05-16 00:00:00+00:00,9231.0,FAILED_RECLAIM,8.0,10.0,15.0,10.0,25.0,2020-05-15 21:10:00+00:00,2020-05-15 21:15:00+00:00,2020-05-15 21:15:00+00:00,2020-05-16 04:00:00+00:00,6.75,True,False
90,external,BULL,RESUME,False,True,2,2020-05-19 04:00:00+00:00,2020-05-19 04:00:00+00:00,2020-05-19 08:00:00+00:00,9450.0,NO_BREAK,,,,,,,,,2020-05-19 12:00:00+00:00,,False,False
92,external,BULL,TRANSITION,True,False,9,2020-05-20 16:00:00+00:00,2020-05-20 16:00:00+00:00,2020-05-20 20:00:00+00:00,9450.0,BREAK_RECLAIM_NO_REBREAK,1.0,2.0,,,,,,,2020-05-22 04:00:00+00:00,,False,False
94,external,BEAR,RESUME,False,True,9,2020-05-24 00:00:00+00:00,2020-05-24 00:00:00+00:00,2020-05-24 04:00:00+00:00,9300.0,NO_BREAK,,,,,,,,,2020-05-25 12:00:00+00:00,,False,False
100,external,BULL,RESUME,False,True,10,2020-06-02 16:00:00+00:00,2020-06-02 16:00:00+00:00,2020-06-02 20:00:00+00:00,9317.42,NO_BREAK,,,,,,,,,2020-06-04 08:00:00+00:00,,False,False
104,external,BULL,RESUME,False,True,12,2020-06-06 00:00:00+00:00,2020-06-06 00:00:00+00:00,2020-06-06 04:00:00+00:00,9580.52,FAILED_RECLAIM,3.0,4.0,7.0,5.0,15.0,2020-06-06 00:30:00+00:00,2020-06-06 00:35:00+00:00,2020-06-06 00:35:00+00:00,2020-06-08 00:00:00+00:00,47.416666666666664,True,False
106,external,BULL,RESUME,False,True,2,2020-06-09 04:00:00+00:00,2020-06-09 04:00:00+00:00,2020-06-09 08:00:00+00:00,9631.0,NO_BREAK,,,,,,,,,2020-06-09 12:00:00+00:00,,False,False
108,external,BULL,RESUME,False,True,28,2020-06-11 16:00:00+00:00,2020-06-11 16:00:00+00:00,2020-06-11 20:00:00+00:00,9681.21,BREAK_NO_RECLAIM,1.0,,,,,,,,2020-06-16 08:00:00+00:00,,False,True
110,external,BULL,RESUME,False,True,28,2020-06-17 16:00:00+00:00,2020-06-17 16:00:00+00:00,2020-06-17 20:00:00+00:00,8888.43,NO_BREAK,,,,,,,,,2020-06-22 08:00:00+00:00,,False,False
112,external,BULL,TRANSITION,True,False,7,2020-06-24 08:00:00+00:00,2020-06-24 08:00:00+00:00,2020-06-24 12:00:00+00:00,9273.0,NO_BREAK,,,,,,,,,2020-06-25 12:00:00+00:00,,False,False
116,external,BEAR,TRANSITION,True,False,2,2020-06-29 20:00:00+00:00,2020-06-29 20:00:00+00:00,2020-06-30 00:00:00+00:00,9188.0,FAILED_RECLAIM,13.0,36.0,37.0,115.0,5.0,2020-06-29 23:00:00+00:00,2020-06-29 23:05:00+00:00,2020-06-29 23:05:00+00:00,2020-06-30 04:00:00+00:00,4.916666666666667,True,True
118,external,BULL,RESUME,False,True,4,2020-06-30 20:00:00+00:00,2020-06-30 20:00:00+00:00,2020-07-01 00:00:00+00:00,9022.0,NO_BREAK,,,,,,,,,2020-07-01 12:00:00+00:00,,False,False
122,external,BEAR,RESUME,False,True,3,2020-07-04 20:00:00+00:00,2020-07-04 20:00:00+00:00,2020-07-05 00:00:00+00:00,9293.0,NO_BREAK,,,,,,,,,2020-07-05 08:00:00+00:00,,False,False
126,external,BULL,TRANSITION,True,False,3,2020-07-09 16:00:00+00:00,2020-07-09 16:00:00+00:00,2020-07-09 20:00:00+00:00,9220.0,FAILED_RECLAIM,7.0,12.0,20.0,25.0,40.0,2020-07-09 17:35:00+00:00,2020-07-09 17:40:00+00:00,2020-07-09 17:40:00+00:00,2020-07-10 04:00:00+00:00,10.333333333333334,True,False
128,external,BEAR,RESUME,False,True,3,2020-07-11 00:00:00+00:00,2020-07-11 00:00:00+00:00,2020-07-11 04:00:00+00:00,9470.0,NO_BREAK,,,,,,,,,2020-07-11 12:00:00+00:00,,False,False
130,external,BEAR,RESUME,False,True,2,2020-07-12 04:00:00+00:00,2020-07-12 04:00:00+00:00,2020-07-12 08:00:00+00:00,9317.24,NO_BREAK,,,,,,,,,2020-07-12 12:00:00+00:00,,False,False
133,external,BULL,TRANSITION,True,False,2,2020-07-13 20:00:00+00:00,2020-07-13 20:00:00+00:00,2020-07-14 00:00:00+00:00,9178.91,NO_BREAK,,,,,,,,,2020-07-14 04:00:00+00:00,,False,False
135,external,BEAR,RESUME,False,True,2,2020-07-14 20:00:00+00:00,2020-07-14 20:00:00+00:00,2020-07-15 00:00:00+00:00,9317.24,NO_BREAK,,,,,,,,,2020-07-15 04:00:00+00:00,,False,False
137,external,BEAR,RESUME,False,True,4,2020-07-18 12:00:00+00:00,2020-07-18 12:00:00+00:00,2020-07-18 16:00:00+00:00,9187.0,NO_BREAK,,,,,,,,,2020-07-19 04:00:00+00:00,,False,False
143,external,BULL,RESUME,False,True,2,2020-07-20 20:00:00+00:00,2020-07-20 20:00:00+00:00,2020-07-21 00:00:00+00:00,9121.98,NO_BREAK,,,,,,,,,2020-07-21 04:00:00+00:00,,False,False
145,external,BULL,RESUME,False,True,9,2020-08-02 08:00:00+00:00,2020-08-02 08:00:00+00:00,2020-08-02 12:00:00+00:00,10844.34,NO_BREAK,,,,,,,,,2020-08-03 20:00:00+00:00,,False,False
147,external,BULL,RESUME,False,True,9,2020-08-04 00:00:00+00:00,2020-08-04 00:00:00+00:00,2020-08-04 04:00:00+00:00,10923.0,NO_BREAK,,,,,,,,,2020-08-05 12:00:00+00:00,,False,False
149,external,BULL,RESUME,False,True,4,2020-08-07 20:00:00+00:00,2020-08-07 20:00:00+00:00,2020-08-08 00:00:00+00:00,11613.05,FAILED_RECLAIM,1.0,26.0,30.0,125.0,20.0,2020-08-07 22:25:00+00:00,2020-08-07 22:30:00+00:00,2020-08-07 22:30:00+00:00,2020-08-08 12:00:00+00:00,13.5,True,True
151,external,BULL,RESUME,False,True,2,2020-08-09 16:00:00+00:00,2020-08-09 16:00:00+00:00,2020-08-09 20:00:00+00:00,11318.93,NO_BREAK,,,,,,,,,2020-08-10 00:00:00+00:00,,False,False
153,external,BULL,TRANSITION,True,False,6,2020-08-11 08:00:00+00:00,2020-08-11 08:00:00+00:00,2020-08-11 12:00:00+00:00,11384.9,NO_BREAK,,,,,,,,,2020-08-12 08:00:00+00:00,,False,False
155,external,BEAR,TRANSITION,True,False,2,2020-08-13 20:00:00+00:00,2020-08-13 20:00:00+00:00,2020-08-14 00:00:00+00:00,11630.0,BREAK_NO_RECLAIM,13.0,,,,,,,,2020-08-14 04:00:00+00:00,,False,True
159,external,BULL,TRANSITION,True,False,23,2020-08-18 16:00:00+00:00,2020-08-18 16:00:00+00:00,2020-08-18 20:00:00+00:00,11682.0,NO_BREAK,,,,,,,,,2020-08-22 12:00:00+00:00,,False,False
161,external,BEAR,TRANSITION,True,False,4,2020-08-23 20:00:00+00:00,2020-08-23 20:00:00+00:00,2020-08-24 00:00:00+00:00,11695.9,BREAK_RECLAIM_NO_REBREAK,1.0,8.0,,,,,,,2020-08-24 12:00:00+00:00,,False,False
163,external,BULL,TRANSITION,True,False,6,2020-08-25 04:00:00+00:00,2020-08-25 04:00:00+00:00,2020-08-25 08:00:00+00:00,11522.15,NO_BREAK,,,,,,,,,2020-08-26 04:00:00+00:00,,False,False
165,external,BEAR,RESUME,False,True,7,2020-08-27 00:00:00+00:00,2020-08-27 00:00:00+00:00,2020-08-27 04:00:00+00:00,11831.96,NO_BREAK,,,,,,,,,2020-08-28 04:00:00+00:00,,False,False
167,external,BEAR,TRANSITION,True,False,3,2020-08-28 12:00:00+00:00,2020-08-28 12:00:00+00:00,2020-08-28 16:00:00+00:00,11548.68,NO_BREAK,,,,,,,,,2020-08-29 00:00:00+00:00,,False,False
173,external,BULL,TRANSITION,True,False,12,2020-09-02 08:00:00+00:00,2020-09-02 08:00:00+00:00,2020-09-02 12:00:00+00:00,11575.78,BREAK_NO_RECLAIM,37.0,,,,,,,,2020-09-04 08:00:00+00:00,,False,True
177,external,BEAR,TRANSITION,True,False,4,2020-09-09 12:00:00+00:00,2020-09-09 12:00:00+00:00,2020-09-09 16:00:00+00:00,10348.97,NO_BREAK,,,,,,,,,2020-09-10 04:00:00+00:00,,False,False
179,external,BULL,RESUME,False,True,3,2020-09-11 04:00:00+00:00,2020-09-11 04:00:00+00:00,2020-09-11 08:00:00+00:00,9901.16,NO_BREAK,,,,,,,,,2020-09-11 16:00:00+00:00,,False,False
181,external,BULL,RESUME,False,True,5,2020-09-13 12:00:00+00:00,2020-09-13 12:00:00+00:00,2020-09-13 16:00:00+00:00,10271.0,NO_BREAK,,,,,,,,,2020-09-14 08:00:00+00:00,,False,False
183,external,BULL,RESUME,False,True,3,2020-09-20 16:00:00+00:00,2020-09-20 16:00:00+00:00,2020-09-20 20:00:00+00:00,10890.29,FAILED_RECLAIM,1.0,40.0,41.0,195.0,5.0,2020-09-20 19:20:00+00:00,2020-09-20 19:25:00+00:00,2020-09-20 19:25:00+00:00,2020-09-21 04:00:00+00:00,8.583333333333334,True,True
185,external,BULL,TRANSITION,True,False,4,2020-09-21 08:00:00+00:00,2020-09-21 08:00:00+00:00,2020-09-21 12:00:00+00:00,10751.0,BREAK_NO_RECLAIM,22.0,,,,,,,,2020-09-22 00:00:00+00:00,,False,True
187,external,BEAR,RESUME,False,True,4,2020-09-23 16:00:00+00:00,2020-09-23 16:00:00+00:00,2020-09-23 20:00:00+00:00,10574.08,NO_BREAK,,,,,,,,,2020-09-24 08:00:00+00:00,,False,False
189,external,BEAR,TRANSITION,True,False,2,2020-09-24 16:00:00+00:00,2020-09-24 16:00:00+00:00,2020-09-24 20:00:00+00:00,10574.08,BREAK_NO_RECLAIM,1.0,,,,,,,,2020-09-25 00:00:00+00:00,,False,True
193,external,BULL,RESUME,False,True,3,2020-09-29 00:00:00+00:00,2020-09-29 00:00:00+00:00,2020-09-29 04:00:00+00:00,10551.56,NO_BREAK,,,,,,,,,2020-09-29 12:00:00+00:00,,False,False
195,external,BULL,RESUME,False,True,2,2020-09-29 16:00:00+00:00,2020-09-29 16:00:00+00:00,2020-09-29 20:00:00+00:00,10627.19,NO_BREAK,,,,,,,,,2020-09-30 00:00:00+00:00,,False,False
197,external,BULL,RESUME,False,True,5,2020-09-30 04:00:00+00:00,2020-09-30 04:00:00+00:00,2020-09-30 08:00:00+00:00,10627.19,NO_BREAK,,,,,,,,,2020-10-01 00:00:00+00:00,,False,False
199,external,BULL,TRANSITION,True,False,7,2020-10-01 16:00:00+00:00,2020-10-01 16:00:00+00:00,2020-10-01 20:00:00+00:00,10627.19,FAILED_RECLAIM,4.0,39.0,40.0,175.0,5.0,2020-10-01 19:15:00+00:00,2020-10-01 19:20:00+00:00,2020-10-01 19:20:00+00:00,2020-10-02 20:00:00+00:00,24.666666666666668,True,True
201,external,BEAR,TRANSITION,True,False,4,2020-10-04 08:00:00+00:00,2020-10-04 08:00:00+00:00,2020-10-04 12:00:00+00:00,10596.0,FAILED_RECLAIM,1.0,9.0,14.0,40.0,25.0,2020-10-04 09:05:00+00:00,2020-10-04 09:10:00+00:00,2020-10-04 09:10:00+00:00,2020-10-05 00:00:00+00:00,14.833333333333334,True,False
203,external,BULL,RESUME,False,True,11,2020-10-06 20:00:00+00:00,2020-10-06 20:00:00+00:00,2020-10-07 00:00:00+00:00,10514.0,NO_BREAK,,,,,,,,,2020-10-08 16:00:00+00:00,,False,False
205,external,BULL,RESUME,False,True,3,2020-10-14 12:00:00+00:00,2020-10-14 12:00:00+00:00,2020-10-14 16:00:00+00:00,11308.0,BREAK_RECLAIM_NO_REBREAK,47.0,48.0,,,,,,,2020-10-15 00:00:00+00:00,,False,False
209,external,BULL,RESUME,False,True,12,2020-10-16 08:00:00+00:00,2020-10-16 08:00:00+00:00,2020-10-16 12:00:00+00:00,11308.0,FAILED_RECLAIM,11.0,32.0,36.0,105.0,20.0,2020-10-16 10:55:00+00:00,2020-10-16 11:00:00+00:00,2020-10-16 11:00:00+00:00,2020-10-18 08:00:00+00:00,45.0,True,False
211,external,BULL,RESUME,False,True,6,2020-10-28 16:00:00+00:00,2020-10-28 16:00:00+00:00,2020-10-28 20:00:00+00:00,12725.04,NO_BREAK,,,,,,,,,2020-10-29 16:00:00+00:00,,False,False
215,external,BULL,RESUME,False,True,8,2020-11-02 12:00:00+00:00,2020-11-02 12:00:00+00:00,2020-11-02 16:00:00+00:00,13605.9,BREAK_NO_RECLAIM,1.0,,,,,,,,2020-11-03 20:00:00+00:00,,False,True
219,external,BULL,RESUME,False,True,4,2020-11-07 20:00:00+00:00,2020-11-07 20:00:00+00:00,2020-11-08 00:00:00+00:00,15177.0,BREAK_NO_RECLAIM,1.0,,,,,,,,2020-11-08 12:00:00+00:00,,False,True
225,external,BULL,RESUME,False,True,3,2020-11-14 12:00:00+00:00,2020-11-14 12:00:00+00:00,2020-11-14 16:00:00+00:00,15955.6,FAILED_RECLAIM,1.0,25.0,47.0,120.0,110.0,2020-11-14 15:50:00+00:00,2020-11-14 15:55:00+00:00,2020-11-14 15:55:00+00:00,2020-11-15 00:00:00+00:00,8.083333333333334,True,True
231,external,BULL,RESUME,False,True,2,2020-11-15 20:00:00+00:00,2020-11-15 20:00:00+00:00,2020-11-16 00:00:00+00:00,15700.0,NO_BREAK,,,,,,,,,2020-11-16 04:00:00+00:00,,False,False
239,external,BULL,RESUME,False,True,19,2020-11-26 00:00:00+00:00,2020-11-26 00:00:00+00:00,2020-11-26 04:00:00+00:00,18635.01,BREAK_NO_RECLAIM,30.0,,,,,,,,2020-11-29 04:00:00+00:00,,False,True
243,external,BULL,RESUME,False,True,8,2020-12-04 12:00:00+00:00,2020-12-04 12:00:00+00:00,2020-12-04 16:00:00+00:00,18050.0,NO_BREAK,,,,,,,,,2020-12-05 20:00:00+00:00,,False,False
249,external,BULL,RESUME,False,True,26,2020-12-08 12:00:00+00:00,2020-12-08 12:00:00+00:00,2020-12-08 16:00:00+00:00,18855.35,FAILED_RECLAIM,1.0,16.0,19.0,75.0,15.0,2020-12-08 13:30:00+00:00,2020-12-08 13:35:00+00:00,2020-12-08 13:35:00+00:00,2020-12-12 20:00:00+00:00,102.41666666666667,True,True
251,external,BULL,RESUME,False,True,7,2020-12-21 12:00:00+00:00,2020-12-21 12:00:00+00:00,2020-12-21 16:00:00+00:00,23100.0,FAILED_RECLAIM,1.0,36.0,38.0,175.0,10.0,2020-12-21 15:05:00+00:00,2020-12-21 15:10:00+00:00,2020-12-21 15:10:00+00:00,2020-12-22 16:00:00+00:00,24.833333333333332,True,True
255,external,BULL,RESUME,False,True,5,2020-12-24 00:00:00+00:00,2020-12-24 00:00:00+00:00,2020-12-24 04:00:00+00:00,22800.66,BREAK_RECLAIM_NO_REBREAK,39.0,40.0,,,,,,,2020-12-24 20:00:00+00:00,,False,False
259,external,BULL,RESUME,False,True,2,2021-01-05 04:00:00+00:00,2021-01-05 04:00:00+00:00,2021-01-05 08:00:00+00:00,27800.0,NO_BREAK,,,,,,,,,2021-01-05 12:00:00+00:00,,False,False
263,external,BULL,RESUME,False,True,20,2021-01-10 20:00:00+00:00,2021-01-10 20:00:00+00:00,2021-01-11 00:00:00+00:00,36539.77,FAILED_RECLAIM,6.0,7.0,8.0,5.0,5.0,2021-01-10 20:35:00+00:00,2021-01-10 20:40:00+00:00,2021-01-10 20:40:00+00:00,2021-01-14 04:00:00+00:00,79.33333333333333,True,False
265,external,BULL,RESUME,False,True,5,2021-01-15 16:00:00+00:00,2021-01-15 16:00:00+00:00,2021-01-15 20:00:00+00:00,32600.0,NO_BREAK,,,,,,,,,2021-01-16 12:00:00+00:00,,False,False
267,external,BULL,RESUME,False,True,15,2021-01-16 20:00:00+00:00,2021-01-16 20:00:00+00:00,2021-01-17 00:00:00+00:00,34478.0,NO_BREAK,,,,,,,,,2021-01-19 08:00:00+00:00,,False,False
269,external,BULL,TRANSITION,True,False,16,2021-01-19 20:00:00+00:00,2021-01-19 20:00:00+00:00,2021-01-20 00:00:00+00:00,34478.0,NO_BREAK,,,,,,,,,2021-01-22 12:00:00+00:00,,False,False
273,external,BEAR,TRANSITION,True,False,9,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-24 04:00:00+00:00,33831.52,NO_BREAK,,,,,,,,,2021-01-25 12:00:00+00:00,,False,False
275,external,BULL,TRANSITION,True,False,12,2021-01-26 00:00:00+00:00,2021-01-26 00:00:00+00:00,2021-01-26 04:00:00+00:00,31405.0,NO_BREAK,,,,,,,,,2021-01-28 00:00:00+00:00,,False,False
277,external,BEAR,TRANSITION,True,False,2,2021-01-28 16:00:00+00:00,2021-01-28 16:00:00+00:00,2021-01-28 20:00:00+00:00,32950.0,NO_BREAK,,,,,,,,,2021-01-29 00:00:00+00:00,,False,False
279,external,BULL,RESUME,False,True,6,2021-01-31 08:00:00+00:00,2021-01-31 08:00:00+00:00,2021-01-31 12:00:00+00:00,32849.06,NO_BREAK,,,,,,,,,2021-02-01 08:00:00+00:00,,False,False
285,external,BULL,RESUME,False,True,2,2021-02-07 16:00:00+00:00,2021-02-07 16:00:00+00:00,2021-02-07 20:00:00+00:00,36233.0,NO_BREAK,,,,,,,,,2021-02-08 00:00:00+00:00,,False,False
289,external,BULL,RESUME,False,True,2,2021-02-15 04:00:00+00:00,2021-02-15 04:00:00+00:00,2021-02-15 08:00:00+00:00,46121.0,NO_BREAK,,,,,,,,,2021-02-15 12:00:00+00:00,,False,False
291,external,BULL,TRANSITION,True,False,8,2021-02-22 12:00:00+00:00,2021-02-22 12:00:00+00:00,2021-02-22 16:00:00+00:00,53905.0,FAILED_RECLAIM,3.0,8.0,9.0,25.0,5.0,2021-02-22 12:40:00+00:00,2021-02-22 12:45:00+00:00,2021-02-22 12:45:00+00:00,2021-02-23 20:00:00+00:00,31.25,True,True
293,external,BEAR,RESUME,False,True,8,2021-02-25 08:00:00+00:00,2021-02-25 08:00:00+00:00,2021-02-25 12:00:00+00:00,51435.58,NO_BREAK,,,,,,,,,2021-02-26 16:00:00+00:00,,False,False
299,external,BULL,TRANSITION,True,False,2,2021-03-04 20:00:00+00:00,2021-03-04 20:00:00+00:00,2021-03-05 00:00:00+00:00,47058.06,NO_BREAK,,,,,,,,,2021-03-05 04:00:00+00:00,,False,False
301,external,BEAR,RESUME,False,True,4,2021-03-05 20:00:00+00:00,2021-03-05 20:00:00+00:00,2021-03-06 00:00:00+00:00,52681.51,NO_BREAK,,,,,,,,,2021-03-06 12:00:00+00:00,,False,False
305,external,BULL,RESUME,False,True,16,2021-03-15 08:00:00+00:00,2021-03-15 08:00:00+00:00,2021-03-15 12:00:00+00:00,54356.44,NO_BREAK,,,,,,,,,2021-03-18 00:00:00+00:00,,False,False
309,external,BULL,TRANSITION,True,False,16,2021-03-21 00:00:00+00:00,2021-03-21 00:00:00+00:00,2021-03-21 04:00:00+00:00,57881.0,BREAK_NO_RECLAIM,31.0,,,,,,,,2021-03-23 16:00:00+00:00,,False,True
311,external,BEAR,RESUME,False,True,2,2021-03-24 12:00:00+00:00,2021-03-24 12:00:00+00:00,2021-03-24 16:00:00+00:00,55890.68,BREAK_NO_RECLAIM,1.0,,,,,,,,2021-03-24 20:00:00+00:00,,False,True
313,external,BEAR,TRANSITION,True,False,2,2021-03-26 20:00:00+00:00,2021-03-26 20:00:00+00:00,2021-03-27 00:00:00+00:00,57234.79,NO_BREAK,,,,,,,,,2021-03-27 04:00:00+00:00,,False,False
315,external,BULL,RESUME,False,True,13,2021-04-03 16:00:00+00:00,2021-04-03 16:00:00+00:00,2021-04-03 20:00:00+00:00,58002.0,BREAK_RECLAIM_NO_REBREAK,25.0,26.0,,,,,,,2021-04-05 20:00:00+00:00,,False,False
317,external,BULL,RESUME,False,True,15,2021-04-06 16:00:00+00:00,2021-04-06 16:00:00+00:00,2021-04-06 20:00:00+00:00,56517.23,NO_BREAK,,,,,,,,,2021-04-09 04:00:00+00:00,,False,False
319,external,BULL,TRANSITION,True,False,13,2021-04-16 08:00:00+00:00,2021-04-16 08:00:00+00:00,2021-04-16 12:00:00+00:00,61404.0,FAILED_RECLAIM,1.0,2.0,11.0,5.0,45.0,2021-04-16 08:50:00+00:00,2021-04-16 08:55:00+00:00,2021-04-16 08:55:00+00:00,2021-04-18 12:00:00+00:00,51.083333333333336,True,True
321,external,BEAR,RESUME,False,True,15,2021-04-20 00:00:00+00:00,2021-04-20 00:00:00+00:00,2021-04-20 04:00:00+00:00,57532.7,NO_BREAK,,,,,,,,,2021-04-22 12:00:00+00:00,,False,False
323,external,BEAR,TRANSITION,True,False,2,2021-04-26 04:00:00+00:00,2021-04-26 04:00:00+00:00,2021-04-26 08:00:00+00:00,51278.54,BREAK_NO_RECLAIM,1.0,,,,,,,,2021-04-26 12:00:00+00:00,,False,True
325,external,BULL,TRANSITION,True,False,3,2021-04-29 16:00:00+00:00,2021-04-29 16:00:00+00:00,2021-04-29 20:00:00+00:00,53852.0,BREAK_NO_RECLAIM,1.0,,,,,,,,2021-04-30 04:00:00+00:00,,False,True
330,external,BEAR,TRANSITION,True,False,2,2021-05-05 16:00:00+00:00,2021-05-05 16:00:00+00:00,2021-05-05 20:00:00+00:00,58488.17,NO_BREAK,,,,,,,,,2021-05-06 00:00:00+00:00,,False,False
332,external,BULL,TRANSITION,True,False,3,2021-05-06 20:00:00+00:00,2021-05-06 20:00:00+00:00,2021-05-07 00:00:00+00:00,56423.01,FAILED_RECLAIM,1.0,22.0,23.0,105.0,5.0,2021-05-06 21:50:00+00:00,2021-05-06 21:55:00+00:00,2021-05-06 21:55:00+00:00,2021-05-07 08:00:00+00:00,10.083333333333334,True,False
336,external,BULL,RESUME,False,True,2,2021-05-09 16:00:00+00:00,2021-05-09 16:00:00+00:00,2021-05-09 20:00:00+00:00,55297.91,NO_BREAK,,,,,,,,,2021-05-10 00:00:00+00:00,,False,False
339,external,BEAR,RESUME,False,True,2,2021-05-12 04:00:00+00:00,2021-05-12 04:00:00+00:00,2021-05-12 08:00:00+00:00,59590.96,NO_BREAK,,,,,,,,,2021-05-12 12:00:00+00:00,,False,False
341,external,BEAR,TRANSITION,True,False,3,2021-05-24 12:00:00+00:00,2021-05-24 12:00:00+00:00,2021-05-24 16:00:00+00:00,38851.34,NO_BREAK,,,,,,,,,2021-05-25 00:00:00+00:00,,False,False
347,external,BULL,RESUME,False,True,2,2021-05-27 04:00:00+00:00,2021-05-27 04:00:00+00:00,2021-05-27 08:00:00+00:00,36439.32,NO_BREAK,,,,,,,,,2021-05-27 12:00:00+00:00,,False,False
349,external,BULL,TRANSITION,True,False,2,2021-05-28 00:00:00+00:00,2021-05-28 00:00:00+00:00,2021-05-28 04:00:00+00:00,36439.32,NO_BREAK,,,,,,,,,2021-05-28 08:00:00+00:00,,False,False
353,external,BEAR,TRANSITION,True,False,2,2021-05-31 12:00:00+00:00,2021-05-31 12:00:00+00:00,2021-05-31 16:00:00+00:00,36501.0,FAILED_RECLAIM,1.0,26.0,32.0,125.0,30.0,2021-05-31 14:35:00+00:00,2021-05-31 14:40:00+00:00,2021-05-31 14:40:00+00:00,2021-05-31 20:00:00+00:00,5.333333333333333,True,True
355,external,BULL,RESUME,False,True,2,2021-06-01 16:00:00+00:00,2021-06-01 16:00:00+00:00,2021-06-01 20:00:00+00:00,34150.0,NO_BREAK,,,,,,,,,2021-06-02 00:00:00+00:00,,False,False
357,external,BULL,TRANSITION,True,False,2,2021-06-04 08:00:00+00:00,2021-06-04 08:00:00+00:00,2021-06-04 12:00:00+00:00,35500.0,NO_BREAK,,,,,,,,,2021-06-04 16:00:00+00:00,,False,False
359,external,BEAR,RESUME,False,True,2,2021-06-05 04:00:00+00:00,2021-06-05 04:00:00+00:00,2021-06-05 08:00:00+00:00,39470.0,NO_BREAK,,,,,,,,,2021-06-05 12:00:00+00:00,,False,False
361,external,BEAR,TRANSITION,True,False,2,2021-06-09 12:00:00+00:00,2021-06-09 12:00:00+00:00,2021-06-09 16:00:00+00:00,36521.16,NO_BREAK,,,,,,,,,2021-06-09 20:00:00+00:00,,False,False
363,external,BULL,TRANSITION,True,False,2,2021-06-12 04:00:00+00:00,2021-06-12 04:00:00+00:00,2021-06-12 08:00:00+00:00,35750.0,BREAK_NO_RECLAIM,1.0,,,,,,,,2021-06-12 12:00:00+00:00,,False,True
365,external,BEAR,TRANSITION,True,False,2,2021-06-13 12:00:00+00:00,2021-06-13 12:00:00+00:00,2021-06-13 16:00:00+00:00,37679.54,NO_BREAK,,,,,,,,,2021-06-13 20:00:00+00:00,,False,False
367,external,BULL,RESUME,False,True,5,2021-06-16 12:00:00+00:00,2021-06-16 12:00:00+00:00,2021-06-16 16:00:00+00:00,39527.0,BREAK_NO_RECLAIM,1.0,,,,,,,,2021-06-17 08:00:00+00:00,,False,True
370,external,BEAR,RESUME,False,True,3,2021-06-23 04:00:00+00:00,2021-06-23 04:00:00+00:00,2021-06-23 08:00:00+00:00,33240.0,BREAK_NO_RECLAIM,1.0,,,,,,,,2021-06-23 16:00:00+00:00,,False,True
374,external,BEAR,TRANSITION,True,False,2,2021-06-24 12:00:00+00:00,2021-06-24 12:00:00+00:00,2021-06-24 16:00:00+00:00,34867.77,NO_BREAK,,,,,,,,,2021-06-24 20:00:00+00:00,,False,False
378,external,BEAR,TRANSITION,True,False,3,2021-06-27 04:00:00+00:00,2021-06-27 04:00:00+00:00,2021-06-27 08:00:00+00:00,35500.0,NO_BREAK,,,,,,,,,2021-06-27 16:00:00+00:00,,False,False
386,external,BULL,TRANSITION,True,False,2,2021-07-05 04:00:00+00:00,2021-07-05 04:00:00+00:00,2021-07-05 08:00:00+00:00,34251.0,FAILED_RECLAIM,2.0,7.0,12.0,25.0,25.0,2021-07-05 04:55:00+00:00,2021-07-05 05:00:00+00:00,2021-07-05 05:00:00+00:00,2021-07-05 12:00:00+00:00,7.0,True,True
396,external,BEAR,TRANSITION,True,False,3,2021-07-10 00:00:00+00:00,2021-07-10 00:00:00+00:00,2021-07-10 04:00:00+00:00,35120.0,NO_BREAK,,,,,,,,,2021-07-10 12:00:00+00:00,,False,False
398,external,BULL,TRANSITION,True,False,2,2021-07-10 20:00:00+00:00,2021-07-10 20:00:00+00:00,2021-07-11 00:00:00+00:00,32066.0,NO_BREAK,,,,,,,,,2021-07-11 04:00:00+00:00,,False,False
401,external,BULL,TRANSITION,True,False,2,2021-07-12 12:00:00+00:00,2021-07-12 12:00:00+00:00,2021-07-12 16:00:00+00:00,33010.0,NO_BREAK,,,,,,,,,2021-07-12 20:00:00+00:00,,False,False
405,external,BEAR,TRANSITION,True,False,2,2021-07-21 08:00:00+00:00,2021-07-21 08:00:00+00:00,2021-07-21 12:00:00+00:00,31899.83,NO_BREAK,,,,,,,,,2021-07-21 16:00:00+00:00,,False,False
407,external,BULL,RESUME,False,True,2,2021-07-30 12:00:00+00:00,2021-07-30 12:00:00+00:00,2021-07-30 16:00:00+00:00,39365.33,BREAK_NO_RECLAIM,1.0,,,,,,,,2021-07-30 20:00:00+00:00,,False,True
409,external,BULL,TRANSITION,True,False,2,2021-08-02 00:00:00+00:00,2021-08-02 00:00:00+00:00,2021-08-02 04:00:00+00:00,41030.19,BREAK_NO_RECLAIM,1.0,,,,,,,,2021-08-02 08:00:00+00:00,,False,True
