feature,block,fav_n,baseline_hit,fav_hit,lift,positive
SIDE:renewal_count24,2023-H2,2136,0.5163055872291904,0.5294943820224719,0.0131887947932815,True
SIDE:renewal_count24,2024-H1,1769,0.5088444750746611,0.49576031656302993,-0.013084158511631194,False
SIDE:renewal_count24,2024-H2,1686,0.5082116788321168,0.5154211150652431,0.0072094362331263095,True
SIDE:renewal_count72,2023-H1,1629,0.5157350868952559,0.5438919582565992,0.02815687136134326,True
SIDE:renewal_count72,2023-H2,1794,0.5163055872291904,0.5278706800445931,0.011565092815402744,True
SIDE:renewal_count72,2024-H1,1032,0.5088444750746611,0.49709302325581395,-0.01175145181884718,False
SIDE:renewal_count72,2024-H2,1089,0.5082116788321168,0.519742883379247,0.011531204547130192,True
SIDE:renewal_event,2023-H1,4065,0.5165165165165165,0.5173431734317343,0.0008266569152177716,True
SIDE:renewal_event,2023-H2,4119,0.5163055872291904,0.517115804806992,0.0008102175778016418,True
SIDE:renewal_event,2024-H1,3996,0.5088444750746611,0.511011011011011,0.002166535936349856,True
SIDE:renewal_event,2024-H2,4010,0.5082116788321168,0.5082294264339152,1.774760179840129e-05,True
SIDE:signed_eff_12h,2023-H1,890,0.517257354644429,0.5314606741573034,0.014203319512874346,True
SIDE:signed_eff_12h,2023-H2,851,0.5163055872291904,0.5264394829612221,0.010133895732031717,True
SIDE:signed_eff_12h,2024-H1,814,0.5088444750746611,0.504914004914005,-0.003930470160656174,False
SIDE:signed_eff_12h,2024-H2,820,0.5082116788321168,0.4878048780487805,-0.020406800783336343,False
SIDE:signed_eff_24h,2023-H1,882,0.5177700348432056,0.5328798185941043,0.015109783750898664,True
SIDE:signed_eff_24h,2023-H2,856,0.5163055872291904,0.5350467289719626,0.018741141742772194,True
SIDE:signed_eff_24h,2024-H1,808,0.5088444750746611,0.4900990099009901,-0.01874546517367104,False
SIDE:signed_eff_24h,2024-H2,827,0.5082116788321168,0.5006045949214026,-0.007607083910714185,False
SIDE:signed_eff_6h,2023-H1,895,0.5167707610455702,0.5385474860335195,0.02177672498794936,True
SIDE:signed_eff_6h,2023-H2,847,0.5163055872291904,0.5064935064935064,-0.009812080735683959,False
SIDE:signed_eff_6h,2024-H1,841,0.5088444750746611,0.5005945303210464,-0.008249944753614735,False
SIDE:signed_eff_6h,2024-H2,843,0.5082116788321168,0.5088967971530249,0.000685118320908118,True
SHARED:h1_atr_norm,2023-H1,877,0.5165165165165165,0.5302166476624858,0.013700131145969241,True
SHARED:h1_atr_norm,2023-H2,866,0.5163055872291904,0.5415704387990762,0.025264851569885782,True
SHARED:h1_atr_norm,2024-H1,400,0.5088444750746611,0.5075,-0.0013444750746611778,False
SHARED:h1_atr_norm,2024-H2,606,0.5082116788321168,0.5396039603960396,0.03139228156392282,True
SHARED:h1_atr_vs_med72,2023-H1,818,0.5165165165165165,0.5525672371638142,0.03605072064729764,True
SHARED:h1_atr_vs_med72,2023-H2,925,0.5163055872291904,0.5037837837837837,-0.012521803445406654,False
SHARED:h1_atr_vs_med72,2024-H1,740,0.5088444750746611,0.5243243243243243,0.015479849249663169,True
SHARED:h1_atr_vs_med72,2024-H2,886,0.5082116788321168,0.4966139954853273,-0.011597683346789511,False
SHARED:h1_atr_pct168,2023-H1,768,0.5165165165165165,0.5611979166666666,0.0446814001501501,True
SHARED:h1_atr_pct168,2023-H2,1004,0.5163055872291904,0.5039840637450199,-0.012321523484170482,False
SHARED:h1_atr_pct168,2024-H1,774,0.5088444750746611,0.5361757105943152,0.027331235519654107,True
SHARED:h1_atr_pct168,2024-H2,1039,0.5082116788321168,0.5081809432146295,-3.073561748734299e-05,False
SHARED:h1_mean_cross_12,2023-H1,1112,0.5165165165165165,0.5107913669064749,-0.005725149610041669,False
SHARED:h1_mean_cross_12,2023-H2,1109,0.5163055872291904,0.5175834084761046,0.0012778212469142236,True
SHARED:h1_mean_cross_12,2024-H1,1269,0.5088444750746611,0.5130023640661938,0.004157888991532688,True
SHARED:h1_mean_cross_12,2024-H2,1119,0.5082116788321168,0.5227882037533512,0.014576524921234402,True
SHARED:h1_mean_cross_24,2023-H1,1066,0.5165165165165165,0.5440900562851783,0.027573539768661726,True
SHARED:h1_mean_cross_24,2023-H2,1217,0.5163055872291904,0.5423171733771569,0.026011586147966503,True
SHARED:h1_mean_cross_24,2024-H1,1296,0.5088444750746611,0.5262345679012346,0.017390092826573444,True
SHARED:h1_mean_cross_24,2024-H2,1155,0.5082116788321168,0.5047619047619047,-0.003449774070212075,False
SHARED:h1_overlap_12,2023-H1,889,0.5165165165165165,0.545556805399325,0.029040288882808518,True
SHARED:h1_overlap_12,2023-H2,854,0.5163055872291904,0.544496487119438,0.02819089989024759,True
SHARED:h1_overlap_12,2024-H1,1182,0.5088444750746611,0.5228426395939086,0.013998164519247513,True
SHARED:h1_overlap_12,2024-H2,1310,0.5081217112788835,0.5106870229007634,0.0025653116218798955,True
SHARED:h1_overlap_24,2023-H1,881,0.5165165165165165,0.49035187287173665,-0.026164643644779884,False
SHARED:h1_overlap_24,2023-H2,862,0.5163055872291904,0.5324825986078886,0.016177011378698203,True
SHARED:h1_overlap_24,2024-H1,1224,0.5088444750746611,0.511437908496732,0.0025934334220708566,True
SHARED:h1_overlap_24,2024-H2,1437,0.5088323009864648,0.5059151009046625,-0.002917200081802296,False
SHARED:h1_range_path_12,2023-H1,807,0.5165165165165165,0.5092936802973977,-0.007222836219118789,False
SHARED:h1_range_path_12,2023-H2,936,0.5163055872291904,0.5277777777777778,0.011472190548587391,True
SHARED:h1_range_path_12,2024-H1,1244,0.5088444750746611,0.49437299035369775,-0.014471484720963379,False
SHARED:h1_range_path_12,2024-H2,1315,0.5082116788321168,0.49277566539923956,-0.01543601343287726,False
SHARED:h1_range_path_24,2023-H1,923,0.5165165165165165,0.5211267605633803,0.004610244046863721,True
SHARED:h1_range_path_24,2023-H2,820,0.5163055872291904,0.5378048780487805,0.021499290819590122,True
SHARED:h1_range_path_24,2024-H1,507,0.5088444750746611,0.4832347140039448,-0.02560976107071633,False
SHARED:h1_range_path_24,2024-H2,542,0.5082116788321168,0.5424354243542435,0.0342237455221267,True
SHARED:atr_slope6,2023-H1,875,0.5167707610455702,0.5622857142857143,0.045514953240144096,True
SHARED:atr_slope6,2023-H2,867,0.5163055872291904,0.5236447520184544,0.007339164789263997,True
SHARED:atr_slope6,2024-H1,897,0.5088444750746611,0.5083612040133779,-0.00048327106128320807,False
SHARED:atr_slope6,2024-H2,840,0.5082116788321168,0.5035714285714286,-0.004640250260688261,False
SHARED:range24_atr,2023-H1,892,0.5176497909893172,0.5179372197309418,0.00028742874162457355,True
SHARED:range24_atr,2023-H2,847,0.5163055872291904,0.5548996458087367,0.03859405857954634,True
SHARED:range24_atr,2024-H1,629,0.5088444750746611,0.4960254372019078,-0.012819037872753347,False
SHARED:range24_atr,2024-H2,682,0.5082116788321168,0.5117302052785924,0.003518526446475545,True
SHARED:compression_6v24,2023-H1,903,0.5176497909893172,0.5581395348837209,0.04048974389440374,True
SHARED:compression_6v24,2023-H2,839,0.5163055872291904,0.5041716328963052,-0.012133954332885222,False
SHARED:compression_6v24,2024-H1,945,0.5088444750746611,0.544973544973545,0.03612906989888387,True
SHARED:compression_6v24,2024-H2,903,0.5082116788321168,0.5182724252491694,0.010060746417052568,True
SHARED:boundary_touch_count12,2023-H1,820,0.5171375636868921,0.5158536585365854,-0.0012839051503067411,False
SHARED:boundary_touch_count12,2023-H2,952,0.5163055872291904,0.5346638655462185,0.018358278317028076,True
SHARED:boundary_touch_count12,2024-H1,1240,0.5088444750746611,0.49838709677419357,-0.010457378300467557,False
SHARED:boundary_touch_count12,2024-H2,1551,0.5082116788321168,0.5228884590586719,0.014676780226555053,True
SHARED:failed_escape_count24,2023-H1,1257,0.5176497909893172,0.5123309466984884,-0.005318844290828739,False
SHARED:failed_escape_count24,2023-H2,1408,0.5163055872291904,0.5269886363636364,0.010683049134445954,True
SHARED:failed_escape_count24,2024-H1,1618,0.5088444750746611,0.4888751545117429,-0.019969320562918225,False
SHARED:failed_escape_count24,2024-H2,2069,0.5082116788321168,0.49975833736104397,-0.00845334147107285,False
SHARED:range_atr,2023-H1,900,0.5165165165165165,0.5322222222222223,0.01570570570570573,True
SHARED:range_atr,2023-H2,843,0.5163055872291904,0.5136417556346382,-0.0026638315945521907,False
SHARED:range_atr,2024-H1,893,0.5088444750746611,0.528555431131019,0.019710956056357865,True
SHARED:range_atr,2024-H2,914,0.5082116788321168,0.49671772428884026,-0.011493954543276563,False
SHARED:volume_vs_med24,2023-H1,885,0.5176497909893172,0.5536723163841808,0.036022525394863614,True
SHARED:volume_vs_med24,2023-H2,854,0.5163055872291904,0.5304449648711944,0.014139377642004014,True
SHARED:volume_vs_med24,2024-H1,820,0.5088444750746611,0.5219512195121951,0.013106744437534013,True
SHARED:volume_vs_med24,2024-H2,874,0.5082116788321168,0.5080091533180778,-0.000202525514038987,False
SHARED:v1_regime_duration_hours,2023-H1,812,0.5165165165165165,0.5283251231527094,0.011808606636192875,True
SHARED:v1_regime_duration_hours,2023-H2,940,0.5163055872291904,0.5361702127659574,0.019864625536767044,True
SHARED:v1_regime_duration_hours,2024-H1,1054,0.5088444750746611,0.5256166982922201,0.016772223217559,True
SHARED:v1_regime_duration_hours,2024-H2,1167,0.5082116788321168,0.5227077977720651,0.014496118939948288,True
SIDE:post_reclaim_progress_1h__present,2023-H1,1102,0.5165165165165165,0.5272232304900182,0.010706713973501647,True
SIDE:post_reclaim_progress_1h__present,2023-H2,1143,0.5163055872291904,0.5214348206474191,0.005129233418228685,True
SIDE:post_reclaim_progress_1h__present,2024-H1,1134,0.5088444750746611,0.49029982363315694,-0.01854465144150419,False
SIDE:post_reclaim_progress_1h__present,2024-H2,1074,0.5082116788321168,0.5046554934823091,-0.003556185349807728,False
SIDE:post_reclaim_progress_3h__present,2023-H1,1081,0.5165165165165165,0.5291396854764108,0.012623168959894238,True
SIDE:post_reclaim_progress_3h__present,2023-H2,1145,0.5163055872291904,0.5301310043668123,0.013825417137621865,True
SIDE:post_reclaim_progress_3h__present,2024-H1,1127,0.5088444750746611,0.5164152617568767,0.007570786682215558,True
SIDE:post_reclaim_progress_3h__present,2024-H2,1095,0.5082116788321168,0.5132420091324201,0.0050303303003033095,True
SIDE:pullback_age_h__present,2023-H1,2530,0.5165165165165165,0.5284584980237154,0.011941981507198829,True
SIDE:pullback_age_h__present,2023-H2,2453,0.5163055872291904,0.5291479820627802,0.012842394833589843,True
SIDE:pullback_age_h__present,2024-H1,2508,0.5088444750746611,0.5099681020733652,0.0011236269987040526,True
SIDE:pullback_age_h__present,2024-H2,2578,0.5082116788321168,0.5120248254460822,0.003813146613965368,True
SIDE:pullback_depth_atr__present,2023-H1,2530,0.5165165165165165,0.5284584980237154,0.011941981507198829,True
SIDE:pullback_depth_atr__present,2023-H2,2453,0.5163055872291904,0.5291479820627802,0.012842394833589843,True
SIDE:pullback_depth_atr__present,2024-H1,2508,0.5088444750746611,0.5099681020733652,0.0011236269987040526,True
SIDE:pullback_depth_atr__present,2024-H2,2578,0.5082116788321168,0.5120248254460822,0.003813146613965368,True
