cohort,trades,retention,tp_exits,sl_exits,close_exits,same_bar_collisions,net_wins,net_win_rate,avg_net_return,total_pnl_usd_500,profit_factor,max_drawdown_usd_500,median_gross_rr,net_losses,sl_before_H_losses,sl_before_H_share_losses,median_entry_depth_R
RAW_MICRO_HL_EXTERNAL,38,1.0,5,19,14,0,12,0.3157894736842105,-0.003427953224424164,-65.13111126405909,0.5304662187093192,82.79661189264236,1.411281549991225,26,16,0.6153846153846154,0.12338446499736785
SHALLOW_MICRO_HL_EXTERNAL,33,0.868421052631579,4,16,13,0,10,0.30303030303030304,-0.00444235482269289,-73.2988545744327,0.39412063937321434,94.36798648793214,1.3886280646844034,23,13,0.5652173913043478,0.11658841940532132
